Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to10,Feature log2 fold change topic 7to10
ENSG00000158109,TPRG1L,93,-0.5958,90,-0.6452,182,0.78880,112,-0.4372
ENSG00000130764,LRRC47,57,-0.3431,40,-0.8673,102,1.03402,50,-0.7430
ENSG00000196581,AJAP1,24,-0.3182,3,-3.2954,39,0.74677,28,-0.1275
ENSG00000069424,KCNAB2,48,-2.1518,95,-1.1488,224,0.28723,239,0.46542
ENSG00000116254,CHD5,49,-1.2784,9,-3.7376,150,0.77781,117,0.08710
ENSG00000116251,RPL22,798,0.46561,1297,1.31121,337,-1.2016,639,0.15555
ENSG00000116237,ICMT,31,-0.2287,38,0.08252,46,0.63139,27,-0.6368
ENSG00000158292,GPR153,4,-2.1402,12,-0.4925,22,0.72316,16,-0.1317
ENSG00000097021,ACOT7,38,-2.3782,74,-1.4041,315,1.66074,121,-0.9199
ENSG00000215788,TNFRSF25,10,-0.8461,5,-1.7438,22,0.67342,17,-0.0340
ENSG00000171680,PLEKHG5,0,-5.5590,14,-1.1140,35,0.50711,33,0.36703
ENSG00000162408,NOL9,67,1.19491,15,-1.2246,31,-0.1135,30,-0.1794
ENSG00000162413,KLHL21,7,-2.2358,30,-0.2265,39,0.34789,37,0.18549
ENSG00000116273,PHF13,28,0.67126,20,0.11123,18,-0.1364,17,-0.2140
ENSG00000041988,THAP3,8,-1.0800,5,-1.7484,27,1.25870,13,-0.6142
ENSG00000007923,DNAJC11,54,0.56677,18,-1.1512,50,0.73612,27,-0.7429
ENSG00000171735,CAMTA1,172,-0.1951,157,-0.3341,216,0.26702,187,-0.0883
ENSG00000049245,VAMP3,29,-0.2721,95,1.77697,12,-2.0438,43,0.58955
ENSG00000049246,PER3,28,-0.3080,48,0.55792,31,-0.2473,36,0.10398
ENSG00000116288,PARK7,242,-0.3579,374,0.34007,312,0.07043,292,-0.0898
ENSG00000116285,ERRFI1,10,-1.1049,33,0.78507,25,0.55959,15,-0.6748
ENSG00000162426,SLC45A1,0,-5.7688,2,-3.8122,57,1.63998,26,-0.5355
ENSG00000142599,RERE,115,0.05570,79,-0.5361,130,0.40566,99,-0.2681
ENSG00000074800,ENO1,417,-0.5985,524,-0.2430,688,0.29845,604,-0.0283
ENSG00000171612,SLC25A33,14,-1.6410,45,0.08193,36,-0.3853,56,0.71458
ENSG00000171603,CLSTN1,229,-1.2756,315,-0.7929,785,1.16858,387,-0.6644
ENSG00000178585,CTNNBIP1,0,-5.3954,38,0.23044,30,-0.2264,43,0.69495
ENSG00000162441,LZIC,0,-5.4731,87,1.75809,24,-0.6007,33,0.11322
ENSG00000130939,UBE4B,15,-1.2615,33,-0.0659,45,0.72636,29,-0.4025
ENSG00000054523,KIF1B,198,-0.3754,135,-0.9637,297,0.43499,246,-0.0411
ENSG00000142657,PGD,31,-0.7893,49,-0.0763,66,0.67954,42,-0.4506
ENSG00000241563,CORT,914,3.85304,15,-3.3877,77,-1.3293,60,-1.7689
ENSG00000160049,DFFA,47,0.39865,54,0.63959,33,-0.2322,33,-0.2286
ENSG00000142655,PEX14,6,-1.9936,21,-0.2023,33,0.89213,19,-0.4252
ENSG00000120948,TARDBP,9,-2.6383,70,0.36264,71,0.62039,49,-0.2997
ENSG00000116649,SRM,70,-0.5803,129,0.38708,125,0.53846,79,-0.5557
ENSG00000171824,EXOSC10,9,-1.2401,18,-0.1616,25,0.51362,19,-0.1392
ENSG00000198793,MTOR,46,0.18098,29,-0.5530,50,0.49211,34,-0.4119
ENSG00000116661,FBXO2,136,-1.1749,589,1.18989,251,-0.3420,296,0.03720
ENSG00000132879,FBXO44,51,-1.5230,46,-1.6770,212,1.26840,107,-0.5496
ENSG00000116670,MAD2L2,9,-1.3257,43,1.11376,25,0.37600,16,-0.6384
ENSG00000011021,CLCN6,7,-2.9316,11,-2.3180,82,1.20714,48,-0.2596
ENSG00000116685,KIAA2013,8,-2.1191,49,0.57173,40,0.34291,33,-0.1509
ENSG00000083444,PLOD1,36,0.37687,77,1.73790,22,-0.5274,20,-0.7259
ENSG00000116688,MFN2,40,-0.9338,40,-0.9359,93,0.65302,69,-0.1314
ENSG00000116691,MIIP,5,-1.6283,6,-1.4764,19,0.28559,20,0.46139
ENSG00000048707,VPS13D,0,-5.9655,33,-0.2141,48,0.58797,39,0.06160
ENSG00000162496,DHRS3,14,-1.3149,103,1.99692,20,-1.0105,33,0.00830
ENSG00000116731,PRDM2,52,-0.2057,40,-0.6088,64,0.18350,62,0.07976
ENSG00000189337,KAZN,29,-0.6299,45,0.05643,57,0.73736,33,-0.6165
ENSG00000142634,EFHD2,74,0.03707,25,-1.6110,62,-0.3500,94,0.69550
ENSG00000116138,DNAJC16,18,-0.4081,13,-0.8584,33,1.03059,16,-0.7181
ENSG00000197312,DDI2,4,-2.4095,9,-1.1611,31,1.23855,16,-0.4970
ENSG00000116786,PLEKHM2,54,-0.5596,33,-1.3006,82,0.15333,89,0.35935
ENSG00000065526,SPEN,23,-0.7901,57,0.66013,38,-0.0257,37,-0.0328
ENSG00000185519,FAM131C,1,-3.7293,0,-6.4501,22,1.13486,14,-0.0224
ENSG00000037637,FBXO42,47,1.42496,15,-0.4698,21,0.17767,13,-0.8789
ENSG00000055070,SZRD1,5,-2.3467,71,1.62344,19,-0.7785,30,0.25882
ENSG00000159363,ATP13A2,125,-0.2927,71,-1.1570,201,0.78447,126,-0.4051
ENSG00000117118,SDHB,64,-0.2460,81,0.11468,95,0.60564,57,-0.6143
ENSG00000117115,PADI2,78,0.64782,173,2.13160,13,-2.5551,56,0.13345
ENSG00000179051,RCC2,20,-0.0789,18,-0.2725,27,0.56202,17,-0.4723
ENSG00000074964,ARHGEF10L,34,0.65377,25,0.13479,22,-0.0471,20,-0.3062
ENSG00000117154,IGSF21,56,0.01385,11,-2.3932,59,0.15014,63,0.31411
ENSG00000159423,ALDH4A1,0,-5.4121,16,-0.7055,15,-1.0815,45,1.76678
ENSG00000127463,EMC1,6,-2.1827,21,-0.4012,42,1.22587,20,-0.7121
ENSG00000053372,MRTO4,31,-0.1242,21,-0.7360,37,0.30296,33,-0.0381
ENSG00000053371,AKR7A2,19,-1.2443,81,1.09110,30,-0.7353,50,0.45707
ENSG00000077549,CAPZB,263,0.36647,281,0.47347,225,0.16963,164,-0.5523
ENSG00000173436,MICOS10,170,-0.7685,244,-0.2034,275,-0.0290,317,0.32803
ENSG00000158747,NBL1,128,-0.7756,351,0.85415,220,0.11883,184,-0.2962
ENSG00000162545,CAMK2N1,597,-0.7224,541,-0.8724,1046,0.24825,1036,0.22400
ENSG00000090432,MUL1,3,-2.9089,22,-0.0347,29,0.63464,21,-0.1276
ENSG00000158828,PINK1,317,-0.1662,198,-0.8964,438,0.57257,313,-0.2719
ENSG00000244038,DDOST,23,-0.3516,60,1.21686,35,0.49372,16,-1.1546
ENSG00000117245,KIF17,0,-4.4237,6,-1.4730,21,0.67892,17,0.23756
ENSG00000189410,SH2D5,8,-1.5864,1,-4.3655,39,1.54085,17,-0.6434
ENSG00000127483,HP1BP3,62,-1.3127,205,0.56766,166,0.34091,130,-0.2577
ENSG00000075151,EIF4G3,95,-0.3747,88,-0.4974,162,0.78902,94,-0.5505
ENSG00000117298,ECE1,11,-1.1103,100,2.77634,10,-1.5174,19,-0.4370
ENSG00000076864,RAP1GAP,38,-1.9613,16,-3.2079,212,1.24645,120,-0.3226
ENSG00000090686,USP48,21,-0.7195,33,-0.0136,38,0.32428,32,-0.1048
ENSG00000070831,CDC42,99,-1.1849,233,0.14836,308,1.04461,140,-0.8884
ENSG00000173372,C1QA,31,0.18977,115,2.67184,14,-1.3885,18,-0.8497
ENSG00000159189,C1QC,47,1.09520,120,3.07847,7,-2.3274,12,-1.3549
ENSG00000173369,C1QB,10,-2.1419,196,3.06106,13,-2.1196,36,-0.2369
ENSG00000004487,KDM1A,20,-1.2914,27,-0.8101,70,1.19731,34,-0.6897
ENSG00000169641,LUZP1,62,0.35945,38,-0.4132,68,0.87793,31,-1.0182
ENSG00000125944,HNRNPR,24,-2.0330,92,-0.0106,117,0.59872,86,-0.1714
ENSG00000125945,ZNF436,5,-1.6503,4,-1.9843,27,1.91784,8,-1.2186
ENSG00000117318,ID3,8,-3.0500,522,5.71420,7,-3.6668,12,-2.8763
ENSG00000142676,RPL11,1045,0.92822,1402,1.46143,285,-1.5004,599,0.00290
ENSG00000011007,ELOA,0,-4.6276,18,0.23935,20,0.70549,13,-0.2532
ENSG00000057757,PITHD1,20,-2.8745,58,-1.3405,216,1.29632,112,-0.4878
ENSG00000011009,LYPLA2,17,-1.3772,29,-0.5591,55,0.76460,37,-0.2590
ENSG00000117305,HMGCL,34,0.73612,35,0.79280,14,-0.9656,23,0.16605
ENSG00000189266,PNRC2,75,0.81155,78,0.89773,40,-0.2931,35,-0.5496
ENSG00000188529,SRSF10,14,-1.7310,61,0.54904,50,0.35816,40,-0.2014
ENSG00000001461,NIPAL3,7,-2.9632,37,-0.5606,57,0.15544,65,0.52598
ENSG00000133226,SRRM1,29,-1.0673,94,0.78162,48,-0.4258,67,0.33973
ENSG00000169504,CLIC4,58,0.44706,218,3.12817,6,-3.3406,34,-0.5428
ENSG00000117614,SYF2,87,0.48037,112,0.90590,65,0.01604,47,-0.7011
ENSG00000117616,RSRP1,35,-0.2670,35,-0.2418,47,0.32133,39,-0.1511
ENSG00000183726,TMEM50A,65,-0.3092,137,0.90442,91,0.33425,57,-0.7147
ENSG00000204178,MACO1,8,-1.6170,30,0.35723,35,1.00741,16,-0.8664
ENSG00000117643,MAN1C1,11,-1.9921,111,1.70727,55,0.76765,18,-1.6522
ENSG00000162430,SELENON,34,-0.3171,77,1.01062,32,-0.5665,44,0.14760
ENSG00000117640,MTFR1L,21,-1.3167,40,-0.3091,60,0.49830,48,-0.0602
ENSG00000117632,STMN1,455,-0.9177,416,-1.0528,1210,1.11483,620,-0.6181
ENSG00000158008,EXTL1,6,-2.3931,12,-1.4571,44,0.78140,33,0.03839
ENSG00000142684,ZNF593,1,-5.1100,54,0.78895,36,0.20853,33,0.00358
ENSG00000142669,SH3BGRL3,234,0.02725,276,0.28968,244,0.14071,205,-0.2759
ENSG00000158062,UBXN11,8,-1.4131,21,-0.0167,25,0.38278,21,-0.0242
ENSG00000117682,DHDDS,1,-3.4167,3,-2.4669,23,0.89369,17,0.09976
ENSG00000198830,HMGN2,50,-1.4303,381,1.93088,104,-0.4713,108,-0.3841
ENSG00000117713,ARID1A,92,0.59926,46,-0.5243,66,0.08571,59,-0.1836
ENSG00000204160,ZDHHC18,71,1.15697,19,-0.9568,48,0.81625,18,-1.3501
ENSG00000090273,NUDC,122,-0.1105,112,-0.2436,139,0.15043,130,-0.0263
ENSG00000253368,TRNP1,19,-1.8557,21,-1.7013,92,0.93231,62,-0.1380
ENSG00000090020,SLC9A1,1,-4.2939,14,-0.9143,49,2.07787,13,-1.4073
ENSG00000142784,WDTC1,52,0.73413,35,0.09206,30,-0.2033,31,-0.1740
ENSG00000186501,TMEM222,64,-0.1673,69,-0.0432,77,0.20511,67,-0.1331
ENSG00000158195,WASF2,0,-5.7855,117,2.00775,14,-1.8910,51,0.79769
ENSG00000126705,AHDC1,55,0.25537,19,-1.4026,61,0.68723,38,-0.4704
ENSG00000126709,IFI6,220,0.80521,161,0.28528,136,0.02390,106,-0.5413
ENSG00000117758,STX12,96,0.18443,40,-1.1732,112,0.72594,67,-0.5256
ENSG00000117751,PPP1R8,0,-5.1877,27,0.32923,25,0.33904,23,0.10138
ENSG00000117748,RPA2,13,-1.8205,63,0.55150,61,0.84815,32,-0.7492
ENSG00000126698,DNAJC8,110,-0.0996,118,0.00571,133,0.30327,104,-0.2806
ENSG00000130770,ATP5IF1,187,-1.0932,253,-0.6313,543,1.00765,294,-0.5636
ENSG00000198492,YTHDF2,21,-1.5798,38,-0.7290,92,1.21668,44,-0.6817
ENSG00000116350,SRSF4,46,0.04618,57,0.41178,51,0.35431,34,-0.5816
ENSG00000116353,MECR,21,-0.3074,22,-0.2282,34,0.75732,19,-0.6295
ENSG00000162511,LAPTM5,83,1.11146,117,1.75223,20,-1.4944,37,-0.3546
ENSG00000162512,SDC3,66,-1.6200,169,-0.1914,215,0.29002,204,0.16287
ENSG00000134644,PUM1,37,-1.6832,67,-0.7993,155,0.89850,98,-0.2927
ENSG00000121766,ZCCHC17,71,-0.3890,43,-1.1329,117,0.67680,81,-0.2597
ENSG00000121769,FABP3,86,-0.3839,32,-1.8563,170,1.30705,73,-0.8559
ENSG00000162517,PEF1,50,-0.7655,57,-0.5659,111,0.82713,67,-0.4565
ENSG00000084636,COL16A1,37,0.32604,73,1.51932,23,-0.5521,24,-0.4785
ENSG00000121753,ADGRB2,99,-1.1387,64,-1.8015,271,0.72258,206,-0.0165
ENSG00000184007,PTP4A2,190,0.08783,130,-0.5091,129,-0.7247,240,0.78452
ENSG00000121774,KHDRBS1,40,-1.3421,107,0.16784,123,0.63819,81,-0.3859
ENSG00000025800,KPNA6,18,-1.3788,32,-0.5003,52,0.42705,46,0.08093
ENSG00000084652,TXLNA,0,-4.9514,14,-0.4519,25,0.76570,18,-0.0602
ENSG00000160050,CCDC28B,10,-0.9993,26,0.48433,21,0.22083,18,-0.1484
ENSG00000084623,EIF3I,118,0.09895,115,0.05533,142,0.65442,77,-0.7911
ENSG00000175130,MARCKSL1,155,-0.8456,485,0.99580,178,-0.8735,330,0.54796
ENSG00000160058,BSDC1,29,-1.1603,54,-0.2180,80,0.64731,55,-0.2787
ENSG00000176261,ZBTB8OS,6,-2.7244,36,-0.0333,45,0.51381,37,-0.0129
ENSG00000162521,RBBP4,14,-2.5205,117,0.75985,93,0.61162,58,-0.5155
ENSG00000162522,KIAA1522,3,-2.5554,18,-0.0299,19,0.08734,21,0.40403
ENSG00000134684,YARS,60,-0.6051,56,-0.7242,135,1.21147,58,-0.9089
ENSG00000160097,FNDC5,3,-2.9936,37,0.86532,27,0.56697,18,-0.4957
ENSG00000121905,HPCA,73,-1.4034,41,-2.2597,257,0.96993,168,-0.1785
ENSG00000121900,TMEM54,26,-0.6492,71,0.96490,35,-0.2417,39,-0.0296
ENSG00000004455,AK2,60,1.10769,62,1.17594,18,-1.1072,28,-0.1839
ENSG00000142920,AZIN2,0,-5.1120,24,0.24053,27,0.70593,19,-0.2463
ENSG00000160094,ZNF362,0,-4.7139,20,0.38823,19,0.46677,15,-0.0646
ENSG00000134686,PHC2,54,-0.1891,80,0.43631,65,0.13483,55,-0.2584
ENSG00000163866,SMIM12,61,0.39382,27,-0.8964,57,0.46721,40,-0.3933
ENSG00000116544,DLGAP3,35,-0.9170,29,-1.1751,58,-0.1941,83,0.75452
ENSG00000116560,SFPQ,149,0.20863,130,-0.0080,142,0.20230,115,-0.2914
ENSG00000146463,ZMYM4,27,-0.6253,41,0.01969,48,0.40496,37,-0.2280
ENSG00000142687,KIAA0319L,61,0.27517,44,-0.2532,63,0.53879,39,-0.6086
ENSG00000020129,NCDN,290,-0.6064,143,-1.6765,651,1.22278,309,-0.7093
ENSG00000126067,PSMB2,107,0.11723,76,-0.4289,131,0.72953,73,-0.6985
ENSG00000142686,C1orf216,80,0.02466,30,-1.4969,108,0.83667,63,-0.5219
ENSG00000092847,AGO1,30,0.16277,31,0.19489,25,-0.2098,28,0.06515
ENSG00000116863,ADPRHL2,0,-4.6993,12,-0.3986,23,0.96542,14,-0.2925
ENSG00000054116,TRAPPC3,21,-1.3882,52,0.02786,65,0.63929,45,-0.3200
ENSG00000116871,MAP7D1,60,-1.3910,117,-0.3743,182,0.52266,145,-0.0531
ENSG00000054118,THRAP3,94,0.66404,86,0.50589,65,0.07876,47,-0.6315
ENSG00000196182,STK40,16,-0.6145,55,1.46240,25,0.13294,16,-0.8090
ENSG00000181817,LSM10,36,-0.0682,37,-0.0400,45,0.45973,31,-0.4475
ENSG00000116885,OSCP1,22,0.05243,20,-0.1275,32,1.11252,11,-1.2924
ENSG00000116898,MRPS15,47,-0.3122,41,-0.5013,66,0.35794,55,-0.0947
ENSG00000163873,GRIK3,1,-4.3201,0,-5.6446,28,1.15594,19,-0.0326
ENSG00000163875,MEAF6,39,-1.4365,34,-1.6023,143,1.05759,85,-0.3457
ENSG00000183317,EPHA10,19,0.18605,8,-1.0914,21,0.55205,14,-0.3468
ENSG00000185090,MANEAL,9,-1.8139,11,-1.4725,51,1.74371,17,-1.0763
ENSG00000197982,C1orf122,154,-0.5368,282,0.42235,155,-0.7389,279,0.66474
ENSG00000183431,SF3A3,33,-0.0680,63,1.00484,38,0.26424,24,-0.7977
ENSG00000183520,UTP11,20,-0.3977,17,-0.5973,37,1.00207,18,-0.7631
ENSG00000116954,RRAGC,2,-4.3402,37,0.00857,52,0.89730,31,-0.3713
ENSG00000174574,AKIRIN1,32,-1.0668,40,-0.7020,82,0.66123,59,-0.1674
ENSG00000168653,NDUFS5,574,-0.0032,292,-1.0523,686,0.45274,535,-0.1689
ENSG00000127603,MACF1,49,-1.3835,178,0.61615,131,0.17665,117,-0.0973
ENSG00000090621,PABPC4,30,-0.9771,82,0.61394,51,-0.2070,61,0.20853
ENSG00000116983,HPCAL4,198,-0.3844,104,-1.3575,293,0.38318,261,0.08909
ENSG00000084072,PPIE,0,-5.4864,56,1.19004,30,0.24566,24,-0.2840
ENSG00000131236,CAP1,128,-0.0263,126,-0.0615,166,0.63962,96,-0.6654
ENSG00000131238,PPT1,35,-1.7325,117,0.09530,137,0.57571,100,-0.2254
ENSG00000084073,ZMPSTE24,18,-0.6467,25,-0.1576,34,0.51785,24,-0.2779
ENSG00000084070,SMAP2,93,-0.2251,39,-1.5442,152,0.97480,83,-0.5737
ENSG00000117016,RIMS3,38,-0.9575,17,-2.0941,92,0.70400,70,-0.0005
ENSG00000066136,NFYC,1,-4.6154,31,0.11181,44,1.19589,21,-0.7492
ENSG00000127124,HIVEP3,0,-4.6117,13,-0.2108,21,0.91540,13,-0.3026
ENSG00000198815,FOXJ3,13,-2.0735,36,-0.5054,79,1.33404,34,-0.8155
ENSG00000177181,RIMKLA,18,-0.7068,8,-1.8835,39,0.79059,27,-0.1738
ENSG00000127125,PPCS,15,-1.7777,67,0.54030,60,0.60115,39,-0.4583
ENSG00000186409,CCDC30,43,1.47284,6,-1.5775,10,-1.2586,23,0.64547
ENSG00000065978,YBX1,398,1.70807,373,1.58198,85,-1.1704,95,-0.9576
ENSG00000164008,C1orf50,13,-0.5416,17,-0.0992,21,0.34085,17,-0.1378
ENSG00000177868,SVBP,35,-0.0454,29,-0.3606,46,0.59775,29,-0.4962
ENSG00000117394,SLC2A1,184,1.40831,276,2.21389,34,-1.6960,53,-0.9130
ENSG00000117395,EBNA1BP2,34,-0.6984,48,-0.1442,68,0.67190,43,-0.4399
ENSG00000159479,MED8,0,-4.9753,21,0.12049,29,1.20347,13,-0.7552
ENSG00000178922,HYI,3,-2.6330,61,2.22300,10,-1.1285,18,0.04301
ENSG00000142949,PTPRF,88,-0.3952,109,-0.0526,135,0.46930,97,-0.3376
ENSG00000126091,ST3GAL3,21,-0.8885,30,-0.3629,48,0.61031,34,-0.2485
ENSG00000117408,IPO13,12,-2.1386,42,-0.3094,57,0.24255,58,0.30804
ENSG00000117410,ATP6V0B,204,-0.8266,180,-1.0172,536,1.28229,234,-0.8465
ENSG00000117411,B4GALT2,16,-2.1866,56,-0.2739,65,-0.0576,84,0.59397
ENSG00000159214,CCDC24,4,-1.9486,9,-0.8350,22,0.97730,13,-0.3347
ENSG00000178028,DMAP1,37,-0.4060,45,-0.0916,54,0.32922,44,-0.1680
ENSG00000117419,ERI3,80,-0.9817,97,-0.6769,201,0.79484,129,-0.3370
ENSG00000187147,RNF220,41,-1.2613,66,-0.5359,116,0.57251,90,-0.0805
ENSG00000142937,RPS8,1622,0.58849,3094,1.75672,661,-1.1311,993,-0.3048
ENSG00000070785,EIF2B3,21,-0.0651,11,-1.1019,31,0.94600,16,-0.6891
ENSG00000126088,UROD,0,-6.4844,96,0.67100,79,0.55356,56,-0.2835
ENSG00000117450,PRDX1,234,-0.6289,625,0.97408,309,-0.2803,348,-0.0035
ENSG00000117448,AKR1A1,3,-3.4965,72,1.12979,37,0.02493,36,-0.0572
ENSG00000132780,NASP,0,-5.3516,42,0.84356,18,-0.7190,34,0.83250
ENSG00000159592,GPBP1L1,13,-1.1021,18,-0.6433,32,0.42818,28,0.06892
ENSG00000086015,MAST2,7,-1.8959,19,-0.4205,30,0.50438,25,0.04984
ENSG00000117461,PIK3R3,7,-1.4207,52,1.74216,19,0.04182,13,-0.7619
ENSG00000085998,POMGNT1,37,-0.6256,71,0.39975,66,0.41554,46,-0.4087
ENSG00000132128,LRRC41,38,-0.3936,39,-0.3504,66,0.80590,37,-0.6124
ENSG00000173660,UQCRH,140,-1.7635,290,-0.6671,581,0.71849,422,-0.1225
ENSG00000117480,FAAH,33,-0.0218,19,-0.8320,41,0.55306,29,-0.3199
ENSG00000079277,MKNK1,30,0.27221,11,-1.2186,32,0.57266,22,-0.3831
ENSG00000123472,ATPAF1,183,0.62528,97,-0.4040,125,-0.0014,118,-0.1430
ENSG00000159658,EFCAB14,41,-0.7005,139,1.29335,40,-1.0283,77,0.44424
ENSG00000186377,CYP4X1,9,-1.0186,28,0.75374,27,1.24970,7,-1.6319
ENSG00000162368,CMPK1,51,-0.8976,73,-0.3531,107,0.40316,90,-0.0291
ENSG00000162373,BEND5,0,-5.1094,19,-0.1742,34,1.38414,14,-0.8346
ENSG00000162374,ELAVL4,5,-4.9164,16,-3.2090,253,2.04896,86,-0.9960
ENSG00000185104,FAF1,61,0.98038,31,-0.1548,35,0.07852,27,-0.5269
ENSG00000123091,RNF11,276,-0.5249,147,-1.4827,526,0.84714,333,-0.3413
ENSG00000085832,EPS15,116,-0.4851,117,-0.4712,196,0.56565,140,-0.2727
ENSG00000117859,OSBPL9,0,-4.7570,39,1.33373,22,0.59918,12,-0.8160
ENSG00000078618,NRDC,28,-1.4815,80,0.10313,110,1.07841,51,-0.8468
ENSG00000169213,RAB3B,118,-0.3469,15,-3.3803,215,1.07559,120,-0.4701
ENSG00000117862,TXNDC12,15,-1.0386,26,-0.1513,34,0.40958,28,-0.0719
ENSG00000134717,BTF3L4,60,-0.1765,46,-0.5947,86,0.64979,55,-0.4320
ENSG00000157077,ZFYVE9,17,-0.5237,17,-0.5345,35,1.07896,16,-0.8336
ENSG00000134748,PRPF38A,67,1.22281,43,0.47798,26,-0.4981,27,-0.3758
ENSG00000134744,TUT4,13,-1.0022,46,0.99243,17,-0.8550,32,0.56825
ENSG00000162377,COA7,16,-0.0587,3,-2.5823,14,-0.2772,22,0.76119
ENSG00000162378,ZYG11B,78,-0.7818,66,-1.0486,177,0.85348,111,-0.3596
ENSG00000116171,SCP2,55,-0.7791,134,0.62993,94,0.07273,86,-0.1193
ENSG00000162384,CZIB,16,-1.7035,88,0.89765,51,0.00484,50,-0.0319
ENSG00000162385,MAGOH,35,0.35107,29,0.00915,36,0.65062,19,-0.8947
ENSG00000157193,LRP8,36,-0.1485,19,-1.1020,53,0.75781,33,-0.4382
ENSG00000058799,YIPF1,29,0.55168,12,-0.8332,29,0.92915,12,-1.0631
ENSG00000081870,HSPB11,13,-1.1889,46,0.77520,29,0.00294,28,-0.0406
ENSG00000116209,TMEM59,75,-1.2911,318,1.01232,190,0.22563,145,-0.4014
ENSG00000116221,MRPL37,52,0.02347,39,-0.4254,63,0.55321,42,-0.4523
ENSG00000157216,SSBP3,37,-1.9073,29,-2.2604,185,0.97576,124,-0.1136
ENSG00000116133,DHCR24,105,-0.6271,79,-1.0477,248,1.38089,96,-1.0204
ENSG00000162402,USP24,14,-1.1758,25,-0.3199,39,0.59947,28,-0.1898
ENSG00000162407,PLPP3,48,-1.9050,201,0.30938,69,-1.7468,285,1.70202
ENSG00000162409,PRKAA2,30,-0.5072,46,0.16000,58,0.93873,26,-0.9537
ENSG00000173406,DAB1,31,0.59866,11,-1.0137,29,0.82583,14,-0.9077
ENSG00000162601,MYSM1,2,-3.7661,31,0.35935,35,0.98459,18,-0.6489
ENSG00000177606,JUN,160,0.49631,182,0.71108,98,-0.4193,112,-0.1340
