Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000156515,HK1,417,1.07740,181,-0.2746,217,0.01092,341,0.74071,166,-0.4062,248,0.27549,130,-0.7844,135,-0.7235,128,-0.8583
ENSG00000171224,FAM241B,41,-0.2735,42,-0.2354,60,0.35182,87,0.94459,69,0.56480,56,0.29410,18,-1.5143,24,-1.0802,36,-0.4883
ENSG00000079332,SAR1A,105,0.36031,90,0.12098,59,-0.5214,103,0.33663,89,0.09499,82,-0.0408,104,0.34471,70,-0.2638,68,-0.3471
ENSG00000180817,PPA1,243,0.17876,261,0.29316,177,-0.3187,260,0.28691,210,-0.0453,214,-0.0228,260,0.28885,144,-0.6289,202,-0.1224
ENSG00000172731,LRRC20,36,0.58260,21,-0.2384,23,-0.1635,21,-0.2461,33,0.45105,28,0.23468,21,-0.2863,16,-0.6836,22,-0.2129
ENSG00000148730,EIF4EBP2,50,-0.1465,75,0.50922,38,-0.5490,52,-0.0935,37,-0.5932,34,-0.8315,109,1.12433,57,0.07521,67,0.36775
ENSG00000166224,SGPL1,8,-0.1126,12,0.50399,4,-0.9979,9,0.13199,4,-0.9385,4,-1.3841,20,1.34694,17,1.09061,8,-0.0114
ENSG00000166228,PCBD1,76,0.29590,89,0.53976,51,-0.3438,83,0.42904,48,-0.4383,59,-0.1302,58,-0.1451,54,-0.2340,62,-0.0390
ENSG00000107731,UNC5B,10,-0.4330,12,-0.1810,26,1.09806,6,-1.0726,15,0.26210,10,-0.4764,28,1.26024,10,-0.4625,10,-0.4715
ENSG00000107738,VSIR,13,-0.9081,35,0.54110,21,-0.2407,15,-0.7285,8,-1.6364,7,-2.0348,60,1.47750,40,0.76308,41,0.91764
ENSG00000197746,PSAP,1016,-0.1438,1204,0.12265,1466,0.43846,957,-0.2376,1135,0.03024,1345,0.37632,1187,0.10121,729,-0.6564,817,-0.5213
ENSG00000107742,SPOCK2,347,0.83503,384,1.00726,142,-0.5861,192,-0.1208,175,-0.2576,181,-0.2506,221,0.10112,146,-0.5435,167,-0.3623
ENSG00000138303,ASCC1,10,-0.4830,15,0.16484,21,0.76315,12,-0.1004,11,-0.2733,12,-0.1182,13,-0.0267,11,-0.2653,14,0.10928
ENSG00000166295,ANAPC16,45,-0.4389,70,0.25179,61,0.03236,87,0.61232,45,-0.4278,43,-0.5982,105,0.91435,76,0.38667,49,-0.3436
ENSG00000168209,DDIT4,18,-1.6206,53,0.03645,108,1.19227,42,-0.3107,74,0.56084,36,-0.6734,65,0.36206,54,0.05831,51,-0.0332
ENSG00000148719,DNAJB12,25,-0.0119,28,0.20255,29,0.22847,17,-0.5495,40,0.75651,26,0.12337,13,-1.0059,21,-0.2222,23,-0.1497
ENSG00000107745,MICU1,60,0.32771,50,0.02872,48,-0.0458,45,-0.1168,53,0.11645,66,0.60257,30,-0.7319,35,-0.5246,34,-0.5891
ENSG00000122884,P4HA1,15,-0.2186,32,1.01601,18,0.10992,10,-0.8279,8,-1.1588,9,-1.0380,37,1.28819,24,0.56668,16,-0.1241
ENSG00000122882,ECD,14,0.36013,27,1.36475,13,0.20996,5,-1.0634,5,-1.1443,7,-0.8218,10,-0.1419,8,-0.5473,16,0.62817
ENSG00000138286,FAM149B1,11,0.09688,12,0.24890,12,0.30137,7,-0.5804,19,0.99420,5,-1.2351,10,0.02789,14,0.55310,11,0.09460
ENSG00000213551,DNAJC9,26,0.59091,21,0.22741,19,0.06064,21,0.24456,23,0.37230,17,-0.1575,17,-0.0885,13,-0.5446,14,-0.4626
ENSG00000182180,MRPS16,74,0.66327,48,-0.0217,33,-0.6184,70,0.56099,57,0.23458,46,-0.1055,32,-0.6543,50,0.01830,43,-0.2294
ENSG00000138279,ANXA7,132,-0.0719,154,0.16435,153,0.15372,162,0.24053,174,0.36327,164,0.32590,103,-0.4582,88,-0.7073,104,-0.4864
ENSG00000107758,PPP3CB,412,0.42134,178,-0.8857,349,0.15652,382,0.30004,431,0.49455,428,0.61616,198,-0.7213,120,-1.4774,221,-0.6031
ENSG00000166348,USP54,16,0.26573,29,1.26107,5,-1.4336,4,-1.7025,2,-2.6429,7,-1.1836,38,1.73998,24,0.95103,11,-0.3197
ENSG00000176986,SEC24C,25,-0.1238,26,-0.0635,18,-0.6498,22,-0.3125,50,0.96385,41,0.81860,20,-0.4834,18,-0.6470,14,-1.1396
ENSG00000196968,FUT11,25,1.25336,25,1.31674,4,-1.3896,4,-1.3298,4,-1.3365,9,-0.4772,5,-1.0627,19,0.80303,11,-0.0462
ENSG00000172586,CHCHD1,48,-0.6733,60,-0.3470,66,-0.1816,84,0.19244,85,0.19807,97,0.53854,59,-0.3647,58,-0.3825,71,-0.0783
ENSG00000214655,ZSWIM8,12,-0.7348,17,-0.2453,18,-0.1114,18,-0.1735,28,0.54846,30,0.85045,15,-0.4690,11,-0.8593,15,-0.5165
ENSG00000166507,NDST2,24,0.28243,28,0.53509,31,0.72941,15,-0.4058,23,0.22800,18,-0.2271,13,-0.6660,10,-0.9692,21,0.05884
ENSG00000148660,CAMK2G,195,0.59922,162,0.30377,123,-0.1349,134,0.00327,113,-0.2662,162,0.37624,107,-0.3520,83,-0.7328,102,-0.4531
ENSG00000035403,VCL,15,-0.9648,13,-1.2050,45,0.73400,21,-0.4369,19,-0.6077,21,-0.5309,113,2.40706,18,-0.7389,17,-0.8074
ENSG00000185009,AP3M1,11,-0.4807,14,-0.0803,15,-0.0240,22,0.56451,14,-0.1660,16,0.10868,14,-0.1058,13,-0.2194,15,0.02838
ENSG00000156110,ADK,21,-0.1659,20,-0.2799,22,-0.0764,13,-0.8955,26,0.13224,23,-0.0294,22,-0.0844,24,0.03666,32,0.56521
ENSG00000156650,KAT6B,62,0.75169,47,0.31417,39,0.00524,19,-1.0288,22,-0.8669,28,-0.5509,53,0.48898,90,1.40075,23,-0.8499
ENSG00000156671,SAMD8,42,0.03108,33,-0.3212,57,0.52109,41,-0.0106,34,-0.2975,47,0.25925,40,-0.0510,32,-0.3640,36,-0.1998
ENSG00000165637,VDAC2,162,-0.0735,208,0.32441,134,-0.3693,261,0.69602,193,0.20312,186,0.18505,143,-0.2666,90,-0.9643,142,-0.2990
ENSG00000165644,COMTD1,14,-0.1563,9,-0.7416,10,-0.6587,25,0.72712,16,0.08431,23,0.84713,5,-1.5229,7,-1.1238,14,-0.1325
ENSG00000165655,ZNF503,49,1.33289,15,-0.5029,7,-1.5922,11,-0.9585,19,-0.1950,30,0.68574,27,0.35008,20,-0.0818,9,-1.3260
ENSG00000156113,KCNMA1,204,0.99190,101,-0.1495,102,-0.1383,117,0.08044,126,0.19557,119,0.13565,82,-0.4716,84,-0.4375,80,-0.5472
ENSG00000148606,POLR3A,54,0.69494,30,-0.2422,36,0.02996,40,0.19548,49,0.52319,44,0.43455,20,-0.8301,19,-0.9458,21,-0.8277
ENSG00000138326,RPS24,553,-1.0455,1169,0.10738,1418,0.41599,610,-0.8956,943,-0.2293,838,-0.4904,1900,0.89945,1311,0.29020,1344,0.36741
ENSG00000108175,ZMIZ1,98,0.81015,62,0.07602,62,0.08432,68,0.21345,51,-0.2186,58,-0.0396,52,-0.1960,64,0.13170,39,-0.6890
ENSG00000108179,PPIF,40,0.08724,69,0.97823,14,-1.4770,36,-0.0843,35,-0.1379,40,0.09828,49,0.39048,40,0.08926,26,-0.6154
ENSG00000165424,ZCCHC24,18,-0.8135,52,0.79859,14,-1.2305,18,-0.8634,14,-1.1850,13,-1.4883,79,1.51495,96,1.87300,24,-0.4370
ENSG00000253626,EIF5AL1,17,0.72185,6,-0.8749,12,0.17515,18,0.84976,11,0.04539,8,-0.4622,12,0.13409,9,-0.2192,9,-0.2404
ENSG00000225484,NUTM2B-AS1,21,0.65861,14,0.04962,20,0.58034,16,0.20350,12,-0.1570,15,0.19096,4,-1.7933,11,-0.3211,10,-0.4246
ENSG00000133678,TMEM254,10,-0.8258,15,-0.2462,8,-1.2225,16,-0.1600,22,0.37205,22,0.39936,22,0.33126,12,-0.5907,21,0.29542
ENSG00000189129,PLAC9,4,-3.0485,20,-0.7187,26,-0.2741,43,0.48674,16,-0.9993,17,-1.0976,96,1.88911,32,0.03910,45,0.64521
ENSG00000122359,ANXA11,129,0.07339,44,-1.5455,218,0.93329,130,0.08831,121,-0.0193,184,0.84420,88,-0.5142,54,-1.2385,68,-0.9672
ENSG00000122378,PRXL2A,256,0.32370,256,0.32255,134,-0.6878,193,-0.1225,199,-0.0760,179,-0.2881,222,0.09211,278,0.45278,216,0.05909
ENSG00000108219,TSPAN14,30,-0.6550,18,-1.4401,62,0.44332,59,0.36647,79,0.84457,56,0.33770,48,0.03892,21,-1.2112,39,-0.3191
ENSG00000185737,NRG3,41,0.50399,25,-0.2546,29,-0.0402,31,0.07836,27,-0.1375,45,0.87773,14,-1.1281,16,-0.9383,18,-0.7727
ENSG00000165678,GHITM,533,0.35788,441,0.05677,419,-0.0232,522,0.32569,519,0.31692,526,0.42583,242,-0.8663,266,-0.7267,291,-0.6322
ENSG00000148600,CDHR1,39,1.86869,16,0.37726,2,-2.4725,12,-0.1194,15,0.22292,13,0.05700,11,-0.2187,8,-0.6696,5,-1.3686
ENSG00000107771,CCSER2,119,0.38638,107,0.21158,68,-0.4832,107,0.20936,106,0.19987,72,-0.4790,120,0.39836,68,-0.4925,105,0.20304
ENSG00000182771,GRID1,27,0.65406,16,-0.1460,10,-0.8920,21,0.24476,21,0.28561,21,0.29490,17,-0.0284,11,-0.7498,14,-0.3970
ENSG00000062650,WAPL,20,0.16087,26,0.59728,14,-0.3395,6,-1.5900,22,0.32472,19,0.09972,17,-0.0722,19,0.06843,17,-0.0867
ENSG00000107779,BMPR1A,16,0.29240,13,-0.0276,10,-0.3857,11,-0.2864,13,-0.0477,15,0.17427,15,0.19847,16,0.24570,11,-0.3260
ENSG00000173267,SNCG,525,0.19716,600,0.41026,82,-2.5895,513,0.15900,440,-0.0809,599,0.51647,354,-0.4168,285,-0.7528,483,0.07331
ENSG00000148671,ADIRF,104,-1.0559,217,0.06200,77,-1.5048,126,-0.7772,61,-1.8542,82,-1.6104,862,2.52910,338,0.77903,235,0.21094
ENSG00000148672,GLUD1,194,-0.3056,336,0.56538,146,-0.7367,207,-0.2063,151,-0.6859,136,-0.9754,261,0.16299,383,0.78111,371,0.82941
ENSG00000223482,NUTM2A-AS1,26,0.23528,19,-0.2500,20,-0.1731,21,-0.0801,22,-0.0378,30,0.58662,28,0.34714,13,-0.8489,15,-0.6668
ENSG00000107789,MINPP1,11,-0.0010,13,0.26725,11,-0.0191,23,1.13102,21,1.01011,11,-0.1014,2,-2.3182,3,-1.7357,9,-0.3769
ENSG00000138138,ATAD1,94,0.43453,73,0.02990,58,-0.3224,75,0.07353,92,0.39268,90,0.45260,57,-0.3510,47,-0.6600,47,-0.6982
ENSG00000171862,PTEN,112,0.54047,99,0.33304,46,-0.8485,83,0.05599,72,-0.1547,80,0.01139,101,0.36693,46,-0.8622,80,-0.0015
ENSG00000138134,STAMBPL1,17,0.60469,15,0.39107,11,-0.1489,10,-0.2111,14,0.29420,13,0.27832,9,-0.3260,9,-0.3616,7,-0.8230
ENSG00000107798,LIPA,42,0.13645,55,0.57437,13,-1.6110,9,-2.1778,22,-0.8137,40,0.09251,109,1.75569,44,0.19684,23,-0.8369
ENSG00000119917,IFIT3,22,0.27167,42,1.36921,8,-1.1884,4,-2.0370,7,-1.4385,10,-1.0438,55,1.87742,23,0.35375,13,-0.4879
ENSG00000185745,IFIT1,81,0.47273,68,0.20558,35,-0.8247,74,0.33120,63,0.07728,74,0.41433,55,-0.1445,44,-0.4831,39,-0.7021
ENSG00000152778,IFIT5,16,-0.0746,34,1.16463,7,-1.3290,12,-0.5169,17,0.06545,15,-0.1158,19,0.25871,12,-0.4820,17,0.08757
ENSG00000152782,PANK1,26,1.72253,15,0.75505,3,-1.6212,8,-0.2350,4,-1.2101,6,-0.7238,15,0.74627,7,-0.4620,7,-0.3475
ENSG00000148688,RPP30,23,-0.1966,33,0.33541,22,-0.2756,36,0.49587,18,-0.5460,27,0.06129,31,0.24234,23,-0.2469,25,-0.1224
ENSG00000180628,PCGF5,75,0.30328,98,0.72562,40,-0.6759,52,-0.2882,51,-0.2961,48,-0.4704,88,0.54698,67,0.12051,65,0.08775
ENSG00000165338,HECTD2,23,0.37618,20,0.16343,19,0.07318,19,0.02108,18,-0.0690,25,0.60824,9,-1.0064,9,-1.1401,14,-0.4113
ENSG00000119938,PPP1R3C,19,-0.3440,31,0.38760,35,0.59177,20,-0.2833,17,-0.5418,11,-1.3659,27,0.18883,48,1.09783,30,0.38256
ENSG00000107854,TNKS2,35,-0.4894,31,-0.6774,68,0.54161,43,-0.1696,65,0.45780,66,0.63762,43,-0.1761,35,-0.4925,31,-0.7527
ENSG00000107864,CPEB3,82,0.93910,97,1.22790,19,-1.2990,43,-0.1047,35,-0.4114,43,-0.1026,41,-0.1724,40,-0.2121,31,-0.6342
ENSG00000198060,MARCH5,29,-0.0482,40,0.43282,34,0.20537,25,-0.2623,40,0.44582,29,-0.0766,33,0.13406,22,-0.5097,26,-0.2557
ENSG00000138190,EXOC6,51,0.55338,23,-0.6993,57,0.71957,44,0.29251,42,0.24791,44,0.37586,22,-0.7431,16,-1.2638,24,-0.6721
ENSG00000138207,RBP4,54,-1.0216,83,-0.3776,97,-0.1341,126,0.28579,148,0.54459,172,1.03496,41,-1.4283,28,-2.0059,87,-0.3239
ENSG00000148690,FRA10AC1,97,0.32268,67,-0.2647,58,-0.4884,101,0.38119,77,-0.0340,71,-0.2094,76,-0.0710,100,0.36540,81,0.04492
ENSG00000108231,LGI1,58,0.41545,75,0.82838,41,-0.1166,45,-0.0076,42,-0.1107,38,-0.3009,30,-0.6183,49,0.15565,41,-0.1344
ENSG00000108239,TBC1D12,10,-0.1718,21,0.96280,18,0.67472,4,-1.5926,9,-0.3354,7,-0.9052,21,0.93516,10,-0.1597,12,0.10662
ENSG00000095637,SORBS1,43,-0.4502,82,0.55480,104,0.95881,66,0.21674,62,0.10633,43,-0.5153,74,0.39372,38,-0.6407,46,-0.3695
ENSG00000059573,ALDH18A1,17,0.32026,21,0.65510,20,0.59122,12,-0.1514,10,-0.4435,13,-0.0987,16,0.19668,12,-0.2077,9,-0.7041
ENSG00000119977,TCTN3,6,-1.1123,13,-0.0965,18,0.40644,13,-0.0401,15,0.11351,15,0.10554,16,0.22526,12,-0.2604,14,0.05882
ENSG00000177853,ZNF518A,18,0.96992,14,0.52603,11,0.14693,8,-0.4132,6,-0.7655,6,-0.7378,9,-0.1834,11,0.13855,12,0.27920
ENSG00000197430,OPALIN,34,0.25329,92,1.94139,0,-5.9629,5,-2.4840,1,-4.1211,12,-1.5517,84,1.77599,89,1.89213,5,-2.7443
ENSG00000077147,TM9SF3,146,0.76278,118,0.41568,85,-0.1143,95,0.06044,87,-0.0788,84,-0.1499,103,0.19505,82,-0.1598,62,-0.6311
ENSG00000196233,LCOR,46,1.54224,20,0.18053,11,-0.7233,11,-0.6682,10,-0.8751,20,0.20031,18,0.01010,20,0.16832,9,-1.0116
ENSG00000187122,SLIT1,370,1.81549,127,0.00487,83,-0.6578,125,-0.0179,98,-0.4071,158,0.43598,87,-0.5782,71,-0.8855,44,-1.7027
ENSG00000052749,RRP12,19,0.42509,9,-0.6797,20,0.48418,17,0.27866,23,0.70967,14,-0.0908,14,-0.0678,8,-0.8250,11,-0.4341
ENSG00000171314,PGAM1,727,0.31568,734,0.33148,523,-0.2026,681,0.21166,794,0.45870,664,0.21264,410,-0.5772,314,-0.9815,486,-0.3443
ENSG00000171311,EXOSC1,17,-0.3992,22,-0.0091,20,-0.1188,15,-0.5375,38,0.87109,26,0.30923,17,-0.3322,10,-1.1590,23,0.08632
ENSG00000171307,ZDHHC16,14,-0.1053,14,-0.1170,12,-0.3239,13,-0.2178,34,1.34237,17,0.23685,17,0.22056,7,-1.0166,8,-0.9069
ENSG00000155229,MMS19,68,1.05266,43,0.27290,25,-0.5633,31,-0.2399,26,-0.4674,45,0.44619,22,-0.7370,27,-0.4445,27,-0.4907
ENSG00000165886,UBTD1,4,-1.4465,15,0.58589,16,0.69405,8,-0.2432,16,0.73843,7,-0.6606,12,0.25763,8,-0.3981,11,0.13149
ENSG00000171160,MORN4,50,0.43471,33,-0.1918,39,0.04010,37,-0.0163,43,0.22305,43,0.26602,18,-1.1395,29,-0.3920,37,-0.0446
ENSG00000155252,PI4K2A,37,-0.1236,38,-0.0796,59,0.61817,54,0.48987,49,0.31958,44,0.21418,23,-0.8424,17,-1.2687,34,-0.2642
ENSG00000119986,AVPI1,36,0.77067,26,0.25319,23,0.03385,30,0.44993,22,-0.0337,17,-0.5204,25,0.14047,17,-0.4403,20,-0.1991
ENSG00000155256,ZFYVE27,35,0.12111,43,0.45046,40,0.31369,48,0.60315,40,0.31875,39,0.33613,26,-0.3371,12,-1.5136,16,-1.1884
ENSG00000155265,GOLGA7B,50,0.39745,31,-0.3597,34,-0.1989,34,-0.2231,55,0.52329,48,0.38984,19,-1.0571,30,-0.4172,37,-0.1124
ENSG00000095713,CRTAC1,62,2.43865,54,2.13100,2,-2.6429,8,-0.9194,7,-1.1974,2,-3.0410,18,0.23770,16,0.03368,6,-1.5042
ENSG00000107521,HPS1,34,0.78530,33,0.73183,11,-0.8927,18,-0.2469,24,0.22400,17,-0.3365,26,0.33009,14,-0.5668,19,-0.1769
ENSG00000119946,CNNM1,65,1.13826,39,0.28123,27,-0.2817,42,0.38722,36,0.16893,37,0.25143,17,-0.9670,23,-0.5456,15,-1.2399
ENSG00000120053,GOT1,325,0.19278,324,0.19178,255,-0.1863,322,0.17811,472,0.80277,403,0.69208,129,-1.2279,84,-1.8553,165,-0.9169
ENSG00000155287,SLC25A28,21,-0.6591,30,-0.1670,31,-0.0958,41,0.33053,30,-0.1228,41,0.45465,41,0.34491,19,-0.8123,29,-0.2226
ENSG00000119929,CUTC,12,-0.6420,8,-1.3048,31,0.77198,25,0.43732,22,0.24046,24,0.50228,9,-1.1577,12,-0.6562,17,-0.1348
ENSG00000014919,COX15,28,0.93108,13,-0.2157,17,0.18270,19,0.29112,20,0.40218,12,-0.5114,16,0.09471,13,-0.3049,12,-0.3923
ENSG00000107566,ERLIN1,9,-0.5488,4,-1.7998,21,0.68532,19,0.48156,26,1.01292,21,0.82362,8,-0.7891,6,-1.2505,5,-1.5721
ENSG00000213341,CHUK,10,-0.5305,14,-0.0137,18,0.39818,6,-1.1304,8,-0.7720,23,1.01841,12,-0.1920,10,-0.5561,10,-0.4752
ENSG00000095485,CWF19L1,15,0.20306,19,0.54620,11,-0.2767,13,-0.0902,16,0.24180,19,0.71399,5,-1.5253,7,-1.0212,9,-0.6143
ENSG00000196072,BLOC1S2,62,-0.0434,63,-0.0050,43,-0.5971,71,0.16641,61,-0.0745,80,0.44480,65,0.02744,34,-0.9507,63,-0.0141
ENSG00000099194,SCD,272,0.08919,485,1.03731,81,-1.7441,132,-1.0187,54,-2.3390,122,-1.3009,618,1.46176,606,1.42605,234,-0.1600
ENSG00000235823,OLMALINC,11,-0.7334,40,1.32577,4,-2.2674,11,-0.7363,6,-1.6495,7,-1.4342,49,1.69748,40,1.34623,15,-0.3104
ENSG00000166136,NDUFB8,375,-0.3150,506,0.15436,515,0.18195,530,0.22731,467,0.02531,462,0.01282,381,-0.2897,389,-0.2567,479,0.07552
ENSG00000166135,HIF1AN,23,0.29827,18,-0.0712,15,-0.3492,13,-0.5837,28,0.56221,19,-0.0096,15,-0.3759,17,-0.1742,22,0.21970
ENSG00000119906,SLF2,19,-0.3657,32,0.43191,25,0.05316,17,-0.5135,26,0.11933,22,-0.2162,41,0.82463,35,0.56965,16,-0.7181
ENSG00000055950,MRPL43,48,-0.3457,73,0.29176,72,0.26666,53,-0.1915,59,-0.0465,68,0.23748,76,0.37184,45,-0.4553,47,-0.4163
ENSG00000107816,LZTS2,33,0.77307,25,0.33714,21,0.04032,10,-1.0587,9,-1.1417,17,-0.2583,48,1.42543,18,-0.1369,12,-0.7683
ENSG00000107819,SFXN3,54,0.50588,35,-0.1613,42,0.10039,36,-0.1262,39,-0.0031,46,0.29717,32,-0.3132,23,-0.7964,36,-0.1453
ENSG00000166167,BTRC,100,0.74957,80,0.37729,67,0.11181,85,0.47140,67,0.09450,72,0.26197,31,-1.0746,23,-1.5237,43,-0.6311
ENSG00000166171,DPCD,35,-0.4260,45,-0.0631,33,-0.5307,74,0.73614,49,0.07691,53,0.25677,38,-0.3249,36,-0.3877,45,-0.0607
ENSG00000166169,POLL,17,0.34561,12,-0.2625,15,0.13414,15,0.14715,14,0.07355,17,0.44666,5,-1.5578,10,-0.4881,13,-0.1434
ENSG00000107829,FBXW4,26,-0.2920,26,-0.3062,35,0.13979,21,-0.5978,29,-0.1330,33,0.10022,47,0.61683,46,0.58306,25,-0.3867
ENSG00000107833,NPM3,27,0.67254,8,-1.1311,14,-0.3040,22,0.37497,18,0.04430,18,0.08354,21,0.32074,12,-0.5903,16,-0.1367
ENSG00000198408,OGA,204,0.47735,151,-0.0055,231,0.68232,151,-0.0080,170,0.17917,156,0.05499,121,-0.3422,95,-0.7214,113,-0.4894
ENSG00000120049,KCNIP2,29,-0.9573,33,-0.7986,145,1.62380,48,-0.2200,80,0.59688,58,0.09094,33,-0.7686,18,-1.6866,51,-0.1429
ENSG00000120029,ARMH3,13,0.14521,14,0.26968,16,0.53380,7,-0.6888,11,-0.0071,13,0.27043,4,-1.3698,11,-0.1241,11,-0.0757
ENSG00000166189,HPS6,12,-0.0008,10,-0.1971,18,0.64932,14,0.26050,14,0.25606,14,0.36938,17,0.59290,4,-1.6079,5,-1.3709
ENSG00000148840,PPRC1,7,-0.7718,9,-0.3973,11,-0.0488,6,-0.8511,12,0.09851,13,0.30621,29,1.58519,6,-0.8910,7,-0.6289
ENSG00000166197,NOLC1,64,0.04011,80,0.40253,81,0.42918,50,-0.3182,94,0.65961,67,0.13830,62,-4.4935,37,-0.7897,38,-0.8011
ENSG00000107862,GBF1,42,0.18552,40,0.07987,41,0.11835,34,-0.1464,46,0.32411,56,0.79704,24,-0.7164,17,-1.1593,21,-0.9733
ENSG00000059915,PSD,227,-0.2297,140,-0.9640,447,0.85759,246,-0.1065,418,0.74357,239,-0.1789,137,-0.9964,255,-0.0495,285,0.13750
ENSG00000107872,FBXL15,81,-0.1363,76,-0.2489,86,-0.0589,115,0.41252,125,0.54438,97,0.17697,42,-1.1489,55,-0.7252,97,0.15446
ENSG00000107874,CUEDC2,86,-0.5695,114,-0.1355,94,-0.4338,124,0.00492,175,0.54608,155,0.43961,111,-0.1773,68,-0.9273,127,0.04103
ENSG00000269609,RPARP-AS1,19,-0.2166,22,0.03428,16,-0.4574,37,0.87861,19,-0.2190,28,0.55969,10,-1.1620,16,-0.4581,17,-0.3706
ENSG00000138111,MFSD13A,23,0.47914,16,-0.1056,18,0.08619,49,1.77916,11,-0.6349,16,-0.0800,12,-0.4447,3,-2.3891,11,-0.7079
ENSG00000138107,ACTR1A,169,0.43028,114,-0.1854,96,-0.4578,112,-0.2218,152,0.26502,178,0.66716,122,-0.0765,60,-1.1728,92,-0.5563
ENSG00000171206,TRIM8,69,0.30319,97,0.85404,47,-0.2913,51,-0.1765,61,0.09872,44,-0.4582,54,-0.0919,59,0.05482,57,-0.0113
ENSG00000138175,ARL3,66,-0.8127,121,0.11325,117,0.06222,119,0.09273,94,-0.2734,137,0.40352,108,-0.0608,86,-0.4186,112,-0.0026
ENSG00000166272,WBP1L,18,-0.2502,54,1.53299,17,-0.3137,24,0.16567,12,-0.8861,13,-0.9238,31,0.60065,17,-0.3640,23,0.10058
ENSG00000166275,BORCS7,74,-0.0605,116,0.65218,69,-0.1650,73,-0.0914,95,0.33522,75,-0.0523,86,0.17573,56,-0.4989,65,-0.2794
ENSG00000148842,CNNM2,34,0.87748,16,-0.3436,20,0.03383,13,-0.6104,32,0.79175,21,0.09010,29,0.62103,9,-1.1012,10,-1.0605
ENSG00000076685,NT5C2,21,-0.2732,23,-0.1205,28,0.20718,15,-0.7212,21,-0.2280,34,0.64620,24,-0.0443,27,0.12247,18,-0.5565
ENSG00000148798,INA,114,-0.4834,173,0.16846,122,-0.3859,263,0.84499,276,0.92693,188,0.37367,88,-0.8810,53,-1.6378,109,-0.6020
ENSG00000173915,ATP5MD,481,-0.8228,694,-0.2622,922,0.18426,647,-0.3707,1339,0.79091,863,0.09775,641,-0.3852,553,-0.6112,992,0.33344
ENSG00000148843,PDCD11,14,0.58410,15,0.68599,12,0.26125,3,-1.4553,9,-0.0451,10,0.06475,9,-0.1169,11,0.18413,6,-0.6697
ENSG00000107954,NEURL1,60,-0.1773,29,-1.2820,103,0.67030,108,0.75748,69,0.04026,67,-0.0104,57,-0.2650,43,-0.6941,70,0.05754
ENSG00000107957,SH3PXD2A,42,0.27418,26,-0.4581,53,0.63090,44,0.31886,71,1.12546,35,-0.0364,16,-1.1726,25,-0.5685,23,-0.7496
ENSG00000065613,SLK,46,-0.4073,41,-0.5948,93,0.70238,77,0.39058,79,0.44406,68,0.25228,64,0.11404,43,-0.5004,36,-0.8559
ENSG00000148834,GSTO1,113,-0.4082,161,0.14538,187,0.38499,183,0.35699,183,0.34879,134,-0.1724,105,-0.5105,134,-0.1446,146,-0.0057
ENSG00000065621,GSTO2,25,0.52445,17,-0.1500,23,0.36532,18,-0.0601,13,-0.4881,22,0.33982,20,0.14031,11,-0.7463,13,-0.5045
ENSG00000156395,SORCS3,38,1.23180,11,-0.6742,23,0.41077,23,0.41487,14,-0.3515,23,0.52876,5,-1.8205,12,-0.5987,9,-1.1768
ENSG00000108018,SORCS1,46,2.57833,14,0.48210,4,-1.4924,12,0.19962,6,-0.7672,9,-0.2304,3,-1.8583,6,-0.7230,4,-1.6226
ENSG00000108039,XPNPEP1,30,-0.0588,31,0.03088,26,-0.2465,20,-0.6240,57,0.98616,36,0.30243,52,0.84244,9,-1.8403,18,-0.8635
ENSG00000148700,ADD3,108,-0.0964,177,0.69296,83,-0.5070,64,-0.8996,34,-1.8245,78,-0.6917,186,0.77341,225,1.09434,134,0.26520
ENSG00000119950,MXI1,61,0.11149,123,1.27782,40,-0.5167,27,-1.1259,35,-0.7425,41,-0.5706,104,0.99410,62,0.14818,51,-0.1744
ENSG00000119953,SMNDC1,16,-0.3536,13,-0.6347,22,0.10509,12,-0.7419,21,0.07777,25,0.46242,28,0.49382,18,-0.1463,18,-0.2266
ENSG00000138166,DUSP5,10,-1.2709,7,-1.7603,121,3.07160,4,-2.5754,19,-0.3218,5,-2.2936,69,1.85997,5,-2.1644,12,-1.0178
ENSG00000108055,SMC3,46,0.78291,27,-0.0446,25,-0.1753,18,-0.6585,23,-0.2894,22,-0.4394,61,1.26606,37,0.44128,16,-0.8650
ENSG00000150593,PDCD4,26,-0.2788,36,0.21300,39,0.32097,29,-0.1187,33,0.07167,34,0.15907,43,0.49091,21,-0.5993,24,-0.4541
ENSG00000214413,BBIP1,19,-0.4641,38,0.58426,32,0.30406,25,-0.1161,20,-0.4119,26,-0.0464,40,0.67262,18,-0.6202,24,-0.1857
ENSG00000108061,SHOC2,135,0.80358,73,-0.1899,64,-0.3962,119,0.59346,57,-0.5583,98,0.34881,85,0.05492,64,-0.3754,47,-0.9119
