Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to8,Feature log2 fold change topic 3to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to12,Feature log2 fold change topic 10to12
ENSG00000151746,BICD1,34,0.59423,23,-0.1279,28,0.20282,19,-0.4557
ENSG00000139132,FGD4,19,0.23058,13,-0.5478,28,0.85821,17,0.09290
ENSG00000087470,DNM1L,168,0.39082,149,0.31848,129,-0.0667,84,-0.8353
ENSG00000139131,YARS2,22,1.24784,11,-0.1348,5,-1.2059,7,-0.7709
ENSG00000139117,CPNE8,8,-1.3449,25,1.13311,21,0.24406,10,-0.9986
ENSG00000139116,KIF21A,362,1.63554,127,-0.5629,108,-0.5733,98,-0.8562
ENSG00000173208,ABCD2,13,-0.0127,12,-0.1860,18,0.50943,13,0.01659
ENSG00000151229,SLC2A13,97,-0.2633,156,1.13560,48,-1.3082,61,-1.1003
ENSG00000188906,LRRK2,15,0.47881,12,0.13813,3,-1.9937,11,-0.1114
ENSG00000018236,CNTN1,414,0.69294,314,0.32726,148,-0.9866,175,-0.8579
ENSG00000015153,YAF2,84,0.22617,82,0.31525,54,-0.4806,57,-0.4621
ENSG00000134283,PPHLN1,50,-0.0567,64,0.68604,22,-1.2705,38,-0.5474
ENSG00000139168,ZCRB1,185,0.16608,153,-0.2648,190,0.19616,180,0.13656
ENSG00000139174,PRICKLE1,37,0.26026,40,0.71530,15,-1.1079,18,-0.9771
ENSG00000129317,PUS7L,15,0.51843,11,0.00672,5,-1.2631,11,-0.0807
ENSG00000151239,TWF1,31,0.40150,22,-0.3355,23,-0.0999,27,0.15533
ENSG00000184613,NELL2,240,-0.3675,420,1.26390,147,-1.0812,141,-1.3089
ENSG00000273015,AC008124.1,14,0.31677,10,-0.4671,15,0.42414,13,0.16543
ENSG00000139218,SCAF11,50,0.31650,33,-0.6288,87,1.19146,39,-0.1102
ENSG00000111371,SLC38A1,110,0.93011,59,-0.3006,85,0.39254,45,-0.7090
ENSG00000134294,SLC38A2,119,0.99833,54,-0.6296,128,0.99192,47,-0.7147
ENSG00000139211,AMIGO2,6,-2.1700,41,2.43527,10,-1.3598,7,-1.9527
ENSG00000005175,RPAP3,28,0.48835,20,-0.1402,32,0.62262,16,-0.5792
ENSG00000079337,RAPGEF3,10,0.17504,5,-1.3021,13,0.61194,14,1.03167
ENSG00000211584,SLC48A1,63,0.22260,45,-0.5369,88,0.73694,60,0.15872
ENSG00000134291,TMEM106C,32,-0.1949,45,0.73932,33,-0.1134,21,-0.9361
ENSG00000152556,PFKM,119,0.04004,131,0.35229,102,-0.2087,91,-0.4534
ENSG00000177981,ASB8,83,0.53614,65,0.15559,39,-0.6890,48,-0.4617
ENSG00000177875,CCDC184,46,0.63463,37,0.38681,19,-0.8281,19,-0.9434
ENSG00000174233,ADCY6,17,0.67480,12,0.03819,11,-0.0918,8,-0.6743
ENSG00000167535,CACNB3,46,-0.7954,101,1.03782,38,-1.0261,54,-0.5882
ENSG00000174243,DDX23,33,0.49523,21,-0.4225,36,0.55688,23,-0.1191
ENSG00000172602,RND1,22,-1.4758,77,1.14458,39,-0.5299,41,-0.5530
ENSG00000134285,FKBP11,24,1.33856,6,-1.3503,18,0.66298,12,0.05000
ENSG00000134287,ARF3,535,0.11049,573,0.40776,328,-0.6596,397,-0.4348
ENSG00000169884,WNT10B,18,-0.6629,39,1.21457,4,-2.6964,19,-0.6504
ENSG00000181418,DDN,128,-1.2935,315,0.32363,160,-0.8749,364,0.50733
ENSG00000181929,PRKAG1,38,0.25327,34,0.14282,28,-0.2306,27,-0.3189
ENSG00000167548,KMT2D,26,0.39483,23,0.36413,17,-0.3201,13,-0.7950
ENSG00000139636,LMBR1L,14,0.41067,11,-0.0677,11,0.02664,9,-0.2666
ENSG00000123416,TUBA1B,2937,0.60844,2208,0.15621,1631,-0.3900,1461,-0.6579
ENSG00000167552,TUBA1A,1422,0.07765,1565,0.43771,1247,-0.1355,946,-0.6619
ENSG00000123352,SPATS2,27,-0.6506,53,1.05440,24,-0.7337,25,-0.8055
ENSG00000135519,KCNH3,40,-0.7690,84,0.88751,28,-1.2810,54,-0.3283
ENSG00000187778,MCRS1,30,0.06271,31,0.21461,9,-1.7163,31,0.09959
ENSG00000110844,PRPF40B,22,0.29555,24,0.83050,3,-2.4252,11,-0.9610
ENSG00000139644,TMBIM6,480,0.53798,278,-0.6363,564,0.74515,357,0.00960
ENSG00000135472,FAIM2,596,0.32870,570,0.44456,371,-0.4476,317,-0.8038
ENSG00000110881,ASIC1,24,0.40589,21,0.27346,19,-0.0496,12,-0.7802
ENSG00000066117,SMARCD1,29,0.50634,23,0.14446,11,-1.0647,18,-0.3083
ENSG00000167588,GPD1,17,0.38759,15,0.46624,8,-0.7698,8,-0.7870
ENSG00000178449,COX14,104,-0.5802,177,0.59872,109,-0.4583,128,-0.2606
ENSG00000139624,CERS5,19,0.56537,14,0.05341,13,-0.0713,10,-0.5760
ENSG00000161813,LARP4,17,-0.1713,18,-0.1385,33,0.90476,17,-0.1768
ENSG00000066084,DIP2B,50,1.13194,22,-0.5734,37,0.46690,20,-0.5858
ENSG00000185432,METTL7A,104,0.15272,51,-1.4476,143,0.64390,163,1.15159
ENSG00000110911,SLC11A2,56,0.93988,30,-0.3106,43,0.41164,22,-0.7185
ENSG00000050426,LETMD1,44,0.05791,50,0.55912,47,0.16073,23,-1.0370
ENSG00000110925,CSRNP2,30,-0.1726,42,0.73214,38,0.19266,17,-1.1453
ENSG00000135457,TFCP2,27,0.11534,27,0.24875,17,-0.6133,22,-0.2172
ENSG00000184271,POU6F1,14,-0.2268,19,0.35864,15,-0.1579,14,-0.2674
ENSG00000183283,DAZAP2,156,0.23143,116,-0.4239,188,0.51612,146,0.13342
ENSG00000050438,SLC4A8,60,0.83634,45,0.55492,6,-2.7379,19,-1.1777
ENSG00000196876,SCN8A,114,0.67288,92,0.50944,46,-0.8057,38,-1.2701
ENSG00000135503,ACVR1B,59,0.51725,50,0.34819,45,0.02562,23,-1.1232
ENSG00000161835,GRASP,60,-0.4923,102,0.77897,114,0.55852,40,-1.2139
ENSG00000123358,NR4A1,129,-0.4011,150,-0.2486,370,1.35103,146,-0.2142
ENSG00000123395,ATG101,25,-0.5140,40,0.52941,31,-0.1123,28,-0.3364
ENSG00000063046,EIF4B,180,0.18364,148,-0.2493,245,0.66002,151,-0.1388
ENSG00000111077,TNS2,15,0.55296,5,-1.6268,32,1.74876,13,0.32480
ENSG00000167778,SPRYD3,337,0.50411,278,0.26952,186,-0.4825,174,-0.6886
ENSG00000167779,IGFBP6,31,0.11770,27,-0.1905,40,0.49415,28,-0.0689
ENSG00000182544,MFSD5,20,0.41150,17,0.16319,20,0.36834,10,-0.8441
ENSG00000123349,PFDN5,343,-0.4770,417,-0.2459,640,0.54308,547,0.36190
ENSG00000139637,C12orf10,64,0.13022,66,0.32884,38,-0.6852,50,-0.3250
ENSG00000205352,PRR13,86,-0.1234,97,0.15721,88,-0.0702,88,-0.0940
ENSG00000197111,PCBP2,352,0.23843,263,-0.4173,513,0.82588,298,-0.0612
ENSG00000139625,MAP3K12,23,-0.2779,35,0.86031,12,-1.1600,19,-0.6571
ENSG00000135390,ATP5MC2,231,-0.3434,304,0.21299,305,0.11778,269,-0.1001
ENSG00000012822,CALCOCO1,27,-0.1726,35,0.49515,17,-0.8407,26,-0.2747
ENSG00000123415,SMUG1,24,0.13967,25,0.43182,17,-0.3807,16,-0.6035
ENSG00000094916,CBX5,138,0.98759,61,-0.7191,83,0.04971,81,0.01642
ENSG00000135486,HNRNPA1,402,0.47214,261,-0.4389,403,0.42879,307,-0.0056
ENSG00000111481,COPZ1,59,-0.4394,94,0.69694,57,-0.4461,58,-0.5028
ENSG00000161642,ZNF385A,57,0.80894,24,-1.0551,36,-0.0332,49,0.58956
ENSG00000123360,PDE1B,27,-1.2372,88,1.69463,24,-1.3360,28,-1.2481
ENSG00000135447,PPP1R1A,54,-1.1924,147,0.89211,64,-0.8651,101,-0.2230
ENSG00000135426,TESPA1,15,-2.8774,153,2.11253,35,-1.4957,49,-1.1564
ENSG00000135424,ITGA7,9,-0.2010,7,-0.9496,28,1.58704,12,0.33588
ENSG00000135441,BLOC1S1,130,-0.6902,215,0.26351,191,-0.0445,207,0.09967
ENSG00000135404,CD63,326,-0.1690,309,-0.4109,604,0.83565,404,0.22319
ENSG00000135414,GDF11,23,0.45573,8,-1.5998,26,0.62873,29,1.08037
ENSG00000205323,SARNP,96,0.15362,92,0.16308,67,-0.4195,79,-0.1899
ENSG00000123353,ORMDL2,15,0.51053,11,-0.0821,14,0.37589,8,-0.5355
ENSG00000135392,DNAJC14,14,-0.3131,21,0.68008,18,0.12682,10,-0.8580
ENSG00000170473,PYM1,16,-0.1124,19,0.19448,14,-0.2809,17,-0.0731
ENSG00000065357,DGKA,3,-2.9550,43,2.38607,4,-2.5948,12,-1.2811
ENSG00000111540,RAB5B,179,0.72443,115,-0.1213,125,0.06590,89,-0.5472
ENSG00000139531,SUOX,19,0.33482,16,0.14072,12,-0.4323,13,-0.3170
ENSG00000197728,RPS26,680,-0.6213,879,-0.3117,1744,0.92917,1147,0.30157
ENSG00000065361,ERBB3,37,1.92750,2,-3.5664,37,1.60149,15,0.17820
ENSG00000170515,PA2G4,87,-0.2883,120,0.46534,85,-0.3115,87,-0.3171
ENSG00000229117,RPL41,1668,-0.6667,2222,-0.3063,3829,0.69654,3107,0.44802
ENSG00000139641,ESYT1,14,-0.1044,17,0.42584,26,0.82857,8,-1.1463
ENSG00000196465,MYL6B,171,-0.4146,242,0.31247,189,-0.2265,213,-0.0504
ENSG00000092841,MYL6,521,0.25760,388,-0.3984,793,0.91878,412,-0.1664
ENSG00000139613,SMARCC2,76,0.50804,58,0.04357,44,-0.3831,47,-0.3628
ENSG00000181852,RNF41,81,0.45135,71,0.38491,34,-0.9347,44,-0.6665
ENSG00000139579,NABP2,63,0.13783,64,0.24808,52,-0.1697,47,-0.3972
ENSG00000139645,ANKRD52,29,1.41497,12,-0.3442,12,-0.2274,8,-1.0398
ENSG00000135469,COQ10A,13,0.31936,12,0.24003,6,-0.7737,9,-0.3413
ENSG00000062485,CS,87,0.16842,89,0.37137,49,-0.7402,64,-0.4072
ENSG00000257727,CNPY2,107,-0.0472,129,0.52126,64,-0.8301,88,-0.4166
ENSG00000170581,STAT2,39,0.24281,34,0.00788,73,1.23167,18,-1.1406
ENSG00000176422,SPRYD4,9,-0.2424,12,0.35964,12,0.27423,8,-0.4666
ENSG00000135423,GLS2,35,0.76159,27,0.47856,8,-1.5135,12,-1.1102
ENSG00000076108,BAZ2A,41,0.74615,18,-0.9292,64,1.42101,22,-0.3377
ENSG00000110955,ATP5F1B,687,0.29280,634,0.26126,446,-0.4118,452,-0.4688
ENSG00000110958,PTGES3,335,0.17409,312,0.07973,361,0.27774,246,-0.3898
ENSG00000196531,NACA,466,-0.2843,496,-0.2868,862,0.72245,613,0.20846
ENSG00000025423,HSD17B6,9,-0.4064,7,-1.1981,16,0.49505,22,1.30582
ENSG00000166863,TAC3,139,4.20760,5,-3.1584,8,-1.9074,10,-1.7777
ENSG00000166886,NAB2,32,0.29125,31,0.49489,22,-0.2807,16,-0.9308
ENSG00000123384,LRP1,128,-0.1380,150,0.23407,121,-0.2164,129,-0.1326
ENSG00000182199,SHMT2,14,0.05762,14,0.17409,19,0.56979,9,-0.6155
ENSG00000185633,NDUFA4L2,6,-2.0255,6,-2.5089,158,4.15250,15,-0.5456
ENSG00000179912,R3HDM2,72,0.98580,40,-0.1593,25,-0.8112,33,-0.4640
ENSG00000166986,MARS,38,-0.3326,58,0.75360,46,-0.0127,28,-0.8884
ENSG00000175197,DDIT3,33,-0.4228,40,-0.1932,61,0.56471,49,0.25861
ENSG00000175203,DCTN2,139,-0.1839,182,0.50132,141,-0.1446,117,-0.5229
ENSG00000155980,KIF5A,382,0.49997,245,-0.4369,242,-0.2717,329,0.25541
ENSG00000166908,PIP4K2C,36,-0.4968,71,1.37080,25,-0.9980,21,-1.4140
ENSG00000178498,DTX3,89,0.37928,81,0.36611,64,-0.1931,45,-0.8420
ENSG00000240771,ARHGEF25,62,0.47761,51,0.23503,23,-1.1144,38,-0.4038
ENSG00000135454,B4GALNT1,72,-0.2300,115,1.21650,58,-0.5501,32,-1.6383
ENSG00000135506,OS9,95,0.20364,77,-0.2660,127,0.65440,79,-0.1292
ENSG00000135439,AGAP2,108,0.18867,84,-0.3721,78,-0.3239,120,0.43602
ENSG00000135452,TSPAN31,22,-0.5103,33,0.25267,34,0.18481,29,-0.0815
ENSG00000135446,CDK4,19,0.19197,14,-0.4558,41,1.45330,13,-0.4785
ENSG00000139266,MARCH9,26,0.39792,24,0.50279,10,-1.1501,14,-0.7456
ENSG00000123297,TSFM,37,0.20982,39,0.49939,20,-0.7459,23,-0.6516
ENSG00000175215,CTDSP2,26,0.26950,20,-0.2832,31,0.53097,21,-0.0892
ENSG00000257698,GIHCG,35,-0.1421,40,0.16802,22,-0.8104,40,0.13686
ENSG00000118596,SLC16A7,11,0.07127,12,0.33382,14,0.37458,7,-0.7718
ENSG00000198673,TAFA2,51,-0.6281,103,1.19604,30,-1.3824,46,-0.8553
ENSG00000135655,USP15,29,-0.0023,35,0.58211,29,0.00883,17,-0.9149
ENSG00000061987,MON2,32,0.52106,25,0.12676,19,-0.3292,18,-0.5298
ENSG00000111110,PPM1H,35,0.34018,35,0.56809,16,-0.8773,18,-0.8769
ENSG00000118600,RXYLT1,19,0.40140,17,0.36986,12,-0.3055,9,-0.8205
ENSG00000196935,SRGAP1,17,1.11522,4,-1.6140,19,1.21591,10,0.20168
ENSG00000184575,XPOT,62,0.81410,36,-0.2735,59,0.61941,26,-0.7589
ENSG00000183735,TBK1,30,0.45352,27,0.45186,7,-1.7147,17,-0.5988
ENSG00000135677,GNS,30,0.32424,24,-0.1091,35,0.50375,20,-0.3750
ENSG00000111490,TBC1D30,12,-0.0051,15,0.53893,10,-0.3641,8,-0.6467
ENSG00000156076,WIF1,52,-0.8114,59,-0.8908,47,-0.9071,170,1.59139
ENSG00000174106,LEMD3,41,0.54430,33,0.30483,34,0.18946,15,-1.1879
ENSG00000139233,LLPH,34,-0.2994,38,-0.1517,81,1.12246,36,-0.2304
ENSG00000155957,TMBIM4,48,-0.0376,45,-0.2098,76,0.71134,47,-0.0492
ENSG00000111530,CAND1,110,0.43990,95,0.30772,66,-0.4077,58,-0.7093
ENSG00000127314,RAP1B,31,-0.6720,46,0.01553,90,1.09308,41,-0.2129
ENSG00000175782,SLC35E3,39,1.05785,20,-0.1895,12,-0.8539,16,-0.4981
ENSG00000135679,MDM2,32,0.38127,26,0.03076,25,-0.0178,21,-0.3649
ENSG00000111605,CPSF6,48,-0.0450,60,0.61168,46,-0.0936,30,-0.8652
ENSG00000127337,YEATS4,19,0.50742,14,-0.0179,11,-0.4406,12,-0.2496
ENSG00000166225,FRS2,17,0.00184,15,-0.2392,31,0.99172,15,-0.2290
ENSG00000166226,CCT2,132,0.18869,136,0.43120,114,-0.0590,76,-0.8080
ENSG00000127328,RAB3IP,89,1.51651,24,-1.2105,44,0.12520,40,-0.0455
ENSG00000111596,CNOT2,23,-0.7093,41,0.42662,58,0.77222,26,-0.5713
ENSG00000135643,KCNMB4,146,0.58417,107,0.05522,106,0.01078,74,-0.6435
ENSG00000153233,PTPRR,46,-0.5136,91,1.41456,23,-1.4946,29,-1.3078
ENSG00000133858,ZFC3H1,24,0.52969,17,-0.0903,28,0.72295,11,-0.7952
ENSG00000139291,TMEM19,35,0.41737,30,0.26570,20,-0.5284,20,-0.5639
ENSG00000080371,RAB21,95,0.24238,83,0.00721,101,0.31428,68,-0.3626
ENSG00000121749,TBC1D15,29,0.26454,23,-0.1325,37,0.63564,20,-0.3661
ENSG00000072657,TRHDE,122,2.52376,19,-1.5696,16,-1.3206,27,-0.6225
ENSG00000253719,ATXN7L3B,236,0.96430,140,0.00068,68,-1.1116,100,-0.6142
ENSG00000166006,KCNC2,217,1.35529,93,-0.3608,81,-0.4196,68,-0.8065
ENSG00000139278,GLIPR1,27,1.19962,9,-1.0842,40,1.76213,7,-1.1694
ENSG00000111615,KRR1,67,0.52448,47,-0.1450,63,0.37841,39,-0.4512
ENSG00000139289,PHLDA1,51,0.33197,35,-0.4835,100,1.40861,32,-0.5307
ENSG00000187109,NAP1L1,472,0.39078,356,-0.1736,473,0.35470,330,-0.2564
ENSG00000179941,BBS10,18,0.71158,10,-0.4510,16,0.46030,11,-0.2440
ENSG00000091039,OSBPL8,93,0.73357,63,0.05110,42,-0.6004,46,-0.5541
ENSG00000186908,ZDHHC17,54,0.56567,46,0.49131,15,-1.4629,24,-0.8579
ENSG00000175183,CSRP2,20,0.87064,3,-2.7581,45,2.17402,16,0.44770
ENSG00000067798,NAV3,54,0.28141,48,0.11039,29,-0.6954,43,-0.1405
ENSG00000067715,SYT1,2328,1.03152,1466,0.28029,677,-1.0453,637,-1.3005
ENSG00000058272,PPP1R12A,201,0.85979,109,-0.3769,97,-0.4019,118,-0.1236
ENSG00000111052,LIN7A,32,-0.1371,42,0.68337,25,-0.5023,23,-0.7071
ENSG00000139220,PPFIA2,122,-0.7970,296,1.56826,99,-1.0647,85,-1.4714
ENSG00000133773,CCDC59,41,0.41710,27,-0.4550,57,0.88618,29,-0.2110
ENSG00000072041,SLC6A15,53,-0.1803,81,1.10765,35,-0.7810,27,-1.3352
ENSG00000182050,MGAT4C,21,1.00474,8,-0.8228,11,-0.0575,13,0.16554
ENSG00000133641,C12orf29,26,-0.5432,46,0.83034,15,-1.2924,29,-0.3837
ENSG00000198707,CEP290,60,1.25239,17,-1.3884,43,0.52789,35,0.25806
ENSG00000139324,TMTC3,18,0.13651,17,0.17753,24,0.62489,11,-0.7429
ENSG00000049130,KITLG,12,-1.3510,39,1.20064,26,-0.0847,17,-0.9004
ENSG00000139318,DUSP6,30,-0.7695,67,1.16591,44,-0.1484,24,-1.1899
ENSG00000070961,ATP2B1,578,0.56726,503,0.57212,188,-1.2336,229,-1.0785
ENSG00000271614,ATP2B1-AS1,32,-0.4796,58,1.04548,22,-0.9908,27,-0.8378
ENSG00000011465,DCN,110,0.64588,26,-2.2563,449,3.36995,32,-1.5208
ENSG00000133639,BTG1,42,-0.8994,88,0.57960,149,1.16046,39,-1.0926
ENSG00000102189,EEA1,83,0.98697,39,-0.5717,55,0.20657,42,-0.2495
ENSG00000173598,NUDT4,263,0.68353,190,0.15889,143,-0.3589,117,-0.7735
ENSG00000177889,UBE2N,201,0.42288,185,0.48515,110,-0.5643,93,-0.9476
ENSG00000198015,MRPL42,48,0.68969,28,-0.3463,36,0.17544,29,-0.2182
ENSG00000136040,PLXNC1,41,0.40662,35,0.21306,37,0.18732,21,-0.8096
ENSG00000173588,CEP83,3,-1.9995,14,0.68324,14,0.26644,11,-0.0973
ENSG00000184752,NDUFA12,129,-0.3139,163,0.14313,174,0.18328,151,-0.0539
ENSG00000120798,NR2C1,9,-0.0263,10,0.32472,7,-0.4823,8,-0.2518
ENSG00000028203,VEZT,57,0.28170,52,0.20166,51,0.06298,35,-0.5754
ENSG00000111142,METAP2,81,0.34939,52,-0.6386,116,0.89124,70,0.08753
ENSG00000074527,NTN4,44,2.40015,5,-2.0375,21,0.62551,9,-0.7275
ENSG00000139343,SNRPF,66,0.01587,66,0.02180,86,0.43226,57,-0.2514
ENSG00000111144,LTA4H,34,0.29350,35,0.60155,19,-0.6097,17,-0.9847
ENSG00000059758,CDK17,111,-0.0213,149,0.96401,65,-0.8507,57,-1.2054
ENSG00000120802,TMPO,34,0.67622,24,0.09425,26,0.19737,13,-0.9507
ENSG00000075415,SLC25A3,331,-0.2305,438,0.45047,350,-0.1255,303,-0.4149
ENSG00000185046,ANKS1B,229,0.09267,267,0.68085,166,-0.4182,125,-0.9785
ENSG00000111647,UHRF1BP1L,24,-0.2190,33,0.63206,22,-0.3226,19,-0.6243
ENSG00000075089,ACTR6,47,0.53354,36,0.09977,18,-1.0146,30,-0.2820
ENSG00000136021,SCYL2,41,0.60820,30,0.12484,10,-1.5688,25,-0.2833
ENSG00000120805,ARL1,82,0.24419,76,0.18729,66,-0.1346,57,-0.4186
ENSG00000196091,MYBPC1,32,0.06738,16,-1.4972,73,1.38632,47,0.83663
ENSG00000111666,CHPT1,65,0.42693,44,-0.3893,56,0.15209,54,0.10143
ENSG00000111670,GNPTAB,139,0.63463,98,0.02018,86,-0.2002,72,-0.5424
ENSG00000120860,WASHC3,43,-0.3634,63,0.49967,53,-0.0210,42,-0.4376
ENSG00000139352,ASCL1,17,-0.0237,17,-0.0742,9,-0.9903,21,0.39481
ENSG00000111696,NT5DC3,48,-0.6385,94,0.98500,32,-1.1925,52,-0.5682
ENSG00000166598,HSP90B1,392,0.15699,383,0.20351,433,0.30095,260,-0.5857
ENSG00000204954,C12orf73,39,0.07882,47,0.72956,10,-1.9783,27,-0.6099
ENSG00000139372,TDG,19,0.56836,12,-0.2583,18,0.40498,11,-0.3398
ENSG00000111727,HCFC2,14,0.14763,16,0.72167,12,-0.0953,6,-1.3212
ENSG00000120837,NFYB,37,-0.0251,41,0.26272,34,-0.1367,32,-0.2922
ENSG00000198431,TXNRD1,57,0.17133,59,0.39729,58,0.17345,32,-0.8641
ENSG00000171310,CHST11,14,-0.2717,17,0.03897,28,0.80198,14,-0.2892
ENSG00000151131,C12orf45,37,0.20095,33,-0.0296,24,-0.5036,34,0.06064
ENSG00000136051,WASHC4,22,0.60672,15,-0.0207,15,-0.0891,12,-0.4939
ENSG00000136044,APPL2,17,0.58044,7,-1.1924,12,-0.0551,19,0.90895
ENSG00000235162,C12orf75,10,-0.4485,10,-0.7595,34,1.56917,15,0.28194
ENSG00000074590,NUAK1,166,0.86428,117,0.37860,46,-1.2230,54,-1.1527
ENSG00000136026,CKAP4,48,0.72067,29,-0.2929,40,0.36796,25,-0.4358
ENSG00000111783,RFX4,4,-1.3458,3,-2.4484,33,2.15842,18,1.48988
ENSG00000111785,RIC8B,15,-0.2137,21,0.68387,11,-0.6040,12,-0.6012
ENSG00000151135,TMEM263,30,-0.2277,40,0.46969,38,0.16820,25,-0.5952
ENSG00000120832,MTERF2,20,0.64779,14,-0.0094,13,-0.1519,10,-0.5313
ENSG00000008405,CRY1,13,0.35734,11,-0.0317,19,0.84328,7,-0.7932
ENSG00000151136,BTBD11,31,1.58563,12,-0.4222,5,-1.3098,9,-0.7842
ENSG00000136045,PWP1,32,-0.3852,53,0.94923,30,-0.4117,23,-0.9814
ENSG00000110851,PRDM4,16,-0.1319,21,0.57179,15,-0.2491,12,-0.6342
ENSG00000075035,WSCD2,19,-0.4030,34,1.33253,7,-1.7847,12,-1.1945
ENSG00000075856,SART3,30,0.15483,32,0.46782,35,0.39105,14,-1.1447
ENSG00000136003,ISCU,231,-0.1691,319,0.73469,192,-0.4380,165,-0.7915
ENSG00000110880,CORO1C,58,0.76957,34,-0.2424,58,0.68929,24,-0.8094
ENSG00000084112,SSH1,28,0.56857,21,0.09553,17,-0.2447,15,-0.5693
ENSG00000166111,SVOP,134,0.41256,130,0.64217,55,-1.0126,58,-1.0682
ENSG00000135093,USP30,15,0.23190,15,0.43697,16,0.30299,7,-1.1096
ENSG00000189046,ALKBH2,13,0.29813,11,0.12358,12,0.14349,8,-0.5072
ENSG00000076248,UNG,18,0.76923,8,-0.9050,20,0.85915,12,0.04654
ENSG00000110906,KCTD10,38,-0.1483,50,0.58256,57,0.51264,22,-1.1231
ENSG00000151148,UBE3B,23,0.24304,24,0.58770,14,-0.5972,12,-0.9010
ENSG00000139428,MMAB,46,0.22665,45,0.30471,22,-0.9103,34,-0.3125
ENSG00000110921,MVK,22,0.45102,18,0.14860,15,-0.1910,13,-0.5465
ENSG00000139438,FAM222A,17,1.07414,7,-0.7783,9,0.04534,9,-0.0029
ENSG00000139433,GLTP,29,0.69301,11,-1.3482,44,1.33752,22,0.27097
ENSG00000139436,GIT2,21,0.54870,16,0.10247,15,-0.0617,11,-0.6441
ENSG00000174456,C12orf76,141,0.49158,116,0.26127,85,-0.3464,72,-0.7165
ENSG00000122970,IFT81,10,-0.2758,11,-0.0132,12,0.13932,12,0.14636
ENSG00000174437,ATP2A2,298,0.11585,347,0.72001,186,-0.6275,160,-0.9858
ENSG00000196510,ANAPC7,25,-0.3241,41,1.04960,13,-1.2994,18,-0.8909
ENSG00000111229,ARPC3,141,-0.7547,261,0.52076,222,0.00435,196,-0.2310
ENSG00000111231,GPN3,13,-0.2046,15,-0.0052,26,0.86625,13,-0.3190
ENSG00000204856,FAM216A,45,0.61813,36,0.38830,12,-1.4664,21,-0.7398
ENSG00000111237,VPS29,100,-0.1930,126,0.36316,97,-0.2158,97,-0.2756
ENSG00000196850,PPTC7,23,0.65010,15,-0.1523,26,0.76357,10,-0.8750
ENSG00000204852,TCTN1,9,-0.7004,17,0.71217,13,-0.0845,10,-0.5024
ENSG00000186298,PPP1CC,89,0.58036,57,-0.3494,95,0.61237,54,-0.3436
ENSG00000111249,CUX2,5,-3.0228,57,2.18018,9,-2.0329,18,-1.0945
ENSG00000111252,SH2B3,13,-0.5305,13,-0.7101,59,2.02868,16,-0.1710
ENSG00000204842,ATXN2,82,0.46405,64,0.04104,55,-0.2140,52,-0.3794
ENSG00000089234,BRAP,19,0.02502,19,0.05477,25,0.43682,16,-0.3104
ENSG00000111275,ALDH2,208,0.33396,108,-1.1294,223,0.41232,259,0.86054
ENSG00000234608,MAPKAPK5-AS1,30,-0.4244,47,0.61347,23,-0.8033,34,-0.2743
ENSG00000089022,MAPKAPK5,24,0.08812,24,0.17846,19,-0.2847,20,-0.2047
ENSG00000089248,ERP29,86,0.07346,82,-0.0387,117,0.55038,71,-0.2803
ENSG00000111300,NAA25,23,0.53603,20,0.40712,15,-0.2199,9,-1.1232
ENSG00000173064,HECTD4,92,0.81920,56,-0.1263,50,-0.2392,44,-0.5114
ENSG00000089009,RPL6,603,-0.2406,658,-0.1509,926,0.46045,750,0.15141
ENSG00000179295,PTPN11,119,0.25724,92,-0.2794,151,0.61988,95,-0.1358
ENSG00000089169,RPH3A,195,1.57890,62,-0.8475,52,-0.7994,76,-0.2483
ENSG00000135144,DTX1,28,0.38790,22,-0.0753,6,-1.9134,25,0.23714
ENSG00000111344,RASAL1,34,-0.0162,44,0.81450,38,0.15302,14,-1.4976
ENSG00000123064,DDX54,23,-1.4884,84,1.40938,19,-1.6651,41,-0.6114
ENSG00000139405,RITA1,29,-0.3565,48,1.03015,18,-1.0102,21,-0.9127
ENSG00000186815,TPCN1,25,0.30156,15,-0.7637,19,-0.1662,30,0.73386
ENSG00000151176,PLBD2,76,0.79285,47,-0.1237,58,0.26879,32,-0.7503
ENSG00000135094,SDS,2,-1.9963,3,-2.3617,43,2.80790,14,1.00250
ENSG00000123066,MED13L,45,0.79664,27,-0.1450,36,0.32576,19,-0.7544
ENSG00000111412,C12orf49,45,0.55110,34,0.11437,15,-1.1393,28,-0.2925
ENSG00000135119,RNFT2,51,0.83553,25,-0.6512,47,0.61039,29,-0.1903
ENSG00000135116,HRK,33,2.17952,5,-1.6021,9,-0.3531,9,-0.3226
ENSG00000088992,TESC,11,-2.6394,98,1.72663,54,-0.2647,33,-1.1498
ENSG00000135108,FBXO21,104,0.37865,97,0.42384,51,-0.7660,57,-0.7029
ENSG00000171435,KSR2,24,-0.0328,29,0.55995,14,-0.8424,19,-0.4846
ENSG00000176871,WSB2,199,0.15438,192,0.16474,125,-0.5754,169,-0.1426
ENSG00000089220,PEBP1,1526,0.05131,1709,0.44539,1091,-0.4756,1129,-0.5032
ENSG00000135090,TAOK3,87,0.51025,68,0.13589,43,-0.6454,52,-0.4165
