Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to11,Feature log2 fold change topic 3to11
ENSG00000228794,LINC01128,20,-0.2332,18,-0.4092,25,0.35041
ENSG00000188976,NOC2L,15,-1.7574,70,0.53832,52,0.27082
ENSG00000188290,HES4,177,1.27437,63,-0.4261,74,-0.6911
ENSG00000187608,ISG15,153,0.96537,73,-0.2416,79,-0.5175
ENSG00000188157,AGRN,37,-0.1570,18,-1.2745,44,0.67744
ENSG00000131591,C1orf159,6,-1.3084,18,0.29304,15,0.35580
ENSG00000078808,SDF4,108,0.50875,22,-1.9177,82,0.32868
ENSG00000176022,B3GALT6,15,-1.2781,1,-4.7263,40,2.29350
ENSG00000160087,UBE2J2,28,-0.7379,30,-0.6546,49,0.75583
ENSG00000162572,SCNN1D,22,0.65228,14,-0.0571,14,-0.3732
ENSG00000131584,ACAP3,62,-0.8990,168,0.65875,111,-0.0520
ENSG00000169972,PUSL1,16,0.22536,1,-3.2508,15,0.77317
ENSG00000127054,INTS11,67,0.13376,61,-0.0080,61,-0.0715
ENSG00000224051,CPTP,28,-0.4573,31,-0.2786,39,0.40107
ENSG00000107404,DVL1,73,0.01256,26,-1.5421,77,0.63968
ENSG00000175756,AURKAIP1,236,0.41349,133,-0.4922,182,-0.0201
ENSG00000221978,CCNL2,69,0.32265,59,0.07425,55,-0.2270
ENSG00000242485,MRPL20,196,0.01519,230,0.27105,190,-0.1650
ENSG00000235098,ANKRD65,29,0.45290,11,-1.0046,22,0.13951
ENSG00000179403,VWA1,101,1.87360,5,-2.7218,30,-0.8295
ENSG00000160072,ATAD3B,9,-0.7890,19,0.41311,15,0.09513
ENSG00000197785,ATAD3A,20,0.08027,13,-0.5657,20,0.23425
ENSG00000205090,TMEM240,16,-1.7157,92,1.04007,48,-0.1708
ENSG00000160075,SSU72,121,-0.3267,62,-1.3515,162,0.82360
ENSG00000228594,FNDC10,23,-1.1697,116,1.45391,44,-0.6428
ENSG00000272106,AL691432.2,15,-0.5481,4,-2.5489,24,1.33775
ENSG00000197530,MIB2,72,0.48129,139,1.62972,42,-1.3324
ENSG00000215790,SLC35E2A,32,-0.6155,34,-0.5671,52,0.64409
ENSG00000008130,NADK,26,-0.3339,6,-2.4467,36,1.14140
ENSG00000078369,GNB1,250,-0.9858,507,0.10600,495,0.38722
ENSG00000187730,GABRD,23,-2.7478,61,-1.3244,169,1.98751
ENSG00000067606,PRKCZ,55,-2.1435,185,-0.3385,254,1.07501
ENSG00000162585,FAAP20,111,1.01025,41,-0.5826,57,-0.4287
ENSG00000157933,SKI,41,0.10081,30,-0.3968,39,0.14398
ENSG00000157916,RER1,68,-0.1927,104,0.47410,75,-0.1916
ENSG00000157911,PEX10,43,0.04827,61,0.62089,39,-0.4021
ENSG00000149527,PLCH2,8,-2.0342,9,-1.8632,36,2.06041
ENSG00000157881,PANK4,9,-1.0872,8,-1.3302,21,1.29205
ENSG00000197921,HES5,33,0.16225,30,0.04708,29,-0.1178
ENSG00000157873,TNFRSF14,22,0.80134,0,-3.9888,14,0.28041
ENSG00000157870,PRXL2B,31,-1.5309,100,0.27327,88,0.43380
ENSG00000177133,PRDM16-DT,11,-1.6332,66,1.14015,32,-0.2743
ENSG00000158109,TPRG1L,47,-2.1345,118,-0.7701,218,1.40019
ENSG00000116213,WRAP73,20,0.60762,11,-0.3143,13,-0.2292
ENSG00000130764,LRRC47,39,-1.1323,23,-1.9250,92,1.57781
ENSG00000116198,CEP104,23,0.74283,11,-0.4594,14,-0.2684
ENSG00000196581,AJAP1,6,-2.9416,45,0.04118,48,0.90408
ENSG00000069424,KCNAB2,102,-1.3419,116,-1.1576,276,1.33700
ENSG00000116254,CHD5,32,-2.2522,90,-0.7166,161,1.39494
ENSG00000116251,RPL22,1291,1.18221,736,0.23700,550,-0.8808
ENSG00000116237,ICMT,22,-1.0438,37,-0.2333,46,0.64194
ENSG00000158292,GPR153,10,-0.8442,0,-4.5177,21,1.87543
ENSG00000097021,ACOT7,65,-2.1582,160,-0.8143,306,1.43972
ENSG00000215788,TNFRSF25,21,-0.1365,16,-0.5852,24,0.37983
ENSG00000171680,PLEKHG5,7,-2.2956,19,-0.7931,36,1.46454
ENSG00000162408,NOL9,16,-1.1624,2,-3.7845,40,2.07891
ENSG00000162413,KLHL21,46,0.55503,5,-2.6012,34,0.39796
ENSG00000116273,PHF13,14,-0.4963,30,0.68074,19,-0.2088
ENSG00000041988,THAP3,28,0.37353,0,-4.7273,24,0.72578
ENSG00000007923,DNAJC11,18,-0.8603,33,0.05093,33,0.37745
ENSG00000171735,CAMTA1,214,0.25444,116,-0.7036,187,0.17542
ENSG00000049245,VAMP3,111,2.11342,3,-3.5762,28,-1.0178
ENSG00000049246,PER3,56,0.69584,49,0.46803,33,-0.6677
ENSG00000116288,PARK7,383,-0.0833,399,-0.0193,406,0.05664
ENSG00000116285,ERRFI1,18,-0.2035,2,-3.1434,23,1.14880
ENSG00000162426,SLC45A1,8,-2.1022,14,-1.3541,40,1.78942
ENSG00000142599,RERE,104,-0.0421,44,-1.3558,114,0.62263
ENSG00000074800,ENO1,732,0.13325,623,-0.1246,673,-0.0100
ENSG00000171612,SLC25A33,68,1.00121,6,-2.6238,37,-0.0089
ENSG00000188807,TMEM201,11,-0.5401,10,-0.5654,16,0.60285
ENSG00000171603,CLSTN1,304,-1.2161,729,0.13212,706,0.44858
ENSG00000178585,CTNNBIP1,30,-0.4721,50,0.29781,42,0.05005
ENSG00000162441,LZIC,65,0.97425,21,-0.7843,34,-0.3362
ENSG00000130939,UBE4B,24,-0.6131,28,-0.4089,38,0.55468
ENSG00000054523,KIF1B,142,-0.9900,205,-0.4270,291,0.74371
ENSG00000142657,PGD,39,-0.3759,57,0.21588,50,0.06107
ENSG00000241563,CORT,31,-2.0836,14,-3.1961,148,2.66551
ENSG00000160049,DFFA,40,0.60017,34,0.31416,25,-0.5244
ENSG00000142655,PEX14,16,-0.3623,0,-4.7035,23,1.43388
ENSG00000120948,TARDBP,65,-0.1295,57,-0.3341,73,0.25214
ENSG00000116649,SRM,81,-0.5870,99,-0.2861,125,0.47057
ENSG00000171824,EXOSC10,29,0.06954,44,0.73402,26,-0.4877
ENSG00000198793,MTOR,24,-0.7572,11,-1.8675,45,1.30473
ENSG00000204624,DISP3,25,0.64240,38,1.32981,14,-1.1865
ENSG00000116661,FBXO2,1253,2.17963,175,-1.1289,287,-1.3116
ENSG00000132879,FBXO44,58,-1.5176,132,-0.2806,172,0.84923
ENSG00000116670,MAD2L2,47,0.57193,1,-4.7535,35,0.53333
ENSG00000177674,AGTRAP,72,2.51133,23,0.39345,11,-2.0499
ENSG00000177000,MTHFR,26,0.58512,17,-0.1011,17,-0.3077
ENSG00000011021,CLCN6,24,-1.5224,37,-0.8683,73,1.24775
ENSG00000116685,KIAA2013,44,0.04834,49,0.21370,42,-0.1484
ENSG00000083444,PLOD1,35,0.79315,1,-4.1654,22,0.29629
ENSG00000116688,MFN2,56,-0.6265,46,-0.9175,91,0.83006
ENSG00000116691,MIIP,33,0.83940,0,-4.6410,20,0.26834
ENSG00000048707,VPS13D,41,-0.4365,139,1.58222,47,-0.9423
