"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"17",7,"enrichment","Astro.02","LCN12",12.3372235473107,1.06606734389297e-31,3.16561083002276e-28,10256,3.4819214125238,"ENSG00000184925"
"18",8,"enrichment","Astro.02","LINC02944",12.2760935693491,1.98015047732978e-31,5.14492597772209e-28,11012,3.18540725943168,"ENSG00000238276"
"19",9,"enrichment","Astro.02","ENTPD2",12.2398340575923,2.8563503683935e-31,6.59689986193637e-28,10262,4.04325605282276,"ENSG00000054179"
"20",10,"enrichment","Astro.02","THBS3-AS1",12.1638395576791,6.14230790155043e-31,1.27674012041627e-27,1286,4.47115272699827,"ENSG00000231064"
"21",1,"enrichment","Astro.03","ENSG00000287544",12.8065036038082,8.63373280980611e-34,1.7946077018463e-29,5494,5.95492861380026,"ENSG00000287544"
"22",2,"enrichment","Astro.03","SLC13A5",12.500236954397,2.02608861283176e-32,2.10571389531605e-28,16187,3.88823190811068,"ENSG00000141485"
"23",3,"enrichment","Astro.03","GLI1",12.2546937517668,2.45841566762422e-31,1.7033542689079e-27,12785,1.94982231980959,"ENSG00000111087"
"24",4,"enrichment","Astro.03","WIF1",12.1522738280023,6.89984056382752e-31,3.58550214899297e-27,12840,4.86280068956783,"ENSG00000156076"
"25",5,"enrichment","Astro.03","PRDM16-DT",12.0876445258609,1.31957357912875e-30,5.4107705028754e-27,72,4.60027148076488,"ENSG00000177133"
"26",6,"enrichment","Astro.03","NTSR2",12.0708071271552,1.56185042900281e-30,5.4107705028754e-27,2068,4.07966966341086,"ENSG00000169006"
"27",7,"enrichment","Astro.03","ACBD7",11.9818766096547,3.79504524785798e-30,1.01105503763943e-26,10391,3.71471617199344,"ENSG00000176244"
"28",8,"enrichment","Astro.03","ENSG00000287021",11.9793618472212,3.89129236077911e-30,1.01105503763943e-26,5296,3.15272661910611,"ENSG00000287021"
"29",9,"enrichment","Astro.03","ENSG00000271776",11.9526733869552,5.07501737857863e-30,1.17210345812373e-26,13616,2.03388320636134,"ENSG00000271776"
"30",10,"enrichment","Astro.03","ENSG00000285691",11.9356954491467,6.00797562699992e-30,1.2488178138282e-26,7406,3.09730927480636,"ENSG00000285691"
"31",1,"enrichment","Astro.04","ENSG00000259223",26.0390395025112,3.29703967981093e-104,6.853226678455e-100,14758,3.91996397862564,"ENSG00000259223"
"32",2,"enrichment","Astro.04","FYB2",20.8592362001468,4.61728137116227e-75,4.79874052904894e-71,701,5.90349163248367,"ENSG00000187889"
"33",3,"enrichment","Astro.04","ENSG00000287406",20.8203941078039,7.57446122350194e-75,5.24809169972371e-71,867,3.23631510011448,"ENSG00000287406"
"34",4,"enrichment","Astro.04","ENSG00000287372",20.4055085451713,1.47871669923668e-72,6.15372839901028e-69,868,6.42230974411482,"ENSG00000287372"
"35",5,"enrichment","Astro.04","ENSG00000287380",20.4054264066644,1.48025796185179e-72,6.15372839901028e-69,7172,2.85601067929506,"ENSG00000287380"
"36",6,"enrichment","Astro.04","APLNR",20.2726840654701,7.96033703219144e-72,2.75772609251885e-68,11493,5.02830073757795,"ENSG00000134817"
"37",7,"enrichment","Astro.04","ENSG00000287939",19.8386416821703,1.91245929301696e-69,5.67891126637864e-66,7170,4.85166226719222,"ENSG00000287939"
"38",8,"enrichment","Astro.04","ENSG00000250597",19.5778454922499,5.07655907617982e-68,1.31901696196842e-64,4879,2.85206394922115,"ENSG00000250597"
"39",9,"enrichment","Astro.04","LRAT",19.5136788833524,1.13538488203927e-67,2.37356413963584e-64,5412,5.08106821632822,"ENSG00000121207"
"40",10,"enrichment","Astro.04","CNGA3",19.5132221802065,1.14190519562967e-67,2.37356413963584e-64,2631,2.59648182142966,"ENSG00000144191"
"41",1,"enrichment","Astro.05","PHYHD1",9.42182265195792,6.80083000250368e-20,1.19192287042193e-18,10140,3.96528099541465,"ENSG00000175287"
"42",2,"enrichment","Astro.05","PRDM16",9.23456638426955,3.25520596744388e-19,5.27790259276821e-18,73,4.67785392683918,"ENSG00000142611"
"43",3,"enrichment","Astro.05","GFAP",9.21315019144309,3.88772381670587e-19,6.22574940323946e-18,16700,4.76014145584853,"ENSG00000131095"
"44",4,"enrichment","Astro.05","NWD1",9.16047221891775,6.00904716277473e-19,9.41251351359726e-18,17974,4.06793291618736,"ENSG00000188039"
"45",5,"enrichment","Astro.05","EMX2",9.12540405235327,8.02125308376073e-19,1.23503530814111e-17,11007,4.08642665758876,"ENSG00000170370"
"46",6,"enrichment","Astro.05","OBI1-AS1",9.00666120051522,2.11962569976374e-18,3.09182735405538e-17,13615,5.75238961387065,"ENSG00000234377"
"47",7,"enrichment","Astro.05","ITGB4",8.92193922828912,4.21485918919592e-18,5.90364306648426e-17,17046,3.88686520561016,"ENSG00000132470"
"48",8,"enrichment","Astro.05","ETNPPL",8.8993553355625,5.05817731358198e-18,7.03272733378695e-17,5217,4.89983121800032,"ENSG00000164089"
"49",9,"enrichment","Astro.05","ENSG00000287704",8.7759370200762,1.3618941890991e-17,1.79507499141496e-16,14664,5.2435518135502,"ENSG00000287704"
"50",10,"enrichment","Astro.05","SLC14A1",8.75590015367107,1.59786693389874e-17,2.09415271677297e-16,17398,4.80998565820142,"ENSG00000141469"
"51",1,"enrichment","Endo.1","INSRR",19.0150734373277,5.76724571973674e-65,1.19877969530448e-60,1342,5.07145246721251,"ENSG00000027644"
"52",2,"enrichment","Endo.1","ENSG00000289163",17.176009288245,3.45860937435597e-55,3.59453272276816e-51,9760,3.72626390810454,"ENSG00000289163"
"53",3,"enrichment","Endo.1","SLC5A5",16.988722005023,3.26752577414118e-54,2.26395969137662e-50,18010,5.95593997458598,"ENSG00000105641"
"54",4,"enrichment","Endo.1","OSR1",16.7953701033963,3.28585881415934e-53,1.7074965327779e-49,2095,3.96752494764496,"ENSG00000143867"
"55",5,"enrichment","Endo.1","ENSG00000289871",16.6169854374711,2.73738016687324e-52,1.13798368297254e-48,7398,4.80127393631533,"ENSG00000289871"
"56",6,"enrichment","Endo.1","ENSG00000287849",16.5778487927377,4.35296465219949e-52,1.50801205434364e-48,2090,5.67851711173396,"ENSG00000287849"
"57",7,"enrichment","Endo.1","LINC02032",16.2154801056555,3.12216791278512e-50,9.27105460502165e-47,4353,3.87177306648887,"ENSG00000241131"
"58",8,"enrichment","Endo.1","ENSG00000289451",15.6814470430773,1.57122692983951e-47,4.08244037045551e-44,4350,4.16309756568054,"ENSG00000289451"
"59",9,"enrichment","Endo.1","SLC22A8",15.6648110472634,1.90434028304106e-47,4.39817968036572e-44,11601,4.62909144388349,"ENSG00000149452"
"60",10,"enrichment","Endo.1","ENSG00000287008",15.0438136326185,2.32696477121976e-44,4.8368289734574e-41,1767,3.993132873733,"ENSG00000287008"
"61",1,"enrichment","Endo.2","PMAIP1",34.9566445855898,5.55099378465015e-154,1.15382956807738e-149,17470,5.11283466495276,"ENSG00000141682"
"62",2,"enrichment","Endo.2","ENSG00000245008",34.8072967524422,3.59577941064166e-153,3.73709354147988e-149,12193,5.16563532367626,"ENSG00000245008"
"63",3,"enrichment","Endo.2","FOXF1",34.2283877741043,5.13221515342403e-150,3.55594080596906e-146,16007,4.88079628236338,"ENSG00000103241"
"64",4,"enrichment","Endo.2","ENSG00000287652",33.4068584083074,1.62661901412776e-145,8.45272570691489e-142,19631,3.90907043405192,"ENSG00000287652"
"65",5,"enrichment","Endo.2","MYCT1",33.2838213656271,7.72254855306517e-145,3.21041788448025e-141,7569,5.99282557207006,"ENSG00000120279"
"66",6,"enrichment","Endo.2","ST6GALNAC1",33.2486475564542,1.20576428689132e-144,4.17716941122051e-141,17076,4.54774698343465,"ENSG00000070526"
"67",7,"enrichment","Endo.2","LRRC32",32.5132877774795,1.37326141083106e-140,4.07780166936206e-137,11850,5.53982554646539,"ENSG00000137507"
"68",8,"enrichment","Endo.2","GATA2",32.0836196022871,3.29131368397705e-138,8.55165577939338e-135,4227,4.55413351028074,"ENSG00000179348"
"69",9,"enrichment","Endo.2","FENDRR",31.2710761826592,1.08447676508655e-133,2.50465933767656e-130,16006,5.68040696395132,"ENSG00000268388"
"70",10,"enrichment","Endo.2","ECSCR",29.1840633310241,5.38841538941192e-122,1.12003602284316e-118,6219,3.7910621062138,"ENSG00000249751"
"71",1,"enrichment","Endo.3","LUM",25.0346805676153,1.62909959607864e-98,3.38624642040906e-94,12967,5.15616965088882,"ENSG00000139329"
"72",2,"enrichment","Endo.3","ENSG00000250945",23.8932952032348,4.67569624159266e-92,4.85945110388725e-88,5294,4.29980771523149,"ENSG00000250945"
"73",3,"enrichment","Endo.3","FMOD",23.4120092901703,2.43278840989435e-89,1.6855979962688e-85,1667,5.42706838298782,"ENSG00000122176"
"74",4,"enrichment","Endo.3","ESM1",22.982770953642,6.36480557677814e-87,3.30747121797276e-83,5768,3.46381035360316,"ENSG00000164283"
"75",5,"enrichment","Endo.3","MFAP4",22.6808900883093,3.16880173169508e-85,1.31733425590028e-81,16368,5.35796387142682,"ENSG00000166482"
"76",6,"enrichment","Endo.3","MFAP2",22.3779986479537,1.58721474035931e-83,5.49864093218478e-80,210,3.41993905238736,"ENSG00000117122"
"77",7,"enrichment","Endo.3","KCNK17",22.1557606515551,2.79019607153435e-82,8.28528793470185e-79,6999,4.22791396664464,"ENSG00000124780"
"78",8,"enrichment","Endo.3","VIT",19.0021315015354,6.77535491739169e-65,1.7604065914113e-61,2233,5.57129195864272,"ENSG00000205221"
"79",9,"enrichment","Endo.3","AKR1C2",18.0759592993151,6.26384080062186e-60,1.44666883201918e-56,10320,5.63752752569102,"ENSG00000151632"
"80",10,"enrichment","Endo.3","ENSG00000248491",17.6911836872154,6.84131623736503e-58,1.4220359930987e-54,5295,5.70429569372541,"ENSG00000248491"
"81",1,"enrichment","Endo.4","CDC20B",14.5653647431079,5.0494520551525e-42,1.049579104184e-37,5771,4.37764060683058,"ENSG00000164287"
"82",2,"enrichment","Endo.4","ENSG00000289163",14.3273278739118,7.09855028271549e-41,7.37752330882621e-37,9760,4.41255917246017,"ENSG00000289163"
"83",3,"enrichment","Endo.4","CPZ",14.2272401442596,2.14225406337068e-40,1.48429643204077e-36,4788,2.68598733387818,"ENSG00000109625"
"84",4,"enrichment","Endo.4","ENSG00000248525",14.0501756283735,1.49661246972977e-39,7.77714669895075e-36,5599,2.17830147173687,"ENSG00000248525"
"85",5,"enrichment","Endo.4","SLC5A5",13.7900115775789,2.54180844646789e-38,1.05668060736563e-34,18010,6.89980829057949,"ENSG00000105641"
"86",6,"enrichment","Endo.4","DSG2",13.3559152171967,2.68485027126968e-36,9.30121628976858e-33,17343,4.53470233049341,"ENSG00000046604"
"87",7,"enrichment","Endo.4","SLC22A2",13.1979065089244,1.43346233713594e-35,4.25656401995822e-32,7616,5.50282129767183,"ENSG00000112499"
"88",8,"enrichment","Endo.4","SLC22A8",12.9626794820395,1.69823288820421e-34,4.41243360177658e-31,11601,5.41286101548367,"ENSG00000149452"
"89",9,"enrichment","Endo.4","SLC16A12-AS1",12.7266780743448,1.9752128763771e-33,4.56186387204161e-30,10796,3.1844437128176,"ENSG00000234452"
"90",10,"enrichment","Endo.4","ENSG00000287849",12.6368687730494,4.98922392310759e-33,1.03706008465714e-29,2090,6.24394347946879,"ENSG00000287849"
"91",1,"enrichment","Endo.5","REM1",16.2515174755586,2.04581856816907e-50,4.25243847579623e-46,19012,4.749770196689,"ENSG00000088320"
"92",2,"enrichment","Endo.5","FOXS1",14.0347650206152,1.77150832925983e-39,1.84112860659974e-35,19019,4.34964574732945,"ENSG00000179772"
"93",3,"enrichment","Endo.5","TBX2-AS1",13.3087712943459,4.43111017763555e-36,3.07016853841108e-32,16890,4.33658287067416,"ENSG00000267280"
"94",4,"enrichment","Endo.5","PTGDR2",12.3268717531558,1.18486144199261e-31,6.15713248331461e-28,11535,5.62644093132042,"ENSG00000183134"
"95",5,"enrichment","Endo.5","LINC02408",11.0098924822264,4.69205490988285e-26,1.9505810671365e-22,12854,5.85302329289303,"ENSG00000203585"
"96",6,"enrichment","Endo.5","LINC02172",10.9207536158021,1.08387589268357e-25,3.75490738422011e-22,5321,6.45534655903198,"ENSG00000251632"
"97",7,"enrichment","Endo.5","GJA4",10.5765794357483,2.62878253423284e-24,7.8059819652234e-21,444,4.98258238960654,"ENSG00000187513"
"98",8,"enrichment","Endo.5","CYSLTR2",10.0796765373448,2.31067201963044e-22,6.00370357500479e-19,13525,7.51586403092254,"ENSG00000152207"
"99",9,"enrichment","Endo.5","FZD10",9.6145714276925,1.32386197191718e-20,3.05753277203005e-17,13313,4.27675444286084,"ENSG00000111432"
"100",10,"enrichment","Endo.5","ANPEP",9.45606537528082,5.09314380523043e-20,1.0586608713552e-16,15064,5.60286419609228,"ENSG00000166825"
"101",1,"enrichment","Endo.6","CD177",28.2728823582,7.46741581141015e-117,1.55217705055971e-112,18375,3.9663015753681,"ENSG00000204936"
"102",2,"enrichment","Endo.6","GADL1",27.3052407214271,2.2182064482343e-111,2.30538196164991e-107,3637,9.22944499092187,"ENSG00000144644"
"103",3,"enrichment","Endo.6","TMEM30B",24.6067344628462,4.32663717825979e-96,2.99778267957693e-92,14069,5.51830920875987,"ENSG00000182107"
"104",4,"enrichment","Endo.6","C19orf33",24.2367989862139,5.35981040953998e-94,2.78522547931745e-90,18266,5.70621146834023,"ENSG00000167644"
"105",5,"enrichment","Endo.6","COL2A1",23.2136190119907,3.19805874279803e-88,1.329496980556e-84,12604,4.86810916949838,"ENSG00000139219"
"106",6,"enrichment","Endo.6","SLPI",22.7483835665556,1.32556226996012e-85,4.59218955723184e-82,19157,6.41990565818192,"ENSG00000124107"
"107",7,"enrichment","Endo.6","LINC01638",21.01087938096,6.69488598449901e-76,1.98799857248281e-72,19740,5.47200758519527,"ENSG00000233521"
"108",8,"enrichment","Endo.6","SIX1",18.0110274493841,1.387505132479e-59,3.60508521046356e-56,14063,6.30233262814514,"ENSG00000126778"
"109",9,"enrichment","Endo.6","H19",16.8562740131987,1.59106198608624e-53,3.67464604919874e-50,11174,3.24960555069181,"ENSG00000130600"
"110",10,"enrichment","Endo.6","FMO1",16.1044338517578,1.14769703688395e-49,2.38560306086698e-46,1483,4.68086567902073,"ENSG00000010932"
"111",1,"enrichment","Micro.1","ENSG00000275278",13.7599526832151,3.51436854331861e-38,2.43498881804736e-34,12510,2.56088810018047,"ENSG00000275278"
"112",2,"enrichment","Micro.1","LINC01375",13.1287089163158,2.97083719463319e-35,1.54379554819114e-31,10802,2.37323097330752,"ENSG00000226159"
"113",3,"enrichment","Micro.1","LINC01845",12.9190075507806,2.67662433541567e-34,1.112726268719e-30,6422,2.34781274230755,"ENSG00000253298"
"114",4,"enrichment","Micro.1","ENSG00000268027",12.8673174954806,4.58688312023378e-34,1.58904920895299e-30,18351,2.8334416734994,"ENSG00000268027"
"115",5,"enrichment","Micro.1","ENSG00000256706",12.6158078726018,6.1902661050288e-33,1.83815530370184e-29,12247,2.24853411531899,"ENSG00000256706"
"116",6,"enrichment","Micro.1","IL1A",12.5785540322137,9.0774687547837e-33,2.11761285010137e-29,2743,3.12127773904865,"ENSG00000115008"
"117",7,"enrichment","Micro.1","SASH3",12.5775776397095,9.16891929708089e-33,2.11761285010137e-29,20586,3.98825788105187,"ENSG00000122122"
"118",8,"enrichment","Micro.1","FCGR1A",12.5508285612034,1.20643108419738e-32,2.50768765161266e-29,1160,3.70130405708003,"ENSG00000150337"
"119",9,"enrichment","Micro.1","SERPINA1",12.5389566219505,1.36254217132156e-32,2.57470923391726e-29,14334,2.43480095929131,"ENSG00000197249"
"120",10,"enrichment","Micro.1","LILRA4",12.4638451230235,2.93761265820004e-32,5.08843472611217e-29,18696,2.14944923704248,"ENSG00000239961"
"121",1,"enrichment","Micro.2","LINC01736",12.2094780027756,3.87867303998956e-31,2.66364682057758e-27,1870,3.74982234083275,"ENSG00000228058"
"122",2,"enrichment","Micro.2","LRRC25",12.1915030411091,4.64867608559199e-31,2.66364682057758e-27,18026,2.36957821904037,"ENSG00000175489"
"123",3,"enrichment","Micro.2","ARRDC5",12.1666668562424,5.96864298341297e-31,2.66364682057758e-27,17696,3.925141439204,"ENSG00000205784"
"124",4,"enrichment","Micro.2","RASAL3",12.1596137564943,6.40730977719998e-31,2.66364682057758e-27,17950,4.13717333063308,"ENSG00000105122"
"125",5,"enrichment","Micro.2","ENSG00000286403",12.0309767191696,2.32508312293597e-30,8.05486296555785e-27,6221,4.2742339033554,"ENSG00000286403"
"126",6,"enrichment","Micro.2","FCGR1A",11.9865080826195,3.62296505453324e-30,1.07581359462183e-26,1160,3.45090594682667,"ENSG00000150337"
"127",7,"enrichment","Micro.2","LPAR5",11.8903300638693,9.42152362938996e-30,2.44794737700625e-26,12296,4.9866628698953,"ENSG00000184574"
"128",8,"enrichment","Micro.2","LINC02712",11.7760357203815,2.91448897071571e-29,6.73117419392185e-26,12190,6.57419863002519,"ENSG00000273409"
"129",9,"enrichment","Micro.2","FGF20",11.6805067409116,7.44948533113859e-29,1.54845002093047e-25,8762,3.8999075816686,"ENSG00000078579"
"130",10,"enrichment","Micro.2","SIGLEC10",11.6350298411556,1.16248871762332e-28,2.02412197307486e-25,18615,4.04742427960493,"ENSG00000142512"
"131",1,"enrichment","Micro.3","LINC02812",11.9959554231811,3.29706988487504e-30,6.85328946270125e-26,678,1.86780810125642,"ENSG00000230138"
"132",2,"enrichment","Micro.3","ENSG00000287822",11.8794949241395,1.0488101369252e-29,1.09002837530636e-25,5427,3.29423042922202,"ENSG00000287822"
"133",3,"enrichment","Micro.3","ENSG00000260370",11.6102594543712,1.48047996903676e-28,1.02577522121327e-24,10292,3.32980338072837,"ENSG00000260370"
"134",4,"enrichment","Micro.3","LINC02444",11.4632893489854,6.17622210168384e-28,2.62099493442381e-24,12896,3.35903338194853,"ENSG00000258123"
"135",5,"enrichment","Micro.3","ENSG00000287826",11.4611616012451,6.30471214861882e-28,2.62099493442381e-24,9289,2.88854041422982,"ENSG00000287826"
"136",6,"enrichment","Micro.3","FOLR2",11.304585509816,2.84894848944109e-27,9.86970721692041e-24,11801,3.30944660367026,"ENSG00000165457"
"137",7,"enrichment","Micro.3","TREM2",11.2806938042965,3.581825574679e-27,1.06359751993254e-23,7013,3.70889887538643,"ENSG00000095970"
"138",8,"enrichment","Micro.3","FAM177B",11.175182392434,9.80565847894744e-27,2.54775521429252e-23,1799,4.35007915212743,"ENSG00000197520"
"139",9,"enrichment","Micro.3","RGS18",11.1381833766643,1.39377144895159e-26,3.21899259310086e-23,1596,4.58163333147843,"ENSG00000150681"
"140",10,"enrichment","Micro.3","ENSG00000285882",11.1134532132543,1.76228180837761e-26,3.66307896689369e-23,15508,2.10839589965401,"ENSG00000285882"
"141",1,"enrichment","Micro.4","SUCNR1",11.6805532998132,7.44448518811189e-29,1.54741069120094e-24,4387,3.14112008542205,"ENSG00000198829"
"142",2,"enrichment","Micro.4","ENSG00000287958",11.446932765066,7.23424208826912e-28,7.5185478023381e-24,3689,3.73139545731007,"ENSG00000287958"
"143",3,"enrichment","Micro.4","FCGR3A",11.3369959951616,2.08712615412148e-27,1.34799658161418e-23,1409,3.98247486840812,"ENSG00000203747"
"144",4,"enrichment","Micro.4","MIR142HG",11.3143479243608,2.59404711173709e-27,1.34799658161418e-23,16851,2.90016794275282,"ENSG00000265206"
"145",5,"enrichment","Micro.4","TREM2",11.2187122346985,6.47631452219067e-27,2.6923334731651e-23,7013,3.62643528910641,"ENSG00000095970"
"146",6,"enrichment","Micro.4","P2RY13",11.1697150289238,1.03282008868032e-26,3.57803306055151e-23,4382,5.15203390440223,"ENSG00000181631"
"147",7,"enrichment","Micro.4","ARL11",11.152891253342,1.21195102331615e-26,3.58864296010396e-23,13532,2.85560818485019,"ENSG00000152213"
"148",8,"enrichment","Micro.4","CSF2RB",11.13331052899,1.45961744571224e-26,3.58864296010396e-23,19854,2.68381368569124,"ENSG00000100368"
"149",9,"enrichment","Micro.4","ENSG00000283413",11.126719030731,1.55382404699969e-26,3.58864296010396e-23,6423,2.10369365417523,"ENSG00000283413"
"150",10,"enrichment","Micro.4","SIGLEC8",11.0732712360932,2.57781378640067e-26,5.16302496674116e-23,18616,4.22886483118685,"ENSG00000105366"
"151",1,"enrichment","Micro.5","SUSD3",9.79130731638678,2.88913229086597e-21,2.95830067970148e-19,9867,4.26857830568651,"ENSG00000157303"
"152",2,"enrichment","Micro.5","LINC02712",9.6166044769448,1.30056425297717e-20,1.11249088734088e-18,12190,6.0237479266068,"ENSG00000273409"
"153",3,"enrichment","Micro.5","ENSG00000255491",9.52101668212666,2.93719032468569e-20,2.26120141070062e-18,9342,2.88668304498218,"ENSG00000255491"
"154",4,"enrichment","Micro.5","LINC00996",9.35974375719072,1.14518798218175e-19,7.32426996850147e-18,8609,4.44595807520835,"ENSG00000242258"
"155",5,"enrichment","Micro.5","ENSG00000249738",9.34305472976025,1.31703696143878e-19,8.22100008422414e-18,6421,6.34973987540546,"ENSG00000249738"
"156",6,"enrichment","Micro.5","LY86",9.29542147241737,1.9609133161149e-19,1.16124057517847e-17,6639,5.67687746305455,"ENSG00000112799"
"157",7,"enrichment","Micro.5","LINC01141",9.28180701786385,2.19655920861376e-19,1.28251909298443e-17,242,5.21889357352804,"ENSG00000236963"
"158",8,"enrichment","Micro.5","CX3CR1",9.23316521959408,3.29141046952762e-19,1.81955473456386e-17,3690,5.53834906396177,"ENSG00000168329"
"159",9,"enrichment","Micro.5","LINC02057",9.11438208307806,8.77722226688358e-19,4.32330194406261e-17,5807,4.58120543864009,"ENSG00000249279"
"160",10,"enrichment","Micro.5","SIRPB2",8.96683235828299,2.92851053224654e-18,1.278823947968e-16,18858,3.74768700864162,"ENSG00000196209"
"161",1,"enrichment","Micro.6","FCGR2B",24.4643050761491,2.74610078649632e-95,5.70804509481125e-91,1411,4.27343508238634,"ENSG00000072694"
"162",2,"enrichment","Micro.6","SIGLEC1",24.3994176926148,6.39543555823452e-95,6.64677617567314e-91,18889,5.64188247183145,"ENSG00000088827"
"163",3,"enrichment","Micro.6","LILRB5",23.3748814012705,3.91809619235919e-89,2.71471824847927e-85,18694,4.44406147673702,"ENSG00000105609"
"164",4,"enrichment","Micro.6","MARCO",22.5433578213213,1.86622501933298e-84,9.69783831296381e-81,2774,5.94450284281696,"ENSG00000019169"
"165",5,"enrichment","Micro.6","CLEC4E",21.0965402452052,2.23023379275227e-76,9.27152792322973e-73,12346,3.51250705951953,"ENSG00000166523"
"166",6,"enrichment","Micro.6","CD209",20.4316371304251,1.05960693500686e-72,3.67083162517543e-69,17749,2.36569869869885,"ENSG00000090659"
"167",7,"enrichment","Micro.6","F13A1",20.3294570768362,3.87090901757063e-72,1.14943878341747e-68,6637,8.02850633173171,"ENSG00000124491"
"168",8,"enrichment","Micro.6","MS4A4E",20.1641847036621,3.13668679103695e-71,8.14989645481176e-68,11530,6.15287320562225,"ENSG00000214787"
"169",9,"enrichment","Micro.6","CD163",19.6420909829704,2.26225020186938e-68,4.70231326960568e-65,12329,7.2518597451823,"ENSG00000177575"
"170",10,"enrichment","Micro.6","TGFBI",19.1658657283461,8.78410153340658e-66,1.6598757679399e-62,6189,5.5821916868955,"ENSG00000120708"
"171",1,"enrichment","Oligo.01","LINC00706",12.3860005314365,6.49513018158256e-32,4.50025919847917e-28,10341,2.99798930949924,"ENSG00000281186"
"172",2,"enrichment","Oligo.01","DMRT2",12.1326475943252,8.40252639181584e-31,3.49309827160568e-27,9503,2.58302947618128,"ENSG00000173253"
"173",3,"enrichment","Oligo.01","LINC00351",12.0420502874208,2.08198661352843e-30,6.18231053554313e-27,13632,2.64434371088017,"ENSG00000226317"
"174",4,"enrichment","Oligo.01","ENSG00000289314",11.8986245773881,8.67930373372272e-30,2.02369063571978e-26,5365,3.51320940238068,"ENSG00000289314"
"175",5,"enrichment","Oligo.01","S1PR5",11.873570518825,1.11250400751407e-29,2.31245083001874e-26,17815,3.26512346007297,"ENSG00000180739"
"176",6,"enrichment","Oligo.01","GPR62",11.7933815754445,2.45696857198795e-29,4.64277715794013e-26,3868,3.02769017664644,"ENSG00000180929"
"177",7,"enrichment","Oligo.01","ENSG00000229494",11.7194608933923,5.08467919192623e-29,8.13001089872143e-26,2525,2.52659805469642,"ENSG00000229494"
"178",8,"enrichment","Oligo.01","PACRG-AS1",11.7077867938866,5.70202676027383e-29,8.15188295208817e-26,7629,3.39128163436474,"ENSG00000281692"
"179",9,"enrichment","Oligo.01","ENSG00000289187",11.7046071367801,5.88272126822489e-29,8.15188295208817e-26,18131,3.06055282081445,"ENSG00000289187"
"180",10,"enrichment","Oligo.01","LINC01222",11.6971169129632,6.33119709284251e-29,8.22501642323903e-26,1620,2.4793316934481,"ENSG00000233410"
"181",1,"enrichment","Oligo.02","HOXD1",15.8825028692197,1.52474668650768e-48,3.16933846257487e-44,3032,2.65521904901483,"ENSG00000128645"
"182",2,"enrichment","Oligo.02","ENSG00000260042",15.6541940114019,2.14990014332791e-47,2.2343912189607e-43,15678,3.51189514357463,"ENSG00000260042"
"183",3,"enrichment","Oligo.02","TRPV5",14.617351826488,2.82273422253918e-42,1.95577845165665e-38,8568,3.14890472734619,"ENSG00000127412"
