Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8,Feature count topic 9to10,Feature log2 fold change topic 9to10
ENSG00000228794,LINC01128,3,-2.7843,25,0.75301,21,-0.1214
ENSG00000188976,NOC2L,106,1.01392,57,-0.0087,34,-0.9017
ENSG00000188290,HES4,101,0.15128,82,-0.4792,121,0.52192
ENSG00000187608,ISG15,57,-0.4811,75,-0.1462,96,0.39948
ENSG00000188157,AGRN,3,-3.0497,32,0.80057,26,-0.1467
ENSG00000078808,SDF4,50,-0.5555,73,0.09650,77,0.13896
ENSG00000176022,B3GALT6,3,-3.0453,32,1.12258,20,-0.4892
ENSG00000160087,UBE2J2,3,-3.6690,49,1.08488,33,-0.3985
ENSG00000131584,ACAP3,351,1.66857,118,-0.5276,81,-0.8627
ENSG00000127054,INTS11,94,0.55843,59,-0.5147,80,0.33040
ENSG00000224051,CPTP,3,-3.2239,34,0.59669,31,0.08041
ENSG00000107404,DVL1,3,-4.4566,84,1.06338,58,-0.3378
ENSG00000175756,AURKAIP1,122,-0.2042,133,-0.2138,170,0.36895
ENSG00000221978,CCNL2,236,2.19495,49,-1.2353,57,-0.3389
ENSG00000242485,MRPL20,426,1.24861,182,-0.4905,170,-0.3189
ENSG00000179403,VWA1,79,0.43342,22,-2.7663,186,2.67060
ENSG00000197785,ATAD3A,3,-2.2661,18,0.83832,13,-0.2796
ENSG00000205090,TMEM240,77,0.39749,68,0.63626,26,-1.3651
ENSG00000160075,SSU72,42,-1.8854,163,0.74583,125,-0.2435
ENSG00000228594,FNDC10,67,0.90024,38,-0.0977,27,-0.5872
ENSG00000272106,AL691432.2,45,0.75651,27,-0.1902,24,-0.2838
ENSG00000197530,MIB2,72,0.91469,37,-0.4644,41,-0.0144
ENSG00000189339,SLC35E2B,3,-3.9679,63,1.46956,32,-0.7816
ENSG00000008130,NADK,64,1.10944,33,0.06686,16,-1.2189
ENSG00000078369,GNB1,97,-2.1235,462,1.02663,292,-0.5145
ENSG00000187730,GABRD,55,-1.3881,171,1.64359,54,-1.5255
ENSG00000067606,PRKCZ,81,-1.3658,233,1.07571,125,-0.7727
ENSG00000162585,FAAP20,71,0.31060,56,-0.2341,63,0.12338
ENSG00000157933,SKI,11,-1.5996,33,0.33694,34,0.15699
ENSG00000157916,RER1,191,1.52614,66,-0.7128,67,-0.2857
ENSG00000157911,PEX10,55,0.76281,30,-0.5934,40,0.28976
ENSG00000149527,PLCH2,3,-2.8321,26,0.79051,21,-0.1564
ENSG00000157881,PANK4,47,1.24224,20,-0.4728,18,-0.3412
ENSG00000197921,HES5,3,-2.3887,15,-0.5557,31,1.20559
