"data_type","cluster","cell_type_anno","SpX","contrast","gene_id","gene_name","Type","gene_search","subsets_negProbe","subsets_negCodeword","subsets_unassigned","subsets_any_neg","subsets_GEX","vlmf_logFC","vlmf_AveExpr","vlmf_t","vlmf_P.Value","vlmf_adj.P.Val","vlmf_B","cluster_SpX"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000133800","LYVE1","Gene Expression","LYVE1; ENSG00000133800",FALSE,FALSE,FALSE,FALSE,TRUE,-0.920057272147002,9.02281920244779,-3.93940099330051,0.000998516766768611,0.249629191692153,-1.13781729366235,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000135426","TESPA1","Gene Expression","TESPA1; ENSG00000135426",FALSE,FALSE,FALSE,FALSE,TRUE,0.883437731402811,8.64282123094933,3.12287611947189,0.00600129332580245,0.375080832862653,-2.45460042824017,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000140479","PCSK6","Gene Expression","PCSK6; ENSG00000140479",FALSE,FALSE,FALSE,FALSE,TRUE,0.944161399824889,8.33567163018118,3.12488747249247,0.00597513129310005,0.375080832862653,-2.47857014255773,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000136826","KLF4","Gene Expression","KLF4; ENSG00000136826",FALSE,FALSE,FALSE,FALSE,TRUE,1.73354324885428,7.19584525550864,3.16046735867951,0.00553035840959491,0.375080832862653,-2.70872321393779,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000125869","LAMP5","Gene Expression","LAMP5; ENSG00000125869",FALSE,FALSE,FALSE,FALSE,TRUE,0.462413470800264,10.4271016691133,2.73057413354897,0.0139284365513631,0.580351522973462,-2.83083629595344,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000144369","FAM171B","Gene Expression","FAM171B; ENSG00000144369",FALSE,FALSE,FALSE,FALSE,TRUE,-0.288527585834171,13.5323811955478,-2.74527733190636,0.0135016798214522,0.580351522973462,-2.92519624528502,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000010282","HHATL","Gene Expression","HHATL; ENSG00000010282",FALSE,FALSE,FALSE,FALSE,TRUE,0.451247006952296,12.8004459009433,2.51291224551031,0.0219658006155314,0.701510289777563,-3.29381174881133,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000146469","VIP","Gene Expression","VIP; ENSG00000146469",FALSE,FALSE,FALSE,FALSE,TRUE,0.843191966957771,7.70417562438968,2.47961649586309,0.0235291916259321,0.701510289777563,-3.38980565512756,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000153234","NR4A2","Gene Expression","NR4A2; ENSG00000153234",FALSE,FALSE,FALSE,FALSE,TRUE,2.45073706253002,7.12841162079587,2.44521265539992,0.0252543704319923,0.701510289777563,-3.44385277367788,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000205927","OLIG2","Gene Expression","OLIG2; ENSG00000205927",FALSE,FALSE,FALSE,FALSE,TRUE,0.561261636565884,10.1745403094871,2.32403108433723,0.0323226943740895,0.734606690320215,-3.46841522886847,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000150625","GPM6A","Gene Expression","GPM6A; ENSG00000150625",FALSE,FALSE,FALSE,FALSE,TRUE,-0.164635128931738,14.6625058759677,-2.33000095829,0.0319351326160705,0.734606690320215,-3.78187056396887,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000154188","ANGPT1","Gene Expression","ANGPT1; ENSG00000154188",FALSE,FALSE,FALSE,FALSE,TRUE,-0.602255934073399,7.4677665384225,-2.17157749871895,0.0438266132317966,0.778779405944727,-3.75195594242722,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000172575","RASGRP1","Gene Expression","RASGRP1; ENSG00000172575",FALSE,FALSE,FALSE,FALSE,TRUE,0.599828779880523,8.21660167233261,2.11851273454827,0.0486428269663136,0.778779405944727,-3.76758788313543,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000138448","ITGAV","Gene Expression","ITGAV; ENSG00000138448",FALSE,FALSE,FALSE,FALSE,TRUE,-0.328055949800822,11.9618784645899,-2.19161747902655,0.0421244123065776,0.778779405944727,-3.77668674982104,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000250722","SELENOP","Gene Expression","SELENOP; ENSG00000250722",FALSE,FALSE,FALSE,FALSE,TRUE,-0.331351096423549,10.5587476331193,-2.12439672334847,0.0480859181067979,0.778779405944727,-3.78981280351261,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000180287","PLD5","Gene Expression","PLD5; ENSG00000180287",FALSE,FALSE,FALSE,FALSE,TRUE,-0.53472161203006,8.0646814527106,-2.05063782912592,0.0555053380254691,0.778779405944727,-3.84744782331378,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000178568","ERBB4","Gene Expression","ERBB4; ENSG00000178568",FALSE,FALSE,FALSE,FALSE,TRUE,-0.284855785143261,10.6778830754691,-2.04537826456496,0.0560721172280204,0.778779405944727,-3.90865020757538,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000104888","SLC17A7","Gene Expression","SLC17A7; ENSG00000104888",FALSE,FALSE,FALSE,FALSE,TRUE,0.241365114212833,11.7628431809146,2.06938456337563,0.0535271039396525,0.778779405944727,-3.94754542668028,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000147533","GOLGA7","Gene Expression","GOLGA7; ENSG00000147533",FALSE,FALSE,FALSE,FALSE,TRUE,-0.28578789695532,10.0918644906968,-2.00723660531867,0.0603413035672545,0.793964520621769,-3.93583061040719,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000158869","FCER1G","Gene Expression","FCER1G; ENSG00000158869",FALSE,FALSE,FALSE,FALSE,TRUE,-0.997834493868098,5.81319666331842,-1.97489586294962,0.0641881444935707,0.802351806169634,-4.02714915980331,"Astro.1_Inhib"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000133019","CHRM3","Gene Expression","CHRM3; ENSG00000133019",FALSE,FALSE,FALSE,FALSE,TRUE,0.507468432075614,8.21962637734086,1.86821700041701,0.0784806580305457,0.867772612976526,-4.05172675752137,"Astro.1_Inhib"
