"data_type","cluster","cell_type_anno","SpX","contrast","gene_id","gene_name","Type","gene_search","subsets_negProbe","subsets_negCodeword","subsets_unassigned","subsets_any_neg","subsets_GEX","vlmf_xenium_logFC","vlmf_xenium_AveExpr","vlmf_xenium_t","vlmf_xenium_P.Value","vlmf_xenium_adj.P.Val","vlmf_xenium_B","cluster_SpX","vlmf_sn_logFC","vlmf_sn_AveExpr","vlmf_sn_t","vlmf_sn_P.Value","vlmf_sn_adj.P.Val","vlmf_sn_B","signif_xenium","signif_sn","signif_both","dir_match","validate"
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000133800","LYVE1","Gene Expression","LYVE1; ENSG00000133800",FALSE,FALSE,FALSE,FALSE,TRUE,-0.920057272147002,9.02281920244779,-3.93940099330051,0.000998516766768611,0.249629191692153,-1.13781729366235,"Astro.1_Inhib",-0.0180463500792882,5.11701973086284,-0.101121244163807,0.920205305889986,0.985848128618237,-6.58344613992521,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000140479","PCSK6","Gene Expression","PCSK6; ENSG00000140479",FALSE,FALSE,FALSE,FALSE,TRUE,0.944161399824889,8.33567163018118,3.12488747249247,0.00597513129310005,0.375080832862653,-2.47857014255773,"Astro.1_Inhib",0.240016419529728,4.15820942776157,1.34703645046243,0.189224386563765,0.678604529782598,-5.50612386678766,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000136826","KLF4","Gene Expression","KLF4; ENSG00000136826",FALSE,FALSE,FALSE,FALSE,TRUE,1.73354324885428,7.19584525550864,3.16046735867951,0.00553035840959491,0.375080832862653,-2.70872321393779,"Astro.1_Inhib",1.25916758969927,1.19844267450361,2.91342568367249,0.0071178022656596,0.260245915588002,-2.36401494588732,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000125869","LAMP5","Gene Expression","LAMP5; ENSG00000125869",FALSE,FALSE,FALSE,FALSE,TRUE,0.462413470800264,10.4271016691133,2.73057413354897,0.0139284365513631,0.580351522973462,-2.83083629595344,"Astro.1_Inhib",0.288351144972011,2.17086141215578,0.930041643977821,0.360633669214608,0.804838224984529,-5.47678598087184,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000144369","FAM171B","Gene Expression","FAM171B; ENSG00000144369",FALSE,FALSE,FALSE,FALSE,TRUE,-0.288527585834171,13.5323811955478,-2.74527733190636,0.0135016798214522,0.580351522973462,-2.92519624528502,"Astro.1_Inhib",-0.0833939369081671,9.10869555332817,-0.667103856709206,0.510396782867326,0.877392961054929,-6.6018819255453,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000010282","HHATL","Gene Expression","HHATL; ENSG00000010282",FALSE,FALSE,FALSE,FALSE,TRUE,0.451247006952296,12.8004459009433,2.51291224551031,0.0219658006155314,0.701510289777563,-3.29381174881133,"Astro.1_Inhib",0.558033798679777,6.09993145054138,3.8480232275456,0.000665173421244152,0.121376883931354,-0.70034293351886,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000153234","NR4A2","Gene Expression","NR4A2; ENSG00000153234",FALSE,FALSE,FALSE,FALSE,TRUE,2.45073706253002,7.12841162079587,2.44521265539992,0.0252543704319923,0.701510289777563,-3.44385277367788,"Astro.1_Inhib",0.900419605424293,4.5211584885015,1.8753307365109,0.0716581638369449,0.53328713570245,-4.73509946740311,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000205927","OLIG2","Gene Expression","OLIG2; ENSG00000205927",FALSE,FALSE,FALSE,FALSE,TRUE,0.561261636565884,10.1745403094871,2.32403108433723,0.0323226943740895,0.734606690320215,-3.46841522886847,"Astro.1_Inhib",0.893430679419723,1.76162769698375,2.46212690197324,0.0205204900073242,0.361447456272359,-3.20235553463479,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000150625","GPM6A","Gene Expression","GPM6A; ENSG00000150625",FALSE,FALSE,FALSE,FALSE,TRUE,-0.164635128931738,14.6625058759677,-2.33000095829,0.0319351326160705,0.734606690320215,-3.78187056396887,"Astro.1_Inhib",-0.00565095365002399,12.7125269633633,-0.0618836056612122,0.951113733962464,0.992293856984995,-6.8343835472775,TRUE,FALSE,FALSE,TRUE,FALSE
"Xenium_cell_type_anno_SpX","Astro.1","Astro.1","Inhib~SpX5","carrier","ENSG00000154188","ANGPT1","Gene Expression","ANGPT1; ENSG00000154188",FALSE,FALSE,FALSE,FALSE,TRUE,-0.602255934073399,7.4677665384225,-2.17157749871895,0.0438266132317966,0.778779405944727,-3.75195594242722,"Astro.1_Inhib",-0.518987881431856,5.59819424414427,-1.57696274045688,0.126510657997062,0.617116018517483,-5.47937929846952,TRUE,FALSE,FALSE,TRUE,FALSE
