Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to7,Feature log2 fold change topic 2to7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000008130,NADK,47,0.84221,27,-0.1536,23,-0.3327,28,-0.0270
ENSG00000078369,GNB1,292,-0.5059,456,0.41360,371,-0.1481,338,-0.3097
ENSG00000187730,GABRD,104,-0.4812,196,1.37213,109,-0.4439,28,-2.5622
ENSG00000067606,PRKCZ,152,-0.3761,217,0.39010,196,0.02610,141,-0.5390
ENSG00000162585,FAAP20,79,0.31403,57,-0.3511,63,-0.0435,81,0.40482
ENSG00000157933,SKI,15,-1.1610,32,0.01686,26,-0.3194,45,0.64346
ENSG00000157916,RER1,119,0.86596,70,-0.0115,57,-0.3478,59,-0.2910
ENSG00000157911,PEX10,32,0.10054,29,-0.0495,28,-0.1091,32,0.12809
ENSG00000149527,PLCH2,8,-1.4495,22,0.33764,31,0.78271,9,-1.2490
ENSG00000157870,PRXL2B,65,0.08181,74,0.65189,54,-0.2262,31,-1.1466
ENSG00000177133,PRDM16-DT,5,-1.9233,12,-1.1635,44,1.64672,23,0.30304
ENSG00000158109,TPRG1L,151,-0.1868,202,0.61900,143,-0.3010,111,-0.7295
ENSG00000130764,LRRC47,42,-0.5974,71,0.54803,56,-0.1469,45,-0.5236
ENSG00000116198,CEP104,50,1.42929,17,-0.5433,17,-0.3810,22,0.08244
ENSG00000196581,AJAP1,9,-2.0836,49,1.33584,31,-0.2092,12,-1.7022
ENSG00000069424,KCNAB2,155,-0.5313,262,0.66407,246,0.21301,90,-1.4520
ENSG00000116254,CHD5,149,0.47998,124,0.38375,93,-0.2933,69,-0.7903
ENSG00000116251,RPL22,931,0.68514,436,-0.9134,612,0.00159,976,0.88055
ENSG00000116237,ICMT,60,0.64567,49,0.71004,21,-1.0383,23,-0.9280
ENSG00000158292,GPR153,0,-4.1995,18,0.81900,20,0.61169,5,-1.7514
ENSG00000097021,ACOT7,258,-0.1276,358,0.94007,189,-0.6642,148,-1.0656
ENSG00000171680,PLEKHG5,1,-3.8971,26,0.93936,28,0.54424,5,-2.0329
ENSG00000162408,NOL9,21,-0.4561,31,0.29149,26,-0.1182,26,-0.1465
ENSG00000162413,KLHL21,13,-1.2365,32,0.30358,16,-1.0392,43,0.69645
ENSG00000116273,PHF13,22,0.58751,19,0.74979,5,-1.6868,11,-0.4955
ENSG00000041988,THAP3,18,-0.1418,23,0.41484,18,-0.1709,15,-0.4890
ENSG00000007923,DNAJC11,45,0.49987,35,0.20752,25,-0.4449,28,-0.2773
ENSG00000171735,CAMTA1,120,-0.2388,155,0.35704,124,-0.2091,119,-0.2788
ENSG00000049245,VAMP3,14,-1.3052,15,-1.8972,24,-0.5747,110,2.68088
ENSG00000049246,PER3,26,0.10821,20,-0.5656,35,0.65251,27,0.13424
ENSG00000116288,PARK7,438,0.21232,376,-0.0655,395,0.05166,369,-0.0691
ENSG00000116285,ERRFI1,13,-0.6621,26,0.82674,10,-1.1948,20,-0.1000
ENSG00000162426,SLC45A1,21,-0.7598,48,1.22226,24,-0.6674,16,-1.2644
ENSG00000142599,RERE,122,0.34038,99,0.01495,92,-0.1132,91,-0.1262
ENSG00000074800,ENO1,467,-0.4905,690,0.25800,669,0.08391,539,-0.2922
ENSG00000171612,SLC25A33,25,-0.3036,29,-0.1125,36,0.34004,30,-0.0229
ENSG00000188807,TMEM201,5,-1.4549,18,1.11667,7,-0.9997,10,-0.4203
ENSG00000171603,CLSTN1,412,-0.4237,688,0.92484,425,-0.4101,274,-1.1261
ENSG00000178585,CTNNBIP1,40,0.10963,33,-0.3527,45,0.33332,41,0.16462
ENSG00000162441,LZIC,20,-0.6868,29,-0.2445,25,-0.3571,50,0.88144
ENSG00000130939,UBE4B,30,-0.1233,38,0.49734,29,-0.2046,22,-0.6314
ENSG00000054523,KIF1B,210,-0.2533,259,0.14586,232,-0.1112,247,-0.0022
ENSG00000142657,PGD,48,0.07972,51,0.36832,34,-0.5263,41,-0.1897
ENSG00000241563,CORT,2509,5.05693,95,-2.5017,56,-2.6342,35,-3.3300
ENSG00000160049,DFFA,50,0.75868,25,-0.6766,23,-0.5090,51,0.88810
ENSG00000142655,PEX14,7,-1.5661,27,1.05857,19,-0.1965,10,-1.1561
ENSG00000120948,TARDBP,26,-1.0490,60,0.48822,44,-0.3167,51,-0.0653
ENSG00000116649,SRM,51,-0.9819,116,0.65609,91,-0.0907,66,-0.6365
ENSG00000171824,EXOSC10,28,0.44749,20,-0.1296,18,-0.3048,24,0.20960
ENSG00000198793,MTOR,20,-0.8438,40,0.52890,37,0.11962,23,-0.7202
ENSG00000116661,FBXO2,297,-0.0189,248,-0.5477,350,0.27499,409,0.56521
ENSG00000132879,FBXO44,87,-0.6398,173,1.07487,102,-0.4342,59,-1.3164
ENSG00000116670,MAD2L2,4,-2.6584,25,0.09379,26,0.12953,31,0.40485
ENSG00000177000,MTHFR,25,0.86606,16,0.31348,9,-0.6836,10,-0.6282
ENSG00000011021,CLCN6,80,0.62533,65,0.66652,31,-0.9301,31,-0.9034
ENSG00000116685,KIAA2013,16,-1.1075,32,-0.1043,29,-0.2684,50,0.75264
ENSG00000083444,PLOD1,33,0.50980,19,-0.6193,18,-0.4706,40,0.93784
ENSG00000116688,MFN2,58,-0.6047,99,0.49639,67,-0.4229,79,-0.1436
ENSG00000116691,MIIP,4,-2.1315,19,0.38834,13,-0.3569,20,0.33412
ENSG00000048707,VPS13D,65,0.57806,48,0.17913,37,-0.3505,36,-0.3822
ENSG00000162496,DHRS3,21,-0.4998,18,-1.3131,43,0.69205,57,1.23940
ENSG00000116731,PRDM2,11,-2.2435,62,0.64654,37,-0.5600,56,0.13119
ENSG00000189337,KAZN,84,0.90688,47,-0.0547,32,-0.6734,49,0.01896
ENSG00000142634,EFHD2,135,0.82366,93,0.47160,25,-1.8743,75,-0.1396
ENSG00000116138,DNAJC16,29,0.76544,22,0.78442,8,-1.2480,9,-1.0783
ENSG00000197312,DDI2,8,-1.0393,22,1.04665,8,-1.1262,13,-0.3478
ENSG00000116786,PLEKHM2,89,0.48743,64,-0.0877,79,0.32195,47,-0.5813
ENSG00000065526,SPEN,41,0.48825,29,-0.1154,24,-0.4270,35,0.25485
ENSG00000116809,ZBTB17,12,-0.4859,17,0.21101,17,0.07019,14,-0.1928
ENSG00000185519,FAM131C,4,-2.1496,24,0.83445,15,-0.3408,15,-0.3647
ENSG00000037637,FBXO42,24,0.44088,21,0.49710,13,-0.6179,13,-0.6342
ENSG00000055070,SZRD1,94,1.76811,18,-1.4630,28,-0.2945,53,0.87307
ENSG00000219481,NBPF1,26,0.94402,12,-0.5833,11,-0.5407,21,0.67150
ENSG00000238142,BX284668.5,33,1.15281,13,-0.6217,18,0.21356,15,-0.0666
ENSG00000159363,ATP13A2,88,-0.7555,179,0.80213,140,-0.0548,72,-1.1465
ENSG00000117118,SDHB,69,-0.4358,108,0.58697,72,-0.4150,73,-0.3883
ENSG00000117115,PADI2,9,-2.6530,23,-1.8720,47,-0.1739,166,2.59366
ENSG00000179051,RCC2,34,1.09682,15,-0.4879,14,-0.3695,21,0.30962
ENSG00000074964,ARHGEF10L,44,1.32879,16,-0.5794,21,0.13419,17,-0.2462
ENSG00000117154,IGSF21,25,-1.1277,66,0.86824,33,-0.7737,45,-0.2807
ENSG00000159423,ALDH4A1,48,0.97017,19,-0.8834,37,0.57658,28,0.10739
ENSG00000127481,UBR4,6,-1.1528,13,-0.0234,17,0.46252,13,-0.0067
ENSG00000127463,EMC1,30,0.17919,29,0.24726,24,-0.2100,22,-0.3368
ENSG00000053372,MRTO4,28,-0.5587,46,0.47079,34,-0.2755,34,-0.2567
ENSG00000053371,AKR7A2,60,0.45335,36,-0.6395,48,0.07952,64,0.61770
ENSG00000077549,CAPZB,371,0.98184,213,0.14540,121,-0.8810,176,-0.2538
ENSG00000173436,MICOS10,315,-0.0940,319,-0.1499,385,0.25285,341,0.03439
ENSG00000158747,NBL1,328,0.76881,200,-0.0777,180,-0.2201,183,-0.1995
ENSG00000162545,CAMK2N1,542,-1.1973,1368,0.51885,1334,0.21864,782,-0.6978
ENSG00000090432,MUL1,21,-0.2163,28,0.52162,16,-0.7206,23,-0.1258
ENSG00000183114,FAM43B,31,1.29346,15,0.18368,8,-0.8559,9,-0.7461
ENSG00000158828,PINK1,340,-0.2952,447,0.28635,427,0.06777,320,-0.4291
ENSG00000244038,DDOST,45,0.70585,32,0.27312,18,-0.8259,25,-0.2601
ENSG00000117245,KIF17,45,1.60241,16,-0.1212,12,-0.5998,11,-0.7789
ENSG00000189410,SH2D5,26,-0.1527,32,0.42994,21,-0.5084,26,-0.1742
ENSG00000127483,HP1BP3,131,-0.0916,143,0.09519,105,-0.4819,164,0.30307
ENSG00000075151,EIF4G3,186,0.71191,139,0.50694,75,-0.7916,76,-0.7721
ENSG00000117298,ECE1,6,-1.1191,9,-1.1025,20,0.77543,24,1.09531
ENSG00000076864,RAP1GAP,160,0.29433,161,0.68364,87,-0.7115,82,-0.8044
ENSG00000090686,USP48,35,0.00764,32,-0.1902,26,-0.4504,49,0.63198
ENSG00000070831,CDC42,271,0.51629,213,0.26651,133,-0.6661,174,-0.2086
ENSG00000173372,C1QA,101,1.12738,22,-1.9284,53,0.07695,110,1.53142
ENSG00000159189,C1QC,98,1.50907,14,-2.2785,62,0.81478,66,0.94140
ENSG00000173369,C1QB,204,1.64853,36,-1.8196,91,0.29021,125,0.90561
ENSG00000004487,KDM1A,35,-0.0058,43,0.76817,28,-0.3641,17,-1.1549
ENSG00000169641,LUZP1,43,0.24833,46,0.87357,22,-0.8801,20,-1.0203
ENSG00000125944,HNRNPR,57,-0.6137,96,0.45853,65,-0.4330,81,-0.0688
ENSG00000125945,ZNF436,19,0.05241,24,1.03299,9,-1.1696,10,-0.9134
ENSG00000117318,ID3,126,2.12449,2,-5.1442,4,-3.3196,133,3.01104
ENSG00000142676,RPL11,513,0.21902,293,-1.1082,513,0.24303,812,1.14777
ENSG00000011007,ELOA,14,-0.0301,17,0.65337,6,-1.3643,14,-0.0405
ENSG00000057757,PITHD1,186,0.06315,208,0.54921,140,-0.4101,122,-0.6375
ENSG00000011009,LYPLA2,21,-0.9383,49,0.87513,27,-0.6248,29,-0.4871
ENSG00000117308,GALE,5,-1.5922,19,1.08315,9,-0.7094,10,-0.5655
ENSG00000117305,HMGCL,7,-1.5852,18,-0.2757,23,0.26253,28,0.65709
ENSG00000189266,PNRC2,48,0.19663,39,-0.2046,33,-0.4032,57,0.53214
ENSG00000188529,SRSF10,33,-0.3458,41,-0.0145,45,0.17057,42,0.02137
ENSG00000001461,NIPAL3,93,0.45345,55,-0.6564,35,-1.1413,137,1.31342
ENSG00000133226,SRRM1,120,1.36513,42,-0.6573,26,-1.1937,80,0.76790
ENSG00000169504,CLIC4,33,-0.2458,12,-2.5142,26,-0.7105,137,2.93208
ENSG00000117614,SYF2,96,0.71262,53,-0.4626,53,-0.2537,81,0.48017
ENSG00000117616,RSRP1,49,0.43061,36,-0.1547,20,-1.0146,54,0.68617
ENSG00000183726,TMEM50A,103,0.50317,71,-0.1521,59,-0.4238,89,0.29763
ENSG00000204178,MACO1,53,1.28079,27,0.39795,9,-1.5092,16,-0.7109
ENSG00000117643,MAN1C1,17,-1.0548,48,1.42286,21,-0.7649,14,-1.4432
ENSG00000162430,SELENON,43,0.32995,33,-0.1660,32,-0.1921,41,0.24710
ENSG00000117640,MTFR1L,54,-0.0313,58,0.15847,45,-0.3569,58,0.08252
ENSG00000117632,STMN1,848,-0.3931,1339,0.76076,699,-0.7513,853,-0.4215
ENSG00000158008,EXTL1,7,-2.3688,44,0.76615,37,0.05810,24,-0.6777
ENSG00000142684,ZNF593,26,-0.0843,27,-0.0230,22,-0.3544,34,0.37935
ENSG00000142669,SH3BGRL3,263,0.13110,238,-0.0571,191,-0.4074,296,0.36222
ENSG00000158062,UBXN11,28,0.32398,23,0.04371,31,0.51176,12,-1.0789
ENSG00000117682,DHDDS,13,-0.4583,17,-0.1107,17,-0.0168,22,0.39148
ENSG00000198830,HMGN2,205,0.89253,81,-1.0041,102,-0.2550,204,1.02986
ENSG00000117713,ARID1A,32,-0.6261,54,0.35086,39,-0.3926,51,0.07403
ENSG00000204160,ZDHHC18,2,-3.6368,30,1.19977,17,-0.5027,15,-0.6685
ENSG00000142751,GPN2,17,-0.0248,23,0.93022,11,-0.7597,9,-1.0202
ENSG00000090273,NUDC,86,-0.7323,139,0.02904,157,0.23520,140,0.03490
ENSG00000253368,TRNP1,38,-0.8290,81,0.79058,63,-0.0618,35,-1.0601
ENSG00000090020,SLC9A1,21,-0.1429,32,1.36318,12,-1.1003,8,-1.6131
ENSG00000142784,WDTC1,0,-6.1341,36,0.71991,34,0.20809,21,-0.5690
ENSG00000186501,TMEM222,120,0.72669,77,0.00850,73,-0.0812,58,-0.4791
ENSG00000158195,WASF2,32,-0.1309,18,-1.6127,30,-0.2555,94,2.04042
ENSG00000126705,AHDC1,34,-0.1867,47,0.82492,26,-0.6516,24,-0.7707
ENSG00000126709,IFI6,632,1.12907,361,0.40951,154,-1.2118,208,-0.7249
ENSG00000117758,STX12,154,0.77164,99,0.10113,68,-0.5860,86,-0.1961
ENSG00000117751,PPP1R8,31,0.24811,26,-0.0938,16,-0.8438,37,0.61854
ENSG00000117748,RPA2,42,-0.2684,56,0.42364,37,-0.4965,47,-0.1128
ENSG00000126698,DNAJC8,142,0.21851,126,0.04556,102,-0.3256,131,0.09565
ENSG00000130770,ATP5IF1,402,-0.4775,670,0.75783,500,-0.1518,289,-1.0580
ENSG00000180098,TRNAU1AP,11,-0.4668,17,0.39851,13,-0.2389,14,-0.2075
ENSG00000120656,TAF12,12,-0.2619,15,0.24948,9,-0.6383,16,0.26022
ENSG00000198492,YTHDF2,84,0.41401,81,0.79845,32,-1.1375,41,-0.7795
ENSG00000116350,SRSF4,22,-0.8139,43,0.43111,29,-0.4592,40,0.06877
ENSG00000116353,MECR,21,-0.6353,35,0.31723,34,0.13506,25,-0.4000
ENSG00000162511,LAPTM5,43,-0.2272,30,-1.2464,65,0.50925,94,1.24576
ENSG00000162512,SDC3,95,-0.7235,151,-0.0102,185,0.36026,148,-0.0445
ENSG00000134644,PUM1,140,0.38775,128,0.51732,63,-0.9212,89,-0.3638
ENSG00000060688,SNRNP40,73,2.40643,14,-0.7868,11,-0.9232,14,-0.4680
ENSG00000121766,ZCCHC17,102,-0.2478,136,0.43005,96,-0.3912,105,-0.2267
ENSG00000121769,FABP3,196,0.47846,182,0.83414,102,-0.6102,55,-1.5802
ENSG00000162517,PEF1,68,-0.1808,89,0.55465,66,-0.2625,52,-0.6424
ENSG00000084636,COL16A1,22,-0.3430,21,-0.7127,33,0.33439,43,0.84552
ENSG00000121753,ADGRB2,124,-0.8949,280,0.89260,220,-0.0089,94,-1.3958
ENSG00000184007,PTP4A2,94,-0.9763,142,-0.6237,109,-0.8085,391,1.59234
ENSG00000121774,KHDRBS1,98,-0.0662,113,0.35071,84,-0.3371,89,-0.2391
ENSG00000025800,KPNA6,71,0.57152,57,0.46235,20,-1.5007,48,-0.0701
ENSG00000084652,TXLNA,23,0.04680,23,0.10646,17,-0.4322,25,0.18154
ENSG00000160050,CCDC28B,34,0.79627,20,-0.0536,18,-0.2201,18,-0.2700
ENSG00000084623,EIF3I,104,-0.0231,116,0.30952,99,-0.1249,83,-0.4112
ENSG00000175130,MARCKSL1,167,-0.4391,133,-1.2831,212,-0.0683,518,1.74086
ENSG00000160058,BSDC1,27,-1.1703,69,0.57133,50,-0.2887,53,-0.1919
ENSG00000176261,ZBTB8OS,53,0.42605,42,0.11303,33,-0.3809,38,-0.1075
ENSG00000162521,RBBP4,58,-0.2966,74,0.15038,62,-0.2208,75,0.10985
ENSG00000162522,KIAA1522,6,-1.3535,20,0.83567,19,0.26561,6,-1.5657
ENSG00000134684,YARS,98,0.19982,107,0.79015,59,-0.6588,47,-1.0196
ENSG00000160097,FNDC5,10,-0.8067,24,1.42985,9,-1.0529,8,-1.2506
ENSG00000121905,HPCA,120,-0.8196,261,0.92907,183,-0.1966,99,-1.1965
ENSG00000121900,TMEM54,49,0.20614,36,-0.5373,55,0.41836,51,0.30147
ENSG00000116514,RNF19B,38,1.02076,19,-0.2525,20,-0.0465,17,-0.3051
ENSG00000004455,AK2,12,-1.0508,21,-0.3954,19,-0.3812,45,1.15560
ENSG00000142920,AZIN2,25,0.21430,24,0.34258,24,0.15504,11,-1.0944
ENSG00000160094,ZNF362,47,1.44910,18,-0.3423,17,-0.2771,16,-0.3980
ENSG00000134686,PHC2,105,0.81649,62,-0.0805,47,-0.5068,64,0.01560
ENSG00000163866,SMIM12,51,0.09346,57,0.58181,34,-0.6003,35,-0.5297
ENSG00000116544,DLGAP3,39,-0.4442,59,0.41833,65,0.37829,26,-1.1417
ENSG00000163867,ZMYM6,35,1.49080,12,-0.5624,13,-0.2133,13,-0.1027
ENSG00000116560,SFPQ,121,0.03700,117,-0.0456,117,-0.0233,124,0.07743
ENSG00000146463,ZMYM4,46,0.52682,28,-0.4425,36,0.16874,37,0.21692
ENSG00000142687,KIAA0319L,78,0.51214,63,0.35842,30,-1.0639,54,-0.0867
ENSG00000020129,NCDN,310,-0.6607,643,1.24343,322,-0.6543,201,-1.4110
ENSG00000126067,PSMB2,112,0.10145,129,0.72638,57,-1.0310,81,-0.4490
ENSG00000142686,C1orf216,54,-0.5002,99,1.10301,52,-0.6311,36,-1.2034
ENSG00000092847,AGO1,11,-1.1322,26,0.36744,17,-0.5420,27,0.31359
ENSG00000126070,AGO3,8,-0.5902,11,-0.3957,10,-0.3971,22,1.05799
ENSG00000116863,ADPRHL2,10,-1.1014,28,0.92815,10,-1.2648,21,-0.0632
ENSG00000054116,TRAPPC3,64,0.35479,61,0.62556,41,-0.3709,25,-1.1558
ENSG00000116871,MAP7D1,121,-0.6965,213,0.40495,179,-0.1024,163,-0.2585
ENSG00000054118,THRAP3,35,-0.3590,43,-0.0295,41,-0.1199,53,0.32309
ENSG00000196182,STK40,24,0.40117,18,-0.0554,18,-0.0705,17,-0.0893
ENSG00000181817,LSM10,61,0.34461,53,0.27757,43,-0.2281,36,-0.5065
ENSG00000116885,OSCP1,1,-3.5238,21,0.86752,14,-0.3133,14,-0.2965
ENSG00000116898,MRPS15,46,-0.1959,57,0.29541,64,0.35410,29,-0.9538
ENSG00000163873,GRIK3,105,2.35721,30,0.26305,5,-2.5694,5,-2.6170
ENSG00000163875,MEAF6,85,-0.0539,108,0.72446,67,-0.4726,53,-0.8558
ENSG00000134697,GNL2,23,0.58638,17,0.26899,10,-0.6971,13,-0.2466
ENSG00000116922,C1orf109,31,1.13398,18,0.57792,5,-1.7137,9,-0.7763
ENSG00000183317,EPHA10,31,0.94425,21,0.64941,14,-0.3787,3,-2.4294
ENSG00000185090,MANEAL,30,-0.0524,39,0.86723,20,-0.7351,18,-0.8783
ENSG00000196449,YRDC,31,0.88281,20,0.26690,10,-0.9051,15,-0.3619
ENSG00000197982,C1orf122,202,-0.3468,194,-0.7250,323,0.45163,379,0.75987
ENSG00000183431,SF3A3,38,0.07306,38,0.12706,40,0.15368,28,-0.4559
ENSG00000183520,UTP11,18,-0.7153,34,0.53351,26,-0.2018,24,-0.3779
ENSG00000116954,RRAGC,30,-0.4485,46,0.50250,30,-0.4448,35,-0.2037
ENSG00000174574,AKIRIN1,62,-0.5993,111,0.74936,71,-0.4078,63,-0.6237
ENSG00000168653,NDUFS5,687,-0.0302,773,0.33236,650,-0.1324,541,-0.4428
ENSG00000127603,MACF1,101,0.01619,95,-0.1791,93,-0.1372,125,0.39001
ENSG00000090621,PABPC4,67,0.19054,52,-0.3841,46,-0.4297,91,0.78527
ENSG00000116983,HPCAL4,153,-1.1186,388,0.75706,313,-0.0142,184,-0.9082
ENSG00000084072,PPIE,63,1.08459,34,0.09190,20,-0.7900,27,-0.3331
ENSG00000168389,MFSD2A,40,1.02493,13,-1.2390,19,-0.1326,38,1.11772
ENSG00000131236,CAP1,240,0.71511,153,-0.0419,106,-0.6362,167,0.13053
ENSG00000131238,PPT1,95,-0.1923,120,0.38750,98,-0.1565,84,-0.4199
ENSG00000084073,ZMPSTE24,40,0.59336,23,-0.5008,29,0.04103,35,0.37687
ENSG00000049089,COL9A2,4,-2.1332,13,-1.1220,16,-0.3759,53,2.03202
ENSG00000084070,SMAP2,140,0.34036,137,0.67354,100,-0.2169,43,-1.5555
ENSG00000117016,RIMS3,17,-1.6384,65,1.10673,42,-0.2744,25,-1.1216
ENSG00000066136,NFYC,50,0.85460,33,0.36818,15,-1.1432,24,-0.3577
ENSG00000171793,CTPS1,6,-1.1619,17,1.07883,9,-0.5978,8,-0.8157
ENSG00000127124,HIVEP3,3,-2.5410,21,0.82392,13,-0.3865,15,-0.2451
ENSG00000198815,FOXJ3,26,-0.7786,56,0.92749,29,-0.6537,30,-0.6268
ENSG00000177181,RIMKLA,68,1.06852,44,0.82737,20,-0.9168,8,-2.3823
ENSG00000127125,PPCS,43,-0.4361,60,0.19510,52,-0.1555,58,0.04133
ENSG00000171960,PPIH,13,-0.1775,17,0.49895,9,-0.7941,14,-0.0560
ENSG00000065978,YBX1,264,1.51666,60,-1.4330,89,-0.3301,189,1.08001
ENSG00000164008,C1orf50,18,-0.2253,20,-0.1268,25,0.30010,21,0.00943
ENSG00000177868,SVBP,49,0.26282,43,0.10979,43,0.06959,32,-0.4547
ENSG00000117394,SLC2A1,94,0.82948,29,-1.5808,42,-0.4819,133,1.73698
ENSG00000117395,EBNA1BP2,88,0.09753,95,0.48486,73,-0.2042,52,-0.7758
ENSG00000179178,TMEM125,3,-2.4501,5,-2.4852,6,-1.6293,71,3.66787
ENSG00000066322,ELOVL1,6,-2.8030,15,-2.0520,15,-1.4540,145,3.30019
ENSG00000159479,MED8,58,1.44883,27,0.29363,14,-0.9333,11,-1.2392
ENSG00000178922,HYI,56,1.85184,10,-1.4983,23,0.32026,23,0.33936
ENSG00000142949,PTPRF,124,0.00528,141,0.44579,119,-0.0661,77,-0.7987
ENSG00000066135,KDM4A,3,-2.1403,14,0.09934,10,-0.5400,21,0.82718
ENSG00000126091,ST3GAL3,43,0.26155,41,0.43425,33,-0.1564,21,-0.8732
ENSG00000117408,IPO13,45,-0.4139,55,-0.1909,65,0.19184,69,0.30375
ENSG00000117410,ATP6V0B,373,-0.3079,568,0.84219,314,-0.6272,292,-0.7486
ENSG00000117411,B4GALT2,10,-2.7192,71,0.38687,83,0.48178,48,-0.4796
ENSG00000159214,CCDC24,15,-0.0829,17,0.26169,13,-0.2567,14,-0.1488
ENSG00000178028,DMAP1,48,0.09496,47,0.16250,43,-0.0771,38,-0.2625
ENSG00000117419,ERI3,197,0.06830,211,0.36689,171,-0.1772,139,-0.5297
ENSG00000187147,RNF220,48,-1.1416,109,0.25720,96,-0.0959,108,0.12733
ENSG00000126106,TMEM53,5,-1.4337,15,0.45970,16,0.30262,9,-0.6178
ENSG00000142937,RPS8,1790,0.74976,774,-1.0086,1173,0.06582,1826,0.90437
ENSG00000070785,EIF2B3,5,-2.3395,31,0.81361,19,-0.4516,22,-0.1959
ENSG00000126107,HECTD3,32,1.02557,19,0.39450,9,-1.0217,11,-0.7018
ENSG00000126088,UROD,88,0.27441,76,0.07276,72,-0.0478,64,-0.2522
ENSG00000117450,PRDX1,290,0.03776,252,-0.3454,286,0.02033,369,0.48517
ENSG00000117448,AKR1A1,57,0.13171,53,0.07744,48,-0.1411,50,-0.0689
ENSG00000132780,NASP,33,0.25532,23,-0.6061,19,-0.6773,52,1.15180
ENSG00000159592,GPBP1L1,37,0.70006,20,-0.4894,19,-0.3909,34,0.61929
ENSG00000159596,TMEM69,7,-0.8565,17,0.84500,7,-0.9045,11,-0.2390
ENSG00000086015,MAST2,34,0.28969,27,-0.0915,28,0.03151,27,-0.0540
ENSG00000117461,PIK3R3,8,-0.8842,18,0.67359,12,-0.3456,12,-0.4142
ENSG00000085998,POMGNT1,50,-0.0110,48,-0.1610,58,0.22967,52,0.03400
ENSG00000132128,LRRC41,21,-1.2005,58,0.86877,34,-0.5041,34,-0.4950
ENSG00000173660,UQCRH,439,-0.4231,653,0.44213,607,0.09571,376,-0.7199
ENSG00000117480,FAAH,10,-1.5019,33,0.47720,17,-0.9031,37,0.46036
ENSG00000079277,MKNK1,3,-2.5744,22,0.90008,11,-0.7576,16,-0.0569
ENSG00000123472,ATPAF1,85,-0.6078,128,0.05951,155,0.38042,109,-0.2397
ENSG00000159658,EFCAB14,99,1.00084,34,-1.1830,41,-0.4381,103,1.25509
ENSG00000186377,CYP4X1,17,-0.0769,25,1.27935,6,-1.7794,10,-0.8734
ENSG00000162368,CMPK1,104,0.16916,101,0.25787,60,-0.7532,99,0.10726
ENSG00000162373,BEND5,38,0.76957,25,0.26349,25,0.11710,9,-1.5639
ENSG00000162374,ELAVL4,110,-0.0313,156,1.36660,53,-1.2499,43,-1.5695
ENSG00000185104,FAF1,39,0.36759,31,0.02681,31,-0.0268,27,-0.2592
ENSG00000123091,RNF11,423,0.20272,439,0.59182,279,-0.4942,238,-0.7518
ENSG00000085832,EPS15,187,0.58463,138,0.20443,106,-0.3531,101,-0.4358
