Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to6,Feature log2 fold change topic 4to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8
ENSG00000183454,GRIN2A,214,0.49147,96,-0.8114,133,-0.2917,210,0.69568,109,-0.6084,95,-0.8286
ENSG00000166669,ATF7IP2,22,-0.1397,25,0.09452,19,-0.3376,30,0.53242,18,-0.4291,17,-0.5171
ENSG00000166676,TVP23A,15,-0.3211,11,-0.8990,25,0.46186,20,0.06821,30,0.76501,12,-0.7098
ENSG00000182108,DEXI,67,0.06323,46,-0.5377,74,0.25094,64,-0.0066,63,-0.0312,71,0.17248
ENSG00000038532,CLEC16A,16,-0.2675,12,-0.6706,27,0.59553,20,0.17172,24,0.36333,11,-0.8069
ENSG00000189067,LITAF,4,-1.7437,10,-0.4882,11,-0.4296,7,-1.2353,20,0.56555,45,2.18111
ENSG00000184602,SNN,345,0.32135,192,-0.6288,163,-0.8855,335,0.39979,312,0.15202,258,-0.1600
ENSG00000153066,TXNDC11,23,0.49622,16,-0.0796,15,-0.1401,15,-0.2324,25,0.66525,10,-0.8029
ENSG00000122299,ZC3H7A,25,0.42583,8,-1.2597,13,-0.5749,23,0.36277,22,0.18916,19,-0.0725
ENSG00000171490,RSL1D1,48,-0.5534,64,-0.0918,85,0.38345,75,0.23509,60,-0.2081,61,-0.1788
ENSG00000103342,GSPT1,92,0.29600,70,-0.1526,66,-0.2340,72,-0.1314,101,0.45638,68,-0.1971
ENSG00000237515,SHISA9,34,-0.4259,39,-0.2333,38,-0.2659,58,0.64450,52,0.25694,21,-1.1741
ENSG00000186260,MRTFB,304,0.29420,184,-0.5229,149,-0.8519,351,0.83368,202,-0.3750,145,-0.8983
ENSG00000140694,PARN,27,0.12491,17,-0.6323,31,0.30258,30,0.43511,14,-0.8711,22,-0.1985
ENSG00000103429,BFAR,25,-0.0922,19,-0.5279,25,-0.0936,30,0.30494,37,0.53343,16,-0.7846
ENSG00000103512,NOMO1,72,-0.1839,76,-0.0982,76,-0.0991,96,0.41140,70,-0.2291,65,-0.3559
ENSG00000183426,NPIPA1,49,0.43454,19,-1.0384,36,-0.0704,41,0.17667,51,0.52171,24,-0.7342
ENSG00000179889,PDXDC1,54,0.18765,33,-0.6347,56,0.22387,51,0.10260,58,0.29056,36,-0.4909
ENSG00000157045,NTAN1,41,0.15902,49,0.47266,35,-0.0837,35,-0.1244,29,-0.4035,37,0.00946
ENSG00000085721,RRN3,30,0.21029,18,-0.5828,25,-0.0901,32,0.44393,24,-0.1914,19,-0.4924
ENSG00000166780,BMERB1,281,-0.0561,282,-0.0555,348,0.29856,340,0.37329,220,-0.4529,179,-0.7741
ENSG00000166783,MARF1,47,-0.3409,87,0.69367,87,0.70714,56,-0.0768,27,-1.1986,46,-0.3523
ENSG00000133393,FOPNL,28,-0.3229,32,-0.0614,31,-0.1099,37,0.21554,36,0.09605,31,-0.1070
ENSG00000103489,XYLT1,23,-0.5428,43,0.42235,22,-0.6108,46,0.86744,15,-1.2073,22,-0.6468
ENSG00000134419,RPS15A,638,0.12813,680,0.23615,361,-0.7863,419,-0.7257,857,0.63366,930,0.77812
ENSG00000170540,ARL6IP1,303,-0.6590,585,0.41650,585,0.41774,506,0.24493,296,-0.6940,365,-0.3632
ENSG00000157106,SMG1,46,0.14957,27,-0.7142,30,-0.5136,45,0.18908,53,0.39381,43,0.03827
ENSG00000103528,SYT17,53,-0.5230,80,0.14038,101,0.53710,97,0.71743,27,-1.5587,34,-1.1887
ENSG00000006007,GDE1,103,-0.0389,90,-0.2594,82,-0.4085,128,0.45922,103,-0.0508,85,-0.3478
ENSG00000103540,CCP110,38,-0.0702,46,0.23820,58,0.63348,40,0.00463,14,-1.6121,43,0.11787
ENSG00000103544,VPS35L,38,-0.2181,22,-1.0274,69,0.78568,42,-0.0639,40,-0.1489,52,0.29028
ENSG00000174628,IQCK,17,-0.8038,10,-1.6012,52,1.07238,12,-1.5933,77,1.85721,32,0.20577
ENSG00000261195,AC027130.1,6,-1.1703,6,-1.0745,13,0.02056,5,-1.6259,21,0.75220,43,2.18327
ENSG00000167191,GPRC5B,90,-1.1888,81,-1.3511,277,0.61628,64,-2.0675,500,1.74896,399,1.28887
ENSG00000066654,THUMPD1,20,-0.4974,25,-0.1572,35,0.40539,32,0.40009,17,-0.7148,25,-0.1583
ENSG00000102897,LYRM1,47,0.00785,56,0.29252,49,0.08731,50,0.14360,37,-0.3949,36,-0.4093
ENSG00000011638,TMEM159,16,0.24273,13,-0.0781,3,-2.2808,19,0.76292,15,0.06157,8,-0.8503
ENSG00000103316,CRYM,390,0.40591,259,-0.2737,178,-0.8620,414,0.78078,259,-0.2702,119,-1.4773
ENSG00000197006,METTL9,127,0.46108,103,0.10494,84,-0.2307,93,-0.0935,62,-0.7038,118,0.34296
ENSG00000140740,UQCRC2,154,-0.0786,116,-0.5380,195,0.31356,178,0.23575,147,-0.1560,146,-0.1674
ENSG00000185716,MOSMO,36,-0.1953,41,0.01119,33,-0.3372,55,0.75842,32,-0.3921,19,-1.1687
ENSG00000058600,POLR3E,23,0.19104,18,-0.2403,26,0.34188,25,0.47050,14,-0.6299,10,-1.1590
ENSG00000140743,CDR2,23,0.20477,8,-1.3464,21,0.04125,24,0.34744,25,0.32477,15,-0.4852
ENSG00000122254,HS3ST2,1,-4.2192,52,0.86962,64,1.27283,42,0.75814,0,-5.5902,5,-2.6565
ENSG00000103404,USP31,12,-0.5403,35,1.26794,18,0.12488,20,0.40402,3,-2.4964,7,-1.3646
ENSG00000168434,COG7,14,-0.3623,13,-0.5215,19,0.15021,23,0.66955,9,-1.0123,16,-0.0920
ENSG00000103365,GGA2,34,-0.1028,21,-0.8603,33,-0.1507,48,0.67408,35,-0.0663,25,-0.5937
ENSG00000103356,EARS2,15,0.27244,14,0.13033,16,0.31571,12,-0.1232,10,-0.3521,11,-0.1969
ENSG00000103353,UBFD1,42,-0.4389,55,-0.0234,61,0.15748,67,0.45842,44,-0.3600,41,-0.4963
ENSG00000004779,NDUFAB1,490,0.71435,346,0.11462,286,-0.1944,323,0.00738,265,-0.3208,223,-0.5960
ENSG00000166847,DCTN5,106,0.01544,105,0.00953,105,0.00982,122,0.37496,63,-0.8124,92,-0.2158
ENSG00000166501,PRKCB,274,-0.5793,449,0.22330,499,0.40291,458,0.37373,256,-0.6858,289,-0.4960
ENSG00000006116,CACNG3,244,0.38512,161,-0.3003,191,-0.0274,219,0.29409,192,-0.0199,106,-0.9572
ENSG00000122257,RBBP6,21,-0.5768,26,-0.2056,23,-0.4331,37,0.53460,20,-0.6105,37,0.37318
ENSG00000090905,TNRC6A,25,-0.9886,33,-0.5599,76,0.79695,51,0.16592,54,0.21556,38,-0.3457
ENSG00000205629,LCMT1,105,0.36483,89,0.08225,76,-0.1751,87,0.07602,85,0.01352,59,-0.5754
ENSG00000182601,HS3ST4,2,-3.5315,52,1.44030,44,1.09511,19,-0.4638,1,-4.4755,31,0.46877
ENSG00000169189,NSMCE1,30,-0.4399,33,-0.2711,47,0.30360,34,-0.2917,47,0.30590,53,0.51944
ENSG00000077235,GTF3C1,85,0.05483,62,-0.4557,95,0.23302,93,0.29979,79,-0.0764,58,-0.5563
ENSG00000169181,GSG1L,46,1.23319,12,-0.9367,12,-1.0005,24,0.09621,25,0.15067,15,-0.6232
ENSG00000169180,XPO6,84,0.06586,65,-0.3573,90,0.17889,94,0.36244,78,-0.0507,47,-0.8439
ENSG00000188322,SBK1,26,-0.1199,43,0.76384,25,-0.1262,29,0.09257,18,-0.6936,22,-0.3379
ENSG00000188603,CLN3,11,-0.6617,12,-0.5450,17,0.03769,14,-0.4029,21,0.36088,32,1.08807
ENSG00000176046,NUPR1,84,0.26352,62,-0.2504,65,-0.1685,29,-1.7444,149,1.29170,128,1.00353
ENSG00000196502,SULT1A1,82,0.52186,48,-0.3410,60,0.00025,61,0.04489,59,-0.0158,46,-0.4063
ENSG00000168488,ATXN2L,41,-0.1923,41,-0.1909,55,0.31868,50,0.21553,62,0.50063,17,-1.5130
ENSG00000178952,TUFM,157,-0.2385,178,-0.0334,186,0.03862,195,0.16301,195,0.11759,153,-0.2761
ENSG00000178188,SH2B1,50,-0.4120,50,-0.4366,69,0.09522,62,-0.1124,106,0.82815,60,-0.1233
ENSG00000176953,NFATC2IP,9,-0.7031,14,-0.1094,18,0.34676,13,-0.2232,29,1.17710,7,-1.0391
ENSG00000169682,SPNS1,12,-1.0253,15,-0.6986,39,0.82258,24,0.01607,23,-0.0427,30,0.33197
ENSG00000183336,BOLA2,50,0.43605,23,-0.8275,36,-0.0916,45,0.36823,38,-0.0029,26,-0.6378
ENSG00000103485,QPRT,3,-2.3473,15,-0.1025,26,0.76251,11,-0.7775,27,0.86974,26,0.75192
ENSG00000079616,KIF22,55,-0.2156,64,0.04061,35,-0.9106,49,-0.5273,160,1.70480,40,-0.7152
ENSG00000103495,MAZ,115,-0.0210,136,0.25641,160,0.52897,110,-0.1234,80,-0.6130,111,-0.0764
ENSG00000167371,PRRT2,172,-0.1501,167,-0.1967,166,-0.2095,250,0.71295,147,-0.4041,108,-0.8833
ENSG00000280789,PAGR1,23,-0.3532,18,-0.7775,20,-0.5707,33,0.29766,39,0.52575,32,0.18490
ENSG00000103502,CDIPT,83,-0.4952,115,0.03864,123,0.14945,119,0.12668,121,0.12758,101,-0.1731
ENSG00000174938,SEZ6L2,220,-0.5819,371,0.27277,405,0.41974,369,0.37943,244,-0.4135,176,-0.9237
ENSG00000174939,ASPHD1,203,0.98059,102,-0.1968,63,-0.9593,111,-0.0796,113,-0.0263,106,-0.1273
ENSG00000174943,KCTD13,65,0.24456,37,-0.6765,62,0.16053,62,0.22896,71,0.40053,28,-1.0631
ENSG00000149932,TMEM219,154,-0.2086,186,0.10036,180,0.04001,151,-0.3280,144,-0.3185,285,0.83368
ENSG00000149930,TAOK2,35,-0.2726,45,0.11044,39,-0.1414,46,0.20610,39,-0.1306,41,-0.0466
ENSG00000149929,HIRIP3,14,-0.8706,37,0.72257,24,-0.0324,23,-0.1132,29,0.31141,21,-0.2560
ENSG00000169592,INO80E,17,-1.1665,49,0.48747,46,0.39052,37,0.03964,37,0.01268,31,-0.2364
ENSG00000149927,DOC2A,352,0.10997,253,-0.4268,280,-0.2642,444,0.77230,229,-0.5857,187,-0.9020
ENSG00000149926,TLCD3B,27,-0.5137,38,0.02751,49,0.48776,41,0.27448,32,-0.2466,26,-0.5834
ENSG00000149925,ALDOA,151,0.09434,123,-0.2326,97,-0.6174,185,0.66844,134,-0.1047,78,-0.9538
ENSG00000149923,PPP4C,46,-0.3383,66,0.23217,33,-0.8563,58,0.02129,88,0.72147,52,-0.1719
ENSG00000090238,YPEL3,437,-0.0771,443,-0.0556,412,-0.1748,525,0.32689,463,0.01949,336,-0.5016
ENSG00000102882,MAPK3,308,0.16169,258,-0.1267,231,-0.3057,284,0.03940,308,0.16587,275,-0.0216
ENSG00000102879,CORO1A,154,0.25707,98,-0.4754,116,-0.2064,169,0.62322,106,-0.3535,74,-0.9251
ENSG00000261416,AC012645.3,26,1.08509,15,0.14377,2,-2.9618,15,0.16321,15,0.20080,7,-0.9201
ENSG00000169627,BOLA2B,34,0.04445,51,0.72000,40,0.31526,22,-0.8189,37,0.18219,36,0.15110
ENSG00000169217,CD2BP2,59,-0.1381,73,0.20063,79,0.33341,63,-0.0415,60,-0.1044,54,-0.2692
ENSG00000169221,TBC1D10B,32,-0.5698,49,0.10830,39,-0.2529,52,0.30050,54,0.27645,36,-0.3743
ENSG00000180035,ZNF48,24,0.58446,13,-0.4202,14,-0.2562,19,0.20240,25,0.61463,4,-2.0930
ENSG00000180096,SEPTIN1,8,-0.7607,19,0.53492,11,-0.3552,12,-0.3235,10,-0.4758,26,1.08896
ENSG00000179965,ZNF771,56,-0.0002,69,0.34158,62,0.16682,53,-0.1442,53,-0.1068,52,-0.1432
ENSG00000179958,DCTPP1,67,0.48669,46,-0.1224,52,0.07634,48,-0.0861,47,-0.1102,43,-0.2339
ENSG00000179918,SEPHS2,52,0.04024,29,-0.8748,35,-0.5926,69,0.81509,38,-0.4341,42,-0.3002
ENSG00000169957,ZNF768,10,-1.1114,25,0.34179,32,0.77045,14,-0.7668,41,1.22405,13,-0.7591
ENSG00000169955,ZNF747,17,0.22508,9,-0.7325,15,0.01123,15,0.09008,13,-0.2039,18,0.32514
ENSG00000229809,ZNF688,47,0.87207,22,-0.3896,15,-0.9284,29,0.06683,25,-0.1997,29,0.03964
ENSG00000156858,PRR14,27,0.47103,10,-1.0328,18,-0.2132,23,0.33933,19,-0.0484,17,-0.2560
ENSG00000156860,FBRS,30,0.48338,21,-0.0613,26,0.26300,23,0.12432,11,-1.0286,19,-0.2700
ENSG00000080603,SRCAP,26,0.24300,12,-0.9731,37,0.85305,25,0.29914,4,-2.5737,24,0.11883
ENSG00000156873,PHKG2,38,0.00190,26,-0.5784,49,0.44861,41,0.21243,32,-0.2339,32,-0.2691
ENSG00000196118,CCDC189,9,-0.8369,21,0.49718,25,0.77390,19,0.53098,3,-2.2373,8,-0.9680
ENSG00000103549,RNF40,30,-0.8714,45,-0.2018,49,-0.0914,59,0.31275,62,0.30040,50,-0.0367
ENSG00000099385,BCL7C,30,-0.2480,36,0.06239,44,0.39341,19,-1.2260,54,0.74754,58,0.87180
ENSG00000099364,FBXL19,36,-0.1350,46,0.26455,39,0.02104,39,-0.0199,52,0.47765,23,-0.8355
ENSG00000099381,SETD1A,17,-0.0153,11,-0.7198,16,-0.0863,21,0.49377,12,-0.4745,17,0.02045
ENSG00000099365,STX1B,259,0.32233,200,-0.1076,303,0.58725,219,0.05947,140,-0.6769,150,-0.5670
ENSG00000103496,STX4,32,-0.2799,45,0.25175,49,0.39764,37,-0.0928,31,-0.3743,41,0.08589
ENSG00000167397,VKORC1,62,0.22754,28,-1.0224,28,-1.0555,57,0.12197,98,1.02074,46,-0.2543
ENSG00000103507,BCKDK,34,-0.5993,58,0.25657,37,-0.4562,60,0.46901,36,-0.5228,51,0.05986
ENSG00000103510,KAT8,55,0.21681,31,-0.6978,49,0.02605,51,0.12212,58,0.30732,40,-0.2929
ENSG00000089280,FUS,144,-0.1144,120,-0.4187,140,-0.1650,176,0.30395,142,-0.1385,165,0.10860
ENSG00000169900,PYDC1,115,1.43405,54,0.08432,13,-2.1266,51,0.01342,26,-1.0638,48,-0.1066
ENSG00000140691,ARMC5,33,0.59866,22,-0.0445,25,0.14391,24,0.09579,18,-0.4193,14,-0.7768
ENSG00000140688,C16orf58,43,-0.5045,44,-0.4782,54,-0.1470,70,0.38935,83,0.55353,42,-0.5686
ENSG00000197302,ZNF720,10,-0.4423,18,0.55038,9,-0.5793,18,0.79984,4,-1.8428,10,-0.4380
ENSG00000069329,VPS35,101,-0.8966,193,0.12875,179,0.00645,231,0.64935,138,-0.4083,123,-0.5997
ENSG00000155330,C16orf87,25,0.62395,19,0.22337,14,-0.3448,17,0.01627,21,0.39685,5,-1.7944
ENSG00000166123,GPT2,50,-0.3266,25,-1.3993,73,0.30648,45,-0.6589,100,0.84749,106,0.95066
ENSG00000069345,DNAJA2,87,0.01866,65,-0.4390,81,-0.0877,100,0.38267,85,-0.0134,66,-0.4137
ENSG00000171208,NETO2,37,0.30952,22,-0.5212,40,0.44896,29,-0.1070,28,-0.1538,31,-0.0093
ENSG00000129636,ITFG1,225,-0.1119,194,-0.3533,264,0.14826,324,0.75756,142,-0.8401,132,-0.9575
ENSG00000102893,PHKB,9,-1.6710,31,0.23371,37,0.51655,28,0.10022,26,-0.0516,28,0.07762
ENSG00000102910,LONP2,56,-0.4818,70,-0.1380,86,0.20278,70,-0.1757,118,0.75850,66,-0.2156
ENSG00000196470,SIAH1,19,-0.2723,14,-0.7757,24,0.10665,30,0.70930,14,-0.8058,21,-0.1630
ENSG00000102921,N4BP1,22,-0.4809,29,-0.0738,55,1.02968,29,-0.0705,26,-0.2202,21,-0.5483
ENSG00000205423,CNEP1R1,8,-1.0857,4,-1.8851,28,0.93984,19,0.37856,23,0.60487,9,-0.9714
ENSG00000155393,HEATR3,9,-0.3535,12,-0.0220,14,0.31630,15,0.65647,4,-1.5244,8,-0.5004
ENSG00000121274,TENT4B,20,-0.4483,23,-0.2638,41,0.67188,28,0.07612,30,0.17063,19,-0.5745
ENSG00000166164,BRD7,51,0.34095,34,-0.3352,29,-0.5774,40,-0.0769,37,-0.2205,62,0.67663
ENSG00000083799,CYLD,67,0.30692,51,-0.1200,64,0.24532,57,0.07849,39,-0.5558,50,-0.1737
ENSG00000103460,TOX3,20,0.37459,9,-0.8170,4,-2.1143,23,0.95842,12,-0.4091,13,-0.3409
ENSG00000177200,CHD9,31,-0.1550,34,-0.0156,32,-0.1061,32,-0.1603,44,0.41517,37,0.13941
ENSG00000103479,RBL2,22,0.20120,12,-0.7830,25,0.38600,15,-0.6140,14,-0.5576,41,1.25973
ENSG00000166971,AKTIP,85,0.38003,74,0.14790,74,0.13708,70,0.06229,39,-0.8661,61,-0.1657
ENSG00000103494,RPGRIP1L,19,0.08324,8,-1.1464,18,-0.0002,24,0.71670,16,-0.1644,10,-0.8506
ENSG00000140718,FTO,77,-0.3194,74,-0.3735,100,0.10618,116,0.54757,65,-0.5701,82,-0.2136
ENSG00000087258,GNAO1,407,-0.2771,419,-0.2287,532,0.16293,597,0.52866,361,-0.4682,349,-0.5230
ENSG00000159461,AMFR,68,0.20470,56,-0.1146,57,-0.0896,62,0.05636,60,-0.0071,55,-0.1360
ENSG00000167005,NUDT21,89,-0.2615,102,-0.0382,165,0.77742,116,0.25317,66,-0.7249,65,-0.7519
ENSG00000087263,OGFOD1,35,0.15947,26,-0.3054,42,0.49610,29,-0.1663,45,0.60381,16,-1.0555
ENSG00000125124,BBS2,74,0.16633,41,-0.7527,69,0.05328,47,-0.7501,137,1.27136,72,0.13046
ENSG00000087250,MT3,9510,0.69097,6739,0.10030,5837,-0.1362,3802,-1.0490,7247,0.22176,10006,0.78169
ENSG00000125148,MT2A,799,-0.0744,628,-0.4635,906,0.13441,404,-1.4378,1505,1.02387,1637,1.18129
ENSG00000169715,MT1E,498,-0.1124,476,-0.1835,629,0.27645,252,-1.4752,802,0.69731,1102,1.28685
ENSG00000205364,MT1M,204,0.32089,121,-0.5330,154,-0.1387,62,-1.8877,319,1.12027,360,1.35316
ENSG00000198417,MT1F,89,-0.0275,64,-0.5626,55,-0.7869,43,-1.4770,162,1.00537,227,1.66797
ENSG00000125144,MT1G,323,-0.1748,103,-1.9336,144,-1.4334,118,-2.0872,860,1.57497,1092,2.09560
ENSG00000205358,MT1H,19,-1.3481,0,-6.8321,5,-3.2815,8,-3.0013,141,2.13866,173,2.66455
ENSG00000187193,MT1X,105,-0.1066,72,-0.7088,139,0.35755,50,-1.5873,211,1.09360,224,1.20463
ENSG00000102900,NUP93,26,-0.0585,20,-0.4826,26,-0.0615,32,0.37558,26,-0.0907,24,-0.2056
ENSG00000051108,HERPUD1,59,-0.3514,43,-0.8298,47,-0.6837,70,-0.0806,135,1.07482,87,0.30421
ENSG00000140848,CPNE2,18,-0.2391,26,0.39640,32,0.72712,10,-1.3281,13,-0.6868,45,1.35865
ENSG00000172775,FAM192A,50,-0.8550,101,0.27479,117,0.52822,95,0.24035,64,-0.4797,69,-0.3481
ENSG00000159579,RSPRY1,14,-0.1262,15,-0.0845,23,0.65144,15,-0.0110,9,-0.8539,17,0.13759
ENSG00000102931,ARL2BP,57,-0.4747,63,-0.2979,102,0.49554,97,0.62264,45,-0.8472,49,-0.6914
ENSG00000102934,PLLP,8,-1.9774,32,0.07934,41,0.51762,14,-1.4660,14,-1.1402,104,2.36984
ENSG00000006210,CX3CL1,131,-0.3861,87,-1.0275,196,0.27565,222,0.74049,152,-0.1411,97,-0.8542
ENSG00000005194,CIAPIN1,48,-0.0409,44,-0.1904,74,0.68919,51,0.10204,26,-0.9741,47,-0.0659
ENSG00000088682,COQ9,17,-1.0218,25,-0.4091,42,0.40273,40,0.45992,27,-0.3059,32,-0.0325
ENSG00000102978,POLR2C,49,-0.1429,32,-0.8089,46,-0.2624,69,0.63430,45,-0.2731,50,-0.1268
ENSG00000125170,DOK4,18,-0.2716,11,-0.9644,22,0.07331,25,0.37796,23,0.14635,20,-0.0579
ENSG00000205336,ADGRG1,92,-0.6804,51,-1.5938,200,0.59571,52,-1.8784,455,2.24390,171,0.32219
ENSG00000140854,KATNB1,46,-0.1057,31,-0.7182,44,-0.1590,60,0.51826,57,0.27262,31,-0.7138
ENSG00000140859,KIFC3,39,-0.4920,34,-0.6804,47,-0.1777,61,0.37202,67,0.40685,49,-0.1018
ENSG00000103005,USB1,16,-0.7595,34,0.47429,33,0.42688,25,-0.0159,32,0.37849,13,-1.0053
ENSG00000070761,CFAP20,63,0.25103,44,-0.3435,47,-0.2272,57,0.13344,53,-0.0137,53,-0.0151
ENSG00000070770,CSNK2A2,37,-0.0280,36,-0.0706,46,0.32215,39,0.06269,31,-0.2913,35,-0.1216
ENSG00000103021,CCDC113,13,-0.5083,17,-0.0945,20,0.11429,18,-0.0759,24,0.42281,20,0.10683
ENSG00000103034,NDRG4,458,-0.6926,721,0.03518,1088,0.74090,802,0.30857,559,-0.3795,413,-0.8569
ENSG00000125107,CNOT1,41,-0.3785,45,-0.2553,51,-0.0370,62,0.39626,54,0.05086,43,-0.3348
ENSG00000103042,SLC38A7,22,-0.3662,18,-0.6344,42,0.72186,29,0.10800,34,0.37544,17,-0.7919
ENSG00000125166,GOT2,104,-0.2361,112,-0.1210,141,0.27272,152,0.58854,78,-0.6963,70,-0.8545
ENSG00000150394,CDH8,52,-0.5953,64,-0.2863,72,-0.0895,115,1.11014,56,-0.5063,21,-1.9904
ENSG00000140937,CDH11,7,-1.7918,17,-0.4588,38,0.89421,21,-0.1671,29,0.41555,27,0.28336
ENSG00000166548,TK2,54,-0.0363,63,0.20576,59,0.10193,57,0.05221,41,-0.4966,57,0.03768
ENSG00000217555,CKLF,24,0.03952,22,-0.0664,16,-0.5728,22,-0.1406,40,0.95861,17,-0.4520
ENSG00000183723,CMTM4,112,0.30025,74,-0.3751,99,0.09646,92,-0.0306,119,0.40028,67,-0.5300
ENSG00000135720,DYNC1LI2,73,-0.7274,138,0.30472,89,-0.4038,131,0.31789,61,-0.9903,164,0.60166
ENSG00000159593,NAE1,42,-0.0957,28,-0.6984,42,-0.0761,56,0.57093,39,-0.1877,35,-0.3766
ENSG00000172840,PDP2,12,-0.1200,13,-0.0048,10,-0.4246,16,0.54168,10,-0.4129,10,-0.3644
ENSG00000166595,CIAO2B,236,0.39521,170,-0.1461,143,-0.4214,181,-0.0597,198,0.09980,198,0.10292
ENSG00000172831,CES2,15,-0.8171,26,0.07041,41,0.87296,23,-0.1414,17,-0.5458,29,0.25610
ENSG00000172824,CES4A,17,-0.9190,26,-0.2866,21,-0.6055,47,1.11214,27,-0.2144,16,-1.0435
ENSG00000067955,CBFB,12,-0.4675,20,0.40665,14,-0.2211,16,0.04156,17,0.15234,15,-0.0784
ENSG00000125149,C16orf70,41,-0.1517,21,-1.1851,53,0.24589,61,0.75534,37,-0.3457,28,-0.7590
ENSG00000102878,HSF4,14,-0.6236,6,-1.7440,16,-0.4184,24,0.29411,53,1.69481,6,-1.8708
ENSG00000140939,NOL3,20,-0.4129,34,0.45004,48,1.04806,20,-0.6147,23,-0.2478,26,-0.0283
ENSG00000196123,KIAA0895L,42,0.00537,19,-1.1773,63,0.70171,47,0.28111,34,-0.3339,34,-0.3122
ENSG00000205250,E2F4,26,-0.4210,28,-0.2968,44,0.42248,45,0.72448,17,-1.0409,21,-0.7972
ENSG00000168701,TMEM208,96,0.28848,43,-0.9889,84,0.06655,88,0.20530,81,0.00908,77,-0.0729
ENSG00000159713,TPPP3,13,-1.5538,43,0.28479,56,0.72540,27,-0.6033,29,-0.3795,68,1.08225
ENSG00000159720,ATP6V0D1,234,-0.5986,328,-0.0558,335,-0.0206,424,0.55474,297,-0.2164,249,-0.5030
ENSG00000276075,AC027682.6,17,-0.0333,18,0.10032,23,0.49033,19,0.19888,15,-0.2213,8,-1.1475
ENSG00000039523,RIPOR1,69,-0.1239,73,-0.0377,106,0.58155,73,-0.0558,74,-0.0110,57,-0.4332
ENSG00000102974,CTCF,46,0.77686,21,-0.4757,34,0.24840,22,-0.5979,42,0.61525,24,-0.3355
ENSG00000159753,CARMIL2,67,0.03611,65,-0.0025,74,0.20651,70,0.14922,59,-0.1703,49,-0.4659
ENSG00000102977,ACD,27,-0.0851,16,-0.9042,21,-0.5202,29,-0.0234,48,0.86085,33,0.21957
ENSG00000102981,PARD6A,33,-0.5163,34,-0.4781,47,0.07928,51,0.28919,58,0.41114,37,-0.3248
ENSG00000141098,GFOD2,17,-0.9409,38,0.29421,41,0.42837,34,0.12994,38,0.29875,19,-0.8247
ENSG00000102901,CENPT,32,-0.4312,32,-0.4261,48,0.22770,46,0.21800,58,0.56010,26,-0.7204
ENSG00000168286,THAP11,42,0.22273,24,-0.6829,50,0.52383,37,0.04382,24,-0.6425,41,0.17663
ENSG00000102898,NUTF2,70,-0.5648,120,0.31408,124,0.36856,112,0.28201,62,-0.7664,84,-0.2671
ENSG00000038358,EDC4,55,-0.2189,53,-0.2718,87,0.54353,65,0.08996,58,-0.1217,54,-0.2574
ENSG00000205220,PSMB10,130,0.19594,128,0.16556,96,-0.3053,98,-0.3593,120,0.06649,156,0.50806
ENSG00000103066,PLA2G15,16,-0.9159,21,-0.5101,48,0.82922,31,0.16388,31,0.08895,24,-0.3286
ENSG00000132600,PRMT7,29,0.06846,12,-1.3458,48,0.91032,26,-0.1431,43,0.71196,14,-1.0831
ENSG00000103056,SMPD3,32,0.22976,26,-0.1299,26,-0.1063,31,0.25165,31,0.14146,16,-0.9009
ENSG00000184939,ZFP90,39,0.32099,24,-0.4893,40,0.38367,31,-0.0673,22,-0.6171,39,0.30234
ENSG00000141076,UTP4,39,0.64697,20,-0.4776,30,0.19630,29,0.21385,16,-0.7772,20,-0.4241
ENSG00000168807,SNTB2,14,-0.4302,7,-1.4758,16,-0.2155,24,0.63395,24,0.39253,16,-0.2739
ENSG00000132612,VPS4A,171,0.30135,124,-0.2368,148,0.05839,152,0.13527,139,-0.0426,107,-0.4669
ENSG00000213380,COG8,18,0.32012,7,-1.0819,17,0.14994,14,-0.1493,25,0.83641,11,-0.4564
ENSG00000132604,TERF2,53,0.02884,43,-0.3094,61,0.25481,61,0.39343,34,-0.6565,41,-0.3633
ENSG00000103018,CYB5B,60,-0.4095,72,-0.1144,88,0.21043,76,-0.0452,84,0.13144,88,0.20617
ENSG00000181019,NQO1,22,-0.4818,19,-0.6506,37,0.37996,18,-0.9765,65,1.40988,37,0.39578
ENSG00000141101,NOB1,21,-0.1313,19,-0.2674,20,-0.1475,24,0.17313,34,0.72690,12,-0.9345
ENSG00000198373,WWP2,19,-0.4997,14,-0.9907,21,-0.3520,31,0.38167,33,0.37965,31,0.24791
ENSG00000223496,EXOSC6,88,0.12855,83,0.03341,92,0.19681,80,-0.0499,69,-0.2727,81,-0.0132
ENSG00000090861,AARS,100,-0.4074,111,-0.2449,143,0.17288,150,0.36600,131,0.02852,96,-0.4744
ENSG00000168872,DDX19A,28,-0.0768,31,0.06804,24,-0.3313,35,0.39735,28,-0.0969,21,-0.5438
ENSG00000157350,ST3GAL2,19,-0.4579,31,0.33334,21,-0.3180,28,0.23456,26,0.01412,23,-0.2006
ENSG00000103051,COG4,28,-0.0078,31,0.15473,25,-0.2046,33,0.41840,16,-0.9165,25,-0.1693
