Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to6,Feature log2 fold change topic 5to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11,Feature count topic 12to13,Feature log2 fold change topic 12to13
ENSG00000205927,OLIG2,2,-4.4845,181,2.40580,103,1.34113,4,-3.3354,45,0.00104,32,-0.5355,8,-2.4794,106,1.40464,13,-1.9613,17,-1.5341
ENSG00000184221,OLIG1,57,-1.4536,684,2.70954,224,0.65405,18,-3.0867,203,0.54694,93,-0.7156,50,-1.6451,119,-0.3447,74,-1.1178,66,-1.2940
ENSG00000142166,IFNAR1,2,-4.1711,49,0.48074,70,1.05311,18,-1.0146,30,-0.3106,33,-0.1376,37,0.04291,27,-0.4457,48,0.48109,39,0.13873
ENSG00000159128,IFNGR2,88,0.83530,17,-1.6891,43,-0.3087,12,-2.1245,38,-0.5072,88,0.82832,61,0.24288,77,0.61378,53,0.02782,55,0.08886
ENSG00000142188,TMEM50B,2,-5.1745,51,-0.5454,122,0.82468,148,1.15175,38,-1.0618,87,0.28218,50,-0.5703,88,0.30408,86,0.29069,75,0.04926
ENSG00000159131,GART,2,-2.9435,17,0.17687,8,-1.0152,50,1.96531,13,-0.3074,20,0.39007,19,0.31959,11,-0.4686,11,-0.4914,12,-0.3346
ENSG00000159140,SON,29,-2.3230,228,0.78592,182,0.42258,125,-0.1647,129,-0.1263,183,0.43401,159,0.21136,108,-0.3968,139,-0.0041,130,-0.1196
ENSG00000205758,CRYZL1,2,-4.6707,41,-0.3511,34,-0.6166,140,1.67024,45,-0.2225,44,-0.2481,38,-0.4622,91,0.91890,42,-0.3237,51,0.00024
ENSG00000205726,ITSN1,217,1.73658,29,-1.4516,61,-0.3549,126,0.80112,62,-0.3465,53,-0.5462,69,-0.1590,69,-0.1520,66,-0.2529,57,-0.4926
ENSG00000241837,ATP5PO,314,-0.4889,252,-0.8180,374,-0.2198,420,-0.0397,408,-0.0909,379,-0.1961,629,0.60433,796,0.99138,411,-0.0773,397,-0.1373
ENSG00000243927,MRPS6,44,-0.8959,28,-1.5440,90,0.20560,116,0.60959,62,-0.4038,116,0.59877,66,-0.2931,110,0.51401,86,0.13632,82,0.06079
ENSG00000198743,SLC5A3,2,-3.7886,11,-1.4561,43,0.62720,83,1.72895,11,-1.4548,62,1.23605,21,-0.5079,26,-0.1469,33,0.20865,20,-0.5750
ENSG00000159200,RCAN1,2,-4.9604,116,0.98647,86,0.49898,112,0.92770,39,-0.7776,66,0.08151,40,-0.6917,58,-0.1304,82,0.46244,47,-0.4653
ENSG00000185917,SETD4,2,-2.5778,10,-0.2038,15,0.37669,0,-4.1328,13,0.21729,2,-2.2493,14,0.31440,11,-0.1109,22,1.07669,14,0.29094
ENSG00000159228,CBR1,172,-0.1270,727,2.35608,383,1.16786,95,-1.0365,155,-0.3108,132,-0.5283,135,-0.4982,150,-0.3388,77,-1.4154,84,-1.2833
ENSG00000142197,DOP1B,10,-0.8552,4,-2.1258,6,-1.6694,0,-4.7049,17,-0.0515,43,1.42053,31,0.88246,17,-0.0572,27,0.70568,16,-0.1493
ENSG00000159256,MORC3,73,1.81519,22,-0.1504,7,-1.8915,26,0.12990,14,-0.8792,27,0.14588,27,0.15459,11,-1.1422,21,-0.2333,27,0.15435
ENSG00000185808,PIGP,2,-3.7879,45,0.77669,11,-1.3240,16,-0.8515,26,-0.0996,45,0.75389,41,0.61775,40,0.57570,29,0.06875,25,-0.1543
ENSG00000182670,TTC3,39,-2.1174,103,-0.6868,92,-0.8610,151,-0.1112,209,0.44915,265,0.78865,153,-0.0862,148,-0.1389,196,0.32761,171,0.09714
ENSG00000157538,VPS26C,2,-3.0613,21,0.37973,27,0.75377,0,-4.2700,14,-0.2303,18,0.14918,16,-0.0221,18,0.11880,20,0.31140,22,0.48721
ENSG00000157540,DYRK1A,3,-3.9356,29,-0.8912,62,0.23728,55,0.05595,52,-0.0287,67,0.37164,56,0.07594,43,-0.3334,65,0.36462,69,0.47159
ENSG00000157542,KCNJ6,2,-3.7966,0,-5.3170,8,-1.7376,12,-1.1868,50,1.04522,149,3.03445,10,-1.4710,12,-1.2123,7,-2.0901,27,-0.0563
ENSG00000157557,ETS2,47,-0.8105,14,-2.6224,42,-0.9711,3,-4.6975,60,-0.4881,129,0.75887,136,0.84968,105,0.42723,95,0.28938,128,0.84227
ENSG00000183527,PSMG1,73,1.53086,7,-2.0492,15,-0.9682,31,0.12100,18,-0.7982,21,-0.4997,28,-0.0495,30,0.05083,46,0.81462,22,-0.4754
ENSG00000185658,BRWD1,125,-0.1186,56,-1.3430,72,-0.9637,150,0.15724,115,-0.2678,226,0.81720,184,0.48792,134,-0.0120,159,0.28307,132,-0.0481
ENSG00000205581,HMGN1,35,-0.8426,82,0.46414,132,1.25277,37,-0.7710,66,0.12555,70,0.22606,28,-1.1832,60,-0.0226,59,-0.0537,50,-0.3394
ENSG00000182093,GET1,51,-1.3940,150,0.24927,137,0.11073,223,0.89541,97,-0.4610,127,-0.0077,150,0.25435,140,0.14593,124,-0.0536,120,-0.0973
ENSG00000185437,SH3BGR,31,0.39575,48,1.09022,40,0.79042,21,-0.1872,23,-0.1072,15,-0.6859,26,0.08752,7,-1.7449,23,-0.0742,17,-0.5597
ENSG00000183036,PCP4,133,-0.4597,28,-2.7631,23,-3.0138,4,-5.4617,204,0.22471,4,-5.3920,628,2.14653,296,0.80693,233,0.45912,168,-0.1039
ENSG00000171587,DSCAM,27,1.04455,3,-2.0395,8,-0.8516,0,-4.3530,13,-0.1541,23,0.82116,11,-0.3981,14,-0.0098,22,0.79563,13,-0.1515
ENSG00000157601,MX1,169,3.71535,17,-0.5738,12,-1.0578,3,-3.0225,10,-1.3993,0,-4.7624,23,-0.0927,14,-0.8363,21,-0.2310,9,-1.5882
ENSG00000157617,C2CD2,50,2.14845,10,-0.4450,8,-0.7564,0,-4.3756,10,-0.5819,2,-2.9418,27,1.04042,11,-0.4157,11,-0.3967,16,0.23260
ENSG00000173276,ZBTB21,34,1.35523,11,-0.4684,11,-0.3453,9,-0.7571,10,-0.5480,23,0.74467,21,0.56961,2,-2.6620,15,0.11131,13,-0.1766
ENSG00000160188,RSPH1,38,0.85153,17,-0.4027,21,-0.1073,4,-2.4808,21,-0.0945,22,-0.0201,21,-0.0684,5,-2.2216,40,1.04656,20,-0.1856
ENSG00000160194,NDUFV3,279,0.76593,128,-0.4582,153,-0.1899,118,-0.5837,170,-0.0327,125,-0.4961,192,0.16782,175,0.02329,152,-0.2196,216,0.39091
ENSG00000160199,PKNOX1,2,-2.2656,11,0.22591,13,0.47822,0,-3.8240,12,0.36728,24,1.50610,16,0.85460,10,0.06655,7,-0.3677,4,-1.3126
ENSG00000160208,RRP1B,2,-2.3510,12,0.27494,14,0.47083,1,-3.1941,13,0.50004,24,1.36444,7,-0.5859,6,-0.6466,13,0.47931,6,-0.8225
ENSG00000160209,PDXK,157,-0.1644,72,-1.3448,228,0.41420,217,0.33604,223,0.42454,188,0.11321,159,-0.1515,185,0.08786,157,-0.1883,155,-0.2043
ENSG00000160213,CSTB,241,0.77599,176,0.27496,273,0.98454,142,-0.0614,140,-0.0933,107,-0.5054,132,-0.1740,105,-0.5345,128,-0.2446,106,-0.5460
ENSG00000160214,RRP1,2,-3.4841,17,-0.3736,30,0.46410,12,-0.8665,16,-0.5545,28,0.37689,26,0.22440,15,-0.6198,40,1.05555,24,0.10061
ENSG00000160216,AGPAT3,27,-1.4883,69,-0.1106,162,1.27503,78,0.07778,71,-0.0743,57,-0.3987,80,0.12753,65,-0.2108,73,-0.0132,68,-0.1489
ENSG00000141959,PFKL,89,-0.4116,131,0.18985,77,-0.6244,119,0.02818,102,-0.2252,136,0.24750,144,0.33262,115,-0.0156,141,0.33379,108,-0.1303
ENSG00000160226,CFAP410,2,-3.9137,24,-0.3343,58,1.03962,1,-4.0505,25,-0.3403,30,-0.0243,44,0.59125,27,-0.1486,55,1.08745,23,-0.4179
ENSG00000142185,TRPM2,2,-3.9388,8,-2.0084,5,-2.6080,85,1.68601,17,-0.9534,36,0.26456,59,1.03216,21,-0.5592,45,0.65615,30,-0.0351
ENSG00000184787,UBE2G2,7,-2.1741,32,0.05382,48,0.69786,31,0.00431,31,0.02083,28,-0.1559,41,0.45972,27,-0.2259,29,-0.1105,34,0.14353
ENSG00000184900,SUMO3,86,-0.8474,51,-1.6213,46,-1.7638,110,-0.4743,131,-0.2237,166,0.17015,229,0.68258,136,-0.1436,189,0.40760,239,0.84311
ENSG00000183255,PTTG1IP,196,1.64626,166,1.35628,226,1.91530,40,-0.9190,62,-0.2493,35,-1.1085,15,-2.3278,28,-1.4109,36,-1.1457,20,-2.0034
ENSG00000160255,ITGB2,19,0.33205,39,1.55957,35,1.38559,9,-0.6803,29,1.22962,4,-1.9989,0,-6.2396,4,-1.7679,8,-1.0399,5,-1.6698
ENSG00000160256,FAM207A,36,0.90672,16,-0.3444,6,-1.7743,39,1.03813,18,-0.2166,16,-0.3597,30,0.61331,12,-0.8357,21,0.01355,16,-0.3564
ENSG00000197381,ADARB1,2,-4.1368,7,-2.4132,3,-3.4948,79,1.30814,23,-0.6736,39,0.14782,59,0.82380,27,-0.3979,46,0.45178,52,0.69546
ENSG00000182871,COL18A1,2,-2.7449,23,0.89769,53,2.34536,0,-4.2987,12,-0.1737,5,-1.3627,5,-1.3458,10,-0.4193,13,-0.0437,12,-0.1467
ENSG00000173638,SLC19A1,2,-2.3709,4,-1.2149,5,-0.9305,0,-3.9280,19,1.11957,7,-0.5651,14,0.49133,16,0.67385,11,0.08158,12,0.29215
ENSG00000142156,COL6A1,2,-3.5966,14,-0.8603,38,0.62871,1,-4.0204,29,0.21932,4,-2.7550,46,0.96539,13,-1.0105,45,1.02314,32,0.40148
ENSG00000160284,SPATC1L,2,-3.4559,19,-0.2509,30,0.50281,0,-5.0050,26,0.29386,50,1.31962,29,0.41609,25,0.21235,19,-0.1943,20,-0.1698
ENSG00000160285,LSS,2,-3.7799,87,1.93230,66,1.41890,27,-0.0018,30,0.15715,20,-0.4848,19,-0.5742,13,-1.1616,19,-0.5649,12,-1.2618
ENSG00000160294,MCM3AP,75,1.10346,40,0.09142,26,-0.5883,47,0.34944,25,-0.6475,46,0.31831,35,-0.1148,50,0.43349,31,-0.3279,30,-0.4037
ENSG00000182362,YBEY,3,-2.2034,35,1.39408,14,-0.0549,24,0.77423,17,0.27318,8,-0.9002,4,-1.8542,26,0.90437,15,0.03459,6,-1.3583
ENSG00000160299,PCNT,2,-3.6729,13,-1.0158,12,-1.1735,8,-1.6301,27,0.12231,48,0.99357,26,0.03143,27,0.10501,35,0.56004,35,0.56904
ENSG00000160305,DIP2A,197,2.97450,40,0.06611,28,-0.4499,13,-1.5735,26,-0.6388,95,1.51105,12,-1.6598,20,-0.9570,8,-2.4343,10,-2.0036
ENSG00000160307,S100B,149,-2.1581,3220,2.96325,1935,1.89545,179,-1.8907,608,-0.0566,183,-1.8568,115,-2.5390,369,-0.8157,165,-2.1037,236,-1.5643
ENSG00000160310,PRMT2,17,-3.1699,162,0.19050,174,0.30211,195,0.48423,149,0.06182,189,0.43489,147,0.03565,213,0.62252,100,-0.6036,137,-0.0842
ENSG00000177663,IL17RA,2,-2.2131,19,1.14910,11,0.22873,0,-3.7720,11,0.33435,9,0.06635,6,-0.6880,4,-1.3034,8,-0.1516,15,0.81295
ENSG00000183307,TMEM121B,70,1.89439,2,-3.1450,0,-6.9912,4,-2.3821,13,-0.8715,57,1.50449,31,0.49684,12,-0.9334,25,0.18763,20,-0.1889
ENSG00000069998,HDHD5,2,-3.1725,17,-0.1203,30,0.81738,20,0.17059,16,-0.2266,19,0.10271,25,0.49035,20,0.17718,19,0.08382,16,-0.1988
ENSG00000182902,SLC25A18,51,-0.2615,52,-0.2335,168,1.70472,39,-0.6544,94,0.79602,33,-0.9185,9,-2.7029,71,0.25514,50,-0.3179,36,-0.8372
ENSG00000131100,ATP6V1E1,608,0.48364,241,-0.9503,267,-0.7928,407,-0.1499,310,-0.6114,504,0.18450,711,0.73648,415,-0.1200,466,0.06707,561,0.39130
ENSG00000099968,BCL2L13,2,-3.6867,23,-0.3118,47,0.79942,56,1.08263,19,-0.6552,14,-1.0185,31,0.14533,21,-0.4213,30,0.09059,38,0.51117
ENSG00000015475,BID,40,-0.2551,20,-1.2495,52,0.14760,7,-2.7524,59,0.38028,82,0.88017,43,-0.1453,55,0.23243,63,0.50232,35,-0.4739
ENSG00000243156,MICAL3,2,-4.3821,53,0.36701,36,-0.2502,81,1.05474,34,-0.3406,40,-0.0538,36,-0.2456,36,-0.2486,63,0.73593,33,-0.3822
ENSG00000215193,PEX26,79,1.75543,14,-1.0263,42,0.66509,29,0.06318,24,-0.2112,24,-0.1849,17,-0.7055,13,-1.1636,18,-0.6451,27,-0.0244
ENSG00000278558,TMEM191B,2,-3.4904,8,-1.5845,13,-0.8664,40,0.89809,20,-0.2012,15,-0.5705,33,0.61647,34,0.65182,41,1.06436,13,-0.8220
ENSG00000183628,DGCR6,2,-3.4607,17,-0.3707,14,-0.6696,20,-0.1507,24,0.17008,21,-0.0333,19,-0.2244,25,0.20921,29,0.45626,31,0.57488
ENSG00000273032,DGCR9,2,-3.7138,6,-2.4289,1,-4.4962,4,-3.0673,27,-0.2417,32,0.04570,36,0.22000,62,1.13149,46,0.70125,57,1.10699
ENSG00000070413,DGCR2,2,-5.0890,42,-0.7453,67,-0.0452,88,0.38852,54,-0.4049,88,0.38761,71,0.04336,61,-0.1963,104,0.72606,81,0.27163
ENSG00000100056,ESS2,2,-2.9210,15,-0.0454,21,0.51045,0,-4.4324,12,-0.3571,15,-0.0330,11,-0.4153,13,-0.2440,21,0.54220,27,1.03143
ENSG00000100075,SLC25A1,50,0.47181,82,1.31045,91,1.49262,10,-1.8555,29,-0.3730,23,-0.6864,20,-0.9306,57,0.70718,25,-0.6106,17,-1.2228
ENSG00000100084,HIRA,2,-3.1568,14,-0.3687,14,-0.3282,0,-4.7050,23,0.42599,28,0.69590,17,-0.0291,28,0.74046,20,0.20464,21,0.25702
ENSG00000242259,C22orf39,128,0.85004,53,-0.5242,51,-0.5793,139,0.99928,50,-0.6555,79,0.08727,69,-0.1275,79,0.07725,63,-0.2777,74,-0.0194
ENSG00000185608,MRPL40,2,-4.8032,74,0.44343,86,0.66670,86,0.67095,47,-0.3115,48,-0.2313,42,-0.4619,57,0.01529,53,-0.1034,69,0.34620
ENSG00000070010,UFD1,2,-4.0832,44,0.42022,19,-0.8656,36,0.09739,27,-0.3620,63,0.99573,58,0.84815,13,-1.4205,23,-0.6252,53,0.77014
ENSG00000184113,CLDN5,188,1.77154,43,-0.6246,275,2.51941,2,-4.8661,109,0.92443,18,-1.9306,11,-2.6326,17,-1.9770,19,-1.9479,18,-1.9774
ENSG00000184702,SEPTIN5,118,0.97661,0,-6.4523,42,-0.6401,11,-2.6318,41,-0.7394,105,0.77163,104,0.75799,121,1.01378,66,0.04682,61,-0.0921
ENSG00000203618,GP1BB,183,1.31400,3,-4.6772,69,-0.2620,161,1.09516,92,0.21134,129,0.72808,37,-1.1900,42,-1.0007,51,-0.7726,76,-0.1306
ENSG00000215012,RTL10,2,-3.1703,4,-1.9903,6,-1.5846,53,1.79364,10,-0.9196,14,-0.3472,23,0.39474,16,-0.1567,26,0.68278,20,0.22959
ENSG00000184470,TXNRD2,2,-3.4459,7,-1.5725,32,0.62577,32,0.59674,22,0.04324,35,0.74861,25,0.21109,22,0.02162,22,0.00387,20,-0.1772
ENSG00000093010,COMT,5,-4.0320,258,1.78102,177,1.10919,111,0.34483,98,0.15927,82,-0.1318,36,-1.3777,46,-1.0066,79,-0.2072,45,-1.1076
ENSG00000099889,ARVCF,2,-3.0909,7,-1.2969,55,1.95681,0,-4.6420,16,-0.0835,22,0.37947,30,0.89188,8,-1.0562,27,0.80144,5,-1.7169
ENSG00000183597,TANGO2,2,-3.2535,14,-0.4991,20,0.09731,14,-0.4419,18,-0.0547,34,0.92739,20,0.07401,19,0.00155,16,-0.2375,27,0.62483
ENSG00000128191,DGCR8,2,-2.3719,12,0.29247,3,-1.8727,19,0.99127,12,0.34122,12,0.19775,5,-0.8878,2,-1.9139,12,0.21180,14,0.58300
ENSG00000099899,TRMT2A,37,0.79572,18,-0.3442,30,0.46607,30,0.47151,18,-0.3687,23,0.08168,25,0.19903,16,-0.5034,13,-0.7917,23,0.09770
ENSG00000099901,RANBP1,53,-0.9030,89,-0.1197,78,-0.3225,111,0.22370,96,-0.0026,84,-0.2090,132,0.49182,64,-0.6397,114,0.28539,111,0.24264
ENSG00000099904,ZDHHC8,46,0.46384,21,-0.7650,34,-0.0198,2,-4.0859,28,-0.3474,28,-0.2878,64,0.99832,18,-0.9306,51,0.68347,38,0.16974
ENSG00000040608,RTN4R,30,-1.3551,4,-4.1365,6,-3.5745,74,0.02739,35,-1.1583,25,-1.5795,168,1.37347,63,-0.2138,123,0.95242,128,1.03316
ENSG00000128185,DGCR6L,2,-4.7677,53,-0.0619,46,-0.2549,15,-1.9377,63,0.24434,64,0.24375,57,0.06048,82,0.62974,69,0.38984,65,0.29973
ENSG00000099910,KLHL22,2,-4.0312,19,-0.8988,32,-0.0665,30,-0.1782,26,-0.4115,45,0.45691,41,0.29497,37,0.15567,58,0.95709,33,-0.0617
ENSG00000099917,MED15,2,-4.2970,30,-0.4209,17,-1.2530,73,0.98605,35,-0.1769,58,0.61333,47,0.28003,35,-0.1888,52,0.47590,38,-0.0628
ENSG00000241973,PI4KA,314,-0.1508,37,-3.3232,133,-1.4488,247,-0.5175,229,-0.6820,497,0.57573,581,0.83038,337,-0.0415,411,0.29624,537,0.78498
ENSG00000099940,SNAP29,2,-3.8891,33,0.16907,41,0.51289,27,-0.1212,24,-0.3262,40,0.46577,21,-0.5557,18,-0.7217,40,0.51049,38,0.40439
ENSG00000099942,CRKL,48,-0.0429,55,0.19489,24,-1.0679,98,1.11788,42,-0.2554,22,-1.1899,83,0.83427,73,0.63291,45,-0.1210,29,-0.8393
ENSG00000183773,AIFM3,51,0.57301,27,-0.4046,80,1.32898,13,-1.4270,54,0.75802,20,-0.8534,18,-0.9923,15,-1.3138,32,-0.1399,30,-0.2356
ENSG00000099949,LZTR1,2,-3.2316,27,0.59399,11,-0.7809,1,-3.9577,17,-0.1735,22,0.22966,37,1.06610,10,-0.9310,23,0.33537,27,0.65861
ENSG00000184436,THAP7,31,0.37130,26,0.10282,36,0.63962,7,-1.8159,20,-0.3241,14,-0.8067,27,0.17251,38,0.72268,30,0.39038,17,-0.5416
ENSG00000099960,SLC7A4,2,-2.8452,0,-5.0848,0,-7.5193,15,0.03751,7,-1.0234,56,2.33706,22,0.65070,14,0.02839,9,-0.7980,22,0.79446
ENSG00000206140,TMEM191C,3,-1.5994,3,-1.6386,0,-7.1851,6,-0.7988,12,0.28617,14,0.59135,16,0.71990,8,-0.2541,13,0.46102,14,0.64757
ENSG00000185651,UBE2L3,17,-2.9250,145,0.28716,114,-0.0876,151,0.35844,104,-0.2438,118,-0.0328,139,0.22410,146,0.29866,126,0.07525,139,0.23971
ENSG00000161179,YDJC,2,-3.4947,15,-0.6131,14,-0.6938,0,-4.6674,26,0.24578,31,0.49916,44,1.06873,27,0.26086,31,0.57147,22,-0.0014
ENSG00000128228,SDF2L1,2,-3.6622,63,1.49760,40,0.70636,48,1.00928,21,-0.3174,13,-0.9647,17,-0.5667,27,0.09106,19,-0.4920,20,-0.3867
ENSG00000100023,PPIL2,2,-3.2746,21,0.12068,25,0.42973,14,-0.4577,13,-0.6248,31,0.77067,27,0.54935,12,-0.6982,28,0.64729,18,-0.1461
ENSG00000100027,YPEL1,60,1.36704,4,-2.7072,20,-0.3950,5,-2.2339,16,-0.7423,17,-0.6619,13,-0.9851,11,-1.2465,65,1.77495,21,-0.3149
ENSG00000100030,MAPK1,63,-2.5713,104,-1.8478,189,-0.9644,410,0.22497,233,-0.6925,595,0.82818,537,0.66066,226,-0.6921,618,1.00595,394,0.18104
ENSG00000100034,PPM1F,2,-3.2177,15,-0.3526,10,-0.9413,14,-0.4700,21,0.17701,16,-0.1920,16,-0.2649,37,1.11563,21,0.22574,24,0.45836
ENSG00000128266,GNAZ,50,-0.7875,69,-0.3179,26,-1.7470,41,-1.0890,86,0.03377,84,-0.0156,111,0.42443,112,0.43668,123,0.66317,94,0.17989
ENSG00000100228,RAB36,32,1.43150,2,-2.7529,7,-0.9937,0,-4.3044,14,0.11268,12,-0.1761,12,-0.1140,11,-0.2806,12,-0.1055,22,0.84871
ENSG00000186716,BCR,94,0.21329,29,-1.5633,72,-0.1938,106,0.41165,76,-0.1254,79,-0.0463,78,-0.0746,56,-0.5892,113,0.55713,86,0.09245
ENSG00000250479,CHCHD10,261,-0.5836,150,-1.4166,260,-0.5918,287,-0.4425,470,0.36219,335,-0.2024,537,0.54061,443,0.23550,461,0.32747,414,0.13781
ENSG00000099956,SMARCB1,2,-4.2503,32,-0.2723,59,0.68084,39,0.05258,33,-0.2566,38,-0.0117,46,0.29480,26,-0.5590,61,0.84440,33,-0.2467
ENSG00000133460,SLC2A11,2,-3.2265,19,0.00963,17,-0.0952,16,-0.2145,14,-0.4075,48,1.55752,16,-0.2593,8,-1.2216,25,0.48276,19,0.00937
ENSG00000240972,MIF,698,-0.7080,1021,-0.1263,937,-0.2591,1140,0.04597,1096,-0.0169,1138,0.04396,1465,0.44360,1114,0.01026,1238,0.19257,1105,-0.0036
ENSG00000099977,DDT,277,0.44228,234,0.16905,243,0.23049,120,-0.8576,204,-0.0461,208,-0.0150,221,0.07881,253,0.29641,165,-0.4044,217,0.05817
ENSG00000099991,CABIN1,2,-4.5971,27,-0.9130,27,-0.8856,1,-5.4543,50,0.05606,94,1.05280,101,1.18136,51,0.06020,53,0.15534,62,0.41834
ENSG00000100014,SPECC1L,2,-3.3337,20,-0.0128,52,1.55285,1,-4.4403,17,-0.2725,19,-0.0655,24,0.27269,14,-0.5111,23,0.24439,24,0.33654
ENSG00000138867,GUCD1,2,-2.3756,24,1.37973,9,-0.1101,15,0.59535,12,0.20782,16,0.68713,14,0.49644,10,-0.0192,5,-0.9910,4,-1.3714
ENSG00000100028,SNRPD3,13,-1.6617,67,0.79652,87,1.24290,5,-3.1255,44,0.16579,36,-0.1865,47,0.24300,41,0.01157,38,-0.0824,32,-0.3845
ENSG00000167037,SGSM1,2,-4.3032,8,-2.2951,3,-3.7629,73,0.97129,20,-1.0699,72,0.95937,58,0.60933,55,0.50357,47,0.28468,55,0.57943
ENSG00000197077,KIAA1671,80,1.10013,6,-2.8060,35,-0.2250,24,-0.7647,40,-0.0121,87,1.23454,23,-0.8602,40,-0.0296,31,-0.4302,44,0.15539
ENSG00000100077,GRK3,2,-5.0767,7,-3.3017,20,-1.7913,20,-1.8363,74,0.15621,137,1.13068,60,-0.1884,99,0.60090,80,0.28170,115,0.94056
ENSG00000100095,SEZ6L,131,0.20767,11,-3.4403,69,-0.7771,77,-0.6109,92,-0.3710,340,1.82252,72,-0.7099,158,0.50878,113,-0.0186,111,-0.0552
ENSG00000128203,ASPHD2,2,-4.1493,1,-4.5080,40,0.17626,41,0.21567,20,-0.9277,105,1.79576,44,0.32802,21,-0.7728,46,0.43111,39,0.14776
ENSG00000100099,HPS4,36,0.56277,19,-0.3837,40,0.74872,20,-0.3052,17,-0.5989,20,-0.3394,33,0.41718,46,0.99146,18,-0.5226,19,-0.4044
ENSG00000100104,SRRD,2,-3.4263,12,-0.8455,23,0.11198,43,1.11327,21,-0.0717,36,0.83615,25,0.25947,7,-1.6091,31,0.63017,14,-0.7308
ENSG00000100109,TFIP11,2,-2.7483,16,0.22105,9,-0.7367,0,-4.3883,17,0.34135,16,0.21413,11,-0.3550,6,-1.2736,29,1.30214,16,0.15346
ENSG00000128294,TPST2,2,-3.5627,8,-1.6045,64,1.65153,14,-0.7977,21,-0.1623,43,0.94804,10,-1.3003,12,-0.9501,40,0.92013,16,-0.6355
ENSG00000225783,MIAT,58,-0.3372,3,-4.4828,8,-3.1326,30,-1.2891,73,0.02504,213,1.81756,92,0.38913,59,-0.2919,89,0.37478,73,0.02322
ENSG00000180957,PITPNB,41,-0.8889,38,-1.0312,34,-1.1957,82,0.14494,65,-0.2254,104,0.52803,85,0.21699,104,0.52476,97,0.45801,78,0.08028
ENSG00000235954,TTC28-AS1,2,-2.8085,28,1.12575,7,-1.0458,6,-1.2867,10,-0.5088,26,0.99031,10,-0.5083,11,-0.3863,21,0.75383,14,0.03776
ENSG00000100209,HSCB,2,-2.7554,19,0.53617,26,1.06522,8,-0.6624,18,0.55026,15,0.18403,7,-1.0239,13,0.00898,13,-0.1031,11,-0.3712
ENSG00000159873,CCDC117,102,2.74791,12,-0.8631,6,-1.7321,0,-4.9772,12,-0.9078,17,-0.3573,15,-0.5036,18,-0.2703,13,-0.8091,29,0.51844
ENSG00000100219,XBP1,2,-3.4183,33,0.66594,5,-1.9878,46,1.23374,13,-0.7611,36,0.84153,23,0.10698,16,-0.4001,36,0.91434,9,-1.3340
ENSG00000183579,ZNRF3,2,-3.2946,5,-1.9939,107,3.07184,12,-0.6918,27,0.57228,11,-0.8728,3,-2.7996,19,-0.0234,15,-0.3923,5,-1.9680
ENSG00000186998,EMID1,2,-3.3661,17,-0.2910,92,2.62055,0,-4.9158,36,0.99306,6,-1.7601,5,-2.0290,8,-1.3550,28,0.53104,5,-2.2316
ENSG00000100263,RHBDD3,2,-2.8139,16,0.20853,20,0.57974,10,-0.4229,13,-0.1559,7,-1.0554,14,-0.0343,18,0.39615,16,0.23564,18,0.47672
ENSG00000182944,EWSR1,80,-0.2799,113,0.27034,125,0.42206,14,-2.8064,99,0.06480,139,0.59045,100,0.07064,81,-0.2462,112,0.28287,83,-0.2363
ENSG00000185340,GAS2L1,49,-0.0395,20,-1.3832,48,-0.0846,32,-0.7083,58,0.24484,63,0.34976,53,0.08674,68,0.47999,53,0.10242,49,-0.0357
ENSG00000100276,RASL10A,2,-4.9685,6,-3.3697,49,-0.3784,1,-5.3250,49,-0.4149,180,1.74656,108,0.85310,30,-1.1150,68,0.14004,104,0.90283
ENSG00000100280,AP1B1,104,0.33046,52,-0.7270,133,0.73119,88,0.06615,64,-0.4435,90,0.10805,105,0.35789,73,-0.2245,75,-0.1835,84,0.00227
ENSG00000225465,RFPL1S,76,-0.2065,3,-4.7489,16,-2.4743,116,0.45068,81,-0.1255,115,0.43140,146,0.82267,88,0.00988,91,0.08000,114,0.47365
ENSG00000100285,NEFH,89,-0.2429,5,-4.2509,28,-1.9811,229,1.28153,87,-0.3031,32,-1.7588,195,1.00256,97,-0.1212,122,0.26674,132,0.40971
ENSG00000100296,THOC5,50,2.10850,9,-0.6268,15,0.07855,0,-4.3908,8,-0.8651,11,-0.4312,22,0.70569,6,-1.3229,16,0.24214,11,-0.3910
ENSG00000184117,NIPSNAP1,2,-4.7064,19,-1.4933,29,-0.9211,63,0.29469,47,-0.1692,78,0.62196,71,0.47518,46,-0.1906,65,0.36558,75,0.62222
ENSG00000186575,NF2,2,-3.5043,21,-0.1162,19,-0.2570,1,-4.1269,42,1.12653,23,0.05354,12,-0.9041,44,1.04258,21,-0.1442,23,0.03682
ENSG00000100314,CABP7,2,-2.9887,1,-3.4392,6,-1.3104,0,-4.4973,44,1.99846,104,3.57093,0,-6.9007,0,-4.9531,0,-8.7594,2,-2.9085
