"","logFC_Apoe_e4yes","p_Apoe_e4yes","padj"
"NOC2L",0.15309834687364,0.102957069486144,0.270248677202352
"KLHL17",0.430109586827121,0.0421639315802485,0.162513158596974
"HES4",-0.83594980936095,0.0129316746975607,0.081056809738074
"ISG15",-0.245942331690672,0.300672448214043,0.509285535575235
"AGRN",-0.0275956748200424,0.817797189143778,0.899054539378078
"C1orf159",-0.0649604807597972,0.484907433786201,0.674634884863434
"SDF4",0.00250218973020723,0.965583125912708,0.982112518026831
"B3GALT6",-0.0542946253320178,0.643021714202313,0.787617384836914
"UBE2J2",0.0666747632915614,0.137862546445776,0.319604635992688
"SCNN1D",-0.229811828104656,0.0347668963667563,0.145403773127521
"ACAP3",-0.0346591683503094,0.652603864662678,0.794641553591422
"PUSL1",-0.286384995721608,0.0583196318807438,0.194728653112164
"INTS11",-0.100543656200408,0.0135998585806157,0.0832655373176828
"CPTP",-0.00564208233535526,0.94618764094814,0.971858341937492
"DVL1",0.00297070877412412,0.971281586961188,0.985355826903237
"AURKAIP1",-0.0481832459313547,0.677213804783894,0.812724822085286
"CCNL2",-0.179249911327925,0.0141286567678539,0.0848599426559195
"MRPL20",-0.135697934579623,0.139120723521266,0.321398957098346
"ANKRD65",-0.0816840219474088,0.546340873213164,0.720086800771913
"TMEM88B",-0.130585965717767,0.197849439669699,0.396293723727707
"VWA1",0.0302415490826482,0.754589091511132,0.860799781092326
"ATAD3C",0.568971609661437,0.00426120167289149,0.041578591441316
"ATAD3B",-0.133411640683336,0.176339794715753,0.372237110218299
"ATAD3A",-0.12654000533087,0.0448920296905207,0.168389272389738
"TMEM240",0.0958909759712117,0.349041724310361,0.556449385412152
"SSU72",0.0605933328665205,0.439919637951728,0.638870755126898
"MIB2",-0.10512076546307,0.109329190478454,0.279755636880059
"CDK11B",0.195663609650721,0.00195114854831314,0.0253179401159125
"SLC35E2B",0.275970948815241,2.12379141949845e-05,0.00164656452052389
"CDK11A",0.220351485229373,0.0875701257628931,0.245343335756245
"SLC35E2A",0.173333601568037,0.0477024695403483,0.174425790069046
"NADK",0.101038318548918,0.141819979598148,0.325691843435924
"GNB1",-0.107681369348358,0.015540975350758,0.0905850265976452
"CFAP74",-0.174342892424301,0.220753821305753,0.42360257886161
"GABRD",-0.79822235174409,0.0166852379768756,0.0940261341561814
"PRKCZ",0.00141327858280279,0.985307320250969,0.992757810598423
"FAAP20",0.151284958031937,0.152340597009665,0.339900014069817
"SKI",0.219921457752541,0.0139127781153115,0.0843066730586506
"MORN1",-0.196738573418621,0.023454702853505,0.114836300972198
"RER1",0.0611927773070432,0.287441376676593,0.495635067097471
"PEX10",0.000336232929483555,0.997860967890299,0.998751841101376
"PLCH2",0.0296903262846066,0.859037604929967,0.923580947448565
"PANK4",0.421040506180133,0.000737732890144394,0.0143968283065659
"TNFRSF14",-0.553047771914497,0.00389916035590698,0.0395040375234666
"PRDM16",0.320550592330956,0.0469765152707161,0.173305441272615
"TPRG1L",0.0974550368652697,0.358245813333367,0.564950638690136
"WRAP73",-0.0360685536691093,0.596840540099008,0.757084256111015
"LRRC47",-0.064813519579228,0.401560623029566,0.605369737297127
"CEP104",-0.0312510419549076,0.49667149477058,0.68446988024878
"DFFB",0.167298795784665,0.0208318195750371,0.107293394918479
"C1orf174",0.105113888217313,0.341303447313654,0.548778035436719
"AJAP1",0.174692730360161,0.0998094693786712,0.265103415046967
"NPHP4",-0.15990219999945,0.0948861348109623,0.257360977566247
"KCNAB2",-0.160808589284556,0.083984461935861,0.239911353690454
"CHD5",-0.0944489190874201,0.57121465145908,0.738057612022711
"RPL22",0.11177365102527,0.18399293559643,0.38043116353304
"ICMT",0.0377599271800938,0.65564844832383,0.796861079994988
"ACOT7",-0.0328098484544888,0.671231087395117,0.808347486394585
"TNFRSF25",0.278571530682308,0.104204975241057,0.272140790977276
"PLEKHG5",-0.135840586517566,0.213290919881662,0.415209982751218
"NOL9",-0.157315136784826,0.0969009878228787,0.260250767468815
"TAS1R1",-0.674312884553542,0.00883667415092246,0.0638507673925546
"ZBTB48",-0.0329532377665482,0.721092748172573,0.841456092041044
"KLHL21",0.414701971606669,0.0005597398314763,0.0121903268746121
"PHF13",0.0343622215901244,0.571022416958044,0.737975871205397
"THAP3",0.014380231340643,0.843043216006018,0.91487796941471
"DNAJC11",-0.111093180789043,0.0915946862870283,0.252119358611474
"CAMTA1",-0.0514365430948447,0.337884033867618,0.545856819813878
"VAMP3",0.278128118336514,0.000238887212503019,0.00711608254167648
"PER3",-0.0464720463045082,0.643270386495931,0.787688402120314
"PARK7",-0.0294645737681338,0.782430534056884,0.878647863890612
"ERRFI1",0.0200006313469463,0.851797188809047,0.919573971232248
"SLC45A1",-0.190686092637368,0.0288570056512518,0.129520557227768
"RERE",-0.0992045594539042,0.00906040675186353,0.065050150909092
"ENO1",0.0379357608256738,0.628314927646854,0.778063214090118
"H6PD",-0.03140740922965,0.692739240658114,0.823446011533366
"SPSB1",-0.0156008061526169,0.87564450321623,0.932455674474136
"SLC25A33",0.0163058405685619,0.814566624235642,0.896696243006847
"TMEM201",-0.0431905823687538,0.562189971892336,0.731561724328784
"PIK3CD",-0.158640212628071,0.240733042834384,0.446317186846795
"CLSTN1",-0.0922383174885529,0.0844230408446093,0.240942036422478
"CTNNBIP1",-0.299955075891396,0.0014623801862154,0.0222488323464011
"LZIC",-0.0226832578602399,0.652325832546356,0.794452871421689
"NMNAT1",-0.056513161814968,0.399078422195772,0.603713685938373
"RBP7",-0.189927465531733,0.365722950409833,0.572660955455983
"UBE4B",-0.0387383636042958,0.33419387381804,0.541761041690111
"KIF1B",-0.0170064542609264,0.484819126054861,0.674587762190864
"PGD",-0.301084842273221,0.0156975571850533,0.0911546994550988
"DFFA",0.150702686424172,0.0247568074285437,0.118408917133502
"PEX14",-0.157713494489642,0.000328842934367911,0.0087823742299292
"CASZ1",0.26078879085149,0.491154474685154,0.67951169479719
"MASP2",0.0411231478089782,0.827559657320312,0.905529295674464
"SRM",0.197629279039664,0.0879312752217749,0.245858385051497
"EXOSC10",0.0457627214646973,0.43220280074992,0.632294521432992
"MTOR",-0.109134021923671,0.0163359719041516,0.093326026873033
"UBIAD1",-0.0403801409598701,0.577279949451298,0.742773661468227
"DISP3",0.126818850744656,0.367769967841951,0.574342210648702
"FBXO2",-0.144227017595929,0.529624410230453,0.708984338917291
"FBXO44",-0.0234099548886664,0.79870180457871,0.886901882222344
"FBXO6",0.308160314096494,0.0311655159607717,0.135756655393571
"MAD2L2",0.0585381281839875,0.403643457022137,0.606729356379074
"AGTRAP",-0.269266772781228,0.0283474863212175,0.128712701528427
"MTHFR",0.11299789204341,0.109241471909847,0.279636504835123
"CLCN6",0.0974589387655856,0.136241923743807,0.317530547119287
"KIAA2013",0.0345169238835087,0.655838127240989,0.797013442460561
"PLOD1",0.344864135859667,0.00739580050918102,0.0576407295030008
"MFN2",-0.177681394111046,0.0142851345141094,0.0853825181137839
"MIIP",0.0821479319556417,0.264758025586138,0.472524171737644
"VPS13D",-0.120289564981136,0.00337361840623046,0.0361017955872261
"PRDM2",-0.0631273615172429,0.158426564540619,0.348150733780343
"KAZN",0.0659732759716253,0.600873056219549,0.759720325749684
"FHAD1",-0.367003834164421,0.015843769217308,0.0916382112580045
"EFHD2",-0.195080718816177,0.254175130402754,0.460892334789424
"CASP9",-0.0188597408982606,0.706805205985189,0.832183383616956
"DNAJC16",-0.0305810826345044,0.541743472116026,0.717001506617728
"DDI2",-0.10922904021523,0.0595669790180763,0.197631594107631
"PLEKHM2",-0.00690528253438454,0.906488606469981,0.950254919078087
"SLC25A34",0.199045529875867,0.214509314751027,0.416515109431954
"UQCRHL",-0.37309421063501,0.00639344186394441,0.0536687892727329
"SPEN",0.144713967631016,0.00500151121831491,0.0461905203620733
"ZBTB17",-0.0130317878025955,0.803674949738487,0.890242243421769
"FAM131C",0.698373494028138,0.206835921527637,0.406972172049934
"FBXO42",-0.0100705846353981,0.811310363867111,0.89454204369083
"SZRD1",0.122636444461715,0.0166019329942539,0.0938395537063012
"SPATA21",-0.468898923293786,0.00365675986243745,0.0380379236180499
"NECAP2",0.111714712952731,0.0497425465983182,0.178538223540746
"NBPF1",0.0258064236930201,0.839983618061138,0.912996841944884
"CROCC",0.164351423783902,0.109022527086563,0.279321198745724
"ATP13A2",0.0331594271113812,0.612459212291186,0.766968212446803
"SDHB",-0.0228721335301504,0.469674367243747,0.662591616448601
"PADI2",-0.27806900833269,0.0109872869462518,0.073597005317812
"RCC2",0.0222851066176615,0.576333033560359,0.741940468718053
"ARHGEF10L",-0.0737855322248918,0.138675509765306,0.320703619686987
"IGSF21",-0.126384155653341,0.369863009183985,0.576303584786615
"IFFO2",-0.025391233553008,0.823271255454146,0.902909761712344
"UBR4",-0.0595903187527665,0.00951974694812411,0.0668377927371977
"EMC1",-0.080709831818742,0.298430553206551,0.506873823373846
"MRTO4",-0.0980571138765817,0.411831359073904,0.614055372595816
"AKR7A2",-0.062725364610894,0.450968423546695,0.647766143480838
"PQLC2",-0.13754919931625,0.298600215194283,0.506953537017065
"CAPZB",0.0556462428296608,0.237177922746588,0.442739139083595
"NBL1",-0.141962031012924,0.615050821512184,0.768460012121937
"OTUD3",0.12641718614462,0.00611806731030856,0.0521065911404424
"CAMK2N1",0.422154478436476,3.53425419972697e-07,8.72897416714124e-05
"MUL1",0.0673721710113076,0.580118276846489,0.744980988249339
"PINK1",-0.275813894766391,0.0154493121777117,0.0903265487578052
"DDOST",-0.0487786963179877,0.672511287063867,0.809470292050892
"HP1BP3",0.336153371134743,0.000275976629252091,0.00780799632349752
"EIF4G3",-0.0769905289915266,0.0357710280960878,0.147708957069883
"ECE1",0.132916874354669,0.227455753212449,0.432172906134417
"NBPF3",0.251802459072871,0.0651331432694949,0.207381786072862
"RAP1GAP",-0.340674800951001,0.0255962459813802,0.121067367355547
"USP48",0.0306290148705767,0.306836111895128,0.5148956150254
"HSPG2",0.166217369239761,0.0157249000104091,0.0912279779630103
"CDC42",-0.0291604471914347,0.427380626672287,0.628095437111359
"ZBTB40",0.182671079639295,0.0376873485942242,0.152273108503302
"EPHB2",-0.119696310425417,0.332094996552633,0.54008257790613
"TEX46",-0.163151077748458,0.193796255939777,0.391957434895661
"KDM1A",-0.0920182470564724,0.0402429502476787,0.158717580989572
"LUZP1",-0.252990552743555,0.0717507326476842,0.219431164602691
"HNRNPR",0.0523341511170673,0.119434269086619,0.294240449805443
"ZNF436",0.012139117361733,0.910899732586866,0.952399500289739
"TCEA3",0.00721554371277716,0.971167036280523,0.985355826903237
"ASAP3",-0.137816501506721,0.11282998108986,0.28453177160471
"ID3",-0.229184227016148,0.193406967932282,0.391546643562706
"RPL11",0.236710760707648,0.0696185686737283,0.215462862888322
"ELOA",0.360467784687064,2.13201888048341e-09,2.64199779669504e-06
"PITHD1",0.0131847944006768,0.821147269682827,0.901298225501292
"LYPLA2",-0.146539937485479,0.252304253337514,0.458842721948705
"GALE",-0.181023151146281,0.177901289357334,0.37384310288555
"HMGCL",-0.174305553318471,0.0491331985922031,0.177354674324084
"FUCA1",-0.322972051304483,0.000114446920253731,0.00458972891839559
"PNRC2",0.33099225364242,6.48049541992156e-05,0.00323815722756725
"SRSF10",0.113437719533617,0.0734529408965133,0.222332399508938
"STPG1",0.197054474712764,0.00747835052367847,0.0579560473354745
"NIPAL3",0.151595720668317,8.0043604484993e-06,0.000870088023489503
"RCAN3",-0.13804064470347,0.0802911604068671,0.234237419370621
"NCMAP",0.0650340747559066,0.574262557386923,0.740428843110888
"SRRM1",-0.0447820141334621,0.562529332187075,0.731926027347988
"CLIC4",-0.0181965657634739,0.787353103143497,0.882017687050643
"SYF2",0.141198668681015,0.111102908272501,0.282128532646073
"RSRP1",-0.0254259296348842,0.717216457092151,0.839294256521467
"RHD",0.0738918156439908,0.824129135150845,0.903401612276753
"TMEM50A",0.0648018347776869,0.258135947897604,0.465147690322395
"RHCE",-0.0349773342234328,0.808571156987587,0.893021316892334
"MACO1",0.0373659225843635,0.239637531923197,0.445434365612751
"LDLRAP1",0.108997796201083,0.295819423027115,0.504097124608362
"MAN1C1",-0.167301644365841,0.0667432082593503,0.210292864670702
"SELENON",-0.152575486280219,0.173665021450986,0.368881889924686
"MTFR1L",-0.145329771477646,0.0601429606309504,0.198532650010319
"AUNIP",0.205414934148126,0.310398442105751,0.518389719014914
"PAQR7",-0.212737007414286,0.225029841321451,0.429142781418193
"STMN1",0.0294809054310485,0.787026391553812,0.881811125147815
"PAFAH2",-0.0624972739217317,0.188275701811034,0.385638429230137
"EXTL1",-0.245664927142374,0.315316515351677,0.523640077491019
"PDIK1L",0.0357075422125932,0.51616337463769,0.699641927852513
"ZNF593",-0.0869978634172528,0.641602489369147,0.786960632462052
"CNKSR1",0.147715633139488,0.236122948808389,0.441532455354392
"CEP85",-0.0522960375649461,0.330141367879075,0.538445884542971
"SH3BGRL3",0.141071873363843,0.206823735598036,0.406972172049934
"UBXN11",-0.528471997880733,0.000192740055142712,0.00642052355733464
"DHDDS",-0.109293155483678,0.245140588166687,0.451379222668883
"HMGN2",-0.0345023316084772,0.688914195944018,0.820704247428511
"RPS6KA1",-0.0843367443072203,0.283990224066474,0.491715363508698
"ARID1A",-0.0322754764181939,0.31594368436989,0.524400500497143
"PIGV",0.0792669637363846,0.547616830140801,0.720848497886637
"ZDHHC18",-0.0552530327706507,0.339769188015657,0.547305313647475
"GPN2",-0.000600086228457978,0.992258769113813,0.996986882708618
"GPATCH3",-0.165400649716531,0.0762219952529565,0.227323915477298
"NUDC",0.242854083109508,0.00197528507321608,0.0254976381534309
"SLC9A1",-0.302150072597561,0.00371888808205802,0.038459860806207
"WDTC1",0.0109712428850923,0.813648138715294,0.896242465329771
"TMEM222",-0.0467969890701136,0.502851777467343,0.689491795300817
"WASF2",0.0306679209081939,0.222027084216809,0.425314519649822
"AHDC1",0.377053897107634,0.000263360235236881,0.00761578118580929
"IFI6",0.0475902909662007,0.639462685819444,0.785821261669432
"FAM76A",-0.194613438510057,0.00470209144702445,0.0445476431280787
"STX12",0.0150849104174159,0.530130061965349,0.708984338917291
"PPP1R8",0.0782776884761201,0.308341715572327,0.516836269359161
"THEMIS2",0.179992455214703,0.0176338517137941,0.0968930197303178
"RPA2",0.0559585144384048,0.379403404054643,0.585865044616216
"XKR8",0.181511895137522,0.0422938134663687,0.162513158596974
"EYA3",-0.0384471594817916,0.317899205805061,0.526096014735085
"PTAFR",-0.233522578184044,0.231583817964005,0.436602262621321
"DNAJC8",0.0586316668859757,0.245500967094314,0.451573101414983
"ATP5IF1",-0.0926069142453068,0.44421845230621,0.642853563117898
"SESN2",0.115195085597923,0.387674632274471,0.593021113831038
"MED18",0.062014849650394,0.652368862855799,0.794452871421689
"PHACTR4",-0.130682654823811,0.00630925448790511,0.053150429377376
"RCC1",0.231605689749631,0.0444918558232861,0.167377983412921
"TRNAU1AP",0.0789389728602495,0.187718157036436,0.385005528301144
"TAF12",0.254805212482989,0.00274813621042553,0.0314740331974059
"GMEB1",0.078945203287694,0.352770023867629,0.560093034691564
"YTHDF2",0.0001356226887103,0.996812105116803,0.998386016835092
"OPRD1",0.018308731203917,0.894774617162229,0.943087015639748
"EPB41",-0.0520014034354143,0.603795462865585,0.762032500002184
"SRSF4",-0.155592766546011,0.0514897125210264,0.181559177855839
"MECR",-0.12155038907709,0.00885738290416038,0.0638886431596946
"PTPRU",-0.0212406872580581,0.921571860302159,0.958144013160865
"SDC3",0.0119586782587201,0.942365666415413,0.9700120083505
"PUM1",-0.0123964005896249,0.619352590448606,0.771920139701204
"NKAIN1",-0.213946054663656,0.481626720005362,0.671578520795144
"SNRNP40",-0.0204854712331336,0.665860700090673,0.803911320686245
"ZCCHC17",-0.114018958868643,0.240184680533225,0.44596472297988
"FABP3",-0.424310046656234,0.0163425983145967,0.093326026873033
"PEF1",0.143712780567014,0.0599873142306289,0.198441750652951
"COL16A1",-0.264668951336856,0.0654057553287214,0.207933833498666
"ADGRB2",-0.0231162819418054,0.835966977710623,0.910147846405732
"SPOCD1",-0.185292053262026,0.149639675133584,0.336539900953789
"PTP4A2",0.118992456980558,0.129296140171017,0.308524037628444
"KHDRBS1",-0.0165650827134161,0.614199683771727,0.768353721822005
"TMEM39B",-0.0754915870412982,0.241508278978358,0.447149349036279
"KPNA6",-0.0304986812886894,0.362469042354086,0.569292315950802
"TXLNA",0.171596370959971,2.40841271111888e-05,0.00179061284809429
"CCDC28B",-0.0710868472254089,0.621951966127086,0.773247949238524
"TMEM234",-0.19960544112618,0.102485081387675,0.269466396892865
"EIF3I",0.133258355099863,0.219414400375028,0.421790888547831
"HDAC1",0.018864682796004,0.676269269986328,0.812362232810253
"MARCKSL1",0.0231858048587903,0.813963791091869,0.8964662214233
"TSSK3",-0.29743916536978,0.0312778758200625,0.135927713750561
"FAM229A",0.157275910887773,0.146429751919354,0.331918775939263
"BSDC1",0.0224718261840096,0.681006924077927,0.815602377807448
"AL033529.1",0.0249168220226124,0.805018615631304,0.89091328360179
"ZBTB8A",-0.13956854990989,0.048111427993842,0.175110859075567
"ZBTB8OS",-0.0217048859204466,0.762662763664826,0.86553811094221
"RBBP4",-0.00245933075913417,0.951370349383778,0.974168019299602
"SYNC",0.25414798247427,0.0130990593996087,0.0816516821327724
"YARS",0.234443187208965,0.024128022452305,0.116886025890916
"S100PBP",-0.196595115096467,0.0195194293026067,0.103325402784239
"HPCA",-0.258431892815582,0.228700038337745,0.433672666424076
"TMEM54",0.403852540723542,0.0213444900300505,0.108624607988659
"RNF19B",-0.0357732094006998,0.582351424413907,0.746972244212517
"AK2",-0.0551756408069774,0.102552998057242,0.269552697493364
"AZIN2",-0.120948305834986,0.191189522135185,0.389079413374936
"TRIM62",-0.087911956538789,0.0799014287960167,0.233413131928392
"ZNF362",-0.117437590897809,0.117011576762939,0.290175597207593
"PHC2",0.0939880262747993,0.10321926795166,0.27082218260787
"ZSCAN20",-0.145432433150842,0.100566464914411,0.26633219260492
"CSMD2",0.0145122421630349,0.899639208006591,0.946301545990017
"C1orf94",-0.599849171546318,0.114390455636759,0.286484746614939
"SMIM12",0.0719789505620597,0.105117754335353,0.273257648777784
"DLGAP3",-0.614566136367567,0.0480461937726354,0.175110859075567
"AC114490.3",-0.275378030622309,0.15138714629513,0.338574277034908
"ZMYM1",0.085868908040474,0.24397457240455,0.449900729350772
"SFPQ",0.111640880841274,0.00569915036461195,0.0497701700622067
"ZMYM4",-0.0153069075113474,0.7069912137851,0.832215828724969
"KIAA0319L",-0.0841844651748183,0.123091630274346,0.299147182263129
"NCDN",-0.0184174489731352,0.851323971464986,0.919435824855683
"TFAP2E",-0.0230075725212834,0.802950512805846,0.889684569078854
"PSMB2",-0.0123769023750213,0.771624031602184,0.871487878200353
"C1orf216",0.0416999081118831,0.523762846123345,0.705102573510103
"CLSPN",-0.390146915211319,0.0583305971878917,0.194728653112164
"AGO4",-0.11161039234513,0.104643085068924,0.272652882711125
"AGO1",-0.152269799878902,0.021768624862931,0.110149775133296
"AGO3",-0.0245474710599555,0.345043299912649,0.552711552807335
"ADPRHL2",0.0132316634139839,0.792406349752078,0.883808010846665
"TRAPPC3",-0.0455539271836155,0.40791811116236,0.610792802504104
"MAP7D1",0.109534754069846,0.039350621287733,0.156392847657982
"THRAP3",-0.0139840692981697,0.709640473245151,0.834322237590216
"STK40",-0.122956209867926,0.242894963346951,0.448644266775289
"LSM10",0.0480455773397107,0.724382311928165,0.843660301636637
"OSCP1",-0.0420382993577469,0.772099615193748,0.871786645237442
"MRPS15",0.152378393208116,0.103851777746271,0.271696797802151
"GRIK3",0.167180839970214,0.458886965197412,0.653924479384352
"MEAF6",0.0169725465525122,0.731605824887602,0.848261689044088
"SNIP1",0.0910363306462225,0.287453940221879,0.495635067097471
"DNALI1",-0.272188315314486,0.0638389247882271,0.205351707301404
"GNL2",-0.115922877590141,0.154949873207818,0.343311072553421
"C1orf109",0.175340729841516,0.147309823681642,0.333357073605352
"CDCA8",0.343311484098446,0.0324657565792302,0.1392707752019
"EPHA10",-0.104919865723769,0.558883796878361,0.72915762219806
"MANEAL",-0.127423536762879,0.331566251262616,0.539765115164342
"YRDC",0.160253041312562,0.189900665714983,0.387493668621781
"C1orf122",-0.0228368894271583,0.789961223282393,0.883096449614843
"MTF1",0.0929671320623898,0.206646450286726,0.406732689538057
"INPP5B",-0.109499693155776,0.0422662795237474,0.162513158596974
"SF3A3",0.016884619800406,0.80295611851016,0.889684569078854
"UTP11",0.0667173073707252,0.378094228526912,0.584617683734519
"POU3F1",0.536892112933873,0.00114952809945402,0.0189679789726155
"RRAGC",0.137440235224729,0.00237005112064703,0.0288787349921908
"RHBDL2",-0.190673852708641,0.0457569346585285,0.170416811311922
"AKIRIN1",0.053179178472866,0.325276358886668,0.533621550081052
"NDUFS5",-0.18846976253243,0.119538837794589,0.294439530501002
"MACF1",-0.0740190390094109,0.0311675019847247,0.135756655393571
"BMP8A",0.0183516431229959,0.942642872342706,0.970121291759057
"PABPC4",0.0183078932773716,0.850369156848996,0.919169931619035
"HPCAL4",-0.313840805395615,0.118087992064544,0.292026820527606
"PPIE",-0.0953144397845975,0.543155596302386,0.717950309267111
"BMP8B",-0.0990993007623035,0.32415143161712,0.533026080228152
"TRIT1",-0.140901497344835,0.198265668848785,0.396787494892464
"MFSD2A",-0.373314014342773,0.277807716016288,0.486173311237656
"CAP1",0.0511696965667627,0.484020047408366,0.673854221714916
"PPT1",0.0380208767860601,0.605424449522952,0.763022665660546
"RLF",-0.0256913338750603,0.595335416413848,0.756573921951915
"ZMPSTE24",0.0257483803317573,0.697913411717697,0.827295102162397
"COL9A2",-0.130832953783861,0.277039021143177,0.485239229682863
"SMAP2",-0.0459551393868008,0.479997906571596,0.670363356050402
"ZFP69B",-0.13808122712904,0.354297066601691,0.561438522931989
"ZFP69",-0.215097259400592,0.0340672775314655,0.143557415378142
"EXO5",-0.314921211022358,0.0077579847964326,0.0590641244395008
"ZNF684",0.0746666340949871,0.123860313478884,0.300132382602725
"RIMS3",-0.265739985917999,0.104745932748233,0.272748812484996
"NFYC",-0.0655734152797328,0.0262046960848597,0.123003255258932
"CITED4",0.336908497517272,0.0324208695705903,0.139266327587199
"CTPS1",0.0341836988372852,0.745718472545536,0.855246951576519
"SLFNL1",-0.16952281028774,0.26467808811827,0.472484952926017
"SCMH1",-0.140485957874984,0.181739809890853,0.377809046161291
"FOXO6",0.137223931028576,0.469204013645688,0.662229628370998
"HIVEP3",0.082195404236507,0.415940738364498,0.618026094701782
"FOXJ3",0.0610301070321445,0.114513875566223,0.286610936810454
"RIMKLA",-0.24636805499687,0.00338468979814042,0.0361266804294196
"ZMYND12",0.168081608094534,0.2989181726217,0.507353207159444
"PPCS",-0.0961641306774272,0.125610147509367,0.303304939192532
"CCDC30",0.276844572503359,0.00492750564216673,0.0456706431695813
"PPIH",-0.258220021671326,0.000724655216772655,0.0142087459592512
"YBX1",0.156659947373842,0.00744449941514997,0.0579381067012897
"P3H1",-0.0411472363011324,0.483347262126857,0.673371475241822
"AC098484.3",-0.316603032341809,0.0333584080969887,0.141956522368779
"TMEM269",-0.531883717768398,0.0301854106866394,0.133211399298018
"SVBP",-0.0376347909216511,0.598814004625369,0.758713556057641
"ERMAP",-0.617272700644501,1.02100947272097e-06,0.000186076065499255
"ZNF691",-0.08856595488593,0.278446255855048,0.486845713359031
"SLC2A1",0.340742893208181,0.000124761529096327,0.00487711315003686
"EBNA1BP2",-0.10268983925572,0.211574649601633,0.412887095726526
"CFAP57",-0.214711608235,0.144394079229823,0.329102709180792
"TMEM125",-0.365054147688952,0.0381158837212561,0.153354555543443
"TIE1",-0.318403120497025,0.0909765645016345,0.250863726591957
"ELOVL1",-0.0833470762959961,0.264512535982572,0.472484952926017
"MED8",-0.177386554759009,0.0364929055081396,0.149395469130118
"SZT2",-0.153525330918509,0.0188486660810799,0.100895321847405
"HYI",-0.25484914595886,0.0168526603151366,0.0946134978592241
"PTPRF",0.0127360758861648,0.881921526660229,0.935922887588726
"ST3GAL3",-0.399788971812897,0.00486538524794779,0.0453663310704056
"IPO13",-0.069283974267426,0.404832137164711,0.607714093730478
"DPH2",-0.110854498566487,0.37270652480237,0.579350132382208
"ATP6V0B",-0.0161872504432686,0.841963460486548,0.914026386539579
"B4GALT2",-0.0848794313388512,0.175019355422165,0.370615149075781
"CCDC24",-0.227727044355645,0.113328570053929,0.285366664150715
"SLC6A9",0.275468203530422,0.0413011867609303,0.16049053193523
"DMAP1",-0.0793449604634876,0.249653030596548,0.455961732520622
"ERI3",0.00681798945915962,0.855826679914275,0.921888405554389
"RNF220",-0.0955972243318625,0.0863139399710152,0.243589693491419
"TMEM53",0.155987184507871,0.0536300515959399,0.185793569856552
"ARMH1",0.249720681540536,0.0133474907783996,0.0825190142691534
"RPS8",0.0944501554926565,0.324869530307793,0.533437824824426
"PLK3",0.0923223801393213,0.575687722870085,0.74151604732004
"PTCH2",0.101682346603362,0.477154738877605,0.6680392490719
"EIF2B3",0.00473578616921972,0.93259113996104,0.964744086016964
"HECTD3",-0.221203036533467,0.0364017555938366,0.149268879986374
"UROD",-0.20322228280342,0.145217871569626,0.330130226470521
"ZSWIM5",-0.0436653628453138,0.504863418636062,0.691011132829882
"MUTYH",0.0348465938390345,0.589716058585588,0.752756633497384
"TOE1",0.0748448272741736,0.523268630231805,0.704919690563156
"TESK2",-0.170169622258849,0.0907823196143464,0.250495325019145
"CCDC163",0.3546475415982,0.0965984526259727,0.259832434326254
"MMACHC",-0.0717465726923143,0.46402061555478,0.657884966168402
"PRDX1",0.097664136893431,0.542845725896292,0.717617264274253
"AKR1A1",-0.00638624180390009,0.917669081855793,0.956091748979064
"NASP",0.0936063716504658,0.142691899226129,0.326967088611351
"CCDC17",-0.0411409375331853,0.737445403494834,0.851845751993462
"GPBP1L1",0.0460732989251553,0.189749724711438,0.387327281369887
"TMEM69",0.134691115622542,0.169218513474372,0.362732367924999
"IPP",-0.300281048424621,0.00150830884695407,0.0224921338525328
"MAST2",-0.0342607753792771,0.591136609812253,0.753824830599251
"POMGNT1",-0.0887060667638728,0.0581175901099446,0.194371898113176
"LURAP1",-0.15930052274234,0.029022614589621,0.129977679795657
"RAD54L",0.206784762128129,0.271472604936559,0.479693215510315
"LRRC41",0.0124597895809622,0.879762784683482,0.934832826942009
"UQCRH",-0.112665144182961,0.178939156684424,0.375006600648296
"NSUN4",-0.136263899851912,0.166463516394466,0.359375591491329
"FAAH",-0.136561169932625,0.393123405575281,0.598401331763774
"MKNK1",-0.0661009219199678,0.49951355925166,0.686802636343517
"ATPAF1",-0.0787433733845214,0.0478653168219083,0.174763407795253
"EFCAB14",0.0814906609207546,0.099302265159109,0.264407750290434
"CYP4X1",-0.447521781131483,0.0434389510516779,0.165324165059089
"STIL",-0.112293344108785,0.199536074053727,0.398493316627524
"CMPK1",0.111857845323348,0.0547612139685066,0.188186623266149
"TRABD2B",-0.541942395470143,0.0274705015462685,0.126596658654351
"SLC5A9",-0.152338135086448,0.421805841016528,0.622892790549984
"SPATA6",0.201673373932696,0.000510285180528522,0.0116504859983498
"AGBL4",-0.192074242782069,0.17785525448418,0.373809754675705
"ELAVL4",-0.240375172543587,0.184814579332852,0.381466670534228
"FAF1",-0.0030275896290111,0.928150532424762,0.961675702157831
"CDKN2C",0.58240924360696,0.00015202417745091,0.00555717878162738
"RNF11",0.0146125830983196,0.716922858633483,0.839294256521467
"EPS15",-0.113684264742232,0.0452370093591148,0.169149849564782
"OSBPL9",-0.0670921520760688,0.0619685280331073,0.202082631417438
"NRDC",0.0592649822576841,0.0192684416747242,0.1022588990292
"RAB3B",-0.518498323500412,0.000379405726954885,0.00967406536712949
