"","logFC_Apoe_e4yes","p_Apoe_e4yes","padj"
"APH1A",-0.121257754134626,0.191491650349799,0.389393588962045
"MRPS21",-0.132206451809952,0.147241411712819,0.333263118528814
"PRPF3",0.0256308660620252,0.745608698409166,0.855246951576519
"RPRD2",-0.0914358913759838,0.0136128826631202,0.0833041194871038
"TARS2",-0.199271638480502,0.0136509697338613,0.0834649289499957
"ECM1",-0.0392272869870496,0.769972225340448,0.870336205091566
"MCL1",0.190921722000148,0.016382036872379,0.0934220897020345
"ENSA",0.169479258546362,0.0708664517020734,0.2179640281688
"GOLPH3L",-0.07424119341147,0.424186776961234,0.625106735652706
"CTSK",0.150956670730976,0.353637150665006,0.560801453223133
"ARNT",-0.13017617488063,0.0191211837915976,0.10169163314674
"SETDB1",-0.107818230720122,0.116881558940872,0.289994928598465
"CERS2",0.229309497337737,0.000733011235600424,0.014349881882402
"MINDY1",0.0615274086704581,0.228382301068367,0.433351057534458
"PRUNE1",0.0540243925926746,0.296018969577899,0.504229150654203
"BNIPL",0.651846102441391,0.000778696309023001,0.0150539854312216
"C1orf56",0.0947076346443109,0.290361243902775,0.498650425773752
"CDC42SE1",0.0785763314799422,0.078994974331556,0.231717476573453
"MLLT11",-0.188443027830803,0.31237603435892,0.520360776687154
"GABPB2",0.0168833956537478,0.709613017409003,0.834322237590216
"SEMA6C",0.0167324779316594,0.873622854479972,0.931667162853644
"SCNM1",0.00268637534274943,0.976167759387626,0.987855150531998
"LYSMD1",-0.0474233164011449,0.582008964934338,0.746687554971148
"VPS72",0.0996343815348635,0.213374314890069,0.415287342566002
"PIP5K1A",-0.115282057899321,0.187567298771273,0.384780556974338
"PSMD4",0.147539396342439,0.0084324522702358,0.0621573882928944
"ZNF687",-0.130436794248133,0.146466653784408,0.331933938130282
"PI4KB",-0.14457467972506,0.0526455685001602,0.183821889223439
"RFX5",0.121664292505429,0.349000743145602,0.556449385412152
"SELENBP1",-0.0368715210154827,0.827884971982247,0.90567583352209
"PSMB4",-0.0199915371375968,0.848123810176341,0.917879496857385
"POGZ",-0.108906000855959,0.0638912242465941,0.205433329232951
"CGN",0.0159987799421965,0.915775578595941,0.954762581325045
"TUFT1",0.0336538924292839,0.779380038003563,0.876413559976421
"SNX27",0.103177994397957,0.0237984853717324,0.115699543820559
"CELF3",-0.384995018131644,0.00546005442782023,0.0487822598915273
"MRPL9",0.111815665867828,0.361719730254472,0.568351752698649
"TDRKH",0.0810734108480183,0.185563920756145,0.382326641855004
"THEM4",0.149989071967792,0.0184318472082125,0.0995349073368694
"S100A6",-0.315272722074804,0.257147536845956,0.46417658799637
"S100A16",-0.468071778084163,0.0515436364025747,0.181559177855839
"S100A13",-0.440446809795433,0.0518042541851573,0.182219221647025
"S100A1",-0.157891069106972,0.395590486323232,0.600622141024505
"CHTOP",0.0460355231615665,0.241140184294964,0.446679276340903
"SNAPIN",0.293998156453395,0.0169047031489001,0.0947458531981771
"ILF2",0.00481863875344798,0.953812047426752,0.975661480707883
"INTS3",-0.0018374068347446,0.966714573012777,0.98241159494623
"SLC27A3",-0.218612534790822,0.0768234107681758,0.228245226115526
"GATAD2B",-0.118601487903674,0.00293885840490594,0.032927968674136
"DENND4B",0.137046814468025,0.0812559703213908,0.236196773487145
"CRTC2",0.114024904005233,0.215965116164088,0.418097128496388
"SLC39A1",0.0184901416055106,0.751687666063502,0.858992397441803
"CREB3L4",-0.270599260571683,0.0158814487729236,0.0916382112580045
"JTB",0.111163065235194,0.304418295961005,0.512408519906108
"RPS27",0.182295118666696,0.149505082670393,0.336498195938911
"NUP210L",0.234390833887749,0.107725638372685,0.277245298175351
"TPM3",-0.172926617333056,0.00327578476024598,0.0354219238647192
"C1orf43",0.15618028424889,0.0212680522939696,0.108488024857849
"UBAP2L",-0.124655463819119,0.0141385623351483,0.0848599426559195
"HAX1",-0.0831200954780127,0.398067213811398,0.60296405250591
"ATP8B2",0.0626471588951432,0.535888546026294,0.713366727076789
"IL6R",-0.250293711380481,0.393945340280088,0.599137292188372
"UBE2Q1",0.231587968246379,0.00762089328397672,0.0585434066678149
"ADAR",0.066949886621698,0.0575459745528186,0.193307052496212
"KCNN3",0.174447253875475,0.100725755853538,0.266595867138551
"PMVK",0.0994158892168027,0.290085677308994,0.498577314763848
"PBXIP1",0.0582368209735058,0.69153565077885,0.822475206757317
"PYGO2",0.330510657702148,0.00270366550857733,0.0311782354598728
"CKS1B",0.229894458687905,0.14200175186723,0.325928080966607
"FLAD1",-0.00491028732616156,0.955674535712606,0.976638532620041
"ZBTB7B",0.229627688443154,4.8121601511068e-05,0.00262697306574958
"DCST1",-0.688654316119693,0.194589829031897,0.392601296216749
"ADAM15",-0.0881888388422992,0.457440691391484,0.652764284629579
"EFNA1",-0.084823206076069,0.35830630766476,0.564974139786449
"SLC50A1",0.0304175003200223,0.762146073429545,0.865199170203273
"DPM3",0.0803355605157791,0.466031252356913,0.659554508817596
"TRIM46",-0.173029124804431,0.0919367736653052,0.252388236433421
"THBS3",-0.142624276954938,0.298302463461941,0.506725719975376
"MTX1",-0.209570712390052,0.0304093316942431,0.133913446465906
"GBA",-0.182958363682343,0.00249142305275237,0.0297721451009715
"FAM189B",0.145952279017596,0.00768571741470796,0.0587978980586135
"SCAMP3",0.146797234061121,0.0727954123823874,0.221079526357113
"CLK2",0.125865629272023,0.0929016144779964,0.254024008519711
"HCN3",0.043903306977798,0.831779003375498,0.907901471842612
"FDPS",0.0645664255193565,0.345560788116971,0.55332591889721
"RUSC1",-0.199559986797805,0.0871643392378224,0.244929816742652
"ASH1L",0.0224435628910148,0.329091928897896,0.537448456536028
"MSTO1",-0.191760823229952,0.154889813221148,0.343311072553421
"YY1AP1",0.0113960553868789,0.835854100703418,0.910104913093468
"DAP3",0.00410708575860174,0.935918620861276,0.966720450319064
"GON4L",0.128718891092845,0.110117674449906,0.280777411889555
"SYT11",-0.0573678212215976,0.269746187168662,0.478005827455178
"RIT1",0.108308423650659,0.12421682325515,0.300643530034729
"KHDC4",-0.0331633752380388,0.620091628959094,0.772121471511
"ARHGEF2",-0.0602220953109386,0.122889208513101,0.298946795907035
"SSR2",0.00256151090262718,0.973125897833164,0.986060079062599
"UBQLN4",0.0140831979971905,0.826288108530406,0.904697140917899
"LAMTOR2",-0.162538609796631,0.0203581331711578,0.105954635135232
"MEX3A",0.50159393036915,0.0112354735167207,0.0748950983427662
"LMNA",0.141302505871712,0.18856534087488,0.386040261708494
"SEMA4A",-0.0825224754801881,0.781552454708435,0.878059657184672
"SLC25A44",-0.182688163178576,0.00728883685362343,0.0572728543131689
"PAQR6",-0.451422669073066,0.000703690560531286,0.0138997368606469
"SMG5",-0.0787135130909918,0.0881092251311889,0.246078322701305
"TMEM79",0.423884639723298,0.00118406065519291,0.0193064205778297
"GLMP",-0.0866009770361272,0.525718185948115,0.706200516018325
"CCT3",0.302042511285541,0.0120593611310496,0.0777942856183045
"C1orf61",0.0443584611821399,0.618819809470628,0.771470329875254
"MEF2D",-0.0238552605152731,0.661671276615508,0.800937364562953
"NAXE",0.168540003650414,0.23917238425376,0.444951836912264
"GPATCH4",0.0850441375621149,0.557814150078392,0.728527551878621
"HAPLN2",-0.125117966109868,0.259204735752975,0.466734246650809
"BCAN",-0.190986732135746,0.380956902476442,0.587531790353213
"NES",0.021306369835409,0.895592044023596,0.943722500811259
"ISG20L2",0.16155050169279,0.0861825574383195,0.243438898818999
"RRNAD1",0.205621644253964,2.12597097549889e-05,0.00164656452052389
"MRPL24",-0.0164882558382794,0.824586231290084,0.903552266172669
"HDGF",0.32423026977718,0.000987092336615737,0.0173997841185522
"PRCC",-0.107665967567756,0.0441943077252128,0.167087623731043
"ARHGEF11",0.0424753977625861,0.304341290438933,0.512348494921785
"ETV3",0.0341853691949389,0.65238479822362,0.794452871421689
"IFI16",0.0986299448809115,0.230949412992784,0.435870412093601
"CADM3",-0.40775264271955,0.0074626216502934,0.0579560473354745
"DUSP23",-0.104664605758211,0.459380681609748,0.654402276871824
"TAGLN2",0.13181997039276,0.556924082865819,0.727765816184037
"KCNJ10",-0.0816970677118398,0.347045164459058,0.554699300654798
"KCNJ9",0.0512190154930332,0.514455203409837,0.698032287381441
"IGSF8",-0.18312416624673,0.0594930564426076,0.197492085571067
"ATP1A2",-0.16412866739106,0.533681277575008,0.711637404851752
"PEA15",0.348503493729867,0.0261214994349453,0.122938709076279
"DCAF8",-0.236587244795275,0.0039147791440712,0.0396015862476165
"AL139011.2",0.331382335180394,0.0012950198800009,0.0204221221697371
"COPA",0.0225176083117619,0.737525057421893,0.851845751993462
"NCSTN",0.2278518239852,0.0024072277673716,0.0290563018909376
"VANGL2",-0.0946548160901539,0.440535726409744,0.639390808347336
"USF1",-0.0618439403776074,0.699693652125061,0.828454398732444
"ARHGAP30",-0.242479575662642,0.334351902240368,0.541889716526634
"KLHDC9",-0.630483524761182,0.00271249518208522,0.0311811134474954
"PFDN2",-0.07238485386244,0.350819689377929,0.558129180540102
"NIT1",0.0884896772118665,0.218470788363563,0.420974966475085
"DEDD",0.0375884180242563,0.663143031413806,0.801880215191246
"UFC1",-0.0638738068135163,0.536965423079874,0.713953212951636
"USP21",0.255827209820959,0.00884559279134318,0.0638620046496644
"PPOX",0.0271953017884344,0.746107694961886,0.855455824941496
"B4GALT3",0.0906517613284154,0.428140725975338,0.628623958669861
"ADAMTS4",-0.256004348473289,0.153205713825295,0.341038413841033
"NDUFS2",0.0810139828518221,0.0353605098053444,0.146776666775325
"TOMM40L",-0.0601699343852524,0.476146600228077,0.667499984453245
"MPZ",0.321831363241727,0.0949400397724984,0.257439162551597
"SDHC",0.0576685571627973,0.0983425586844774,0.262925779335069
"DUSP12",0.181475234357906,0.004815376184121,0.0450355786216056
"ATF6",0.140151043046466,0.000228244645717889,0.00696757993779511
"OLFML2B",0.0896924474678595,0.313023983845401,0.521132656834309
"NOS1AP",0.0188444780421335,0.817056104744318,0.898478946667103
"C1orf226",0.767144876154038,4.00691031014842e-08,2.25698329833451e-05
"UHMK1",0.0896763620156218,0.0354439345295411,0.146896734678954
"UAP1",-0.134020308449081,0.126639494301546,0.304956742754385
"DDR2",-0.478776743735623,0.0203513516229495,0.105954635135232
"HSD17B7",0.216389180303612,0.0528250651157225,0.184128124779805
"RGS4",-0.499501172658615,0.0548274391215524,0.188324900111569
"RGS5",0.0222175016661418,0.72235586366246,0.842329336831203
"NUF2",-0.232260240469494,0.0198803736642182,0.104623677790402
"PBX1",-0.0329709811751119,0.568887152597925,0.736486585352433
"MGST3",-0.0143727583429437,0.841100144290019,0.913729550981144
"ALDH9A1",-0.0720644121958194,0.453966375694764,0.650352754636938
"TMCO1",-0.0189797630551291,0.730685861145497,0.848136122017036
"UCK2",0.139123037534718,0.0509661487999587,0.180500861940294
"FAM78B",-0.222828758685214,0.0569980275638459,0.192352820689319
"POGK",0.031488524272969,0.4462663250716,0.644312280122017
"TADA1",-0.0223426389853353,0.728307295737679,0.846373804930254
"ILDR2",0.0589782994109985,0.481170357732732,0.67124429506068
"MAEL",-0.52231162560146,0.0657598946380987,0.208626885395627
"POU2F1",-0.139077990731884,0.00257395517100458,0.030207749493159
"CD247",0.407890232889459,0.0329552773859194,0.140686491763611
"CREG1",-0.0416674884256458,0.458278943871274,0.653284379852533
"MPZL1",0.169518323692376,0.369688037538969,0.576116791965358
"ADCY10",0.564389153409848,0.00843679205202133,0.0621573882928944
"MPC2",-0.0527188640516895,0.550426860575199,0.722858166198375
"DCAF6",-0.0398405346961973,0.189133910692636,0.386629399753075
"TIPRL",-0.0848622521472307,0.241457687516647,0.447122484116302
"SFT2D2",-0.0771603110047537,0.27866350036142,0.48704078752031
"TBX19",0.077697664626125,0.398466425998621,0.603421233163254
"ATP1B1",0.118096473762698,0.108792542251646,0.278832923181467
"NME7",0.0287128621949157,0.345673512666098,0.553434905550166
"BLZF1",0.11285513459596,0.0172225320267787,0.0956247966156511
"CCDC181",0.0942196871228809,0.461430169322299,0.65619034407183
"SLC19A2",-0.0560292679327876,0.505853593180942,0.691662553977517
"C1orf112",0.237863620597617,1.51103646316132e-07,5.34993252899859e-05
"SELL",1.03899332155053,0.00060618732544841,0.012646251409018
"METTL18",0.126819507126433,0.439477385623339,0.638677584454605
"SCYL3",-0.129925704941936,0.0107426436271284,0.0725758815172683
"KIFAP3",-0.0689326468573596,0.087316094328421,0.245085327490426
"GORAB",-0.152642795415796,0.0837173810751977,0.239634383327262
"FMO4",-0.179151491094517,0.032535708543159,0.139413036053536
"PRRC2C",0.0833263045688257,0.162276990956732,0.353105614036142
"VAMP4",-0.0140330826635958,0.753368796182781,0.860161611468601
"DNM3",-0.0451003763900507,0.330267212127261,0.538562181907038
"PIGC",-0.0459046227580128,0.666040329710471,0.80404985540888
"C1orf105",0.641898526101955,0.00727300869679489,0.0572599261567232
"SUCO",-0.0611398232132435,0.028413487061985,0.128736775421105
"TNFSF4",-0.00332461277806564,0.980950614698768,0.990785995997803
"PRDX6",0.104217321836558,0.264784364795529,0.472524171737644
"KLHL20",-0.0140723947172637,0.822567050440949,0.90237702629818
"CENPL",-0.0869828031169366,0.506475045892008,0.691977813527427
"DARS2",-0.0469788286828551,0.529578784900057,0.708984338917291
"ZBTB37",0.0918424040495845,0.237048436538969,0.442728594663286
"RC3H1",-0.0327786505291701,0.327805165913492,0.536188493197658
"RABGAP1L",-0.131117515979807,0.0038313939127904,0.0391092531855838
"CACYBP",0.540495510517249,0.00190122375706134,0.0249491072861823
"MRPS14",0.0339563194207372,0.436294918080386,0.635842246836662
"TNR",-0.0513474813601283,0.75834214258342,0.863526410155199
"COP1",-0.0287150343241783,0.372994501669291,0.579469952048842
"PAPPA2",-0.171708726962763,0.115369531470607,0.287885040086932
"ASTN1",-0.448840584414801,1.70028670987891e-10,3.00999327268849e-07
"BRINP2",-0.342002502192774,0.0160527747920566,0.0920953635292432
"SEC16B",-0.192334573530973,0.0778186659359607,0.229766239761359
"RASAL2",-0.0919848973607768,0.155072731390733,0.343460462447536
"RALGPS2",-0.29172935235999,0.0483696407645445,0.175821920261969
"FAM20B",-0.063213748001449,0.0637101429012037,0.205298970346233
"TOR3A",-0.0856464779681519,0.578844904627969,0.744477175514774
"ABL2",-0.120827075374023,0.00719831161470889,0.0568115073173944
"SOAT1",0.310039266576243,1.02874323924498e-06,0.000186076065499255
"TOR1AIP2",0.156044672594989,0.0025046194974568,0.0297733982714472
"TOR1AIP1",0.00350511200206784,0.919756938977956,0.957102027161417
"CEP350",0.0090773178661078,0.579518581223967,0.744803387111325
"QSOX1",-0.0627564589354774,0.226439799511211,0.431035636796149
"ACBD6",0.0429975385679618,0.133969804252001,0.314482631992953
"XPR1",0.0110945896581322,0.830706674256081,0.907210461565291
"KIAA1614",0.0747572518090553,0.487672641294952,0.677077792365876
"STX6",-0.0738689148366357,0.392479059694153,0.598060981601906
"MR1",-0.185150121439165,0.324716317676091,0.533437824824426
"IER5",0.244963144596046,0.139820403812161,0.322654458852942
"CACNA1E",0.0395340845856549,0.874687771892386,0.932050515551676
"GLUL",0.0785888093213688,0.59286628877175,0.754756425976939
"RNASEL",0.00107056478912295,0.99410238622903,0.997725501753474
"NPL",-0.218204453781971,5.03060166922276e-05,0.00267853007079373
"DHX9",0.0484452539885599,0.170824068360781,0.364785775482818
"LAMC1",-0.492270040578124,0.0300800828824597,0.132841192829451
"NMNAT2",-0.147501343771862,0.311618169551459,0.519516358852462
"SMG7",-0.0778044533073626,0.0561581318479519,0.190916927470409
"ARPC5",0.253936511848363,0.00036248381311331,0.00935812377520861
"RGL1",-0.0776820675408483,0.11088418087666,0.281731909323719
"COLGALT2",0.0448876279273586,0.427138587391788,0.62805774025766
"TSEN15",0.188591031269872,0.0096061758811658,0.0673301648865422
"C1orf21",-0.264390363395505,0.0366798037580771,0.149787939338903
"EDEM3",0.0761471688688765,0.105579348708966,0.273863346509129
"RNF2",-0.171459661054486,0.00261665682560289,0.0305038677167178
"TRMT1L",0.0781638484699564,0.116120537650099,0.288894923856662
"SWT1",-0.0369368054533745,0.409492995769053,0.612079403123989
"IVNS1ABP",0.267333550749105,9.19316007912452e-08,4.03442967654249e-05
"HMCN1",-0.171629147467792,0.301422352864742,0.509858831108364
"TPR",0.153080707023486,0.00105320019810458,0.0180525952563124
"ODR4",0.104466249278115,2.35159523161774e-05,0.00176611927940649
"PDC",0.68997156139221,0.00762500470963954,0.0585434066678149
"BRINP3",-0.129923817416959,0.477153189245097,0.6680392490719
"AL136454.1",0.0467388686518144,0.836438354831636,0.910501062286862
"RGS2",0.757577400497582,5.34381701082785e-05,0.00277073558151375
"UCHL5",0.112101303186671,0.00299179765216899,0.0331713444092423
"GLRX2",0.0607605515444709,0.475288923842685,0.666769696253769
"CDC73",0.06983072571955,0.124474740485183,0.301208940459361
"B3GALT2",0.265683401375741,0.119407467728902,0.294232917100129
"KCNT2",-0.281893512354514,0.18020986226926,0.376170879170104
"ZBTB41",0.0608654223346774,0.110404298420641,0.281103362652266
"CRB1",-0.0322736659416627,0.793939855150789,0.884421449857372
"DENND1B",-0.244784468038422,0.0968083541815767,0.260171139669941
"NEK7",0.0200606731519045,0.254534816925448,0.461388521032469
"ZNF281",0.297042425255776,0.00311881465403421,0.0339153109362505
"DDX59",-0.0239190505545382,0.658447879224146,0.798795478208376
"CAMSAP2",0.000277112626535724,0.994002297394949,0.997725501753474
"KIF21B",-0.222406326678695,0.0497862298537106,0.178538223540746
"TMEM9",-0.0519371777380064,0.440399523704139,0.639339411721948
"TNNT2",-0.0583222152324469,0.739413120133294,0.852283130266502
"PHLDA3",0.224681796407972,0.00288836875553037,0.0325092330776861
"CSRP1",-0.0303786501248005,0.775499423669832,0.87427118432647
"NAV1",-0.0603657138029919,0.253617150462035,0.460406091566541
"IPO9",0.000303046919553911,0.995727955570273,0.998145209646772
"SHISA4",-0.30927401696119,0.00738010382723114,0.0575908354074612
"LMOD1",-0.674372423606462,0.0395101510545364,0.156679372637164
"TIMM17A",-0.302845103480531,0.000792604667981177,0.0152514860956875
"RNPEP",-0.329468830036083,0.00819829011275605,0.0609281946476804
"GPR37L1",-0.163443826624023,0.157676607455074,0.346810173869947
"ARL8A",0.0438112559985087,0.416638938004305,0.618677002159016
"PTPN7",-0.28588205690051,0.217599452251044,0.419935305634741
"PPP1R12B",-0.0766235439212935,0.250401422612406,0.456588350355053
"SYT2",-0.0639560177258794,0.687482365072542,0.819678563965541
"KDM5B",0.00264830902937109,0.932055199813387,0.9644311987381
"RABIF",0.078631635871359,0.382516783268166,0.588661207660781
"KLHL12",-0.045331934839163,0.311354735094668,0.519217854567774
"ADIPOR1",0.17633530910145,0.0211861026248227,0.108352531459679
"CYB5R1",-0.0173185780338018,0.809285307748983,0.893342555997275
"TMEM183A",0.0116705635123708,0.876587572842984,0.932844941145838
"PPFIA4",-0.00116455803257002,0.99446887727974,0.997766650407997
"ADORA1",-0.130186480595548,0.188452618384704,0.38593700991956
"CHIT1",-0.0528839253979917,0.80162185146238,0.889160220490675
"BTG2",0.260652552004034,0.0492226473973034,0.177473296938726
"ATP2B4",-0.0134184010259038,0.925225116533428,0.959964394776525
"SNRPE",-0.00892271266581979,0.931309462239121,0.96403874359439
"SOX13",0.134884764747361,0.0616019905631424,0.201576938753224
"PLEKHA6",-0.0401986097888567,0.750892872081075,0.858796905475651
"PPP1R15B",0.278398528784014,0.000822854838729126,0.0156967231199501
"PIK3C2B",-0.110175672596789,0.194976178629917,0.393060811059368
"MDM4",-0.0279160950583166,0.623641229620606,0.774442541082127
"LRRN2",-0.428209449156901,0.000489668132069395,0.0112997532450725
"NFASC",0.0457524378150561,0.39909485371073,0.603713685938373
"CNTN2",0.0439547549047661,0.326946389822511,0.535348792637495
"TMEM81",0.464513116905739,0.00664029120467124,0.0543863110431501
"RBBP5",0.103622575586984,0.0793356679565494,0.232320779399396
"DSTYK",-0.0528181202604546,0.243120881804097,0.4487939769576
"TMCC2",0.0882515998874406,0.238981072760181,0.444729456922085
"NUAK2",-0.148944618866485,0.425870937243178,0.62699211765682
"CDK18",0.0458776943587208,0.539017497363367,0.715007972616468
"MFSD4A",-0.419880547035057,0.128170739520524,0.307094316345385
"ELK4",0.159806851659575,0.0291182737702253,0.130123926635641
"SLC45A3",-0.0116568912167161,0.901583013582417,0.947376978233979
"NUCKS1",0.0794117019891026,0.0341168970536336,0.143557415378142
"RAB29",0.120863256021988,0.174504703671645,0.369967885012664
"SLC41A1",0.0328167643079272,0.64459608090798,0.788542806193509
"PM20D1",-0.294231331432607,0.278798908860853,0.487082486762117
"SLC26A9",0.191958250079825,0.0713892362709196,0.218757521233738
"RAB7B",-0.603228281391216,0.0793587684956135,0.232320779399396
"SRGAP2",0.172105694421374,0.00880531437659188,0.0636758098135308
"RASSF5",-0.259340187843741,0.110557927120547,0.281141947099073
"EIF2D",0.0653400803045092,0.144233266692796,0.328796659465991
"DYRK3",0.580021927422578,0.00137054309709114,0.0213096236626769
"MAPKAPK2",-0.137918079595325,0.0124064415174058,0.0790846827591014
"PFKFB2",-0.17683565008239,0.0316584712614322,0.137139609024577
"YOD1",0.391015940344424,0.000984605046087821,0.0173806634346443
"CD55",0.0201551248692359,0.849335860895755,0.918810125553923
"CR2",-0.118866021941477,0.869478452029036,0.929617713571705
"CR1",0.119321286652339,0.671095064362073,0.808298772234053
"CR1L",0.0354104599735216,0.809941988877703,0.893510293436526
"CD46",-0.0601701994558429,0.530183476131727,0.708984338917291
"PLXNA2",-0.0739243722225155,0.562178678551848,0.731561724328784
"CAMK1G",-0.205948492294054,0.331707502235054,0.53978652493707
"HSD11B1",0.0534711522098348,0.765672554146597,0.867340117210112
"UTP25",-0.11204762044103,0.142981787349328,0.327222415655992
"SYT14",-0.0600425510499408,0.777127286314049,0.874883927126311
"SERTAD4",0.168735228221581,0.118928758362966,0.293637213316173
"HHAT",-0.0725324379660326,0.754867324548581,0.861037912905561
"KCNH1",-0.270851046113712,0.0102278196227861,0.070569677486395
"RCOR3",-0.0966789903111569,0.1609384557578,0.351365282549446
"TRAF5",-0.248330007090064,0.246944807240399,0.453354081677486
"SLC30A1",0.295645832016951,0.0412018055718292,0.16030542375074
"LPGAT1",-0.122786483935043,0.129340088402176,0.308524037628444
"INTS7",0.0442721405256658,0.27097487845471,0.479223732526154
"PPP2R5A",0.100736816982648,0.00914624088343955,0.0654389243808216
"TMEM206",-0.125477465611744,0.0855414533330086,0.242181788828568
"NENF",-0.195799725476955,0.0358975009562324,0.148033887470759
"ATF3",0.465568171844385,5.93010520448432e-06,0.000706594843211248
"BATF3",0.225012968840532,0.246709250499229,0.453123022407951
"NSL1",0.106081277860427,0.0159093999314581,0.0916547112741182
"TATDN3",0.03350151808192,0.528362908728026,0.708251399372116
"SPATA45",0.100516836202074,0.403011955624906,0.606619974443091
"FLVCR1",-0.105218740451969,0.160581698717275,0.350709977177384
"VASH2",0.257659659505909,0.132599616297665,0.313104886654089
"ANGEL2",0.0207187773119581,0.625247700776743,0.775660176997236
"RPS6KC1",0.0424801498025965,0.193435163967954,0.391546643562706
"PROX1",0.0292268509922174,0.602810684611878,0.761160587294721
"SMYD2",-0.13964901522675,0.274113327415198,0.482501754734253
"PTPN14",-0.125776140520963,0.342552357737772,0.550001277858761
"KCTD3",0.113100901715861,0.00559449305031539,0.049307935902922
"USH2A",-0.0708784209146209,0.475592425671067,0.66691652584767
"ESRRG",0.0798218160679864,0.598849888082714,0.758713556057641
"GPATCH2",-0.00873240077562613,0.956640219576715,0.976980847288169
"SPATA17",-0.374827647987412,0.13855751947563,0.320516106280009
"RRP15",0.277359247308056,0.000461570079932514,0.0109487260759478
"TGFB2",0.418933975551493,0.00438911816928943,0.0424258598703858
"LYPLAL1",0.0939917349933533,0.0266798176545959,0.124799281442817
"ZC3H11B",0.399658103250129,0.0168039073243602,0.0944371970809393
"SLC30A10",-0.0972043975297888,0.718310048203148,0.839903577781979
"EPRS",0.0929919426546,0.000442708573505467,0.0106732386048244
"BPNT1",-0.0630590082297252,0.310493023995925,0.518389719014914
"IARS2",-0.0175083326577672,0.585409430459175,0.749266025846942
"RAB3GAP2",-0.037836638584635,0.096031820701942,0.259305861849125
"MARK1",-0.194453524335276,0.0401591325105132,0.158517168638152
"C1orf115",-0.173960633158868,0.416230953220792,0.618309035280755
"MARC2",-0.206408639837368,0.301414019180427,0.509858831108364
"MARC1",-0.0897559766355624,0.642532103292605,0.787328965094626
"DUSP10",-0.078812488717499,0.356087681589323,0.56290834931176
"TAF1A",-0.145417855335676,0.0433502731773492,0.165037353368268
"MIA3",0.160763072063246,0.00228115762091837,0.0280995081892847
"AIDA",0.179038881402694,0.0488051834351452,0.176873734724031
"BROX",0.138599046382861,0.0587967012444845,0.195652180940293
"SUSD4",-0.112888013219128,0.544744868278265,0.718824236790998
"CAPN2",-0.0565239884993109,0.355944316820758,0.56282531249749
"TP53BP2",-0.148154554698956,0.0177193149169664,0.0971041008433366
"FBXO28",-0.0312999488645335,0.627097405952828,0.777099105456745
"DEGS1",0.167981296217719,0.026812721137157,0.125100919456817
"NVL",-0.1201205772991,0.108388701898349,0.27834311419096
"CNIH4",0.163891117920314,0.00701759714788494,0.0561794975503136
"WDR26",0.0931796704244871,0.00113611187514617,0.0188627028427033
"CNIH3",-0.348679950480825,0.00027048557288728,0.0076877459156403
"DNAH14",-0.0679533909417854,0.566992405707857,0.735031895756017
"LBR",0.187311962802917,7.36059884257344e-06,0.000839024297041239
"ENAH",-0.0517749927943158,0.412245388083916,0.614303132411724
"SRP9",0.0214375046672437,0.69433824034255,0.824730087124418
"EPHX1",0.263758461546423,1.24265613414262e-15,1.53989948142954e-11
"TMEM63A",-0.0310971820402847,0.704741906046899,0.831017385073097
"AL117348.2",-0.118896352135907,0.317303984192179,0.525603550856784
"SDE2",0.0610649159339335,0.306890275778669,0.5148956150254
"H3F3A",0.198397287059566,4.7465984284438e-05,0.00260264812943697
"ACBD3",-0.113758034110327,0.0452494957478415,0.169149849564782
"LIN9",0.135970406236752,0.0835808831784669,0.239528272080836
"PARP1",0.225496958669731,3.61088051627171e-05,0.0022485442893286
"ITPKB",-0.0353212152781303,0.725706536469727,0.844441854988814
"PSEN2",-0.641440208992131,7.69254829012474e-06,0.000843593437267485
"COQ8A",0.068927590721923,0.324681770388803,0.533437824824426
"CDC42BPA",-0.0150737322262133,0.74760089767734,0.856402976179741
"ZNF678",-0.0392398695197941,0.439641926016215,0.63876688324457
"SNAP47",0.0185406814994334,0.761509174413022,0.864945211660849
"JMJD4",-0.211421813507257,0.0435523144314577,0.165450729746972
"ARF1",-0.0388722564263773,0.541809120955055,0.717011814061837
"C1orf35",-0.137561107429294,0.203234130779608,0.402891913073252
"MRPL55",-0.141512976747958,0.308779522616049,0.51702127610772
"GUK1",0.0352410027142693,0.622727022737605,0.773694933403289
"GJC2",0.115533211147718,0.242099321531799,0.447641717759184
"IBA57",0.186063956367596,0.00558620139137873,0.0492698986775553
"OBSCN",0.284567738666181,0.0264503167418413,0.12399046457559
"TRIM11",-0.104634075848347,0.135196379697164,0.316283469361384
"HIST3H2A",0.42077068836609,0.000220478739931197,0.0068994256192611
"RNF187",0.019117306254698,0.834798388955879,0.909676277866864
"RHOU",-0.0293271300648061,0.745036116602212,0.854859958975427
"RAB4A",0.17456423374777,0.00119820043984329,0.0194092808503766
"CCSAP",0.0648781886918235,0.16852053955352,0.361799467454474
"NUP133",-0.0975508503548983,0.00517954645963791,0.0473340263479595
"ABCB10",0.0001385593864804,0.996454037339591,0.998277584875017
"TAF5L",-0.172083127920676,0.000692238511455225,0.0137471468492839
"URB2",-0.103162331446907,0.297791359553432,0.506293512483416
"GALNT2",0.0462078410650004,0.53826953000119,0.714923474359565
"PGBD5",0.0217834739582981,0.808769376228734,0.893021316892334
