feature,group,avgExpr,logFC,statistic,auc,pval,padj,pct_in,pct_out,class.power,grp
CCNJL,1,0.009903717,0.001080545,113917913,0.50237214,3.29E-05,5.97E-05,1.238347962,0.758312269,0.00474428,APOE34 vs APOE33 (nonAD only)
CAPN12,1,0.005525487,0.002520061,113917824,0.502371748,3.96E-09,8.32E-09,0.734843846,0.259252058,0.004743495,APOE34 vs APOE33 (nonAD only)
MRPS18A,1,0.019773191,-0.004582379,113917771.5,0.502371516,0.005672449,0.008968487,2.524324692,2.015684749,0.004743032,APOE34 vs APOE33 (nonAD only)
FABP6,1,0.005662678,0.002433308,113917122.5,0.502368654,2.54E-09,5.37E-09,0.721235626,0.246289455,0.004737308,APOE34 vs APOE33 (nonAD only)
BNC2,1,0.008494626,0.001327417,113916982,0.502368034,4.56E-06,8.60E-06,1.054637001,0.576835829,0.004736069,APOE34 vs APOE33 (nonAD only)
DOCK6,1,0.01694426,-0.001829353,113916977,0.502368012,0.002168136,0.003533676,2.082057563,1.587918854,0.004736025,APOE34 vs APOE33 (nonAD only)
CSTF2,1,0.020090919,-0.003389631,113916662,0.502366623,0.004902368,0.007796353,2.435871266,1.931427831,0.004733246,APOE34 vs APOE33 (nonAD only)
GRIK5,1,0.014166693,-0.000471965,113916612,0.502366403,0.000454861,0.000775415,1.639790433,1.153671657,0.004732805,APOE34 vs APOE33 (nonAD only)
CEBPB,1,0.007950997,0.002894884,113916461.5,0.502365739,1.73E-07,3.44E-07,0.86412193,0.388878087,0.004731478,APOE34 vs APOE33 (nonAD only)
PEX11A,1,0.011525927,7.26E-05,113916416,0.502365538,0.000133723,0.000234591,1.415254814,0.933307408,0.004731077,APOE34 vs APOE33 (nonAD only)
BATF3,1,0.006257282,0.001418117,113915837,0.502362985,1.79E-07,3.56E-07,0.86412193,0.388878087,0.00472597,APOE34 vs APOE33 (nonAD only)
FDXR,1,0.011613081,1.14E-05,113915340,0.502360793,0.000115544,0.000203317,1.388038375,0.907382202,0.004721586,APOE34 vs APOE33 (nonAD only)
AC003006.1,1,0.049206489,-0.010541711,113915318,0.502360696,0.063675686,0.089547839,5.450091855,4.84153218,0.004721392,APOE34 vs APOE33 (nonAD only)
ART3,1,0.042283052,-0.010902525,113914100.5,0.502355327,0.048306209,0.069011622,4.783289107,4.193402035,0.004710654,APOE34 vs APOE33 (nonAD only)
SLC9A3,1,0.009239567,0.001008844,113913830,0.502354134,1.87E-05,3.44E-05,1.163502756,0.687017953,0.004708268,APOE34 vs APOE33 (nonAD only)
AC008758.5,1,0.021529871,-0.003954336,113913728,0.502353684,0.006908464,0.010852782,2.599169899,2.093460367,0.004707369,APOE34 vs APOE33 (nonAD only)
FAM89A,1,0.007783269,0.001755781,113913649,0.502353336,1.62E-06,3.11E-06,0.972987685,0.499060211,0.004706672,APOE34 vs APOE33 (nonAD only)
POLR1E,1,0.010603767,0.000285669,113913646,0.502353323,9.63E-05,0.000170212,1.354017827,0.874975695,0.004706646,APOE34 vs APOE33 (nonAD only)
CHI3L1,1,0.005409745,0.003539525,113912014.5,0.502346128,2.25E-11,5.05E-11,0.612369871,0.142588632,0.004692256,APOE34 vs APOE33 (nonAD only)
PRICKLE3,1,0.007337812,0.001414364,113911637,0.502344463,1.01E-06,1.96E-06,0.938967136,0.466653704,0.004688926,APOE34 vs APOE33 (nonAD only)
HCRT,1,0.004970183,0.003297367,113911636,0.502344459,1.54E-11,3.47E-11,0.605565762,0.13610733,0.004688918,APOE34 vs APOE33 (nonAD only)
NR2F1,1,0.015390888,0.000365585,113911547,0.502344066,0.000555054,0.000941646,1.653398653,1.173115562,0.004688133,APOE34 vs APOE33 (nonAD only)
ELP6,1,0.055971293,-0.015816983,113911520,0.502343947,0.092263071,0.12589633,6.572769953,5.872059109,0.004687894,APOE34 vs APOE33 (nonAD only)
DDAH2,1,0.006969211,0.001970605,113910937,0.502341376,5.65E-07,1.11E-06,0.904946588,0.434247197,0.004682752,APOE34 vs APOE33 (nonAD only)
IFT81,1,0.04532341,-0.011400357,113910557.5,0.502339703,0.058301012,0.082299474,5.13710281,4.53042971,0.004679405,APOE34 vs APOE33 (nonAD only)
TICAM1,1,0.007615626,0.00178678,113910540.5,0.502339628,6.55E-07,1.28E-06,0.911750697,0.440728498,0.004679255,APOE34 vs APOE33 (nonAD only)
RGS9,1,0.01088,-0.000422402,113910345,0.502338766,0.000207902,0.000361328,1.456079472,0.978676518,0.004677531,APOE34 vs APOE33 (nonAD only)
INSM1,1,0.009679247,0.001265796,113910041,0.502337425,3.93E-05,7.08E-05,1.224739743,0.751830968,0.00467485,APOE34 vs APOE33 (nonAD only)
ACSS3,1,0.009072055,0.002551675,113909849,0.502336578,4.45E-06,8.41E-06,1.027420562,0.557391924,0.004673156,APOE34 vs APOE33 (nonAD only)
AC012651.1,1,0.005143399,0.002468778,113908753.5,0.502331747,2.37E-09,5.02E-09,0.700823297,0.233326852,0.004663494,APOE34 vs APOE33 (nonAD only)
NDN,1,0.039993647,-0.011226271,113908720.5,0.502331602,0.049957553,0.071251457,4.756072668,4.167476829,0.004663203,APOE34 vs APOE33 (nonAD only)
RNF113A,1,0.007978542,0.00112275,113908519.5,0.502330715,5.15E-06,9.69E-06,1.034224672,0.563873226,0.00466143,APOE34 vs APOE33 (nonAD only)
EEF1E1-BLOC1S5,1,0.005579692,0.002789884,113908514,0.502330691,1.85E-09,3.92E-09,0.694019188,0.226845551,0.004661382,APOE34 vs APOE33 (nonAD only)
SLCO1B1,1,0.008243022,0.001544472,113908291.5,0.50232971,3.94E-06,7.46E-06,1.013812343,0.544429321,0.004659419,APOE34 vs APOE33 (nonAD only)
SPATA45,1,0.010029915,0.001194134,113907154.5,0.502324696,2.46E-05,4.49E-05,1.163502756,0.693499255,0.004649391,APOE34 vs APOE33 (nonAD only)
TARDBP,1,0.00495572,0.002621267,113906693.5,0.502322663,4.96E-10,1.07E-09,0.659998639,0.194439043,0.004645325,APOE34 vs APOE33 (nonAD only)
SPACA9,1,0.015912571,-0.002269849,113905439.5,0.502317133,0.002103345,0.003431199,1.986800027,1.503661935,0.004634265,APOE34 vs APOE33 (nonAD only)
RNF135,1,0.006249543,0.002444723,113905221,0.502316169,4.71E-08,9.56E-08,0.782472613,0.317583771,0.004632338,APOE34 vs APOE33 (nonAD only)
GORAB,1,0.015917138,-0.001191563,113905020.5,0.502315285,0.001664229,0.002733785,1.905150711,1.425886318,0.004630569,APOE34 vs APOE33 (nonAD only)
WDR97,1,0.009229994,0.0014608,113904959.5,0.502315016,1.52E-05,2.80E-05,1.109069878,0.641648843,0.004630031,APOE34 vs APOE33 (nonAD only)
ARIH2OS,1,0.012102218,-0.000559342,113904876,0.502314648,0.000343425,0.000588865,1.517316459,1.043489533,0.004629295,APOE34 vs APOE33 (nonAD only)
POLR1C,1,0.056660274,-0.014771889,113904567.5,0.502313287,0.093005728,0.126832428,6.41627543,5.742433081,0.004626574,APOE34 vs APOE33 (nonAD only)
NHLH1,1,0.004838969,0.003168366,113904213,0.502311724,3.58E-11,8.00E-11,0.605565762,0.142588632,0.004623447,APOE34 vs APOE33 (nonAD only)
ZNF697,1,0.006175292,0.002708498,113904183,0.502311591,2.29E-08,4.70E-08,0.755256175,0.291658565,0.004623183,APOE34 vs APOE33 (nonAD only)
DYNC2H1,1,0.19347694,-0.035557939,113904079.5,0.502311135,0.300290845,0.371296189,19.07191944,17.07822931,0.00462227,APOE34 vs APOE33 (nonAD only)
RTN4R,1,0.012071817,-0.000666303,113902933,0.502306079,0.000269878,0.000465921,1.462883582,0.991639121,0.004612158,APOE34 vs APOE33 (nonAD only)
ZKSCAN4,1,0.01000414,0.00107769,113902909,0.502305973,5.75E-05,0.000102738,1.238347962,0.771274872,0.004611946,APOE34 vs APOE33 (nonAD only)
PRRG1,1,0.00509751,0.001729766,113902860,0.502305757,1.64E-08,3.37E-08,0.741647955,0.278695962,0.004611514,APOE34 vs APOE33 (nonAD only)
FLRT1,1,0.043261597,-0.008144498,113902360,0.502303552,0.05531151,0.078375836,4.844526094,4.277658954,0.004607104,APOE34 vs APOE33 (nonAD only)
CADPS2,1,0.07046994,-0.022702037,113900947.5,0.502297323,0.12848128,0.172054278,7.824726135,7.019249465,0.004594646,APOE34 vs APOE33 (nonAD only)
G0S2,1,0.00383616,0.002867302,113900896,0.502297096,3.78E-13,8.98E-13,0.537524665,0.077775617,0.004594192,APOE34 vs APOE33 (nonAD only)
AL049650.1,1,0.027834159,-0.004951543,113900872,0.50229699,0.019699854,0.029520944,3.272776757,2.761034416,0.00459398,APOE34 vs APOE33 (nonAD only)
KCNK9,1,0.009039858,0.001866305,113900845,0.502296871,5.63E-06,1.06E-05,1.013812343,0.550910623,0.004593742,APOE34 vs APOE33 (nonAD only)
ADCY6,1,0.026267729,-0.004482721,113900489,0.502295301,0.018107781,0.027269747,3.184323331,2.676777497,0.004590602,APOE34 vs APOE33 (nonAD only)
TGFB2,1,0.009279675,0.002704821,113900449,0.502295125,3.93E-06,7.43E-06,0.986595904,0.524985417,0.004590249,APOE34 vs APOE33 (nonAD only)
GDF11,1,0.023469162,-0.003968971,113900398.5,0.502294902,0.01185168,0.018239227,2.823705518,2.326787219,0.004589804,APOE34 vs APOE33 (nonAD only)
KCNC4,1,0.010011266,0.000362477,113900397,0.502294895,4.68E-05,8.41E-05,1.204327414,0.738868365,0.004589791,APOE34 vs APOE33 (nonAD only)
ENKD1,1,0.008130866,0.001612739,113900176.5,0.502293923,5.28E-06,9.94E-06,1.007008233,0.544429321,0.004587846,APOE34 vs APOE33 (nonAD only)
PRKCH,1,0.013155841,-0.000398366,113900160,0.50229385,0.000467267,0.000796185,1.551337008,1.082377341,0.0045877,APOE34 vs APOE33 (nonAD only)
LOXL3,1,0.00667513,0.002425146,113899844,0.502292457,1.94E-07,3.86E-07,0.823297272,0.362952881,0.004584913,APOE34 vs APOE33 (nonAD only)
ACHE,1,0.007256753,0.003099993,113899539,0.502291112,1.43E-07,2.86E-07,0.809689052,0.349990278,0.004582223,APOE34 vs APOE33 (nonAD only)
DEPP1,1,0.005850519,0.003668066,113899158,0.502289431,5.48E-10,1.18E-09,0.64639042,0.187957742,0.004578863,APOE34 vs APOE33 (nonAD only)
DDX4,1,0.010894656,8.85E-06,113898794.5,0.502287828,0.000143303,0.000250955,1.340409607,0.874975695,0.004575657,APOE34 vs APOE33 (nonAD only)
SPAG8,1,0.012596357,-0.000831191,113898690,0.502287368,0.000517247,0.000879256,1.564945227,1.095339944,0.004574735,APOE34 vs APOE33 (nonAD only)
NPIPA2,1,0.005016,0.002901586,113898575,0.50228686,4.16E-10,9.01E-10,0.63958631,0.18147644,0.004573721,APOE34 vs APOE33 (nonAD only)
FMN2,1,0.068785564,-0.019002207,113898561,0.502286799,0.124551973,0.167029613,7.559365857,6.811847819,0.004573597,APOE34 vs APOE33 (nonAD only)
ANGPT1,1,0.010740653,0.002530759,113897789.5,0.502283396,1.77E-05,3.27E-05,1.095461659,0.635167542,0.004566793,APOE34 vs APOE33 (nonAD only)
F8A1,1,0.010344138,-0.000369216,113897784,0.502283372,0.000134644,0.00023616,1.326801388,0.862013092,0.004566744,APOE34 vs APOE33 (nonAD only)
CCDC88C,1,0.010230415,-0.0009135,113897491,0.50228208,0.000129607,0.000227526,1.319997278,0.855531791,0.00456416,APOE34 vs APOE33 (nonAD only)
SLC25A14,1,0.015816294,-0.002351021,113896746,0.502278795,0.002156203,0.003514546,1.93236715,1.458292825,0.004557589,APOE34 vs APOE33 (nonAD only)
ADCK2,1,0.016138369,-0.001661848,113896504.5,0.50227773,0.001999091,0.003267674,1.905150711,1.432367619,0.004555459,APOE34 vs APOE33 (nonAD only)
LUZP1,1,0.031129983,-0.008493397,113896452,0.502277498,0.027193641,0.040146195,3.578961693,3.052692981,0.004554996,APOE34 vs APOE33 (nonAD only)
EPOR,1,0.006943664,0.001114581,113896434.5,0.502277421,1.82E-06,3.49E-06,0.925358917,0.466653704,0.004554842,APOE34 vs APOE33 (nonAD only)
TNFAIP8,1,0.012181068,0.002042588,113896220,0.502276475,6.21E-05,0.000110902,1.217935633,0.758312269,0.00455295,APOE34 vs APOE33 (nonAD only)
DISP3,1,0.00762365,0.002411203,113895565,0.502273586,1.05E-06,2.03E-06,0.891338368,0.434247197,0.004547173,APOE34 vs APOE33 (nonAD only)
CR1L,1,0.016173473,-0.001586057,113895530.5,0.502273434,0.002038674,0.003329339,1.905150711,1.432367619,0.004546869,APOE34 vs APOE33 (nonAD only)
USHBP1,1,0.016003827,-0.003177023,113895185.5,0.502271913,0.00244991,0.003979161,1.966387698,1.490699332,0.004543826,APOE34 vs APOE33 (nonAD only)
DYRK3,1,0.005777536,0.002716704,113894136.5,0.502267287,8.22E-09,1.71E-08,0.700823297,0.246289455,0.004534574,APOE34 vs APOE33 (nonAD only)
AC003002.1,1,0.00511662,0.002166983,113892848,0.502261605,4.22E-09,8.86E-09,0.680410968,0.226845551,0.004523209,APOE34 vs APOE33 (nonAD only)
SLC25A30,1,0.005110408,0.00275316,113892541,0.502260251,2.52E-09,5.32E-09,0.666802749,0.213882948,0.004520502,APOE34 vs APOE33 (nonAD only)
MROH7-TTC4,1,0.005689782,0.002979709,113892524,0.502260176,2.52E-09,5.33E-09,0.666802749,0.213882948,0.004520352,APOE34 vs APOE33 (nonAD only)
CARD14,1,0.018836584,-0.004506485,113892332,0.502259329,0.00603432,0.009522138,2.327005511,1.847170912,0.004518658,APOE34 vs APOE33 (nonAD only)
SPATA24,1,0.008013787,0.001600519,113892236.5,0.502258908,5.83E-06,1.09E-05,0.986595904,0.531466719,0.004517816,APOE34 vs APOE33 (nonAD only)
MAPK7,1,0.009501062,0.001111265,113892089.5,0.50225826,4.17E-05,7.51E-05,1.156698646,0.699980556,0.004516519,APOE34 vs APOE33 (nonAD only)
MRPL55,1,0.024714385,-0.005496235,113891608,0.502256136,0.015587913,0.023637842,2.946179492,2.449931946,0.004512273,APOE34 vs APOE33 (nonAD only)
DGAT2,1,0.006766088,0.002118561,113891520,0.502255748,2.40E-07,4.76E-07,0.809689052,0.356471579,0.004511496,APOE34 vs APOE33 (nonAD only)
IL20RB,1,0.007899527,0.001986353,113891273,0.502254659,4.12E-06,7.79E-06,0.959379465,0.505541513,0.004509318,APOE34 vs APOE33 (nonAD only)
BTN3A3,1,0.004886069,0.002572278,113891087,0.502253839,8.63E-10,1.85E-09,0.63958631,0.187957742,0.004507677,APOE34 vs APOE33 (nonAD only)
SNX22,1,0.06648808,-0.018934354,113890445.5,0.50225101,0.135550935,0.181007379,7.770293257,7.006286862,0.004502019,APOE34 vs APOE33 (nonAD only)
SORCS3,1,0.022830067,-0.005121447,113890430,0.502250941,0.010560921,0.016329959,2.639994557,2.15179208,0.004501883,APOE34 vs APOE33 (nonAD only)
SOX30,1,0.006526365,0.002638451,113890215,0.502249993,9.39E-08,1.88E-07,0.768864394,0.317583771,0.004499987,APOE34 vs APOE33 (nonAD only)
PTPN14,1,0.008080921,0.00168102,113890089,0.502249438,3.54E-06,6.71E-06,0.945771246,0.49257891,0.004498875,APOE34 vs APOE33 (nonAD only)
MAP7D3,1,0.014129424,-0.000295886,113889663.5,0.502247561,0.001023741,0.001706394,1.667006872,1.205522069,0.004495122,APOE34 vs APOE33 (nonAD only)
ACSM3,1,0.014065447,-0.002056168,113889569,0.502247144,0.001423083,0.002348645,1.755460298,1.289778988,0.004494289,APOE34 vs APOE33 (nonAD only)
POLR3K,1,0.011912095,4.60E-05,113889160.5,0.502245343,0.000376199,0.000643706,1.449275362,0.991639121,0.004490686,APOE34 vs APOE33 (nonAD only)
CHURC1,1,0.00583247,0.002077568,113889029.5,0.502244765,6.95E-08,1.40E-07,0.755256175,0.304621168,0.004489531,APOE34 vs APOE33 (nonAD only)
RAD54L,1,0.009775454,-0.000128408,113888883.5,0.502244121,0.000135619,0.000237777,1.28597673,0.829606585,0.004488243,APOE34 vs APOE33 (nonAD only)
MEI1,1,0.007674459,0.002054735,113888765,0.502243599,1.95E-06,3.73E-06,0.904946588,0.453691101,0.004487198,APOE34 vs APOE33 (nonAD only)
GRAMD1C,1,0.010167821,0.000437407,113888230,0.50224124,9.73E-05,0.000171844,1.238347962,0.784237475,0.004482479,APOE34 vs APOE33 (nonAD only)
KIAA1549,1,0.012422961,-0.000850091,113888225.5,0.50224122,0.000414452,0.000707808,1.462883582,1.004601724,0.004482439,APOE34 vs APOE33 (nonAD only)
GEMIN4,1,0.007084168,0.001570277,113888062,0.502240499,1.79E-06,3.44E-06,0.898142478,0.4472098,0.004480997,APOE34 vs APOE33 (nonAD only)
KCNJ3,1,0.036394497,-0.00720797,113887979,0.502240133,0.036595209,0.053210224,3.85112608,3.331388943,0.004480265,APOE34 vs APOE33 (nonAD only)
PDE6C,1,0.005340462,0.001935951,113887822,0.50223944,3.38E-08,6.89E-08,0.728039736,0.278695962,0.00447888,APOE34 vs APOE33 (nonAD only)
CMSS1,1,0.378174645,-0.03227279,113887477.5,0.502237921,0.405850077,0.477243461,31.61189358,28.16125478,0.004475842,APOE34 vs APOE33 (nonAD only)
HCN1,1,0.053074806,-0.013520604,113887195,0.502236675,0.086322496,0.118812808,5.722256243,5.107265539,0.00447335,APOE34 vs APOE33 (nonAD only)
CCDC158,1,0.009919101,0.000489783,113887148.5,0.50223647,9.05E-05,0.000160277,1.224739743,0.771274872,0.00447294,APOE34 vs APOE33 (nonAD only)
TSPAN4,1,0.005600393,0.002309474,113886976.5,0.502235712,1.86E-08,3.83E-08,0.707627407,0.259252058,0.004471423,APOE34 vs APOE33 (nonAD only)
GLMP,1,0.016516877,-0.002697657,113886701.5,0.502234499,0.003749886,0.006009411,2.061645234,1.594400156,0.004468998,APOE34 vs APOE33 (nonAD only)
SYNPO,1,0.012367435,0.000359913,113886681.5,0.502234411,0.000308834,0.000531282,1.401646595,0.946270011,0.004468821,APOE34 vs APOE33 (nonAD only)
NDP,1,0.038316958,-0.00939162,113886666.5,0.502234345,0.055754395,0.078959683,4.572361706,4.018406896,0.004468689,APOE34 vs APOE33 (nonAD only)
LAT2,1,0.013090795,-0.000839655,113884226,0.502223582,0.00071639,0.001206101,1.551337008,1.095339944,0.004447164,APOE34 vs APOE33 (nonAD only)
HSPB9,1,0.003314545,0.00272326,113883801,0.502221708,4.78E-14,1.16E-13,0.489895897,0.04536911,0.004443416,APOE34 vs APOE33 (nonAD only)
FGF11,1,0.004947977,0.00264211,113883748.5,0.502221476,1.74E-09,3.70E-09,0.63958631,0.194439043,0.004442953,APOE34 vs APOE33 (nonAD only)
TRPM3,1,0.038407414,-0.010041707,113882361.5,0.50221536,0.051967865,0.073842346,4.354630197,3.81100525,0.004430719,APOE34 vs APOE33 (nonAD only)
GATD3B,1,0.01205182,-0.000453766,113882130.5,0.502214341,0.000566403,0.000960264,1.49010002,1.037008231,0.004428682,APOE34 vs APOE33 (nonAD only)
LAMB2,1,0.004891358,0.003102605,113881855.5,0.502213128,2.80E-10,6.08E-10,0.598761652,0.155551235,0.004426257,APOE34 vs APOE33 (nonAD only)
GPX7,1,0.008604866,0.000628767,113881628,0.502212125,3.45E-05,6.24E-05,1.095461659,0.648130145,0.00442425,APOE34 vs APOE33 (nonAD only)
SUSD1,1,0.009285471,0.000553555,113881622,0.502212099,3.69E-05,6.67E-05,1.102265769,0.654611446,0.004424197,APOE34 vs APOE33 (nonAD only)
FUCA2,1,0.044250912,-0.014124281,113881456,0.502211367,0.081424145,0.112506518,5.422875417,4.802644371,0.004422733,APOE34 vs APOE33 (nonAD only)
GPATCH3,1,0.015514615,-0.001900645,113881047,0.502209563,0.002771434,0.004485116,1.905150711,1.445330222,0.004419126,APOE34 vs APOE33 (nonAD only)
TPM2,1,0.005088467,0.003466251,113880997,0.502209342,9.54E-11,2.10E-10,0.578349323,0.13610733,0.004418685,APOE34 vs APOE33 (nonAD only)
GPR176,1,0.011368987,0.00110131,113880994,0.502209329,0.000125299,0.000220094,1.238347962,0.790718776,0.004418658,APOE34 vs APOE33 (nonAD only)
B3GNT6,1,0.005776613,0.002139003,113880810.5,0.50220852,7.01E-08,1.41E-07,0.734843846,0.291658565,0.00441704,APOE34 vs APOE33 (nonAD only)
TRIM36,1,0.020544283,-0.005909602,113880235.5,0.502205984,0.011693431,0.018006517,2.605974008,2.125866874,0.004411968,APOE34 vs APOE33 (nonAD only)
ZNF319,1,0.008325917,0.001350799,113880036,0.502205104,2.21E-05,4.04E-05,1.047832891,0.602761034,0.004410209,APOE34 vs APOE33 (nonAD only)
RSPH14,1,0.00642026,0.001113793,113879934.5,0.502204657,2.20E-06,4.20E-06,0.884534259,0.440728498,0.004409314,APOE34 vs APOE33 (nonAD only)
TSNAXIP1,1,0.007131321,0.001641395,113879615.5,0.50220325,1.76E-06,3.37E-06,0.870926039,0.427765895,0.0044065,APOE34 vs APOE33 (nonAD only)
RDH10,1,0.007101636,0.001984959,113879345,0.502202057,1.58E-06,3.03E-06,0.86412193,0.421284594,0.004404114,APOE34 vs APOE33 (nonAD only)
FBXO6,1,0.006609993,0.001926479,113878893.5,0.502200066,1.10E-06,2.12E-06,0.843709601,0.40184069,0.004400132,APOE34 vs APOE33 (nonAD only)
GNAS,1,0.483306396,-0.042197776,113878183.5,0.502196935,0.459975885,0.533225571,45.94815268,37.01471255,0.00439387,APOE34 vs APOE33 (nonAD only)
GLRA2,1,0.021652638,-0.0047599,113877991,0.502196086,0.012730691,0.019511535,2.639994557,2.164754683,0.004392172,APOE34 vs APOE33 (nonAD only)
RANBP3L,1,0.006931704,0.002375043,113876878.5,0.50219118,5.24E-07,1.03E-06,0.802884943,0.362952881,0.00438236,APOE34 vs APOE33 (nonAD only)
C3orf33,1,0.007291624,0.000956143,113876387.5,0.502189015,1.03E-05,1.91E-05,0.972987685,0.531466719,0.004378029,APOE34 vs APOE33 (nonAD only)
CRIP2,1,0.019519066,-0.004111656,113876114,0.502187809,0.007645632,0.011960486,2.306593182,1.84068961,0.004375617,APOE34 vs APOE33 (nonAD only)
PPP4R4,1,0.023424603,-0.006079701,113876010,0.50218735,0.013838338,0.021113424,2.680819215,2.203642491,0.0043747,APOE34 vs APOE33 (nonAD only)
TIMM17B,1,0.021340771,-0.005364184,113875998.5,0.502187299,0.013966989,0.021291576,2.687623324,2.210123793,0.004374598,APOE34 vs APOE33 (nonAD only)
HLA-B,1,0.008055169,0.001178127,113875956,0.502187112,8.70E-06,1.62E-05,0.959379465,0.518504116,0.004374224,APOE34 vs APOE33 (nonAD only)
TUBA8,1,0.006815963,0.00239017,113875828,0.502186547,3.49E-07,6.88E-07,0.782472613,0.343508977,0.004373095,APOE34 vs APOE33 (nonAD only)
TCTN2,1,0.010942854,-0.000473053,113875338.5,0.502184389,0.000288868,0.000497985,1.333605498,0.887938298,0.004368777,APOE34 vs APOE33 (nonAD only)
HMGN5,1,0.018749922,-0.00227777,113875098,0.502183328,0.004922571,0.007824315,2.082057563,1.626806663,0.004366656,APOE34 vs APOE33 (nonAD only)
VSIG10L,1,0.004824757,0.002725653,113875087,0.50218328,1.12E-09,2.40E-09,0.612369871,0.174995139,0.004366559,APOE34 vs APOE33 (nonAD only)
TNNT2,1,0.007884454,0.00183187,113873733.5,0.502177311,4.32E-06,8.15E-06,0.904946588,0.466653704,0.004354621,APOE34 vs APOE33 (nonAD only)
VPS37D,1,0.00740049,0.001903184,113873130.5,0.502174651,3.57E-06,6.76E-06,0.891338368,0.453691101,0.004349303,APOE34 vs APOE33 (nonAD only)
BNIP1,1,0.026690182,-0.006681663,113873119,0.502174601,0.027014426,0.03989148,3.252364428,2.761034416,0.004349202,APOE34 vs APOE33 (nonAD only)
SNX33,1,0.004423875,0.002781196,113872760,0.502173018,1.05E-10,2.31E-10,0.564741104,0.129626029,0.004346035,APOE34 vs APOE33 (nonAD only)
NBEAL2,1,0.006977369,0.001698069,113872233.5,0.502170696,2.64E-06,5.03E-06,0.870926039,0.434247197,0.004341392,APOE34 vs APOE33 (nonAD only)
RHOBTB2,1,0.014465752,-0.000961277,113872229.5,0.502170678,0.001299737,0.002150623,1.619378104,1.173115562,0.004341356,APOE34 vs APOE33 (nonAD only)
C4orf46,1,0.014632035,-0.001444804,113871627,0.502168021,0.002717734,0.004399801,1.830305505,1.380517208,0.004336042,APOE34 vs APOE33 (nonAD only)
SLC35G2,1,0.02010433,-0.005124682,113871290,0.502166535,0.011032713,0.017012484,2.476695924,2.009203448,0.00433307,APOE34 vs APOE33 (nonAD only)
RPUSD1,1,0.010659951,-0.001012736,113871221,0.502166231,0.000504766,0.000858528,1.408450704,0.965713915,0.004332461,APOE34 vs APOE33 (nonAD only)
NHLH2,1,0.020414143,-0.003165816,113870927,0.502164934,0.012105302,0.018581654,2.531128802,2.067535161,0.004329868,APOE34 vs APOE33 (nonAD only)
TCERG1L,1,0.01788649,-0.005718395,113870866,0.502164665,0.007043093,0.011055551,2.218139756,1.756432692,0.00432933,APOE34 vs APOE33 (nonAD only)
RASGRP2,1,0.007000619,0.002076051,113870572.5,0.502163371,1.36E-06,2.62E-06,0.830101381,0.395359388,0.004326742,APOE34 vs APOE33 (nonAD only)
GOLGA6L10,1,0.004340284,0.003333604,113870489,0.502163003,4.67E-12,1.07E-11,0.517112336,0.084256919,0.004326005,APOE34 vs APOE33 (nonAD only)
C1QTNF7,1,0.006344965,0.001371299,113869954,0.502160643,1.23E-06,2.37E-06,0.823297272,0.388878087,0.004321287,APOE34 vs APOE33 (nonAD only)
HYAL1,1,0.012807987,-0.001015441,113869499.5,0.502158639,0.001082293,0.001800639,1.558141117,1.114783849,0.004317278,APOE34 vs APOE33 (nonAD only)
TRDN,1,0.007472497,0.000807767,113869325,0.502157869,1.56E-05,2.88E-05,0.979791794,0.544429321,0.004315739,APOE34 vs APOE33 (nonAD only)
ADCY1,1,0.033588862,-0.008589969,113868975,0.502156326,0.041300235,0.059510473,3.742260325,3.234169421,0.004312652,APOE34 vs APOE33 (nonAD only)
AGAP2,1,0.010407942,0.001521601,113868961.5,0.502156266,7.41E-05,0.000131911,1.122678098,0.687017953,0.004312533,APOE34 vs APOE33 (nonAD only)
LRCH1,1,0.014697145,-0.000923727,113868860,0.502155819,0.001908641,0.003123532,1.701027421,1.25737248,0.004311638,APOE34 vs APOE33 (nonAD only)
SH3BP2,1,0.012673747,0.000485855,113868799,0.50215555,0.000742696,0.001249215,1.469687691,1.03052693,0.0043111,APOE34 vs APOE33 (nonAD only)
RAB11FIP5,1,0.009297449,0.000540693,113868715,0.502155179,8.93E-05,0.000158231,1.143090427,0.706461858,0.004310359,APOE34 vs APOE33 (nonAD only)
ZNF99,1,0.007507213,0.001080386,113868527.5,0.502154352,1.13E-05,2.10E-05,0.952575356,0.518504116,0.004308705,APOE34 vs APOE33 (nonAD only)
IL1RAP,1,0.011755616,0.001114507,113868522,0.502154328,0.000254556,0.000440275,1.27917262,0.842569188,0.004308656,APOE34 vs APOE33 (nonAD only)
PIP5K1B,1,0.027388888,-0.004288736,113868119.5,0.502152553,0.02057247,0.030769394,2.912158944,2.443450645,0.004305106,APOE34 vs APOE33 (nonAD only)
SRGN,1,0.005948591,0.003903082,113867764,0.502150986,1.68E-09,3.57E-09,0.605565762,0.174995139,0.004301971,APOE34 vs APOE33 (nonAD only)
MFSD2B,1,0.015925257,-0.002905037,113867725,0.502150814,0.004720324,0.007516185,2.007212356,1.555512347,0.004301627,APOE34 vs APOE33 (nonAD only)
TJP3,1,0.007183934,0.000851312,113867562.5,0.502150097,1.07E-05,2.00E-05,0.945771246,0.512022814,0.004300194,APOE34 vs APOE33 (nonAD only)
PQLC2,1,0.018403026,-0.002854219,113867460,0.502149645,0.007206375,0.011300963,2.197727427,1.743470089,0.00429929,APOE34 vs APOE33 (nonAD only)
