Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to8,Feature log2 fold change topic 2to8
ENSG00000228794,LINC01128,11,-0.5049,15,0.50495
ENSG00000188976,NOC2L,40,-0.3139,50,0.31395
ENSG00000188290,HES4,32,-0.7136,53,0.71364
ENSG00000187608,ISG15,52,0.73262,31,-0.7326
ENSG00000188157,AGRN,8,-1.0893,18,1.08931
ENSG00000078808,SDF4,130,0.70262,80,-0.7026
ENSG00000176022,B3GALT6,53,0.55833,36,-0.5583
ENSG00000160087,UBE2J2,21,-1.0611,45,1.06110
ENSG00000131584,ACAP3,18,-1.8880,67,1.88800
ENSG00000127054,INTS11,39,-0.3045,48,0.30453
ENSG00000224051,CPTP,46,0.49194,32,-0.4919
ENSG00000107404,DVL1,18,-1.8417,64,1.84173
ENSG00000175756,AURKAIP1,104,-0.8159,183,0.81599
ENSG00000221978,CCNL2,69,0.65729,44,-0.6572
ENSG00000242485,MRPL20,204,-0.0091,205,0.00914
ENSG00000179403,VWA1,63,-0.2296,73,0.22968
ENSG00000197785,ATAD3A,25,0.64273,16,-0.6427
ENSG00000205090,TMEM240,29,-0.4186,40,0.41868
ENSG00000160075,SSU72,114,-0.4145,152,0.41454
ENSG00000228594,FNDC10,17,-0.8949,33,0.89494
ENSG00000272106,AL691432.2,4,-2.5945,28,2.59459
ENSG00000197530,MIB2,26,-0.2470,30,0.24703
ENSG00000189339,SLC35E2B,31,-0.3943,41,0.39437
ENSG00000215790,SLC35E2A,1,-3.4964,14,3.49645
ENSG00000008130,NADK,19,-0.1420,21,0.14208
ENSG00000078369,GNB1,390,0.04309,379,-0.0430
ENSG00000187730,GABRD,47,-0.0158,47,0.01580
ENSG00000067606,PRKCZ,79,-1.1166,171,1.11664
ENSG00000162585,FAAP20,113,0.79033,65,-0.7903
ENSG00000157933,SKI,36,0.00385,36,-0.0038
ENSG00000157916,RER1,23,-1.3988,63,1.39889
ENSG00000157911,PEX10,48,0.52544,33,-0.5254
ENSG00000197921,HES5,41,0.82862,23,-0.8286
ENSG00000157870,PRXL2B,27,-1.3454,70,1.34548
ENSG00000177133,PRDM16-DT,2,-3.1720,23,3.17205
ENSG00000158109,TPRG1L,139,-0.2936,171,0.29369
ENSG00000130764,LRRC47,63,-0.2025,73,0.20259
ENSG00000116198,CEP104,13,-0.7557,22,0.75575
ENSG00000196581,AJAP1,4,-2.8379,35,2.83794
ENSG00000069424,KCNAB2,107,-0.4953,151,0.49533
ENSG00000116254,CHD5,203,0.57543,136,-0.5754
ENSG00000116251,RPL22,780,0.07941,739,-0.0794
ENSG00000116237,ICMT,50,0.78719,29,-0.7871
ENSG00000097021,ACOT7,216,-0.0445,223,0.04453
ENSG00000171680,PLEKHG5,42,1.24833,18,-1.2483
ENSG00000162408,NOL9,31,-0.1923,36,0.19238
ENSG00000162413,KLHL21,21,-0.4997,29,0.49977
ENSG00000116273,PHF13,13,-0.3995,17,0.39951
ENSG00000041988,THAP3,4,-2.7553,27,2.75532
ENSG00000007923,DNAJC11,64,1.04314,31,-1.0431
ENSG00000171735,CAMTA1,158,0.07142,151,-0.0714
ENSG00000049245,VAMP3,50,-0.0453,52,0.04537
