Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to7,Feature log2 fold change topic 6to7
ENSG00000061794,MRPS35,11,-1.3868,3,-3.2303,1,-4.8370,33,0.28264,1,-4.2761,73,2.82905
ENSG00000087448,KLHL42,107,0.79620,30,-1.3095,1,-6.1132,47,-0.6013,110,0.83820,91,0.62536
ENSG00000123106,CCDC91,14,-1.9265,50,0.02997,53,0.11293,54,0.14635,1,-5.0967,87,1.31779
ENSG00000087502,ERGIC2,11,-1.4665,0,-6.4118,54,1.08963,23,-0.4003,10,-1.6703,54,1.42271
ENSG00000133687,TMTC1,364,3.67899,0,-7.7755,1,-6.2731,28,-1.5653,42,-0.9330,48,-0.8413
ENSG00000170456,DENND5B,11,-2.0982,0,-6.8296,87,1.18842,35,-0.4231,66,0.66740,58,0.52889
ENSG00000151743,AMN1,11,-2.2019,10,-2.4008,79,0.86179,25,-1.0328,55,0.22240,79,1.11302
ENSG00000087470,DNM1L,227,0.74666,54,-1.5906,220,0.68912,87,-0.8524,67,-1.2708,191,0.54240
ENSG00000139116,KIF21A,11,-3.6766,63,-1.1776,1,-7.0279,125,-0.0838,253,1.17665,235,1.36635
ENSG00000151229,SLC2A13,11,-3.3047,0,-8.2019,15,-2.9491,43,-1.3725,351,2.51463,148,0.81728
ENSG00000018236,CNTN1,334,0.31550,56,-2.4801,99,-1.6294,156,-0.9361,415,0.70339,442,1.05870
ENSG00000015153,YAF2,11,-1.8987,2,-4.0555,55,0.56998,59,0.70074,1,-4.7697,73,1.49366
ENSG00000134283,PPHLN1,11,-2.0498,4,-3.4669,42,-0.0758,38,-0.2281,116,1.85190,47,0.16571
ENSG00000139168,ZCRB1,11,-3.4435,335,2.14168,137,0.33970,124,0.16788,40,-1.6403,70,-0.8804
ENSG00000184613,NELL2,88,-1.0888,0,-8.9658,37,-2.3780,103,-0.8457,62,-1.6275,463,2.98406
ENSG00000139218,SCAF11,11,-1.8057,59,0.83068,110,2.12150,28,-0.4367,3,-3.7418,24,-0.8313
ENSG00000111371,SLC38A1,11,-2.7023,0,-7.6131,3,-4.5387,50,-0.4952,104,0.73972,153,2.17463
ENSG00000134294,SLC38A2,337,2.16432,102,-0.1628,106,-0.0962,23,-2.4294,4,-4.7795,107,-0.0993
ENSG00000211584,SLC48A1,11,-3.1729,202,1.41662,131,0.59093,57,-0.7910,105,0.19676,73,-0.4621
ENSG00000134291,TMEM106C,11,-1.9343,0,-6.8663,81,1.26837,19,-1.2226,43,0.09241,64,1.04862
ENSG00000152556,PFKM,11,-3.3138,0,-8.2121,12,-3.3029,66,-0.7254,261,1.76128,185,1.40132
ENSG00000177981,ASB8,118,1.19183,57,-0.0956,16,-2.0373,45,-0.4815,80,0.46290,55,-0.2107
ENSG00000177875,CCDC184,11,-1.6058,0,-6.5553,1,-5.0523,31,-0.0899,37,0.21968,74,2.17332
ENSG00000167535,CACNB3,11,-2.5513,0,-7.4653,28,-1.2199,60,-0.0242,83,0.53501,122,1.72449
ENSG00000134287,ARF3,404,0.04691,151,-1.5198,168,-1.3559,361,-0.1403,383,-0.0406,641,1.12691
ENSG00000181418,DDN,11,-4.2751,0,-9.1619,35,-2.6737,522,1.84075,253,0.41275,286,0.79869
ENSG00000123416,TUBA1B,707,-1.4787,725,-1.4418,713,-1.4675,1828,0.03394,1296,-0.5318,3636,1.78646
ENSG00000167552,TUBA1A,309,-2.1983,2258,1.04704,804,-0.7319,760,-0.8203,1098,-0.2275,1793,0.77743
ENSG00000123352,SPATS2,11,-1.0780,30,0.44960,2,-3.2788,19,-0.3018,1,-3.9837,48,1.87697
ENSG00000135519,KCNH3,126,0.83103,0,-7.8252,3,-4.9226,121,0.75929,14,-2.5984,143,1.42753
ENSG00000187778,MCRS1,11,-1.8985,23,-0.8847,73,1.08676,37,-0.1068,24,-0.7690,54,0.67577
ENSG00000139644,TMBIM6,928,1.59206,406,0.04056,362,-0.1494,174,-1.3139,438,0.17076,232,-0.9881
ENSG00000135472,FAIM2,280,-0.7145,94,-2.3813,104,-2.2328,369,-0.2710,324,-0.4827,935,1.99546
ENSG00000110881,ASIC1,11,-1.9052,64,0.84269,54,0.53353,24,-0.8061,46,0.24346,39,-0.0327
ENSG00000178449,COX14,283,1.00847,38,-2.2224,212,0.47247,118,-0.5126,122,-0.4552,177,0.19185
ENSG00000066084,DIP2B,11,-2.1906,143,2.14851,43,-0.1701,26,-0.9499,9,-2.5547,51,0.12561
ENSG00000185432,METTL7A,28,-1.8102,93,0.08680,430,3.76345,48,-0.9925,1,-5.9267,9,-3.6610
ENSG00000050426,LETMD1,11,-2.3750,39,-0.5470,95,0.99940,38,-0.5874,62,0.23112,67,0.44842
ENSG00000184271,POU6F1,11,-1.2844,40,0.73512,3,-3.0792,42,0.81084,1,-4.1811,43,1.11447
ENSG00000183283,DAZAP2,243,0.55157,235,0.48992,252,0.61701,116,-0.6844,114,-0.7157,139,-0.4678
ENSG00000050438,SLC4A8,12,-2.2941,41,-0.4122,27,-1.0538,24,-1.2654,30,-0.9166,117,2.12429
ENSG00000196876,SCN8A,11,-3.2668,0,-8.1644,109,0.14599,60,-0.8136,88,-0.1970,214,1.98639
ENSG00000135503,ACVR1B,280,2.68135,4,-4.2028,25,-1.7459,21,-1.9972,16,-2.3741,96,0.46531
ENSG00000161835,GRASP,11,-1.9063,0,-6.8442,43,0.13564,26,-0.6555,1,-4.7770,98,2.54089
ENSG00000123395,ATG101,141,2.62523,8,-2.4160,5,-2.9377,27,-0.5911,11,-1.9471,41,0.10230
ENSG00000063046,EIF4B,1079,2.37274,385,0.24849,381,0.23296,138,-1.4039,95,-1.9656,125,-1.7320
ENSG00000167778,SPRYD3,364,0.77462,25,-3.3792,96,-1.4205,248,0.09589,192,-0.3279,357,0.94676
ENSG00000167779,IGFBP6,395,3.06346,22,-2.3021,100,0.06677,29,-1.8593,1,-5.8828,64,-0.7719
ENSG00000123349,PFDN5,822,0.11479,1576,1.31414,1188,0.76713,509,-0.6723,422,-0.9655,429,-1.0721
ENSG00000139637,C12orf10,12,-2.6341,15,-2.2204,35,-0.9969,63,-0.0490,116,1.02715,108,1.14839
ENSG00000205352,PRR13,318,1.74207,91,-0.5427,80,-0.7430,65,-1.0591,143,0.20870,94,-0.5614
ENSG00000197111,PCBP2,475,0.55893,268,-0.4106,642,1.12071,234,-0.6302,142,-1.4101,324,-0.1187
ENSG00000139625,MAP3K12,11,-1.6242,11,-1.6342,12,-1.5102,25,-0.4473,85,1.81832,42,0.51292
ENSG00000135390,ATP5MC2,113,-1.4296,344,0.35964,551,1.24103,209,-0.4701,295,0.09857,218,-0.4696
ENSG00000012822,CALCOCO1,129,1.09224,36,-1.0689,37,-1.0341,18,-2.1263,165,1.58870,53,-0.5184
ENSG00000094916,CBX5,11,-3.3474,67,-0.7268,207,1.22526,109,0.06435,180,0.95433,81,-0.5084
ENSG00000135486,HNRNPA1,767,0.70655,1046,1.30410,524,0.03751,292,-0.9099,349,-0.6298,304,-0.9672
ENSG00000111481,COPZ1,187,1.42446,63,-0.4995,83,-0.0541,41,-1.1669,54,-0.7639,87,0.02079
ENSG00000161642,ZNF385A,94,0.04764,21,-2.2862,189,1.32042,77,-0.2873,174,1.16061,43,-1.3639
ENSG00000123360,PDE1B,11,-1.7679,0,-6.7048,10,-2.0109,24,-0.6273,27,-0.4364,89,2.57883
ENSG00000135447,PPP1R1A,61,-0.8404,54,-1.0315,99,-0.0588,137,0.48966,173,0.91950,98,-0.0968
ENSG00000135441,BLOC1S1,638,1.66356,166,-0.7518,241,-0.1491,201,-0.4427,292,0.17731,153,-1.0077
ENSG00000135404,CD63,1061,1.47406,359,-0.4721,633,0.48265,208,-1.3276,693,0.64556,198,-1.5759
ENSG00000205323,SARNP,11,-2.7273,102,0.68728,78,0.20012,57,-0.3122,43,-0.7716,96,0.71212
ENSG00000111540,RAB5B,11,-3.4446,190,0.93210,58,-1.0665,117,0.06442,110,-0.0371,150,0.62658
ENSG00000197728,RPS26,756,-0.3890,1761,1.09783,1770,1.10802,684,-0.5495,781,-0.3365,472,-1.2846
ENSG00000170515,PA2G4,288,1.74674,32,-1.9983,69,-0.8205,51,-1.2822,168,0.67470,96,-0.3351
ENSG00000229117,RPL41,5771,0.74469,4476,0.29037,6804,1.05627,2892,-0.4400,2679,-0.5636,1906,-1.2467
ENSG00000196465,MYL6B,11,-4.1677,54,-1.9232,290,0.78533,229,0.36619,279,0.71508,217,0.32567
ENSG00000092841,MYL6,3497,2.73469,572,-0.8237,926,-0.0425,386,-1.4327,434,-1.2527,416,-1.4826
ENSG00000139613,SMARCC2,140,1.52929,43,-0.5725,44,-0.5265,63,0.05012,47,-0.4503,46,-0.5479
ENSG00000181852,RNF41,43,-0.6516,29,-1.2334,65,0.03344,40,-0.7651,132,1.31333,70,0.16749
ENSG00000139579,NABP2,304,2.02069,31,-1.9260,89,-0.3165,53,-1.1355,141,0.47118,67,-0.8822
ENSG00000062485,CS,118,0.79446,27,-1.6031,29,-1.4929,44,-0.8695,78,0.05812,115,0.95281
ENSG00000257727,CNPY2,181,0.97232,100,-0.0834,51,-1.1439,46,-1.2974,70,-0.6535,142,0.66583
ENSG00000170581,STAT2,11,-2.0467,53,0.34617,20,-1.1947,31,-0.5513,54,0.36755,67,0.97073
ENSG00000110955,ATP5F1B,645,-0.0780,90,-3.0940,351,-1.0535,356,-1.0338,1117,0.89143,1085,1.08324
ENSG00000110958,PTGES3,438,0.46819,170,-1.0831,369,0.16710,231,-0.6006,359,0.12421,385,0.29579
ENSG00000196531,NACA,345,-0.9115,1291,1.38859,1041,0.96154,459,-0.4599,232,-1.5286,440,-0.6150
ENSG00000123384,LRP1,340,0.46739,90,-1.6738,283,0.15036,88,-1.7006,670,1.80869,172,-0.7740
ENSG00000179912,R3HDM2,28,-1.3910,43,-0.7187,123,1.07885,50,-0.4702,42,-0.7568,92,0.68104
ENSG00000166986,MARS,23,-0.7880,8,-2.3167,18,-1.1370,24,-0.7350,4,-3.1437,93,2.54179
ENSG00000175203,DCTN2,12,-3.7564,59,-1.4684,136,-0.1445,99,-0.6590,259,0.99109,237,1.06545
ENSG00000155980,KIF5A,13,-4.9019,600,0.94222,180,-1.0818,367,0.06186,335,-0.0869,489,0.70734
ENSG00000166908,PIP4K2C,11,-1.5573,2,-3.8674,56,1.02475,27,-0.2482,1,-4.2850,61,1.61349
ENSG00000178498,DTX3,228,1.71866,1,-6.2244,16,-2.6887,71,-0.4168,143,0.78527,91,-0.0106
ENSG00000240771,ARHGEF25,261,2.77689,14,-2.4412,41,-0.8501,62,-0.1886,2,-4.8698,53,-0.5112
ENSG00000135454,B4GALNT1,256,1.89197,0,-8.1009,33,-1.6784,52,-0.9652,46,-1.1539,140,0.85267
ENSG00000135506,OS9,11,-2.8674,72,-0.0956,32,-1.3548,41,-0.9814,170,1.48797,102,0.64718
ENSG00000135439,AGAP2,11,-3.5100,14,-3.1821,34,-1.9271,257,1.43593,193,0.86831,158,0.62484
ENSG00000135452,TSPAN31,179,2.44864,20,-1.5603,59,0.17250,25,-1.1970,12,-2.2322,39,-0.5899
ENSG00000175215,CTDSP2,374,3.04310,80,-0.2255,77,-0.2881,16,-2.7159,19,-2.4608,39,-1.5216
ENSG00000257698,GIHCG,15,-1.6647,5,-3.1003,168,2.83428,48,0.17379,4,-3.3705,33,-0.5568
ENSG00000198673,TAFA2,104,0.53889,0,-7.7822,1,-6.2774,40,-1.0449,206,1.91201,91,0.37761
ENSG00000111110,PPM1H,11,-1.7779,1,-4.4574,39,0.12003,29,-0.3566,85,1.58086,44,0.39639
ENSG00000184575,XPOT,11,-2.4527,26,-1.2557,39,-0.6180,26,-1.2564,182,2.29662,59,0.04308
ENSG00000155957,TMBIM4,464,2.61039,44,-1.7081,102,-0.4150,16,-3.1659,222,0.94056,34,-2.2950
ENSG00000111530,CAND1,353,1.70276,37,-2.0940,2,-5.9845,54,-1.5284,255,1.03285,150,0.09385
ENSG00000127314,RAP1B,178,1.97350,87,0.52730,48,-0.4866,17,-2.0749,44,-0.5947,37,-0.9968
ENSG00000111605,CPSF6,434,3.15430,20,-2.5017,47,-1.2628,33,-1.7901,65,-0.7556,62,-0.9325
ENSG00000166226,CCT2,118,0.24939,25,-2.2062,74,-0.5310,51,-1.1208,155,0.73032,146,0.78835
ENSG00000127328,RAB3IP,11,-1.9066,100,1.73464,17,-1.3455,30,-0.4373,50,0.41122,34,-0.2776
ENSG00000135643,KCNMB4,11,-3.4047,124,0.21167,101,-0.1343,96,-0.2251,1,-6.1986,217,1.69234
ENSG00000153233,PTPRR,11,-1.7079,0,-6.6516,4,-3.2516,24,-0.5970,80,1.55220,62,1.35107
ENSG00000080371,RAB21,342,2.31608,112,0.06633,87,-0.3385,48,-1.2878,19,-2.6603,72,-0.7528
ENSG00000253719,ATXN7L3B,11,-3.4324,42,-1.5245,76,-0.6347,96,-0.2541,116,0.07205,220,1.67811
ENSG00000166006,KCNC2,11,-4.0091,0,-8.9013,18,-3.4003,59,-1.6212,760,3.48752,158,-0.1058
ENSG00000111615,KRR1,11,-1.4657,67,1.50237,9,-1.7529,34,0.25355,1,-4.3524,42,0.74528
ENSG00000187109,NAP1L1,49,-3.1903,965,1.68780,550,0.57713,244,-0.7786,255,-0.7112,349,-0.2427
ENSG00000091039,OSBPL8,28,-1.2419,34,-0.9214,26,-1.3618,24,-1.4529,133,1.44792,90,0.87066
ENSG00000186908,ZDHHC17,11,-2.0008,16,-1.5069,1,-5.4226,20,-1.1606,63,0.69482,92,2.02156
ENSG00000067798,NAV3,11,-2.0840,17,-1.4857,72,0.84435,39,-0.2103,95,1.38439,38,-0.2894
ENSG00000067715,SYT1,182,-2.5773,13,-6.3328,104,-3.4021,559,-0.8773,1671,0.98948,2095,2.04926
ENSG00000058272,PPP1R12A,31,-1.5815,86,0.05331,152,1.06125,80,-0.0685,76,-0.1504,80,-0.0833
ENSG00000139220,PPFIA2,11,-2.9895,17,-2.4511,16,-2.5456,51,-0.7821,216,1.83199,133,1.09848
ENSG00000072041,SLC6A15,121,1.28516,0,-7.4267,18,-1.8348,25,-1.3782,93,0.77114,80,0.63913
ENSG00000070961,ATP2B1,11,-4.3230,0,-9.2069,51,-2.1649,269,0.46439,46,-2.3137,531,2.80279
ENSG00000011465,DCN,245,1.04652,21,-2.8572,424,2.24717,47,-1.6743,97,-0.5578,61,-1.4416
ENSG00000102189,EEA1,47,0.69002,32,0.03214,5,-2.6370,31,-0.0223,19,-0.7736,43,0.65591
ENSG00000173598,NUDT4,11,-3.5605,4,-5.0405,74,-0.8094,148,0.32507,24,-2.4820,296,2.49313
ENSG00000177889,UBE2N,11,-3.7161,32,-2.2373,77,-0.9078,109,-0.3542,273,1.27156,223,1.14567
ENSG00000198015,MRPL42,11,-2.5635,15,-2.2017,103,0.90316,34,-0.9518,170,1.95949,49,-0.4427
ENSG00000184752,NDUFA12,467,1.64824,54,-2.0020,151,-0.4130,97,-1.1170,181,-0.1144,205,0.10559
ENSG00000028203,VEZT,11,-1.7319,19,-0.9621,38,0.12607,30,-0.2701,11,-1.8464,69,1.63360
ENSG00000111142,METAP2,102,0.56221,160,1.42894,82,0.19493,57,-0.4075,4,-4.2313,54,-0.5710
ENSG00000139343,SNRPF,143,1.12947,27,-1.6486,92,0.31670,51,-0.6458,101,0.47940,60,-0.4572
ENSG00000059758,CDK17,11,-2.5301,24,-1.4490,138,1.52848,43,-0.5599,4,-3.8745,101,1.18868
ENSG00000075415,SLC25A3,16,-4.5150,183,-0.9246,233,-0.5417,161,-1.1272,663,1.30534,508,1.01312
ENSG00000185046,ANKS1B,11,-3.7445,187,0.52536,46,-1.7189,109,-0.3901,165,0.30630,224,1.10428
ENSG00000075089,ACTR6,11,-1.7838,0,-5.6069,24,-0.6905,14,-1.4930,96,1.83814,55,0.90068
ENSG00000120805,ARL1,377,2.52450,31,-1.9473,86,-0.4077,33,-1.8593,31,-1.9689,105,-0.0934
ENSG00000111666,CHPT1,11,-2.3172,0,-7.2290,14,-2.0087,22,-1.3891,222,3.19148,48,-0.1620
ENSG00000111670,GNPTAB,322,1.70622,32,-2.2005,58,-1.2823,53,-1.4336,200,0.75102,124,-0.1024
ENSG00000120860,WASHC3,82,0.95256,36,-0.4474,39,-0.3490,31,-0.6885,40,-0.2706,53,0.21038
ENSG00000139352,ASCL1,11,-2.1300,54,0.27429,42,-0.1298,46,-0.0027,88,1.17862,40,-0.2874
ENSG00000111696,NT5DC3,11,-2.9903,0,-7.8935,1,-6.3889,50,-0.7899,209,1.76406,152,1.48013
ENSG00000166598,HSP90B1,314,0.33538,213,-0.3123,281,0.14838,145,-0.9325,292,0.21039,280,0.16776
ENSG00000120837,NFYB,93,0.84426,118,1.30627,30,-1.0078,32,-0.9440,27,-1.2051,51,-0.2312
ENSG00000198431,TXNRD1,11,-1.9675,18,-1.2587,110,1.86473,29,-0.5563,8,-2.3901,55,0.63811
ENSG00000074590,NUAK1,11,-2.5266,74,0.35762,15,-2.1727,48,-0.3751,2,-5.0743,135,2.16127
ENSG00000075035,WSCD2,11,-1.2770,0,-6.2433,20,-0.3870,21,-0.3219,9,-1.5601,60,2.21042
ENSG00000136003,ISCU,450,1.04950,5,-5.8608,72,-1.9490,145,-0.8880,529,1.37261,276,0.20244
ENSG00000110880,CORO1C,40,-0.1395,56,0.43373,21,-1.1354,18,-1.3598,86,1.23807,41,-0.1046
ENSG00000166111,SVOP,11,-2.9644,0,-7.8651,46,-0.9226,62,-0.4241,15,-2.6059,216,2.98825
ENSG00000110906,KCTD10,56,0.57284,4,-3.2370,70,0.96543,21,-1.0478,43,0.10181,44,0.18184
ENSG00000139428,MMAB,159,2.03564,33,-0.8490,63,0.21416,41,-0.4864,1,-5.2623,46,-0.3671
ENSG00000174456,C12orf76,12,-2.9106,158,1.22272,37,-1.2274,63,-0.3820,64,-0.3709,114,0.76259
ENSG00000174437,ATP2A2,11,-4.5918,32,-3.1131,60,-2.2058,145,-0.8650,478,1.18971,504,1.78806
ENSG00000111229,ARPC3,283,0.60043,121,-0.8222,184,-0.1462,69,-1.6828,296,0.68023,225,0.24195
ENSG00000204856,FAM216A,11,-1.3568,6,-2.2495,18,-0.6597,19,-0.6098,22,-0.3558,58,1.88243
ENSG00000111237,VPS29,11,-2.8172,25,-1.7032,59,-0.3527,69,-0.1034,63,-0.2588,143,1.64759
ENSG00000186298,PPP1CC,11,-2.4609,36,-0.7567,66,0.22407,47,-0.3434,76,0.47001,84,0.82198
ENSG00000204842,ATXN2,11,-2.3400,45,-0.2776,84,0.81817,41,-0.4341,65,0.34637,62,0.33590
ENSG00000111275,ALDH2,109,-0.7559,66,-1.5433,278,0.82245,206,0.28535,262,0.71672,149,-0.3048
ENSG00000234608,MAPKAPK5-AS1,11,-1.8835,24,-0.7590,31,-0.3658,28,-0.5274,78,1.26042,50,0.51444
ENSG00000089248,ERP29,11,-3.2054,67,-0.5774,141,0.67262,54,-0.9138,120,0.38854,138,0.80582
ENSG00000173064,HECTD4,12,-2.3817,0,-7.3095,39,-0.5441,55,0.00226,40,-0.4979,119,2.00850
ENSG00000089009,RPL6,1218,0.52518,1351,0.71398,1600,1.03176,635,-0.5697,364,-1.4409,563,-0.8763
ENSG00000179295,PTPN11,11,-3.8580,249,0.90825,191,0.42613,120,-0.3606,257,0.96616,108,-0.6167
ENSG00000089169,RPH3A,11,-3.5027,0,-8.3817,117,-0.0100,180,0.74969,73,-0.7774,220,1.52708
ENSG00000123064,DDX54,11,-2.1604,0,-7.0801,42,-0.1847,41,-0.2103,166,2.60234,34,-0.6244
ENSG00000151176,PLBD2,143,1.33983,20,-1.9410,53,-0.4239,30,-1.2983,21,-1.8394,106,0.99290
ENSG00000111412,C12orf49,394,3.16177,20,-2.3404,30,-1.8038,40,-1.3365,74,-0.3898,49,-1.1898
ENSG00000135119,RNFT2,258,2.91868,5,-3.8638,46,-0.5758,33,-1.0954,10,-2.7975,54,-0.3826
ENSG00000088992,TESC,11,-1.8741,0,-6.8097,26,-0.6462,56,0.65508,11,-1.8915,83,1.95459
ENSG00000135108,FBXO21,109,0.48394,23,-1.9528,1,-5.8169,43,-1.0255,192,1.57948,103,0.48297
ENSG00000176871,WSB2,11,-4.2194,111,-0.8770,93,-1.1664,209,0.14604,233,0.33574,342,1.37573
ENSG00000089220,PEBP1,332,-1.8122,568,-0.9901,1017,-0.0515,1028,-0.0336,1213,0.24741,1592,0.93619
ENSG00000135090,TAOK3,11,-2.0775,77,0.98445,38,-0.2734,44,-0.0219,34,-0.4468,53,0.38355
ENSG00000111707,SUDS3,11,-2.1112,0,-7.0442,7,-2.7963,34,-0.4965,177,2.87411,45,-0.0222
ENSG00000139767,SRRM4,11,-1.9422,0,-6.8755,17,-1.3436,24,-0.8101,92,1.51822,69,1.23797
ENSG00000152137,HSPB8,39,-1.2701,31,-1.6244,335,2.87817,65,-0.4759,46,-1.0287,45,-1.1702
ENSG00000122966,CIT,34,-0.8427,0,-7.3621,26,-1.2111,45,-0.3654,57,0.01664,118,1.83497
ENSG00000111737,RAB35,11,-1.9073,19,-1.1722,71,1.03234,29,-0.4940,33,-0.2887,57,0.78787
ENSG00000089157,RPLP0,2291,2.32665,572,-0.3759,847,0.28088,344,-1.1819,532,-0.4925,221,-2.0498
ENSG00000111775,COX6A1,1480,0.24991,688,-0.9997,1121,-0.2177,1617,0.40471,1355,0.09963,1342,0.09967
ENSG00000111786,SRSF9,345,2.11169,65,-0.9462,90,-0.4285,60,-1.0733,90,-0.4372,85,-0.6027
ENSG00000088986,DYNLL1,398,-0.7945,248,-1.5285,580,-0.1852,602,-0.1225,646,-0.0053,1032,1.05983
ENSG00000022840,RNF10,275,1.65549,46,-1.4431,6,-4.4024,65,-0.9125,201,1.01776,102,-0.2135
ENSG00000157782,CABP1,63,-1.1222,2,-6.0169,135,0.11672,135,0.11399,36,-1.9775,257,1.78671
ENSG00000110917,MLEC,56,-0.0908,44,-0.4808,115,1.19296,41,-0.6136,9,-2.8473,75,0.49954
ENSG00000157837,SPPL3,591,2.93012,33,-2.3581,39,-2.1180,45,-1.8919,103,-0.6167,122,-0.4131
ENSG00000157895,C12orf43,11,-1.1700,7,-1.8383,13,-0.9983,28,0.25061,1,-4.0751,54,2.11604
ENSG00000110931,CAMKK2,11,-2.8810,12,-2.7575,47,-0.7812,84,0.16189,185,1.64865,98,0.52336
ENSG00000089053,ANAPC5,11,-2.6550,75,0.22225,54,-0.3213,46,-0.5816,61,-0.1327,106,1.09984
ENSG00000170633,RNF34,11,-1.1758,17,-0.5788,3,-2.9652,23,-0.0804,1,-3.9460,57,2.29923
ENSG00000130779,CLIP1,11,-2.0251,22,-1.0482,69,0.82733,42,-0.0221,1,-4.8851,77,1.38685
ENSG00000111011,RSRC2,11,-2.4430,45,-0.3936,99,0.97354,43,-0.4612,43,-0.4403,79,0.69915
ENSG00000139726,DENR,11,-2.2198,0,-6.7704,63,0.42642,50,0.05158,35,-0.5529,91,1.50470
ENSG00000130787,HIP1R,166,0.82899,204,1.22634,132,0.40924,51,-1.1237,73,-0.5835,50,-1.3132
ENSG00000182196,ARL6IP4,842,1.70099,325,-0.0823,233,-0.6249,264,-0.4226,229,-0.6543,250,-0.6010
ENSG00000090975,PITPNM2,11,-0.8938,0,-5.8902,16,-0.3689,40,1.23055,1,-3.8195,36,1.36679
ENSG00000111328,CDK2AP1,134,-0.3748,224,0.49788,438,1.83078,160,-0.0763,97,-0.8856,61,-1.7826
ENSG00000139697,SBNO1,11,-2.0826,47,0.09754,5,-3.2433,47,0.09228,13,-1.9272,94,1.91083
ENSG00000086598,TMED2,11,-2.7235,30,-1.2900,78,0.20702,54,-0.3990,110,0.83190,99,0.79225
ENSG00000119242,CCDC92,122,-0.4140,80,-1.0825,105,-0.6525,144,-0.1364,117,-0.4734,264,1.21318
ENSG00000179195,ZNF664,11,-3.0732,181,1.33386,242,1.96732,62,-0.5613,11,-3.1835,52,-0.9588
ENSG00000196498,NCOR2,11,-2.8920,38,-1.1163,84,0.13966,54,-0.5924,193,1.72941,80,0.07229
ENSG00000073060,SCARB1,11,-2.1453,28,-0.7861,103,1.46528,42,-0.1600,36,-0.4230,52,0.23469
ENSG00000150991,UBC,2588,1.29791,379,-1.9060,1051,-0.3156,709,-0.9459,1326,0.07050,1425,0.23497
ENSG00000184992,BRI3BP,11,-2.3228,14,-1.9872,32,-0.8018,40,-0.4456,60,0.23409,105,1.71224
ENSG00000081760,AACS,11,-2.1489,0,-7.0745,1,-5.5642,27,-0.8666,106,1.52385,90,1.61900
ENSG00000139364,TMEM132B,11,-2.5764,0,-6.5775,8,-3.0353,49,-0.3845,187,2.16614,89,0.79687
ENSG00000060709,RIMBP2,109,0.98016,0,-7.4985,16,-2.0673,41,-0.6967,128,1.30668,72,0.28870
ENSG00000132341,RAN,150,-0.6672,15,-4.0830,185,-0.3289,162,-0.5458,439,1.19930,316,0.73028
ENSG00000198598,MMP17,12,-2.1428,18,-1.5619,27,-0.9557,51,0.03935,80,0.82601,80,1.07182
ENSG00000177169,ULK1,11,-2.2468,2,-4.3750,74,0.68083,40,-0.3696,40,-0.3605,91,1.42648
ENSG00000182870,GALNT9,11,-2.4840,0,-7.4005,24,-1.4291,51,-0.2117,123,1.35963,100,1.24355
ENSG00000112787,FBRSL1,403,3.47333,28,-1.8112,59,-0.6657,47,-1.0177,13,-2.8912,34,-1.6605
ENSG00000090615,GOLGA3,293,2.43483,41,-1.2239,24,-1.9959,40,-1.2491,65,-0.5037,76,-0.2739
ENSG00000196199,MPHOSPH8,11,-3.1746,105,0.19816,157,0.91053,120,0.42669,92,-0.0353,85,-0.1878
ENSG00000121390,PSPC1,45,-0.3183,30,-0.9633,81,0.70073,27,-1.1273,59,0.15671,69,0.50833
ENSG00000121741,ZMYM2,286,2.78586,17,-2.3084,27,-1.6335,20,-2.0487,43,-0.9233,70,-0.1705
ENSG00000278291,AL161772.1,11,-2.0355,21,-1.1232,32,-0.4964,46,0.09688,66,0.74075,63,0.82711
ENSG00000172458,IL17D,63,0.39150,61,0.32410,107,1.38524,67,0.48087,5,-3.3176,24,-1.3028
ENSG00000150459,SAP18,121,-1.2461,344,0.46033,385,0.66102,185,-0.5745,335,0.41543,237,-0.2117
ENSG00000173141,MRPL57,197,1.03567,6,-4.2890,112,0.03118,87,-0.3849,205,1.11127,82,-0.5598
ENSG00000151835,SACS,11,-1.8994,0,-6.8129,1,-5.0539,25,-0.7229,91,1.55620,73,1.49602
ENSG00000165566,AMER2,11,-3.1402,219,1.63158,169,1.09896,51,-0.9422,88,-0.0653,51,-1.0640
ENSG00000139505,MTMR6,159,1.27026,13,-2.7585,43,-0.9785,52,-0.6729,58,-0.5147,114,0.80951
ENSG00000132932,ATP8A2,11,-2.7241,0,-7.6319,62,-0.1671,48,-0.5769,109,0.81254,125,1.42801
ENSG00000127870,RNF6,11,-1.3446,0,-6.3058,36,0.49571,24,-0.2292,1,-4.2347,59,1.98408
ENSG00000132970,WASF3,77,-0.7484,16,-3.1012,125,0.04377,105,-0.2408,234,1.17895,148,0.40661
ENSG00000152484,USP12,149,1.55840,10,-2.8664,77,0.30801,38,-0.8601,33,-1.0675,72,0.23184
ENSG00000122026,RPL21,2556,0.42408,4423,1.47204,3101,0.77305,1173,-0.8640,1227,-0.7927,753,-1.7278
ENSG00000122034,GTF3A,16,-2.1834,10,-2.7925,114,0.96256,91,0.54251,49,-0.5079,92,0.71111
ENSG00000122033,MTIF3,339,2.78093,54,-0.8241,27,-1.8853,46,-1.0841,64,-0.5493,51,-1.0515
