Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to12,Feature log2 fold change topic 5to12
ENSG00000005249,PRKAR2B,33,-1.5544,21,-2.2131,67,-0.4820,192,1.21408,98,0.33030
ENSG00000105856,HBP1,60,1.88051,26,0.42429,11,-0.8678,5,-1.9269,17,-0.5952
ENSG00000164597,COG5,21,-0.0342,14,-0.7043,15,-0.5916,21,-0.0320,24,0.41361
ENSG00000172209,GPR22,0,-5.5470,0,-6.0502,25,-0.6129,74,1.14628,43,0.76834
ENSG00000075790,BCAP29,41,-1.4113,76,-0.4751,78,-0.4518,165,0.74264,111,0.30027
ENSG00000233705,SLC26A4-AS1,55,-1.4071,30,-2.2947,122,-0.1938,166,0.28492,161,0.78697
ENSG00000105879,CBLL1,12,-0.6313,7,-1.4745,15,-0.3423,37,1.13377,19,0.08528
ENSG00000091140,DLD,74,-0.2009,38,-1.2177,61,-0.4947,108,0.40170,91,0.37162
ENSG00000091136,LAMB1,49,1.25819,17,-0.3953,15,-0.6247,30,0.45931,20,-0.4751
ENSG00000091129,NRCAM,269,-0.2940,126,-1.4343,232,-0.5182,517,0.75231,343,0.26344
ENSG00000135241,PNPLA8,36,-0.7655,73,0.34962,62,0.08457,38,-0.6714,62,0.24654
ENSG00000177683,THAP5,29,-0.3172,34,-0.0669,20,-0.8881,27,-0.4275,40,0.52411
ENSG00000128590,DNAJB9,84,0.99523,36,-0.3723,17,-1.4860,54,0.27393,44,-0.1037
ENSG00000173114,LRRN3,51,0.14572,11,-2.0750,33,-0.5087,62,0.46864,50,0.33192
ENSG00000128512,DOCK4,139,0.54810,43,-1.2569,67,-0.5847,134,0.49319,100,0.05729
ENSG00000198839,ZNF277,0,-4.3876,17,0.02448,17,0.04354,31,0.98732,17,0.03910
ENSG00000006652,IFRD1,1,-4.4761,45,0.53808,24,-0.4635,28,-0.1835,36,0.53426
ENSG00000164603,BMT2,27,0.30453,6,-1.8551,12,-0.8899,32,0.54732,24,0.29534
ENSG00000164604,GPR85,32,0.21093,12,-1.2524,27,-0.0435,47,0.82978,27,-0.1203
ENSG00000214194,SMIM30,90,1.26742,74,0.93718,34,-0.3102,42,0.02283,32,-0.8884
ENSG00000105976,MET,0,-5.0214,6,-2.0272,13,-0.9521,72,1.73752,27,0.20790
ENSG00000198898,CAPZA2,131,-0.6271,140,-0.5234,133,-0.6050,267,0.49116,211,0.32859
ENSG00000004866,ST7,0,-4.3930,13,-0.3852,10,-0.7547,17,0.03895,20,0.94713
ENSG00000077063,CTTNBP2,44,1.13894,14,-0.6282,15,-0.5759,25,0.20114,20,-0.2596
ENSG00000128534,LSM8,41,0.53135,33,0.22549,27,-0.1317,18,-0.7086,29,-0.0528
ENSG00000184408,KCND2,40,0.29412,3,-3.2744,19,-0.8649,35,0.11427,37,0.61026
ENSG00000071243,ING3,42,1.48474,17,0.02155,19,0.17201,13,-0.3813,14,-0.6839
ENSG00000196937,FAM3C,97,-1.3108,45,-2.4400,126,-0.9277,393,0.86887,262,0.66441
ENSG00000106278,PTPRZ1,90,-0.8687,231,0.60709,237,0.64980,45,-1.8925,162,0.10221
ENSG00000081803,CADPS2,75,1.42205,10,-1.7336,8,-2.0288,29,-0.1367,32,0.08309
ENSG00000128609,NDUFA5,524,0.67311,117,-1.6336,307,-0.1803,324,-0.0992,358,0.17081
ENSG00000106299,WASL,169,0.04376,34,-2.3437,90,-0.9132,241,0.61665,179,0.42279
ENSG00000170775,GPR37,0,-4.7750,83,2.35096,11,-1.0126,12,-0.8502,19,-0.4824
ENSG00000004059,ARF5,56,-0.9264,40,-1.4435,112,0.13782,158,0.68582,109,0.24652
ENSG00000197157,SND1,9,-2.3190,55,0.41788,33,-0.3714,66,0.71560,43,0.07590
ENSG00000128594,LRRC4,19,-1.4322,16,-1.7285,37,-0.4638,82,0.78149,57,0.53708
ENSG00000106348,IMPDH1,3,-2.8599,30,0.46756,17,-0.3829,20,-0.1319,24,0.46571
ENSG00000128595,CALU,12,-2.0165,65,0.50617,37,-0.3684,56,0.26310,50,0.21910
ENSG00000128596,CCDC136,1,-5.6561,20,-1.4749,49,-0.1170,40,-0.4182,65,1.24198
ENSG00000128524,ATP6V1F,213,-0.4862,146,-1.0584,249,-0.2463,290,-0.0053,324,0.53159
ENSG00000064419,TNPO3,45,0.91143,21,-0.3081,10,-1.3611,25,-0.0313,25,0.01977
ENSG00000158457,TSPAN33,34,0.95010,32,0.83586,7,-1.4665,1,-4.2624,19,0.05069
ENSG00000158467,AHCYL2,45,0.64193,63,1.23329,47,0.72491,21,-0.5469,23,-0.9395
ENSG00000128578,STRIP2,38,0.26689,7,-2.2157,16,-0.9957,37,0.24558,35,0.51886
ENSG00000240204,SMKR1,0,-4.4398,3,-2.2268,13,-0.3562,23,0.49899,20,0.96971
ENSG00000186591,UBE2H,2,-4.6182,56,-0.2608,67,0.02374,60,-0.1576,76,0.70947
ENSG00000128607,KLHDC10,3,-3.7865,22,-1.2459,32,-0.6772,65,0.40912,60,0.95562
ENSG00000106477,CEP41,0,-5.0251,19,-0.4650,16,-0.7261,36,0.53766,29,0.71692
ENSG00000106484,MEST,13,-1.4820,23,-0.6159,22,-0.6820,62,0.96964,36,0.27594
ENSG00000286214,AUXG01000058.1,200,-0.4353,16,-4.1417,142,-0.9579,290,0.14362,317,0.96342
ENSG00000231721,LINC-PINT,10,-1.1895,11,-1.0397,22,0.02684,23,0.05017,25,0.57365
ENSG00000128585,MKLN1,42,-0.3722,67,0.33027,49,-0.1421,57,0.07687,54,0.00995
ENSG00000128567,PODXL,0,-4.8857,36,0.70275,14,-0.7353,15,-0.6504,26,0.67498
ENSG00000221866,PLXNA4,30,-0.3470,8,-2.3180,26,-0.5432,45,0.29200,42,0.63552
ENSG00000106554,CHCHD3,38,0.69115,19,-0.3671,14,-0.8176,36,0.58653,24,-0.1886
ENSG00000131558,EXOC4,35,-0.6046,28,-0.9340,36,-0.5623,69,0.44044,57,0.43754
ENSG00000205060,SLC35B4,5,-3.0522,22,-1.1197,36,-0.3407,72,0.74356,51,0.58438
ENSG00000085662,AKR1B1,127,0.23982,81,-0.4580,67,-0.7590,95,-0.2154,118,0.34398
ENSG00000172331,BPGM,30,0.15254,12,-1.1923,22,-0.3394,28,0.06936,29,0.33303
ENSG00000122786,CALD1,110,1.85284,131,2.19738,14,-1.4763,21,-0.8435,21,-1.7143
ENSG00000122783,CYREN,42,1.54322,32,1.05396,14,-0.2655,9,-0.8849,13,-0.9160
ENSG00000080802,CNOT4,1,-3.8813,23,-0.1536,18,-0.4942,21,-0.2612,30,0.88716
ENSG00000243317,STMP1,38,-0.1109,102,1.52504,46,0.20793,18,-1.2463,35,-0.5162
ENSG00000105887,MTPN,158,-1.0977,105,-1.7068,219,-0.6069,426,0.43949,372,0.71148
ENSG00000105894,PTN,559,0.92696,1198,2.34134,376,0.27674,94,-1.8298,196,-1.5066
ENSG00000157680,DGKI,79,1.28192,3,-3.3669,21,-0.8483,28,-0.3831,38,0.20183
ENSG00000122779,TRIM24,11,-1.3731,23,-0.1920,26,-0.0399,36,0.46927,28,0.21793
ENSG00000122778,KIAA1549,0,-4.7997,3,-2.8491,13,-0.9257,41,0.85568,29,0.97620
ENSG00000157741,UBN2,12,-0.5095,16,-0.0172,11,-0.6417,11,-0.5617,18,0.54275
ENSG00000164898,FMC1,36,-0.3975,78,0.81611,56,0.27825,44,-0.0952,43,-0.2953
ENSG00000146963,LUC7L2,154,1.28501,74,0.07693,43,-0.7379,62,-0.1909,64,-0.3807
ENSG00000236279,CLEC2L,19,-0.7976,13,-1.3380,21,-0.6949,37,0.19105,37,0.73016
ENSG00000064393,HIPK2,67,-0.4409,207,1.40370,105,0.27015,16,-2.5033,84,-0.2398
ENSG00000157800,SLC37A3,0,-4.5344,5,-1.7799,14,-0.3884,38,1.20871,20,0.44763
ENSG00000133606,MKRN1,70,-0.0453,38,-0.9902,56,-0.3776,76,0.08454,78,0.37663
ENSG00000133597,ADCK2,46,0.64674,11,-1.4541,23,-0.4177,34,0.18871,31,0.12535
ENSG00000090266,NDUFB2,358,-0.3986,465,0.00755,625,0.48164,294,-0.6967,476,0.12747
ENSG00000157764,BRAF,37,-0.0925,19,-1.1062,34,-0.2152,40,0.04848,42,0.37950
ENSG00000090263,MRPS33,241,1.70999,71,-0.3223,83,-0.0827,80,-0.1400,72,-0.7238
ENSG00000261115,TMEM178B,1,-5.4341,20,-1.4172,47,-0.1502,95,0.99600,57,0.47753
ENSG00000006530,AGK,29,-0.3396,14,-1.3631,21,-0.7958,60,0.82365,38,0.29519
ENSG00000257093,DENND11,29,-0.4338,38,-0.0357,25,-0.6592,38,-0.0462,42,0.36354
ENSG00000106028,SSBP1,72,-0.3933,103,0.16700,100,0.10823,86,-0.1162,94,0.06119
ENSG00000270672,MTRNR2L6,0,-4.8272,37,0.83578,69,1.91820,1,-4.1574,20,-0.4365
ENSG00000106123,EPHB6,54,-0.6965,21,-2.0642,35,-1.3208,70,-0.3049,105,1.20678
ENSG00000197448,GSTK1,48,0.53748,61,0.90956,24,-0.5242,28,-0.3050,31,-0.3572
ENSG00000159784,FAM131B,44,-0.5748,16,-2.0050,52,-0.3153,104,0.80182,68,0.33013
ENSG00000159840,ZYX,95,1.27592,59,0.47048,27,-0.7075,19,-1.2337,40,-0.3074
ENSG00000198420,TCAF1,138,-0.1036,54,-1.5245,81,-0.9263,249,0.85000,156,0.25634
ENSG00000174469,CNTNAP2,197,0.59558,32,-2.1628,87,-0.6886,171,0.35949,143,0.23257
ENSG00000055130,CUL1,2,-4.4594,36,-0.6786,35,-0.6930,95,0.86601,62,0.56015
ENSG00000155660,PDIA4,32,0.12483,39,0.44596,19,-0.6758,21,-0.5197,30,0.12846
ENSG00000204946,ZNF783,3,-2.5442,16,-0.1476,11,-0.7317,15,-0.2221,21,0.86503
ENSG00000196453,ZNF777,1,-3.3424,12,-0.3512,13,-0.2065,15,0.02314,17,0.71886
ENSG00000181220,ZNF746,0,-4.5066,14,-0.3115,12,-0.5968,27,0.64254,20,0.56032
ENSG00000171130,ATP6V0E2,168,-1.1038,188,-0.9368,346,0.00186,412,0.27829,379,0.44482
ENSG00000106538,RARRES2,104,1.62777,174,2.66899,25,-0.6658,11,-1.8459,19,-1.9861
ENSG00000214022,REPIN1,83,0.96220,65,0.54662,35,-0.4177,26,-0.8665,43,-0.2869
ENSG00000106565,TMEM176B,19,-0.0089,94,2.85034,11,-0.8504,1,-3.9352,13,-1.1893
ENSG00000002933,TMEM176A,1,-3.5453,77,2.35704,26,0.40556,5,-2.0747,16,-0.7342
ENSG00000055118,KCNH2,120,1.94549,2,-3.9923,30,-0.3787,22,-0.8140,36,-0.2909
ENSG00000197150,ABCB8,18,-1.0818,37,0.01792,34,-0.1045,42,0.20829,39,0.23288
ENSG00000164885,CDK5,27,-2.0361,29,-1.9441,107,0.01052,161,0.65531,119,0.55510
ENSG00000164896,FASTK,5,-3.7458,52,-0.4032,60,-0.1724,46,-0.5651,80,0.96793
ENSG00000164897,TMUB1,31,-0.2517,45,0.32345,35,-0.0734,26,-0.5168,38,0.13857
ENSG00000133612,AGAP3,104,-1.4374,114,-1.2936,302,0.19387,243,-0.1484,305,0.67704
ENSG00000033050,ABCF2,13,-1.8313,26,-0.8055,40,-0.1981,66,0.62283,49,0.43072
ENSG00000033100,CHPF2,25,0.00942,8,-1.5850,17,-0.5500,38,0.68891,26,0.22567
ENSG00000082014,SMARCD3,85,-0.7982,115,-0.3398,126,-0.1960,84,-0.8196,164,0.66925
ENSG00000013374,NUB1,2,-3.6151,39,0.23922,28,-0.2418,49,0.62214,35,0.23333
ENSG00000106615,RHEB,54,-2.1775,153,-0.6124,209,-0.1397,366,0.76317,244,0.32190
ENSG00000106617,PRKAG2,4,-4.0569,75,0.24362,37,-0.8371,113,0.92110,67,0.23691
ENSG00000239911,PRKAG2-AS1,0,-6.3420,7,-3.1256,58,-0.1678,93,0.58808,76,0.94189
ENSG00000178234,GALNT11,196,1.17731,27,-1.8957,62,-0.6640,120,0.36367,93,-0.1282
ENSG00000055609,KMT2C,56,0.38339,69,0.70642,33,-0.4336,36,-0.3168,42,-0.2090
ENSG00000261455,LINC01003,30,0.94134,7,-1.2064,20,0.32738,12,-0.4326,16,-0.1197
ENSG00000133627,ACTR3B,3,-5.1747,12,-3.3774,94,-0.3931,246,1.15781,138,0.62715
ENSG00000130226,DPP6,187,-0.3396,101,-1.2740,145,-0.7278,338,0.59451,253,0.39140
ENSG00000273344,PAXIP1-AS1,9,-0.7164,14,0.00504,9,-0.6208,16,0.17821,16,0.32617
ENSG00000220575,HTR5A-AS1,49,1.72660,1,-3.4847,8,-1.1607,21,0.27706,16,-0.2792
ENSG00000157219,HTR5A,29,0.61609,5,-2.0439,12,-0.7631,32,0.75924,20,0.03434
ENSG00000186480,INSIG1,57,-0.2255,60,-0.1426,29,-1.2154,72,0.14033,71,0.38429
ENSG00000184863,RBM33,21,-0.4242,22,-0.3125,19,-0.5355,34,0.33643,29,0.26633
ENSG00000105983,LMBR1,1,-5.0609,20,-1.3687,40,-0.3625,89,0.92166,57,0.58749
ENSG00000009335,UBE3C,28,-0.7473,20,-1.2305,27,-0.7878,73,0.77385,49,0.41147
ENSG00000105993,DNAJB6,140,-1.0353,100,-1.5386,183,-0.6281,392,0.56696,311,0.60773
ENSG00000155093,PTPRN2,108,-1.0891,64,-1.8717,202,-0.1363,283,0.39337,249,0.59823
ENSG00000117868,ESYT2,39,-0.7084,47,-0.4230,49,-0.3430,66,0.10649,67,0.41869
ENSG00000126870,WDR60,40,0.47708,37,0.33044,24,-0.3574,22,-0.4483,29,-0.0663
ENSG00000147364,FBXO25,37,0.39996,28,-0.0416,33,0.24412,28,-0.0032,27,-0.2236
ENSG00000180190,TDRP,10,-1.0695,20,-0.0186,16,-0.3078,32,0.76845,20,0.04539
ENSG00000104714,ERICH1,0,-4.5021,17,-0.0642,11,-0.7591,21,0.26390,20,0.71584
ENSG00000198010,DLGAP2,64,0.52670,1,-4.8375,36,-0.3898,54,0.23745,50,0.35790
ENSG00000182372,CLN8,4,-1.9985,18,0.22831,16,0.11558,17,0.21173,16,0.19908
ENSG00000253982,AC100810.1,14,-1.7068,74,0.80660,63,0.52642,24,-0.9451,45,0.05342
ENSG00000176595,KBTBD11,77,-0.4043,58,-0.8270,86,-0.2198,89,-0.1766,111,0.50993
ENSG00000036448,MYOM2,37,0.67037,12,-1.0873,13,-0.9035,34,0.54890,24,0.01417
ENSG00000183117,CSMD1,38,0.74772,4,-2.5049,15,-0.6957,40,0.82129,24,-0.0414
ENSG00000155189,AGPAT5,15,-1.8682,66,0.34732,55,0.06662,56,0.09245,55,0.20011
ENSG00000275342,PRAG1,25,-0.5156,14,-1.3517,17,-1.0260,60,0.88667,37,0.35676
ENSG00000147324,MFHAS1,0,-4.2202,25,0.87405,16,0.13010,12,-0.2495,15,0.15975
ENSG00000173273,TNKS,25,-0.9651,23,-1.0799,48,0.02095,66,0.50099,51,0.33290
ENSG00000253230,LINC00599,55,-0.2938,31,-1.1544,41,-0.7218,63,-0.0836,76,0.66669
ENSG00000175806,MSRA,69,0.55074,19,-1.4543,40,-0.3273,49,-0.0080,51,0.22174
ENSG00000104643,MTMR9,3,-3.9999,19,-1.5236,38,-0.5053,71,0.47080,63,0.92559
ENSG00000154319,FAM167A,6,-1.6921,101,3.16657,24,0.45064,3,-2.5279,11,-1.6019
ENSG00000154328,NEIL2,21,-1.1611,24,-0.9371,41,-0.1464,43,-0.0507,51,0.65526
ENSG00000079459,FDFT1,72,-0.9652,116,-0.2501,80,-0.8206,228,0.83757,142,0.19360
ENSG00000164733,CTSB,245,-0.4983,292,-0.2303,261,-0.4027,533,0.73100,341,0.03586
ENSG00000283674,AC068587.4,29,0.79763,10,-0.7768,7,-1.2619,17,-0.0403,18,0.19099
ENSG00000154359,LONRF1,10,-1.6977,15,-1.0676,39,0.34087,51,0.76925,33,0.17979
ENSG00000164741,DLC1,11,-1.2575,33,0.42902,19,-0.3865,8,-1.6092,28,0.66587
ENSG00000104723,TUSC3,53,-1.0096,35,-1.6327,62,-0.7747,170,0.80631,115,0.51424
ENSG00000155970,MICU3,42,-0.9674,27,-1.6380,42,-0.9581,102,0.38703,93,0.79459
ENSG00000104219,ZDHHC2,42,0.91173,53,1.31218,30,0.35442,6,-2.0977,19,-0.7404
ENSG00000198791,CNOT7,164,0.89535,30,-1.7013,73,-0.3865,96,0.03380,96,0.07427
ENSG00000155975,VPS37A,25,0.33389,20,-0.0483,18,-0.2125,16,-0.3683,21,0.07322
ENSG00000003987,MTMR7,16,-1.4903,10,-2.1987,26,-0.7964,69,0.73919,50,0.72491
ENSG00000129422,MTUS1,179,2.61599,66,0.75753,43,0.05721,7,-2.5149,25,-1.5439
ENSG00000078674,PCM1,155,0.91849,106,0.28555,59,-0.6117,80,-0.1440,82,-0.2848
ENSG00000104763,ASAH1,257,0.69299,161,-0.0586,122,-0.4843,231,0.51710,154,-0.3215
ENSG00000156011,PSD3,333,-0.1291,40,-3.2602,290,-0.3425,433,0.28333,406,0.56458
ENSG00000147408,CSGALNACT1,15,-1.7260,49,0.01652,48,-0.0320,37,-0.4282,54,0.53994
ENSG00000104613,INTS10,80,0.58349,39,-0.5286,40,-0.5064,45,-0.3078,58,0.16961
ENSG00000147416,ATP6V1B2,183,-1.1446,60,-2.7862,164,-1.3061,729,1.03787,437,0.62169
ENSG00000061337,LZTS1,1,-4.7259,11,-1.8038,36,-0.0799,52,0.50096,45,0.80936
ENSG00000254092,AC021613.1,16,0.03662,2,-2.7487,23,0.63544,18,0.18718,16,0.11288
ENSG00000168546,GFRA2,0,-5.1696,5,-2.5355,3,-3.1428,41,0.57525,36,1.53172
ENSG00000130227,XPO7,54,0.08106,26,-1.0310,40,-0.3846,69,0.46152,53,0.17682
ENSG00000158806,NPM2,44,-0.1405,28,-0.8135,46,-0.0925,52,0.12564,51,0.26269
ENSG00000158856,DMTN,335,-0.1619,73,-2.4369,309,-0.2870,458,0.33311,411,0.48096
ENSG00000158863,FAM160B2,10,-1.0850,23,0.11675,33,0.68586,21,-0.0259,21,-0.0454
ENSG00000168481,LGI3,26,-1.5591,58,-0.3602,37,-1.0242,113,0.70756,80,0.44876
ENSG00000168490,PHYHIP,395,-0.5808,96,-2.6817,416,-0.4995,973,0.85331,627,0.41480
ENSG00000104635,SLC39A14,0,-4.2267,15,0.06922,8,-0.8907,13,-0.1486,17,0.87320
ENSG00000120896,SORBS3,12,-1.0360,88,2.22481,26,0.11117,16,-0.6246,19,-0.9178
ENSG00000120913,PDLIM2,0,-5.0971,76,1.73327,49,0.95811,8,-1.8338,24,-0.4732
ENSG00000158941,CCAR2,0,-5.7875,29,-0.6383,47,0.11398,111,1.54971,42,-0.1485
ENSG00000147439,BIN3,0,-4.4260,17,0.01169,9,-0.8882,26,0.69075,18,0.48702
ENSG00000179388,EGR3,91,-0.2914,11,-3.3292,80,-0.4855,184,0.82434,119,0.37883
ENSG00000008853,RHOBTB2,125,1.24562,10,-2.5912,35,-0.7954,58,-0.0064,59,0.05470
ENSG00000147457,CHMP7,0,-5.6160,28,-0.4822,23,-0.7809,60,0.71087,44,0.64148
ENSG00000104679,R3HCC1,1,-4.7079,31,-0.3118,31,-0.3124,40,0.05744,45,0.77317
ENSG00000197217,ENTPD4,19,-0.9972,9,-2.0604,24,-0.6614,64,0.88082,41,0.48931
ENSG00000147454,SLC25A37,330,4.44301,22,-0.9465,12,-1.7813,15,-1.5438,14,-2.7042
ENSG00000272163,AF106564.1,5,-1.6233,0,-5.9851,10,-0.6470,18,0.24409,19,1.16655
ENSG00000104722,NEFM,133,-1.0773,33,-3.1254,165,-0.7613,490,0.97194,302,0.55551
ENSG00000277586,NEFL,454,-0.8482,70,-3.5872,471,-0.7941,1499,1.05197,869,0.47928
ENSG00000221914,PPP2R2A,75,0.50134,39,-0.4910,26,-1.1323,64,0.26556,56,0.13346
ENSG00000104765,BNIP3L,257,0.76414,121,-0.4397,137,-0.2468,182,0.20181,153,-0.1848
ENSG00000240694,PNMA2,103,-2.0802,80,-2.4543,295,-0.5078,632,0.69997,475,0.77492
ENSG00000092964,DPYSL2,415,-1.0886,716,-0.2577,594,-0.5457,961,0.20532,931,0.47064
ENSG00000015592,STMN4,117,-0.7425,40,-2.3133,123,-0.6639,278,0.61184,214,0.61792
ENSG00000120899,PTK2B,196,0.03353,27,-2.9093,132,-0.5814,357,1.00916,199,0.16087
ENSG00000120885,CLU,2398,-0.3465,9586,2.00011,2958,-0.0194,2048,-0.5890,2369,-0.8423
ENSG00000168077,SCARA3,40,-0.0262,130,2.00188,52,0.39573,10,-2.0188,31,-0.8708
ENSG00000147419,CCDC25,98,0.62411,63,-0.0748,48,-0.5064,62,-0.1107,66,-0.0440
ENSG00000134014,ELP3,7,-2.1751,24,-0.4719,16,-1.0858,58,0.90369,36,0.45205
ENSG00000104290,FZD3,35,-1.1827,30,-1.4153,52,-0.6089,130,0.85276,84,0.44417
ENSG00000012232,EXTL3,8,-2.9208,30,-1.0273,42,-0.5132,93,0.73378,67,0.61773
ENSG00000147421,HMBOX1,0,-4.2344,37,1.54722,16,0.09740,10,-0.6108,14,-0.1670
ENSG00000133872,SARAF,534,-0.8295,370,-1.3816,623,-0.5973,1455,0.74794,1000,0.42386
ENSG00000104660,LEPROTL1,1,-4.5076,30,-0.2908,32,-0.1845,46,0.37998,41,0.56191
ENSG00000271869,AC026979.2,0,-4.1411,26,1.04795,23,0.80467,18,0.42444,12,-0.4696
ENSG00000104671,DCTN6,134,0.68558,97,0.16078,82,-0.1088,78,-0.1838,83,-0.2424
ENSG00000197265,GTF2E2,39,1.02954,18,-0.1878,7,-1.4897,15,-0.4714,21,0.06543
ENSG00000104687,GSR,22,-1.4564,34,-0.8083,42,-0.4954,101,0.90107,62,0.31199
ENSG00000104691,UBXN8,100,2.76290,10,-1.1991,12,-0.8418,16,-0.4883,15,-1.1664
ENSG00000104695,PPP2CB,84,-2.0089,219,-0.5815,319,0.00275,422,0.44547,348,0.41309
ENSG00000133878,DUSP26,42,-0.8279,24,-1.6363,60,-0.2848,89,0.33085,81,0.59129
ENSG00000156687,UNC5D,0,-5.4116,10,-1.8031,25,-0.4373,53,0.74257,39,0.80542
ENSG00000183779,ZNF703,0,-4.7257,23,0.16312,28,0.47164,20,-0.0191,22,0.29116
ENSG00000147475,ERLIN2,0,-4.7151,49,1.40830,18,-0.2496,4,-2.2811,22,0.31121
ENSG00000147471,PLPBP,0,-5.6282,47,0.20829,41,0.00765,58,0.54262,43,0.23922
ENSG00000104221,BRF2,7,-1.5221,13,-0.6158,7,-1.3987,30,0.67455,22,0.61029
ENSG00000129691,ASH2L,11,-2.0020,21,-1.1252,32,-0.4875,55,0.34697,51,0.76996
ENSG00000175324,LSM1,37,-0.2039,46,0.13167,38,-0.1688,29,-0.5589,45,0.24533
ENSG00000156735,BAG4,60,-1.0022,23,-2.4255,76,-0.6421,150,0.42181,134,0.79536
ENSG00000085788,DDHD2,70,-0.2197,32,-1.4046,45,-0.8966,96,0.28181,90,0.57202
ENSG00000147535,PLPP5,21,0.45960,20,0.44026,15,-0.0657,11,-0.4862,15,-0.1811
ENSG00000147548,NSD3,45,-1.1023,62,-0.6274,66,-0.5170,122,0.43654,102,0.46816
ENSG00000077782,FGFR1,59,0.47897,70,0.73678,15,-1.6412,36,-0.2880,43,-0.0535
ENSG00000147526,TACC1,252,0.61203,143,-0.2882,112,-0.6611,215,0.35423,168,-0.1053
ENSG00000169499,PLEKHA2,67,-0.2224,29,-1.4904,74,-0.0766,108,0.52509,82,0.23149
ENSG00000169490,TM2D2,5,-3.1113,36,-0.3531,35,-0.4100,70,0.67700,50,0.45116
ENSG00000168615,ADAM9,30,0.10627,34,0.33478,25,-0.1560,29,0.09023,27,-0.1427
ENSG00000104332,SFRP1,162,3.51215,11,-1.2660,14,-0.9757,1,-4.0203,16,-1.5568
ENSG00000147533,GOLGA7,24,-1.6359,113,0.72367,64,-0.1947,49,-0.5775,77,0.29208
ENSG00000158669,GPAT4,0,-5.5358,36,-0.0142,29,-0.3599,59,0.77452,39,0.32505
ENSG00000083168,KAT6A,10,-1.1984,27,0.32598,17,-0.4054,10,-1.1889,25,0.63951
ENSG00000070718,AP3M2,9,-3.5453,45,-1.1834,62,-0.6935,178,0.98541,109,0.56987
ENSG00000070501,POLB,161,2.91296,13,-1.3701,26,-0.3383,23,-0.5518,21,-1.3823
ENSG00000078668,VDAC3,113,-0.7815,100,-0.9628,95,-1.0419,301,0.75817,206,0.43243
ENSG00000168575,SLC20A2,0,-5.7724,116,1.65910,33,-0.4306,74,0.88122,37,-0.6012
ENSG00000176209,SMIM19,49,-0.1364,50,-0.0999,36,-0.6061,55,0.04962,56,0.24351
ENSG00000120925,RNF170,3,-3.7086,42,0.17406,23,-0.7672,64,0.84303,40,0.28586
ENSG00000168172,HOOK3,292,2.75687,69,0.13273,53,-0.2877,28,-1.2553,40,-1.4493
ENSG00000168522,FNTA,26,-0.9562,99,1.15889,43,-0.1925,40,-0.2936,47,-0.1462
ENSG00000165102,HGSNAT,0,-4.9893,24,-0.2037,22,-0.3665,55,1.13045,29,0.16872
ENSG00000164808,SPIDR,72,0.99266,16,-1.3754,32,-0.3224,57,0.59351,36,-0.2657
ENSG00000221869,CEBPD,83,1.27624,119,1.94285,16,-1.2944,42,0.17212,24,-1.3954
ENSG00000253729,PRKDC,31,-0.9075,61,0.12903,33,-0.8232,57,0.01028,62,0.43937
ENSG00000104738,MCM4,0,-4.6928,10,-1.0280,22,0.05467,32,0.67833,23,0.51307
ENSG00000169139,UBE2V2,149,-0.4853,76,-1.4867,135,-0.6304,266,0.43097,227,0.53125
ENSG00000147481,SNTG1,0,-4.4535,4,-2.0138,15,-0.1551,27,0.72776,20,0.72313
ENSG00000168300,PCMTD1,1,-4.4736,38,0.58532,25,-0.0405,17,-0.6229,29,0.50110
ENSG00000023287,RB1CC1,48,-1.3232,52,-1.2135,121,0.07787,112,-0.0375,131,0.64956
ENSG00000082556,OPRK1,21,-0.0759,0,-8.9202,18,-0.3025,19,-0.2198,26,0.82052
ENSG00000047249,ATP6V1H,184,-0.9839,68,-2.4588,222,-0.7045,647,1.00170,385,0.45663
ENSG00000147509,RGS20,5,-2.8972,38,0.06604,73,1.12406,18,-1.0519,38,0.17913
ENSG00000187735,TCEA1,110,0.97190,111,0.99203,51,-0.2672,38,-0.7238,52,-0.5748
ENSG00000120992,LYPLA1,89,1.79204,24,-0.3894,19,-0.6916,13,-1.2651,28,-0.3793
ENSG00000137547,MRPL15,91,0.82714,23,-1.3243,42,-0.3918,43,-0.3546,57,0.18757
ENSG00000206579,XKR4,5,-2.7075,4,-3.0792,16,-0.9478,34,0.14154,39,1.38678
ENSG00000167904,TMEM68,0,-5.1186,17,-0.7407,15,-0.8750,49,0.93123,31,0.59133
ENSG00000008988,RPS20,612,0.37836,1087,1.34443,593,0.32763,242,-1.0588,407,-0.6371
ENSG00000170791,CHCHD7,16,-1.1441,31,-0.1308,36,0.10279,32,-0.1128,37,0.34360
ENSG00000104331,IMPAD1,79,-0.1367,47,-0.9450,44,-1.0189,101,0.24314,96,0.49746
ENSG00000169122,FAM110B,0,-5.5014,18,-1.0442,37,0.05867,42,0.24564,41,0.75946
ENSG00000215114,UBXN2B,23,-1.0147,15,-1.6903,41,-0.1530,50,0.16223,52,0.67590
ENSG00000137575,SDCBP,138,-0.0808,141,-0.0469,90,-0.7329,199,0.50418,147,0.04719
