Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000115252,PDE1A,3,-4.6024,117,0.92058,96,0.51649,17,-2.3310,29,-1.4994
ENSG00000077232,DNAJC10,67,0.60271,48,0.06782,44,-0.0981,39,-0.2727,36,-0.4003
ENSG00000061676,NCKAP1,87,-1.5110,369,1.09060,226,-0.0587,137,-0.8201,83,-1.5801
ENSG00000065548,ZC3H15,3,-5.0521,131,0.43774,135,0.61687,79,-0.4865,54,-1.0667
ENSG00000138448,ITGAV,4,-3.9104,69,0.25927,41,-0.8330,133,1.31962,100,0.82215
ENSG00000144369,FAM171B,17,-3.0909,195,0.81497,136,0.00443,138,0.03053,74,-0.9439
ENSG00000204262,COL5A2,3,-2.6262,16,-0.4060,32,1.47150,17,-0.2102,0,-6.3759
ENSG00000138381,ASNSD1,3,-2.7698,22,-0.0275,27,0.56178,34,0.73305,8,-1.5694
ENSG00000128699,ORMDL1,3,-3.6499,61,0.95668,34,-0.4174,53,0.44165,29,-0.4954
ENSG00000198130,HIBCH,3,-2.1943,11,-0.5068,13,-0.3077,22,0.68108,36,1.53298
ENSG00000151689,INPP1,3,-2.9221,27,0.24152,24,-0.0123,23,-0.0829,38,0.73832
ENSG00000151690,MFSD6,57,-0.6960,135,0.92812,87,-0.0862,28,-1.7442,62,-0.5889
ENSG00000138386,NAB1,109,2.00037,16,-1.3778,25,-0.7360,54,0.68979,40,0.19524
ENSG00000115419,GLS,3,-5.6787,255,0.97472,201,0.48027,72,-1.2900,25,-2.8363
ENSG00000115415,STAT1,142,1.63678,44,-0.4425,47,-0.3691,54,-0.0265,35,-0.6844
ENSG00000128641,MYO1B,20,0.14381,29,1.00588,12,-0.9202,29,0.71277,2,-3.0160
ENSG00000144339,TMEFF2,3,-4.3783,100,0.90725,65,-0.0895,43,-0.6942,67,-0.0061
ENSG00000196950,SLC39A10,188,0.09076,248,0.74732,170,-0.0986,139,-0.3858,24,-3.0004
ENSG00000138411,HECW2,3,-2.3848,24,0.75872,19,0.28052,5,-1.6662,13,-0.4019
ENSG00000119041,GTF3C3,3,-2.2888,18,0.33017,18,0.32830,17,0.16147,9,-0.7628
ENSG00000197121,PGAP1,8,-2.6857,74,0.79883,60,0.38118,34,-0.6772,13,-2.0472
ENSG00000115524,SF3B1,337,1.93601,97,-0.3054,80,-0.7529,84,-0.4589,97,-0.2411
ENSG00000115520,COQ10B,3,-3.3945,40,0.33234,43,0.60694,28,-0.3011,18,-1.0026
ENSG00000144381,HSPD1,25,-2.3606,141,0.35492,117,-0.0440,150,0.37653,126,0.09392
ENSG00000115541,HSPE1,254,0.80080,169,0.16059,114,-0.6844,185,0.27501,160,0.03534
ENSG00000115540,MOB4,3,-4.0076,74,0.81271,58,0.27970,32,-0.7490,28,-0.9511
ENSG00000162944,RFTN2,3,-2.6531,11,-1.1296,11,-1.1690,47,1.44043,74,2.33036
ENSG00000115896,PLCL1,49,0.66804,29,-0.2181,24,-0.6538,15,-1.1470,77,1.46973
ENSG00000119042,SATB2,3,-3.4157,42,0.43827,47,0.86591,12,-1.6256,13,-1.4515
ENSG00000178074,C2orf69,3,-3.4793,46,0.54453,43,0.45504,21,-0.8550,25,-0.5594
ENSG00000196141,SPATS2L,28,-1.2199,83,0.63739,65,0.09507,50,-0.3526,36,-0.8382
ENSG00000082153,BZW1,3,-4.9448,113,0.26731,121,0.49557,87,-0.2034,83,-0.2845
ENSG00000013441,CLK1,22,-1.3029,52,0.03523,33,-0.9305,95,1.03910,106,1.22992
ENSG00000196290,NIF3L1,3,-2.3392,14,-0.2885,16,0.03888,35,1.27710,16,0.00214
ENSG00000155744,FAM126B,3,-3.7410,64,0.91538,50,0.38844,24,-0.8756,9,-2.3271
ENSG00000119013,NDUFB3,98,-0.1364,150,0.76437,71,-0.8770,117,0.15398,118,0.16187
ENSG00000115993,TRAK2,192,1.72871,43,-0.9258,54,-0.5958,39,-0.9350,132,1.03816
ENSG00000082146,STRADB,3,-2.1928,19,0.56055,12,-0.4424,11,-0.4900,28,1.04547
ENSG00000155755,TMEM237,60,1.17839,23,-0.4581,29,-0.0106,29,-0.0339,19,-0.6733
ENSG00000003393,ALS2,5,-2.1146,35,0.91517,24,0.02924,23,-0.0554,6,-2.0260
ENSG00000116030,SUMO1,156,0.26977,166,0.49873,124,-0.1393,100,-0.4315,68,-1.0323
ENSG00000055044,NOP58,3,-3.3299,47,0.85214,35,0.22066,17,-1.0084,20,-0.7165
ENSG00000204217,BMPR2,47,-1.2951,143,0.57715,133,0.48303,66,-0.7894,26,-2.1806
ENSG00000163596,ICA1L,3,-3.2169,35,0.33055,36,0.48307,22,-0.4625,24,-0.3336
ENSG00000138442,WDR12,21,0.13254,25,0.58562,23,0.37911,2,-3.0584,4,-2.2739
ENSG00000138443,ABI2,150,-0.5228,263,0.48822,239,0.33048,119,-0.8879,84,-1.4109
ENSG00000173166,RAPH1,3,-2.8963,36,0.90661,26,0.22551,19,-0.3349,5,-2.3864
ENSG00000118257,NRP2,112,2.41900,29,-0.0458,16,-1.2659,28,-0.1239,7,-2.1562
ENSG00000023228,NDUFS1,3,-5.2216,169,0.75366,134,0.27077,96,-0.3498,62,-1.0305
ENSG00000114942,EEF1B2,1149,1.84843,304,-0.5447,250,-1.0065,362,-0.1653,594,0.64295
ENSG00000204186,ZDBF2,48,0.68357,41,0.53841,33,0.06151,10,-1.7566,7,-2.2510
ENSG00000114948,ADAM23,3,-4.2712,85,0.67559,82,0.74363,35,-0.8870,2,-4.8759
ENSG00000118246,FASTKD2,3,-2.6326,21,0.13092,24,0.43579,28,0.55961,9,-1.1364
ENSG00000118263,KLF7,3,-3.0526,29,0.18858,35,0.70240,2,-3.8287,35,0.43429
ENSG00000118260,CREB1,3,-2.8507,26,0.20561,23,0.01409,40,0.89963,18,-0.3529
ENSG00000178385,PLEKHM3,3,-2.8255,28,0.44782,25,0.26059,14,-0.6914,24,0.11271
ENSG00000188674,C2orf80,3,-4.5065,151,1.91106,61,-0.4050,23,-1.7336,7,-3.3452
ENSG00000115020,PIKFYVE,3,-2.8896,27,0.22787,24,-0.0151,17,-0.4829,43,0.98150
ENSG00000078018,MAP2,201,-1.7104,719,0.34301,849,0.89684,215,-1.6064,159,-2.0597
ENSG00000144406,UNC80,3,-4.0346,72,0.69008,69,0.70405,18,-1.6262,15,-1.8899
ENSG00000197713,RPE,3,-2.6094,23,0.34121,20,0.07150,12,-0.7195,31,0.72408
ENSG00000115365,LANCL1,14,-3.1585,161,0.64313,128,0.15575,92,-0.4316,102,-0.2679
ENSG00000178568,ERBB4,3,-3.2727,22,-0.6650,38,0.52118,68,1.31065,22,-0.5433
ENSG00000144451,SPAG16,3,-3.5818,28,-0.6303,31,-0.4793,81,1.24683,94,1.52112
ENSG00000138363,ATIC,3,-3.6556,47,0.31301,41,0.03663,61,0.65064,36,-0.1822
ENSG00000115414,FN1,1009,4.45403,13,-3.8230,27,-3.0038,222,0.73928,40,-1.9208
ENSG00000079246,XRCC5,165,0.70427,105,-0.0506,107,-0.0018,97,-0.1664,69,-0.6942
ENSG00000260804,LINC01963,13,-1.5040,37,0.15058,45,0.69737,27,-0.3447,13,-1.4144
ENSG00000144583,MARCH4,3,-2.2912,27,1.28394,15,-0.1345,14,-0.1890,0,-7.8085
ENSG00000197756,RPL37A,1686,-0.2133,1357,-0.6784,1391,-0.7159,2930,0.68999,5024,1.66552
ENSG00000115461,IGFBP5,70,-0.1247,62,-0.3729,16,-2.8125,164,1.31793,269,2.31012
ENSG00000079308,TNS1,193,3.19963,9,-2.4566,10,-2.4129,65,0.89137,53,0.55458
ENSG00000163466,ARPC2,30,-2.4254,200,0.66705,151,0.06026,166,0.18472,77,-1.0008
ENSG00000127837,AAMP,102,0.47305,91,0.36904,65,-0.3864,67,-0.2060,65,-0.2678
ENSG00000127838,PNKD,204,0.61690,138,-0.0299,123,-0.3006,190,0.49317,101,-0.5108
ENSG00000135926,TMBIM1,54,0.66283,13,-1.7856,22,-1.0513,93,1.64533,86,1.49529
ENSG00000144579,CTDSP1,115,1.91924,8,-2.5849,23,-1.0995,106,1.75636,49,0.39156
ENSG00000144580,CNOT9,3,-2.7375,27,0.48302,23,0.12025,26,0.32882,14,-0.6441
ENSG00000074582,BCS1L,84,1.47386,33,-0.1338,31,-0.2743,24,-0.6206,21,-0.7859
ENSG00000163481,RNF25,45,1.38460,21,0.15998,16,-0.5139,14,-0.5844,13,-0.6988
ENSG00000135929,CYP27A1,98,2.35990,11,-1.5568,6,-2.6082,49,0.99383,62,1.42590
ENSG00000171450,CDK5R2,3,-5.4526,146,0.06023,210,1.12800,111,-0.3852,24,-2.6645
ENSG00000115649,CNPPD1,3,-2.5705,23,0.34923,14,-0.6350,37,1.10886,26,0.48807
ENSG00000144567,RETREG2,3,-6.2133,304,0.51525,306,0.64349,168,-0.5582,92,-1.4786
ENSG00000158552,ZFAND2B,3,-3.6030,40,0.05734,46,0.39404,56,0.58881,28,-0.5100
ENSG00000115657,ABCB6,3,-3.1366,28,-0.0252,38,0.82620,23,-0.3191,19,-0.6137
ENSG00000198925,ATG9A,93,0.44865,90,0.52854,58,-0.4651,73,0.05027,41,-0.8660
ENSG00000163516,ANKZF1,3,-2.2559,12,-0.4609,16,0.05857,38,1.55275,13,-0.2730
ENSG00000115661,STK16,3,-2.9692,32,0.54243,26,0.08582,26,0.05022,21,-0.2738
ENSG00000127824,TUBA4A,46,-3.0071,464,0.67397,426,0.57019,233,-0.6091,51,-2.8733
ENSG00000135924,DNAJB2,317,0.81798,173,-0.2279,158,-0.4626,146,-0.4473,323,0.85055
ENSG00000054356,PTPRN,191,-0.7223,401,0.62045,353,0.39033,174,-0.8683,48,-2.7700
ENSG00000072195,SPEG,3,-3.0489,34,0.53835,32,0.49077,21,-0.3628,10,-1.4188
ENSG00000144591,GMPPA,3,-2.4005,16,-0.1297,18,0.18630,38,1.34845,8,-1.2030
ENSG00000123989,CHPF,263,1.39498,107,-0.1631,97,-0.4163,131,0.19768,59,-1.0506
ENSG00000188760,TMEM198,110,1.40379,63,0.57491,35,-0.6861,42,-0.2201,1,-5.1490
ENSG00000124006,OBSL1,53,0.04316,59,0.26197,43,-0.4341,76,0.62322,42,-0.3286
ENSG00000114923,SLC4A3,3,-4.5783,90,0.31877,105,0.85052,68,-0.1940,9,-3.1209
ENSG00000116106,EPHA4,3,-4.8080,162,1.44167,89,-0.0396,45,-1.0697,13,-2.9246
ENSG00000267034,AC010980.1,3,-2.2626,27,1.31106,17,0.20841,4,-2.1018,0,-6.0604
ENSG00000163082,SGPP2,6,-2.2612,34,0.27460,40,0.76937,26,-0.1969,4,-2.8052
ENSG00000116120,FARSB,3,-4.1437,84,0.78992,66,0.26548,57,-0.0740,16,-1.9579
ENSG00000123983,ACSL3,94,-0.5278,166,0.50245,140,0.14584,94,-0.5329,72,-0.9364
ENSG00000171951,SCG2,3,-5.4643,181,0.51770,178,0.58381,135,-0.0895,32,-2.2462
ENSG00000085449,WDFY1,3,-3.3582,30,-0.2211,46,0.87307,28,-0.2694,28,-0.2343
ENSG00000135900,MRPL44,3,-3.1886,38,0.54752,35,0.47452,16,-0.8960,19,-0.6623
ENSG00000135919,SERPINE2,148,0.02967,173,0.38132,93,-0.9488,296,1.20430,115,-0.3665
ENSG00000036257,CUL3,53,-0.2664,85,0.67194,62,-0.0245,38,-0.7675,33,-1.0041
ENSG00000135905,DOCK10,3,-2.5351,12,-0.7637,13,-0.8181,33,0.95059,62,2.13842
ENSG00000168958,MFF,3,-4.4488,99,0.76757,64,-0.2305,87,0.34006,62,-0.2129
ENSG00000173744,AGFG1,3,-3.8353,63,0.70910,45,-0.0337,42,-0.1449,43,-0.0888
ENSG00000153820,SPHKAP,3,-3.7988,53,0.34679,67,1.13896,15,-1.6959,5,-3.2786
ENSG00000153823,PID1,3,-3.2152,36,0.41840,32,0.19737,38,0.36804,19,-0.6682
ENSG00000187957,DNER,4,-5.5123,155,-0.3632,204,0.22456,326,0.93208,251,0.48856
ENSG00000153827,TRIP12,51,-0.3946,73,0.22110,67,0.07759,62,-0.0765,53,-0.3412
ENSG00000163053,SLC16A14,3,-3.0478,38,0.77310,30,0.30419,23,-0.2286,7,-2.0651
ENSG00000135932,CAB39,67,-0.6909,127,0.42186,117,0.29218,60,-0.8441,65,-0.7210
ENSG00000135916,ITM2C,174,-1.6610,534,0.08313,383,-0.6433,1238,1.51739,581,0.20241
ENSG00000204128,C2orf72,3,-3.4458,38,0.15278,35,-0.0288,51,0.60734,45,0.39171
ENSG00000173692,PSMD1,3,-5.3840,172,0.52656,164,0.50698,86,-0.7046,88,-0.6688
ENSG00000115053,NCL,59,-1.5060,135,-0.3067,168,0.16048,189,0.29777,249,0.75488
ENSG00000187514,PTMA,748,0.14038,437,-0.8569,466,-0.8341,977,0.58065,1954,1.84212
ENSG00000156973,PDE6D,3,-2.7280,27,0.49827,16,-0.6655,40,1.05615,26,0.33347
ENSG00000144524,COPS7B,3,-3.1200,28,0.00114,37,0.76804,20,-0.5302,23,-0.2753
ENSG00000144535,DIS3L2,3,-2.3135,22,0.73003,14,-0.3122,17,0.10060,17,0.10639
ENSG00000135930,EIF4E2,82,0.99455,48,0.13003,39,-0.3138,39,-0.2359,29,-0.6963
ENSG00000115468,EFHD1,69,-0.1472,31,-1.5903,30,-1.7924,125,0.82292,351,2.93026
ENSG00000204120,GIGYF2,100,1.78411,22,-0.9275,36,-0.0157,14,-1.3780,36,0.01553
ENSG00000182600,SNORC,32,-1.9127,45,-1.6670,39,-2.0439,416,2.35602,402,2.28113
ENSG00000066248,NGEF,11,-3.4842,219,1.66086,100,-0.2917,51,-1.2431,19,-2.6537
ENSG00000085978,ATG16L1,99,2.42449,25,-0.1048,18,-0.7980,7,-1.8560,9,-1.6371
ENSG00000077044,DGKD,52,1.21523,17,-0.6922,27,0.16835,16,-0.6570,23,-0.1476
ENSG00000188042,ARL4C,3,-3.9004,40,-0.3842,78,1.43978,44,-0.1550,5,-3.3554
ENSG00000157985,AGAP1,3,-4.4625,78,0.20176,72,0.02131,67,-0.0970,119,0.85314
ENSG00000132321,IQCA1,36,0.88829,21,0.01191,20,-0.0488,9,-1.1851,19,-0.1822
ENSG00000198612,COPS8,35,-1.6490,144,0.73016,109,0.10628,77,-0.4674,60,-0.8496
ENSG00000124831,LRRFIP1,50,0.08926,53,0.24480,51,0.19744,34,-0.4920,24,-1.0469
ENSG00000132329,RAMP1,3,-5.6270,181,0.27029,120,-0.6260,399,1.58099,169,0.09162
ENSG00000184182,UBE2F,50,0.27487,49,0.34069,39,-0.1589,24,-0.8756,41,-0.0204
ENSG00000132323,ILKAP,46,0.42454,43,0.42131,29,-0.4802,35,-0.0245,30,-0.2819
ENSG00000144485,HES6,3,-3.5726,18,-1.3285,51,0.74219,51,0.44663,72,1.04250
ENSG00000132326,PER2,8,-1.2533,22,0.46372,22,0.57295,5,-1.9373,10,-0.8549
ENSG00000204104,TRAF3IP1,40,1.19020,16,-0.3431,20,0.03359,17,-0.1853,10,-1.0600
ENSG00000065802,ASB1,70,1.01111,38,-0.0106,36,-0.1401,21,-0.9121,33,-0.2416
ENSG00000068024,HDAC4,3,-3.0172,32,0.44278,32,0.54484,15,-0.8645,17,-0.6113
ENSG00000130414,NDUFA10,14,-3.0136,140,0.66393,110,0.14232,117,0.19214,47,-1.2216
ENSG00000172428,COPS9,162,-1.6882,544,0.24117,436,-0.2491,772,0.76664,544,0.18442
ENSG00000063660,GPC1,69,-0.7760,127,0.22170,123,0.19544,148,0.42101,49,-1.2909
ENSG00000188542,DUSP28,3,-2.5713,25,0.57990,19,-0.0499,21,0.12203,17,-0.1403
ENSG00000142327,RNPEPL1,3,-2.6258,20,-0.0880,19,-0.1983,43,1.17874,27,0.38225
ENSG00000142330,CAPN10,56,1.56445,20,-0.2161,20,-0.2527,18,-0.2973,9,-1.3615
ENSG00000130294,KIF1A,499,-0.0859,526,-0.0030,645,0.52339,301,-0.8717,311,-0.8230
ENSG00000122085,MTERF4,3,-2.8230,38,1.20321,15,-0.8099,32,0.55788,16,-0.5227
ENSG00000115685,PPP1R7,3,-5.2283,177,0.86765,121,0.00055,129,0.10242,62,-1.0318
ENSG00000115677,HDLBP,367,1.29741,147,-0.2989,150,-0.3002,171,0.00140,129,-0.4381
ENSG00000168385,SEPTIN2,101,-0.1740,80,-0.6580,78,-0.8032,204,0.99185,270,1.50170
ENSG00000115694,STK25,4,-5.1186,154,0.39979,146,0.32728,160,0.35925,71,-0.9217
ENSG00000176720,BOK,3,-3.8465,16,-1.8316,31,-0.8652,64,0.53075,224,3.04656
ENSG00000176946,THAP4,3,-3.2476,40,0.56776,35,0.37299,29,-0.1011,13,-1.3142
ENSG00000168397,ATG4B,3,-4.0066,72,0.74650,58,0.29723,43,-0.2851,21,-1.3781
ENSG00000168395,ING5,3,-2.4888,21,0.29582,19,0.13723,28,0.69883,11,-0.7991
ENSG00000180902,D2HGDH,3,-2.5857,25,0.53485,21,0.19316,21,0.12224,11,-0.8423
ENSG00000188011,RTP5,44,0.74681,56,1.81314,12,-1.5931,17,-0.7838,0,-8.6026
ENSG00000134121,CHL1,249,0.22502,319,0.88296,197,-0.2176,111,-1.0374,60,-1.9551
ENSG00000113851,CRBN,195,1.73567,66,-0.1852,62,-0.3539,41,-0.8529,40,-0.9217
ENSG00000150995,ITPR1,45,-0.7772,127,1.29344,71,-0.0944,21,-1.9039,10,-3.0141
ENSG00000134107,BHLHE40,166,1.36200,75,0.01256,63,-0.3784,86,0.23672,15,-2.3548
ENSG00000134108,ARL8B,47,-1.8858,205,0.48867,181,0.26042,142,-0.2248,105,-0.6893
ENSG00000196277,GRM7,92,1.67654,35,-0.0007,36,0.10426,3,-3.3577,3,-3.4831
ENSG00000196220,SRGAP3,3,-4.3038,90,0.76939,75,0.41401,49,-0.4052,15,-2.1483
ENSG00000206573,THUMPD3-AS1,3,-2.4516,21,0.34086,20,0.32565,10,-0.8494,20,0.22585
ENSG00000134077,THUMPD3,3,-2.8336,20,-0.2580,32,0.94423,14,-0.7735,22,-0.0346
ENSG00000168137,SETD5,3,-2.6663,20,-0.0158,25,0.46719,19,-0.0904,23,0.16833
ENSG00000156959,LHFPL4,3,-3.2761,48,1.00400,32,0.07130,26,-0.2695,9,-1.8392
ENSG00000163719,MTMR14,3,-2.4499,23,0.61364,15,-0.3431,23,0.41193,19,0.16438
ENSG00000114026,OGG1,24,0.57876,18,0.08814,14,-0.4007,22,0.42506,13,-0.3669
ENSG00000134072,CAMK1,41,-0.6530,105,1.26230,42,-0.8431,93,0.66132,4,-4.0438
ENSG00000171148,TADA3,116,0.33960,86,-0.1861,100,0.14675,98,0.07587,69,-0.4833
ENSG00000241553,ARPC4,261,0.75748,182,0.21397,156,-0.1267,124,-0.4513,91,-0.9171
ENSG00000214021,TTLL3,3,-2.2931,13,-0.3611,13,-0.4803,42,1.65649,23,0.60876
ENSG00000156990,RPUSD3,3,-3.4614,51,0.83579,35,-0.0128,31,-0.1889,25,-0.5632
ENSG00000171135,JAGN1,51,0.62812,34,-0.0096,29,-0.3640,49,0.58279,24,-0.5413
ENSG00000163703,CRELD1,3,-4.1112,80,0.82452,62,0.26656,51,-0.1440,14,-2.0740
ENSG00000163704,PRRT3,3,-3.9375,66,0.65517,63,0.64652,18,-1.5108,20,-1.3541
ENSG00000125037,EMC3,188,1.16709,104,0.21049,78,-0.4244,88,-0.1069,40,-1.2919
ENSG00000254999,BRK1,13,-3.7049,229,0.74659,155,-0.1286,209,0.39557,109,-0.6312
ENSG00000157014,TATDN2,5,-2.6044,38,0.39327,35,0.20610,39,0.32910,20,-0.6837
ENSG00000157020,SEC13,3,-3.3271,54,1.19483,24,-0.6072,31,-0.0711,30,-0.1029
ENSG00000157087,ATP2B2,111,-1.4360,389,0.72835,343,0.51039,147,-1.0050,16,-4.2512
ENSG00000157103,SLC6A1,407,1.14003,115,-1.0932,186,-0.2515,454,1.33713,119,-0.8552
ENSG00000197548,ATG7,3,-2.9735,39,0.96848,24,-0.0763,27,0.09109,9,-1.5423
ENSG00000144560,VGLL4,93,0.95245,60,0.26953,39,-0.6582,53,0.02009,44,-0.2740
ENSG00000157152,SYN2,118,-2.1349,883,1.52232,453,-0.1334,189,-1.4355,29,-4.1867
ENSG00000075975,MKRN2,3,-2.5895,25,0.54411,19,0.00812,21,0.14679,17,-0.2324
ENSG00000132155,RAF1,3,-3.0571,29,0.19521,29,0.19142,34,0.38932,26,-0.0258
ENSG00000144712,CAND2,39,1.16141,23,0.34208,17,-0.2511,12,-0.7079,5,-2.0464
ENSG00000144713,RPL32,1699,0.37861,908,-0.7559,993,-0.6708,2037,0.68213,3028,1.38485
ENSG00000144711,IQSEC1,5,-5.1500,195,0.30450,225,0.75716,116,-0.5952,89,-1.0048
ENSG00000163517,HDAC11,24,-1.5096,58,-0.1880,48,-0.6159,94,0.63231,153,1.49928
ENSG00000163520,FBLN2,3,-2.5929,44,2.19846,5,-2.3105,39,1.17063,0,-8.1089
ENSG00000163528,CHCHD4,3,-2.1224,9,-0.7268,20,0.93597,20,0.57581,9,-0.6339
ENSG00000170876,TMEM43,55,1.23880,26,-0.0079,21,-0.4873,30,0.22561,15,-0.9015
ENSG00000170860,LSM3,3,-4.4224,93,0.64487,52,-0.6129,111,0.77811,90,0.42715
ENSG00000225733,FGD5-AS1,42,-1.5142,116,0.07262,95,-0.3858,146,0.42851,206,1.02065
ENSG00000177463,NR2C2,3,-3.2909,40,0.49267,40,0.60431,18,-0.8345,16,-1.0601
ENSG00000131368,MRPS25,3,-3.9766,74,0.85088,48,-0.1085,59,0.22912,30,-0.8074
ENSG00000131381,RBSN,89,0.94250,43,-0.2920,49,-0.0546,43,-0.2507,44,-0.1961
ENSG00000131370,SH3BP5,96,0.49079,69,-0.0523,84,0.41976,14,-2.4185,57,-0.3389
ENSG00000144597,EAF1,94,2.25400,18,-0.7615,23,-0.3606,18,-0.5950,11,-1.3589
ENSG00000206560,ANKRD28,3,-3.1763,41,0.74423,28,-0.0852,3,-3.3711,51,0.91717
ENSG00000131386,GALNT15,3,-2.5774,6,-1.9593,3,-3.2133,51,1.66291,109,3.48940
ENSG00000154813,DPH3,3,-2.2163,17,0.26229,16,0.19650,10,-0.6738,21,0.53828
ENSG00000131378,RFTN1,3,-3.5076,69,1.59585,33,-0.2272,17,-1.1852,6,-2.7248
ENSG00000154822,PLCL2,3,-3.4805,44,0.43921,51,0.95086,14,-1.4040,7,-2.5002
ENSG00000131374,TBC1D5,106,1.20100,42,-0.3991,50,-0.0877,44,-0.2604,42,-0.3367
ENSG00000182568,SATB1,3,-4.9218,106,0.16894,153,1.30924,19,-2.4476,27,-1.9317
ENSG00000144566,RAB5A,14,-2.9898,97,-0.0803,126,0.57452,96,-0.0845,106,0.07431
ENSG00000114166,KAT2B,30,-0.1123,19,-0.9494,22,-0.7696,68,1.29425,74,1.42605
ENSG00000151789,ZNF385D,3,-2.7713,15,-0.7166,37,1.55294,15,-0.6074,10,-1.1574
ENSG00000182247,UBE2E2,3,-4.3051,101,1.06379,68,0.14161,32,-1.0862,31,-1.1285
ENSG00000170142,UBE2E1,190,1.81027,56,-0.3700,44,-0.9126,57,-0.2713,84,0.35906
ENSG00000197885,NKIRAS1,3,-3.7825,75,1.22997,45,0.02847,27,-0.7985,11,-2.0638
ENSG00000174748,RPL15,907,0.30808,695,-0.1543,646,-0.3408,956,0.39481,965,0.41111
ENSG00000174738,NR1D2,58,0.14103,72,0.68861,50,-0.1190,19,-1.5178,34,-0.6865
ENSG00000151090,THRB,3,-4.5365,117,1.03663,89,0.45219,33,-1.2458,4,-4.2979
ENSG00000077097,TOP2B,3,-4.7024,94,0.20387,103,0.49444,77,-0.1632,77,-0.1560
ENSG00000187118,CMC1,73,2.28973,19,-0.0949,10,-1.3661,18,-0.1597,13,-0.6608
ENSG00000163512,AZI2,81,0.76128,44,-0.2973,53,0.11890,49,-0.0394,33,-0.6660
ENSG00000163527,STT3B,3,-3.8417,61,0.59182,50,0.20137,22,-1.1334,54,0.26442
ENSG00000152642,GPD1L,66,0.33239,59,0.22026,60,0.27919,26,-1.1262,26,-1.1205
ENSG00000144635,DYNC1LI1,42,-0.0688,56,0.50436,48,0.21743,26,-0.7955,13,-1.8792
ENSG00000170266,GLB1,3,-2.7488,26,0.35186,22,0.09580,33,0.69898,13,-0.7661
ENSG00000170275,CRTAP,30,-0.5677,27,-0.8848,34,-0.5787,99,1.38843,92,1.24047
ENSG00000153558,FBXL2,3,-3.3894,52,0.98343,39,0.38584,15,-1.2713,7,-2.3542
ENSG00000153560,UBP1,3,-3.7193,54,0.53534,42,-0.0214,48,0.21090,42,-0.0306
ENSG00000163539,CLASP2,54,-1.8419,203,0.24131,191,0.12642,159,-0.2122,227,0.36210
ENSG00000170248,PDCD6IP,3,-3.8570,49,0.10411,64,0.84747,22,-1.1841,40,-0.2575
ENSG00000172995,ARPP21,3,-5.1352,216,1.62489,110,-0.0729,35,-1.7743,9,-3.7543
ENSG00000178567,EPM2AIP1,72,0.34172,49,-0.3448,75,0.63489,17,-1.8609,50,-0.2412
ENSG00000076242,MLH1,3,-2.6905,29,0.75162,18,-0.3606,33,0.75569,13,-0.6953
ENSG00000093167,LRRFIP2,3,-2.9482,33,0.63095,21,-0.3636,23,-0.1462,39,0.71603
ENSG00000144674,GOLGA4,97,1.18622,22,-1.3719,49,0.02831,54,0.18942,67,0.53845
ENSG00000144677,CTDSPL,51,0.96005,20,-0.6431,26,-0.1768,38,0.44680,30,0.06972
ENSG00000060971,ACAA1,3,-4.0660,58,0.14491,56,0.09910,70,0.42800,68,0.36600
ENSG00000172939,OXSR1,38,1.00655,17,-0.4217,22,0.11740,13,-0.6843,19,-0.1543
ENSG00000114742,WDR48,3,-3.8137,43,-0.0821,62,0.86996,28,-0.7193,41,-0.1411
ENSG00000114745,GORASP1,48,0.70401,27,-0.2593,27,-0.3028,40,0.38511,33,0.08655
ENSG00000144659,SLC25A38,3,-2.6907,29,0.74993,23,0.23451,17,-0.2752,8,-1.3938
ENSG00000168028,RPSA,470,0.06458,353,-0.4827,399,-0.2821,489,0.13056,897,1.15759
ENSG00000168314,MOBP,3,-6.7443,51,-3.1885,115,-2.1102,74,-2.3299,2770,5.15814
ENSG00000170011,MYRIP,49,0.46849,30,-0.4025,49,0.78540,4,-3.0527,27,-0.4752
ENSG00000114784,EIF1B,144,0.12320,182,0.68165,124,-0.1782,96,-0.5218,56,-1.3383
ENSG00000168032,ENTPD3,3,-2.5142,27,0.88893,19,0.12784,21,0.24622,0,-7.6237
ENSG00000188846,RPL14,646,0.65643,353,-0.4023,357,-0.4365,642,0.64789,554,0.39899
ENSG00000168036,CTNNB1,89,-1.2812,188,-0.1792,240,0.39128,250,0.31727,192,-0.1053
ENSG00000182606,TRAK1,43,-0.5276,62,0.05631,67,0.25318,68,0.19233,39,-0.6821
ENSG00000187094,CCK,9,-6.3066,1760,2.77384,254,-1.9929,739,0.06832,36,-4.4167
ENSG00000114812,VIPR1,3,-2.7512,34,1.05312,23,0.17361,10,-1.1884,8,-1.5166
ENSG00000093183,SEC22C,3,-3.4802,39,0.17386,32,-0.2798,56,0.73900,55,0.70475
ENSG00000008324,SS18L2,5,-3.0490,38,-0.0573,48,0.55711,46,0.26385,32,-0.3118
ENSG00000114857,NKTR,7,-1.9193,26,-0.0749,19,-0.7856,65,1.50969,44,0.80999
ENSG00000114853,ZBTB47,50,-0.3076,44,-0.6230,59,-0.0535,77,0.37359,112,1.01097
