med_cl_test,mediator_datatype,outcome_datatype,outcome_cl,n_donors,med_cl,mediator,outcome,fdr_base_SN,logFC_base_SN,t_base_SN,fdr_med_SN,logFC_med_SN,t_med_SN,P.Value_base,t_base,P.Value_med,t_med,P.Value_med_vec,t_med_vec,base_sig,base_dir,base_valid,med_sig,med_dir,med_vec_sig,mediated,mediatorDE_logFC,mediatorDE_P.Value,mediatorDE_adj.P.Val,mediatorDE_t
Astro.1,Xenium_cell_type_anno,Xenium_cell_type_anno,Oligo.3,16,Astro.1,NPTXR,ENC1,0.0237872721454464,1.60975046336347,3.81467953642508,0.123937431701882,0.740230344865428,2.39677376523395,0.0529522432331289,2.07406834529116,0.16330200507423,1.45779099368906,0.188540447584285,1.37046854772331,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.30747996750515977,0.0536010706405997,0.532947788083677,2.0743924695621954
Astro.1,Xenium_cell_type_anno,Xenium_cell_type_anno,Oligo.3,16,Astro.1,NPTXR,NPTXR,0.0178245159322355,1.20698965116002,4.15833855277672,0.128697241878944,0.563563995234707,2.3648905163895,0.0497281941415359,2.10630346682181,0.384345723233388,0.893192530814319,0.00126540400373993,3.86390212296412,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.30747996750515977,0.0536010706405997,0.532947788083677,2.0743924695621954
Astro.1,Xenium_cell_type_anno,Xenium_cell_type_anno,Oligo.3,16,Astro.1,NPTXR,SLC17A7,0.0388135145867074,1.46900118063394,3.29668384223825,0.335225472729787,0.487019919792225,1.5008013206381,0.0453143770340579,2.1536696919353,0.114120938030417,1.66644696735807,0.626624090958225,0.495542387828406,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.30747996750515977,0.0536010706405997,0.532947788083677,2.0743924695621954
Astro.2,Xenium_cell_type_anno,Xenium_cell_type_anno,Oligo.3,16,Astro.2,FZD8,TESPA1,0.0171351894850484,2.00785931790179,4.18721806694599,0.932137554140068,0.432858908954942,0.736930892299032,0.0491796669819126,2.11197619431537,0.100731693657145,1.73765739492869,0.892037324073734,0.137818058720011,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.26925280918843864,0.06026857768777105,0.537586039139059,2.0144156195271843
Astro.2_APOE_high,Xenium_Oligo.3_Astro,Xenium_Oligo.3_Astro,APOE_high_nnA_Astro.2,16,Astro.2,FZD8,TESPA1,0.0171351894850484,2.00785931790179,4.18721806694599,0.932137554140068,0.432858908954942,0.736930892299032,0.0694501928207127,1.91567732839806,0.195949341313807,1.33951173489897,0.589825469383743,0.5482116191049,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.3238218560032148,0.017670040777239226,0.6186424855795721,2.6211994244894776
Astro.2_APOE_high,Xenium_Oligo.3_Astro,Xenium_Oligo.3_Astro,APOE_high_nnA_Astro.2,16,Astro.2,SV2B,ERBB3,0.0429496783192334,-0.601162928909309,-3.19543806445031,0.353800328992195,-0.341805871919873,-2.03377705289329,0.0631113680886329,-1.96492822920379,0.130047358977865,-1.58238407685486,0.00421565047272829,3.24930892906292,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,-0.176678778665863,0.3127281805939432,0.7532670089088892,-1.039750959418976
Astro.2_APOE_low,Xenium_Oligo.3_Astro,Xenium_Oligo.3_Astro,APOE_low_nnA_Astro.2,16,Astro.2,FZD8,NTRK3,0.0197677442069503,1.28198922919565,4.03453355024234,0.894377711837164,0.395299081080413,1.0674709362545,0.0779805947643823,1.86378101102774,0.194819386353509,1.34615940530095,0.580580893882563,0.56261116044219,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.29344968948639255,0.05521198431371111,0.577753978711334,2.052894377417701
Astro.1_xL2,Xenium_cell_type_anno_SpX,Xenium_cell_type_anno_SpX,Oligo.3_xL2,16,Astro.1,NPTXR,GAD1,0.0245218129044273,1.74754742722435,3.76245573157731,0.0987551505066859,0.951113319740143,2.61421889796872,0.0841040143321887,1.8093102682624,0.10661832619177,1.68089051258611,0.870596545197039,-0.164770140147327,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA
Astro.2_xL2,Xenium_cell_type_anno_SpX,Xenium_cell_type_anno_SpX,Oligo.3_xL2,16,Astro.2,FZD8,GAD1,0.0245218129044273,1.74754742722435,3.76245573157731,0.890024494151514,0.572752344322253,1.16152022956302,0.0841040143321887,1.8093102682624,0.105568679002551,1.69013748415944,0.758388208100159,-0.311576260777906,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA
Astro.2_xL5,Xenium_cell_type_anno_SpX,Xenium_cell_type_anno_SpX,Oligo.3_xL5,16,Astro.2,FZD8,CABLES1,0.0123603372434196,2.1938976661019,4.62551225920503,0.776542357261782,0.954004622977663,1.99182136821204,0.0631482851425756,1.98018458861216,0.403928281002955,0.856143625716084,0.0197896442986208,2.57439209286039,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,NA,NA,NA
Astro.2_xL5,Xenium_cell_type_anno_SpX,Xenium_cell_type_anno_SpX,Oligo.3_xL5,16,Astro.2,FZD8,TESPA1,0.0171351894850484,2.00785931790179,4.18721806694599,0.932137554140068,0.432858908954942,0.736930892299032,0.0623023773856731,1.98721844580532,0.127148331770425,1.60464130054883,0.654211934461747,0.455999434701557,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA
