"med_cl_test","mediator_datatype","outcome_datatype","outcome_cl","n_donors","med_cl","mediator","outcome","fdr_base_SN","logFC_base_SN","t_base_SN","fdr_med_SN","logFC_med_SN","t_med_SN","P.Value_base","t_base","P.Value_med","t_med","P.Value_med_vec","t_med_vec","base_sig","base_dir","base_valid","med_sig","med_dir","med_vec_sig","mediated"
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","FZD8","IGFBP5",0.0166348925642164,2.01610070445314,4.23255886981611,0.992855567489629,0.0507426811975366,0.0879565057032854,0.595920016622333,-0.540011983049405,0.940877882899421,0.0752943350178095,0.227517624190215,-1.25300441396574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","FZD8","KCNJ3",0.0248286055946825,1.58082843292001,3.75149176023082,0.865233565353545,0.538172957204846,1.40592814544979,0.601747134258473,-0.531402881641781,0.718851714371457,-0.366167424250244,0.878211606160548,-0.155609977620783,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","FZD8","NRXN1",0.0397601219216163,1.15281371274073,3.2736819718726,0.992204568183931,-0.0463290353052484,-0.101232265719232,0.991699625018244,-0.0105511175581819,0.925768028218735,-0.094592030622479,0.874835983280237,0.1599616724962,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","FZD8","NTRK3",0.0197677442069503,1.28198922919565,4.03453355024234,0.894377711837164,0.395299081080413,1.0674709362545,0.18861646129227,1.3674064764323,0.225494479340874,1.25872547805526,0.831523763209666,-0.216115112350515,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","FZD8","SORCS1",0.0358465902635509,1.43619458263972,3.36238356445178,0.865258109992612,-0.562232383110935,-1.40035917053818,0.465827486730169,-0.745380974567157,0.388254138123323,-0.885965918189459,0.675774197330463,0.425706266521304,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","FZD8","SPHKAP",0.045693076469028,1.6432573810358,3.15304463477663,0.954968060072516,0.219881817024691,0.406771006247961,0.852879030103256,-0.18817693943683,0.517612042629866,-0.661069829825035,0.239591591303143,1.21965888143201,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","FZD8","TESPA1",0.0171351894850484,2.00785931790179,4.18721806694599,0.932137554140068,0.432858908954942,0.736930892299032,0.0491796669819126,2.11197619431537,0.100731693657145,1.73765739492869,0.892037324073734,0.137818058720011,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","NETO1","ENC1",0.0237872721454464,1.60975046336347,3.81467953642508,0.637423610309742,0.558613670803098,1.58448139396989,0.0529522432331289,2.07406834529116,0.0471358945928929,2.14423373209777,0.301774474331992,-1.0658024604864,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","NETO1","GPM6A",0.00317124333553664,1.67504930526928,5.93327367973053,0.332532456189878,0.993524220966205,3.91508800561824,0.206220145555294,1.31219927896469,0.161927543576531,1.46382152542239,0.294243330434651,-1.0831171677951,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","NETO1","MGST1",0.0271207409512907,1.4412353645802,3.63183848488069,0.775302484164239,0.370371854184177,0.994807919696175,0.632110448174193,0.487180571211578,0.623444243087109,0.500284083759301,0.53104192576097,-0.639792113049103,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","NETO1","NRG3",0.0267823386998635,1.62581984095938,3.65423787548636,0.718587340063882,0.459202897849622,1.20815681563326,0.885872919404039,-0.145612749348222,0.806365603208992,-0.249066701627459,0.65087238939716,0.460872558940565,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","NETO1","NRXN1",0.0397601219216163,1.15281371274073,3.2736819718726,0.742544036130608,0.392443762576957,1.11961960997912,0.991699625018244,-0.0105511175581819,0.939551815195656,0.0769903730768833,0.342262000788039,-0.977698295628386,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","NETO1","SORBS1",0.0117141291621737,1.36789623918405,4.7263825907876,0.472956304383227,0.778526052055732,2.88423553932369,0.660195030783893,0.447145082887567,0.60340666553829,0.52959445281782,0.434124081263178,-0.801580225735383,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","ST18","NAP1L3",0.0297820775481512,1.04524917682756,3.54562574656175,0.235774017897859,0.620527131641925,2.00845547555511,0.338300829105253,-0.984163625224991,0.170428420182409,-1.43327591463168,0.181410206126641,-1.39525105240618,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","CABLES1",0.0123603372434196,2.1938976661019,4.62551225920503,0.137437548492185,1.54185528133634,3.6877512289163,0.0514972089366787,2.08838890347553,0.0643131567278383,1.98173829174799,0.587185819450967,0.553666928296523,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","ENC1",0.0237872721454464,1.60975046336347,3.81467953642508,0.22907489483435,0.844388074993708,2.80123819866981,0.0529522432331289,2.07406834529116,0.0915188934942853,1.79112318511584,0.479869482977034,-0.722785463345068,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","ERBB3",0.0429496783192334,-0.601162928909309,-3.19543806445031,0.353800328992195,-0.341805871919873,-2.03377705289329,0.438270776925092,-0.793018937369754,0.45916872081718,-0.757838814974539,0.977514156773515,0.0286132257077869,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","GPC6",0.0360091052009481,1.88548183107336,3.35843347356619,0.248856193513046,1.11039775137648,2.60086719356122,0.397424682411331,-0.867228234279534,0.459115887529443,-0.757929493644321,0.75141741770275,0.322072195165596,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","IGFBP5",0.0166348925642164,2.01610070445314,4.23255886981611,0.248856193513046,1.22256298492605,2.59397338993595,0.595920016622333,-0.540011983049405,0.577018679728326,-0.568930304236017,0.542937791708785,0.621145237787267,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","KCNJ3",0.0248286055946825,1.58082843292001,3.75149176023082,0.197563672449413,1.00428459231489,3.03962887683328,0.601747134258473,-0.531402881641781,0.701135430178934,-0.390494265396927,0.450977805706286,0.771974278159454,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","LMO3",0.035340990216569,1.18174877994416,3.37463604336425,0.262710728026367,0.676081295638212,2.50235119107626,0.890940256032486,-0.139102173049425,0.965363694568169,0.0440834411357362,0.251721138417216,1.18755169166508,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","MAG",0.0201308276926675,-0.767472726314787,-3.98760444076876,0.275750515129191,-0.432740025400365,-2.42712116295752,0.933359478831298,0.0848165118990216,0.841031891431934,-0.203741126635232,0.0774019281745501,-1.88257173624297,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","MBP",0.0297820775481512,-0.685728785216289,-3.54580610117468,0.27734498899877,-0.432113825660325,-2.41678932944193,0.988187887223407,0.0150154053929347,0.913554551936539,-0.110221995135823,0.52086792732128,-0.655910001719252,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","MGST1",0.0271207409512907,1.4412353645802,3.63183848488069,0.305458356402959,0.838398457098228,2.24870020913342,0.632110448174193,0.487180571211578,0.849368028621934,0.19291167115181,0.292928646406495,-1.08615280936875,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","NRG3",0.0267823386998635,1.62581984095938,3.65423787548636,0.324356145550138,0.658991541908606,2.15420572361621,0.885872919404039,-0.145612749348222,0.908469726682225,-0.116735807039693,0.666604455695098,0.438600288103475,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","NRXN1",0.0397601219216163,1.15281371274073,3.2736819718726,0.415614168971408,0.514881105040706,1.75963972690149,0.991699625018244,-0.0105511175581819,0.809146150128021,-0.245410426285657,0.377449399481094,-0.906868387653423,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","NTRK3",0.0197677442069503,1.28198922919565,4.03453355024234,0.162571879491251,0.927261835686783,3.27719732024119,0.18861646129227,1.3674064764323,0.267978994035132,1.14615966799588,0.8961661250429,0.132519403053848,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","PCSK6",0.0402412716696331,-0.715238159805929,-3.25587856465361,0.334144522329578,-0.414692443667141,-2.10545241501547,0.791157564991683,0.268845990707273,0.904477792239176,0.121853257897828,0.211158261347997,-1.30059772940876,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","SLC17A7",0.0388135145867074,1.46900118063394,3.29668384223825,0.305458356402959,0.794832240627738,2.24727957356564,0.0453143770340579,2.1536696919353,0.0871125676788077,1.81824489010528,0.39800669753815,-0.867547926574904,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_cell_type_anno","Oligo.3",16,"Astro.2","SV2B","SORBS1",0.0117141291621737,1.36789623918405,4.7263825907876,0.11046740841979,0.907254464050516,3.938710436028,0.660195030783893,0.447145082887567,0.866028672265627,0.171338004084301,0.153756026865202,-1.49469346882425,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.1","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.1",16,"Astro.1","NPTXR","ENC1",0.0237872721454464,1.60975046336347,3.81467953642508,0.123937431701882,0.740230344865428,2.39677376523395,0.19856913229704,1.33486818431214,0.470546358984471,0.737691678989009,0.287871842020354,1.09638479457314,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.1","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.1",16,"Astro.1","NPTXR","GAD1",0.0245218129044273,1.74754742722435,3.76245573157731,0.0987551505066859,0.951113319740143,2.61421889796872,0.363526263619746,0.932300896565196,0.303004143131549,1.06147439106565,0.575853114301391,-0.570181182208912,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.1","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.1",16,"Astro.1","NPTXR","NPTXR",0.0178245159322355,1.20698965116002,4.15833855277672,0.128697241878944,0.563563995234707,2.3648905163895,0.273051616769166,1.13065187720808,0.775772340396346,-0.289303281915701,0.00439005007748378,3.27213557643999,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"Astro.1","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.1",16,"Astro.1","NPTXR","SLC17A7",0.0388135145867074,1.46900118063394,3.29668384223825,0.335225472729787,0.487019919792225,1.5008013206381,0.456187160896456,0.761567571331819,0.598956152077989,0.535699462435328,0.695583022491849,0.397853480945706,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.1","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.1",16,"Astro.1","PLPPR4","ENC1",0.0237872721454464,1.60975046336347,3.81467953642508,0.761173221161569,0.262318733445107,0.770601560089226,0.19856913229704,1.33486818431214,0.248657691599476,1.19532048762057,0.849374416300109,-0.192885627987874,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","ABCA8","MBP",0.0297820775481512,-0.685728785216289,-3.54580610117468,0.719437996608449,-0.230157989659974,-1.18468535164781,0.831550562889477,0.215698760720206,0.721088371362064,0.362662186128204,0.297379558138944,1.07321190335418,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","CABLES1",0.0123603372434196,2.1938976661019,4.62551225920503,0.776542357261782,0.954004622977663,1.99182136821204,0.116704331453398,1.64460920131555,0.214055211419578,1.28845605560726,0.80574999784097,0.249599223908805,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","CPNE4",0.034974331643835,1.87379194366352,3.3868758097133,0.982151550285954,-0.0908658047907611,-0.177518418023552,0.568108574478702,0.5810719847597,0.651970001366416,0.458730191991746,0.996517532507211,0.00442623261100112,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","GAD1",0.0245218129044273,1.74754742722435,3.76245573157731,0.890024494151514,0.572752344322253,1.16152022956302,0.784217514293794,-0.277782800622278,0.796399242199262,-0.261900985639832,0.952750198083671,-0.0600926852517118,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","GPM6A",0.00317124333553664,1.67504930526928,5.93327367973053,0.763880573513706,0.666679995375923,2.13648557927023,0.910234050043913,0.114274994335063,0.71410200953299,0.372239025471029,0.644832243538164,-0.468886731248704,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","IGFBP5",0.0166348925642164,2.01610070445314,4.23255886981611,0.992855567489629,0.0507426811975366,0.0879565057032854,0.822774345437902,-0.227136850869417,0.985880783875627,0.0179465457501526,0.591207904877356,-0.546927824966647,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","KCNJ3",0.0248286055946825,1.58082843292001,3.75149176023082,0.865233565353545,0.538172957204846,1.40592814544979,0.693135187851271,-0.400745438046077,0.912387389257867,-0.111599769335597,0.640873305668723,-0.474541790406957,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","NRXN1",0.0397601219216163,1.15281371274073,3.2736819718726,0.992204568183931,-0.0463290353052484,-0.101232265719232,0.7076394991721,-0.38078672217025,0.938530439079966,-0.0782119526190786,0.560144573008944,-0.59373819309119,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","NTRK3",0.0197677442069503,1.28198922919565,4.03453355024234,0.894377711837164,0.395299081080413,1.0674709362545,0.154452444292714,1.48386847978448,0.209267681342345,1.30265033179642,0.969944924697113,-0.0382098273359334,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","SORCS1",0.0358465902635509,1.43619458263972,3.36238356445178,0.865258109992612,-0.562232383110935,-1.40035917053818,0.611737770650874,0.516212267469011,0.580433078562439,0.563018975822618,0.805364599159984,-0.250105452630374,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","SPHKAP",0.045693076469028,1.6432573810358,3.15304463477663,0.954968060072516,0.219881817024691,0.406771006247961,0.713700816764456,-0.37249323347956,0.383139339038525,-0.894174281880232,0.195298053748137,1.34558575856026,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","FZD8","TESPA1",0.0171351894850484,2.00785931790179,4.18721806694599,0.932137554140068,0.432858908954942,0.736930892299032,0.0725777472757817,1.90245325889907,0.0993443834174086,1.73858213209429,0.856961673846375,-0.182871917148084,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","NETO1","ENC1",0.0237872721454464,1.60975046336347,3.81467953642508,0.637423610309742,0.558613670803098,1.58448139396989,0.0437071486039506,2.16258294521245,0.043984563477562,2.16806362288707,0.874334764964995,0.160452037863709,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","NETO1","GPM6A",0.00317124333553664,1.67504930526928,5.93327367973053,0.332532456189878,0.993524220966205,3.91508800561824,0.910234050043913,0.114274994335063,0.930330505774187,0.0886767217035225,0.339786061434952,0.980945835317818,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","NETO1","MGST1",0.0271207409512907,1.4412353645802,3.63183848488069,0.775302484164239,0.370371854184177,0.994807919696175,0.578736878931681,-0.565047861242705,0.576655977232852,-0.568731149951767,0.882613609087639,-0.149794581956167,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","NETO1","NRG3",0.0267823386998635,1.62581984095938,3.65423787548636,0.718587340063882,0.459202897849622,1.20815681563326,0.886805482671782,0.144296259968283,0.962021136145663,0.0482932481913424,0.460205939501504,0.754884736392689,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","NETO1","NRXN1",0.0397601219216163,1.15281371274073,3.2736819718726,0.742544036130608,0.392443762576957,1.11961960997912,0.7076394991721,-0.38078672217025,0.78032795794418,-0.28315768736258,0.577263914911876,-0.56781612984893,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","NETO1","SORBS1",0.0117141291621737,1.36789623918405,4.7263825907876,0.472956304383227,0.778526052055732,2.88423553932369,0.760038359977048,0.309920030388805,0.621203223517524,0.50290974053196,0.728083802428233,-0.353213110076287,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","ST18","NAP1L3",0.0297820775481512,1.04524917682756,3.54562574656175,0.235774017897859,0.620527131641925,2.00845547555511,0.222253850746378,-1.26245730238902,0.0834569786355888,-1.83443368783043,0.165147897059595,-1.44782669358417,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","SV2B","CABLES1",0.0123603372434196,2.1938976661019,4.62551225920503,0.137437548492185,1.54185528133634,3.6877512289163,0.116704331453398,1.64460920131555,0.09655692387022,1.75648046927134,0.469200905248632,0.739912716628318,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","SV2B","ENC1",0.0237872721454464,1.60975046336347,3.81467953642508,0.22907489483435,0.844388074993708,2.80123819866981,0.0437071486039506,2.16258294521245,0.0390564916679993,2.23131660529241,0.515876941162782,0.663200023794312,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","SV2B","ERBB3",0.0429496783192334,-0.601162928909309,-3.19543806445031,0.353800328992195,-0.341805871919873,-2.03377705289329,0.360023861171435,-0.938282919115784,0.53000400245778,-0.640773007143137,0.12207311447534,1.62514236975391,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","SV2B","GPC6",0.0360091052009481,1.88548183107336,3.35843347356619,0.248856193513046,1.11039775137648,2.60086719356122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Astro.2","Xenium_cell_type_anno","Xenium_Oligo.3_Astro","nn_Astro.2",16,"Astro.2","SV2B","IGFBP5",0.0166348925642164,2.01610070445314,4.23255886981611,0.248856193513046,1.22256298492605,2.59397338993595,0.822774345437902,-0.227136850869417,0.968176244584111,-0.0404726217872105,0.175662813337568,1.41161544119183,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
