Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to11,Feature log2 fold change topic 2to11
ENSG00000228794,LINC01128,4,-2.2724,20,2.27242
ENSG00000188976,NOC2L,20,-1.1297,44,1.12973
ENSG00000188290,HES4,29,-1.0880,63,1.08801
ENSG00000187608,ISG15,76,0.72867,46,-0.7286
ENSG00000188157,AGRN,27,0.51463,19,-0.5146
ENSG00000078808,SDF4,65,0.09229,60,-0.0922
ENSG00000176022,B3GALT6,18,-0.7695,32,0.76958
ENSG00000160087,UBE2J2,22,-0.7185,36,0.71857
ENSG00000131584,ACAP3,57,-0.0513,60,0.05137
ENSG00000169972,PUSL1,10,-0.0104,10,0.01046
ENSG00000127054,INTS11,41,-0.1588,46,0.15883
ENSG00000224051,CPTP,16,-0.9440,31,0.94400
ENSG00000107404,DVL1,59,0.07320,56,-0.0732
ENSG00000175756,AURKAIP1,145,-0.1582,161,0.15825
ENSG00000221978,CCNL2,60,0.43618,44,-0.4361
ENSG00000224870,MRPL20-AS1,15,0.46347,11,-0.4634
ENSG00000242485,MRPL20,180,-0.1034,193,0.10346
ENSG00000235098,ANKRD65,33,0.72006,20,-0.7200
ENSG00000179403,VWA1,229,3.14339,25,-3.1433
ENSG00000197785,ATAD3A,10,-0.5171,14,0.51717
ENSG00000205090,TMEM240,12,-1.6560,39,1.65604
ENSG00000160075,SSU72,90,-0.6191,139,0.61919
ENSG00000228594,FNDC10,5,-2.5781,32,2.57819
ENSG00000272106,AL691432.2,22,0.23260,19,-0.2326
ENSG00000197530,MIB2,20,-0.6733,32,0.67335
ENSG00000248333,CDK11B,18,1.21190,8,-1.2119
ENSG00000189339,SLC35E2B,16,-0.0466,16,0.04665
ENSG00000215790,SLC35E2A,19,-0.3755,25,0.37551
ENSG00000008130,NADK,12,-0.9102,23,0.91025
ENSG00000078369,GNB1,216,-1.0496,448,1.04967
ENSG00000187730,GABRD,6,-4.4696,150,4.46963
ENSG00000067606,PRKCZ,99,-0.8625,180,0.86257
ENSG00000162585,FAAP20,66,0.67290,41,-0.6729
ENSG00000157933,SKI,43,0.47661,31,-0.4766
ENSG00000157916,RER1,78,0.45016,57,-0.4501
ENSG00000157911,PEX10,45,0.78471,26,-0.7847
ENSG00000149527,PLCH2,9,-1.0471,18,1.04714
ENSG00000157881,PANK4,7,-1.1782,16,1.17829
ENSG00000197921,HES5,4,-2.1755,21,2.17550
ENSG00000272449,AL139246.5,0,-7.5210,9,7.52107
ENSG00000157873,TNFRSF14,2,-1.6494,8,1.64946
ENSG00000157870,PRXL2B,21,-1.4140,57,1.41406
ENSG00000177133,PRDM16-DT,4,-1.9747,19,1.97476
ENSG00000158109,TPRG1L,41,-2.0033,164,2.00335
ENSG00000116213,WRAP73,23,0.81267,13,-0.8126
ENSG00000130764,LRRC47,48,-0.8691,87,0.86911
ENSG00000116198,CEP104,41,1.47369,15,-1.4736
ENSG00000198912,C1orf174,10,-0.1446,12,0.14460
ENSG00000196581,AJAP1,18,-1.3288,46,1.32888
ENSG00000131697,NPHP4,5,-1.0312,10,1.03124
ENSG00000069424,KCNAB2,20,-3.1105,180,3.11058
ENSG00000116254,CHD5,15,-2.9553,116,2.95534
ENSG00000116251,RPL22,1122,1.34655,441,-1.3465
ENSG00000116237,ICMT,22,-0.6517,35,0.65174
ENSG00000158292,GPR153,1,-2.5891,10,2.58917
ENSG00000097021,ACOT7,70,-2.0725,295,2.07253
ENSG00000215788,TNFRSF25,1,-3.2009,14,3.20097
ENSG00000171680,PLEKHG5,1,-4.5962,25,4.59624
ENSG00000162408,NOL9,20,-0.4705,28,0.47051
ENSG00000162413,KLHL21,36,0.36482,28,-0.3648
ENSG00000116273,PHF13,14,-0.2974,17,0.29742
ENSG00000041988,THAP3,27,0.33412,21,-0.3341
ENSG00000007923,DNAJC11,13,-1.1256,28,1.12564
ENSG00000171735,CAMTA1,88,-1.0870,187,1.08700
ENSG00000049245,VAMP3,158,2.99054,19,-2.9905
ENSG00000049246,PER3,24,0.16413,21,-0.1641
ENSG00000116288,PARK7,284,-0.4792,397,0.47926
ENSG00000116285,ERRFI1,16,-0.1920,18,0.19202
ENSG00000162426,SLC45A1,14,-0.9532,28,0.95323
ENSG00000142599,RERE,77,-0.3738,99,0.37380
