Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to10,Feature log2 fold change topic 3to10
ENSG00000228794,LINC01128,4,-2.3118,12,-0.6997,22,1.41131
ENSG00000188976,NOC2L,19,-1.1951,46,0.18880,43,0.40640
ENSG00000188290,HES4,35,-0.8129,24,-1.4067,67,1.17469
ENSG00000187608,ISG15,74,0.68244,36,-0.4966,48,-0.2102
ENSG00000188157,AGRN,26,0.48429,24,0.35409,18,-0.4825
ENSG00000078808,SDF4,64,0.05024,118,1.09461,54,-0.7427
ENSG00000176022,B3GALT6,19,-0.7143,25,-0.2664,32,0.52542
ENSG00000160087,UBE2J2,22,-0.6705,34,0.03826,35,0.31160
ENSG00000131584,ACAP3,59,0.04432,44,-0.4351,59,0.20001
ENSG00000169972,PUSL1,10,-0.0846,7,-0.4883,11,0.30570
ENSG00000127054,INTS11,43,-0.0543,42,-0.0831,44,0.07708
ENSG00000224051,CPTP,15,-0.9733,11,-1.4341,33,1.28487
ENSG00000107404,DVL1,59,0.09648,57,0.05568,55,-0.0860
ENSG00000175756,AURKAIP1,146,-0.1377,131,-0.3157,165,0.25023
ENSG00000221978,CCNL2,58,0.42734,42,-0.1076,43,-0.2031
ENSG00000224870,MRPL20-AS1,15,0.48756,17,0.69644,10,-0.6897
ENSG00000242485,MRPL20,176,-0.1638,205,0.07573,196,0.04495
ENSG00000235098,ANKRD65,32,0.61746,16,-0.4889,21,-0.1656
ENSG00000179403,VWA1,217,2.95541,95,1.20966,19,-3.0043
ENSG00000197785,ATAD3A,9,-0.5922,17,0.40484,13,0.02828
ENSG00000205090,TMEM240,14,-1.5181,18,-1.0972,43,1.39669
ENSG00000160075,SSU72,90,-0.6333,115,-0.2578,143,0.48145
ENSG00000228594,FNDC10,6,-2.3529,25,-0.2288,32,1.04765
ENSG00000272106,AL691432.2,21,0.23940,16,-0.2053,18,-0.0345
ENSG00000197530,MIB2,19,-0.7526,25,-0.3569,33,0.59869
ENSG00000189339,SLC35E2B,17,0.12585,15,-0.0729,16,-0.0328
ENSG00000215790,SLC35E2A,20,-0.3126,17,-0.5683,26,0.48196
ENSG00000008130,NADK,12,-0.9897,28,0.39344,23,0.18423
ENSG00000078369,GNB1,226,-0.9349,432,0.07637,433,0.39453
ENSG00000187730,GABRD,9,-3.9251,23,-2.6146,160,3.28072
ENSG00000067606,PRKCZ,98,-0.8486,142,-0.2862,182,0.59956
ENSG00000162585,FAAP20,67,0.66998,53,0.27021,41,-0.5532
ENSG00000157933,SKI,43,0.38962,40,0.26710,32,-0.3763
ENSG00000157916,RER1,75,0.40717,57,-0.0430,57,-0.2220
ENSG00000157911,PEX10,46,0.81561,31,0.17951,25,-0.6039
ENSG00000149527,PLCH2,9,-0.9926,2,-3.0010,20,1.80947
ENSG00000157881,PANK4,9,-0.7668,13,-0.1327,15,0.46533
ENSG00000197921,HES5,5,-1.8910,2,-3.0384,23,2.49628
ENSG00000272449,AL139246.5,0,-7.4451,1,-3.2123,10,4.30578
ENSG00000157873,TNFRSF14,2,-1.4841,1,-2.7665,9,2.12331
ENSG00000157870,PRXL2B,23,-1.2689,30,-0.8588,58,1.14123
ENSG00000177133,PRDM16-DT,5,-1.7879,36,1.13997,17,-0.2393
ENSG00000158109,TPRG1L,42,-1.9205,150,0.02793,161,0.73906
ENSG00000116213,WRAP73,21,0.68383,30,1.30133,11,-1.2100
ENSG00000130764,LRRC47,48,-0.7741,79,0.00153,83,0.38053
ENSG00000116198,CEP104,39,1.43092,31,0.99307,12,-1.4845
ENSG00000198912,C1orf174,10,-0.2157,17,0.57270,12,-0.2497
ENSG00000196581,AJAP1,18,-1.3251,26,-0.7283,47,1.08671
ENSG00000131697,NPHP4,4,-1.1074,16,0.84280,9,-0.1334
ENSG00000069424,KCNAB2,24,-2.8654,138,-0.2605,184,1.17154
ENSG00000116254,CHD5,14,-3.0269,72,-0.5921,121,1.48299
ENSG00000116251,RPL22,1110,1.27237,689,0.44431,431,-1.0618
ENSG00000116237,ICMT,25,-0.4616,25,-0.4086,35,0.48114
ENSG00000158292,GPR153,2,-2.3859,0,-4.9094,12,3.31532
ENSG00000097021,ACOT7,70,-2.0250,215,-0.3317,296,1.05051
ENSG00000215788,TNFRSF25,1,-2.8744,11,-0.2610,14,1.17352
ENSG00000171680,PLEKHG5,1,-3.9248,4,-2.3409,27,3.07961
ENSG00000162408,NOL9,20,-0.4403,24,-0.1363,28,0.31332
