Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,MajorAxisLength,MinorAxisLength,Eccentricity,Circularity,Perimeter,WeightedCentroid_1,WeightedCentroid_2,MeanIntensity
112,1523.70535714286,1678.27678571429,1516.5,1672.5,14,12,16.0567925730717,9.08388668463913,0.824587237003335,0.838175582272788,37.836,1523.84426772697,1678.73006406008,40.4196428571429
33,1531.42424242424,6828.45454545455,1528.5,6824.5,6,8,7.78968893464976,5.59616593810557,0.695623165948312,0.944330264153779,17.814,1531.55090206186,6828.7712628866,47.030303030303
122,1776.80327868852,23645.6147540984,1770.5,23639.5,13,12,14.0105946173519,11.1839619232984,0.602325820433734,0.95257672543678,36.976,1776.98794002608,23645.7068122555,50.2950819672131
80,2857.6125,17590.8,2851.5,17582.5,11,16,17.2790202125201,8.65214581257095,0.865602790412439,0.452098885161643,44.014,2857.64971949509,17590.7571294998,106.95
2,3205.5,11930,3204.5,11929.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,3205.5,11930,124
3,3219.33333333333,8116,3218.5,8114.5,2,3,3.85412939307993,1.42638547044137,0.928994796803029,0.63065695456019,4.59,3219.32492997199,8115.98039215686,119
11,3221.18181818182,8982.18181818182,3219.5,8978.5,3,7,7.33634066712549,2.44310033046048,0.942922066049714,0.483318624176259,13.77,3221.1893129771,8982.15038167939,119.090909090909
20,3222.15,8163.35,3220.5,8159.5,4,9,9.64226913992039,4.0216057116537,0.908869392689665,0.418581790479374,21.362,3222.1641025641,8163.28162393162,117
1,3222,8987,3221.5,8986.5,1,1,1.15470053837925,1.15470053837925,0,1,0,3222,8987,122
1,3224,8171,3223.5,8170.5,1,1,1.15470053837925,1.15470053837925,0,1,0,3224,8171,122
131,3233.96946564886,8183.82442748092,3224.5,8172.5,20,26,35.5680850567744,9.35644941238688,0.96478017345317,0.220744638097087,83.215,3233.97989850392,8183.74335991564,115.824427480916
3,3225.66666666667,8982.33333333333,3224.5,8981.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,3225.65934065934,8982.34065934066,121.333333333333
3,3226.33333333333,8156.33333333333,3225.5,8155.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,3226.32970027248,8156.33242506812,122.333333333333
5,3231.4,8167.8,3229.5,8166.5,4,3,5.06666531505862,1.61107704714845,0.948098823586001,0.585230347576251,7.22,3231.40194489465,8167.80064829822,123.4
6,3230.83333333333,14727.3333333333,3229.5,14725.5,3,4,5.13427779183015,1.84850462106469,0.932939930660627,0.6656811125024,7.501,3230.84065934066,14727.3255494506,121.333333333333
4,3234.5,8166.5,3233.5,8165.5,2,2,2.3094010767585,2.3094010767585,0,1,3.556,3234.49281314168,8166.49486652977,121.75
1,3235,8907,3234.5,8906.5,1,1,1.15470053837925,1.15470053837925,0,1,0,3235,8907,124
2,3238,8179.5,3237.5,8178.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,3238,8179.48962655602,120.5
13,3245.69230769231,8163.23076923077,3242.5,8160.5,6,6,7.56995813661698,2.86815372704756,0.925443213758031,0.501717270860951,14.903,3245.7278185457,8163.2808539026,115.307692307692
190,3267.11578947368,8210.56842105263,3246.5,8199.5,40,20,50.07437984982,8.64669358699761,0.984978504525226,0.177320341537234,112.897,3267.34754867464,8210.61510673235,112.184210526316
1,3249,9039,3248.5,9038.5,1,1,1.15470053837925,1.15470053837925,0,1,0,3249,9039,120
1,3251,8196,3250.5,8195.5,1,1,1.15470053837925,1.15470053837925,0,1,0,3251,8196,119
2,3251.5,9040,3250.5,9039.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,3251.50847457627,9040,118
2,3266.5,15945.5,3265.5,15944.5,2,2,3.05505046330389,1.15470053837925,0.925820099772551,0.709057779224152,2.812,3266.51046025105,15945.489539749,119.5
1,3269,18182,3268.5,18181.5,1,1,1.15470053837925,1.15470053837925,0,1,0,3269,18182,124
8,3270.75,8207.25,3269.5,8205.5,3,4,4.05665366514705,2.86534949137373,0.70787943661486,0.857979135486048,7.683,3270.76439232409,8207.25586353945,117.25
11,3273.36363636364,18184.1818181818,3270.5,18181.5,6,5,8.32148853500353,2.53204083017268,0.952583470689629,0.411610544409348,15.184,3273.35809806835,18184.176077266,122.363636363636
2,3273.5,14683,3272.5,14682.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,3273.49799196787,14683,124.5
