Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,MajorAxisLength,MinorAxisLength,Eccentricity,Circularity,Perimeter,WeightedCentroid_1,WeightedCentroid_2,MeanIntensity
5,1476.4,6014.6,1475.5,6012.5,2,4,4.49262203211671,1.72134074000651,0.923686818283977,0.694793968955112,6.368,1476.40322580645,6014.6,124
220,1517.51363636364,11691.5636363636,1475.5,11682.5,83,30,93.5954426566847,9.64182240261649,0.994679705398316,0.0800714298962775,182.672,1516.90695461503,11691.7754747425,109.868181818182
65,1486.01538461538,12946.4307692308,1475.5,12937.5,24,18,30.0341910906243,3.88028810126632,0.991619116985765,0.197409992208923,61.183,1486.11247334755,12946.3861940299,115.446153846154
1177,1551.52336448598,19601.7799490229,1475.5,19574.5,177,99,218.597344209635,65.8767430919475,0.953510077634594,0.0421090739346012,589.518,1551.5305971325,19602.3030486844,107.85046728972
1,1477,5578,1476.5,5577.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1477,5578,126
1,1477,8872,1476.5,8871.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1477,8872,123
2,1477,19676.5,1476.5,19675.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1477,19676.5059760956,125.5
35,1478.51428571429,19688.0285714286,1476.5,19681.5,5,13,13.9504995268881,3.81420880401627,0.961897533501155,0.438412829095052,28.532,1478.56544117647,19687.8850490196,116.571428571429
173,1503.12716763006,5880.07514450867,1477.5,5865.5,48,37,64.7261062802139,8.58780959966384,0.991159030292682,0.0873746703483333,154.596,1503.16268400887,5880.10566646501,114.658959537572
5,1478.8,8879.2,1477.5,8877.5,2,4,4.88188997858735,1.77589890017284,0.931487698837005,0.609333219001905,7.013,1478.80897009967,8879.20598006644,120.4
6,1479,11855.5,1477.5,11853.5,3,4,4.98523289968147,1.7741062358082,0.934534598063838,0.702276417091501,7.22,1479.0123119015,11855.5157318741,121.833333333333
60,1480.46666666667,15921.8666666667,1477.5,15910.5,7,26,26.9617265248621,3.78986550900202,0.990071502804317,0.234945716639811,53.508,1480.50619217082,15921.8446975089,117.083333333333
21,1481.09523809524,19702.1904761905,1478.5,19699.5,6,6,6.71369230540258,5.74959606431223,0.516315405390844,0.395880424738224,22.677,1481.18832236842,19702.2216282895,115.809523809524
32,1483.1875,5060.25,1479.5,5053.5,10,12,14.0170415214474,3.82448867859291,0.962057823728404,0.360239626329835,30.269,1483.17442845047,5060.34208298052,110.71875
5,1480.4,8826.8,1479.5,8825.5,2,3,3.3065591380366,2.12916258968951,0.765092055676006,0.95680770565741,4.962,1480.4159733777,8826.78868552413,120.2
2,1480,8892.5,1479.5,8891.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1480,8892.48333333333,120
7,1482.14285714286,8896.85714285714,1480.5,8894.5,3,5,5.90917039764135,1.91487316165971,0.94603957909968,0.579394288598645,9.18,1482.16033254157,8896.86460807601,120.285714285714
53,1493.47169811321,6033.2641509434,1481.5,6022.5,21,19,27.206189581218,3.13265348276497,0.993348708260083,0.19614261326131,55.13,1493.40809610005,6033.1625802205,114.660377358491
1,1482,19674,1481.5,19673.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1482,19674,126
7,1482.42857142857,19679.7142857143,1481.5,19677.5,2,4,4.31282648363321,2.22803805452514,0.856222400720973,0.868563960642361,6.922,1482.42922899885,19679.7272727273,124.142857142857
5,1484.2,5492.2,1482.5,5490.5,3,3,4.16333199893227,1.80369990112916,0.901281139438573,0.783413778480016,5.814,1484.20063694268,5492.20382165605,125.6
4,1483.5,5589.5,1482.5,5588.5,2,2,2.3094010767585,2.3094010767585,0,1,3.556,1483.5,5589.49390243902,123
25,1484.52,14650.96,1482.5,14644.5,5,12,13.0766020349631,4.24701611556447,0.94578966233936,0.273925531017952,30.724,1484.54481132075,14650.9204851752,118.72
3,1483.33333333333,14723,1482.5,14721.5,2,3,3.85412939307993,1.42638547044137,0.928994796803029,0.63065695456019,4.59,1483.34059945504,14723.0027247956,122.333333333333
3,1483.66666666667,19715,1482.5,19713.5,2,3,3.85412939307993,1.42638547044137,0.928994796803029,0.63065695456019,4.59,1483.65840220386,19715.0303030303,121
1,1483,22925,1482.5,22924.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1483,22925,124
24,1487.79166666667,8806.54166666667,1483.5,8799.5,8,14,16.8656632272941,2.7374894242617,0.986739585281895,0.254083981994701,31.311,1487.79212099894,8806.57052409427,118.458333333333
10,1485.4,15900.9,1483.5,15897.5,3,6,6.65425171030262,2.29512545247559,0.938635347147064,0.585223334933983,11.512,1485.41954507161,15900.8930075821,118.7
4,1484.25,15905.75,1483.5,15904.5,2,3,3.65148371670111,1.82574185835055,0.866025403784439,0.748540176585029,5.053,1484.25619834711,15905.7561983471,121
7,1485,19720,1483.5,19718.5,3,3,3.87912606750787,2.42997158517582,0.779483762953957,1,6.186,1485.0357615894,19719.9748344371,107.857142857143
20,1488.55,8905.65,1484.5,8900.5,8,9,11.6030980474377,4.77857534922433,0.911257909124947,0.302575699016425,25.679,1488.56819135543,8905.61309274024,119.15
2,1485.5,19655,1484.5,19654.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1485.50819672131,19655,122
2,1485.5,19673,1484.5,19672.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1485.50200803213,19673,124.5
1,1485,19705,1484.5,19704.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1485,19705,126
1,1486,14722,1485.5,14721.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1486,14722,125
6,1486.83333333333,19666,1485.5,19664.5,3,3,4,2.21108319357027,0.833333333333333,0.866606557577131,6.186,1486.83377659574,19666,125.333333333333
5,1488,14640,1486.5,14637.5,3,5,6.72306372997693,1.50568281830383,0.974598833755848,0.413853063284746,9.18,1488.0262295082,14639.9672131148,122
28,1490,15892.2142857143,1486.5,15884.5,8,14,15.3400565621099,6.02734793874298,0.919574526747168,0.22763458285874,36.174,1490.01760143198,15892.2690930788,119.714285714286
9,1487.33333333333,16754.7777777778,1486.5,16750.5,2,8,9.3581690055999,1.78608649325695,0.981617551240021,0.341376476828163,15.06,1487.3293135436,16754.7170686456,119.777777777778
32,1494.1875,11281.21875,1487.5,11275.5,16,11,18.9475927674666,3.13484768129419,0.986218458733613,0.222633394148226,39.358,1494.25554953979,11281.2030319437,115.4375
8,1489.25,16764.5,1487.5,16761.5,3,6,6.91831440295585,2.40906465013296,0.937414492750079,0.428132950417602,12.182,1489.26042726348,16764.514750763,122.875
4,1488.5,19649.5,1487.5,19648.5,2,2,2.3094010767585,2.3094010767585,0,1,3.556,1488.50321199143,19649.4903640257,116.75
2,1488.5,19658,1487.5,19657.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1488.50597609562,19658,125.5
1,1488,19677,1487.5,19676.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1488,19677,128
1,1489,17952,1488.5,17951.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1489,17952,124
3,1489.66666666667,19663.3333333333,1488.5,19662.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,1489.66577540107,19663.3395721925,124.666666666667
2,1489.5,19701,1488.5,19700.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1489.51037344398,19701,120.5
1,1490,19666,1489.5,19665.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1490,19666,127
1,1490,21003,1489.5,21002.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1490,21003,122
3,1491,22918.6666666667,1489.5,22917.5,3,2,3.85412939307993,1.42638547044137,0.928994796803029,0.63065695456019,4.59,1491.01907356948,22918.6566757493,122.333333333333
2,1491.5,5894,1490.5,5893.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1491.5,5894,125
2,1491,14739.5,1490.5,14738.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1491,14739.493877551,122.5
16,1492.1875,16774.8125,1490.5,16770.5,4,8,7.95822425754221,3.19504825211347,0.915868871331308,0.558686335237868,15.829,1492.21780604134,16774.8076311606,117.9375
7,1491.71428571429,17949.1428571429,1490.5,17946.5,2,5,5.12568472263781,2.11557449498836,0.910848940185039,0.668670118517764,8.328,1491.71645274212,17949.1586931155,122.428571428571
2,1491.5,18889.5,1490.5,18888.5,2,2,3.05505046330389,1.15470053837925,0.925820099772551,0.709057779224152,2.812,1491.51428571429,18889.5142857143,122.5
9,1491.66666666667,19651.6666666667,1490.5,19649.5,3,4,4.84830067916119,2.75773306096807,0.822473071247957,0.794296672123456,8.791,1491.65727699531,19651.6319248826,118.333333333333
13,1492.92307692308,19689.7692307692,1490.5,19687.5,4,5,6.04901755760056,3.07197005194857,0.861447807978754,0.780046616340938,11.33,1492.94523195876,19689.8234536082,119.384615384615
1,1491,22199,1490.5,22198.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1491,22199,118
1,1492,19647,1491.5,19646.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1492,19647,123
2,1492,22196.5,1491.5,22195.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1492,22196.5,124
20,1492.7,22207.75,1491.5,22200.5,3,14,16.1460044022581,2.08163601739797,0.991654247381775,0.264563365691727,27.68,1492.71398572029,22207.7303653927,119.05
1,1493,16728,1492.5,16727.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1493,16728,122
12,1495.83333333333,17940.8333333333,1492.5,17935.5,7,10,12.8012102200313,1.80003555900379,0.990064425743918,0.241591321537262,21.842,1495.85192982456,17940.8203508772,118.75
14,1494.71428571429,19639,1492.5,19636.5,4,6,6.61207868053967,3.19568276139364,0.875449363469527,0.644438544086687,13.381,1494.71160609613,19639.0164126612,121.857142857143
2,1493,22193.5,1492.5,22192.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1493,22193.5060728745,123.5
1,1494,14745,1493.5,14744.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1494,14745,124
1,1494,16780,1493.5,16779.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1494,16780,114
1,1494,18889,1493.5,18888.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1494,18889,125
1,1494,19660,1493.5,19659.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1494,19660,126
3,1494.33333333333,19665.3333333333,1493.5,19664.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,1494.33152173913,19665.3369565217,122.666666666667
3,1494.33333333333,19673.6666666667,1493.5,19672.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,1494.34054054054,19673.6810810811,123.333333333333
1,1494,19681,1493.5,19680.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1494,19681,115
13,1495.23076923077,22221.0769230769,1493.5,22216.5,4,10,11.2846149106987,2.19975586902523,0.980816348696288,0.30621028979603,19.956,1495.24774774775,22221.0823680824,119.538461538462
1157,1543.65946413137,22905.5488331893,1493.5,22888.5,121,38,84.4917595721506,39.1919284749594,0.885911114230617,0.137620792441842,321.893,1546.78801155033,22904.1687742706,69.4416594641314
2,1495,16755.5,1494.5,16754.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1495,16755.512195122,123
1,1495,16782,1494.5,16781.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1495,16782,123
4,1496.25,19648.25,1494.5,19647.5,3,2,3.65148371670111,1.82574185835055,0.866025403784439,0.748540176585029,5.053,1496.26016260163,19648.256097561,123
1,1496,14748,1495.5,14747.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1496,14748,123
1,1496,16773,1495.5,16772.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1496,16773,125
6,1497,19644.5,1495.5,19642.5,3,4,4.98523289968147,1.7741062358082,0.934534598063838,0.702276417091501,7.22,1497.01214574899,19644.5182186235,123.5
5,1497.2,22200.4,1495.5,22199.5,3,2,3.3065591380366,2.12916258968951,0.765092055676006,0.95680770565741,4.962,1497.19286871961,22200.4003241491,123.4
1,1497,14624,1496.5,14623.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1497,14624,124
1,1497,16784,1496.5,16783.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1497,16784,126
6,1498,19666.6666666667,1496.5,19664.5,3,5,6.34620810995282,1.8114077897383,0.958399108277819,0.461304110522393,9.643,1498.00134952767,19666.6585695007,123.5
2,1497,22203.5,1496.5,22202.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1497,22203.503968254,126
3,1498,16787,1497.5,16785.5,1,3,3.46410161513775,1.15470053837925,0.942809041582063,0.756006962533367,3.92,1498,16787.0026666667,125
1,1498,18065,1497.5,18064.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1498,18065,123
1,1498,19628,1497.5,19627.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1498,19628,126
15,1500.2,19676.0666666667,1497.5,19673.5,5,5,5.94378380850076,3.96152196258287,0.745506526139905,0.765148418842594,12.554,1500.18562168533,19676.0494991161,113.133333333333
15,1500.33333333333,19681.4666666667,1497.5,19679.5,5,4,5.27676895745313,3.78947935923967,0.695894647535026,0.936052172984956,11.049,1500.3308183401,19681.4526987812,114.866666666667
10,1499.3,19701.9,1497.5,19698.5,4,6,7.12589171900025,2.16525607625296,0.952717472677658,0.535166188022002,12.182,1499.33611342786,19701.8390325271,119.9
2,1498,22228.5,1497.5,22227.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1498,22228.487704918,122
174,1525.44252873563,5031.16091954023,1498.5,5022.5,49,21,58.631600029492,6.5095358047727,0.993817685357843,0.153087257996217,116.37,1525.50224404668,5031.21453086224,108.844827586207
8,1500,5884.75,1498.5,5882.5,3,4,4.26009462802185,2.7419446433081,0.76533286778399,0.887574816669867,7.501,1499.99897435897,5884.7558974359,121.875
2,1499.5,16778,1498.5,16777.5,2,1,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1499.49392712551,16778,123.5
3,1499.66666666667,16793,1498.5,16791.5,2,3,3.85412939307993,1.42638547044137,0.928994796803029,0.63065695456019,4.59,1499.67597765363,16793.0139664804,119.333333333333
1,1499,22231,1498.5,22230.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1499,22231,120
452,1560.4092920354,12100.5973451327,1499.5,12092.5,117,29,125.280608102531,20.2803902549153,0.986810495980096,0.0729898690975034,275.819,1560.54428103269,12100.7411278075,110.716814159292
1,1500,18068,1499.5,18067.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1500,18068,116
5,1500.8,19631.4,1499.5,19630.5,3,2,3.3065591380366,2.12916258968951,0.765092055676006,0.95680770565741,4.962,1500.77873070326,19631.4168096055,116.6
6,1500.66666666667,19708.5,1499.5,19706.5,2,4,4,2.21108319357027,0.833333333333333,0.833752762746134,6.368,1500.66711772666,19708.5033829499,123.166666666667
2,1500,22233.5,1499.5,22232.5,1,2,2.3094010767585,1.15470053837925,0.866025403784439,0.965669028126265,1.96,1500,22233.496031746,126
4,1501.5,14619.5,1500.5,14618.5,2,2,2.3094010767585,2.3094010767585,0,1,3.556,1501.49691991786,14619.4907597536,121.75
1,1501,16796,1500.5,16795.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1501,16796,121
4,1502.5,18761.5,1500.5,18759.5,4,4,6.42910050732864,1.15470053837925,0.983738753675929,0.375001776235512,8.436,1502.4837398374,18761.5162601626,123
8,1502.25,19657.625,1500.5,19654.5,4,5,6.64146991421334,2.30381076594101,0.937908534208982,0.499227825591977,11.049,1502.2600619195,19657.6212590299,121.125
14,1503.35714285714,19667.7857142857,1500.5,19662.5,5,10,12.9848265769714,3.09372744666972,0.971202112058478,0.254703281450468,23.14,1503.3487544484,19667.756227758,120.428571428571
3,1501.33333333333,22219.6666666667,1500.5,22218.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,1501.34059945504,22219.6621253406,122.333333333333
1,1501,22237,1500.5,22236.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1501,22237,126
1,1502,12292,1501.5,12291.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1502,12292,125
4,1502.5,19642.5,1501.5,19641.5,2,2,2.3094010767585,2.3094010767585,0,1,3.556,1502.51041666667,19642.5145833333,120
4,1503,19651,1501.5,19649.5,3,3,3.65148371670111,2.3094010767585,0.774596669241483,0.626731022784013,5.814,1502.98666666667,19650.9622222222,112.5
3,1502.33333333333,22239.6666666667,1501.5,22238.5,2,2,2.58198889747161,1.76383420737639,0.730296743340221,0.969873184255889,3.093,1502.34054054054,22239.6648648649,123.333333333333
77,1516.97402597403,16815.5844155844,1502.5,16798.5,30,34,48.5232841999713,3.60108480820211,0.997242372810136,0.103949083379064,93.339,1517.07267922035,16815.6824138311,117.935064935065
1,1503,19711,1502.5,19710.5,1,1,1.15470053837925,1.15470053837925,0,1,0,1503,19711,127
48,1508.22916666667,22249.4583333333,1502.5,22241.5,12,18,19.3500492342862,4.12805915757976,0.976978923038179,0.246864968981282,46.289,1508.25165562914,22249.441094458,119.541666666667
10,1506.5,22915.5,1502.5,22913.5,8,4,8.80428822753874,1.88445628049298,0.976825234255857,0.359757778055036,15.548,1506.50954356846,22915.4979253112,120.5
3,1505,5627.33333333333,1503.5,5626.5,3,2,3.85412939307993,1.42638547044137,0.928994796803029,0.63065695456019,4.59,1504.99459459459,5627.32432432432,123.333333333333
