Area,Centroid_1,Centroid_2,BoundingBox_1,BoundingBox_2,BoundingBox_3,BoundingBox_4,MajorAxisLength,MinorAxisLength,Eccentricity,Circularity,Perimeter,WeightedCentroid_1,WeightedCentroid_2,MeanIntensity
66,132.484848484848,26561.3484848485,127.5,26557.5,10,9,10.427351488032,8.3841098386278,0.594561960830177,0.855978251875678,27.986,132.628656210259,26561.6841882153,35.7424242424242
97,475.422680412371,26756.7525773196,467.5,26749.5,16,14,21.4479513299596,7.65288183061683,0.934176294401135,0.530896353839282,44.775,475.854093309859,26756.7255721831,46.8453608247423
43,1602.83720930233,18906.1395348837,1598.5,18901.5,9,10,11.5757515454654,5.17849698601485,0.894355323058187,0.650537752885314,25.679,1602.6403964134,18906.3709296838,49.2790697674419
57,1608.01754385965,18894.1578947368,1603.5,18889.5,8,10,10.0268136456424,8.03323569722347,0.598429691827193,0.819928509204045,26.415,1608.04213727194,18894.3336229366,40.3859649122807
12,1643.66666666667,15190.0833333333,1641.5,15187.5,4,5,5.47381539306266,3.48546354934051,0.771068569732818,0.682839837679869,11.719,1643.83888888889,15190.0814814815,45
216,1837.87962962963,16136.7037037037,1830.5,16115.5,16,38,35.2650481220603,13.5891802009727,0.922772930640231,0.267033115738931,97.679,1838.10315646949,16137.0114242193,54.7083333333333
27,2031.25925925926,14838,2028.5,14834.5,6,7,8.07779329848032,4.59142864675553,0.822751421130713,0.809916222829022,17.326,2031.33190578158,14838.0642398287,51.8888888888889
46,2699.67391304348,16539.4782608696,2695.5,16535.5,9,8,8.98715034382335,6.80263678273586,0.65349685686722,0.86716664466468,22.677,2699.73975518893,16539.4209686003,40.8478260869565
4193,2826.31719532554,8293.78010970665,2780.5,8249.5,87,87,100.595253373598,95.9416638787157,0.300634360613828,0.699723810204933,271.271,2823.77231074139,8293.05839309464,45.7274028142142
103,2862.71844660194,15607.0097087379,2855.5,15602.5,14,10,14.7901823584115,9.13154813492674,0.786644623634519,0.876016188103224,35.297,2862.73751705321,15606.9036834925,35.5825242718447
555,3027.07387387387,22516.3621621622,3012.5,22499.5,29,34,36.3205469292375,26.5251450819278,0.683119221005681,0.736955904870145,94.14,3027.46219423589,22516.870525551,37.1981981981982
1014,3102.29487179487,22510.4516765286,3079.5,22494.5,51,38,45.9211707068985,37.419037832104,0.579666608980499,0.522991174119701,152.949,3103.5418051964,22510.0210318926,40.0443786982249
213,3122.47417840376,22201.6901408451,3111.5,22195.5,22,12,22.7396766653856,12.134947365239,0.845707681982622,0.841408184519478,53.26,3122.70230008342,22201.5636992015,39.3943661971831
351,3136.96581196581,22384.9800569801,3118.5,22379.5,39,12,40.6012432352643,11.4256431788599,0.959587284170637,0.579867419237538,84.074,3137.5021691974,22385.0585005423,42.02849002849
87,3131.68965517241,20949.2528735632,3125.5,20944.5,12,10,13.5031015605218,8.42675210312355,0.781376037252307,0.856968298756445,32.576,3131.63808503037,20949.2572347267,64.3448275862069
233,3133.32618025751,22536.1673819743,3126.5,22525.5,14,22,22.9563245362703,13.1917064839338,0.818403725187117,0.832284810476768,56.171,3133.46815542653,22535.9401518535,48.0472103004292
87,3134.6091954023,22072.8045977011,3130.5,22066.5,8,13,13.7591735311612,8.15359759740142,0.805501629461975,0.895096240440773,31.807,3134.67817896389,22072.8207744636,43.9310344827586
88,3142.125,22441.4318181818,3135.5,22437.5,13,8,13.4758769001593,8.41088748427475,0.781309342294068,0.9201214736233,31.526,3142.12671321438,22441.4326351177,43.9431818181818
125,3152.12,22189.12,3145.5,22182.5,14,14,14.8795221028908,10.9196011216642,0.67929239185242,0.885424535395841,38.978,3152.23496966354,22189.184041184,43.512
41,3150.58536585366,22586.8292682927,3146.5,22583.5,8,7,7.84739991061131,6.80849862513914,0.497241744496511,0.973395007753763,19.865,3150.74004576659,22586.8219679634,53.2926829268293
105,3154.17142857143,22336.7142857143,3148.5,22330.5,12,13,14.2531732535433,9.4870469065563,0.74630024189785,0.892236828463192,35.314,3154.31604885365,22336.852367688,44.447619047619
226,3160.64601769911,22242.6592920354,3149.5,22234.5,21,15,22.3898675575001,13.2000641692533,0.807728046101057,0.860666928758619,54.302,3161.14218718819,22242.3821592496,44.3451327433628
79,3154.6582278481,20983.0632911392,3150.5,20976.5,9,12,11.3552949905745,9.36427535728192,0.565626467207695,0.807419733053597,31.923,3154.69510638298,20982.944893617,59.4936708860759
73,3157.27397260274,21815.1917808219,3152.5,21810.5,10,9,10.3799648744594,9.05897614466731,0.488191229971954,0.993698133952927,27.242,3157.23275208491,21815.1118271418,36.1369863013699
77,3162.22077922078,21582.2207792208,3158.5,21575.5,8,13,13.6427182452837,7.37290567311158,0.841390323725253,0.844937661977281,30.699,3162.33033465275,21582.239654552,36.0909090909091
226,3174.53982300885,21635.889380531,3161.5,21628.5,24,16,27.7624272032602,11.4108026081973,0.911628116724676,0.654856537789093,62.713,3174.90289668113,21635.9519174387,37.7300884955752
347,3172.24783861671,22391.7435158501,3162.5,22380.5,20,22,24.0840593744621,18.8756379842772,0.621089195500919,0.912903702511939,65.971,3171.96168442563,22391.2747774048,39.4870317002882
311,3176.59163987138,21338.463022508,3169.5,21321.5,16,36,41.4570546433773,10.8478170052702,0.965159040303964,0.469424226222589,88.102,3176.41085039605,21338.7590793603,43.0289389067524
121,3175.76033057851,21935.3801652893,3170.5,21928.5,11,14,14.2957627298208,10.855561748866,0.650676326712512,0.962536661128324,36.604,3175.78500110939,21935.282449523,37.2479338842975
45,3176.8,21970.5555555556,3173.5,21965.5,7,10,10.2362746700061,5.81534066526044,0.822951908904785,0.795995963729242,23.512,3176.76059957173,21970.5284796574,51.8888888888889
103,3178.23300970874,22064.3689320388,3173.5,22057.5,9,14,14.303132500209,9.26481051477388,0.761855552661615,0.925514060918489,34.255,3178.31042471042,22064.2733590734,37.7184466019417
93,3179.09677419355,21181.9032258065,3174.5,21175.5,9,13,13.4881158701249,8.8795445415915,0.752735067684549,0.925893960197748,32.386,3179.13791267306,21181.934771033,40.3870967741936
92,3182.9347826087,20994.4891304348,3177.5,20988.5,11,12,12.2961947786057,9.69582451348032,0.615006088885278,0.909577732727259,32.51,3183.25680473373,20994.3021696252,27.554347826087
163,3187.00613496933,22162.736196319,3179.5,22155.5,15,14,15.3564959056002,13.6183949567663,0.462121606501516,0.986819683680138,42.418,3187.37783463193,22162.8677753227,52.7546012269939
434,3193.8801843318,20106.3801843318,3181.5,20095.5,27,23,26.9829130743198,21.41644801276,0.60830407219758,0.880215655969734,75.573,3194.6475971189,20106.3052898807,39.0276497695853
198,3188.26767676768,22504.0202020202,3181.5,22494.5,14,18,18.3086969776134,13.9480379377831,0.647781932822206,0.930139459352255,48.579,3188.20393953275,22504.1209344938,55.1262626262626
118,3188.94915254237,20858.6694915254,3183.5,20852.5,12,13,12.8509032501341,11.9292951366532,0.371870630614858,0.974426397572614,35.868,3188.94989863886,20858.6550825369,58.5254237288136
68,3188.52941176471,21733.3676470588,3183.5,21728.5,10,9,10.9354817231203,8.02713194898645,0.679101199423448,0.960338038051508,26.688,3188.56192155134,21733.3349493169,33.3676470588235
163,3192.84662576687,22483.4417177914,3183.5,22476.5,18,13,19.5110918873895,11.1842288433394,0.819398612854184,0.792863430142767,47.686,3192.9037270851,22483.5264052446,50.5337423312883
33,3190.42424242424,20740.6666666667,3184.5,20736.5,11,8,12.6472684865267,5.34801244497595,0.906195447950113,0.347688220716778,31.394,3190.39494680851,20740.6715425532,68.3636363636364
90,3189.34444444444,21479.1888888889,3184.5,21473.5,10,11,11.4458867507156,10.1209511311159,0.467026130352581,0.977051740099943,30.881,3189.11463250169,21479.2926500337,32.9555555555556
87,3190.88505747126,21235.2528735632,3185.5,21229.5,10,11,11.5070320022787,9.83354121883619,0.519339531534297,0.94910850579149,30.798,3191.17920568292,21235.2370035518,35.5977011494253
29,3188.10344827586,21547.8275862069,3185.5,21544.5,5,7,7.19677477520855,5.24095695676228,0.68532548221595,0.984091660483462,16.102,3188.16294227188,21547.8687150838,37.0344827586207
11,3190.09090909091,20751.1818181818,3186.5,20749.5,7,3,7.74158151001873,2.1491579539587,0.960693203901611,0.548318927603551,12.736,3190.07652399481,20751.1738002594,70.0909090909091
