Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to12,Feature log2 fold change topic 2to12
ENSG00000228794,LINC01128,15,-0.9776,30,0.97763
ENSG00000188976,NOC2L,6,-3.1759,58,3.17598
ENSG00000188290,HES4,677,3.51560,59,-3.5156
ENSG00000187608,ISG15,438,3.14552,49,-3.1455
ENSG00000188157,AGRN,194,2.67454,30,-2.6745
ENSG00000078808,SDF4,43,-0.9482,83,0.94826
ENSG00000176022,B3GALT6,0,-6.7466,42,6.74663
ENSG00000160087,UBE2J2,18,-1.5954,55,1.59540
ENSG00000162572,SCNN1D,37,1.35097,14,-1.3509
ENSG00000131584,ACAP3,54,-1.1341,119,1.13413
ENSG00000127054,INTS11,45,-0.4728,62,0.47286
ENSG00000224051,CPTP,45,0.23379,39,-0.2337
ENSG00000107404,DVL1,1,-5.7014,71,5.70147
ENSG00000175756,AURKAIP1,61,-0.8650,112,0.86509
ENSG00000221978,CCNL2,98,0.93820,51,-0.9382
ENSG00000242485,MRPL20,134,0.02483,131,-0.0248
ENSG00000235098,ANKRD65,0,-5.8360,22,5.83608
ENSG00000179403,VWA1,139,1.48559,49,-1.4855
ENSG00000160072,ATAD3B,0,-5.3254,15,5.32544
ENSG00000197785,ATAD3A,11,-0.6330,17,0.63309
ENSG00000205090,TMEM240,3,-4.4729,69,4.47292
ENSG00000160075,SSU72,53,-1.5217,153,1.52177
ENSG00000228594,FNDC10,0,-6.8020,43,6.80200
ENSG00000272106,AL691432.2,13,-1.8373,47,1.83730
ENSG00000197530,MIB2,0,-5.4026,37,5.40265
ENSG00000189339,SLC35E2B,9,-2.1665,42,2.16656
ENSG00000215790,SLC35E2A,24,-0.0874,25,0.08743
ENSG00000008130,NADK,32,0.03533,31,-0.0353
ENSG00000078369,GNB1,314,-0.2195,366,0.21952
ENSG00000187730,GABRD,0,-8.2786,122,8.27860
ENSG00000067606,PRKCZ,38,-2.1944,174,2.19446
ENSG00000162585,FAAP20,124,1.18607,54,-1.1860
ENSG00000157933,SKI,93,0.80796,53,-0.8079
ENSG00000157916,RER1,96,0.48581,68,-0.4858
ENSG00000157911,PEX10,0,-5.9827,24,5.98273
ENSG00000149527,PLCH2,0,-6.2745,30,6.27451
ENSG00000157881,PANK4,0,-5.7198,20,5.71980
ENSG00000197921,HES5,0,-6.0103,25,6.01032
ENSG00000157870,PRXL2B,14,-2.5770,85,2.57705
ENSG00000177133,PRDM16-DT,0,-5.9290,23,5.92904
ENSG00000158109,TPRG1L,63,-1.2500,151,1.25006
ENSG00000130764,LRRC47,31,-0.9991,63,0.99914
ENSG00000116198,CEP104,26,0.55676,17,-0.5567
ENSG00000196581,AJAP1,0,-6.8637,45,6.86377
ENSG00000069424,KCNAB2,56,-2.1575,250,2.15759
ENSG00000116254,CHD5,3,-6.0898,222,6.08982
ENSG00000116251,RPL22,1418,1.89571,381,-1.8957
ENSG00000116237,ICMT,28,-0.4130,38,0.41302
ENSG00000158292,GPR153,22,0.64847,14,-0.6484
ENSG00000097021,ACOT7,14,-3.2100,136,3.21001
ENSG00000215788,TNFRSF25,57,0.92556,30,-0.9255
ENSG00000171680,PLEKHG5,0,-6.8827,46,6.88278
ENSG00000162408,NOL9,0,-6.6240,38,6.62400
ENSG00000162413,KLHL21,32,-0.0551,34,0.05512
ENSG00000116273,PHF13,0,-5.8510,22,5.85107
ENSG00000041988,THAP3,0,-5.3615,16,5.36151
ENSG00000007923,DNAJC11,0,-6.3355,35,6.33557
ENSG00000171735,CAMTA1,150,-0.4100,199,0.41006
ENSG00000049245,VAMP3,101,1.52320,35,-1.5232
ENSG00000049246,PER3,28,-0.0219,29,0.02193
ENSG00000116288,PARK7,387,1.09239,181,-1.0923
ENSG00000116285,ERRFI1,0,-5.7733,21,5.77332
ENSG00000162426,SLC45A1,1,-4.7955,30,4.79559
ENSG00000142599,RERE,61,-1.1362,135,1.13628
ENSG00000074800,ENO1,219,-1.1869,500,1.18690
ENSG00000171612,SLC25A33,0,-5.8766,30,5.87665
ENSG00000188807,TMEM201,0,-5.4912,17,5.49127
ENSG00000171608,PIK3CD,25,0.75449,14,-0.7544
ENSG00000171603,CLSTN1,228,-1.3458,581,1.34582
ENSG00000178585,CTNNBIP1,33,0.02649,33,-0.0264
ENSG00000162441,LZIC,0,-6.2898,30,6.28988
ENSG00000130939,UBE4B,61,0.39608,46,-0.3960
