"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","ONTOLOGY"
"Astro.1_NPTXR","GO:0098793","presynapse","8/20","88/954",0.0909090909090909,4.33636363636364,4.80445111914328,0.000191992231090691,0.0270709045837875,0.0208159997919381,"CALM3/CNR1/DNM1/GAD1/SLC17A7/SNAP25/SYT4/YWHAH",8,"CC"
"Astro.1_NPTXR","GO:0150034","distal axon","5/20","35/954",0.142857142857143,6.81428571428571,5.12578806738873,0.000517367370096628,0.0364743995918123,0.028046757431554,"CALM3/CNR1/GAD1/OLFM1/SNAP25",5,"CC"
"Astro.1_NPTXR","GO:0045202","synapse","11/20","206/954",0.0533980582524272,2.54708737864078,3.66763124932231,0.00098032661695185,0.0367919059666838,0.0282909019378009,"CALM3/CNR1/DNM1/GAD1/NPTXR/OLFM1/OLFM2/SLC17A7/SNAP25/SYT4/YWHAH",11,"CC"
"Astro.1_NPTXR","GO:0030424","axon","7/20","90/954",0.0777777777777778,3.71,3.95113332366791,0.00147524266743968,0.0367919059666838,0.0282909019378009,"CALM3/CNR1/GAD1/OLFM1/SLC17A7/SNAP25/SYT4",7,"CC"
"Astro.1_NPTXR","GO:0030426","growth cone","4/20","26/954",0.153846153846154,7.33846153846154,4.79274756596986,0.00156561301985888,0.0367919059666838,0.0282909019378009,"CALM3/CNR1/OLFM1/SNAP25",4,"CC"
"Astro.1_NPTXR","GO:0030427","site of polarized growth","4/20","26/954",0.153846153846154,7.33846153846154,4.79274756596986,0.00156561301985888,0.0367919059666838,0.0282909019378009,"CALM3/CNR1/OLFM1/SNAP25",4,"CC"
"Astro.1_NPTXR","GO:0008021","synaptic vesicle","4/20","28/954",0.142857142857143,6.81428571428571,4.56728278115662,0.00208646423639037,0.0420273510472918,0.0323166641125126,"CALM3/SLC17A7/SNAP25/SYT4",4,"CC"
"Astro.1_NPTXR","GO:0030054","cell junction","12/20","273/954",0.043956043956044,2.0967032967033,3.13678625711953,0.00303674199372933,0.0482165928658022,0.0370758422185713,"ARHGAP31/CALM3/CNR1/DNM1/GAD1/NPTXR/OLFM1/OLFM2/SLC17A7/SNAP25/SYT4/YWHAH",12,"CC"
"Astro.1_NPTXR","GO:0070382","exocytic vesicle","4/20","31/954",0.129032258064516,6.15483870967742,4.2675939186431,0.00307765486377461,0.0482165928658022,0.0370758422185713,"CALM3/SLC17A7/SNAP25/SYT4",4,"CC"
"Astro.2_FZD8","GO:0045202","synapse","47/104","206/954",0.228155339805825,2.09288648244959,6.19314891381238,8.45295335357868e-09,1.70749657742289e-06,1.40585961038466e-06,"GAD1/OLFM2/ABLIM1/ABTB3/ADCY8/ATCAY/ATP1A2/ATP2B2/CACNA1B/CACNA1E/CACNB4/CBLN2/CDH10/CPNE4/DGKB/DPYSL3/EPHA4/FARP1/GABRB3/GNB5/GPM6A/GRIK1/GRIP1/GRM5/GRM7/HCN1/HOMER1/KCND3/KCNJ3/KCNN2/KCNQ3/KCTD16/LRFN5/MYH10/NCAN/NRXN1/NTRK3/NXPH1/PCLO/PDZRN3/PLCB1/PTPRN2/RAB3C/RAPGEF4/RIMBP2/SLC4A10/TENM4",47,"CC"
"Astro.2_FZD8","GO:0045211","postsynaptic membrane","16/104","42/954",0.380952380952381,3.49450549450549,5.78049923461236,1.97500679009465e-06,0.00019947568579956,0.000164237406755239,"ATP2B2/CDH10/DGKB/EPHA4/FARP1/GABRB3/GNB5/GRIK1/GRIP1/GRM5/GRM7/HCN1/KCND3/KCTD16/LRFN5/NTRK3",16,"CC"
"Astro.2_FZD8","GO:0098794","postsynapse","26/104","100/954",0.26,2.385,5.11769612601629,4.74730991137308e-06,0.000319652200699121,0.00026318419859542,"ABLIM1/ADCY8/ATP1A2/ATP2B2/CDH10/DGKB/EPHA4/FARP1/GABRB3/GNB5/GPM6A/GRIK1/GRIP1/GRM5/GRM7/HCN1/HOMER1/KCND3/KCNN2/KCTD16/LRFN5/MYH10/NTRK3/PCLO/PLCB1/SLC4A10",26,"CC"
"Astro.2_FZD8","GO:0098982","GABA-ergic synapse","11/104","23/954",0.478260869565217,4.3871237458194,5.7487549715313,6.85740729132267e-06,0.000346299068211795,0.000285123776849732,"GAD1/ATP2B2/CDH10/GABRB3/KCND3/LRFN5/NRXN1/NXPH1/PCLO/PLCB1/SLC4A10",11,"CC"
"Astro.2_FZD8","GO:0097060","synaptic membrane","20/104","68/954",0.294117647058824,2.69796380090498,5.07948497174991,1.00064815757629e-05,0.00040426185566082,0.000332847176625376,"ADCY8/ATP2B2/CDH10/DGKB/EPHA4/FARP1/GABRB3/GNB5/GPM6A/GRIK1/GRIP1/GRM5/GRM7/HCN1/KCND3/KCNJ3/KCTD16/LRFN5/NRXN1/NTRK3",20,"CC"
"Astro.2_FZD8","GO:0030425","dendrite","21/104","77/954",0.272727272727273,2.50174825174825,4.80503281623703,2.16562661251215e-05,0.000624937965324936,0.000514539856807399,"ADCY8/ATCAY/ATP1A2/ATP2B2/CHL1/EPHA4/FARP1/GABRB3/GNB5/GPM6A/GRIP1/GRM5/GRM7/HCN1/HOMER1/KCND3/KCNN2/LUZP1/MYH10/RIN3/SLC4A10",21,"CC"
"Astro.2_FZD8","GO:0097447","dendritic tree","21/104","77/954",0.272727272727273,2.50174825174825,4.80503281623703,2.16562661251215e-05,0.000624937965324936,0.000514539856807399,"ADCY8/ATCAY/ATP1A2/ATP2B2/CHL1/EPHA4/FARP1/GABRB3/GNB5/GPM6A/GRIP1/GRM5/GRM7/HCN1/HOMER1/KCND3/KCNN2/LUZP1/MYH10/RIN3/SLC4A10",21,"CC"
