Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to10,Feature log2 fold change topic 2to10
ENSG00000228794,LINC01128,17,-0.0785,18,0.07857
ENSG00000188976,NOC2L,13,-1.5164,37,1.51643
ENSG00000188290,HES4,246,1.91310,65,-1.9131
ENSG00000187608,ISG15,188,1.08828,88,-1.0882
ENSG00000188157,AGRN,17,0.11859,16,-0.1185
ENSG00000078808,SDF4,78,0.39944,59,-0.3994
ENSG00000176022,B3GALT6,51,0.63540,33,-0.6354
ENSG00000160087,UBE2J2,30,-0.3929,40,0.39296
ENSG00000131584,ACAP3,64,0.18342,56,-0.1834
ENSG00000127054,INTS11,36,-0.3448,46,0.34487
ENSG00000224051,CPTP,34,0.21498,29,-0.2149
ENSG00000107404,DVL1,48,-0.0679,51,0.06790
ENSG00000175756,AURKAIP1,139,-0.4124,185,0.41242
ENSG00000221978,CCNL2,57,0.55176,39,-0.5517
ENSG00000242485,MRPL20,171,-0.2874,208,0.28747
ENSG00000235098,ANKRD65,19,-0.1963,22,0.19631
ENSG00000179403,VWA1,52,1.27453,21,-1.2745
ENSG00000197785,ATAD3A,8,-0.8521,15,0.85219
ENSG00000205090,TMEM240,31,-0.3081,38,0.30815
ENSG00000160075,SSU72,155,-0.0370,159,0.03700
ENSG00000228594,FNDC10,23,-0.2758,28,0.27586
ENSG00000272106,AL691432.2,19,-0.3857,26,0.38573
ENSG00000197530,MIB2,11,-1.3362,28,1.33627
ENSG00000248333,CDK11B,24,0.88984,13,-0.8898
ENSG00000189339,SLC35E2B,21,0.33002,16,-0.3300
ENSG00000008128,CDK11A,14,0.50887,10,-0.5088
ENSG00000215790,SLC35E2A,18,-0.1729,21,0.17295
ENSG00000008130,NADK,28,0.24894,23,-0.2489
ENSG00000078369,GNB1,326,-0.3790,424,0.37903
ENSG00000187730,GABRD,51,-1.4011,136,1.40114
ENSG00000067606,PRKCZ,156,-0.3009,192,0.30098
ENSG00000162585,FAAP20,52,0.37202,40,-0.3720
ENSG00000157933,SKI,32,-0.0096,32,0.00969
ENSG00000157916,RER1,72,0.31716,58,-0.3171
ENSG00000157911,PEX10,14,-0.5735,22,0.57352
ENSG00000149527,PLCH2,12,-0.1297,13,0.12979
ENSG00000157881,PANK4,9,-0.8620,17,0.86201
ENSG00000197921,HES5,2,-2.6432,16,2.64322
ENSG00000157870,PRXL2B,64,-0.1753,72,0.17539
ENSG00000177133,PRDM16-DT,7,-1.0291,15,1.02915
ENSG00000158109,TPRG1L,142,-0.2337,167,0.23373
ENSG00000130764,LRRC47,69,-0.0356,71,0.03560
ENSG00000116198,CEP104,12,-0.0042,12,0.00427
ENSG00000198912,C1orf174,16,0.58837,10,-0.5883
ENSG00000196581,AJAP1,20,-1.2549,49,1.25499
