Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000127554,GFER,27,0.83784,22,0.54921,13,-0.3014,11,-0.6189,12,-0.4362,21,0.43026,13,-0.3752,12,-0.3570,18,0.20108
ENSG00000127561,SYNGR3,27,-2.5456,12,-3.6807,6,-4.6064,333,1.57945,134,-0.1530,114,-0.4058,140,-0.0921,186,0.35977,175,0.29987
ENSG00000167962,ZNF598,27,1.12866,8,-0.7910,13,-0.0374,19,0.64980,7,-0.9613,10,-0.4406,13,0.01613,5,-1.5228,12,-0.0944
ENSG00000065054,SLC9A3R2,29,-0.6989,66,0.57447,47,0.02563,41,-0.2024,84,0.99014,74,0.75929,38,-0.3116,32,-0.5481,30,-0.6749
ENSG00000065057,NTHL1,27,-0.1095,12,-1.2748,35,0.28301,36,0.40419,25,-0.1989,46,0.73303,27,-0.1152,11,-1.4109,32,0.16945
ENSG00000103197,TSC2,27,-0.8977,47,-0.0469,45,-0.1304,54,0.19859,32,-0.6319,52,0.10490,58,0.32855,48,-0.0146,53,0.14863
ENSG00000008710,PKD1,27,-1.5375,55,-0.4603,33,-1.2254,121,0.87445,64,-0.2427,64,-0.2512,76,0.03481,103,0.51412,78,0.08167
ENSG00000167964,RAB26,27,-0.8571,9,-2.4040,4,-3.4506,101,1.46941,62,0.42212,75,0.74127,38,-0.3634,30,-0.6830,40,-0.2729
ENSG00000260260,SNHG19,27,-0.0925,57,1.10742,33,0.21205,15,-1.0123,28,-0.0467,15,-0.9543,41,0.63056,32,0.17890,20,-0.5977
ENSG00000131653,TRAF7,27,0.33490,10,-1.0996,10,-1.0996,22,0.00033,4,-2.4244,18,-0.2482,19,-0.2554,36,0.81662,37,0.95772
ENSG00000167971,CASKIN1,27,-1.6348,45,-0.8608,9,-3.2349,96,0.32301,54,-0.6049,122,0.69173,118,0.71015,94,0.26264,88,0.18166
ENSG00000167965,MLST8,27,-1.0298,44,-0.2903,46,-0.2221,75,0.62961,44,-0.2817,30,-0.8759,67,0.41003,70,0.44614,45,-0.2655
ENSG00000184207,PGP,27,-1.7568,32,-1.4986,23,-1.9576,154,1.07312,114,0.44722,82,-0.0870,82,-0.0788,82,-0.0816,102,0.28704
ENSG00000167967,E4F1,27,0.70002,30,0.87018,11,-0.6094,21,0.31886,8,-1.1213,2,-3.0761,18,0.07170,8,-1.0391,21,0.37635
ENSG00000167969,ECI1,304,2.66372,80,0.22906,83,0.29123,33,-1.2123,16,-2.1291,68,-0.0274,46,-0.6606,34,-1.0887,42,-0.7991
ENSG00000205937,RNPS1,27,-2.1883,60,-0.9930,102,-0.1948,163,0.61705,65,-0.8770,77,-0.6218,143,0.37423,133,0.21820,156,0.52932
ENSG00000167972,ABCA3,27,-1.6984,54,-0.6564,51,-0.7380,139,0.94925,29,-1.5823,64,-0.3909,55,-0.6956,131,0.73112,126,0.75708
ENSG00000162065,TBC1D24,27,-0.7058,19,-1.1792,11,-1.9560,70,0.89175,15,-1.5969,42,-0.0257,47,0.17739,53,0.35032,55,0.45873
ENSG00000185883,ATP6V0C,28,-4.9668,333,-1.3522,354,-1.2607,1452,1.09628,669,-0.2953,647,-0.3458,727,-0.1801,1094,0.48376,1106,0.56307
ENSG00000162066,AMDHD2,27,1.09092,0,-5.8113,11,-0.3712,18,0.47654,0,-5.6047,11,-0.3584,15,0.20016,37,1.65524,6,-1.2970
ENSG00000140992,PDPK1,27,-1.1927,21,-1.5753,25,-1.3045,85,0.64636,25,-1.2957,61,0.06448,87,0.70008,59,-0.0089,74,0.38973
ENSG00000167977,KCTD5,27,1.25922,28,1.30421,18,0.64072,11,-0.1708,6,-0.9932,9,-0.3800,7,-0.7774,2,-2.4340,10,-0.3834
ENSG00000167978,SRRM2,27,-1.7648,99,0.21383,111,0.39117,89,0.04695,131,0.66174,88,0.02668,76,-0.2320,92,0.08234,82,-0.1026
ENSG00000103363,ELOB,791,0.24500,741,0.13994,668,-0.0225,668,-0.0248,660,-0.0425,557,-0.3061,664,-0.0348,664,-0.0322,694,0.04128
ENSG00000162076,FLYWCH2,27,-0.0870,36,0.36446,21,-0.4852,34,0.31378,20,-0.5235,26,-0.1328,36,0.42097,24,-0.2411,23,-0.3256
ENSG00000059122,FLYWCH1,27,-0.4866,37,-0.0107,28,-0.4374,39,0.09300,33,-0.1933,26,-0.5477,43,0.27269,38,0.04232,45,0.36829
ENSG00000162073,PAQR4,27,-1.0136,70,0.46884,179,2.11528,55,0.07148,46,-0.2035,38,-0.4736,29,-0.9801,36,-0.5773,33,-0.7724
ENSG00000103145,HCFC1R1,404,0.94933,111,-1.0792,96,-1.3050,266,0.29077,242,0.11467,201,-0.1806,218,-0.0527,216,-0.0665,232,0.05451
ENSG00000085644,ZNF213,27,1.35065,15,0.35947,15,0.37001,7,-0.8283,2,-2.4462,2,-2.2702,14,0.37590,6,-0.8549,15,0.42918
ENSG00000006194,ZNF263,27,0.46307,14,-0.5393,10,-1.0253,23,0.25648,17,-0.2712,12,-0.7471,13,-0.7370,42,1.20190,23,0.25471
ENSG00000122390,NAA60,27,-0.3354,31,-0.1169,42,0.35969,41,0.36299,14,-1.2881,8,-2.0447,38,0.23134,56,0.83892,32,-0.0819
ENSG00000103351,CLUAP1,27,0.15448,42,0.86173,29,0.26300,24,-0.0515,8,-1.6191,19,-0.3503,23,-0.0897,24,-0.0131,25,0.03500
ENSG00000126602,TRAP1,355,2.36863,35,-1.4724,43,-1.1578,96,0.06959,53,-0.8416,82,-0.1812,46,-1.1477,71,-0.4000,92,-0.0027
ENSG00000005339,CREBBP,27,-0.7172,43,0.00302,45,0.06591,57,0.50195,25,-0.8176,51,0.26770,38,-0.2162,47,0.13501,44,0.04619
ENSG00000162104,ADCY9,27,1.08763,0,-5.1046,3,-2.0731,17,0.43385,4,-1.8887,25,0.94513,7,-0.9558,20,0.56671,18,0.46661
ENSG00000217930,PAM16,27,-1.2990,29,-1.1981,52,-0.2956,78,0.35532,59,-0.0984,37,-0.8379,55,-0.2258,129,1.15716,81,0.43039
ENSG00000262246,CORO7,475,4.36608,16,-1.9386,58,-0.0599,21,-1.6988,41,-0.5852,15,-2.0996,16,-2.0829,15,-2.0642,15,-2.1825
ENSG00000103423,DNAJA3,27,-0.2572,24,-0.4516,30,-0.0841,50,0.82398,12,-1.4542,23,-0.4641,21,-0.7130,52,0.78393,36,0.21590
ENSG00000153406,NMRAL1,27,-0.9534,56,0.16133,62,0.32417,69,0.55706,49,-0.0516,36,-0.5283,41,-0.3471,52,0.06777,51,0.03989
ENSG00000103415,HMOX2,27,-2.1210,83,-0.4412,121,0.14304,146,0.49073,97,-0.1995,58,-0.9985,79,-0.5662,171,0.69902,161,0.67227
ENSG00000089486,CDIP1,27,-2.3886,139,0.06522,74,-0.8892,191,0.65028,77,-0.8378,109,-0.3067,139,0.07359,143,0.11296,184,0.57986
ENSG00000153443,UBALD1,27,-0.2181,25,-0.3039,14,-1.1708,47,0.74766,23,-0.4784,26,-0.2689,35,0.23279,19,-0.7171,36,0.27288
ENSG00000102858,MGRN1,27,-0.3330,27,-0.3368,26,-0.3887,40,0.33087,26,-0.3700,51,0.66576,31,-0.1107,44,0.42358,28,-0.2624
ENSG00000168101,NUDT16L1,27,-1.0511,67,0.34218,49,-0.1479,75,0.58722,28,-0.9842,51,-0.0638,50,-0.1270,39,-0.4983,67,0.39788
ENSG00000067836,ROGDI,27,-2.2931,131,0.07488,264,1.23764,156,0.40435,141,0.19149,113,-0.1565,88,-0.5792,100,-0.3444,115,-0.1330
ENSG00000140632,GLYR1,174,1.24718,50,-0.7296,41,-1.0410,107,0.48630,48,-0.8175,73,-0.1620,58,-0.5533,68,-0.2854,96,0.28392
ENSG00000118900,UBN1,27,1.14784,14,0.15043,6,-1.0788,16,0.29969,3,-1.8982,10,-0.3487,14,0.07251,8,-0.6844,14,0.17435
ENSG00000118898,PPL,27,0.42890,0,-7.4634,0,-4.9098,32,0.79908,0,-8.2809,0,-8.0225,6,-1.8055,54,1.61440,44,1.47159
ENSG00000103184,SEC14L5,355,3.88597,29,-0.8803,90,0.91013,24,-1.2192,24,-1.1310,10,-2.3967,13,-2.1340,11,-2.3165,11,-2.4120
ENSG00000103174,NAGPA,27,0.04481,8,-1.6949,8,-1.8083,47,1.10372,8,-1.6550,17,-0.6229,25,-0.0965,46,0.91152,27,0.07122
ENSG00000033011,ALG1,27,1.07344,8,-0.7613,16,0.19792,14,0.03557,3,-2.0188,14,0.01546,10,-0.5716,14,0.07581,18,0.42620
ENSG00000153446,C16orf89,27,0.10184,46,0.98695,8,-1.6506,3,-2.9080,10,-1.4161,105,2.52041,16,-0.7649,22,-0.1848,22,-0.1890
ENSG00000118894,EEF2KMT,27,1.12285,17,0.38497,5,-1.4004,8,-0.8401,19,0.57221,3,-1.9958,11,-0.2438,25,1.03648,12,-0.1600
ENSG00000078328,RBFOX1,27,-2.2201,10,-3.6596,4,-4.7396,252,1.45242,122,0.04479,141,0.27156,133,0.19704,92,-0.3983,129,0.14350
ENSG00000183044,ABAT,27,-2.3052,47,-1.4737,44,-1.5779,122,-0.0427,115,-0.1301,102,-0.3183,153,0.34770,160,0.38127,230,1.13172
ENSG00000184857,TMEM186,27,1.45168,4,-1.5247,13,0.28334,15,0.52754,17,0.67688,2,-2.4425,3,-1.8073,18,0.77456,7,-0.6241
ENSG00000153048,CARHSP1,355,3.08838,66,-0.0210,89,0.43459,21,-1.8310,50,-0.4442,36,-0.9512,35,-1.0700,27,-1.3614,36,-1.0089
ENSG00000187555,USP7,27,-1.3577,53,-0.3300,49,-0.4553,111,0.95006,68,0.05392,46,-0.5432,62,-0.1069,86,0.42380,58,-0.2130
ENSG00000182831,C16orf72,27,-0.3433,38,0.20510,25,-0.4666,38,0.21966,11,-1.5996,35,0.06416,23,-0.6079,74,1.29751,35,0.06572
ENSG00000183454,GRIN2A,27,-2.3757,24,-2.5377,9,-3.9152,231,1.04254,123,-0.1096,81,-0.7453,99,-0.4756,272,1.18897,192,0.68292
ENSG00000166669,ATF7IP2,27,1.11757,11,-0.3283,2,-2.3344,19,0.59531,11,-0.2448,20,0.66873,14,0.11867,3,-1.9278,9,-0.5701
ENSG00000103274,NUBP1,27,1.24519,15,0.25686,13,0.03580,10,-0.3149,20,0.71595,15,0.27600,9,-0.4258,3,-1.9118,9,-0.5702
ENSG00000166676,TVP23A,27,1.08954,17,0.33524,0,-5.5801,21,0.81622,15,0.13396,17,0.35246,7,-1.1279,15,0.19171,8,-0.8469
ENSG00000182108,DEXI,27,-1.0216,61,0.24430,43,-0.3195,58,0.16110,51,-0.0553,27,-0.9899,43,-0.3565,73,0.51119,74,0.62105
ENSG00000038532,CLEC16A,27,0.89912,8,-0.9033,11,-0.4611,17,0.17535,4,-1.9253,2,-2.4977,13,-0.2010,24,0.74673,22,0.68050
ENSG00000189067,LITAF,107,0.91238,84,0.50179,270,2.67284,16,-2.0966,55,-0.1454,79,0.41936,34,-0.9438,9,-2.7575,13,-2.4039
ENSG00000184602,SNN,27,-2.6321,103,-0.6472,43,-1.9556,235,0.73251,143,-0.1441,106,-0.6129,132,-0.2911,288,0.98428,220,0.60565
ENSG00000153066,TXNDC11,27,1.17190,6,-1.1312,10,-0.4461,12,-0.0984,3,-2.0611,17,0.45844,9,-0.6186,22,0.86213,14,0.14177
ENSG00000122299,ZC3H7A,27,0.34834,42,1.06338,20,-0.1099,23,0.13422,32,0.62420,6,-1.8298,9,-1.3084,11,-1.0382,28,0.44490
ENSG00000171490,RSL1D1,536,2.95122,84,-0.3873,53,-1.0732,76,-0.5873,39,-1.5378,72,-0.6132,69,-0.7410,85,-0.3728,67,-0.7794
ENSG00000103342,GSPT1,27,-1.3162,67,0.05742,92,0.58212,70,0.14970,27,-1.3217,72,0.17236,71,0.16797,85,0.44845,60,-0.1233
ENSG00000048471,SNX29,27,0.86411,24,0.66489,36,1.38330,8,-0.9792,20,0.40217,22,0.55663,10,-0.6912,7,-1.0697,6,-1.3806
ENSG00000103381,CPPED1,27,0.66668,11,-0.6934,63,2.18577,8,-1.2101,21,0.28619,15,-0.2172,13,-0.4719,11,-0.6489,10,-0.9239
ENSG00000237515,SHISA9,27,-0.5253,3,-3.5040,5,-2.8035,65,1.00359,4,-3.3351,25,-0.6369,24,-0.7236,91,1.45473,60,0.82709
ENSG00000186260,MRTFB,27,-2.0456,17,-2.6678,7,-3.8413,252,1.73023,101,-0.0690,107,0.02268,109,0.06923,86,-0.3175,97,-0.1419
ENSG00000140694,PARN,27,0.37046,21,0.00997,28,0.42261,30,0.60242,21,0.01216,20,-0.0690,13,-0.7910,21,-0.0032,15,-0.5671
ENSG00000103429,BFAR,27,0.32541,23,0.08598,19,-0.1719,25,0.25320,13,-0.7365,9,-1.3821,19,-0.1992,39,0.92516,21,-0.0535
ENSG00000103512,NOMO1,27,-1.4720,35,-1.0941,56,-0.3860,107,0.72216,77,0.10699,56,-0.3908,60,-0.3094,83,0.22642,97,0.53922
ENSG00000183426,NPIPA1,27,0.81067,11,-0.5182,11,-0.6218,24,0.71465,8,-1.0217,3,-2.3549,21,0.44332,16,-0.0311,14,-0.2487
ENSG00000179889,PDXDC1,27,-0.7458,31,-0.5433,33,-0.4494,53,0.34598,61,0.51947,46,0.07631,33,-0.4681,77,0.91613,39,-0.1889
ENSG00000157045,NTAN1,27,-0.1743,23,-0.3867,15,-0.9989,38,0.39211,24,-0.3409,23,-0.3770,28,-0.0997,58,1.07364,29,-0.0838
ENSG00000085721,RRN3,27,0.87646,16,0.02606,26,0.83899,23,0.70343,0,-5.8941,1,-3.1686,9,-0.9304,18,0.20011,17,0.18876
ENSG00000156968,MPV17L,27,1.37481,6,-1.0450,12,0.06323,16,0.58141,13,0.14615,20,0.89742,8,-0.6278,6,-0.9005,3,-1.8462
ENSG00000166780,BMERB1,27,-3.0140,84,-1.3493,71,-1.5961,324,0.84725,150,-0.4727,158,-0.3976,203,-0.0087,372,0.97526,266,0.47174
ENSG00000166783,MARF1,27,-0.7627,29,-0.6567,40,-0.1647,46,0.06274,40,-0.1538,42,-0.0839,51,0.25163,77,0.88064,42,-0.1074
ENSG00000133393,FOPNL,27,0.17920,25,0.06348,26,0.11256,35,0.68389,7,-1.7026,19,-0.3423,18,-0.4456,27,0.17353,25,0.05611
ENSG00000103489,XYLT1,27,-0.0292,8,-1.8037,14,-0.9776,56,1.34851,19,-0.5799,19,-0.5912,28,0.06116,19,-0.5345,27,-0.0140
ENSG00000134419,RPS15A,1191,0.89740,1303,1.04921,952,0.52615,333,-1.1811,907,0.44621,565,-0.3003,554,-0.3601,659,-0.0610,436,-0.7526
ENSG00000170540,ARL6IP1,27,-3.9941,310,-0.3979,202,-1.0506,686,0.99649,288,-0.5111,581,0.59672,413,0.05254,387,-0.0544,407,0.02835
ENSG00000157106,SMG1,27,-0.2025,62,1.14319,25,-0.3226,33,0.13461,17,-0.8898,40,0.41624,22,-0.5330,43,0.53137,22,-0.5627
ENSG00000170537,TMC7,27,1.22951,13,0.01434,72,3.27621,3,-1.9190,16,0.37951,1,-2.9178,5,-1.5104,0,-6.0432,2,-2.3779
ENSG00000167186,COQ7,27,1.17930,12,-0.1515,15,0.23214,9,-0.6023,5,-1.4448,20,0.66245,10,-0.4180,12,-0.0595,13,0.05676
ENSG00000103528,SYT17,27,-0.1908,23,-0.3923,12,-1.4150,67,1.51162,14,-1.2064,12,-1.4333,30,-0.0378,21,-0.5874,32,0.08242
ENSG00000006007,GDE1,27,-1.7396,73,-0.2447,175,1.17974,117,0.56592,89,0.05684,94,0.14485,65,-0.4685,68,-0.3626,68,-0.3828
ENSG00000103540,CCP110,27,-1.2614,73,0.25643,220,2.20130,43,-0.6063,86,0.52895,70,0.19934,38,-0.7861,48,-0.3835,28,-1.3020
ENSG00000103544,VPS35L,27,-0.8388,31,-0.6328,91,1.06251,60,0.40718,40,-0.2421,26,-0.9247,39,-0.3092,65,0.49752,45,-0.1000
ENSG00000103550,KNOP1,27,0.07918,54,1.22076,51,1.11291,14,-0.9383,85,2.05459,13,-0.9868,9,-1.5698,2,-3.5982,14,-1.0130
ENSG00000174628,IQCK,27,0.12854,55,1.31430,48,1.08798,10,-1.4931,12,-1.0513,57,1.36926,13,-1.0189,13,-0.9114,19,-0.4361
ENSG00000167191,GPRC5B,1180,1.67795,867,1.12530,1220,1.73937,87,-2.5406,422,-0.0522,602,0.51587,218,-1.1338,76,-2.6119,129,-1.9486
ENSG00000066654,THUMPD1,27,-0.0989,25,-0.2096,38,0.46052,33,0.23188,28,-0.0493,45,0.70809,20,-0.5843,30,0.08478,23,-0.3977
ENSG00000102897,LYRM1,27,-0.5811,47,0.27469,30,-0.3964,48,0.37066,15,-1.4358,50,0.38030,42,0.09705,31,-0.3820,46,0.26556
ENSG00000103316,CRYM,422,1.46287,5,-5.0725,6,-4.8216,331,1.19749,313,0.94361,157,-0.1758,100,-0.9261,123,-0.5528,107,-0.8102
ENSG00000197006,METTL9,27,-1.7973,87,-0.0363,65,-0.4891,109,0.35365,36,-1.3662,95,0.10133,94,0.10384,118,0.44644,117,0.48471
ENSG00000140740,UQCRC2,27,-2.7238,174,0.06654,93,-0.9068,274,0.90551,136,-0.3154,174,0.06036,122,-0.5307,242,0.59377,184,0.17112
ENSG00000185716,MOSMO,38,-0.3561,37,-0.3716,22,-1.1844,74,0.79791,51,0.11669,86,0.96818,25,-1.0489,50,0.08410,44,-0.1268
ENSG00000058600,POLR3E,27,0.73862,7,-1.2242,15,-0.1897,25,0.68767,18,0.14580,8,-1.0989,12,-0.5025,8,-1.0244,22,0.45172
ENSG00000140743,CDR2,27,0.86342,3,-2.1644,2,-2.9681,23,0.69187,0,-4.3401,3,-2.5131,9,-0.7896,20,0.36192,34,1.45466
ENSG00000122254,HS3ST2,27,-0.0461,3,-3.2392,4,-2.7635,75,2.02755,71,1.56660,13,-1.0804,15,-0.9578,13,-1.1300,10,-1.6333
ENSG00000103404,USP31,355,4.41393,11,-2.0481,19,-1.2966,21,-1.1982,24,-0.9348,13,-1.8172,18,-1.4802,10,-2.1782,12,-2.0559
ENSG00000168434,COG7,27,0.62937,15,-0.2485,18,-0.0061,16,-0.1731,21,0.26594,18,0.03834,16,-0.2080,21,0.25829,15,-0.2686
ENSG00000103365,GGA2,27,0.53271,12,-0.6479,9,-1.1786,22,0.27144,15,-0.4068,1,-3.4654,14,-0.5438,39,1.16826,27,0.60505
ENSG00000103353,UBFD1,27,-0.4596,8,-2.1360,21,-0.8216,52,0.63007,16,-1.2119,49,0.46334,45,0.37961,48,0.45443,36,-0.0063
ENSG00000004779,NDUFAB1,27,-3.2721,188,-0.3986,142,-0.8290,328,0.53080,266,0.14151,331,0.49108,227,-0.1198,273,0.17991,293,0.32246
ENSG00000166847,DCTN5,226,1.79431,53,-0.5987,50,-0.6849,72,-0.1338,68,-0.2177,87,0.16254,60,-0.4535,68,-0.2200,62,-0.4046
ENSG00000166501,PRKCB,27,-3.7193,28,-3.6817,44,-3.0154,559,0.96583,492,0.63230,708,1.24934,564,0.98384,180,-0.9364,127,-1.5464
ENSG00000006116,CACNG3,27,-2.2644,18,-2.8277,9,-3.7688,234,1.23024,70,-0.8550,104,-0.2565,90,-0.5020,204,0.83101,192,0.82242
ENSG00000122257,RBBP6,27,-0.3405,43,0.37514,48,0.56615,30,-0.1747,43,0.40070,50,0.63402,27,-0.3331,20,-0.7927,28,-0.2882
ENSG00000090905,TNRC6A,27,-0.7271,66,0.67617,54,0.35824,55,0.43128,46,0.08727,47,0.13129,32,-0.5044,40,-0.1118,32,-0.4915
ENSG00000158865,SLC5A11,27,0.81431,32,1.10804,101,3.53345,2,-3.2739,23,0.56189,0,-6.2994,4,-2.1248,0,-6.4459,0,-7.8270
ENSG00000205629,LCMT1,27,-1.0693,17,-1.7001,47,-0.2145,89,0.90880,32,-0.7996,50,-0.1255,51,-0.1095,81,0.63132,58,0.12692
ENSG00000182601,HS3ST4,27,-0.7728,17,-1.4253,6,-2.9548,96,1.46917,89,1.12395,152,2.11471,23,-1.0706,0,-6.5113,3,-3.9289
ENSG00000169189,NSMCE1,27,-0.7957,79,0.90012,56,0.33367,47,0.06133,42,-0.1004,47,0.06363,48,0.11773,34,-0.4485,34,-0.4980
ENSG00000077235,GTF3C1,27,-0.9820,21,-1.3683,40,-0.3800,79,0.78281,29,-0.8797,59,0.22831,38,-0.4983,72,0.53760,67,0.46859
ENSG00000169181,GSG1L,27,0.26295,17,-0.3956,1,-3.6623,39,0.98869,13,-0.8641,26,0.23583,14,-0.8291,43,1.02788,19,-0.2504
ENSG00000169180,XPO6,27,-0.7999,33,-0.4871,32,-0.5154,64,0.61161,63,0.53061,31,-0.5786,43,-0.0777,66,0.60707,38,-0.2825
ENSG00000188322,SBK1,27,0.49656,10,-0.9906,2,-3.1386,19,-0.0710,15,-0.3537,3,-2.4255,23,0.26778,27,0.49042,33,0.97395
ENSG00000188603,CLN3,27,0.78502,15,-0.1088,27,0.78230,14,-0.2322,11,-0.5685,25,0.67689,15,-0.1182,12,-0.4550,10,-0.7898
ENSG00000176046,NUPR1,42,-0.4347,276,2.94966,94,0.84814,12,-2.4122,63,0.19259,53,-0.0786,27,-1.1731,17,-1.7395,22,-1.4959
ENSG00000196502,SULT1A1,27,-0.8034,27,-0.7781,5,-3.0878,51,0.20310,61,0.46108,94,1.19149,37,-0.3282,47,0.05398,53,0.28210
ENSG00000168488,ATXN2L,27,-0.3095,32,-0.0583,27,-0.3190,48,0.67949,21,-0.6470,20,-0.7691,20,-0.7762,47,0.58250,42,0.41863
ENSG00000178952,TUFM,27,-2.4853,168,0.26971,131,-0.1220,159,0.19598,153,0.11659,197,0.52181,142,-0.0014,140,-0.0216,143,0.01244
ENSG00000178188,SH2B1,30,-0.0425,31,-0.0079,38,0.34918,40,0.47779,23,-0.4218,28,-0.1359,24,-0.4354,19,-0.6950,35,0.25223
ENSG00000176953,NFATC2IP,129,2.50807,35,0.19694,25,-0.3524,24,-0.4503,40,0.37626,10,-1.6357,12,-1.5326,18,-0.8556,23,-0.4967
ENSG00000169682,SPNS1,27,0.45543,52,1.57143,20,-0.0292,15,-0.4325,11,-0.8906,17,-0.2399,13,-0.7312,19,-0.0829,19,-0.0617
ENSG00000183336,BOLA2,27,0.61446,11,-0.7260,13,-0.4802,28,0.79796,10,-0.8508,11,-0.7440,18,-0.0464,25,0.51833,14,-0.4255
ENSG00000103485,QPRT,27,0.71839,34,1.10821,17,0.03880,8,-1.2411,21,0.30910,22,0.39189,12,-0.5437,5,-1.6655,19,0.19499
ENSG00000079616,KIF22,27,-0.5952,58,0.60370,39,-0.0081,33,-0.2903,32,-0.3338,40,0.01272,44,0.19419,49,0.33491,38,-0.0914
ENSG00000103495,MAZ,27,-1.6187,35,-1.2208,52,-0.6325,98,0.39586,74,-0.0881,100,0.38398,87,0.16871,87,0.16285,99,0.40386
ENSG00000167371,PRRT2,27,-1.8392,16,-2.6073,5,-4.2791,178,1.26056,105,0.21669,152,0.82609,102,0.19779,106,0.22764,63,-0.6253
ENSG00000280789,PAGR1,27,0.08434,42,0.79678,37,0.58071,18,-0.5429,39,0.67975,30,0.27191,24,-0.1192,10,-1.3779,18,-0.5526
ENSG00000013364,MVP,27,0.45840,52,1.59365,55,1.68742,3,-2.6159,45,1.30140,18,-0.1876,6,-1.7498,14,-0.5803,5,-2.0801
ENSG00000103502,CDIPT,27,-1.6565,56,-0.5548,60,-0.4655,123,0.76528,46,-0.8708,58,-0.5045,68,-0.2790,91,0.19394,124,0.77480
ENSG00000174938,SEZ6L2,188,-0.4447,82,-1.6808,79,-1.7445,455,1.11548,252,0.00973,141,-0.8852,162,-0.7234,310,0.34190,359,0.65074
ENSG00000174939,ASPHD1,27,-1.6838,59,-0.5048,107,0.42528,89,0.14547,92,0.17920,84,0.04052,102,0.38647,71,-0.2290,81,-0.0250
ENSG00000174943,KCTD13,27,-0.3074,33,0.01132,29,-0.1785,40,0.35396,12,-1.5247,39,0.28727,31,-0.1076,36,0.14719,38,0.24107
ENSG00000149932,TMEM219,27,-2.2979,193,0.69616,226,0.96485,100,-0.3720,126,0.01888,126,0.01756,123,-0.0227,107,-0.2350,123,-0.0266
ENSG00000149930,TAOK2,27,-0.2598,21,-0.5983,19,-0.7913,40,0.39586,34,0.09577,37,0.21737,35,0.17146,25,-0.3427,34,0.13132
ENSG00000149929,HIRIP3,27,0.02698,27,0.02763,54,1.16430,22,-0.2773,19,-0.4937,21,-0.3241,35,0.52507,7,-1.9273,23,-0.2456
ENSG00000169592,INO80E,355,3.48523,23,-1.3829,47,-0.3338,35,-0.8266,16,-1.9432,22,-1.4387,35,-0.8349,32,-0.9286,32,-0.9933
ENSG00000149927,DOC2A,27,-2.0051,15,-2.8134,10,-3.3997,219,1.46209,38,-1.4973,79,-0.3931,110,0.12624,154,0.66061,123,0.32659
ENSG00000149926,TLCD3B,27,-0.2084,4,-2.8595,2,-3.8458,36,0.28450,37,0.30749,12,-1.4246,37,0.34658,48,0.70958,46,0.70966
ENSG00000149925,ALDOA,27,-1.7139,80,-0.0713,47,-0.8844,139,0.93286,76,-0.1511,46,-0.9330,64,-0.4513,102,0.30111,111,0.50184
ENSG00000149923,PPP4C,27,-0.6092,65,0.78864,45,0.18378,40,0.00076,28,-0.5393,80,1.12012,24,-0.8134,29,-0.4987,39,-0.0576
ENSG00000090238,YPEL3,27,-3.2971,147,-0.8001,239,-0.0582,370,0.72873,201,-0.3248,194,-0.3775,235,-0.0927,352,0.56067,302,0.34660
ENSG00000102882,MAPK3,398,1.60790,111,-0.4871,96,-0.7175,131,-0.2657,76,-1.0739,61,-1.4012,140,-0.1429,142,-0.1187,203,0.51120
ENSG00000102879,CORO1A,27,-1.3397,26,-1.4108,21,-1.7221,113,1.02556,32,-1.0914,13,-2.3490,62,-0.0844,118,0.95860,97,0.72785
ENSG00000169627,BOLA2B,27,0.14328,20,-0.3160,25,0.06429,15,-0.7686,43,0.91952,9,-1.5129,26,0.12336,40,0.77413,23,-0.0939
ENSG00000169217,CD2BP2,214,2.04824,34,-0.9712,53,-0.3265,52,-0.3911,35,-0.9395,56,-0.2272,51,-0.3929,58,-0.1885,62,-0.0797
ENSG00000169221,TBC1D10B,27,-0.6188,21,-0.9884,59,0.59843,44,0.17021,57,0.54066,45,0.18276,35,-0.2581,58,0.58430,29,-0.5247
ENSG00000180035,ZNF48,27,1.08223,8,-0.7995,8,-0.8477,12,-0.2084,4,-1.6992,1,-3.5912,14,0.07962,26,1.06180,19,0.53447
ENSG00000179965,ZNF771,119,1.67436,20,-1.2016,15,-1.5574,41,-0.1043,25,-0.8638,57,0.41017,42,-0.0781,31,-0.5480,47,0.10554
ENSG00000179958,DCTPP1,27,-0.4419,24,-0.6209,24,-0.6275,43,0.32522,8,-2.2788,24,-0.6096,35,-0.0502,38,0.07368,65,1.11122
ENSG00000179918,SEPHS2,355,3.03420,17,-2.0992,33,-1.1346,76,0.17679,15,-2.2583,19,-1.9022,37,-0.9982,64,-0.1131,48,-0.5897
ENSG00000169957,ZNF768,27,0.95464,23,0.69464,11,-0.4820,7,-1.0736,15,-0.0117,1,-3.5982,16,0.13176,22,0.60228,16,0.16222
ENSG00000169955,ZNF747,126,3.39596,5,-2.2069,19,-0.1393,12,-0.9079,11,-1.0002,8,-1.4778,11,-1.0539,22,0.04541,9,-1.4009
