"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","Inhib~Sp9X5","LYPD6B",11.5472910211643,4.58108873703128e-22,1.67667847775345e-19,189,1.89122218579241,"ENSG00000150556"
2,"enrichment","Inhib~Sp9X5","LYPD6",10.8467394076236,2.94234002293981e-20,5.30460329895578e-18,188,1.31672120879007,"ENSG00000187123"
3,"enrichment","Inhib~Sp9X5","THSD7B",10.7778067124667,4.4284894507159e-20,5.30460329895578e-18,340,1.58094982202286,"ENSG00000144229"
4,"enrichment","Inhib~Sp9X5","ANK1",10.7323768004771,5.79738065459648e-20,5.30460329895578e-18,14,1.30000997704381,"ENSG00000029534"
5,"enrichment","Inhib~Sp9X5","PLD5",10.4343429297824,3.38500754697853e-19,2.47782552438829e-17,257,1.49166757689357,"ENSG00000180287"
6,"enrichment","Inhib~Sp9X5","VIP",10.2094365937614,1.27748814564608e-18,7.79267768844111e-17,360,2.39229103911478,"ENSG00000146469"
7,"enrichment","Inhib~Sp9X5","BTBD11",9.6764533332519,2.92603668053578e-17,1.52989917868014e-15,30,1.38771973022634,"ENSG00000151136"
8,"enrichment","Inhib~Sp9X5","ERBB4",9.64557509169043,3.50512769992544e-17,1.60359592271589e-15,100,1.67023945698556,"ENSG00000178568"
9,"enrichment","Inhib~Sp9X5","KIT",9.14586591803315,6.41164546826915e-16,2.60740249042945e-14,164,1.50290371581158,"ENSG00000157404"
10,"enrichment","Inhib~Sp9X5","ADRA1B",8.43168037561109,3.82631701295043e-14,1.40043202673986e-12,9,1.70484888052625,"ENSG00000170214"
1,"enrichment","L1~Sp9X6","AQP4",11.6112430931906,3.0973037864747e-22,1.13361318584974e-19,20,1.71447068850822,"ENSG00000171885"
2,"enrichment","L1~Sp9X6","SOX9",11.2209008904622,3.15735641679598e-21,5.77796224273664e-19,315,1.29707517761177,"ENSG00000125398"
3,"enrichment","L1~Sp9X6","SFRP2",10.101665172593,2.39268754384085e-18,1.45953940174292e-16,295,4.02049801724771,"ENSG00000145423"
4,"enrichment","L1~Sp9X6","PAX6",9.83858458674715,1.12388006486228e-17,5.8762871962799e-16,246,1.46478484190746,"ENSG00000007372"
5,"enrichment","L1~Sp9X6","CTSH",9.59869663092282,4.57942724656363e-17,2.09508796530286e-15,84,1.47177889394715,"ENSG00000103811"
6,"enrichment","L1~Sp9X6","VCAN",9.42054661007191,1.29447510776482e-16,5.26419877157693e-15,359,1.22439081692246,"ENSG00000038427"
7,"enrichment","L1~Sp9X6","COL16A1",8.75395782348508,6.08110584120027e-15,2.2256847378793e-13,74,1.1756952918582,"ENSG00000084636"
