"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
1,"enrichment","Astro.1","IDH2",11.9123165160778,3.98958688996692e-29,1.46018880172789e-26,146,1.96402134623535,"ENSG00000182054"
2,"enrichment","Astro.1","SLC4A4",11.7513140062156,1.81390191446315e-28,3.31944050346757e-26,302,4.61076554181108,"ENSG00000080493"
3,"enrichment","Astro.1","SNTA1",11.342931767086,8.01044784334506e-27,9.77274636888097e-25,306,2.91941942511059,"ENSG00000101400"
4,"enrichment","Astro.1","WIF1",10.4627975847936,2.13213263699153e-23,1.95090136284725e-21,363,5.65950066343951,"ENSG00000156076"
5,"enrichment","Astro.1","GJA1",10.2704611401205,1.1326863420934e-22,8.29126402412367e-21,121,5.29045391205214,"ENSG00000152661"
6,"enrichment","Astro.1","FGFR3",10.081377585002,5.73615892422173e-22,3.49905694377526e-20,111,5.97292823053053,"ENSG00000068078"
7,"enrichment","Astro.1","FZD8",9.99864145071617,1.15927783153186e-21,5.80580403639237e-20,117,4.26315705283472,"ENSG00000177283"
8,"enrichment","Astro.1","MGST1",9.9879720929252,1.26902820467593e-21,5.80580403639237e-20,200,3.8427942121881,"ENSG00000008394"
9,"enrichment","Astro.1","ELOVL2",9.7359884871132,1.05467131049313e-20,4.28899666267206e-19,97,4.93929481177085,"ENSG00000197977"
10,"enrichment","Astro.1","CABLES1",9.68099348227559,1.66620547146281e-20,5.77338379133346e-19,33,3.29391714757607,"ENSG00000134508"
1,"enrichment","Astro.2","SNTA1",10.3554814870606,5.42583882658866e-23,1.98585701053145e-20,306,2.71035631215649,"ENSG00000101400"
2,"enrichment","Astro.2","IDH2",9.70268268458645,1.39126747699258e-20,2.54601948289642e-18,146,1.66075341804194,"ENSG00000182054"
3,"enrichment","Astro.2","GJA1",9.51918022922789,6.33282365850645e-20,7.72604486337787e-18,121,4.96238460200844,"ENSG00000152661"
4,"enrichment","Astro.2","FGFR3",9.47244449531416,9.28660025216004e-20,8.49723923072644e-18,111,5.66627332241199,"ENSG00000068078"
5,"enrichment","Astro.2","SLC4A4",9.35744916010973,2.36888834011838e-19,1.73402626496666e-17,302,3.8200977695084,"ENSG00000080493"
6,"enrichment","Astro.2","FZD8",9.29792846699052,3.83435283108574e-19,2.3389552269623e-17,117,4.0081011500574,"ENSG00000177283"
