"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Excit.L6_CT",0.031570443504215,-0.64001534274816,1.97599386510218,0.076549142190567,0.937740811988399,-5.10721035405916
"Astro.4",0.0437897522305368,1.02285492135585,1.92446544653107,0.0833647689616147,0.937740811988399,-4.76259246290098
"Micro.4",-0.0478180549884631,-3.38336298618384,-1.8625201908641,0.0923081954564529,0.937740811988399,-5.25083928474833
"Inhib.Chandelier",-0.022916411142296,-1.22704266621706,-1.71242801537665,0.117776462963236,0.937740811988399,-5.18111136013878
"Excit.L6b",0.0397206590278558,-0.822858986906846,1.66061608706659,0.127955642658414,0.937740811988399,-5.60884282843076
"Oligo.5",0.0301318304099936,-0.241821717017266,1.56828917093908,0.14806433873501,0.937740811988399,-5.41684059146978
"Oligo.4",0.0206298945853993,2.56228819845469,1.35962257401613,0.203986679533622,0.945251007201561,-5.57362021412002
"Excit.L5_6_NP",0.0810631472226071,-3.77016193217142,1.2819763376772,0.228939920103092,0.945251007201561,-5.73085523986114
"Inhib.Sst",-0.0185611151225284,-0.152425352414997,-1.22809169099255,0.247694540350813,0.945251007201561,-5.60280233768168
"Oligo.3",0.0184822377297526,3.17496280344032,1.22515839155666,0.248750265053042,0.945251007201561,-5.72824582785776
"Micro.5",-0.0111776611101486,1.67398730410602,-1.00192564993123,0.340142521306226,0.960880895764531,-5.93649108522102
"Vasc.PC",0.014362113268276,2.16021675506745,0.98663922144113,0.347223626018231,0.960880895764531,-5.90940114481228
"OPC.3",0.0217426247087243,-4.91040227898036,0.971305007823287,0.354435241636212,0.960880895764531,-5.94072663246828
"Excit.L2_5.1",-0.0178433293165381,0.727770417171208,-0.964901954305274,0.357478753500414,0.960880895764531,-6.04791294511264
"OPC.5",-0.0111599205460075,1.30827579108129,-0.91337681843471,0.382661615397285,0.960880895764531,-6.05104315124049
"Astro.5",0.0102448157363581,2.61461950717595,0.859553211070559,0.410283720292374,0.960880895764531,-6.07392963944038
"Astro.1",-0.0201957740728693,1.60589826664988,-0.82288893417777,0.429867769157817,0.960880895764531,-6.03920338109565
"Vasc.VLMC",0.0213805572502001,0.387392108790593,0.746218037910198,0.472812557368364,0.961589975725649,-6.36426810480817
"Excit.L5.1",-0.0174139931647154,-0.138350973319805,-0.605705113269894,0.558284923997508,0.961589975725649,-6.44676417723199
"Inhib.Pax6",-0.00884044249876172,-1.32514312250536,-0.601330641647814,0.561080496021101,0.961589975725649,-6.45068103848142
"Vasc.Endo",0.0058566737393162,2.58304725097889,0.586544560021454,0.57058746982714,0.961589975725649,-6.26225708056958
"Oligo.2",0.015893442661012,1.07424929302279,0.569571279156203,0.581609292349259,0.961589975725649,-6.36206009295267
"Excit.L2",-0.0107513607138717,1.57063917319466,-0.554332961822548,0.591601795468171,0.961589975725649,-6.2189812480211
"Inhib.Vip",-0.00502543462493944,1.09620109391316,-0.422656366468987,0.681542174950679,0.961589975725649,-6.26024491157433
"Inhib.Lamp5_Lhx6",-0.00432601563870793,0.232023010222155,-0.403201476089174,0.695335058396504,0.961589975725649,-6.29488843851867
"Excit.L2_5.2",0.0193261383545861,-0.479335782993978,0.392025401744015,0.703312028286811,0.961589975725649,-6.85703587263204
"OPC.2",-0.00374027844685597,1.26656216943654,-0.38579829292863,0.707773180687555,0.961589975725649,-6.30332786540529
"Astro.2",-0.00437977972847969,1.93672924741176,-0.335811743936863,0.74399241153532,0.961589975725649,-6.39190744086819
"Inhib.Pvalb",0.00320833942897558,0.308275319041442,0.311498532453921,0.761855856024589,0.961589975725649,-6.30227804074678
"Macro",0.00720721778786873,-0.633568768082602,0.287180205920137,0.77987116165841,0.961589975725649,-6.62090361234317
"OPC.4",0.0027606822647479,-0.208278681615275,0.249453382482112,0.808088608270255,0.961589975725649,-6.39879939962555
"Oligo.1",0.00533092981784483,1.31892669027684,0.221943931885811,0.828850406593884,0.961589975725649,-6.47944949315349
"OPC.1",0.00220846913691191,-4.33147926481858,0.117441373140802,0.908849142828087,0.961589975725649,-6.60908937593936
"Micro.3",-0.00206128060637853,-1.09328542552633,-0.094146585541738,0.926863201856016,0.961589975725649,-6.88272270482857
"Micro.2",0.00114722159473359,1.36146732972826,0.0907002542345851,0.929532229169053,0.961589975725649,-6.41970875823951
"Astro.3",-0.000782955831419859,-1.30073373441921,-0.0774107995111385,0.939832592862234,0.961589975725649,-6.49451095498422
"Excit.L5.2",0.00408745439709067,-1.90999216366918,0.0759099799627687,0.940996614818428,0.961589975725649,-6.76881479270609
"Micro.1",-0.00136213999615228,-3.41812747092946,-0.049385789772654,0.961589975725649,0.961589975725649,-6.89392063663983
