Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to11,Feature log2 fold change topic 2to11
ENSG00000228794,LINC01128,20,-0.2332,24,0.23324
ENSG00000188976,NOC2L,15,-1.7574,54,1.75744
ENSG00000188290,HES4,177,1.27437,73,-1.2743
ENSG00000187608,ISG15,153,0.96537,78,-0.9653
ENSG00000188157,AGRN,37,-0.1570,42,0.15708
ENSG00000131591,C1orf159,6,-1.3084,15,1.30840
ENSG00000078808,SDF4,108,0.50875,76,-0.5087
ENSG00000176022,B3GALT6,15,-1.2781,36,1.27814
ENSG00000160087,UBE2J2,28,-0.7379,47,0.73792
ENSG00000162572,SCNN1D,22,0.65228,14,-0.6522
ENSG00000131584,ACAP3,62,-0.8990,117,0.89901
ENSG00000169972,PUSL1,16,0.22536,13,-0.2253
ENSG00000127054,INTS11,67,0.13376,61,-0.1337
ENSG00000224051,CPTP,28,-0.4573,38,0.45736
ENSG00000107404,DVL1,73,0.01256,72,-0.0125
ENSG00000175756,AURKAIP1,236,0.41349,177,-0.4134
ENSG00000221978,CCNL2,69,0.32265,55,-0.3226
ENSG00000242485,MRPL20,196,0.01519,194,-0.0151
ENSG00000235098,ANKRD65,29,0.45290,21,-0.4529
ENSG00000179403,VWA1,101,1.87360,27,-1.8736
ENSG00000160072,ATAD3B,9,-0.7890,16,0.78908
ENSG00000197785,ATAD3A,20,0.08027,19,-0.0802
ENSG00000205090,TMEM240,16,-1.7157,52,1.71571
ENSG00000160075,SSU72,121,-0.3267,152,0.32675
ENSG00000228594,FNDC10,23,-1.1697,51,1.16974
ENSG00000272106,AL691432.2,15,-0.5481,22,0.54811
ENSG00000197530,MIB2,72,0.48129,51,-0.4812
ENSG00000215790,SLC35E2A,32,-0.6155,50,0.61554
ENSG00000008130,NADK,26,-0.3339,33,0.33390
ENSG00000078369,GNB1,250,-0.9858,496,0.98580
ENSG00000187730,GABRD,23,-2.7478,158,2.74787
ENSG00000067606,PRKCZ,55,-2.1435,247,2.14358
ENSG00000162585,FAAP20,111,1.01025,55,-1.0102
ENSG00000157933,SKI,41,0.10081,38,-0.1008
ENSG00000157916,RER1,68,-0.1927,78,0.19277
ENSG00000157911,PEX10,43,0.04827,41,-0.0482
ENSG00000149527,PLCH2,8,-2.0342,33,2.03425
ENSG00000157881,PANK4,9,-1.0872,20,1.08727
ENSG00000197921,HES5,33,0.16225,29,-0.1622
ENSG00000157873,TNFRSF14,22,0.80134,13,-0.8013
ENSG00000157870,PRXL2B,31,-1.5309,89,1.53094
ENSG00000177133,PRDM16-DT,11,-1.6332,35,1.63322
ENSG00000158109,TPRG1L,47,-2.1345,208,2.13451
ENSG00000116213,WRAP73,20,0.60762,13,-0.6076
ENSG00000130764,LRRC47,39,-1.1323,85,1.13235
ENSG00000116198,CEP104,23,0.74283,14,-0.7428
ENSG00000196581,AJAP1,6,-2.9416,48,2.94168
ENSG00000069424,KCNAB2,102,-1.3419,260,1.34193
ENSG00000116254,CHD5,32,-2.2522,154,2.25222
ENSG00000116251,RPL22,1291,1.18221,569,-1.1822
ENSG00000116237,ICMT,22,-1.0438,45,1.04383
ENSG00000158292,GPR153,10,-0.8442,19,0.84427
ENSG00000097021,ACOT7,65,-2.1582,291,2.15824
ENSG00000215788,TNFRSF25,21,-0.1365,23,0.13653
ENSG00000171680,PLEKHG5,7,-2.2956,34,2.29565
ENSG00000162408,NOL9,16,-1.1624,36,1.16243
ENSG00000162413,KLHL21,46,0.55503,31,-0.5550
ENSG00000116273,PHF13,14,-0.4963,20,0.49637
ENSG00000041988,THAP3,28,0.37353,22,-0.3735
ENSG00000007923,DNAJC11,18,-0.8603,33,0.86032
ENSG00000171735,CAMTA1,214,0.25444,180,-0.2544
ENSG00000049245,VAMP3,111,2.11342,25,-2.1134
ENSG00000049246,PER3,56,0.69584,35,-0.6958
ENSG00000116288,PARK7,383,-0.0833,406,0.08335
ENSG00000116285,ERRFI1,18,-0.2035,20,0.20355
ENSG00000162426,SLC45A1,8,-2.1022,38,2.10225
ENSG00000142599,RERE,104,-0.0421,107,0.04213
ENSG00000074800,ENO1,732,0.13325,668,-0.1332
ENSG00000171612,SLC25A33,68,1.00121,34,-1.0012
ENSG00000188807,TMEM201,11,-0.5401,16,0.54012
ENSG00000171603,CLSTN1,304,-1.2161,708,1.21614
ENSG00000178585,CTNNBIP1,30,-0.4721,42,0.47211
ENSG00000162441,LZIC,65,0.97425,33,-0.9742
ENSG00000130939,UBE4B,24,-0.6131,37,0.61313
ENSG00000054523,KIF1B,142,-0.9900,283,0.99002
ENSG00000142657,PGD,39,-0.3759,51,0.37590
ENSG00000241563,CORT,31,-2.0836,135,2.08367
ENSG00000160049,DFFA,40,0.60017,26,-0.6001
ENSG00000142655,PEX14,16,-0.3623,21,0.36230
ENSG00000120948,TARDBP,65,-0.1295,72,0.12958
ENSG00000116649,SRM,81,-0.5870,122,0.58700
ENSG00000171824,EXOSC10,29,0.06954,28,-0.0695
ENSG00000198793,MTOR,24,-0.7572,41,0.75725
ENSG00000204624,DISP3,25,0.64240,16,-0.6424
ENSG00000116661,FBXO2,1253,2.17963,276,-2.1796
ENSG00000132879,FBXO44,58,-1.5176,168,1.51763
ENSG00000116670,MAD2L2,47,0.57193,31,-0.5719
ENSG00000177674,AGTRAP,72,2.51133,12,-2.5113
ENSG00000177000,MTHFR,26,0.58512,17,-0.5851
ENSG00000011021,CLCN6,24,-1.5224,69,1.52241
ENSG00000116685,KIAA2013,44,0.04834,43,-0.0483
ENSG00000083444,PLOD1,35,0.79315,20,-0.7931
ENSG00000116688,MFN2,56,-0.6265,86,0.62652
ENSG00000116691,MIIP,33,0.83940,18,-0.8394
ENSG00000048707,VPS13D,41,-0.4365,56,0.43652
ENSG00000162496,DHRS3,102,2.24984,21,-2.2498
ENSG00000116731,PRDM2,31,-1.1570,69,1.15700
ENSG00000189337,KAZN,49,0.34333,39,-0.3433
ENSG00000142634,EFHD2,30,-1.4316,82,1.43168
ENSG00000116138,DNAJC16,8,-1.6215,26,1.62150
ENSG00000197312,DDI2,8,-1.5930,25,1.59301
ENSG00000116786,PLEKHM2,58,-0.6356,91,0.63563
ENSG00000065526,SPEN,57,1.05954,27,-1.0595
ENSG00000116809,ZBTB17,23,0.34536,18,-0.3453
ENSG00000185519,FAM131C,3,-2.1860,18,2.18602
ENSG00000037637,FBXO42,16,0.10383,15,-0.1038
ENSG00000055070,SZRD1,86,1.81815,24,-1.8181
ENSG00000157191,NECAP2,47,1.80099,13,-1.8009
ENSG00000058453,CROCC,23,0.74224,13,-0.7422
ENSG00000159363,ATP13A2,55,-1.5054,158,1.50543
ENSG00000117118,SDHB,67,-0.5415,98,0.54158
ENSG00000117115,PADI2,227,2.80696,32,-2.8069
ENSG00000179051,RCC2,20,0.34347,16,-0.3434
ENSG00000074964,ARHGEF10L,25,0.55832,17,-0.5583
ENSG00000117154,IGSF21,19,-1.7026,63,1.70264
ENSG00000159423,ALDH4A1,27,-0.3866,35,0.38660
ENSG00000127463,EMC1,31,-0.2673,38,0.26732
ENSG00000053372,MRTO4,29,-0.3752,37,0.37522
ENSG00000053371,AKR7A2,90,1.03807,44,-1.0380
ENSG00000077549,CAPZB,225,0.13012,206,-0.1301
ENSG00000173436,MICOS10,270,-0.4513,369,0.45134
ENSG00000158747,NBL1,265,0.61302,173,-0.6130
ENSG00000169914,OTUD3,4,-1.7476,16,1.74766
ENSG00000162545,CAMK2N1,465,-1.8143,1637,1.81438
ENSG00000090432,MUL1,13,-0.9796,27,0.97963
ENSG00000158828,PINK1,212,-0.9408,407,0.94086
ENSG00000244038,DDOST,33,-0.0402,34,0.04022
ENSG00000117245,KIF17,6,-1.4835,18,1.48356
ENSG00000189410,SH2D5,9,-2.1348,40,2.13487
ENSG00000127483,HP1BP3,156,0.00647,155,-0.0064
ENSG00000075151,EIF4G3,68,-0.7626,116,0.76262
ENSG00000117298,ECE1,63,2.29824,12,-2.2982
ENSG00000076864,RAP1GAP,35,-2.1635,157,2.16353
ENSG00000090686,USP48,42,-0.0665,44,0.06650
ENSG00000070831,CDC42,168,-0.2781,204,0.27814
ENSG00000173372,C1QA,221,2.96516,28,-2.9651
ENSG00000159189,C1QC,191,2.94566,24,-2.9456
ENSG00000173369,C1QB,329,2.64188,52,-2.6418
ENSG00000004487,KDM1A,40,-0.2723,48,0.27235
ENSG00000169641,LUZP1,20,-0.9335,39,0.93353
ENSG00000125944,HNRNPR,111,0.09666,104,-0.0966
ENSG00000125945,ZNF436,2,-3.2616,24,3.26160
ENSG00000117318,ID3,769,6.16449,10,-6.1644
ENSG00000142676,RPL11,1392,1.26529,579,-1.2652
ENSG00000011007,ELOA,24,0.71439,15,-0.7143
ENSG00000057757,PITHD1,62,-1.7580,211,1.75808
ENSG00000011009,LYPLA2,28,-0.8905,52,0.89059
ENSG00000117308,GALE,7,-1.4159,18,1.41590
ENSG00000117305,HMGCL,35,0.69162,21,-0.6916
ENSG00000179163,FUCA1,20,0.58010,13,-0.5801
ENSG00000189266,PNRC2,85,0.56008,57,-0.5600
ENSG00000188529,SRSF10,68,0.29036,55,-0.2903
ENSG00000001461,NIPAL3,34,-0.7114,56,0.71142
ENSG00000133226,SRRM1,86,1.07320,40,-1.0732
ENSG00000169504,CLIC4,141,2.70839,21,-2.7083
ENSG00000117614,SYF2,122,0.99429,61,-0.9942
ENSG00000117616,RSRP1,66,-0.0359,68,0.03594
ENSG00000183726,TMEM50A,94,0.08529,88,-0.0852
ENSG00000204178,MACO1,21,-0.3979,27,0.39798
ENSG00000117643,MAN1C1,50,0.16400,44,-0.1640
ENSG00000162430,SELENON,80,0.86108,44,-0.8610
ENSG00000117640,MTFR1L,60,-0.2682,73,0.26822
ENSG00000117632,STMN1,338,-1.7345,1127,1.73458
ENSG00000158008,EXTL1,6,-3.0473,56,3.04735
ENSG00000142684,ZNF593,36,0.10887,34,-0.1088
ENSG00000142669,SH3BGRL3,240,-0.2832,292,0.28328
ENSG00000158062,UBXN11,42,0.77803,24,-0.7780
ENSG00000117682,DHDDS,14,-0.2937,17,0.29378
ENSG00000198830,HMGN2,329,1.33338,130,-1.3333
ENSG00000117713,ARID1A,57,0.05833,55,-0.0583
ENSG00000204160,ZDHHC18,17,-0.7127,28,0.71276
ENSG00000142751,GPN2,9,-0.8568,16,0.85682
ENSG00000090273,NUDC,96,-0.8741,176,0.87417
ENSG00000253368,TRNP1,20,-1.7924,69,1.79249
ENSG00000090020,SLC9A1,5,-2.2077,27,2.20773
ENSG00000142784,WDTC1,27,-0.3606,35,0.36066
ENSG00000186501,TMEM222,59,-0.4290,80,0.42909
ENSG00000158195,WASF2,84,2.06994,20,-2.0699
ENSG00000126705,AHDC1,34,-0.5226,49,0.52261
ENSG00000126709,IFI6,180,0.55415,123,-0.5541
ENSG00000009780,FAM76A,9,-0.6536,15,0.65369
ENSG00000117758,STX12,78,-0.2215,91,0.22157
ENSG00000117751,PPP1R8,23,-0.2863,29,0.28633
ENSG00000117748,RPA2,69,0.35819,54,-0.3581
ENSG00000126698,DNAJC8,142,0.20276,123,-0.2027
ENSG00000130770,ATP5IF1,258,-1.1124,558,1.11240
ENSG00000180098,TRNAU1AP,16,-0.1105,17,0.11052
ENSG00000120656,TAF12,20,0.25023,17,-0.2502
ENSG00000198492,YTHDF2,34,-1.2548,82,1.25481
ENSG00000116350,SRSF4,54,0.26192,45,-0.2619
ENSG00000116353,MECR,15,-1.2699,37,1.26995
ENSG00000162511,LAPTM5,158,1.65981,50,-1.6598
ENSG00000162512,SDC3,149,-0.5217,214,0.52174
ENSG00000134644,PUM1,60,-1.3404,153,1.34047
ENSG00000060688,SNRNP40,19,-0.0277,19,0.02770
ENSG00000121766,ZCCHC17,47,-1.4736,132,1.47368
ENSG00000121769,FABP3,22,-2.6197,139,2.61979
ENSG00000162517,PEF1,51,-0.9127,96,0.91273
ENSG00000084636,COL16A1,95,1.34614,37,-1.3461
ENSG00000121753,ADGRB2,62,-2.2245,294,2.22451
ENSG00000184007,PTP4A2,180,0.08622,169,-0.0862
ENSG00000121774,KHDRBS1,139,0.23292,118,-0.2329
ENSG00000121775,TMEM39B,6,-1.5584,19,1.55841
ENSG00000025800,KPNA6,22,-0.9837,43,0.98378
ENSG00000084652,TXLNA,30,0.54019,20,-0.5401
ENSG00000160050,CCDC28B,29,0.88962,16,-0.8896
ENSG00000084623,EIF3I,93,-0.3793,121,0.37932
ENSG00000175130,MARCKSL1,541,1.38341,207,-1.3834
ENSG00000160058,BSDC1,52,-0.4635,72,0.46351
ENSG00000176261,ZBTB8OS,47,-0.2546,56,0.25460
ENSG00000162521,RBBP4,81,-0.0964,87,0.09643
ENSG00000162522,KIAA1522,8,-1.7976,29,1.79760
ENSG00000134684,YARS,50,-0.9587,98,0.95876
ENSG00000116497,S100PBP,17,0.24257,15,-0.2425
ENSG00000160097,FNDC5,22,0.31117,18,-0.3111
ENSG00000121905,HPCA,21,-3.1598,192,3.15985
ENSG00000121900,TMEM54,60,0.20175,52,-0.2017
ENSG00000116514,RNF19B,24,0.37190,18,-0.3719
ENSG00000004455,AK2,72,1.54982,24,-1.5498
ENSG00000142920,AZIN2,29,0.45346,21,-0.4534
ENSG00000160094,ZNF362,10,-0.8430,18,0.84302
ENSG00000134686,PHC2,60,0.14471,54,-0.1447
ENSG00000163866,SMIM12,31,-1.0331,64,1.03314
ENSG00000116544,DLGAP3,38,-0.9541,75,0.95414
ENSG00000163867,ZMYM6,17,-0.3150,21,0.31507
ENSG00000116560,SFPQ,187,0.27730,154,-0.2773
ENSG00000146463,ZMYM4,42,0.06225,40,-0.0622
ENSG00000142687,KIAA0319L,50,-0.3098,62,0.30988
ENSG00000020129,NCDN,118,-2.5132,676,2.51322
ENSG00000126067,PSMB2,69,-0.6464,108,0.64648
ENSG00000142686,C1orf216,16,-2.7249,110,2.72497
ENSG00000134698,AGO4,18,0.60423,12,-0.6042
ENSG00000092847,AGO1,28,-0.0564,29,0.05646
ENSG00000126070,AGO3,9,-0.7819,16,0.78191
ENSG00000116863,ADPRHL2,24,0.04674,23,-0.0467
ENSG00000054116,TRAPPC3,37,-0.8328,66,0.83283
ENSG00000116871,MAP7D1,101,-0.8341,180,0.83415
ENSG00000054118,THRAP3,60,0.19853,52,-0.1985
ENSG00000196182,STK40,18,-0.1106,20,0.11069
ENSG00000181817,LSM10,38,-0.4290,52,0.42900
ENSG00000116885,OSCP1,13,-0.8681,24,0.86818
ENSG00000116898,MRPS15,48,-0.2308,56,0.23087
ENSG00000163873,GRIK3,0,-5.4938,25,5.49380
ENSG00000163875,MEAF6,40,-1.4763,113,1.47635
ENSG00000163877,SNIP1,10,-0.4388,13,0.43886
ENSG00000134697,GNL2,17,0.39480,12,-0.3948
ENSG00000116922,C1orf109,13,-0.2852,16,0.28523
ENSG00000183317,EPHA10,6,-1.5417,17,1.54172
ENSG00000185090,MANEAL,12,-1.7697,42,1.76979
