Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000138175,ARL3,121,0.14027,110,-0.0435,97,-0.2308,114,0.03716
ENSG00000166272,WBP1L,21,-0.3889,26,0.04402,47,1.05486,19,-0.5442
ENSG00000166275,BORCS7,49,-0.2816,58,0.06257,68,0.29499,57,0.00346
ENSG00000148842,CNNM2,20,-0.5170,27,0.01521,35,0.48110,28,0.13055
ENSG00000076685,NT5C2,28,0.13247,28,0.15365,20,-0.4787,25,-0.0848
ENSG00000148798,INA,160,-0.6092,272,0.48651,179,-0.3589,235,0.10384
ENSG00000173915,ATP5MD,1112,0.07984,1095,0.05967,939,-0.2090,1045,-0.0407
ENSG00000107954,NEURL1,109,0.18097,92,-0.1934,65,-0.6792,120,0.36052
ENSG00000107957,SH3PXD2A,39,-0.4151,58,0.39718,47,-0.0792,47,-0.0819
ENSG00000065613,SLK,50,-0.0575,53,0.07363,39,-0.4390,56,0.18663
ENSG00000148834,GSTO1,146,-0.1100,190,0.50566,141,-0.1508,117,-0.5067
ENSG00000065621,GSTO2,15,-0.2635,22,0.55177,15,-0.3154,15,-0.3113
ENSG00000156395,SORCS3,16,-0.5387,21,0.00518,13,-0.7747,31,0.75777
ENSG00000108018,SORCS1,10,-1.1804,36,1.58319,19,-0.0980,9,-1.4099
ENSG00000108039,XPNPEP1,25,-0.2728,34,0.33654,19,-0.6422,31,0.14161
ENSG00000148700,ADD3,150,1.05583,49,-1.2574,134,0.65121,76,-0.3544
ENSG00000119950,MXI1,57,0.05798,46,-0.4287,84,0.69266,55,-0.0271
ENSG00000119953,SMNDC1,14,-0.6416,24,0.45101,15,-0.4303,22,0.20436
ENSG00000108055,SMC3,19,-0.2285,18,-0.3420,34,0.79448,22,0.06586
ENSG00000150593,PDCD4,39,-0.0329,31,-0.5724,29,-0.4896,60,0.84446
ENSG00000214413,BBIP1,31,0.06937,26,-0.3235,47,0.75961,27,-0.2239
ENSG00000108061,SHOC2,48,-0.7076,94,0.69829,66,-0.1314,63,-0.2257
ENSG00000119927,GPAM,20,-0.0761,2,-3.7088,50,1.59364,34,1.08740
ENSG00000023041,ZDHHC6,17,-0.1696,17,-0.1490,18,-0.0587,22,0.36026
ENSG00000043591,ADRB1,22,-0.0927,23,-0.0002,21,-0.1450,25,0.16817
ENSG00000165813,CCDC186,16,-0.8164,29,0.35130,25,0.01450,28,0.23078
ENSG00000169129,AFAP1L2,20,-0.4025,28,0.29496,20,-0.3348,27,0.17095
ENSG00000099204,ABLIM1,81,0.27869,53,-0.5811,69,-0.0159,85,0.37640
ENSG00000151553,FAM160B1,22,-0.2415,34,0.79447,14,-0.8420,19,-0.4487
ENSG00000165832,TRUB1,28,-0.6939,54,0.65682,28,-0.6491,43,0.07254
ENSG00000107518,ATRNL1,94,-0.5281,136,0.19490,112,-0.1748,147,0.31246
ENSG00000165868,HSPA12A,110,-0.8904,250,0.84602,146,-0.3466,164,-0.1770
ENSG00000187164,SHTN1,74,-0.5713,121,0.44096,136,0.51038,80,-0.4258
ENSG00000165650,PDZD8,29,-0.3938,33,-0.2062,44,0.33016,44,0.38482
ENSG00000170370,EMX2,42,1.65993,8,-1.6671,27,0.47552,13,-0.7818
ENSG00000107560,RAB11FIP2,49,-0.1153,52,0.00015,53,0.04938,54,0.08249
ENSG00000165669,FAM204A,61,-0.1078,61,-0.1050,74,0.23274,67,0.09039
ENSG00000151893,CACUL1,25,-0.5638,42,0.43206,21,-0.7836,41,0.30722
ENSG00000107581,EIF3A,73,-0.3249,84,-0.0771,98,0.20417,99,0.26474
ENSG00000119979,DENND10,57,-0.1276,61,-0.0051,35,-0.8608,78,0.49166
ENSG00000165672,PRDX3,111,-0.2783,161,0.55576,112,-0.2247,107,-0.3541
ENSG00000151923,TIAL1,47,0.00877,52,0.27323,33,-0.5522,45,-0.0799
ENSG00000198825,INPP5F,126,-0.8879,245,0.42455,227,0.15925,217,0.10366
ENSG00000107651,SEC23IP,10,-1.2060,28,0.76833,19,-0.1249,21,0.01910
ENSG00000120008,WDR11,13,-0.5825,20,0.19901,15,-0.3518,23,0.42674
ENSG00000066468,FGFR2,41,0.16099,18,-1.4018,110,1.98620,27,-0.5830
ENSG00000107669,ATE1,28,-0.5047,40,0.13422,31,-0.3137,46,0.42813
ENSG00000138162,TACC2,24,-0.6118,44,0.73426,27,-0.3369,29,-0.2427
ENSG00000107679,PLEKHA1,40,-1.2215,89,0.25753,125,0.75977,84,0.09453
ENSG00000166033,HTRA1,372,0.55743,122,-1.6323,625,1.42160,262,-0.1422
ENSG00000119965,C10orf88,13,-0.8327,27,0.62273,17,-0.3464,22,0.08434
ENSG00000179988,PSTK,14,-0.6141,20,0.00147,13,-0.7101,30,0.78996
ENSG00000095574,IKZF5,15,-0.4221,21,0.30882,21,0.16171,18,-0.1045
ENSG00000196177,ACADSB,26,-0.5633,36,0.03276,25,-0.5635,50,0.67577
ENSG00000154473,BUB3,30,-0.7294,57,0.56443,45,-0.0049,43,-0.0951
ENSG00000182022,CHST15,26,-0.2066,37,0.66993,28,-0.0226,19,-0.7626
ENSG00000065154,OAT,118,-0.6935,245,0.90613,145,-0.2911,135,-0.4578
ENSG00000107902,LHPP,74,0.41102,42,-0.7666,110,1.03518,50,-0.3640
ENSG00000203791,EEF1AKMT2,16,-0.1383,18,0.09727,20,0.24643,16,-0.1444
ENSG00000019995,ZRANB1,45,-0.2795,56,0.15753,53,0.03432,53,0.04583
ENSG00000175029,CTBP2,23,-0.8839,47,0.54261,30,-0.3665,42,0.22868
ENSG00000188690,UROS,181,-0.0191,173,-0.1253,153,-0.2912,214,0.31462
ENSG00000107949,BCCIP,27,-0.4282,31,-0.2288,52,0.69134,38,0.18929
ENSG00000132334,PTPRE,18,-0.7377,30,0.26072,18,-0.5863,35,0.55224
ENSG00000170430,MGMT,27,0.65399,16,-0.3612,14,-0.5274,19,-0.0200
ENSG00000108010,GLRX3,37,-0.0998,46,0.38170,33,-0.2741,34,-0.2548
ENSG00000175470,PPP2R2D,38,-0.5390,63,0.52560,64,0.38276,39,-0.4795
ENSG00000176171,BNIP3,214,-0.6055,364,0.49172,338,0.21223,263,-0.2352
ENSG00000151640,DPYSL4,43,-0.6807,67,0.17780,52,-0.3041,80,0.49651
ENSG00000165752,STK32C,77,-0.4074,114,0.41118,63,-0.6803,106,0.17567
ENSG00000148814,LRRC27,14,-0.5281,21,0.29053,10,-0.8589,23,0.47083
ENSG00000171813,PWWP2B,24,-0.5974,36,0.13466,13,-1.5208,51,0.84755
ENSG00000068383,INPP5A,56,0.06063,52,-0.0848,42,-0.4031,61,0.24537
ENSG00000148826,NKX6-2,14,-1.1842,14,-1.4152,154,3.79899,2,-3.8204
ENSG00000197177,ADGRA1,27,-1.0084,72,1.11031,52,0.14875,30,-0.8420
ENSG00000171798,KNDC1,90,-0.6758,155,0.42121,87,-0.6496,156,0.35160
ENSG00000130640,TUBGCP2,58,-0.2631,81,0.45081,65,-0.0393,56,-0.3265
ENSG00000198546,ZNF511,25,0.09506,27,0.32852,13,-0.9302,22,-0.0937
ENSG00000130643,CALY,389,-0.6584,641,0.33615,351,-0.7407,704,0.47012
ENSG00000127884,ECHS1,132,-0.3457,177,0.24821,195,0.33314,143,-0.2110
ENSG00000148824,MTG1,16,-0.4477,26,0.45972,27,0.39012,16,-0.4715
ENSG00000203772,SPRN,46,-0.2540,67,0.58634,51,-0.0462,39,-0.5439
ENSG00000177963,RIC8A,45,-0.6294,77,0.44072,56,-0.2324,68,0.11665
ENSG00000142082,SIRT3,34,-0.0753,42,0.44449,25,-0.5160,31,-0.2464
ENSG00000185627,PSMD13,82,-0.5877,140,0.52867,94,-0.3109,114,0.00943
ENSG00000142089,IFITM3,167,2.24076,24,-1.9558,56,-0.3282,41,-0.8931
ENSG00000182272,B4GALNT4,100,0.22314,79,-0.2692,72,-0.3600,103,0.27468
ENSG00000185187,SIGIRR,50,0.42061,42,0.10491,64,0.76932,16,-1.5301
ENSG00000174915,PTDSS2,24,-0.4295,39,0.70132,18,-0.8187,28,-0.1351
ENSG00000023191,RNH1,58,-0.0751,58,-0.0960,93,0.74989,49,-0.3579
ENSG00000174775,HRAS,104,-0.2266,135,0.34036,133,0.20172,96,-0.3662
ENSG00000177030,DEAF1,137,0.01133,140,0.05603,151,0.16157,124,-0.1860
ENSG00000177156,TALDO1,91,-0.5665,145,0.37171,153,0.34329,112,-0.1926
ENSG00000177225,GATD1,24,-0.0532,28,0.30981,22,-0.1230,21,-0.2887
ENSG00000184524,CEND1,171,-0.6771,312,0.56483,339,0.52600,185,-0.5382
ENSG00000177542,SLC25A22,118,-0.8829,261,0.76696,215,0.17152,157,-0.3870
ENSG00000177600,RPLP2,1171,0.74931,648,-0.4999,849,0.06700,694,-0.3019
ENSG00000177666,PNPLA2,35,-0.0906,43,0.40580,32,-0.1928,30,-0.3471
ENSG00000177697,CD151,43,0.33650,40,0.23411,32,-0.2370,27,-0.5838
ENSG00000177700,POLR2L,437,0.10855,419,0.03165,319,-0.4168,428,0.06697
ENSG00000177830,CHID1,85,-0.3779,112,0.16983,76,-0.5016,126,0.37105
ENSG00000183020,AP2A2,135,-0.6401,245,0.61172,131,-0.6166,200,0.07796
ENSG00000078902,TOLLIP,234,-0.9045,528,0.79827,361,-0.1177,344,-0.2252
ENSG00000174672,BRSK2,63,-0.5534,104,0.48145,69,-0.3510,89,0.06352
ENSG00000182208,MOB2,20,-0.8091,44,0.91355,28,-0.1745,24,-0.4399
ENSG00000184545,DUSP8,79,0.19643,72,0.02235,42,-0.8421,77,0.15854
ENSG00000244242,IFITM10,24,-0.6222,49,0.94186,55,0.78241,12,-1.7653
ENSG00000117984,CTSD,356,-0.3932,586,0.73451,430,-0.0362,309,-0.6448
ENSG00000214026,MRPL23,41,-0.0305,47,0.28816,52,0.36087,29,-0.6412
ENSG00000110651,CD81,615,0.30317,489,-0.1707,578,0.15403,472,-0.2098
ENSG00000184281,TSSC4,15,-0.8419,25,0.07246,37,0.72788,25,0.11335
ENSG00000129757,CDKN1C,7,-1.9934,34,0.90413,75,2.16046,0,-6.3479
ENSG00000205531,NAP1L4,84,-0.4181,126,0.42412,87,-0.3174,106,0.01146
ENSG00000110619,CARS,22,-1.0028,53,0.82633,35,-0.1324,35,-0.1860
ENSG00000167323,STIM1,77,-0.3620,96,0.06003,58,-0.7589,125,0.57246
ENSG00000167325,RRM1,10,-1.3583,24,0.12614,39,0.93164,25,0.18715
ENSG00000244734,HBB,259,5.65573,9,-3.5102,0,-9.6474,1,-5.7958
ENSG00000051009,FAM160A2,9,-1.3365,24,0.61436,17,-0.1460,22,0.29520
ENSG00000110148,CCKBR,34,-0.6017,58,0.50069,33,-0.5852,52,0.17783
ENSG00000166311,SMPD1,54,-0.3377,70,0.19820,68,0.08740,65,0.01385
ENSG00000166313,APBB1,347,-0.6254,619,0.59560,491,0.00759,432,-0.2308
ENSG00000110171,TRIM3,22,-0.6173,43,0.80475,15,-1.1535,32,-0.0045
ENSG00000132254,ARFIP2,49,-0.2719,68,0.43151,38,-0.6525,58,0.02362
ENSG00000132286,TIMM10B,30,0.06092,25,-0.2608,41,0.58559,27,-0.1436
ENSG00000166333,ILK,51,0.54155,30,-0.5789,34,-0.2097,43,0.19950
ENSG00000166337,TAF10,126,0.13936,116,-0.0288,106,-0.1635,117,-0.0154
ENSG00000166340,TPP1,86,0.33498,50,-0.7715,97,0.49270,80,0.19767
ENSG00000158042,MRPL17,35,-0.1215,47,0.52830,27,-0.5493,32,-0.3037
ENSG00000175390,EIF3F,97,-0.0441,85,-0.3426,90,-0.1526,127,0.50169
ENSG00000166402,TUB,38,-0.5760,52,-0.0254,32,-0.8060,78,0.82233
ENSG00000166405,RIC3,19,-0.7330,39,0.68285,35,0.28574,23,-0.4696
ENSG00000166441,RPL27A,484,0.82612,263,-0.4679,311,-0.0757,269,-0.3560
ENSG00000166444,ST5,25,0.35198,28,0.77512,17,-0.3363,7,-1.6960
ENSG00000166452,AKIP1,26,-0.2456,34,0.30221,25,-0.3158,30,0.01813
ENSG00000175348,TMEM9B,50,-0.7189,79,0.13460,105,0.58193,77,0.06331
ENSG00000175352,NRIP3,39,-0.6447,70,0.55118,76,0.50976,42,-0.5315
ENSG00000184014,DENND5A,60,-0.0884,55,-0.2941,106,0.90801,55,-0.2295
ENSG00000166471,TMEM41B,29,-0.6412,51,0.51034,39,-0.0815,40,-0.0453
ENSG00000205339,IPO7,53,-0.6745,91,0.39868,86,0.17819,76,-0.0275
ENSG00000255823,MTRNR2L8,1634,1.43477,378,-1.6071,1090,0.39522,701,-0.3854
ENSG00000110315,RNF141,75,0.25611,63,-0.1063,85,0.40731,52,-0.4322
ENSG00000198730,CTR9,24,-0.5240,37,0.35608,24,-0.4523,36,0.24313
ENSG00000110321,EIF4G2,222,-0.5641,394,0.67320,324,0.11618,233,-0.4790
ENSG00000236287,ZBED5,15,-0.9518,31,0.36977,23,-0.2677,33,0.43213
ENSG00000110328,GALNT18,28,-0.8265,40,-0.2684,22,-1.1269,81,1.28306
ENSG00000170242,USP47,33,-0.3789,47,0.38470,39,-0.0667,38,-0.1043
ENSG00000050165,DKK3,856,-0.3408,1102,0.16575,793,-0.4184,1203,0.31271
ENSG00000133816,MICAL2,66,-0.8775,139,0.66536,105,-0.0272,101,-0.1106
ENSG00000197702,PARVA,30,-0.1605,34,0.08615,67,1.23415,17,-1.1620
ENSG00000133794,ARNTL,20,-0.2358,26,0.40065,19,-0.2492,21,-0.1574
ENSG00000148925,BTBD10,65,-0.6899,115,0.46502,76,-0.3535,104,0.18767
ENSG00000197601,FAR1,30,-0.6635,57,0.69685,42,-0.0395,36,-0.3172
ENSG00000129083,COPB1,32,-0.4581,43,0.11947,33,-0.3438,51,0.42360
ENSG00000129084,PSMA1,118,-0.5695,195,0.46154,126,-0.4002,172,0.12430
ENSG00000110696,C11orf58,122,-0.3209,142,-0.0582,159,0.14972,167,0.27196
ENSG00000110700,RPS13,717,0.88948,330,-0.7462,531,0.20517,401,-0.2972
ENSG00000011405,PIK3C2A,39,0.53412,17,-1.0516,38,0.43044,34,0.28292
ENSG00000070081,NUCB2,34,0.07053,37,0.29686,22,-0.6209,30,-0.1468
ENSG00000006071,ABCC8,16,-0.5495,23,0.21038,12,-0.9093,28,0.58974
ENSG00000129159,KCNC1,36,-0.7507,64,0.37195,27,-1.1391,74,0.60652
ENSG00000129158,SERGEF,57,-0.0339,64,0.24702,56,-0.0570,50,-0.2600
ENSG00000110768,GTF2H1,26,-0.7797,51,0.65774,44,0.17636,33,-0.3079
ENSG00000134333,LDHA,222,-1.1331,570,0.78195,398,-0.0911,407,-0.0620
ENSG00000074319,TSG101,48,-0.3117,71,0.54585,39,-0.6065,54,-0.1131
ENSG00000110786,PTPN5,60,-1.1010,147,0.70030,57,-1.0708,138,0.41836
ENSG00000270607,AC009549.1,12,-0.7875,22,0.43805,11,-0.7460,23,0.43920
ENSG00000165973,NELL1,44,-1.4634,155,1.09572,44,-1.3458,114,0.20155
ENSG00000171714,ANO5,15,-0.7105,26,0.39316,18,-0.3206,25,0.27511
ENSG00000091664,SLC17A6,29,-0.6538,35,-0.3834,4,-3.4356,83,1.56826
ENSG00000198168,SVIP,84,-0.3663,104,0.02593,100,-0.0318,120,0.31222
ENSG00000187398,LUZP2,27,-0.1277,25,-0.3030,43,0.64424,30,0.04965
ENSG00000134343,ANO3,39,-1.1840,71,-0.1985,21,-2.0208,153,1.55449
ENSG00000109881,CCDC34,28,-0.7051,51,0.44969,27,-0.7175,51,0.36211
ENSG00000148943,LIN7C,51,-0.0228,53,0.04824,36,-0.5741,59,0.24054
ENSG00000176697,BDNF,14,-1.3084,43,0.88391,8,-2.0768,40,0.51858
ENSG00000152219,ARL14EP,20,-0.1803,24,0.16848,16,-0.4900,25,0.20535
ENSG00000066382,MPPED2,16,-0.8083,27,0.16015,10,-1.3781,39,0.91920
ENSG00000170946,DNAJC24,14,-0.6258,17,-0.4708,36,0.95858,25,0.38266
ENSG00000148950,IMMP1L,62,0.33828,47,-0.2092,46,-0.2100,52,0.01479
ENSG00000049449,RCN1,71,-0.3407,51,-1.0658,11,-3.0701,189,1.88694
ENSG00000149100,EIF3M,83,-0.4573,122,0.34089,111,0.06920,103,-0.0581
ENSG00000280798,LINC00294,29,-0.2606,36,0.16902,42,0.35210,30,-0.1970
ENSG00000176102,CSTF3,24,-1.1278,51,0.23150,40,-0.2290,64,0.66464
ENSG00000110422,HIPK3,43,0.42237,34,-0.0345,32,-0.1245,28,-0.3619
ENSG00000110427,KIAA1549L,112,-0.5972,187,0.46761,116,-0.4718,169,0.16900
ENSG00000085063,CD59,236,0.01804,258,0.22875,216,-0.1267,205,-0.2485
ENSG00000110429,FBXO3,54,-0.7711,104,0.57555,72,-0.2255,85,0.04324
ENSG00000135363,LMO2,47,2.03626,9,-1.4870,10,-1.1471,15,-0.5492
ENSG00000135387,CAPRIN1,85,-0.6663,133,0.18176,106,-0.2414,154,0.45519
ENSG00000121691,CAT,29,0.34762,15,-0.9695,44,1.01082,24,-0.0456
ENSG00000110435,PDHX,44,-0.3946,67,0.50541,34,-0.7390,57,0.06792
ENSG00000110436,SLC1A2,2017,0.87897,506,-1.8450,2589,1.17579,1235,-0.1351
ENSG00000149090,PAMR1,24,0.47662,10,-1.1915,22,0.25209,25,0.56129
ENSG00000179431,FJX1,25,-0.2171,40,0.85391,27,-0.0931,16,-1.0485
ENSG00000166326,TRIM44,70,-0.5743,109,0.31576,122,0.40817,88,-0.1566
ENSG00000110442,COMMD9,56,-0.2310,68,0.16015,52,-0.3098,70,0.18002
ENSG00000166352,C11orf74,16,-0.7686,32,0.63605,34,0.53055,18,-0.5755
ENSG00000148948,LRRC4C,24,-0.5964,40,0.43589,25,-0.4511,37,0.19894
ENSG00000166181,API5,55,-0.5229,78,0.14758,81,0.15554,81,0.18759
ENSG00000149084,HSD17B12,73,-0.1940,81,0.00334,111,0.54809,73,-0.1907
ENSG00000187479,C11orf96,41,0.85614,30,0.17827,20,-0.4594,13,-1.2200
ENSG00000151348,EXT2,27,-0.1511,32,0.21520,22,-0.4832,31,0.11946
ENSG00000175274,TP53I11,67,-0.4928,90,0.06517,26,-1.8524,135,0.90795
ENSG00000019505,SYT13,133,-0.6168,230,0.51822,143,-0.4374,197,0.10469
ENSG00000175264,CHST1,146,-0.6628,189,-0.2419,142,-0.6287,341,1.02951
ENSG00000121671,CRY2,71,-0.4159,96,0.17016,74,-0.2929,104,0.31171
ENSG00000121653,MAPK8IP1,232,0.17935,200,-0.1348,264,0.36524,184,-0.2647
ENSG00000121680,PEX16,40,-0.2237,45,-0.0282,54,0.30010,47,0.06051
ENSG00000149091,DGKZ,260,-0.2462,299,0.01906,368,0.36257,294,-0.0204
ENSG00000110497,AMBRA1,14,-0.9707,30,0.53672,22,-0.1913,27,0.20862
ENSG00000175224,ATG13,44,-0.6576,68,0.16878,77,0.31793,69,0.16174
ENSG00000175220,ARHGAP1,43,-0.4610,69,0.57848,44,-0.3421,51,-0.1484
ENSG00000175216,CKAP5,63,-0.6427,103,0.35815,96,0.12502,91,0.03474
ENSG00000134569,LRP4,33,0.63015,13,-1.2659,72,1.99135,9,-1.6214
ENSG00000149179,C11orf49,69,-0.4623,103,0.37340,79,-0.1735,90,0.04155
ENSG00000149182,ARFGAP2,72,-0.6118,103,0.05720,128,0.41205,111,0.19996
ENSG00000134575,ACP2,34,-0.4770,59,0.73745,42,-0.0748,33,-0.5327
ENSG00000110514,MADD,80,-0.7118,134,0.30025,104,-0.2096,140,0.33532
ENSG00000165915,SLC39A13,27,0.60306,19,-0.1223,16,-0.3584,17,-0.3415
ENSG00000165916,PSMC3,144,-0.1300,181,0.40115,145,-0.0992,127,-0.3547
ENSG00000149187,CELF1,77,-0.5671,106,0.00432,59,-0.9210,156,0.82016
ENSG00000213619,NDUFS3,114,-0.6547,164,0.00571,137,-0.2843,225,0.65593
ENSG00000110536,PTPMT1,48,0.07529,55,0.41464,25,-0.9388,42,-0.1880
ENSG00000123444,KBTBD4,17,-0.4196,22,0.05419,10,-1.2002,31,0.74321
ENSG00000172247,C1QTNF4,349,-0.2263,382,-0.0666,278,-0.5625,513,0.53595
ENSG00000109919,MTCH2,50,-0.4977,80,0.49053,66,0.01561,59,-0.1958
ENSG00000149177,PTPRJ,38,-0.1460,49,0.43100,34,-0.2759,35,-0.2767
ENSG00000149136,SSRP1,36,-0.5741,62,0.52228,52,0.06507,45,-0.2061
ENSG00000186907,RTN4RL2,66,-0.7947,134,0.68509,53,-1.0178,115,0.23605
ENSG00000134809,TIMM10,92,-0.0614,97,0.04878,100,0.08928,92,-0.0542
ENSG00000156587,UBE2L6,46,0.50294,31,-0.2852,37,0.05102,31,-0.2382
ENSG00000149131,SERPING1,34,1.13436,20,-0.0148,12,-0.8405,10,-1.1450
ENSG00000166793,YPEL4,21,-0.8779,45,0.64681,22,-0.7085,39,0.23448
ENSG00000156599,ZDHHC5,14,-0.4972,19,0.06584,22,0.22833,21,0.22128
ENSG00000156603,MED19,32,-0.3219,41,0.21986,28,-0.4560,43,0.24958
ENSG00000213593,TMX2,69,-0.5184,96,0.12262,141,0.73331,82,-0.2060
ENSG00000211450,SELENOH,255,-0.2107,338,0.41427,238,-0.2965,260,-0.1756
ENSG00000198561,CTNND1,29,0.20433,25,-0.1348,19,-0.4884,29,0.19901
ENSG00000186660,ZFP91,28,-0.5123,36,-0.0822,42,0.20910,46,0.41111
ENSG00000110042,DTX4,17,-0.2012,18,-0.2113,28,0.61223,20,0.03565
ENSG00000110048,OSBP,27,-0.6057,48,0.56789,50,0.45074,28,-0.5426
ENSG00000166902,MRPL16,35,-0.1227,41,0.20329,41,0.14645,33,-0.2366
ENSG00000110107,PRPF19,81,-0.7916,169,0.74654,87,-0.6009,126,0.00607
ENSG00000110108,TMEM109,28,-0.0553,31,0.14030,26,-0.1583,29,-0.0341
ENSG00000006118,TMEM132A,157,-0.3874,220,0.30934,165,-0.2522,204,0.10124
ENSG00000167987,VPS37C,15,-0.3818,22,0.40089,20,0.14445,16,-0.2587
ENSG00000167986,DDB1,112,-0.5155,181,0.49676,120,-0.3401,148,0.00800
ENSG00000149476,TKFC,21,-1.2283,67,1.21992,64,0.68190,18,-1.4899
ENSG00000149532,CPSF7,25,-0.7232,36,-0.1067,38,0.02194,53,0.67609
ENSG00000167985,SDHAF2,34,-0.1513,37,-0.0323,40,0.13612,39,0.10354
ENSG00000011347,SYT7,127,-0.6451,244,0.75675,104,-0.8864,181,-0.0066
ENSG00000134780,DAGLA,34,-0.5605,57,0.51381,33,-0.5416,49,0.11222
ENSG00000124920,MYRF,8,-1.8372,13,-1.2403,143,4.00698,1,-4.4069
ENSG00000134825,TMEM258,174,-0.0165,164,-0.1477,246,0.57058,158,-0.1927
ENSG00000168496,FEN1,9,-1.2482,31,1.24687,10,-1.0519,17,-0.1990
ENSG00000134824,FADS2,84,0.52510,55,-0.3375,93,0.61787,45,-0.6615
ENSG00000149485,FADS1,56,0.78447,26,-0.7947,73,1.09851,22,-0.9862
ENSG00000221968,FADS3,38,-0.6352,75,0.85869,34,-0.7096,48,-0.2251
ENSG00000167996,FTH1,3871,0.39377,2436,-0.5718,4829,0.71507,2769,-0.2586
ENSG00000162174,ASRGL1,65,0.37883,41,-0.5411,95,1.00548,39,-0.5754
ENSG00000124942,AHNAK,85,1.99383,14,-1.8598,39,0.10978,23,-0.8705
ENSG00000254772,EEF1G,294,0.48682,182,-0.5179,272,0.27614,220,-0.0871
ENSG00000149541,B3GAT3,54,-0.6035,84,0.27522,92,0.35050,74,-0.0359
ENSG00000089597,GANAB,43,-0.3964,67,0.55907,35,-0.6603,52,-0.0323
ENSG00000185085,INTS5,18,-0.5955,29,0.32977,16,-0.7118,32,0.42483
ENSG00000204922,UQCC3,51,0.17836,42,-0.2308,56,0.30703,44,-0.0970
ENSG00000162191,UBXN1,57,-0.1232,61,-0.0095,60,-0.0412,66,0.15237
ENSG00000168000,BSCL2,409,-0.6441,703,0.46854,459,-0.3816,632,0.16292
ENSG00000162188,GNG3,530,-0.4741,826,0.46111,536,-0.3978,702,0.04815
ENSG00000214753,HNRNPUL2,67,-0.4145,83,-0.0270,102,0.33392,93,0.19892
ENSG00000162222,TTC9C,19,-0.9497,38,0.42867,28,-0.2069,38,0.33438
ENSG00000168002,POLR2G,69,0.01129,58,-0.3887,88,0.40103,76,0.19054
ENSG00000168569,TMEM223,17,-0.0364,24,0.78544,10,-0.8794,12,-0.6595
ENSG00000185475,TMEM179B,20,0.30628,10,-0.9872,30,1.01061,17,0.01753
ENSG00000162231,NXF1,12,-1.0190,25,0.34242,17,-0.3307,28,0.52847
ENSG00000162236,STX5,36,0.12745,37,0.28259,28,-0.2529,27,-0.3781
ENSG00000133316,WDR74,25,-0.4040,34,0.22004,28,-0.1884,34,0.19370
ENSG00000168003,SLC3A2,89,-0.0324,77,-0.3525,128,0.58693,93,0.05963
ENSG00000168539,CHRM1,77,-0.9367,168,0.64977,116,-0.1827,132,0.03824
ENSG00000176485,PLAAT3,57,-0.0556,43,-0.6588,169,1.98350,28,-1.2788
ENSG00000133318,RTN3,980,-1.0202,2316,0.73908,1499,-0.2394,1739,0.00413
ENSG00000188070,C11orf95,31,0.32900,25,-0.1588,10,-1.4196,32,0.39405
ENSG00000072518,MARK2,37,-0.1393,29,-0.6675,34,-0.2858,63,0.93118
ENSG00000176340,COX8A,639,0.04759,580,-0.1633,608,-0.0422,681,0.17242
ENSG00000167770,OTUB1,175,-0.7548,366,0.83549,225,-0.2636,224,-0.3122
ENSG00000126500,FLRT1,10,-0.9432,27,1.05575,28,0.74377,7,-1.5189
ENSG00000168439,STIP1,65,-0.6098,104,0.34542,75,-0.3005,103,0.25252
ENSG00000149743,TRPT1,25,-0.0864,24,-0.1766,42,0.81222,22,-0.2940
ENSG00000149761,NUDT22,32,0.08637,37,0.43855,24,-0.3716,23,-0.5004
ENSG00000110011,DNAJC4,45,0.40938,35,-0.0887,36,-0.0169,31,-0.3375
ENSG00000173511,VEGFB,141,0.69385,59,-1.0903,138,0.53721,104,0.06193
ENSG00000173486,FKBP2,42,-0.4916,68,0.52855,82,0.66698,35,-0.8123
ENSG00000173457,PPP1R14B,61,0.88342,26,-0.8626,47,0.25350,36,-0.1942
ENSG00000002330,BAD,178,0.15311,156,-0.1266,152,-0.1308,171,0.07229
ENSG00000173264,GPR137,45,-0.1250,49,0.06522,44,-0.1312,50,0.11216
ENSG00000182450,KCNK4,16,-0.8996,37,0.78767,12,-1.2733,31,0.24965
ENSG00000173153,ESRRA,21,-0.2127,19,-0.4194,43,1.04750,23,-0.0862
ENSG00000173113,TRMT112,118,-0.4289,168,0.29998,203,0.52557,122,-0.3604
ENSG00000126432,PRDX5,473,-0.1741,574,0.24102,605,0.25593,438,-0.3149
ENSG00000162302,RPS6KA4,57,0.24212,50,-0.0067,41,-0.3223,49,-0.0717
ENSG00000110076,NRXN2,142,-0.4733,189,0.06065,121,-0.6732,250,0.62331
ENSG00000068831,RASGRP2,17,-0.2681,33,1.45089,16,-0.3904,5,-2.2930
ENSG00000168066,SF1,90,-0.1879,95,-0.1175,107,0.11503,113,0.24762
ENSG00000168067,MAP4K2,24,0.09903,24,0.18210,45,1.19717,7,-1.8404
ENSG00000133895,MEN1,19,-0.6254,30,0.29120,17,-0.6616,34,0.47177
ENSG00000110047,EHD1,29,0.35415,20,-0.4196,37,0.71592,20,-0.4014
ENSG00000110046,ATG2A,15,-0.6881,25,0.29227,38,0.87306,18,-0.4363
