Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000163938,GNL3,28,-0.6738,44,-0.0027,32,-0.4590,67,0.93962,20,-1.1769,23,-0.9474
ENSG00000016864,GLT8D1,19,-0.2702,19,-0.3518,31,0.53172,26,0.27754,26,0.21347,18,-0.3782
ENSG00000114902,SPCS1,160,-0.0138,148,-0.1875,203,0.36839,180,0.21431,162,0.00188,119,-0.4719
ENSG00000114904,NEK4,13,-0.2830,18,0.25719,10,-0.6566,14,-0.2244,20,0.32148,19,0.22326
ENSG00000272573,MUSTN1,15,0.17105,8,-0.9942,14,0.08949,6,-1.3606,59,2.64836,10,-0.4787
ENSG00000213533,STIMATE,14,0.75635,8,-0.1650,7,-0.3047,10,0.25427,6,-0.5588,7,-0.4014
ENSG00000163932,PRKCD,12,-1.1759,37,0.83317,10,-1.5059,32,0.38586,8,-1.7572,18,-0.6086
ENSG00000163931,TKT,90,-0.2388,97,-0.1700,110,0.06666,133,0.49183,100,-0.0859,68,-0.6765
ENSG00000272886,DCP1A,25,0.47937,17,-0.1841,21,0.17583,23,0.36436,17,-0.1264,6,-1.5964
ENSG00000157388,CACNA1D,0,-5.6930,16,0.53450,8,-0.7434,16,0.42395,11,-0.2085,10,-0.3132
ENSG00000016391,CHDH,23,0.54549,11,-0.8732,15,-0.1265,6,-1.6577,69,2.55823,13,-0.3223
ENSG00000113812,ACTR8,7,-0.1931,10,0.47949,8,-0.0811,6,-0.4790,12,0.48068,5,-0.7722
ENSG00000113811,SELENOK,166,0.47091,107,-0.3205,124,-0.0048,109,-0.2517,180,0.60222,140,0.19005
ENSG00000157445,CACNA2D3,4,-3.1990,38,0.03651,98,1.64543,43,0.27965,12,-1.6856,15,-1.3221
ENSG00000187672,ERC2,42,-0.9967,68,-0.3404,121,0.67725,106,0.60056,73,-0.1401,51,-0.7060
ENSG00000180376,CCDC66,38,1.57741,12,-0.4366,14,-0.0383,10,-0.6317,19,0.39681,12,-0.3371
ENSG00000163946,TASOR,40,0.86150,18,-0.5777,43,0.98204,24,0.05269,23,-0.0003,8,-1.5279
ENSG00000163947,ARHGEF3,10,-2.2038,50,0.24676,21,-1.1526,73,1.05279,18,-1.3749,28,-0.7270
ENSG00000157500,APPL1,40,-0.5069,52,-0.1275,76,0.50278,66,0.34610,47,-0.2541,40,-0.4880
ENSG00000174840,PDE12,20,-0.1394,19,-0.2904,36,0.81682,24,0.14936,25,0.23856,12,-0.9476
ENSG00000168374,ARF4,67,-0.2304,77,-0.0167,93,0.28159,88,0.24626,71,-0.1332,52,-0.6296
ENSG00000174839,DENND6A,14,0.52418,9,-0.1194,11,0.15399,11,0.12948,10,-0.0273,5,-0.9501
ENSG00000163681,SLMAP,38,0.25832,28,-0.2678,29,-0.1242,37,0.27969,30,-0.1016,31,-0.0298
ENSG00000163686,ABHD6,59,0.77568,27,-0.6451,43,0.25044,50,0.63254,20,-0.9346,25,-0.5834
ENSG00000163684,RPP14,8,-1.1544,19,0.18752,22,0.39641,21,0.40988,10,-0.7915,11,-0.6651
ENSG00000168297,PXK,283,3.26040,17,-2.0303,57,0.13764,36,-0.6883,44,-0.2560,13,-2.1002
ENSG00000168291,PDHB,75,-0.4794,109,0.14286,111,0.13030,124,0.39461,74,-0.5142,58,-0.8679
ENSG00000168301,KCTD6,19,-0.6952,34,0.25117,29,-0.0989,33,0.14516,25,-0.3149,28,-0.1231
ENSG00000168309,FAM107A,735,1.02762,381,-0.0793,311,-0.3739,175,-1.4419,663,0.85017,582,0.62968
ENSG00000189283,FHIT,10,0.17292,7,-0.6195,12,0.41875,10,0.28241,13,0.56412,7,-0.4628
ENSG00000144724,PTPRG,9,-1.4348,27,0.21676,19,-0.4314,23,-0.1888,46,1.00335,22,-0.1688
ENSG00000114405,C3orf14,32,-1.5829,97,0.12295,101,0.15176,112,0.41809,75,-0.3027,76,-0.2955
ENSG00000153266,FEZF2,9,-1.6955,8,-2.3118,89,1.88199,57,1.50656,15,-1.0035,11,-1.4994
ENSG00000163618,CADPS,7,-4.4040,126,-0.2333,271,1.09582,207,0.85118,51,-1.5419,85,-0.7700
ENSG00000163630,SYNPR,5,-5.3249,255,0.54970,527,1.61881,134,-0.7685,129,-0.7120,155,-0.4291
ENSG00000163634,THOC7,48,-1.2293,117,0.21796,97,-0.1475,127,0.36342,78,-0.4930,100,-0.1015
ENSG00000163636,PSMD6,45,-0.3859,59,0.03753,79,0.48577,67,0.29814,47,-0.3294,30,-1.0163
ENSG00000163637,PRICKLE2,11,-2.4900,57,-0.0990,103,0.88685,73,0.39256,61,0.01742,37,-0.7327
ENSG00000151276,MAGI1,30,-0.9633,81,0.90530,41,-0.5152,52,-0.1716,32,-0.8977,43,-0.4514
ENSG00000144741,SLC25A26,31,-0.1388,29,-0.3222,43,0.37423,43,0.47768,23,-0.6156,31,-0.1248
ENSG00000144749,LRIG1,66,0.16606,30,-1.3434,60,0.01274,29,-1.3020,283,2.89506,43,-0.5218
ENSG00000172340,SUCLG2,18,0.42547,7,-1.2656,26,0.97763,7,-1.3014,47,2.08613,15,0.06896
ENSG00000183662,TAFA1,1,-4.3436,47,0.96376,0,-7.1977,47,0.77223,10,-1.7680,17,-0.9753
ENSG00000144747,TMF1,48,0.61371,32,-0.0259,29,-0.1744,35,0.12570,30,-0.1037,18,-0.8985
ENSG00000144744,UBA3,50,0.08479,51,0.15748,50,0.10087,46,-0.0515,50,0.07756,29,-0.7302
ENSG00000144746,ARL6IP5,193,-0.2850,272,0.38554,275,0.27936,244,0.11088,124,-0.9577,130,-0.8869
ENSG00000114541,FRMD4B,114,5.36334,1,-3.6382,7,-0.8064,2,-2.8807,5,-1.3233,1,-3.2209
ENSG00000114861,FOXP1,51,-0.7959,95,0.23602,40,-1.1661,117,0.65639,53,-0.7547,69,-0.3408
ENSG00000163412,EIF4E3,17,-1.6072,54,0.19283,67,0.48597,57,0.28777,32,-0.6776,42,-0.2530
ENSG00000170837,GPR27,12,-1.3756,30,0.01651,50,0.83180,35,0.29270,20,-0.6456,23,-0.3952
ENSG00000163602,RYBP,71,0.68213,44,-0.1382,69,0.61723,52,0.20049,26,-0.9140,18,-1.4444
ENSG00000163605,PPP4R2,85,1.01195,42,-0.1951,32,-0.5338,52,0.24824,36,-0.3822,28,-0.7749
ENSG00000121440,PDZRN3,2,-3.0996,27,0.60931,3,-2.8373,24,0.32233,30,0.60631,13,-0.7102
ENSG00000113805,CNTN3,2,-3.5776,31,0.80781,4,-2.5065,33,0.76652,8,-1.5131,12,-0.8960
ENSG00000185008,ROBO2,9,-2.3238,31,-0.7443,93,1.19593,66,0.83132,35,-0.3879,34,-0.4438
ENSG00000169855,ROBO1,21,0.05748,19,-0.1220,61,1.84806,8,-1.5117,24,0.24819,17,-0.3161
ENSG00000114480,GBE1,6,-0.5222,10,0.29427,11,0.42059,9,-0.0092,8,-0.1790,5,-0.8599
ENSG00000175161,CADM2,166,-0.7581,286,0.12901,231,-0.2430,361,0.61030,206,-0.4252,143,-0.9776
ENSG00000083937,CHMP2B,75,0.57759,50,-0.1006,84,0.75734,49,-0.1288,49,-0.1064,21,-1.3588
ENSG00000163320,CGGBP1,55,-0.2475,64,0.00011,86,0.48051,70,0.19347,46,-0.5165,50,-0.3931
ENSG00000175105,ZNF654,11,-0.0190,11,-0.0880,11,0.01918,15,0.59580,5,-1.1451,8,-0.5594
ENSG00000179021,C3orf38,12,0.36414,12,0.54479,5,-0.9273,10,0.12056,6,-0.5885,3,-1.7222
ENSG00000269028,MTRNR2L12,2582,0.58106,1675,-0.1636,1017,-0.8878,944,-1.1699,2920,0.78713,3785,1.23713
ENSG00000261292,AC110491.1,2,-2.2557,23,2.74795,0,-7.5695,2,-2.2875,3,-1.7174,10,-0.1101
ENSG00000113966,ARL6,3,-2.7270,35,1.04632,14,-0.7097,22,-0.1320,11,-1.0947,22,-0.0786
ENSG00000170854,RIOX2,18,0.02034,16,-0.1350,23,0.43244,19,0.21036,14,-0.3036,13,-0.4274
ENSG00000080822,CLDND1,1444,3.90087,57,-2.4513,260,0.27716,107,-1.2832,107,-1.0937,48,-2.2886
ENSG00000080819,CPOX,46,1.51578,11,-1.0269,33,0.91422,20,0.16040,12,-0.6889,9,-1.0419
ENSG00000064225,ST3GAL6,18,0.34141,13,-0.2975,23,0.73323,18,0.34972,9,-0.6999,7,-1.0427
ENSG00000057019,DCBLD2,6,-0.5299,14,1.13776,2,-1.8237,7,-0.3528,2,-1.8999,9,0.11421
ENSG00000184220,CMSS1,47,-0.6904,87,0.39301,92,0.35352,71,-0.0673,60,-0.3306,51,-0.5864
ENSG00000036054,TBC1D23,29,0.68683,17,-0.2714,21,0.20865,21,0.24000,14,-0.4363,12,-0.6299
ENSG00000114021,NIT2,12,-1.2633,26,-0.2162,52,0.96769,36,0.44895,17,-0.8345,24,-0.3015
ENSG00000154174,TOMM70,25,-1.7031,72,-0.1800,107,0.49276,116,0.83943,45,-0.8503,49,-0.7138
ENSG00000206535,LNP1,3,-2.2415,15,0.06374,16,0.11233,16,0.11244,17,0.18382,19,0.41102
ENSG00000114354,TFG,63,-0.1454,72,0.10798,97,0.55714,70,0.01920,67,-0.0449,33,-1.1209
ENSG00000138468,SENP7,21,0.87974,9,-0.5146,20,0.78819,12,0.03396,8,-0.5699,9,-0.3858
ENSG00000174173,TRMT10C,14,-1.5481,43,0.25767,45,0.24530,45,0.32349,34,-0.1973,23,-0.7677
ENSG00000081154,PCNP,153,-0.0754,175,0.19533,165,0.04277,159,-0.0287,149,-0.1156,126,-0.3850
ENSG00000066422,ZBTB11,25,-0.6074,41,0.21517,48,0.39049,39,0.09776,31,-0.3047,25,-0.5863
ENSG00000114391,RPL24,1217,0.85215,629,-0.3042,660,-0.1434,620,-0.2966,845,0.24813,856,0.27058
ENSG00000182504,CEP97,30,0.85249,14,-0.4405,20,0.22161,19,0.09306,23,0.42476,8,-1.1800
ENSG00000144815,NXPE3,104,2.01960,23,-0.7006,38,0.23068,33,0.00749,15,-1.1444,10,-1.7275
ENSG00000170017,ALCAM,196,1.35432,71,-0.4322,170,1.10240,63,-0.6131,72,-0.2963,48,-0.9282
ENSG00000242759,LINC00882,25,0.77568,13,-0.3597,13,-0.3082,17,0.14835,15,-0.0625,15,-0.0158
ENSG00000114439,BBX,166,2.56371,21,-1.2793,39,-0.0355,27,-0.7364,48,0.29270,25,-0.7494
ENSG00000196776,CD47,99,-0.4976,150,0.21417,163,0.27885,169,0.43473,72,-0.9936,64,-1.1600
ENSG00000114446,IFT57,19,-1.5093,59,0.28671,58,0.18335,63,0.39485,31,-0.7662,38,-0.4642
ENSG00000198919,DZIP3,47,-0.8294,85,0.15567,66,-0.3014,104,0.55213,55,-0.5655,57,-0.5328
ENSG00000177707,NECTIN3,7,-1.5057,34,1.76734,4,-2.0653,12,-0.7283,6,-1.5360,13,-0.5420
ENSG00000240891,PLCXD2,5,-1.9558,10,-1.3104,64,1.94522,31,0.87220,18,-0.2069,5,-2.0978
ENSG00000144827,ABHD10,28,-0.8003,48,0.02742,68,0.56126,59,0.45131,29,-0.7439,28,-0.8152
ENSG00000144834,TAGLN3,59,-3.1854,492,-0.0211,659,0.45672,719,0.79924,247,-1.0752,371,-0.4545
ENSG00000091972,CD200,33,-1.6641,97,-0.0509,122,0.33153,145,0.83627,57,-0.8354,52,-0.9869
ENSG00000144848,ATG3,118,1.10927,49,-0.4291,87,0.59714,54,-0.2023,54,-0.1828,44,-0.4911
ENSG00000138459,SLC35A5,65,0.95946,32,-0.2343,52,0.57918,34,-0.1180,28,-0.4231,21,-0.8067
ENSG00000163607,GTPBP8,8,-0.0991,7,-0.5085,16,0.91249,12,0.56493,7,-0.4027,4,-1.1714
ENSG00000163608,NEPRO,23,0.01948,26,0.26117,21,-0.1609,26,0.25328,15,-0.5877,12,-0.9843
ENSG00000206530,CFAP44,1,-2.5613,13,1.08836,0,-6.2708,8,-0.1530,5,-0.6299,11,0.45577
ENSG00000072858,SIDT1,2,-2.6123,18,0.22563,13,-0.3211,26,1.06926,2,-2.6534,9,-0.8302
ENSG00000176542,USF3,12,-0.3864,14,-0.2810,19,0.31509,18,0.22533,24,0.64748,10,-0.6936
ENSG00000121579,NAA50,30,-0.5796,38,-0.3096,81,0.97631,49,0.19126,48,0.12333,29,-0.6656
ENSG00000114573,ATP6V1A,62,-2.4459,274,-0.2997,381,0.30941,533,1.19584,162,-1.0201,157,-1.0657
ENSG00000184307,ZDHHC23,1,-3.6370,16,-0.7144,10,-1.1857,47,1.87323,7,-1.6819,20,-0.1504
ENSG00000181722,ZBTB20,128,2.81932,9,-2.1089,31,0.18731,5,-2.6659,84,1.90945,11,-1.3337
ENSG00000172020,GAP43,119,-3.0095,978,0.24192,650,-0.4776,1254,0.75697,424,-1.1293,833,-0.0903
ENSG00000185565,LSAMP,91,-0.7284,115,-0.5037,128,-0.1989,190,0.55497,223,0.68677,131,-0.1662
ENSG00000144847,IGSF11,22,0.93125,12,0.01822,8,-0.6309,4,-1.7349,35,1.79142,7,-0.8023
ENSG00000113845,TIMMDC1,73,0.52972,47,-0.2280,69,0.43929,49,-0.1075,55,0.07712,42,-0.3463
ENSG00000138495,COX17,158,0.04282,164,0.14544,212,0.51573,128,-0.3514,147,-0.0732,136,-0.1957
ENSG00000082701,GSK3B,25,-1.6449,77,0.09738,85,0.22698,99,0.63181,36,-1.0738,58,-0.3666
ENSG00000163428,LRRC58,72,1.38955,26,-0.3866,34,0.13798,27,-0.2613,35,0.16024,17,-0.9167
ENSG00000163430,FSTL1,7,-0.6675,5,-1.2423,17,0.76003,5,-1.2940,51,2.85382,6,-0.9511
ENSG00000065518,NDUFB4,270,-0.4639,419,0.34242,271,-0.4552,345,-0.0995,397,0.14512,341,-0.0975
ENSG00000144840,RABL3,29,0.36989,20,-0.3022,13,-0.8701,25,0.21314,35,0.70987,18,-0.3348
ENSG00000145087,STXBP5L,2,-4.7161,54,0.02237,42,-0.3893,86,1.04396,34,-0.7145,38,-0.5351
ENSG00000173230,GOLGB1,89,0.35359,55,-0.5474,56,-0.3889,93,0.53556,85,0.27275,59,-0.3082
ENSG00000173226,IQCB1,7,-1.0480,13,-0.2124,28,1.10564,16,0.31098,11,-0.3665,9,-0.7259
ENSG00000163406,SLC15A2,6,-1.6917,12,-0.8348,22,0.25732,7,-1.6159,82,2.71037,24,0.39168
ENSG00000160124,CCDC58,14,0.39566,10,-0.1718,20,0.99126,8,-0.4575,10,-0.0328,9,-0.2449
ENSG00000114023,FAM162A,71,-0.8169,129,0.14132,155,0.39784,134,0.21336,108,-0.1819,79,-0.6671
ENSG00000114030,KPNA1,50,-0.1804,60,0.14352,43,-0.4104,66,0.31197,57,0.01450,32,-0.8491
ENSG00000138463,SLC49A4,16,0.56217,9,-0.4733,9,-0.3539,8,-0.5997,29,1.51149,11,-0.0700
ENSG00000273033,LINC02035,2,-2.0274,8,-0.0406,10,0.32246,10,0.38553,4,-0.8632,11,0.53886
ENSG00000082684,SEMA5B,3,-1.6147,11,0.23144,14,0.63775,10,0.07693,9,-0.1541,7,-0.4928
ENSG00000121542,SEC22A,8,-0.3887,11,0.20640,6,-0.8701,13,0.43476,10,-0.0310,6,-0.8003
ENSG00000173175,ADCY5,43,0.30642,27,-0.5894,66,1.01068,38,0.16576,22,-0.7114,36,0.04200
ENSG00000206527,HACD2,65,0.67020,39,-0.2029,47,0.13956,47,0.19016,33,-0.3955,29,-0.6108
ENSG00000065534,MYLK,103,1.90270,26,-0.5794,22,-0.6921,22,-0.8303,72,1.23512,10,-1.7840
ENSG00000175455,CCDC14,13,0.45626,7,-0.7087,3,-1.4421,13,0.69235,11,0.26017,11,0.16042
ENSG00000160145,KALRN,7,-4.1366,146,0.51254,80,-0.6016,165,0.71639,49,-1.3356,83,-0.5466
ENSG00000114491,UMPS,10,0.30731,8,-0.1675,7,-0.3213,10,0.31159,8,-0.0123,6,-0.3926
ENSG00000082781,ITGB5,30,0.77736,13,-0.6684,7,-1.4184,9,-1.1963,66,2.23076,19,0.03757
ENSG00000173706,HEG1,22,1.45486,5,-1.0415,13,0.54726,2,-2.4996,32,2.16855,7,-0.4606
ENSG00000163848,ZNF148,36,-0.1371,39,-0.0373,41,0.05362,47,0.36697,37,-0.1096,23,-0.8043
ENSG00000114520,SNX4,27,-0.1367,29,-0.0462,38,0.38644,34,0.24709,29,-0.0349,15,-0.9924
ENSG00000144909,OSBPL11,15,0.71334,9,-0.0819,11,0.23824,10,0.00400,5,-0.8826,8,-0.2352
ENSG00000114544,SLC41A3,20,-1.9587,86,0.33015,102,0.50410,85,0.26261,44,-0.8145,56,-0.4417
ENSG00000144908,ALDH1L1,30,-0.2283,30,-0.2997,40,0.20786,15,-1.4634,106,1.90277,42,0.28944
ENSG00000159685,CHCHD6,25,-1.8870,100,0.32836,101,0.23945,97,0.21465,62,-0.5315,79,-0.1548
ENSG00000114554,PLXNA1,7,-2.8173,63,0.57547,38,-0.4020,64,0.53071,26,-1.0151,31,-0.7203
ENSG00000163870,TPRA1,18,0.07844,15,-0.3174,16,-0.1581,20,0.21464,24,0.47274,16,-0.1478
ENSG00000114631,PODXL2,44,-1.5077,93,-0.5056,258,1.31346,131,0.22654,132,0.19070,94,-0.3533
ENSG00000114626,ABTB1,23,-1.1841,58,0.28623,34,-0.6161,69,0.64153,19,-1.4943,46,-0.1519
ENSG00000074416,MGLL,70,-1.1404,121,-0.4326,170,0.22693,175,0.34558,227,0.69853,149,0.01970
ENSG00000058262,SEC61A1,69,0.77152,38,-0.2538,55,0.38370,33,-0.4693,66,0.68419,30,-0.5669
ENSG00000175792,RUVBL1,14,0.04782,13,-0.0922,22,0.78440,15,0.17517,10,-0.5242,7,-0.9897
ENSG00000132394,EEFSEC,12,-0.0581,14,0.24288,10,-0.3499,13,0.09870,13,0.06109,7,-0.7747
ENSG00000163902,RPN1,152,0.32454,123,-0.0132,116,-0.1058,137,0.20182,120,-0.0454,71,-0.8521
ENSG00000075785,RAB7A,177,0.13128,149,-0.1968,152,-0.1107,190,0.30481,181,0.16301,119,-0.4877
ENSG00000177646,ACAD9,13,-0.9484,24,-0.0805,44,0.91036,30,0.34689,19,-0.4177,13,-0.9523
ENSG00000240682,ISY1,18,0.05717,12,-0.6866,21,0.28444,22,0.50479,19,0.16221,17,-0.0650
ENSG00000273437,AC108673.3,8,-0.2678,11,0.15310,8,-0.3203,11,0.27651,9,-0.2273,7,-0.4191
ENSG00000169714,CNBP,172,0.23708,154,0.08895,138,-0.1205,133,-0.2162,180,0.30355,128,-0.2330
ENSG00000181789,COPG1,19,-1.9331,76,0.27985,61,-0.1516,90,0.61494,34,-1.0312,52,-0.3910
ENSG00000183624,HMCES,19,-0.7882,37,0.33809,20,-0.7486,38,0.32024,21,-0.6584,33,0.00549
ENSG00000184897,H1FX,83,-1.1949,184,0.03745,284,0.73001,183,0.01989,191,0.08168,149,-0.3016
ENSG00000129071,MBD4,33,0.38311,25,-0.0853,39,0.66558,29,0.18458,15,-0.7878,12,-1.1163
ENSG00000163913,IFT122,8,-1.6789,29,0.31320,18,-0.4914,33,0.54811,16,-0.7192,21,-0.2673
ENSG00000004399,PLXND1,21,-0.3013,33,0.66451,16,-0.6511,23,-0.1712,19,-0.4504,20,-0.3708
ENSG00000172765,TMCC1,32,0.19536,29,0.03364,50,0.93081,23,-0.3934,31,0.11280,15,-0.9742
ENSG00000271270,TMCC1-AS1,3,-1.8291,14,0.68520,7,-0.5004,12,0.36087,6,-0.8324,5,-0.9399
ENSG00000196455,PIK3R4,19,-0.3156,21,-0.2970,29,0.30324,36,0.86522,14,-0.8464,10,-1.2709
ENSG00000017260,ATP2C1,66,-0.6282,86,-0.3233,169,0.86261,123,0.43619,89,-0.1767,59,-0.8092
ENSG00000114670,NEK11,13,0.03383,10,-0.3889,7,-0.8304,19,0.85873,13,0.03733,7,-0.8594
ENSG00000198585,NUDT16,56,0.31202,44,-0.0740,26,-0.8744,56,0.40278,31,-0.6136,47,0.03959
ENSG00000114686,MRPL3,40,-0.4447,59,0.26731,34,-0.6783,70,0.59517,27,-1.0134,33,-0.7420
ENSG00000196353,CPNE4,6,-3.0553,37,-0.4567,27,-0.8435,98,1.84580,9,-2.4037,24,-0.9654
ENSG00000138246,DNAJC13,25,-0.1283,27,-0.0335,39,0.53870,30,0.16227,19,-0.5552,22,-0.3714
ENSG00000081307,UBA5,21,-0.8876,38,0.06277,45,0.29939,47,0.47423,24,-0.6671,26,-0.5576
ENSG00000144868,TMEM108,4,-2.6015,26,0.14240,38,0.71348,26,0.11143,28,0.22603,17,-0.5698
ENSG00000091527,CDV3,69,0.10519,59,-0.2143,65,0.00458,75,0.29996,64,-0.0118,54,-0.2894
ENSG00000163781,TOPBP1,11,-1.0574,24,0.20878,15,-0.5920,26,0.38529,25,0.20800,15,-0.6000
ENSG00000091513,TF,1945,5.74446,5,-5.9460,200,-0.0761,31,-3.1139,39,-2.5376,6,-5.0868
ENSG00000144867,SRPRB,21,-1.1316,48,0.17144,41,-0.1232,49,0.19319,56,0.36339,32,-0.4859
ENSG00000154917,RAB6B,64,-2.8471,480,0.29184,360,-0.2606,573,0.63499,251,-0.8120,353,-0.2874
ENSG00000163785,RYK,19,1.08568,10,-0.0435,7,-0.4915,9,-0.1855,5,-0.8634,11,0.17994
ENSG00000114019,AMOTL2,171,2.62787,20,-1.3951,45,0.15966,35,-0.3006,31,-0.4299,16,-1.3983
ENSG00000129055,ANAPC13,54,-0.2996,69,0.12615,58,-0.2012,76,0.29901,52,-0.3559,52,-0.3542
ENSG00000182923,CEP63,32,0.45873,21,-0.3100,22,-0.1443,32,0.55148,13,-0.9700,21,-0.2522
ENSG00000154928,EPHB1,3,-2.0795,16,0.30004,20,0.53533,8,-0.9908,35,1.54902,8,-0.8604
ENSG00000174579,MSL2,15,0.14330,11,-0.3530,16,0.27002,16,0.28791,17,0.39833,8,-0.8278
ENSG00000114054,PCCB,61,1.02352,28,-0.3201,28,-0.2327,34,0.04704,39,0.26779,19,-0.8684
ENSG00000118007,STAG1,23,1.28500,9,-0.2726,14,0.47282,7,-0.6333,14,0.39566,6,-0.9224
ENSG00000168917,SLC35G2,10,-1.2248,24,0.21818,19,-0.2105,23,0.08741,38,0.85741,10,-1.1958
ENSG00000158092,NCK1,19,0.17206,17,0.04712,21,0.33385,15,-0.2348,22,0.39988,10,-0.7165
ENSG00000114098,ARMC8,27,-0.7918,51,0.33490,29,-0.6815,59,0.58330,20,-1.1854,32,-0.5010
ENSG00000158186,MRAS,31,-1.7127,115,0.39024,57,-0.8259,114,0.32568,99,0.01966,83,-0.2610
ENSG00000114107,CEP70,15,0.05178,10,-0.7159,33,1.32927,16,0.16652,14,-0.1034,11,-0.5057
ENSG00000158234,FAIM,20,0.93201,11,-0.0135,15,0.46334,9,-0.4747,10,-0.1682,8,-0.5746
ENSG00000051382,PIK3CB,25,-1.2442,45,-0.4853,115,1.18415,77,0.66830,41,-0.5037,28,-1.0794
ENSG00000175110,MRPS22,33,-0.1160,38,0.17449,41,0.24789,37,0.12429,23,-0.6573,26,-0.4650
ENSG00000184432,COPB2,43,0.08526,42,0.06357,44,0.10716,44,0.14298,46,0.18496,17,-1.3376
ENSG00000114115,RBP1,53,0.56266,33,-0.2661,30,-0.3558,21,-1.0404,91,1.50328,42,0.17814
ENSG00000158258,CLSTN2,17,-2.9008,37,-2.1291,181,0.71137,291,2.47847,41,-1.5944,28,-2.1429
ENSG00000114120,SLC25A36,38,-0.6632,56,-0.1122,91,0.70310,69,0.31808,56,-0.0787,32,-0.9349
ENSG00000155893,PXYLP1,5,-1.8022,19,0.38069,23,0.55876,17,0.16316,11,-0.5964,10,-0.6637
ENSG00000177311,ZBTB38,45,-0.2294,49,-0.1334,57,0.13224,60,0.26171,58,0.14545,41,-0.4015
ENSG00000155903,RASA2,7,-0.9217,10,-0.5915,23,0.78388,21,0.88710,9,-0.6944,9,-0.6399
ENSG00000114125,RNF7,67,-0.4650,97,0.16592,107,0.27733,91,0.01600,93,0.04442,64,-0.5176
ENSG00000069849,ATP1B3,32,-1.5292,87,-0.0186,107,0.33149,119,0.65542,54,-0.7409,64,-0.4937
ENSG00000114126,TFDP2,27,0.22167,26,0.25193,16,-0.5594,19,-0.4425,33,0.55323,21,-0.1460
ENSG00000175066,GK5,9,-0.0511,11,0.33960,8,-0.2562,9,-0.1166,6,-0.6851,10,0.14452
ENSG00000114127,XRN1,20,0.74210,10,-0.4270,17,0.52844,10,-0.3221,17,0.49479,11,-0.2381
ENSG00000175054,ATR,7,-1.1163,16,0.15219,13,-0.1279,19,0.52710,15,-0.0116,7,-1.1671
ENSG00000144935,TRPC1,18,-0.4081,26,0.13940,17,-0.5530,32,0.60338,15,-0.7616,16,-0.6174
ENSG00000163714,U2SURP,75,0.28667,55,-0.3058,76,0.30083,75,0.35645,68,0.11660,30,-1.1442
ENSG00000175040,CHST2,9,-2.2984,46,0.25344,46,0.17524,52,0.46758,27,-0.6318,32,-0.3803
ENSG00000181744,DIPK2A,51,1.61486,16,-0.4157,17,-0.2534,20,0.07072,15,-0.4123,7,-1.4297
ENSG00000152952,PLOD2,13,0.37548,8,-0.3701,13,0.47187,8,-0.3979,22,1.26573,4,-1.2111
ENSG00000114698,PLSCR4,15,-0.2187,8,-1.4598,17,0.01240,12,-0.6015,74,2.64834,14,-0.3292
ENSG00000152977,ZIC1,22,1.41593,3,-1.8755,12,0.43287,3,-1.7482,36,2.35109,10,0.11035
ENSG00000239922,AC092958.1,124,5.66115,0,-6.8699,4,-1.6495,4,-1.8552,4,-1.7295,0,-4.0318
ENSG00000163754,GYG1,27,-0.3847,25,-0.6892,57,0.78021,41,0.33652,51,0.59903,26,-0.4606
ENSG00000071794,HLTF,22,-0.4222,29,-0.0341,47,0.75865,28,-0.0812,37,0.36599,16,-0.8721
ENSG00000163755,HPS3,13,0.19403,11,-0.0336,14,0.36488,13,0.20989,11,-0.0651,4,-1.4529
ENSG00000114744,COMMD2,33,0.70725,12,-1.0603,27,0.35856,27,0.46321,28,0.43088,17,-0.3804
ENSG00000082996,RNF13,240,2.20723,39,-1.1226,81,0.26767,63,-0.1669,65,-0.0960,24,-1.5586
ENSG00000070087,PFN2,146,-1.6566,444,0.06672,405,-0.0995,587,0.65485,329,-0.4222,326,-0.4364
ENSG00000196428,TSC22D2,20,-1.0115,44,0.23548,34,-0.2148,52,0.57330,22,-0.8974,27,-0.5936
ENSG00000120742,SERP1,98,0.06255,82,-0.3043,95,-0.0012,92,-0.0640,148,0.72217,96,0.02996
ENSG00000144895,EIF2A,31,-0.7725,53,0.02488,85,0.80606,50,-0.0709,51,-0.0238,43,-0.2898
ENSG00000198843,SELENOT,134,-0.0373,150,0.21652,119,-0.2202,141,0.05699,139,0.02645,90,-0.6462
ENSG00000181788,SIAH2,17,-0.7774,38,0.73026,15,-1.0083,32,0.24464,12,-1.2650,20,-0.5652
ENSG00000144893,MED12L,4,-1.9566,21,0.90904,9,-0.6408,16,0.12129,5,-1.6291,12,-0.2825
ENSG00000152601,MBNL1,51,-0.3398,69,0.21732,61,-0.0466,79,0.46698,37,-0.8364,31,-1.0879
ENSG00000181467,RAP2B,16,-0.9266,40,0.81080,7,-2.1212,29,-0.0051,26,-0.1629,23,-0.3458
ENSG00000243069,ARHGEF26-AS1,20,1.24232,6,-0.9538,3,-1.4143,5,-0.9590,28,1.79954,13,0.51177
ENSG00000114790,ARHGEF26,19,0.44634,12,-0.3745,11,-0.3766,4,-2.1867,55,2.32972,15,0.01897
