Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8
ENSG00000006625,GGCT,37,-1.2750,44,-0.9906,72,-0.2441,64,-0.4096,45,-0.9623,177,1.33607,113,0.62210
ENSG00000196295,GARS-DT,14,0.41892,15,0.49302,8,-0.4000,10,-0.1689,11,-0.0095,5,-1.2705,12,0.23397
ENSG00000106105,GARS,51,-0.8733,44,-1.1147,102,0.23137,102,0.24022,68,-0.4372,99,0.18453,122,0.64515
ENSG00000078549,ADCYAP1R1,164,0.90682,157,0.82808,94,-0.0541,76,-0.3821,82,-0.2703,103,0.10779,49,-1.1911
ENSG00000164600,NEUROD6,50,-0.3729,8,-3.1167,18,-1.9639,221,2.41190,152,1.56744,37,-0.8538,11,-2.7726
ENSG00000154678,PDE1C,13,-0.7934,18,-0.2821,24,0.23797,20,-0.1227,15,-0.5469,36,0.89961,22,0.06882
ENSG00000106355,LSM5,80,0.26464,74,0.13147,78,0.21475,43,-0.7285,53,-0.4066,73,0.10676,73,0.12072
ENSG00000105778,AVL9,30,-0.7825,22,-1.2641,30,-0.8004,56,0.19221,90,1.02363,44,-0.1855,63,0.46017
ENSG00000170852,KBTBD2,28,-0.0322,24,-0.2930,35,0.32181,35,0.33336,34,0.28121,26,-0.1431,23,-0.3571
ENSG00000122642,FKBP9,63,0.72627,27,-0.6793,39,-0.0701,42,0.02241,39,-0.0660,57,0.54750,31,-0.5292
ENSG00000122643,NT5C3A,27,0.11338,17,-0.6038,16,-0.7470,19,-0.4832,26,0.02933,40,0.75852,29,0.27341
ENSG00000164610,RP9,16,-0.4638,22,0.08161,23,0.15385,29,0.52306,25,0.24428,19,-0.1925,18,-0.3132
ENSG00000164619,BMPER,15,0.43629,4,-1.4318,3,-2.0341,29,1.66466,29,1.65976,5,-1.2767,3,-2.0268
ENSG00000173852,DPY19L1,37,0.15952,12,-1.6072,10,-1.8799,114,2.36602,68,1.24752,18,-0.9897,4,-3.1688
ENSG00000122557,HERPUD2,26,0.18397,27,0.21200,19,-0.3169,20,-0.2740,17,-0.4738,32,0.53897,23,-0.0411
ENSG00000271122,AC018647.2,16,0.88784,13,0.55206,3,-1.5442,16,0.86246,9,-0.0666,9,-0.1628,5,-1.1363
ENSG00000227544,AC018647.1,53,2.81198,19,0.66487,3,-1.9463,13,0.02295,10,-0.3251,2,-2.7465,1,-3.4887
ENSG00000122545,SEPTIN7,538,0.20462,427,-0.1777,336,-0.5582,549,0.23729,727,0.72519,515,0.13037,357,-0.5288
ENSG00000164542,KIAA0895,11,-0.4289,9,-0.8020,3,-2.3552,25,0.90593,26,0.97765,14,-0.0893,15,0.01595
ENSG00000011426,ANLN,58,2.71836,26,0.99201,8,-0.9749,9,-0.7953,8,-0.9084,6,-1.3293,1,-3.6525
ENSG00000155849,ELMO1,115,-0.5048,96,-0.7859,124,-0.3838,212,0.50833,153,-0.0407,201,0.41127,178,0.24279
ENSG00000086289,EPDR1,75,-1.3193,60,-1.6570,147,-0.2628,202,0.26048,182,0.08821,160,-0.1298,279,1.01612
ENSG00000010270,STARD3NL,48,-0.6201,54,-0.4298,48,-0.6248,64,-0.1625,80,0.21557,92,0.44730,89,0.46953
ENSG00000078053,AMPH,52,-1.3280,63,-1.0180,90,-0.4776,100,-0.3010,162,0.49539,141,0.25759,179,0.81605
ENSG00000006715,VPS41,108,0.34790,53,-0.7987,62,-0.5572,130,0.65743,151,0.92888,67,-0.4368,66,-0.5200
ENSG00000241127,YAE1,18,0.45712,19,0.54865,8,-0.7099,13,0.00512,14,0.02527,7,-0.9788,14,0.09816
ENSG00000006451,RALA,44,0.29843,31,-0.2485,14,-1.4299,41,0.19329,68,1.08073,24,-0.6703,35,-0.0934
ENSG00000065883,CDK13,24,-0.3856,35,0.20306,25,-0.3324,41,0.49040,32,0.05041,19,-0.7438,35,0.24872
ENSG00000168303,MPLKIP,30,0.23232,29,0.18219,21,-0.3141,19,-0.4991,22,-0.2652,26,0.01282,30,0.29140
ENSG00000224116,INHBA-AS1,4,-1.9289,13,-0.1744,23,0.85524,1,-3.6140,2,-2.4661,9,-0.6430,30,1.73265
ENSG00000136197,C7orf25,11,-0.2367,10,-0.3889,12,-0.0277,8,-0.6160,16,0.44538,14,0.15208,14,0.26151
ENSG00000106588,PSMA2,101,-0.1051,102,-0.0934,132,0.34073,69,-0.7102,74,-0.6023,135,0.38260,124,0.28023
ENSG00000106591,MRPL32,29,-0.4340,21,-0.9437,17,-1.2712,42,0.16876,39,0.06926,57,0.68728,49,0.52148
ENSG00000002746,HECW1,15,-0.8712,14,-1.0210,11,-1.2950,33,0.36585,41,0.72132,36,0.50308,31,0.30933
ENSG00000164543,STK17A,13,0.24514,11,-0.1305,8,-0.5570,12,0.06167,3,-1.7201,22,1.07487,11,-0.0105
ENSG00000106603,COA1,52,-0.2792,53,-0.2776,83,0.48274,82,0.46750,39,-0.7427,58,-0.1107,66,0.09390
ENSG00000106605,BLVRA,25,-0.9130,38,-0.2829,37,-0.3128,40,-0.2022,33,-0.4876,103,1.49393,41,-0.1466
ENSG00000062582,MRPS24,176,0.11216,175,0.10411,171,0.06383,129,-0.3954,99,-0.8090,232,0.58607,166,0.02511
ENSG00000106608,URGCP,23,-0.7416,22,-0.8010,33,-0.1386,59,0.85075,30,-0.3054,45,0.35193,39,0.13509
ENSG00000078967,UBE2D4,40,0.30596,34,0.01661,40,0.29122,40,0.30798,33,-0.0240,33,-0.0102,23,-0.6307
ENSG00000136279,DBNL,69,-0.1447,68,-0.1634,90,0.30081,91,0.32423,72,-0.0717,82,0.13884,65,-0.2790
ENSG00000106624,AEBP1,27,1.38704,49,2.70662,2,-2.3717,4,-1.7604,2,-2.6286,12,-0.0737,1,-3.1568
ENSG00000106628,POLD2,61,0.18419,73,0.46614,57,0.06547,51,-0.1205,51,-0.1064,46,-0.2915,50,-0.1772
ENSG00000106636,YKT6,43,-0.4614,48,-0.2724,66,0.23795,56,-0.0396,78,0.52688,59,0.04442,54,-0.1184
ENSG00000058404,CAMK2B,452,-0.2198,259,-1.0957,398,-0.4230,769,0.67605,930,1.01991,183,-1.6210,573,0.20055
ENSG00000015676,NUDCD3,146,-0.2300,105,-0.7570,153,-0.1555,159,-0.0872,196,0.25804,171,0.02766,207,0.41882
ENSG00000136271,DDX56,19,-0.7373,36,0.25698,28,-0.1562,23,-0.4670,41,0.45967,28,-0.1552,36,0.29359
ENSG00000158604,TMED4,100,0.50659,63,-0.2635,58,-0.3905,80,0.13921,63,-0.2512,84,0.20876,72,-0.0633
ENSG00000105953,OGDH,78,-0.1029,67,-0.3581,77,-0.1256,72,-0.2373,97,0.24284,99,0.29398,88,0.11180
ENSG00000122515,ZMIZ2,78,-0.3090,98,0.05319,69,-0.5044,144,0.70959,104,0.16004,78,-0.3086,93,-0.0341
ENSG00000196262,PPIA,1682,-0.3057,1642,-0.3438,2396,0.27728,2334,0.23351,1573,-0.4129,2445,0.31150,2081,0.04845
ENSG00000105968,H2AFV,213,0.53504,148,-0.0818,153,-0.0190,173,0.17905,203,0.45257,103,-0.6603,124,-0.4116
ENSG00000146676,PURB,41,-0.4638,47,-0.2249,58,0.10024,51,-0.1122,66,0.32164,51,-0.0856,60,0.20480
ENSG00000232956,SNHG15,35,-0.1657,43,0.17221,37,-0.0537,40,0.06171,27,-0.5916,47,0.33033,40,0.06686
ENSG00000136280,CCM2,99,0.20318,82,-0.1078,103,0.25759,108,0.33465,82,-0.1067,90,0.03359,70,-0.4286
ENSG00000136274,NACAD,55,0.36883,35,-0.3486,22,-1.1144,56,0.41322,56,0.38865,33,-0.4728,48,0.15569
ENSG00000136270,TBRG4,24,-0.2835,23,-0.3586,15,-1.0372,18,-0.7238,35,0.35760,50,0.96688,32,0.20105
ENSG00000164742,ADCY1,157,-0.3868,154,-0.4197,187,-0.1073,204,0.03909,249,0.37199,109,-0.9602,268,0.59901
ENSG00000146674,IGFBP3,38,0.73072,47,1.11949,10,-1.4288,39,0.80860,29,0.27294,11,-1.2388,11,-1.3352
ENSG00000136205,TNS3,95,0.77455,94,0.75649,69,0.21986,66,0.16661,41,-0.6254,50,-0.3033,33,-1.0356
ENSG00000136273,HUS1,16,0.25550,7,-1.0785,7,-1.0093,11,-0.2881,9,-0.5415,15,0.19388,21,0.94037
ENSG00000183696,UPP1,21,0.10194,22,0.15847,11,-0.9724,23,0.22934,20,-0.0301,24,0.30405,20,-0.0342
ENSG00000188730,VWC2,9,-1.1965,19,-0.1212,32,0.80156,9,-1.2607,16,-0.3936,44,1.39341,16,-0.4271
ENSG00000106070,GRB10,27,-0.4947,30,-0.3255,52,0.59399,22,-0.7932,34,-0.1011,41,0.20950,43,0.31261
ENSG00000106078,COBL,65,-0.2224,91,0.34598,59,-0.3652,75,0.02039,70,-0.0802,56,-0.4597,88,0.34683
ENSG00000170419,VSTM2A,40,-1.7964,93,-0.5170,116,-0.1582,42,-1.7176,56,-1.2959,226,0.97744,226,1.23762
ENSG00000132432,SEC61G,276,-0.3877,318,-0.1609,463,0.46473,305,-0.2321,215,-0.7856,453,0.42783,390,0.20390
ENSG00000146648,EGFR,53,2.12057,22,0.42678,9,-0.8983,11,-0.6990,7,-1.3066,19,0.17160,7,-1.4247
ENSG00000132434,LANCL2,72,-0.5864,63,-0.7773,89,-0.2405,70,-0.6170,107,0.05429,114,0.15934,156,0.85628
ENSG00000154978,VOPP1,83,-0.2378,75,-0.3970,71,-0.4864,53,-0.9468,133,0.54597,72,-0.4573,141,0.79063
ENSG00000146729,NIPSNAP2,114,0.46887,86,0.00025,63,-0.4969,74,-0.2340,84,-0.0306,101,0.27624,82,-0.0820
ENSG00000239789,MRPS17,31,-0.9562,54,-0.0619,49,-0.2101,50,-0.1774,53,-0.0818,69,0.34263,71,0.47539
ENSG00000146733,PSPH,27,0.32384,18,-0.3216,29,0.47011,29,0.47072,13,-0.7928,19,-0.2640,21,-0.1356
ENSG00000146731,CCT6A,68,-0.6918,70,-0.6448,93,-0.1906,117,0.18242,133,0.39522,124,0.27179,117,0.21535
ENSG00000129103,SUMF2,44,0.21525,30,-0.4013,22,-0.8836,66,0.93654,44,0.22224,41,0.10654,30,-0.4384
ENSG00000164776,PHKG1,16,0.90780,11,0.19130,2,-2.3499,3,-1.4723,5,-0.8074,22,1.46653,8,-0.2949
ENSG00000106153,CHCHD2,803,0.15670,789,0.12626,787,0.12318,591,-0.3444,487,-0.6533,842,0.23467,774,0.11163
ENSG00000185290,NUPR2,15,-0.5166,16,-0.3962,29,0.56151,12,-0.8526,13,-0.7085,38,1.03943,21,0.04946
ENSG00000214652,ZNF727,17,0.93339,7,-0.4928,16,0.84988,8,-0.2692,10,-0.0510,3,-1.7742,9,-0.2284
ENSG00000234444,ZNF736,9,-0.2455,8,-0.3760,10,-0.1351,8,-0.3667,12,0.24144,10,-0.0348,13,0.44130
ENSG00000173041,ZNF680,22,1.03811,15,0.35616,15,0.33616,11,-0.1517,8,-0.5505,10,-0.3414,8,-0.7896
ENSG00000197008,ZNF138,8,-0.3916,22,1.29176,6,-0.9574,13,0.29361,8,-0.3854,8,-0.3811,10,-0.1769
ENSG00000198039,ZNF273,8,-1.1401,13,-0.4115,10,-0.7607,11,-0.7490,16,-0.1067,19,0.14465,30,1.19323
ENSG00000196715,VKORC1L1,56,-0.1322,37,-0.7834,44,-0.5310,48,-0.3726,73,0.30749,76,0.37238,76,0.44681
ENSG00000169919,GUSB,19,0.71298,11,-0.2290,6,-1.1106,12,-0.0614,13,0.07930,13,0.05903,13,0.06449
ENSG00000126522,ASL,20,-0.0900,11,-0.9509,15,-0.5704,19,-0.1825,27,0.44229,33,0.75735,22,0.04753
ENSG00000241258,CRCP,13,-0.3518,16,-0.0196,11,-0.6050,23,0.53266,27,0.81387,13,-0.3797,14,-0.2491
ENSG00000169902,TPST1,13,-1.0733,18,-0.6142,29,0.14768,25,-0.1094,33,0.31693,26,-0.0636,35,0.53824
ENSG00000237310,AC008267.5,36,0.28242,29,-0.0936,29,-0.0646,30,-0.0284,17,-0.9222,29,-0.0508,36,0.35957
ENSG00000243335,KCTD7,12,-0.1070,13,0.00442,9,-0.6047,16,0.29952,20,0.73763,7,-0.8729,13,0.05650
ENSG00000154710,RABGEF1,29,-0.3930,22,-0.8002,36,-0.0211,48,0.43512,39,0.09483,35,-0.0669,43,0.28196
ENSG00000272831,AC027644.3,38,0.55958,32,0.25808,22,-0.3076,48,0.96800,18,-0.6377,35,0.40382,12,-1.3559
ENSG00000106609,TMEM248,87,-0.2415,85,-0.2830,69,-0.6048,88,-0.2198,153,0.70745,104,0.04720,111,0.18072
ENSG00000126524,SBDS,144,-0.0318,159,0.13374,152,0.05789,141,-0.0636,116,-0.3810,176,0.30247,143,-0.0500
ENSG00000158321,AUTS2,43,-0.6382,53,-0.3153,63,-0.0237,49,-0.4377,80,0.37481,51,-0.3810,87,0.62280
ENSG00000185274,GALNT17,53,-1.3352,62,-1.0888,77,-0.7568,179,0.62463,243,1.18154,113,-0.1438,132,0.11915
ENSG00000183166,CALN1,38,-0.3484,39,-0.3047,51,0.10560,41,-0.2564,76,0.79463,30,-0.7187,53,0.20042
ENSG00000196313,POM121,29,-0.6572,37,-0.2464,39,-0.1686,33,-0.4416,57,0.44643,46,0.09942,53,0.40247
ENSG00000130305,NSUN5,30,-0.2118,40,0.23118,24,-0.5818,36,0.05111,29,-0.2632,42,0.32789,38,0.16549
ENSG00000009954,BAZ1B,37,-0.1724,44,0.10953,31,-0.4641,50,0.30221,65,0.76094,20,-1.1404,42,0.03509
ENSG00000106635,BCL7B,38,-0.6633,43,-0.4978,56,-0.0545,60,0.04044,67,0.24073,65,0.18968,68,0.30608
ENSG00000106638,TBL2,13,0.04519,10,-0.4782,4,-1.6660,10,-0.3541,11,-0.3113,16,0.32320,20,0.87898
ENSG00000009950,MLXIPL,14,-0.0871,4,-1.8430,8,-0.9030,36,1.58992,46,2.16179,4,-1.9117,2,-2.8248
ENSG00000176428,VPS37D,23,0.31717,10,-0.9689,11,-0.8830,23,0.33067,20,0.09412,28,0.66524,18,-0.0805
ENSG00000176410,DNAJC30,39,-0.5833,37,-0.6356,53,-0.0645,53,-0.0665,73,0.44613,50,-0.1576,69,0.44455
ENSG00000071462,BUD23,44,-0.5541,51,-0.3424,63,0.00153,67,0.10795,65,0.06348,51,-0.3271,80,0.49360
ENSG00000106089,STX1A,134,-0.6171,104,-1.0139,129,-0.6766,285,0.62340,314,0.79889,191,-0.0472,210,0.11902
ENSG00000106077,ABHD11,12,0.13214,14,0.32625,10,-0.2370,15,0.51632,9,-0.2915,7,-0.6346,11,-0.0295
ENSG00000106683,LIMK1,70,-0.0848,45,-0.7866,72,-0.0234,127,0.94482,103,0.57518,60,-0.3372,55,-0.5180
ENSG00000106682,EIF4H,240,-0.1546,234,-0.1926,263,-0.0024,231,-0.2172,230,-0.2208,283,0.11402,314,0.34749
ENSG00000049541,RFC2,18,0.08587,16,-0.1196,12,-0.6217,10,-0.8232,21,0.32452,30,0.93376,16,-0.1882
ENSG00000106665,CLIP2,105,0.30565,76,-0.2200,64,-0.4971,126,0.61352,126,0.62639,71,-0.3282,65,-0.5393
ENSG00000263001,GTF2I,413,0.06367,370,-0.1137,346,-0.2228,441,0.17334,417,0.08138,369,-0.1179,410,0.06116
ENSG00000274070,CASTOR2,87,0.47908,59,-0.1626,73,0.19857,93,0.60127,75,0.22890,57,-0.2159,38,-0.9304
ENSG00000274523,RCC1L,23,-0.0539,25,0.09686,27,0.25150,33,0.55934,19,-0.2943,15,-0.6522,22,-0.0811
ENSG00000272391,POM121C,35,-0.0616,31,-0.2468,26,-0.5172,27,-0.4757,46,0.36467,48,0.44374,40,0.15131
ENSG00000005486,RHBDD2,413,-0.7151,381,-0.8414,560,-0.2343,807,0.37270,892,0.54601,551,-0.2601,782,0.38016
ENSG00000127948,POR,69,0.16572,47,-0.4477,59,-0.0954,61,-0.0550,45,-0.5379,77,0.33468,72,0.26514
ENSG00000189077,TMEM120A,65,0.34084,48,-0.1580,42,-0.3822,58,0.17011,41,-0.4084,68,0.41422,50,-0.0864
ENSG00000127952,STYXL1,16,0.41914,12,0.04168,8,-0.6987,20,0.81706,16,0.50657,6,-0.9510,9,-0.4889
ENSG00000146701,MDH2,183,-0.5644,218,-0.2836,337,0.44163,268,0.05263,224,-0.2363,283,0.14227,281,0.15726
ENSG00000177679,SRRM3,28,-0.6360,35,-0.2944,48,0.22513,47,0.20768,51,0.35161,32,-0.4205,46,0.19481
ENSG00000106211,HSPB1,187,0.42075,220,0.70324,151,0.06455,102,-0.5697,72,-1.1054,144,-0.0179,144,-0.0225
ENSG00000170027,YWHAG,588,-0.7756,459,-1.1574,920,-0.0596,1123,0.27075,1544,0.82642,804,-0.2800,1099,0.27804
ENSG00000186088,GSAP,13,0.42339,5,-1.0791,15,0.60400,8,-0.3411,10,-0.0440,14,0.46175,9,-0.3260
ENSG00000127947,PTPN12,17,-0.1673,20,0.07398,26,0.55920,20,0.07306,17,-0.1172,16,-0.2407,17,-0.1774
ENSG00000214293,APTR,7,-1.1467,11,-0.5682,15,-0.0263,11,-0.5758,16,0.07880,19,0.30751,23,0.75303
ENSG00000187257,RSBN1L,34,0.30140,20,-0.5553,25,-0.1728,35,0.33410,25,-0.1817,26,-0.1161,30,0.13763
ENSG00000135211,TMEM60,22,0.17624,19,-0.0009,12,-0.7250,16,-0.3194,21,0.15769,24,0.31934,21,0.11380
ENSG00000006576,PHTF2,18,0.01698,7,-1.3988,11,-0.7328,20,0.15541,19,0.07659,23,0.36114,23,0.49701
ENSG00000187391,MAGI2,47,-0.2773,39,-0.5670,48,-0.2244,51,-0.1287,50,-0.1602,88,0.79082,60,0.15423
ENSG00000234456,MAGI2-AS3,24,-0.2301,38,0.52006,15,-0.9432,19,-0.5738,30,0.13602,28,0.01868,34,0.38018
ENSG00000127955,GNAI1,89,0.13450,70,-0.2537,58,-0.5594,72,-0.2163,95,0.25309,63,-0.4293,104,0.48543
ENSG00000075223,SEMA3C,21,1.05338,19,0.85592,1,-2.9079,0,-4.4159,1,-3.1077,5,-1.1859,22,1.38361
ENSG00000153956,CACNA2D1,45,-1.1262,60,-0.7075,73,-0.3838,51,-0.9452,87,-0.1053,92,-0.0231,167,1.29489
ENSG00000186472,PCLO,139,0.00998,51,-1.5715,124,-0.1798,229,0.86569,302,1.38561,83,-0.8213,90,-0.7728
ENSG00000153993,SEMA3D,3,-2.1545,14,-0.1037,6,-1.3202,1,-3.4784,10,-0.5420,6,-1.3801,38,2.43654
ENSG00000198822,GRM3,244,1.72409,44,-1.1930,38,-1.4123,147,0.74414,102,0.12383,124,0.44413,30,-1.9560
ENSG00000164659,KIAA1324L,23,0.65457,10,-0.6697,11,-0.5128,19,0.28029,28,1.00321,16,0.00633,9,-0.9510
ENSG00000135164,DMTF1,31,-0.2162,22,-0.7380,34,-0.0699,36,0.03216,56,0.75891,34,-0.0643,36,-0.0041
ENSG00000135185,TMEM243,4,-2.0535,12,-0.4436,6,-1.5756,5,-1.6840,7,-1.2835,25,0.76221,35,1.77512
ENSG00000182165,TP53TG1,30,0.21328,47,1.03739,30,0.25714,18,-0.5772,22,-0.2507,23,-0.2252,19,-0.5844
ENSG00000005469,CROT,14,-0.8714,13,-1.0734,16,-0.7243,27,0.12718,20,-0.3558,39,0.76081,36,0.71807
ENSG00000105784,RUNDC3B,19,-0.7248,14,-1.1608,37,0.37354,39,0.45530,57,1.11178,12,-1.4007,30,0.02449
ENSG00000075303,SLC25A40,22,-0.3595,13,-1.2378,27,-0.0530,33,0.25704,45,0.80495,30,0.07975,28,-0.0392
ENSG00000008277,ADAM22,37,-0.9463,37,-0.9542,45,-0.6554,69,0.05252,77,0.23249,68,0.01004,103,0.88265
ENSG00000075142,SRI,404,0.54076,344,0.26301,381,0.43895,238,-0.3426,203,-0.5897,323,0.15945,227,-0.4714
ENSG00000157214,STEAP2,9,-1.9669,25,-0.5306,21,-0.7820,25,-0.5158,24,-0.5709,51,0.65312,61,1.21383
ENSG00000105793,GTPBP10,9,-0.5643,9,-0.4130,13,0.14067,15,0.36120,17,0.55110,8,-0.5914,13,0.10737
ENSG00000157224,CLDN12,32,0.26394,16,-0.8260,23,-0.2354,22,-0.2982,29,0.13654,30,0.19706,31,0.29500
ENSG00000058091,CDK14,101,-0.3317,75,-0.7962,83,-0.6422,156,0.38814,192,0.74481,89,-0.5340,148,0.34697
ENSG00000157240,FZD1,7,-0.8086,8,-0.5950,6,-0.9299,12,0.07178,11,-0.1365,27,1.47761,11,-0.0916
ENSG00000127914,AKAP9,54,-0.5231,63,-0.2561,88,0.28483,84,0.21223,94,0.39257,55,-0.4910,78,0.09331
ENSG00000001630,CYP51A1,140,0.32103,84,-0.5130,78,-0.6313,123,0.09529,155,0.48667,116,0.00727,115,-0.0124
ENSG00000001631,KRIT1,6,-0.6208,14,0.66862,8,-0.1775,6,-0.6737,9,0.01181,9,-0.0111,11,0.26183
ENSG00000001629,ANKIB1,34,0.13794,49,0.77935,21,-0.6478,27,-0.2104,28,-0.1431,33,0.11779,28,-0.1989
ENSG00000157259,GATAD1,31,0.37872,26,0.04363,18,-0.4964,23,-0.1385,24,-0.0905,27,0.15649,25,0.01941
ENSG00000127980,PEX1,8,-0.6551,11,-0.0775,9,-0.4784,5,-1.3651,11,-0.1679,14,0.30461,19,0.93509
ENSG00000127993,RBM48,10,-0.8508,10,-0.8618,13,-0.3920,24,0.56020,24,0.58684,13,-0.4774,21,0.44307
ENSG00000234545,FAM133B,45,0.23201,38,-0.0238,45,0.23087,35,-0.1738,36,-0.1293,39,0.02447,36,-0.1197
ENSG00000004766,VPS50,26,-0.4531,18,-1.0439,21,-0.7900,23,-0.6728,42,0.31496,47,0.49362,51,0.77865
ENSG00000127920,GNG11,39,0.69741,78,2.07392,13,-1.0475,26,0.00933,11,-1.3161,13,-1.0142,13,-1.2135
ENSG00000105829,BET1,27,0.76878,10,-0.8012,10,-0.8631,21,0.35220,15,-0.1711,17,0.02198,18,0.09213
ENSG00000127995,CASD1,46,-0.9850,48,-0.9083,45,-1.0108,104,0.32557,159,1.08015,90,0.09375,96,0.21994
ENSG00000127990,SGCE,74,0.72962,49,0.04395,34,-0.5683,33,-0.5759,47,-0.0338,46,-0.0774,51,0.09895
ENSG00000242265,PEG10,108,-1.0066,228,0.18299,157,-0.4242,99,-1.1428,142,-0.5854,170,-0.2969,364,1.27206
ENSG00000158528,PPP1R9A,66,-0.1598,46,-0.7310,50,-0.5902,89,0.33263,91,0.36563,54,-0.4780,93,0.49596
ENSG00000105854,PON2,521,1.61008,330,0.73750,166,-0.4146,230,0.11669,127,-0.8337,156,-0.5089,92,-1.4669
ENSG00000004799,PDK4,35,2.02157,19,0.78567,5,-1.1275,12,0.01959,9,-0.4438,8,-0.5546,3,-2.2915
ENSG00000158560,DYNC1I1,87,-1.0629,78,-1.2157,136,-0.3558,210,0.35608,241,0.59120,173,0.02808,217,0.48960
ENSG00000127922,SEM1,231,0.20756,221,0.13788,218,0.11459,156,-0.4284,132,-0.6979,264,0.43838,203,-0.0036
ENSG00000231764,DLX6-AS1,8,-1.8766,46,0.75190,46,0.77967,9,-1.8416,8,-1.9811,50,0.92322,33,0.25991
ENSG00000196636,SDHAF3,24,0.43829,23,0.31720,7,-1.3877,22,0.28273,16,-0.2943,18,-0.0342,20,0.07700
ENSG00000006128,TAC1,54,-1.0993,6,-4.3134,444,2.88539,173,0.81400,89,-0.3116,75,-0.5718,10,-3.6888
ENSG00000164715,LMTK2,22,-0.9957,16,-1.4774,15,-1.5605,44,0.11573,39,-0.0620,72,0.96934,60,0.78713
ENSG00000205356,TECPR1,38,-0.3892,27,-0.9466,50,0.04991,81,0.85115,77,0.77841,33,-0.6170,42,-0.2672
ENSG00000164713,BRI3,168,0.00313,217,0.43518,202,0.30835,123,-0.4996,107,-0.7172,159,-0.0880,183,0.16736
ENSG00000106236,NPTX2,38,-2.4938,93,-1.1527,132,-0.6168,145,-0.4717,168,-0.2368,247,0.40757,364,1.40500
ENSG00000166448,TMEM130,173,-1.3479,257,-0.7372,363,-0.1908,314,-0.4224,332,-0.3349,542,0.48098,640,0.95411
ENSG00000196367,TRRAP,21,0.18385,19,-0.0345,24,0.34287,12,-0.7199,18,-0.0946,18,-0.0672,20,0.12648
ENSG00000198742,SMURF1,22,0.89613,11,-0.2403,8,-0.7280,14,0.10657,31,1.52771,6,-1.1822,6,-1.3110
ENSG00000241685,ARPC1A,97,-0.5682,95,-0.5938,116,-0.2782,158,0.22890,185,0.49720,145,0.07957,153,0.20728
ENSG00000130429,ARPC1B,15,-0.1609,32,1.09446,18,0.10721,18,0.12627,19,0.24272,11,-0.6097,10,-0.8670
ENSG00000106244,PDAP1,93,-0.0909,102,0.06400,104,0.09153,84,-0.2460,104,0.08932,110,0.18230,95,-0.0719
ENSG00000106245,BUD31,111,0.21907,100,0.04486,123,0.38672,75,-0.4210,82,-0.2898,92,-0.0994,99,0.02232
ENSG00000106246,PTCD1,5,-0.9992,7,-0.4541,5,-1.0604,6,-0.7054,12,0.43939,14,0.60227,14,0.71535
ENSG00000160917,CPSF4,36,-0.0216,44,0.29519,32,-0.2255,35,-0.0524,40,0.17254,34,-0.1074,35,-0.0639
ENSG00000241468,ATP5MF,726,0.05396,659,-0.1055,887,0.39207,881,0.37977,454,-0.6990,752,0.11282,630,-0.2048
ENSG00000221909,FAM200A,10,-0.2512,7,-0.6707,7,-0.7530,14,0.29083,15,0.46538,12,0.06304,13,0.28603
ENSG00000197343,ZNF655,37,0.04904,35,-0.0710,23,-0.7073,38,0.09297,33,-0.1390,37,0.03736,43,0.33605
ENSG00000146833,TRIM4,20,1.26409,9,-0.0716,13,0.54966,6,-0.8057,9,-0.1044,4,-1.1744,8,-0.4189
ENSG00000106261,ZKSCAN1,51,0.38476,30,-0.4690,30,-0.4546,43,0.10316,64,0.78696,33,-0.3000,35,-0.2402
ENSG00000168090,COPS6,111,-0.2295,121,-0.0865,112,-0.2095,133,0.07106,102,-0.3557,152,0.29293,144,0.24370
ENSG00000166508,MCM7,19,1.11237,19,1.14072,7,-0.3898,8,-0.2981,10,0.00935,5,-0.8811,5,-1.2304
ENSG00000221838,AP4M1,12,0.18251,12,0.20816,12,0.16541,9,-0.2901,12,0.22451,9,-0.3250,10,-0.1522
ENSG00000106290,TAF6,50,-0.1488,36,-0.6576,55,-0.0111,56,0.01837,93,0.90205,56,0.02273,47,-0.2849
ENSG00000188186,LAMTOR4,309,0.07479,394,0.48378,389,0.46383,219,-0.4841,225,-0.4442,347,0.26563,241,-0.3805
ENSG00000146826,MAP11,19,-0.7878,14,-1.2450,44,0.54285,36,0.20530,35,0.14868,48,0.67449,30,-0.1528
ENSG00000239521,CASTOR3,41,-0.1701,55,0.32263,55,0.33116,45,0.00653,47,0.08645,32,-0.5424,43,-0.1026
ENSG00000121716,PILRB,12,-0.4939,11,-0.6577,8,-1.0908,18,0.11733,13,-0.4271,22,0.45306,25,0.80615
ENSG00000146834,MEPCE,21,-0.2089,29,0.28078,13,-0.9353,36,0.67490,31,0.38737,19,-0.3775,22,-0.1551
ENSG00000160813,PPP1R35,25,0.08859,24,0.02769,18,-0.4197,23,-0.0338,19,-0.3007,35,0.65772,22,-0.1240
ENSG00000166925,TSC22D4,662,1.35327,545,0.98379,311,0.00980,287,-0.1201,191,-0.7687,222,-0.5372,128,-1.5308
