Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to7,Feature log2 fold change topic 4to7
ENSG00000188976,NOC2L,11,-1.9041,19,-1.2697,57,1.72497
ENSG00000188290,HES4,1168,3.16662,133,-1.3302,128,-1.8994
ENSG00000187608,ISG15,51,-1.1013,95,-0.1449,119,0.55645
ENSG00000188157,AGRN,11,-1.6615,38,0.26863,37,0.32056
ENSG00000078808,SDF4,139,0.50669,111,0.13370,91,-0.3946
ENSG00000176022,B3GALT6,12,-1.3694,36,0.42807,30,0.10721
ENSG00000160087,UBE2J2,11,-1.4258,16,-1.1053,40,1.45178
ENSG00000131584,ACAP3,11,-3.1860,102,0.15294,112,0.63405
ENSG00000127054,INTS11,11,-2.1139,65,0.78341,44,-0.0953
ENSG00000107404,DVL1,324,2.32472,21,-2.6434,86,-0.5027
ENSG00000175756,AURKAIP1,157,0.13937,119,-0.3839,155,0.23205
ENSG00000221978,CCNL2,11,-2.4696,73,0.48553,62,0.24120
ENSG00000242485,MRPL20,572,1.75051,120,-1.1693,195,-0.4744
ENSG00000205090,TMEM240,11,-1.6913,14,-1.5967,50,1.91512
ENSG00000160075,SSU72,196,0.12931,142,-0.4731,198,0.30421
ENSG00000228594,FNDC10,11,-2.1933,0,-6.3272,81,4.16554
ENSG00000197530,MIB2,11,-2.1072,42,-0.1449,55,0.78752
ENSG00000215790,SLC35E2A,11,-1.2212,16,-0.8307,33,1.16743
ENSG00000078369,GNB1,288,-0.4382,120,-1.9937,526,1.57772
ENSG00000187730,GABRD,130,-0.0952,6,-4.9700,205,2.11523
ENSG00000067606,PRKCZ,11,-4.1335,88,-1.2955,269,2.09284
ENSG00000162585,FAAP20,11,-2.7487,81,0.29731,79,0.45432
ENSG00000157933,SKI,11,-1.5486,25,-0.4318,39,0.92895
ENSG00000157916,RER1,298,2.34869,48,-1.2065,63,-1.0413
ENSG00000157870,PRXL2B,11,-2.6452,44,-0.7374,90,1.41559
ENSG00000158109,TPRG1L,176,0.02265,64,-1.7481,228,1.16076
ENSG00000130764,LRRC47,11,-2.8328,40,-1.1286,107,1.79712
ENSG00000196581,AJAP1,12,-2.2922,21,-1.5598,77,2.06080
ENSG00000069424,KCNAB2,297,0.46743,42,-2.8386,301,1.24603
ENSG00000116254,CHD5,160,0.18801,34,-2.4222,193,1.33623
ENSG00000116251,RPL22,719,-0.2200,1775,2.01414,369,-1.9457
ENSG00000116237,ICMT,11,-1.9614,70,1.24154,34,-0.5716
ENSG00000097021,ACOT7,45,-2.3554,52,-2.3513,320,2.68835
ENSG00000007923,DNAJC11,11,-1.8122,31,-0.3611,47,0.92769
ENSG00000171735,CAMTA1,68,-0.9191,89,-0.5875,150,0.86811
ENSG00000049245,VAMP3,414,2.74249,153,0.67563,16,-3.8829
ENSG00000116288,PARK7,268,-0.2041,214,-0.6587,356,0.61617
ENSG00000162426,SLC45A1,40,0.26608,9,-2.2726,46,1.22108
ENSG00000142599,RERE,60,-0.7027,66,-0.6373,113,0.82498
ENSG00000074800,ENO1,28,-4.3470,408,-0.3929,663,1.23516
ENSG00000171603,CLSTN1,11,-5.6533,241,-1.3788,780,2.24490
ENSG00000178585,CTNNBIP1,11,-2.0479,60,0.69248,43,-0.0164
ENSG00000162441,LZIC,11,-1.7754,78,1.97695,21,-1.3592
ENSG00000130939,UBE4B,11,-1.3772,18,-0.7686,37,1.16655
ENSG00000054523,KIF1B,11,-4.5299,206,-0.2744,309,1.12650
ENSG00000142657,PGD,11,-2.0207,20,-1.3195,62,1.79639
ENSG00000241563,CORT,13207,7.32453,0,-11.696,123,-5.1596
ENSG00000120948,TARDBP,11,-2.6059,87,0.68089,65,0.06629
ENSG00000116649,SRM,11,-3.5148,88,-0.5638,160,1.34992
ENSG00000198793,MTOR,11,-1.3772,11,-1.6736,41,1.85517
ENSG00000116661,FBXO2,11,-4.5024,169,-0.6110,320,1.45468
ENSG00000132879,FBXO44,11,-3.4985,31,-2.2752,186,2.90784
ENSG00000011021,CLCN6,11,-1.5727,0,-5.7259,52,3.54045
ENSG00000116685,KIAA2013,161,2.25810,33,-0.8354,33,-1.1625
ENSG00000116688,MFN2,11,-2.9973,71,-0.3022,107,1.05388
ENSG00000048707,VPS13D,87,0.67769,56,-0.0991,53,-0.3132
ENSG00000116731,PRDM2,11,-2.0097,23,-1.1067,60,1.61779
ENSG00000189337,KAZN,11,-2.6567,54,-0.3773,85,1.08510
ENSG00000142634,EFHD2,11,-3.2539,106,0.14116,117,0.65083
ENSG00000116786,PLEKHM2,11,-3.1481,65,-0.6456,125,1.39357
ENSG00000159363,ATP13A2,12,-3.6112,35,-2.2586,210,2.91237
ENSG00000117118,SDHB,11,-2.9228,33,-1.5251,118,2.16204
ENSG00000117115,PADI2,91,-0.5365,349,3.19411,24,-3.4094
ENSG00000117154,IGSF21,11,-2.1308,31,-0.7214,62,1.31278
ENSG00000053372,MRTO4,61,1.14517,12,-1.7314,35,0.31055
ENSG00000053371,AKR7A2,342,2.91291,38,-1.5001,49,-1.5056
ENSG00000077549,CAPZB,337,0.63367,182,-0.4814,234,0.00247
ENSG00000173436,MICOS10,158,-0.9839,365,0.48083,287,-0.0434
ENSG00000158747,NBL1,81,-1.5073,113,-1.1290,290,1.49653
ENSG00000162545,CAMK2N1,290,-1.5563,566,-0.5963,998,1.07275
ENSG00000158828,PINK1,300,-0.3323,213,-1.0052,461,0.92569
ENSG00000127483,HP1BP3,507,1.89907,146,-0.4897,130,-1.0303
ENSG00000075151,EIF4G3,59,-0.9264,98,-0.1136,118,0.47470
