"","source","type","gene_id","gene_version","gene_name","gene_type","gene_search","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"ENSG00000078808","HAVANA","gene","ENSG00000078808","17","SDF4","protein_coding","SDF4; ENSG00000078808",0.00360921436626687,0.366782704817736,25.2495887957798,-3110.65384316674,0.38300000000001,0.250834636428724,0.37048231755334,0.239507343041255,0.0097443118473486,-3110.97016325642,0.632640179363989,1709,0.728826123104849,0.758678568170583
"ENSG00000131584","HAVANA","gene","ENSG00000131584","19","ACAP3","protein_coding","ACAP3; ENSG00000131584",0.112661188025332,0.350914523711709,113.658937133288,-3479.97027774745,0.704999999999998,0.340028486621919,0.463743000197268,0.987124340296764,0.243026511469258,-3489.63124216361,19.3219288323198,1081,6.37230367612762e-05,0.000104868901386041
"ENSG00000242485","HAVANA","gene","ENSG00000242485","6","MRPL20","protein_coding","MRPL20; ENSG00000242485",0.0593513404562922,0.37154643824888,131.99591917487,-3364.41719293791,0.597999999999999,0.300648447099075,0.431012134726918,0.810319520271142,0.137738794186037,-3366.18909675685,3.54380763787321,1558,0.170009014148172,0.194045702403191
"ENSG00000179403","HAVANA","gene","ENSG00000179403","12","VWA1","protein_coding","VWA1; ENSG00000179403",0.0596289454816305,0.417288744291115,22.7312540913773,-3485.32500343141,0.472999999999999,0.316314713715344,0.476835305598283,0.771985548527464,0.125029846366244,-3536.58448167977,102.518956496729,473,0,0
"ENSG00000160075","HAVANA","gene","ENSG00000160075","12","SSU72","protein_coding","SSU72; ENSG00000160075",0.00546405021089917,0.486948234184914,15.4433585923233,-3590.48166234537,0.352000000000004,0.334460979187341,0.492511193496268,0.221009979293555,0.0110964945109026,-3591.13605837245,1.30879205416295,1667,0.519755886286562,0.554676497722731
"ENSG00000078369","HAVANA","gene","ENSG00000078369","18","GNB1","protein_coding","GNB1; ENSG00000078369",0.0408644743771988,0.740557152251707,17.4631031448871,-4356.21727475574,0.442999999999998,0.616096869166466,0.781493229534993,0.328113392143383,0.0522950389196295,-4369.77505967874,27.1155698460043,950,1.29398374604239e-06,2.4231548254836e-06
"ENSG00000067606","HAVANA","gene","ENSG00000067606","17","PRKCZ","protein_coding","PRKCZ; ENSG00000067606",0.00584485088963618,0.424251308311914,19.475516051044,-3362.09841498428,0.352999999999994,0.287184443369113,0.430211054089431,0.266210883881105,0.0135896374905715,-3363.05164550775,1.90646104694679,1640,0.385493663397895,0.418166601941985
"ENSG00000069424","HAVANA","gene","ENSG00000069424","15","KCNAB2","protein_coding","KCNAB2; ENSG00000069424",0.0227313345395247,0.393283756279244,2.92247019050195,-3277.85651387048,0.411999999999992,0.290662719745392,0.416632275874364,0.518708224179232,0.0546406489600813,-3308.96236690342,62.2117060658802,664,3.09752223870419e-14,8.29893382929932e-14
"ENSG00000116254","HAVANA","gene","ENSG00000116254","18","CHD5","protein_coding","CHD5; ENSG00000116254",0.103376008313516,0.604505967556523,7.71454957486754,-4085.59012034339,0.455999999999989,0.516985406771508,0.709950022120037,0.621915806796153,0.146035655430355,-4207.85097308672,244.521705486661,232,0,0
"ENSG00000116251","HAVANA","gene","ENSG00000116251","11","RPL22","protein_coding","RPL22; ENSG00000116251",0.22488608594776,1.18505682338329,8.31581663538206,-5233.31087588452,0.441999999999993,1.43233876554925,1.40494502001154,0.331081982332034,0.15950013611151,-5358.98651267154,251.351273574041,227,0,0
