"","source","type","gene_id","gene_version","gene_name","gene_type","gene_search","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"ENSG00000188290","HAVANA","gene","ENSG00000188290","10","HES4","protein_coding","HES4; ENSG00000188290",0.00464742844559803,0.231933726942693,0.00189581609767117,-3255.75088384405,0.587000000000003,0.205926695220678,0.23667944766586,0.331050086792092,0.019644119321213,-3263.88808453654,16.274401384987,1330,0.000292454724153179,0.000600081911439118
"ENSG00000078808","HAVANA","gene","ENSG00000078808","17","SDF4","protein_coding","SDF4; ENSG00000078808",0.101480370189241,0.18606649680989,220.714426744266,-3718.20092003547,0.870999999999995,0.246488527008707,0.287606981325699,1.29239215129473,0.352917669555229,-3719.3418449778,2.2818498846691,2410,0.319523344426979,0.361817098315861
"ENSG00000131584","HAVANA","gene","ENSG00000131584","19","ACAP3","protein_coding","ACAP3; ENSG00000131584",0.0167298023566984,0.284478080744201,83.6884934443319,-3825.85559143766,0.771000000000001,0.274314003188816,0.301278467744672,0.471517077915259,0.0555423788529937,-3827.87230982678,4.03343677823523,2229,0.13309150376127,0.162946035784884
"ENSG00000175756","HAVANA","gene","ENSG00000175756","13","AURKAIP1","protein_coding","AURKAIP1; ENSG00000175756",0.00608220450277395,0.480160727716145,6.07406569111257e-05,-4943.74690797225,0.605000000000004,0.47200434508603,0.486356317032475,0.165228329707188,0.0125085715385485,-4947.07689102282,6.65996610113871,1963,0.0357937117455487,0.0497611000273063
"ENSG00000242485","HAVANA","gene","ENSG00000242485","6","MRPL20","protein_coding","MRPL20; ENSG00000242485",0.0123739226569027,0.493388308559743,8.23932926735843,-5031.70270873629,0.600999999999999,0.509788555929989,0.505920059302794,0.218204456749705,0.0244658890940439,-5039.2415184075,15.077619342419,1391,0.000532030536300132,0.00104378959997344
"ENSG00000160075","HAVANA","gene","ENSG00000160075","12","SSU72","protein_coding","SSU72; ENSG00000160075",0.0166396678441839,0.472370125143022,14.956050623461,-4950.45517461306,0.567000000000007,0.485768501511277,0.489128186329317,0.265547963897839,0.0340272691524998,-4960.3582418984,19.8061345706719,1205,5.00210177762916e-05,0.000113284114117427
"ENSG00000078369","HAVANA","gene","ENSG00000078369","18","GNB1","protein_coding","GNB1; ENSG00000078369",0.0384684627537157,0.792469300473947,9.83715948825364,-6177.57381822163,0.537000000000006,1.08499788692543,0.831177276284623,0.18076882015868,0.0462952394945805,-6199.47889068088,43.8101449185106,693,3.06724090570754e-10,1.20786442015525e-09
"ENSG00000187730","HAVANA","gene","ENSG00000187730","9","GABRD","protein_coding","GABRD; ENSG00000187730",0.0287688908518753,0.435183250646994,4.68614348380282,-4791.35319197344,0.507000000000005,0.453336404153304,0.463301535034251,0.374145877012152,0.0620083156830205,-4833.58419669442,84.4620094419606,389,0,0
"ENSG00000067606","HAVANA","gene","ENSG00000067606","17","PRKCZ","protein_coding","PRKCZ; ENSG00000067606",0.0202346128376894,0.547826735535469,0.00135566123650947,-5287.94827613574,0.533000000000001,0.602927234989867,0.568124083929755,0.235929663151221,0.0356204710910859,-5310.24279898127,44.5890456910565,682,2.07783790173721e-10,8.31439829008922e-10
"ENSG00000157916","HAVANA","gene","ENSG00000157916","20","RER1","protein_coding","RER1; ENSG00000157916",0.00364967438699968,0.224634330768958,2.27846050006562,-3175.45411604452,0.527000000000001,0.20687159124622,0.22832825580669,0.292029150312872,0.0159874292748032,-3179.93750087533,8.96676966161886,1770,0.0112951163193636,0.017414899681098
"ENSG00000157870","HAVANA","gene","ENSG00000157870","16","PRXL2B","protein_coding","PRXL2B; ENSG00000157870",0.00206472091380732,0.229704991556128,44.7821027154145,-3215.18617780295,0.471000000000004,0.203949570708109,0.231822574448514,0.222796253167586,0.00890850185645005,-3215.43186101689,0.491366427886533,2600,0.782169966222206,0.820977629930923
"ENSG00000158109","HAVANA","gene","ENSG00000158109","15","TPRG1L","protein_coding","TPRG1L; ENSG00000158109",0.03199779939173,0.50563548981617,12.2684442710168,-5151.37471707137,0.570999999999998,0.568076330861452,0.537544895353465,0.314886006491184,0.0595160307853567,-5180.94226851556,59.1351028883855,541,1.44217970898808e-13,7.27487694238164e-13
"ENSG00000130764","HAVANA","gene","ENSG00000130764","10","LRRC47","protein_coding","LRRC47; ENSG00000130764",0.00396828872877339,0.231369041993146,9.76188877377497,-3247.74183821648,0.484000000000009,0.212244728033679,0.235390846337937,0.296800562826421,0.0168621302731712,-3251.12952369826,6.77537096357264,1949,0.0337867866045134,0.0473084354252012
"ENSG00000069424","HAVANA","gene","ENSG00000069424","15","KCNAB2","protein_coding","KCNAB2; ENSG00000069424",0.0201124290916081,0.575928134048304,0.350248840061602,-5402.8016553783,0.557000000000016,0.629211956860735,0.595866547008088,0.225390338650388,0.0337433898553092,-5421.6636560695,37.7240013824085,758,6.43186892634873e-09,2.31564251978967e-08
"ENSG00000116254","HAVANA","gene","ENSG00000116254","18","CHD5","protein_coding","CHD5; ENSG00000116254",0.00529028106516732,0.365963082299056,0.068220645783711,-4312.26857637544,0.52200000000002,0.35620332806649,0.371352174783046,0.204193258777764,0.0142497862301579,-4316.57614813247,8.61514351405458,1792,0.0134662091532707,0.0205074133812922
"ENSG00000116251","HAVANA","gene","ENSG00000116251","11","RPL22","protein_coding","RPL22; ENSG00000116251",0.0538045935549646,0.883508286969047,7.7854223003178,-6445.94606075044,0.629999999999995,1.15895078522526,0.937163906497337,0.2001449715997,0.0574030237639375,-6479.95416270777,68.0162039146617,482,1.66533453693773e-15,9.42883392386531e-15
"ENSG00000097021","HAVANA","gene","ENSG00000097021","19","ACOT7","protein_coding","ACOT7; ENSG00000097021",0.0372569094756625,0.684013707752458,2.31180507560234,-5830.67624139674,0.52200000000002,0.83916904847063,0.722254602902296,0.230013833486498,0.0516545504360662,-5871.21127743825,81.0700720830246,410,0,0
"ENSG00000171735","HAVANA","gene","ENSG00000171735","19","CAMTA1","protein_coding","CAMTA1; ENSG00000171735",0.0634735092260455,0.323010828642804,149.954853297665,-4408.31537281237,0.847000000000008,0.350835539482087,0.386560476825561,0.718112810181628,0.164233069769531,-4410.37738816405,4.12403070335131,2218,0.127197363985453,0.156502076788233
"ENSG00000116288","HAVANA","gene","ENSG00000116288","13","PARK7","protein_coding","PARK7; ENSG00000116288",0.0413823989674745,0.757472194995227,26.0676634126212,-6093.8895217598,0.691000000000003,0.996386500665226,0.799135187718525,0.204164390607541,0.0518021668526658,-6107.60447191796,27.4299003163251,969,1.10579042922332e-06,3.11424363400458e-06
"ENSG00000142599","HAVANA","gene","ENSG00000142599","19","RERE","protein_coding","RERE; ENSG00000142599",0.00171616157313831,0.339926978103006,5.44029921633989,-4121.80472616712,0.530000000000001,0.297165755769818,0.341686788432614,0.139405633759353,0.00502325782032423,-4122.00599653621,0.402540738174139,2610,0.817691323208215,0.854973034879394
"ENSG00000074800","HAVANA","gene","ENSG00000074800","16","ENO1","protein_coding","ENO1; ENSG00000074800",0.106927778118712,0.83397820408814,11.1619544131312,-6394.02826398496,0.667000000000002,1.61731702583678,0.941017530842608,0.202185549555732,0.113643424678752,-6489.54421886915,191.031909768373,171,0,0
"ENSG00000171603","HAVANA","gene","ENSG00000171603","17","CLSTN1","protein_coding","CLSTN1; ENSG00000171603",0.0758593793897131,0.87165071908816,6.83336652928992,-6441.90599377894,0.509999999999991,1.53036002565476,0.948186135882698,0.179974522372767,0.080061816239824,-6507.27985074374,130.747713929584,263,0,0
"ENSG00000054523","HAVANA","gene","ENSG00000054523","17","KIF1B","protein_coding","KIF1B; ENSG00000054523",0.021421445605512,0.560301407364469,1.61143123512334,-5344.26110122797,0.411000000000001,0.599996750390368,0.581782725440022,0.243935770491968,0.0368241431398905,-5365.76337901971,43.004555583464,703,4.58859172880466e-10,1.78126128419743e-09
"ENSG00000241563","HAVANA","gene","ENSG00000241563","3","CORT","protein_coding","CORT; ENSG00000241563",0.00958805291352893,0.277491883874049,8.65591167618024,-3702.82733267382,0.59099999999998,0.218189169967481,0.287130514590107,0.448778477527161,0.0333985475293717,-3715.46702204013,25.2793787326218,1034,3.24080317193332e-06,8.55333835223019e-06
"ENSG00000116649","HAVANA","gene","ENSG00000116649","10","SRM","protein_coding","SRM; ENSG00000116649",0.00669989722697532,0.322315134468253,5.59230185233308,-4028.24853899839,0.432999999999993,0.305310169989999,0.32912089677678,0.268097521719739,0.0203634988725425,-4034.44014084391,12.3832036910453,1528,0.00204654587590014,0.00365512021945778
"ENSG00000116661","HAVANA","gene","ENSG00000116661","11","FBXO2","protein_coding","FBXO2; ENSG00000116661",0.0347230010428067,0.61701731628812,10.8448593109769,-5604.96866526493,0.619,0.678732945084803,0.652344619239785,0.274542571209513,0.0532773562099209,-5633.29361659362,56.6499026573656,564,4.9960036108132e-13,2.41739252728887e-12
"ENSG00000132879","HAVANA","gene","ENSG00000132879","14","FBXO44","protein_coding","FBXO44; ENSG00000132879",0.0145534573660446,0.4271301156372,8.22210325755659,-4709.73179286872,0.578000000000003,0.440864060454276,0.441681906718121,0.27363925080654,0.0329499629499187,-4721.90328840253,24.3429910676059,1055,5.17590924975497e-06,1.33886789977074e-05
"ENSG00000116688","HAVANA","gene","ENSG00000116688","16","MFN2","protein_coding","MFN2; ENSG00000116688",0.00440541517137197,0.261129430974773,6.83017392470612,-3529.45517355531,0.460000000000008,0.237870229590165,0.265606878733504,0.279031561705786,0.0165907233468986,-3533.36903147831,7.82771584599413,1852,0.0199633352972625,0.0294168153489359
"ENSG00000116731","HAVANA","gene","ENSG00000116731","22","PRDM2","protein_coding","PRDM2; ENSG00000116731",0.00159362328052436,0.216819630786169,83.7402453912538,-3076.65015614216,0.49799999999999,0.185631613418767,0.218447666719321,0.215050716274265,0.0072963670970157,-3076.55367408209,-0.192964120126817,2691,1,1
"ENSG00000142634","HAVANA","gene","ENSG00000142634","13","EFHD2","protein_coding","EFHD2; ENSG00000142634",0.0214834047578579,0.271820106022583,2.45001238935437e-05,-3688.93806870231,0.551999999999992,0.244919918731159,0.293619002763389,0.598449417733501,0.0732463266487791,-3767.68997668184,157.503815959045,219,0,0
"ENSG00000116786","HAVANA","gene","ENSG00000116786","13","PLEKHM2","protein_coding","PLEKHM2; ENSG00000116786",0.0126800659067174,0.221811687891321,31.479493977309,-3230.95622288815,0.890999999999991,0.213158484461565,0.234518552751995,0.528272655955623,0.0540746772598171,-3242.45315988936,22.9938740024181,1088,1.01611696317061e-05,2.54869778721746e-05
"ENSG00000159363","HAVANA","gene","ENSG00000159363","18","ATP13A2","protein_coding","ATP13A2; ENSG00000159363",0.0173373628787657,0.462867015834724,21.1754657358642,-4909.4478904266,0.649999999999977,0.477551118118502,0.480390023673338,0.275722148128744,0.0361041332551237,-4918.23084523211,17.5659096110194,1286,0.000153324371513275,0.000325367192736957
"ENSG00000117118","HAVANA","gene","ENSG00000117118","9","SDHB","protein_coding","SDHB; ENSG00000117118",0.00223392347671831,0.303701794340725,7.72776521512377,-3863.48240953741,0.556000000000012,0.27473560044471,0.305991650935095,0.172035948742507,0.00730193745488498,-3864.14918217842,1.33354528203654,2499,0.513362712869181,0.560610981760702
"ENSG00000077549","HAVANA","gene","ENSG00000077549","18","CAPZB","protein_coding","CAPZB; ENSG00000077549",0.0249724227565659,0.505613978915031,44.2277361426957,-5145.40593502406,0.814999999999998,0.539813854576299,0.530686662043014,0.292742860720166,0.0470657044317213,-5150.93395926043,11.0560484727503,1607,0.00397383269207108,0.00674834437875667
"ENSG00000173436","HAVANA","gene","ENSG00000173436","15","MICOS10","protein_coding","MICOS10; ENSG00000173436",0.0463086667438984,0.714989529562282,11.5295470929091,-5962.07759979751,0.587999999999994,0.871398686188519,0.761454858641537,0.246952961106406,0.0608285517666903,-5994.72915611307,65.303112631118,498,6.55031584528842e-15,3.58952047023938e-14
"ENSG00000158747","HAVANA","gene","ENSG00000158747","14","NBL1","protein_coding","NBL1; ENSG00000158747",0.0236083826208133,0.468523207817437,13.2032489177515,-4955.24813433816,0.63300000000001,0.50159168899567,0.492181953733337,0.306325242249556,0.0479716870030426,-4974.9034446216,39.3106205668664,744,2.90942525627003e-09,1.0671803124141e-08
"ENSG00000162545","HAVANA","gene","ENSG00000162545","6","CAMK2N1","protein_coding","CAMK2N1; ENSG00000162545",0.390204283698868,0.731575372579992,3.44010091939711,-6190.28142074333,0.349000000000018,2.36840031429807,1.05032492025163,0.263749051422611,0.34784396518051,-6746.36433214324,1112.16582279982,8,0,0
"ENSG00000158828","HAVANA","gene","ENSG00000158828","8","PINK1","protein_coding","PINK1; ENSG00000158828",0.0581723187013387,0.766871263117192,3.12641232950449,-6121.12517696644,0.561000000000007,1.02727168347664,0.826353527824842,0.234786364070049,0.0705081767597263,-6185.87657095612,129.502787979347,265,0,0
"ENSG00000127483","HAVANA","gene","ENSG00000127483","18","HP1BP3","protein_coding","HP1BP3; ENSG00000127483",0.00500602025599304,0.36715144645328,0.00159908477195049,-4318.36832305325,0.513999999999982,0.338073643501515,0.372294565444898,0.209283498760564,0.0134513497747546,-4322.49930502041,8.26196393431928,1817,0.0160670937152491,0.0241315898453025
"ENSG00000075151","HAVANA","gene","ENSG00000075151","20","EIF4G3","protein_coding","EIF4G3; ENSG00000075151",0.00538558612898622,0.341124524734414,0.208997147876733,-4150.38127814103,0.548000000000002,0.318706946231982,0.34658530186029,0.230263424277406,0.015542363585198,-4155.27196602165,9.78137576123481,1696,0.00751625041334181,0.0120942496332605
"ENSG00000076864","HAVANA","gene","ENSG00000076864","19","RAP1GAP","protein_coding","RAP1GAP; ENSG00000076864",0.0297629064727997,0.420908613673102,32.3770770278564,-4753.0958380659,0.669999999999987,0.442392954144178,0.450785153199214,0.389968446443496,0.0660412409977984,-4769.58017382164,32.9686715114694,848,6.93336308366099e-08,2.23126743576779e-07
"ENSG00000070831","HAVANA","gene","ENSG00000070831","17","CDC42","protein_coding","CDC42; ENSG00000070831",0.0206433145916333,0.500982468223752,3.89612033691946,-5089.29651948262,0.540999999999997,0.550501275388627,0.5216275473512,0.260994518381104,0.0395749506096394,-5110.69564665072,42.7982543361904,705,5.08718067671055e-10,1.96920795272951e-09
"ENSG00000004487","HAVANA","gene","ENSG00000004487","16","KDM1A","protein_coding","KDM1A; ENSG00000004487",0.0019601312514333,0.178851344394872,28.7838473160613,-2634.54839843323,0.455999999999989,0.155739106657758,0.180843257457014,0.284279077371845,0.0108407458344492,-2635.05745163507,1.01810640367057,2548,0.601064396159323,0.643761670768756
"ENSG00000125944","HAVANA","gene","ENSG00000125944","20","HNRNPR","protein_coding","HNRNPR; ENSG00000125944",0.00241893787811558,0.275134666155675,0.451449859208343,-3635.09490066961,0.563999999999993,0.255228757322714,0.277648959873882,0.192700460118041,0.00871520975753961,-3636.99223169556,3.79466205190602,2255,0.149968347180071,0.181491627252512
"ENSG00000142676","HAVANA","gene","ENSG00000142676","14","RPL11","protein_coding","RPL11; ENSG00000142676",0.091024017078314,0.855136767630703,24.6263838842786,-6459.68523511731,0.693000000000012,1.09737269403483,0.947079151339754,0.27493108723539,0.0962035401903786,-6504.54986546043,89.7292606862502,373,0,0
"ENSG00000057757","HAVANA","gene","ENSG00000057757","10","PITHD1","protein_coding","PITHD1; ENSG00000057757",0.0308180032674244,0.491309856528834,17.7896396468107,-5089.67603677309,0.653999999999996,0.534433996806475,0.522268941860987,0.328479424722467,0.0590238630044564,-5113.56746234018,47.7828511341613,644,4.20810053469722e-11,1.78321527316595e-10
"ENSG00000117632","HAVANA","gene","ENSG00000117632","23","STMN1","protein_coding","STMN1; ENSG00000117632",0.215344845669802,0.826444199720848,7.62245538769245,-6446.81596876967,0.523000000000025,2.2754517296461,1.03248574444471,0.20393868452095,0.206706767193019,-6706.33076207025,519.029586601155,38,0,0
"ENSG00000142669","HAVANA","gene","ENSG00000142669","15","SH3BGRL3","protein_coding","SH3BGRL3; ENSG00000142669",0.0356768343917079,0.669372707115945,6.95057781643985,-5786.28131303509,0.658999999999992,0.726893060149359,0.705317614108867,0.259849947652297,0.0506018829760782,-5815.75544878333,58.9482714964743,543,1.58317803311547e-13,7.95670875206653e-13
"ENSG00000198830","HAVANA","gene","ENSG00000198830","11","HMGN2","protein_coding","HMGN2; ENSG00000198830",0.0023091516357069,0.380690069101372,70.5370108498431,-4389.20956975593,0.503000000000014,0.327241471670341,0.383049183145172,0.146844569128847,0.00602912880935621,-4389.05242124654,-0.314297018774596,2714,1,1
"ENSG00000090273","HAVANA","gene","ENSG00000090273","14","NUDC","protein_coding","NUDC; ENSG00000090273",0.0156619209280317,0.439013279974955,13.5933801273241,-4779.46110203144,0.724999999999994,0.456988736423943,0.454851523345169,0.273852693947002,0.0344463935946519,-4790.5668920966,22.2115801303116,1116,1.50250753112591e-05,3.67414252010986e-05
"ENSG00000186501","HAVANA","gene","ENSG00000186501","14","TMEM222","protein_coding","TMEM222; ENSG00000186501",0.0021180474818424,0.241317876727916,61.3501535371121,-3330.05842227095,0.519000000000005,0.21581812312722,0.243484532284562,0.213245529103427,0.00870063647638695,-3330.1344017278,0.151958913706949,2642,0.926835246476085,0.957355559285858
"ENSG00000126709","HAVANA","gene","ENSG00000126709","15","IFI6","protein_coding","IFI6; ENSG00000126709",0.00928975704172007,0.279007014389729,7.34354445753237,-3712.73216785814,0.603000000000009,0.25174540613539,0.288485790576963,0.382860554215243,0.0322228965506434,-3726.47187303396,27.4794103516469,967,1.0787526092404e-06,3.04438042462983e-06
"ENSG00000117758","HAVANA","gene","ENSG00000117758","14","STX12","protein_coding","STX12; ENSG00000117758",0.00183397967263405,0.288195289212752,115.114397193476,-3739.43263204625,0.512,0.257079178562245,0.290073540035339,0.166582875829262,0.00632342963067913,-3739.29883684932,-0.267590393846149,2704,1,1
"ENSG00000126698","HAVANA","gene","ENSG00000126698","11","DNAJC8","protein_coding","DNAJC8; ENSG00000126698",0.00246089850529669,0.375976373888155,0.00202437733004362,-4360.31167669006,0.510999999999996,0.343471661599153,0.37847264014412,0.144429510779064,0.00650279104310359,-4360.96258998897,1.30182659782258,2507,0.52156921057827,0.567755235607538
"ENSG00000130770","HAVANA","gene","ENSG00000130770","18","ATP5IF1","protein_coding","ATP5IF1; ENSG00000130770",0.100143467354947,0.844768640569311,8.74744116945074,-6405.59176761854,0.551000000000016,1.32723648248666,0.946996811017416,0.238431154278567,0.105981780226034,-6504.34667473605,197.50981423502,165,0,0
