"","source","type","gene_id","gene_version","gene_name","gene_type","gene_search","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"ENSG00000188290","HAVANA","gene","ENSG00000188290","10","HES4","protein_coding","HES4; ENSG00000188290",0.00377834511393807,0.2698760902941,0.00150446136098792,-2848.77272972266,0.462999999999994,0.24626165327295,0.273758489326746,0.249605425544597,0.0138069938764351,-2852.10969509748,6.67393074964639,1666,0.0355446589394524,0.0551731620752844
"ENSG00000187608","HAVANA","gene","ENSG00000187608","10","ISG15","protein_coding","ISG15; ENSG00000187608",0.016504544285257,0.334444105821751,41.7127087200664,-3307.21129104778,0.594000000000008,0.324173049159843,0.351064416428976,0.396300721198866,0.0470283737527543,-3312.12369243606,9.82480277655031,1384,0.00735480536466249,0.0137376077164673
"ENSG00000131584","HAVANA","gene","ENSG00000131584","19","ACAP3","protein_coding","ACAP3; ENSG00000131584",0.00214953995033206,0.396872820434471,46.1553618508156,-3549.38973886002,0.465000000000003,0.38674944290695,0.399080205200548,0.119878986820101,0.00538701627713074,-3549.21605966654,-0.347358386962696,2571,1,1
"ENSG00000107404","HAVANA","gene","ENSG00000107404","20","DVL1","protein_coding","DVL1; ENSG00000107404",0.00368592976670889,0.292968335239329,6.1966598374592,-2999.3889909531,0.434000000000012,0.263167978984407,0.296734522544864,0.230696222119266,0.0124250017663959,-3001.16382913983,3.5496763734518,1986,0.169510876390297,0.220722621523317
"ENSG00000175756","HAVANA","gene","ENSG00000175756","13","AURKAIP1","protein_coding","AURKAIP1; ENSG00000175756",0.0150678718940557,0.525373653044921,4.15598211112141,-4101.46888569928,0.456999999999994,0.557585099429018,0.54043751388655,0.220148028310209,0.0278806701534584,-4110.01518020644,17.092589014328,1048,0.000194263609933354,0.000479356579472952
"ENSG00000242485","HAVANA","gene","ENSG00000242485","6","MRPL20","protein_coding","MRPL20; ENSG00000242485",0.00651628575846762,0.506537284312194,11.4173237586742,-4012.93078492713,0.393999999999991,0.533326962070415,0.513132453415438,0.151358397429031,0.0127009851185133,-4014.12782167373,2.39407349321391,2115,0.302088050363472,0.369361559451507
"ENSG00000160075","HAVANA","gene","ENSG00000160075","12","SSU72","protein_coding","SSU72; ENSG00000160075",0.015385418345986,0.449583006817814,0.000306311088890079,-3816.68488953054,0.465000000000003,0.471928045000833,0.464736865422108,0.262832380278485,0.0330891680237557,-3830.91146708316,28.4531551052369,747,6.62942516549414e-07,2.29500582034375e-06
"ENSG00000078369","HAVANA","gene","ENSG00000078369","18","GNB1","protein_coding","GNB1; ENSG00000078369",0.0624389725635421,0.75862411812426,29.0261714152456,-4865.12324945665,0.52800000000002,1.1878221477677,0.821210603388956,0.210366438938141,0.0760464978534562,-4883.84704313656,37.4475873598221,628,7.3851568194172e-09,3.04108527627594e-08
"ENSG00000187730","HAVANA","gene","ENSG00000187730","9","GABRD","protein_coding","GABRD; ENSG00000187730",0.0130898739138262,0.415966275418813,0.000829603920665011,-3670.13042515796,0.593000000000018,0.430802979135229,0.429361187901606,0.265576127369601,0.0305085335198818,-3684.48124390865,28.7016375013673,742,5.85488818982682e-07,2.04053111305824e-06
"ENSG00000067606","HAVANA","gene","ENSG00000067606","17","PRKCZ","protein_coding","PRKCZ; ENSG00000067606",0.0824069666395613,0.611966223156695,91.0550776397286,-4568.74984066637,0.881,0.791735317587998,0.694545361483915,0.362578414748078,0.118678209139586,-4574.01487895106,10.5300765693955,1339,0.00516919512345904,0.00998322523470132
"ENSG00000157870","HAVANA","gene","ENSG00000157870","16","PRXL2B","protein_coding","PRXL2B; ENSG00000157870",0.0025886021206321,0.305521717877636,41.9434947458907,-3071.07617571406,0.423000000000002,0.273832431798334,0.308176395533844,0.185800880636261,0.00840154305979317,-3071.13865592838,0.124960428641316,2455,0.939431649922985,0.989560181955535
"ENSG00000158109","HAVANA","gene","ENSG00000158109","15","TPRG1L","protein_coding","TPRG1L; ENSG00000158109",0.0125780984889546,0.521190601759278,12.6527427191026,-4083.21949978972,0.459000000000003,0.584590148733818,0.533916725086608,0.191847437613202,0.0235646984978795,-4087.56383865516,8.68867773087641,1472,0.0129800869957301,0.0228033321813573
"ENSG00000069424","HAVANA","gene","ENSG00000069424","15","KCNAB2","protein_coding","KCNAB2; ENSG00000069424",0.0201762449148147,0.614834178997322,11.364602910337,-4400.72756305437,0.494,0.705251727921371,0.635226520799564,0.201407672934269,0.0317730924643946,-4408.89926017535,16.343394241956,1077,0.000282538107977959,0.000678406264838441
"ENSG00000116254","HAVANA","gene","ENSG00000116254","18","CHD5","protein_coding","CHD5; ENSG00000116254",0.00824259997151433,0.541595643705751,13.5490598130616,-4140.65779490955,0.387,0.551383501552409,0.549965636770029,0.164656297136857,0.0149909542784595,-4142.33847604792,3.3613622767316,2022,0.186247072798183,0.238197294884323
"ENSG00000116251","HAVANA","gene","ENSG00000116251","11","RPL22","protein_coding","RPL22; ENSG00000116251",0.0783464095810128,0.83138499806967,3.08431276080868,-5005.96171443645,0.423000000000002,1.20190628634773,0.909125652754559,0.232883619666154,0.08612037456565,-5071.94807207385,131.972715274815,175,0,0
"ENSG00000097021","HAVANA","gene","ENSG00000097021","19","ACOT7","protein_coding","ACOT7; ENSG00000097021",0.0513025796416887,0.61573752879327,18.9584285573205,-4471.28745003643,0.527999999999992,0.775660489123359,0.667021065849276,0.292010139565915,0.0769107869121353,-4499.22877997314,55.8826598734267,448,7.33191285462453e-13,4.23221576831675e-12
"ENSG00000171735","HAVANA","gene","ENSG00000171735","19","CAMTA1","protein_coding","CAMTA1; ENSG00000171735",0.0036689362167485,0.394403159926771,18.7424082019967,-3544.50534501996,0.420999999999992,0.39295625744907,0.398133027049212,0.154143732865294,0.00921676312480269,-3544.82123342836,0.631776816793717,2353,0.729140811619996,0.80134217545657
"ENSG00000116288","HAVANA","gene","ENSG00000116288","13","PARK7","protein_coding","PARK7; ENSG00000116288",0.0294502228309575,0.69757385267555,0.00734044582421001,-4636.70590564557,0.503000000000014,0.881221332177381,0.726618617799403,0.19474184973312,0.0405079058907918,-4657.50920125099,41.6065912108443,582,9.23088827597951e-10,4.09911359744061e-09
"ENSG00000142599","HAVANA","gene","ENSG00000142599","19","RERE","protein_coding","RERE; ENSG00000142599",0.00336590036043179,0.301469416375794,32.5557749691871,-3051.06229608195,0.388000000000005,0.280542837819169,0.30492193932232,0.206800432174686,0.0110417007992033,-3051.50339366857,0.882195173244327,2311,0.64332992311546,0.719883678570566
"ENSG00000074800","HAVANA","gene","ENSG00000074800","16","ENO1","protein_coding","ENO1; ENSG00000074800",0.041672220916516,0.828258536287755,0.00290796275125153,-4961.09006922803,0.495000000000005,1.39800838104769,0.869711409242375,0.146020404901733,0.0479029170671464,-4989.97476727137,57.7693960866745,438,2.85438339631128e-13,1.68525923809611e-12
"ENSG00000171603","HAVANA","gene","ENSG00000171603","17","CLSTN1","protein_coding","CLSTN1; ENSG00000171603",0.075508027004077,0.793119141433548,2.48716813845092,-4917.45437875624,0.427999999999997,1.3065516426593,0.871881819533779,0.210314870495765,0.086928005187647,-4994.58454163856,154.260325764635,147,0,0
