"","source","type","gene_id","gene_version","gene_name","gene_type","gene_search","sigma.sq","tau.sq","phi","loglik","runtime","mean","var","spcov","prop_sv","loglik_lm","LR_stat","rank","pval","padj"
"ENSG00000188290","HAVANA","gene","ENSG00000188290","10","HES4","protein_coding","HES4; ENSG00000188290",0.00379846578137782,0.278665639274338,0.67987320571406,-3270.74307737904,0.36399999999999,0.226331911304853,0.282767933128915,0.272306694455054,0.0134476052475006,-3275.76382879623,10.0415028343841,1065,0.00659956581848276,0.0139551382377682
"ENSG00000187608","HAVANA","gene","ENSG00000187608","10","ISG15","protein_coding","ISG15; ENSG00000187608",0.00221565797938151,0.33225660334915,0.0461424479632962,-3624.77750105503,0.438000000000002,0.27080178284452,0.33461095596845,0.173820038344007,0.0066243399993197,-3625.99934842995,2.44369474984069,1653,0.294685269587715,0.401470796800686
"ENSG00000078808","HAVANA","gene","ENSG00000078808","17","SDF4","protein_coding","SDF4; ENSG00000078808",0.000939452180601504,0.256558341477951,2.5939056656963,-3081.25117604449,0.441000000000003,0.217321236002535,0.257506610321935,0.141037685713389,0.00364838924347148,-3081.0682544756,-0.365843137768934,2145,1,1
"ENSG00000131584","HAVANA","gene","ENSG00000131584","19","ACAP3","protein_coding","ACAP3; ENSG00000131584",0.004192358283125,0.536464225358964,0.185126998455622,-4623.59487960465,0.405000000000001,0.495533979445136,0.54088495919142,0.130663941732132,0.00775419815455408,-4625.13467384877,3.07958848823,1581,0.214425216138504,0.3054304786489
"ENSG00000175756","HAVANA","gene","ENSG00000175756","13","AURKAIP1","protein_coding","AURKAIP1; ENSG00000175756",0.0029937598227393,0.426968312157875,1.55915624646422,-4147.23838684774,0.397999999999996,0.393887182321432,0.43011667062512,0.138910997333132,0.0069628463016484,-4148.38786465454,2.29895561360536,1676,0.316802158124725,0.425679272134177
"ENSG00000242485","HAVANA","gene","ENSG00000242485","6","MRPL20","protein_coding","MRPL20; ENSG00000242485",0.00145338346757048,0.427705151758575,39.9944096641117,-4144.18412273962,0.399000000000001,0.384228294628157,0.4291886198156,0.0992203522785981,0.00338658875048266,-4143.89397760103,-0.580290277179301,2195,1,1
"ENSG00000205090","HAVANA","gene","ENSG00000205090","9","TMEM240","protein_coding","TMEM240; ENSG00000205090",0.0582207763274392,0.272303222144521,173.516919425857,-3598.31090806001,0.964999999999975,0.288565706005813,0.330694621282653,0.836169416864748,0.176146895827833,-3601.50525517103,6.38869422203879,1287,0.0409932807022529,0.0717302782762033
"ENSG00000160075","HAVANA","gene","ENSG00000160075","12","SSU72","protein_coding","SSU72; ENSG00000160075",0.00561313951025015,0.536164019517823,1.72975724183312,-4627.13150441533,0.364000000000004,0.489222723834804,0.54210320381132,0.153142699007727,0.0103606056783935,-4629.81535104794,5.36769326522699,1360,0.0682999234898295,0.113096638014041
"ENSG00000078369","HAVANA","gene","ENSG00000078369","18","GNB1","protein_coding","GNB1; ENSG00000078369",0.0107902000452853,0.749070729938478,0.0194328998015443,-5329.14042935943,0.360000000000014,0.787997882410571,0.760715715104683,0.131822546757838,0.0142002300940988,-5334.69566721653,11.1104757141966,1008,0.00386714853145587,0.0086335111080293
"ENSG00000187730","HAVANA","gene","ENSG00000187730","9","GABRD","protein_coding","GABRD; ENSG00000187730",0.00344507649366535,0.334967278240507,0.359334142435556,-3648.05082610211,0.402000000000015,0.286955172373647,0.338678290836078,0.204543356036674,0.0101801144239297,-3651.1362213917,6.17079057916999,1304,0.0457119608663724,0.0789442759747475
