Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to9,Feature log2 fold change topic 3to9
ENSG00000228794,LINC01128,6,-2.1461,17,-0.6381,29,1.33383
ENSG00000188976,NOC2L,25,-1.0107,35,-0.4500,52,0.78482
ENSG00000188290,HES4,58,-0.6260,69,-0.3437,92,0.53620
ENSG00000187608,ISG15,178,-0.2361,196,-0.0825,212,0.17894
ENSG00000188157,AGRN,30,-0.8074,41,-0.3298,54,0.61615
ENSG00000131591,C1orf159,13,0.04311,14,0.23470,12,-0.1626
ENSG00000078808,SDF4,65,-0.2303,59,-0.3815,79,0.34302
ENSG00000176022,B3GALT6,13,-1.3522,28,-0.1733,34,0.73555
ENSG00000160087,UBE2J2,27,-0.8415,41,-0.2152,50,0.55918
ENSG00000131584,ACAP3,77,-0.1567,86,0.02773,85,0.07083
ENSG00000169972,PUSL1,6,-1.2539,10,-0.5556,16,0.95850
ENSG00000127054,INTS11,38,-0.5570,48,-0.2023,58,0.41669
ENSG00000224051,CPTP,9,-1.8766,26,-0.2359,34,0.94952
ENSG00000107404,DVL1,44,-0.5953,85,0.46353,64,-0.0101
ENSG00000175756,AURKAIP1,187,0.09306,189,0.11252,173,-0.1181
ENSG00000221978,CCNL2,46,-0.2136,46,-0.2131,54,0.24143
ENSG00000242485,MRPL20,145,-0.3082,140,-0.3651,185,0.37870
ENSG00000235098,ANKRD65,41,0.62597,21,-0.4863,27,-0.1729
ENSG00000179403,VWA1,157,2.87317,28,-0.3784,20,-2.1890
ENSG00000160072,ATAD3B,8,-0.5274,9,-0.3651,13,0.49804
ENSG00000197785,ATAD3A,25,0.09958,12,-1.0071,25,0.41312
ENSG00000205090,TMEM240,20,-1.0459,30,-0.4086,44,0.77424
ENSG00000160075,SSU72,104,-0.7278,139,-0.2715,177,0.54228
ENSG00000228594,FNDC10,11,-1.9381,40,-0.0697,46,0.83552
ENSG00000272106,AL691432.2,17,-0.4819,14,-0.7841,26,0.69715
ENSG00000197530,MIB2,35,-0.4965,57,0.29054,48,0.06952
ENSG00000215790,SLC35E2A,18,-1.6151,50,-0.0551,56,0.73406
ENSG00000008130,NADK,13,-1.2278,24,-0.3038,32,0.78046
ENSG00000078369,GNB1,234,-1.0056,436,-0.0325,476,0.50583
ENSG00000187730,GABRD,19,-2.8642,66,-1.0613,156,1.85093
ENSG00000067606,PRKCZ,89,-1.2477,196,-0.0294,215,0.59448
ENSG00000162585,FAAP20,91,0.25951,65,-0.2917,78,-0.0049
ENSG00000157933,SKI,29,0.56090,19,-0.1290,20,-0.2853
ENSG00000157916,RER1,70,-0.0150,52,-0.4762,73,0.26098
ENSG00000157911,PEX10,37,0.22307,28,-0.2211,32,-0.0162
ENSG00000149527,PLCH2,18,0.29139,15,0.04738,14,-0.1998
ENSG00000157881,PANK4,4,-1.8030,3,-1.9010,16,1.99304
ENSG00000157870,PRXL2B,25,-0.8885,41,-0.1115,47,0.51164
ENSG00000177133,PRDM16-DT,13,-0.4422,33,1.10619,16,-0.5593
ENSG00000158109,TPRG1L,58,-1.7463,157,-0.2257,202,0.90367
ENSG00000116213,WRAP73,9,-0.8832,12,-0.3393,17,0.65724
ENSG00000130764,LRRC47,49,-0.9207,59,-0.6510,98,0.86411
ENSG00000116198,CEP104,34,1.30066,13,-0.3153,14,-0.7641
ENSG00000198912,C1orf174,10,-0.2759,14,0.27541,12,-0.0229
ENSG00000196581,AJAP1,10,-1.6020,11,-1.4913,34,1.67524
ENSG00000069424,KCNAB2,51,-2.2526,246,0.14484,247,0.72960
ENSG00000116254,CHD5,40,-1.4908,89,-0.2717,117,0.85509
ENSG00000116251,RPL22,1222,1.57515,527,0.08499,393,-1.1525
ENSG00000116237,ICMT,15,-1.4595,37,-0.1043,44,0.72205
ENSG00000097021,ACOT7,68,-2.0924,182,-0.6166,309,1.30182
ENSG00000215788,TNFRSF25,2,-3.2859,12,-0.6542,21,1.59814
ENSG00000171680,PLEKHG5,12,-1.2287,15,-0.8798,31,1.14743
ENSG00000162408,NOL9,18,-0.6063,19,-0.5810,30,0.66157
ENSG00000162413,KLHL21,25,-0.5789,23,-0.7120,40,0.71658
ENSG00000116273,PHF13,7,-1.1109,6,-1.3831,17,1.35551
