Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000113594,LIFR,249,1.85292,104,0.26656,45,-1.0636,39,-1.3796,114,0.41368,127,0.60174,40,-1.3520
ENSG00000113638,TTC33,48,-0.2277,19,-1.6297,89,0.79399,54,-0.0483,14,-2.0246,76,0.51173,72,0.50888
ENSG00000145592,RPL37,3217,1.55289,1882,0.57559,519,-1.4649,797,-0.8970,1808,0.50660,956,-0.5273,1005,-0.5040
ENSG00000182836,PLCXD3,24,-0.7521,57,0.62305,115,1.92367,21,-1.1030,37,-0.1120,9,-2.1567,35,-0.1975
ENSG00000083720,OXCT1,79,-0.8683,47,-1.6660,246,0.97881,133,-0.0741,85,-0.7655,123,-0.1902,199,0.71762
ENSG00000250722,SELENOP,932,4.13422,144,-0.0695,9,-4.1489,43,-2.0719,99,-0.6627,20,-3.0437,32,-2.5084
ENSG00000112972,HMGCS1,84,-1.1965,122,-0.6299,390,1.33014,234,0.49168,114,-0.7342,153,-0.2698,150,-0.3416
ENSG00000172239,PAIP1,90,0.29781,68,-0.1728,65,-0.2305,72,-0.0771,70,-0.1209,84,0.18022,78,0.06767
ENSG00000112992,NNT,12,-2.8678,40,-1.1634,89,0.09815,116,0.63550,61,-0.5091,93,0.17460,113,0.58849
ENSG00000112996,MRPS30,53,0.21059,26,-0.8913,54,0.23307,56,0.32867,23,-1.0876,50,0.10126,51,0.18014
ENSG00000164588,HCN1,0,-6.3844,26,-1.4614,168,1.64335,87,0.52480,35,-1.0122,55,-0.2937,69,0.08077
ENSG00000164172,MOCS2,157,0.69095,103,-0.0194,114,0.15483,114,0.16733,79,-0.4264,102,-0.0337,76,-0.5497
ENSG00000164258,NDUFS4,96,0.11239,40,-1.2456,65,-0.4989,109,0.37681,59,-0.6522,171,1.10935,77,-0.2571
ENSG00000067248,DHX29,9,-1.8657,58,0.99124,54,0.85590,14,-1.4256,41,0.39069,26,-0.3697,38,0.28457
ENSG00000039123,MTREX,87,0.72901,111,1.17382,78,0.54731,33,-0.9152,38,-0.6179,50,-0.1668,37,-0.7309
ENSG00000067113,PLPP1,311,2.80461,32,-1.2680,57,-0.4003,67,-0.1850,49,-0.6557,29,-1.4414,26,-1.7242
ENSG00000134352,IL6ST,511,1.99613,190,0.17703,58,-1.6661,123,-0.5741,166,-0.0458,159,-0.1084,101,-0.9019
ENSG00000062194,GPBP1,72,-0.7797,147,0.36831,111,-0.0978,128,0.16678,103,-0.2153,96,-0.3154,136,0.27791
ENSG00000145632,PLK2,0,-6.6246,8,-3.4408,100,0.40601,159,1.52547,28,-1.5874,66,-0.2686,91,0.29845
ENSG00000152932,RAB3C,106,-1.0840,100,-1.1673,511,1.54922,250,0.31799,154,-0.5005,204,-0.0599,164,-0.4510
ENSG00000113448,PDE4D,1,-4.8852,46,0.21755,25,-0.7329,68,1.05405,18,-1.2170,41,0.03299,48,0.31461
ENSG00000164182,NDUFAF2,4,-3.3048,51,0.31175,28,-0.6471,44,0.08797,56,0.47319,39,-0.1108,56,0.54855
ENSG00000068796,KIF2A,21,-1.0798,57,0.48517,62,0.64114,43,0.04795,45,0.10511,32,-0.4587,38,-0.1728
ENSG00000153006,SREK1IP1,28,-0.5344,25,-0.6900,61,0.74067,31,-0.4145,25,-0.6999,73,1.06442,38,-0.0130
ENSG00000153015,CWC27,36,-0.4126,23,-1.1064,38,-0.3183,86,1.27939,64,0.53205,29,-0.7563,28,-0.8518
ENSG00000113595,TRIM23,46,-0.7312,27,-1.5263,116,0.75463,122,1.02387,51,-0.5879,65,-0.2012,57,-0.4607
ENSG00000197860,SGTB,25,-2.2035,45,-1.3591,112,0.06268,130,0.35645,79,-0.4887,101,-0.0962,173,0.96052
ENSG00000112851,ERBIN,123,0.80967,184,1.56100,13,-2.6793,36,-1.2788,96,0.38429,75,-0.0136,60,-0.4207
ENSG00000153914,SREK1,194,1.56230,142,0.97124,59,-0.4815,32,-1.5350,49,-0.7559,54,-0.6294,78,-0.0358
ENSG00000069020,MAST4,98,0.93420,40,-0.5254,45,-0.3464,76,0.59653,50,-0.1957,78,0.53516,21,-1.6333
ENSG00000145675,PIK3R1,106,-1.3042,346,0.57027,356,0.61706,274,0.20442,144,-0.8400,189,-0.4199,261,0.11268
ENSG00000134056,MRPS36,116,1.08882,21,-1.6433,54,-0.1930,49,-0.4053,43,-0.5572,87,0.56833,67,0.15086
ENSG00000085231,AK6,9,-2.5237,52,0.11039,53,0.13298,61,0.43655,54,0.18513,63,0.42472,42,-0.2629
ENSG00000273841,TAF9,39,-1.0090,36,-1.1465,89,0.29088,60,-0.4020,52,-0.5774,71,-0.0928,134,1.19500
ENSG00000145734,BDP1,57,-0.6491,266,2.05630,24,-1.9466,60,-0.6253,70,-0.3189,48,-0.8999,94,0.16459
ENSG00000164326,CARTPT,1,-5.5200,19,-1.4875,219,2.95425,27,-1.0229,11,-2.1950,4,-3.6749,67,0.60551
ENSG00000131711,MAP1B,746,-1.5641,2202,0.12159,3118,0.70718,1662,-0.3736,1051,-1.0436,1400,-0.6016,3277,0.95398
ENSG00000113048,MRPS27,58,0.75427,0,-6.1914,48,0.43584,47,0.46507,22,-0.8183,62,0.88176,23,-0.7726
ENSG00000083312,TNPO1,86,0.44561,98,0.68224,77,0.26962,55,-0.3133,65,-0.0131,43,-0.6641,55,-0.3202
ENSG00000145741,BTF3,271,0.83083,172,0.06086,91,-0.9473,153,-0.1414,163,-0.0244,216,0.43510,136,-0.3596
ENSG00000171617,ENC1,202,-2.6562,302,-2.0671,1922,0.85330,2122,1.26255,493,-1.3326,996,-0.2442,1137,-0.0361
ENSG00000049860,HEXB,82,1.19567,38,-0.1043,60,0.64183,47,0.28060,20,-1.1130,28,-0.5862,22,-1.0547
ENSG00000164346,NSA2,107,0.38738,175,1.25917,27,-1.7217,65,-0.4728,77,-0.1466,106,0.37704,69,-0.3722
ENSG00000198780,FAM169A,27,-1.4652,62,-0.1890,106,0.71298,70,0.00840,56,-0.3459,69,-0.0199,83,0.33775
ENSG00000113161,HMGCR,29,-1.9349,0,-7.1734,262,1.65263,148,0.71831,38,-1.5425,46,-1.2576,127,0.40705
ENSG00000113163,CERT1,43,-1.0739,93,0.13327,112,0.45540,127,0.79297,35,-1.3944,107,0.37607,62,-0.5745
ENSG00000164252,AGGF1,69,0.33844,10,-2.6055,58,0.06636,65,0.28115,42,-0.4621,71,0.39767,62,0.18649
ENSG00000113231,PDE8B,48,-0.9597,1,-6.4172,44,-1.0871,187,1.60685,65,-0.5080,153,0.91116,58,-0.7391
ENSG00000171530,TBCA,398,0.91605,119,-1.0391,224,-0.0531,226,-0.0442,206,-0.1845,219,-0.0900,233,0.00762
ENSG00000085365,SCAMP1,46,-1.9052,134,-0.2770,316,1.16963,236,0.76964,83,-1.0246,137,-0.2478,125,-0.4393
ENSG00000152413,HOMER1,5,-4.8180,127,-0.2116,152,0.08200,204,0.66527,83,-0.8667,172,0.27803,179,0.39953
ENSG00000177034,MTX3,4,-3.3855,50,0.29772,22,-1.0150,56,0.56750,37,-0.1821,66,0.74779,43,0.03591
ENSG00000039319,ZFYVE16,90,1.03826,94,1.12406,31,-0.6950,31,-0.7838,37,-0.4138,66,0.50752,28,-0.9232
ENSG00000113319,RASGRF2,28,-1.7051,88,0.07123,24,-1.8897,114,0.59899,40,-1.1462,231,1.80856,58,-0.6466
ENSG00000145687,SSBP2,142,0.88371,71,-0.2773,119,0.56618,58,-0.6491,55,-0.6751,126,0.66768,64,-0.4746
ENSG00000186468,RPS23,2905,1.83162,1453,0.54206,309,-1.8820,667,-0.7934,1159,0.16450,763,-0.5066,755,-0.5846
ENSG00000174695,TMEM167A,102,-0.0296,127,0.33290,108,0.06909,100,-0.0608,84,-0.3360,131,0.38015,90,-0.2482
ENSG00000038427,VCAN,96,0.42799,358,3.20642,4,-4.3058,13,-2.7380,90,0.32230,28,-1.4837,31,-1.4439
ENSG00000164176,EDIL3,167,0.04035,166,0.03092,126,-0.4089,256,0.90681,155,-0.0825,169,0.05935,86,-1.1063
ENSG00000127184,COX7C,971,0.08072,500,-0.9653,659,-0.5392,989,0.12607,1010,0.14433,1400,0.69457,901,-0.0479
ENSG00000145715,RASA1,15,-1.8335,43,-0.2134,90,1.03640,54,0.17967,43,-0.1951,59,0.29363,42,-0.2944
ENSG00000134480,CCNH,78,1.19578,2,-4.4041,70,1.00518,31,-0.3686,29,-0.4379,55,0.57599,26,-0.7154
ENSG00000247828,TMEM161B-AS1,23,-1.7438,143,1.13723,59,-0.3378,61,-0.3481,91,0.35506,86,0.25364,69,-0.1258
ENSG00000245526,LINC00461,0,-6.3222,60,-0.0785,58,-0.1338,115,1.25263,73,0.24749,42,-0.6466,52,-0.3596
ENSG00000081189,MEF2C,209,-1.3360,159,-1.7450,962,1.14862,590,0.34544,243,-1.1071,455,-0.1271,612,0.41607
ENSG00000164199,ADGRV1,0,-6.2830,158,1.67111,9,-2.9107,34,-1.0108,174,1.86826,97,0.76723,23,-1.6329
ENSG00000237187,NR2F1-AS1,0,-6.1583,99,0.93815,54,-0.0689,53,-0.1088,42,-0.4602,58,0.04253,74,0.52774
ENSG00000175745,NR2F1,366,1.28578,104,-0.8073,88,-1.0632,219,0.43941,112,-0.6897,224,0.41806,116,-0.7062
ENSG00000113391,FAM172A,73,0.84420,52,0.25763,20,-1.2459,53,0.34839,42,-0.0699,26,-0.8210,39,-0.2159
ENSG00000175471,MCTP1,58,0.29779,27,-0.8921,44,-0.1397,63,0.53139,37,-0.3934,38,-0.3821,51,0.10565
ENSG00000198677,TTC37,33,-1.0423,77,0.28199,87,0.48154,54,-0.3095,83,0.40056,67,0.05310,64,-0.0315
ENSG00000164292,RHOBTB3,75,-0.1163,175,1.35441,18,-2.2964,55,-0.6523,165,1.24181,84,0.08304,47,-0.9265
ENSG00000173221,GLRX,48,0.53632,0,-5.7452,44,0.36302,48,0.62630,17,-1.1175,30,-0.2604,39,0.22775
ENSG00000118985,ELL2,46,-0.4806,34,-0.9531,78,0.35180,78,0.42057,64,0.03262,95,0.69996,45,-0.5765
ENSG00000153113,CAST,263,2.85797,111,1.01111,32,-0.9870,11,-2.7661,44,-0.5244,28,-1.1880,25,-1.4996
ENSG00000113441,LNPEP,85,0.24810,50,-0.6014,93,0.40201,107,0.76981,36,-1.0731,58,-0.3518,59,-0.3802
ENSG00000174136,RGMB,2,-5.0826,31,-1.4542,146,1.03717,126,0.92681,77,-0.0424,112,0.57118,47,-0.9136
ENSG00000174132,FAM174A,39,-0.3213,20,-1.3501,74,0.74005,74,0.88462,16,-1.6184,36,-0.4220,47,-0.0202
ENSG00000145730,PAM,161,-0.2920,105,-0.9525,326,0.87891,333,1.11044,80,-1.3618,143,-0.4832,130,-0.6974
ENSG00000145725,PPIP5K2,40,0.24466,17,-1.0677,48,0.54754,35,0.04981,16,-1.1558,41,0.28897,38,0.19452
ENSG00000181751,C5orf30,13,-1.6474,2,-4.3877,61,0.80401,53,0.65715,25,-0.6373,45,0.28078,44,0.29618
ENSG00000145743,FBXL17,51,-1.2983,48,-1.4031,123,0.06318,202,1.08986,94,-0.3621,65,-0.9385,140,0.32050
ENSG00000198961,PJA2,152,-1.6460,310,-0.5547,706,0.79703,548,0.42313,288,-0.6696,444,0.01578,480,0.16563
ENSG00000164209,SLC25A46,32,-1.5956,99,0.12705,190,1.26129,105,0.26220,41,-1.2329,66,-0.5116,92,0.00897
ENSG00000152495,CAMK4,54,-1.2669,64,-1.0077,174,0.57970,140,0.24275,98,-0.3620,234,1.10010,100,-0.3602
ENSG00000134986,NREP,59,-0.4990,120,0.65475,137,0.88919,63,-0.4489,57,-0.5587,51,-0.7293,89,0.18288
ENSG00000224032,EPB41L4A-AS1,13,-2.0393,33,-0.6406,62,0.35741,70,0.64538,54,0.12520,38,-0.4523,55,0.18893
ENSG00000134982,APC,14,-4.0971,365,0.78175,158,-0.5915,163,-0.6095,347,0.69381,163,-0.5445,345,0.81435
ENSG00000153037,SRP19,20,-1.6397,34,-0.8584,73,0.33200,77,0.50179,44,-0.4887,71,0.28205,70,0.29248
ENSG00000129625,REEP5,227,-0.8979,172,-1.3195,788,1.15290,588,0.74988,231,-0.8713,298,-0.4767,364,-0.1833
ENSG00000172795,DCP2,130,1.79155,9,-2.4649,51,0.11151,19,-1.5099,30,-0.7168,72,0.70209,48,0.03136
ENSG00000152503,TRIM36,46,-1.2147,25,-2.1462,174,0.92100,183,1.23369,51,-1.0550,46,-1.2333,100,-0.0107
ENSG00000134970,TMED7,115,0.60118,61,-0.4187,59,-0.4940,132,1.01327,54,-0.6172,84,0.07187,42,-1.1179
ENSG00000129596,CDO1,36,-0.7812,6,-3.2946,52,-0.2235,121,1.50859,52,-0.2387,73,0.32041,39,-0.7676
ENSG00000145782,ATG12,4,-3.9755,60,0.02625,52,-0.2091,67,0.25082,60,0.04089,88,0.65646,66,0.21750
ENSG00000177879,AP3S1,137,0.00770,40,-1.8836,176,0.42148,174,0.47820,77,-0.9002,154,0.20215,146,0.13648
ENSG00000172869,DMXL1,46,0.05080,69,0.72589,73,0.83462,40,-0.1833,43,-0.0556,26,-0.8328,31,-0.6088
ENSG00000133835,HSD17B4,127,0.75864,151,1.05992,77,-0.0859,74,-0.1617,66,-0.3254,56,-0.5723,51,-0.7919
ENSG00000205302,SNX2,52,0.10831,41,-0.2722,61,0.37044,40,-0.3593,56,0.22193,57,0.24515,46,-0.1048
ENSG00000151292,CSNK1G3,15,-1.9473,108,1.17638,38,-0.5605,91,1.05833,42,-0.4209,22,-1.3619,40,-0.5279
ENSG00000164904,ALDH7A1,42,-0.6818,87,0.47522,21,-1.7472,66,0.03111,131,1.19753,74,0.21941,49,-0.5012
ENSG00000164902,PHAX,26,-1.6614,155,1.23308,59,-0.3974,69,-0.1743,80,0.08882,74,-0.0371,75,-0.0166
ENSG00000164241,C5orf63,143,-0.7940,863,2.44481,32,-3.0145,104,-1.3915,233,-0.0223,133,-0.9050,258,0.16163
ENSG00000064651,SLC12A2,61,0.06816,131,1.40965,30,-1.0085,41,-0.6277,43,-0.4846,48,-0.3214,65,0.20183
ENSG00000169567,HINT1,371,-1.0426,269,-1.5309,681,-0.0923,937,0.50684,540,-0.4601,857,0.28357,948,0.53146
ENSG00000186687,LYRM7,10,-3.0197,45,-0.8318,76,-0.0219,100,0.49757,46,-0.8140,164,1.29246,77,-0.0071
ENSG00000158985,CDC42SE2,97,-0.7095,64,-1.3328,252,0.85165,182,0.34102,116,-0.4241,132,-0.2237,171,0.22249
ENSG00000164398,ACSL6,2,-5.7258,88,-0.4951,198,0.83893,129,0.13444,128,0.09953,196,0.81619,106,-0.2271
ENSG00000113522,RAD50,2,-4.8805,137,1.09538,97,0.49332,57,-0.4213,44,-0.7725,121,0.87364,67,-0.1481
ENSG00000131437,KIF3A,72,-2.0525,115,-1.3597,572,1.25926,307,0.20461,172,-0.7420,220,-0.3605,357,0.50182
ENSG00000164402,SEPTIN8,117,-0.5051,232,0.61148,213,0.47054,135,-0.3158,163,0.02644,96,-0.7991,176,0.17918
ENSG00000198944,SOWAHA,27,-3.1231,175,-0.3607,64,-1.8863,357,0.98381,365,0.85876,351,0.78754,139,-0.7980
ENSG00000164405,UQCRQ,581,0.14781,302,-0.8896,382,-0.5239,571,0.13806,575,0.13141,558,0.08209,618,0.28849
ENSG00000072364,AFF4,100,0.01533,125,0.39386,87,-0.1940,148,0.80801,88,-0.1895,93,-0.1021,49,-1.1835
ENSG00000170606,HSPA4,53,-1.1203,160,0.65005,148,0.52629,115,0.11091,93,-0.2418,76,-0.5521,106,-0.0259
ENSG00000213585,VDAC1,150,-0.8312,93,-1.5555,412,0.81338,403,0.92946,157,-0.7576,208,-0.3210,230,-0.1812
ENSG00000113558,SKP1,629,-0.1505,423,-0.7733,843,0.32871,809,0.30179,611,-0.1969,766,0.17096,661,-0.0798
ENSG00000113575,PPP2CA,122,-1.1412,70,-1.9735,601,1.51873,294,0.28575,189,-0.4661,214,-0.2685,246,-0.0483
ENSG00000119048,UBE2B,193,0.32560,58,-1.5431,215,0.50475,185,0.30082,93,-0.8416,174,0.15408,160,0.02436
ENSG00000237190,CDKN2AIPNL,0,-6.0165,8,-2.7442,60,0.25632,99,1.41404,35,-0.5994,46,-0.1585,55,0.14963
ENSG00000043143,JADE2,52,-0.2518,37,-0.7929,107,0.95355,90,0.77701,24,-1.4345,31,-1.0478,58,-0.0788
ENSG00000152700,SAR1B,32,-0.8149,34,-0.7060,50,-0.0920,81,0.82528,39,-0.4948,100,1.06802,31,-0.9061
ENSG00000164615,CAMLG,101,-0.3170,50,-1.3852,212,0.91018,108,-0.2491,82,-0.6373,112,-0.1522,169,0.60980
ENSG00000145833,DDX46,61,0.41512,105,1.37191,42,-0.1824,42,-0.2152,24,-1.0685,33,-0.5771,39,-0.3567
ENSG00000181904,C5orf24,158,1.39943,13,-2.5095,57,-0.3290,85,0.35068,67,-0.0758,73,0.04708,48,-0.6659
ENSG00000113621,TXNDC15,72,0.55509,44,-0.2625,90,0.92784,56,0.13795,61,0.27736,30,-0.8613,28,-1.0236
ENSG00000113648,H2AFY,147,0.53896,79,-0.4750,107,0.01491,115,0.15770,86,-0.3256,161,0.69977,72,-0.6894
ENSG00000145824,CXCL14,134,-0.6594,74,-1.5725,78,-1.4898,141,-0.6542,520,1.65710,677,2.21955,36,-2.8021
ENSG00000152377,SPOCK1,128,-0.9951,108,-1.2639,525,1.34095,222,-0.1599,172,-0.5446,228,-0.0945,287,0.32552
ENSG00000177733,HNRNPA0,199,0.42303,131,-0.2654,168,0.13498,204,0.54512,118,-0.4298,136,-0.2012,114,-0.5386
ENSG00000031003,FAM13B,24,-1.3137,160,1.86386,50,-0.1976,36,-0.7807,50,-0.1916,55,-0.0434,49,-0.2685
ENSG00000112983,BRD8,29,-0.2665,20,-0.8643,75,1.32716,46,0.54163,33,-0.0907,10,-1.9288,27,-0.4568
ENSG00000120709,FAM53C,34,-0.6872,48,-0.1282,98,1.07636,45,-0.2450,43,-0.3187,40,-0.4229,58,0.19223
ENSG00000132563,REEP2,67,-1.3734,41,-2.1125,337,1.25994,207,0.46784,117,-0.5178,133,-0.3189,176,0.15140
ENSG00000120738,EGR1,135,0.60319,8,-3.6809,144,0.71234,173,1.27595,26,-1.9793,40,-1.3219,73,-0.4448
ENSG00000120705,ETF1,7,-3.0482,68,0.36961,61,0.18990,64,0.28496,49,-0.1881,75,0.51735,52,-0.0831
ENSG00000113013,HSPA9,57,-1.6419,206,0.35313,210,0.38478,224,0.58312,126,-0.4330,222,0.48391,112,-0.6926
ENSG00000044115,CTNNA1,229,1.66751,120,0.48524,45,-1.0833,71,-0.4178,100,0.18079,75,-0.2827,47,-1.0990
ENSG00000146006,LRRTM2,0,-5.3951,19,-0.8592,66,1.16922,54,0.99290,18,-0.9101,36,0.13424,25,-0.5044
ENSG00000120727,PAIP2,215,0.29819,193,0.12232,185,0.04560,192,0.12558,153,-0.2531,187,0.06372,149,-0.3354
ENSG00000170464,DNAJC18,43,-0.0688,15,-1.7045,60,0.49307,56,0.41896,26,-0.8483,40,-0.1845,54,0.34709
ENSG00000131508,UBE2D2,142,0.39077,59,-0.9888,112,-0.0016,110,-0.0392,88,-0.3823,137,0.33229,125,0.20615
ENSG00000171604,CXXC5,57,-1.5987,142,-0.1973,160,-0.0121,224,0.64094,105,-0.6712,135,-0.2803,201,0.42665
ENSG00000146005,PSD2,23,-1.4073,61,0.09401,44,-0.4309,44,-0.4891,97,0.87425,148,1.66374,29,-1.1625
ENSG00000185129,PURA,132,0.31923,186,0.90853,43,-1.4357,98,-0.1915,124,0.21701,125,0.22895,86,-0.4186
ENSG00000182700,IGIP,61,-0.3481,42,-0.9308,102,0.49556,67,-0.2079,71,-0.0972,61,-0.3450,104,0.63063
ENSG00000120306,CYSTM1,268,1.57197,16,-2.8640,60,-0.9381,124,0.22704,109,-0.0098,126,0.22676,80,-0.5606
ENSG00000113068,PFDN1,91,-0.0771,50,-1.0091,107,0.17576,105,0.16996,65,-0.6245,107,0.18511,116,0.36647
ENSG00000131503,ANKHD1,142,1.19120,124,0.94432,38,-0.9793,77,0.15294,70,-0.0244,39,-0.9380,36,-1.1702
ENSG00000213523,SRA1,79,1.09115,38,-0.1324,43,0.08306,27,-0.7074,24,-0.8356,60,0.61510,36,-0.2350
ENSG00000131495,NDUFA2,293,0.43797,113,-1.0681,162,-0.5201,147,-0.7388,193,-0.2441,284,0.38525,340,0.82954
ENSG00000113141,IK,220,1.87520,79,0.03454,55,-0.5535,91,0.30373,35,-1.2153,42,-0.9721,42,-1.0410
ENSG00000170445,HARS,74,-0.1211,45,-0.8971,112,0.56294,104,0.50532,58,-0.5184,58,-0.5157,82,0.05549
ENSG00000146007,ZMAT2,61,-1.6372,147,-0.2939,133,-0.4482,266,0.81726,125,-0.5471,220,0.36554,185,0.08476
ENSG00000178913,TAF7,95,-0.0313,86,-0.1866,116,0.30913,137,0.69302,61,-0.7215,83,-0.2428,76,-0.4198
ENSG00000131504,DIAPH1,71,0.64142,29,-0.8135,19,-1.4297,55,0.26916,41,-0.2414,15,-1.7308,73,0.83779
ENSG00000164620,RELL2,0,-5.3688,17,-0.9564,91,1.83588,39,0.33266,17,-1.0092,17,-0.9832,36,0.18659
ENSG00000013561,RNF14,41,-0.4222,28,-0.9861,75,0.55326,90,1.03872,29,-0.9778,35,-0.6685,48,-0.2119
ENSG00000113552,GNPDA1,31,-0.1969,8,-2.0979,67,1.11268,41,0.30166,34,-0.0343,32,-0.1008,29,-0.3139
ENSG00000131507,NDFIP1,337,-0.8450,186,-1.7486,1191,1.25540,793,0.62622,321,-0.9185,417,-0.5147,572,-0.0125
ENSG00000113578,FGF1,86,0.28453,206,1.88320,29,-1.4315,28,-1.6099,76,0.07467,62,-0.2591,69,-0.0911
ENSG00000145819,ARHGAP26,82,-0.6176,120,-0.0045,99,-0.3151,162,0.57844,87,-0.5204,157,0.43717,108,-0.2051
ENSG00000113580,NR3C1,175,1.61771,89,0.39236,43,-0.7695,97,0.63975,43,-0.7768,26,-1.5291,30,-1.4287
ENSG00000145817,YIPF5,36,-0.6259,69,0.43044,65,0.33518,57,0.13259,37,-0.5516,53,0.00947,51,-0.0538
ENSG00000183775,KCTD16,1,-6.7040,52,-1.3178,127,0.06622,218,1.20133,95,-0.3930,180,0.64302,104,-0.2978
ENSG00000133706,LARS,57,-0.3029,84,0.32690,89,0.42768,68,-0.0140,81,0.26679,67,-0.0245,52,-0.5026
ENSG00000113649,TCERG1,46,-0.5561,89,0.51721,60,-0.1218,92,0.67205,46,-0.5365,59,-0.1390,50,-0.4523
ENSG00000156475,PPP2R2B,33,-2.2106,100,-0.5269,230,0.83822,216,0.86878,99,-0.5542,96,-0.5951,134,-0.0739
ENSG00000113657,DPYSL3,56,-0.1715,90,0.62329,88,0.57617,53,-0.2904,115,1.04869,58,-0.1035,23,-1.6677
ENSG00000176049,JAKMIP2,19,-1.3054,54,0.27760,37,-0.3004,61,0.58554,42,-0.1036,35,-0.4059,48,0.12554
ENSG00000113712,CSNK1A1,224,0.37991,155,-0.2202,189,0.10394,190,0.12509,125,-0.5551,199,0.18410,163,-0.1529
ENSG00000070808,CAMK2A,88,-2.6810,198,-1.4703,540,0.08746,646,0.44949,522,0.03281,608,0.28493,677,0.54539
ENSG00000019582,CD74,1881,3.52377,709,1.19339,25,-3.9729,86,-2.3110,173,-1.1162,143,-1.4044,41,-3.4221
ENSG00000164587,RPS14,2088,1.53301,988,0.20297,460,-1.0074,582,-0.7144,856,-0.0313,718,-0.3134,791,-0.1804
ENSG00000070614,NDST1,52,0.21149,37,-0.3154,15,-1.6487,70,0.87653,48,0.08787,35,-0.4087,40,-0.2239
ENSG00000171992,SYNPO,125,-1.1167,120,-1.1761,175,-0.5909,338,0.55204,206,-0.3408,387,0.69820,301,0.31911
ENSG00000086589,RBM22,35,-0.0722,37,0.02221,66,1.01315,32,-0.2419,50,0.51418,39,0.13400,18,-1.1660
ENSG00000132912,DCTN4,44,-0.5566,69,0.16824,100,0.79490,76,0.37364,55,-0.1939,57,-0.1239,41,-0.7097
ENSG00000211445,GPX3,334,2.67604,119,0.59628,100,0.30436,16,-2.6345,16,-2.5086,4,-4.5190,72,-0.2627
ENSG00000197043,ANXA6,226,0.21507,63,-1.7691,507,1.66486,188,-0.1000,82,-1.3766,126,-0.7123,202,0.03778
ENSG00000113140,SPARC,1585,2.51608,1175,1.83904,126,-1.8621,126,-1.9978,414,-0.0318,137,-1.7385,55,-3.2578
ENSG00000177556,ATOX1,101,-0.6848,168,0.12125,119,-0.4312,144,-0.1449,169,0.13203,259,0.84877,150,-0.0716
ENSG00000145907,G3BP1,239,2.29338,50,-0.5265,47,-0.6304,64,-0.1609,36,-1.0029,53,-0.4254,37,-1.0932
ENSG00000155511,GRIA1,30,-2.5107,99,-0.7252,217,0.53576,343,1.71733,110,-0.5630,99,-0.7263,86,-1.0377
ENSG00000155506,LARP1,166,-0.8470,169,-0.8199,483,0.89293,394,0.63586,181,-0.7159,203,-0.5397,286,0.00773
ENSG00000155508,CNOT8,203,2.50371,12,-2.3055,93,0.91338,37,-0.6613,30,-0.9080,30,-0.9274,22,-1.4819
ENSG00000055163,CYFIP2,113,-1.8307,197,-0.9920,599,0.80772,476,0.48409,293,-0.3755,478,0.41987,351,-0.0978
ENSG00000155858,LSM11,16,-1.1104,1,-4.7764,71,1.33356,26,-0.4360,14,-1.2532,35,0.11905,53,0.96134
ENSG00000113282,CLINT1,69,0.47133,34,-0.6338,34,-0.6354,75,0.73209,31,-0.8132,68,0.46545,39,-0.5025
ENSG00000145860,RNF145,89,-0.1129,83,-0.2280,158,0.83888,72,-0.5054,38,-1.4403,132,0.53002,109,0.24352
ENSG00000164332,UBLCP1,41,-0.5157,25,-1.2265,129,1.44125,68,0.35309,23,-1.3575,29,-1.0051,62,0.16772
ENSG00000113312,TTC1,59,-0.7827,82,-0.2664,89,-0.1376,69,-0.5874,71,-0.4880,151,0.74296,140,0.72976
ENSG00000164609,SLU7,85,-0.2505,75,-0.4404,123,0.35600,84,-0.3007,86,-0.2246,102,0.04258,127,0.47098
ENSG00000145864,GABRB2,54,-2.3678,172,-0.6204,467,1.03503,335,0.53347,144,-0.8979,293,0.22765,245,-0.0683
ENSG00000022355,GABRA1,94,-1.6834,158,-0.9051,694,1.60069,277,-0.0192,123,-1.2870,331,0.27467,284,0.02364
ENSG00000113327,GABRG2,7,-4.7902,61,-1.6493,351,1.17288,217,0.38808,110,-0.7561,184,0.05819,224,0.45268
ENSG00000038274,MAT2B,150,1.20835,35,-1.1532,64,-0.2250,64,-0.2600,40,-0.9793,137,1.04519,56,-0.4930
ENSG00000145934,TENM2,11,-2.6793,18,-2.0029,72,0.14548,135,1.52701,42,-0.7138,101,0.70403,41,-0.8407
ENSG00000113643,RARS,115,1.31900,57,0.11598,57,0.11128,52,-0.0480,49,-0.1308,49,-0.1492,25,-1.3037
ENSG00000188573,FBLL1,0,-6.2908,30,-1.1345,123,1.18302,65,0.09366,40,-0.6613,59,-0.0740,86,0.65593
ENSG00000120137,PANK3,35,-1.3622,62,-0.4762,93,0.17765,128,0.84599,61,-0.4893,69,-0.3015,88,0.09783
ENSG00000184347,SLIT3,114,1.85818,21,-1.0203,46,0.20315,44,0.17265,11,-2.0205,28,-0.5652,28,-0.6623
ENSG00000181163,NPM1,392,1.27800,299,0.78532,175,-0.1076,167,-0.2105,164,-0.2142,105,-0.9095,108,-0.9542
