Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8,Feature log2 fold change topic 8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10to11,Feature log2 fold change topic 10to11
ENSG00000119335,SET,298,0.65116,204,0.03892,219,0.14325,243,0.31203,172,-0.2363,106,-0.9807,159,-0.3610,195,-0.0416
ENSG00000160445,ZER1,1,-6.6985,204,0.57981,55,-1.5842,248,0.76966,276,0.95503,207,0.47393,81,-1.0003,110,-0.5727
ENSG00000107021,TBC1D13,226,0.95641,204,1.06210,95,-0.4483,114,-0.1661,14,-3.2309,98,-0.3936,41,-1.6924,95,-0.4859
ENSG00000136802,LRRC8A,53,-1.2760,204,1.14023,104,-0.2577,76,-0.7492,102,-0.2817,103,-0.2786,171,0.53444,64,-1.0684
ENSG00000148341,SH3GLB2,1,-7.0637,204,0.04456,128,-0.6829,408,1.19273,308,0.71051,210,0.08710,172,-0.2289,176,-0.2181
ENSG00000095321,CRAT,1,-6.0454,204,1.78929,59,-0.7820,74,-0.4383,88,-0.1624,29,-1.8169,87,-0.1864,65,-0.7056
ENSG00000119383,PTPA,212,-0.1484,204,-0.2606,263,0.18999,315,0.48283,264,0.20002,288,0.33914,163,-0.5551,224,-0.0692
ENSG00000136819,C9orf78,88,-0.5826,204,1.01723,52,-1.3711,162,0.37016,113,-0.2038,112,-0.2223,87,-0.6112,95,-0.5227
ENSG00000187239,FNBP1,1,-6.0114,204,1.86839,95,-0.0180,45,-1.1501,33,-1.6032,73,-0.4183,92,-0.0648,52,-1.0195
ENSG00000148358,GPR107,1,-5.8293,204,2.34342,0,-6.8014,24,-1.8724,46,-0.9323,128,0.67022,38,-1.2005,40,-1.2317
ENSG00000107130,NCS1,1,-7.9233,204,-1.0453,256,-0.5414,500,0.52303,479,0.45216,643,0.94641,437,0.30494,525,0.69091
ENSG00000130707,ASS1,1,-6.1763,204,1.50518,144,0.47118,50,-1.1764,149,0.52998,16,-2.8284,53,-1.0735,79,-0.5288
ENSG00000107164,FUBP3,1,-5.9480,204,2.02332,63,-0.5719,39,-1.3052,32,-1.5732,77,-0.2823,49,-0.9646,68,-0.5054
ENSG00000097007,ABL1,43,-1.0476,204,2.26317,42,-1.0833,72,-0.2802,36,-1.3418,25,-1.8524,36,-1.3374,41,-1.2240
ENSG00000126878,AIF1L,17,-2.9777,204,1.01745,512,2.49713,7,-4.1609,0,-7.2085,9,-3.9659,49,-1.4793,104,-0.3568
ENSG00000130723,PRRC2B,10,-4.4492,204,-0.1005,279,0.42321,250,0.24485,327,0.68473,253,0.26143,216,0.00850,207,-0.0648
ENSG00000130717,UCK1,120,0.26159,204,1.67208,65,-0.7040,43,-1.3046,111,0.14449,8,-3.7976,81,-0.3564,40,-1.5038
ENSG00000107263,RAPGEF1,88,-0.6601,204,0.91201,253,1.04875,107,-0.3520,60,-1.2271,91,-0.6100,94,-0.5594,86,-0.7499
ENSG00000196358,NTNG2,2,-5.3988,204,2.07579,16,-2.6196,63,-0.5570,29,-1.7035,71,-0.3780,53,-0.8247,75,-0.3239
ENSG00000107290,SETX,317,1.73202,204,1.30854,100,-0.2272,13,-3.1879,93,-0.3276,30,-2.0425,31,-1.9579,36,-1.8800
ENSG00000165699,TSC1,111,0.21952,204,1.85326,15,-2.7667,96,-0.0024,13,-2.9965,59,-0.7639,27,-1.9127,64,-0.6876
ENSG00000160271,RALGDS,80,-0.3113,204,1.79625,51,-1.0085,41,-1.3192,49,-1.0629,49,-1.0574,104,0.08818,46,-1.2352
ENSG00000148296,SURF6,1,-5.8278,204,2.34782,58,-0.5933,78,-0.1258,35,-1.3330,51,-0.7689,16,-2.4717,39,-1.2661
ENSG00000148303,RPL7A,68,-2.5972,204,-1.1298,1042,1.72849,370,-0.0443,489,0.40621,264,-0.5657,350,-0.1312,494,0.47662
ENSG00000148290,SURF1,1,-6.1564,204,1.54627,52,-1.0986,31,-1.8654,80,-0.4442,158,0.64121,52,-1.0821,91,-0.2650
ENSG00000148248,SURF4,1,-6.2804,204,1.29817,120,0.05829,147,0.38471,75,-0.6714,77,-0.6396,117,0.02106,62,-1.0380
ENSG00000235106,BRD3OS,1,-6.1380,204,1.58529,79,-0.4296,60,-0.8514,33,-1.7271,119,0.21047,111,0.08815,68,-0.7268
ENSG00000169925,BRD3,45,-1.2620,204,1.61736,97,-0.1008,80,-0.4042,82,-0.3671,46,-1.2353,42,-1.3901,68,-0.7048
ENSG00000186350,RXRA,1,-5.9962,204,1.90454,79,-0.2778,23,-2.1515,55,-0.8452,41,-1.2883,82,-0.2234,76,-0.3869
ENSG00000130558,OLFM1,301,-1.6017,204,-2.4363,321,-1.5072,2079,1.49604,2005,1.42959,1326,0.70718,1109,0.41125,847,-0.0237
ENSG00000130559,CAMSAP1,1,-6.0816,204,1.70758,0,-7.1723,114,0.19565,132,0.44093,122,0.30526,29,-1.8791,49,-1.1929
ENSG00000130560,UBAC1,1,-5.8718,204,2.22369,19,-2.3025,47,-0.9559,75,-0.2293,65,-0.4562,70,-0.3495,35,-1.4855
ENSG00000148411,NACC2,56,-1.4826,204,0.68860,120,-0.3251,42,-1.8920,158,0.10756,75,-1.0298,273,1.01580,143,-0.0527
ENSG00000238227,TMEM250,1,-5.9516,204,2.01422,37,-1.3703,132,0.58943,59,-0.6839,35,-1.4703,57,-0.7368,39,-1.3941
ENSG00000160360,GPSM1,173,0.81915,204,1.58326,1,-6.1326,104,-0.0169,16,-2.8078,49,-1.1716,55,-1.0013,72,-0.6324
ENSG00000165688,PMPCA,1,-5.9474,204,2.02477,41,-1.2312,52,-0.8665,92,-0.0022,55,-0.7934,88,-0.0631,34,-1.5902
ENSG00000148396,SEC16A,1,-5.8762,204,2.21139,74,-0.2502,67,-0.4082,32,-1.5026,51,-0.8351,68,-0.3978,28,-1.8420
ENSG00000172889,EGFL7,46,-2.0284,204,0.29170,609,2.18675,188,0.09669,71,-1.3821,83,-1.1627,53,-1.8154,140,-0.3936
ENSG00000165716,DIPK1B,1,-6.1245,204,1.61402,82,-0.3727,104,0.00092,66,-0.7035,65,-0.7126,86,-0.2889,63,-0.8395
ENSG00000244187,TMEM141,209,1.12843,204,1.55342,42,-1.3974,74,-0.5544,26,-2.1329,52,-1.0834,39,-1.5113,55,-1.0807
ENSG00000196642,RABL6,1,-7.0681,204,0.03852,145,-0.5026,239,0.28411,223,0.17544,276,0.52156,190,-0.0755,256,0.45143
ENSG00000232434,AJM1,1,-6.1396,204,1.58172,3,-5.1775,52,-1.0765,125,0.27803,78,-0.4628,65,-0.7408,109,0.07287
ENSG00000054148,PHPT1,1,-6.8385,204,0.36697,207,0.31111,123,-0.5034,145,-0.2520,191,0.18423,215,0.37277,190,0.19466
ENSG00000107223,EDF1,127,-1.2069,204,-0.5904,407,0.61289,286,0.04020,363,0.42473,370,0.45578,264,-0.0887,319,0.24358
ENSG00000159069,FBXW5,271,0.88252,204,0.52753,181,0.21843,108,-0.5919,127,-0.3478,92,-0.8382,115,-0.4917,117,-0.5123
ENSG00000107317,PTGDS,2808,0.91585,204,-3.3866,3960,1.52800,549,-1.6411,447,-1.9478,1151,-0.5221,3886,1.49317,2138,0.52060
ENSG00000107331,ABCA2,172,0.30597,204,0.77550,53,-1.5110,193,0.49816,55,-1.4369,113,-0.3589,94,-0.6435,135,-0.0846
ENSG00000107281,NPDC1,183,-0.3792,204,-0.2641,341,0.61246,394,0.85741,261,0.17499,219,-0.1030,220,-0.0952,170,-0.5417
ENSG00000177239,MAN1B1,1,-6.1916,204,1.47369,178,0.80827,131,0.29412,51,-1.1585,68,-0.7205,66,-0.7696,44,-1.4600
ENSG00000176978,DPP7,1,-6.5363,204,0.84121,215,0.72129,164,0.27600,56,-1.3686,147,0.10219,101,-0.4850,111,-0.3710
ENSG00000176884,GRIN1,290,-0.7837,204,-1.5197,80,-2.6896,1170,1.50502,879,0.99417,1045,1.29800,341,-0.5364,437,-0.1679
ENSG00000176101,SSNA1,1,-6.0548,204,1.76782,20,-2.3618,122,0.34376,72,-0.4833,62,-0.7268,101,0.03879,48,-1.1842
ENSG00000212864,RNF208,9,-4.0923,204,0.59015,58,-1.4891,247,0.76817,119,-0.4036,202,0.43846,150,-0.0398,148,-0.0656
ENSG00000188229,TUBB4B,38,-2.3805,204,0.20504,185,0.00545,353,1.07746,113,-0.7502,260,0.55702,240,0.42576,112,-0.8305
ENSG00000188986,NELFB,1,-6.1025,204,1.66156,101,-0.0102,63,-0.7425,8,-3.6795,147,0.58877,84,-0.3066,54,-1.0664
ENSG00000165802,NSMF,485,0.00453,204,-1.5279,283,-0.8323,495,0.03869,961,1.14063,448,-0.1207,631,0.42949,702,0.68975
ENSG00000182154,MRPL41,1,-6.7380,204,0.51869,106,-0.6305,178,0.17841,171,0.11906,162,0.02946,249,0.73176,135,-0.2850
ENSG00000148408,CACNA1B,1,-6.0257,204,1.83477,16,-2.6508,93,-0.0641,143,0.63125,37,-1.4637,60,-0.7460,52,-1.0341
ENSG00000015171,ZMYND11,15,-3.1101,204,1.09483,148,0.27470,72,-0.8383,76,-0.7649,126,0.01669,102,-0.3079,110,-0.2144
ENSG00000151240,DIP2C,154,0.58233,204,1.50571,3,-4.9100,49,-1.2047,87,-0.3376,127,0.26648,42,-1.4176,54,-1.1264
ENSG00000107929,LARP4B,1,-5.9709,204,1.96625,31,-1.6453,124,0.46377,35,-1.4987,79,-0.2602,57,-0.7606,43,-1.2603
ENSG00000067064,IDI1,38,-1.7047,204,1.24039,49,-1.3563,142,0.29922,86,-0.4888,50,-1.3033,130,0.14941,96,-0.3552
ENSG00000067057,PFKP,12,-3.4443,204,1.02251,45,-1.6062,287,1.34971,52,-1.3647,50,-1.4298,150,0.25125,102,-0.4008
ENSG00000107959,PITRM1,1,-5.8888,204,2.17733,17,-2.4305,95,0.11868,27,-1.7996,73,-0.2874,32,-1.5435,56,-0.7566
ENSG00000057608,GDI2,326,1.21169,204,0.53710,158,0.00351,86,-0.9343,89,-0.8848,28,-2.5903,151,-0.0666,142,-0.1815
ENSG00000134453,RBM17,1,-6.1288,204,1.60469,79,-0.4224,98,-0.0925,46,-1.2552,60,-0.8483,63,-0.7702,93,-0.1971
ENSG00000170525,PFKFB3,1,-6.4592,204,0.97238,203,0.71138,128,-0.0327,141,0.11821,89,-0.6072,143,0.14149,62,-1.2331
ENSG00000165629,ATP5F1C,146,0.03466,204,0.76763,147,0.05066,89,-0.7275,168,0.26570,134,-0.0958,147,0.04843,62,-1.3533
ENSG00000048740,CELF2,722,1.47150,204,-0.7342,53,-2.6147,475,0.73793,618,1.18927,250,-0.2982,265,-0.2061,165,-1.0118
ENSG00000151461,UPF2,98,-0.0412,204,1.69678,22,-2.2929,28,-1.9392,146,0.59095,71,-0.5498,36,-1.5767,50,-1.1667
ENSG00000065665,SEC61A2,143,0.54440,204,1.67605,59,-0.8485,124,0.31867,64,-0.7158,13,-3.0760,56,-0.9257,25,-2.2378
ENSG00000151465,CDC123,104,-0.0970,204,1.43465,175,0.74846,57,-1.0210,151,0.50817,32,-1.8560,53,-1.1103,14,-3.1370
ENSG00000183049,CAMK1D,2,-6.6544,204,0.13130,68,-1.5722,206,0.12572,376,1.12220,306,0.77162,220,0.22524,155,-0.3587
ENSG00000123240,OPTN,164,-0.2484,204,0.12168,170,-0.1888,182,-0.0829,222,0.23719,325,0.86199,141,-0.4782,147,-0.4556
ENSG00000151474,FRMD4A,1,-5.9701,204,1.96808,58,-0.7213,44,-1.1450,45,-1.1244,11,-3.1586,67,-0.5205,94,0.01320
ENSG00000065809,FAM107B,1,-5.9204,204,2.09362,169,1.04038,7,-3.7122,50,-0.8939,2,-5.3566,18,-2.3828,65,-0.5420
ENSG00000176244,ACBD7,1,-6.5596,204,0.80250,87,-0.7408,48,-1.6296,33,-2.1609,77,-0.9258,312,1.33924,187,0.52232
ENSG00000148468,FAM171A1,1,-6.5870,204,0.75759,30,-2.3658,207,0.59881,120,-0.2790,141,-0.0181,228,0.75691,118,-0.3345
ENSG00000026025,VIM,403,-0.3167,204,-1.5595,2708,3.31665,81,-2.7147,99,-2.4140,155,-1.7621,813,0.81911,275,-0.9729
ENSG00000148482,SLC39A12,9,-3.4088,204,2.10346,41,-1.2087,14,-2.7318,44,-1.0872,18,-2.3836,201,1.35166,24,-2.0713
ENSG00000165995,CACNB2,210,1.19766,204,1.66420,30,-1.8464,81,-0.3699,38,-1.4878,36,-1.5946,65,-0.6990,26,-2.1725
ENSG00000078114,NEBL,403,0.93824,204,-0.2177,223,-0.0320,80,-1.6027,221,-0.0499,373,0.80518,318,0.53773,139,-0.8345
ENSG00000168283,BMI1,33,-1.4271,204,2.31768,45,-0.9685,32,-1.4796,33,-1.4182,16,-2.4874,37,-1.2504,63,-0.5038
ENSG00000150867,PIP4K2A,1,-6.1729,204,1.51202,113,0.08983,55,-1.0190,14,-3.0099,62,-0.8341,38,-1.5683,142,0.51178
ENSG00000148450,MSRB2,1,-6.1083,204,1.64901,63,-0.7544,68,-0.6271,46,-1.2199,32,-1.7660,92,-0.1773,107,0.08133
ENSG00000107863,ARHGAP21,560,1.39157,204,-0.3503,194,-0.3601,202,-0.3007,210,-0.2401,170,-0.5683,178,-0.4944,282,0.25836
ENSG00000136750,GAD2,183,0.40458,204,0.76756,63,-1.2477,20,-2.9418,220,0.70424,47,-1.6876,99,-0.5649,162,0.22935
ENSG00000136754,ABI1,22,-2.5531,204,1.14019,94,-0.4164,123,0.00064,120,-0.0273,121,-0.0195,125,0.03739,66,-1.0346
ENSG00000136758,YME1L1,13,-3.0042,204,1.68666,75,-0.4657,74,-0.4866,79,-0.3944,88,-0.2121,109,0.11346,32,-1.8297
ENSG00000107897,ACBD5,1,-5.9411,204,2.04069,7,-3.8246,80,-0.2075,41,-1.2149,71,-0.3961,76,-0.2782,58,-0.7485
ENSG00000099246,RAB18,93,-0.7878,204,0.57570,130,-0.2797,208,0.47418,108,-0.5670,208,0.47126,177,0.21174,85,-1.0019
ENSG00000095787,WAC,225,0.64691,204,0.63015,114,-0.4466,109,-0.5060,109,-0.5034,104,-0.5832,126,-0.2870,132,-0.2329
ENSG00000165757,JCAD,71,-0.6104,204,1.55825,214,1.17507,59,-0.9077,101,-0.0686,17,-2.6955,30,-1.9049,29,-2.0583
ENSG00000148516,ZEB1,395,1.80296,204,0.83636,138,-0.0084,40,-1.8595,97,-0.5475,30,-2.2910,51,-1.5182,80,-0.9179
ENSG00000165322,ARHGAP12,15,-2.5484,204,2.28824,45,-0.9813,4,-4.3067,43,-1.0377,64,-0.4405,74,-0.2275,42,-1.1797
ENSG00000170759,KIF5B,472,1.42919,204,0.01647,139,-0.5825,80,-1.4188,156,-0.4069,104,-1.0183,123,-0.7652,268,0.51838
ENSG00000150093,ITGB1,231,0.70002,204,0.64824,610,2.54922,38,-2.0571,10,-3.9464,2,-5.9222,54,-1.5470,46,-1.8992
ENSG00000095794,CREM,11,-3.2365,204,1.71915,195,1.09446,66,-0.6394,21,-2.3479,63,-0.7215,56,-0.9029,40,-1.4858
ENSG00000108100,CCNY,313,1.21050,204,0.62860,109,-0.5062,73,-1.1107,166,0.14565,120,-0.3579,115,-0.4260,78,-1.1024
ENSG00000175395,ZNF25,1,-5.9579,204,1.99827,76,-0.2985,45,-1.1169,89,-0.0633,46,-1.0601,68,-0.4704,40,-1.3735
ENSG00000198915,RASGEF1A,1,-5.9699,204,1.96857,0,-7.0647,82,-0.1916,148,0.75838,60,-0.6690,58,-0.7387,31,-1.7494
ENSG00000265354,TIMM23,1,-5.7804,204,2.48989,4,-4.2227,65,-0.3642,78,-0.0796,22,-1.9455,59,-0.4914,29,-1.6881
ENSG00000266412,NCOA4,54,-1.0523,204,1.53212,93,-0.2066,61,-0.8697,35,-1.6840,95,-0.1723,100,-0.0944,61,-0.9251
ENSG00000107643,MAPK8,1,-5.9169,204,2.10298,49,-0.9175,72,-0.3387,119,0.45852,44,-1.0772,42,-1.1771,24,-2.0971
ENSG00000197444,OGDHL,17,-2.6327,204,1.65250,68,-0.6372,125,0.32067,103,0.01581,38,-1.5210,81,-0.3695,42,-1.4689
ENSG00000122873,CISD1,3,-5.3929,204,1.13470,42,-1.6127,130,0.09465,149,0.30367,109,-0.1818,84,-0.5845,111,-0.1745
ENSG00000237949,LINC00844,1,-6.0958,204,1.67611,1,-5.8661,32,-1.7366,3,-5.1030,52,-1.0333,118,0.24413,150,0.71440
ENSG00000165443,PHYHIPL,94,-0.5570,204,0.90942,50,-1.4991,102,-0.4266,160,0.27796,65,-1.1127,221,0.81459,87,-0.7353
ENSG00000108091,CCDC6,1,-6.2151,204,1.42605,0,-7.2168,101,-0.1375,166,0.65964,227,1.19319,47,-1.3077,31,-2.0362
ENSG00000151150,ANK3,638,1.57939,204,-0.4055,36,-2.9118,220,-0.2123,383,0.68028,327,0.41719,120,-1.1345,218,-0.2524
ENSG00000138311,ZNF365,1,-5.8172,204,2.37701,0,-6.9127,106,0.38010,46,-0.9052,84,0.00584,22,-2.0252,25,-1.9176
ENSG00000171988,JMJD1C,398,1.91011,204,0.94735,81,-0.7614,35,-1.9982,40,-1.8031,107,-0.3323,63,-1.1366,59,-1.3128
ENSG00000148634,HERC4,1,-5.9938,204,1.91050,152,0.77441,62,-0.6550,114,0.29502,16,-2.6849,38,-1.4065,24,-2.1819
ENSG00000096746,HNRNPH3,19,-3.0628,204,0.61772,301,1.13359,136,-0.1787,126,-0.2959,90,-0.8136,142,-0.1066,123,-0.3588
ENSG00000204130,RUFY2,1,-5.8168,204,2.37962,50,-0.7794,73,-0.2160,21,-2.1074,21,-2.0549,17,-2.3523,63,-0.4812
ENSG00000060339,CCAR1,1,-6.1907,204,1.47550,184,0.86353,64,-0.8074,69,-0.6996,70,-0.6872,62,-0.8538,66,-0.8278
ENSG00000198954,KIF1BP,74,-0.2504,204,2.23205,0,-6.9636,35,-1.3898,24,-1.9533,75,-0.2320,71,-0.3164,33,-1.5837
ENSG00000122862,SRGN,128,-0.7368,204,-0.0239,1360,3.89777,16,-3.7633,16,-3.7938,10,-4.4459,31,-2.8353,48,-2.3201
ENSG00000122958,VPS26A,37,-1.3549,204,2.12369,5,-4.1037,72,-0.3263,78,-0.2057,38,-1.3044,46,-1.0240,47,-1.0525
ENSG00000156515,HK1,30,-2.7252,204,0.19221,119,-0.6878,413,1.34532,243,0.43930,177,-0.0694,157,-0.2595,143,-0.4418
ENSG00000079332,SAR1A,1,-6.4143,204,1.05127,178,0.54999,164,0.40787,115,-0.1560,77,-0.7779,68,-0.9690,91,-0.5645
ENSG00000180817,PPA1,45,-1.9320,204,0.50275,271,0.86083,213,0.45684,60,-1.4939,139,-0.2194,188,0.25665,117,-0.5346
ENSG00000148730,EIF4EBP2,1,-6.4094,204,1.05990,166,0.43917,85,-0.6147,135,0.10292,38,-1.8194,130,0.04257,112,-0.2069
ENSG00000107738,VSIR,172,0.38623,204,0.89946,450,2.11718,15,-3.2922,11,-3.7465,28,-2.3449,117,-0.2222,40,-1.9473
ENSG00000197746,PSAP,679,-0.1533,204,-2.2219,1037,0.52883,1586,1.25532,979,0.43336,520,-0.5662,1475,1.12687,670,-0.1922
ENSG00000107742,SPOCK2,263,-0.2090,204,-0.7255,479,0.76033,360,0.28889,414,0.51662,204,-0.6026,392,0.42602,292,-0.0531
ENSG00000166295,ANAPC16,324,1.48198,204,0.90362,127,-0.0947,43,-1.7341,74,-0.9114,134,-0.0013,93,-0.5785,37,-2.0632
ENSG00000168209,DDIT4,1,-6.9629,204,0.18630,173,-0.1132,113,-0.7632,40,-2.3082,78,-1.3183,740,2.50310,143,-0.4524
ENSG00000107745,MICU1,37,-1.4595,204,1.80132,117,0.28307,98,0.00165,55,-0.8875,44,-1.2322,69,-0.5492,23,-2.3127
ENSG00000182180,MRPS16,1,-6.0075,204,1.87782,113,0.26419,62,-0.6777,57,-0.8057,33,-1.5931,71,-0.4645,52,-1.0142
ENSG00000138279,ANXA7,2,-5.9434,204,1.04680,101,-0.3624,140,0.15890,108,-0.2490,77,-0.7743,202,0.75091,78,-0.8121
ENSG00000107758,PPP3CB,235,-0.5708,204,-0.9352,407,0.29134,739,1.30446,736,1.29636,376,0.16427,255,-0.4481,186,-1.0060
ENSG00000172586,CHCHD1,1,-5.9689,204,1.97109,88,-0.0814,54,-0.8496,49,-0.9865,44,-1.1381,92,-0.0156,42,-1.2999
ENSG00000148660,CAMK2G,116,-0.3065,204,0.79551,130,-0.1301,134,-0.0762,61,-1.2807,159,0.19343,133,-0.0913,103,-0.5395
ENSG00000156650,KAT6B,285,1.53917,204,1.32076,50,-1.2560,61,-0.9644,23,-2.3955,90,-0.3705,25,-2.2579,57,-1.1454
ENSG00000156671,SAMD8,176,0.54587,204,1.07327,94,-0.4606,80,-0.6912,85,-0.6155,138,0.14221,81,-0.6814,59,-1.2373
ENSG00000165637,VDAC2,1,-6.2816,204,1.29574,56,-1.1100,76,-0.6561,117,0.01770,106,-0.1379,158,0.50246,74,-0.7585
ENSG00000156113,KCNMA1,223,0.05244,204,-0.1152,113,-1.0047,325,0.66269,258,0.28182,294,0.49613,198,-0.1381,177,-0.3390
ENSG00000138326,RPS24,739,0.33005,204,-1.8796,1228,1.18677,316,-0.9940,1060,0.93139,488,-0.3275,723,0.29387,726,0.33916
ENSG00000108175,ZMIZ1,275,1.04999,204,0.71832,259,0.94471,125,-0.2424,28,-2.4851,113,-0.3936,92,-0.7087,49,-1.7591
ENSG00000165424,ZCCHC24,215,0.63890,204,0.73136,101,-0.5534,28,-2.4832,40,-1.9395,39,-1.9735,86,-0.8084,236,0.91964
ENSG00000122359,ANXA11,331,0.85972,204,0.07708,289,0.62712,241,0.33165,312,0.75904,105,-0.9690,128,-0.6634,69,-1.6846
ENSG00000122378,PRXL2A,225,-0.1802,204,-0.4056,145,-0.8494,246,-0.0348,294,0.24440,428,0.86642,360,0.57662,231,-0.1499
ENSG00000108219,TSPAN14,8,-3.7698,204,1.70327,136,0.48510,68,-0.6145,62,-0.7450,90,-0.1708,39,-1.4328,47,-1.2538
ENSG00000165678,GHITM,184,-0.7081,204,-0.6621,417,0.58544,466,0.77159,338,0.24481,358,0.33686,337,0.23973,241,-0.3239
ENSG00000107771,CCSER2,195,0.59424,204,0.90009,108,-0.3467,113,-0.2726,95,-0.5436,126,-0.1023,100,-0.4706,67,-1.1494
ENSG00000173267,SNCG,50,-2.3683,204,-0.3103,231,-0.0563,443,1.01413,353,0.63085,327,0.50199,206,-0.2327,206,-0.2605
ENSG00000148671,ADIRF,814,0.78257,204,-1.5957,2016,2.51319,130,-2.0568,544,0.12215,274,-0.9432,655,0.42139,250,-1.1630
ENSG00000148672,GLUD1,211,-0.4564,204,-0.6177,182,-0.6842,142,-1.0617,225,-0.3596,258,-0.1439,957,2.14842,263,-0.1286
ENSG00000138138,ATAD1,1,-6.2207,204,1.41475,95,-0.2420,98,-0.1865,180,0.78830,41,-1.5022,74,-0.6192,59,-1.0407
ENSG00000171862,PTEN,505,1.37634,204,-0.1722,382,0.88681,228,0.04215,161,-0.5041,217,-0.0431,146,-0.6548,99,-1.3392
ENSG00000185745,IFIT1,5,-4.1889,204,1.80623,126,0.41223,75,-0.4040,10,-3.4113,72,-0.4775,88,-0.1565,43,-1.3378
ENSG00000180628,PCGF5,263,1.06129,204,0.83807,120,-0.2167,54,-1.4436,106,-0.4205,141,0.03541,62,-1.2250,82,-0.8787
ENSG00000119938,PPP1R3C,1,-6.2502,204,1.35659,76,-0.6157,33,-1.8392,26,-2.1896,140,0.33921,194,0.88280,81,-0.5607
ENSG00000107854,TNKS2,113,0.03780,204,1.43769,24,-2.2521,98,-0.1831,49,-1.2325,142,0.41427,79,-0.5093,47,-1.4051
ENSG00000107864,CPEB3,60,-0.7100,204,1.91063,0,-7.0885,55,-0.8324,113,0.28776,49,-1.0213,81,-0.2454,36,-1.5639
ENSG00000148690,FRA10AC1,1,-6.0646,204,1.74484,0,-7.1597,87,-0.2110,83,-0.2746,11,-3.2853,82,-0.2969,109,0.16635
ENSG00000108231,LGI1,1,-5.9139,204,2.11063,32,-1.5540,57,-0.7000,94,0.08034,25,-1.9343,89,-0.0141,38,-1.3942
ENSG00000095637,SORBS1,399,1.10847,204,-0.0069,194,-0.0837,156,-0.4211,393,1.07932,104,-1.0462,191,-0.1049,100,-1.1778
ENSG00000197430,OPALIN,66,-0.7194,204,1.57183,62,-0.8192,31,-1.8493,8,-3.7342,38,-1.5509,24,-2.2302,158,0.76148
ENSG00000077147,TM9SF3,377,1.30384,204,0.33690,201,0.23883,146,-0.2620,104,-0.7848,127,-0.4801,125,-0.5007,105,-0.8417
ENSG00000196233,LCOR,1,-5.7963,204,2.44123,61,-0.4580,64,-0.4066,14,-2.6771,36,-1.2585,22,-2.0037,50,-0.8512
ENSG00000187122,SLIT1,31,-2.7230,204,0.13241,73,-1.4614,513,1.69112,161,-0.2701,266,0.53555,147,-0.4022,148,-0.4355
ENSG00000171314,PGAM1,1,-7.4340,204,-0.6539,310,0.11310,549,1.06033,378,0.43114,278,-0.0628,433,0.65745,309,0.11875
ENSG00000155229,MMS19,1,-5.9155,204,2.10663,76,-0.2514,83,-0.1298,52,-0.8432,16,-2.5768,46,-1.0381,51,-0.9401
ENSG00000171160,MORN4,1,-5.8798,204,2.20180,24,-1.9464,85,-0.0369,111,0.38781,31,-1.5587,13,-2.8470,43,-1.1873
ENSG00000155265,GOLGA7B,36,-1.5069,204,1.78149,49,-1.0642,112,0.20567,39,-1.4171,31,-1.7366,78,-0.3580,63,-0.7570
ENSG00000119946,CNNM1,1,-5.8627,204,2.24873,7,-3.6391,60,-0.5593,50,-0.8523,104,0.29028,24,-1.9056,47,-1.0200
ENSG00000120053,GOT1,29,-2.3386,204,0.87585,31,-2.2413,258,1.05628,162,0.27630,116,-0.2492,118,-0.2207,86,-0.7677
ENSG00000099194,SCD,328,0.02143,204,-0.8520,278,-0.2390,263,-0.3221,190,-0.8266,159,-1.0881,231,-0.5260,748,1.70684
ENSG00000166136,NDUFB8,62,-2.0915,204,-0.3849,297,0.28160,213,-0.2422,176,-0.5411,480,1.08556,316,0.38308,292,0.28347
ENSG00000055950,MRPL43,120,0.20973,204,1.57083,76,-0.4954,89,-0.2689,54,-1.0262,41,-1.4353,97,-0.1250,34,-1.7985
ENSG00000107819,SFXN3,22,-2.3096,204,1.69332,81,-0.3515,123,0.31657,57,-0.8791,83,-0.3160,44,-1.2690,46,-1.2964
ENSG00000166167,BTRC,54,-1.1833,204,1.24717,56,-1.1398,126,0.10834,143,0.30569,128,0.12822,85,-0.5127,46,-1.5153
ENSG00000107829,FBXW4,1,-6.1755,204,1.50677,188,0.91236,57,-0.9793,5,-4.4218,106,-0.0217,44,-1.3459,85,-0.4029
ENSG00000198408,OGA,497,1.14133,204,-0.3890,213,-0.2477,436,0.91659,269,0.11626,178,-0.5248,170,-0.5976,186,-0.5045
ENSG00000120049,KCNIP2,1,-6.1795,204,1.49848,32,-1.8371,148,0.51238,91,-0.2568,117,0.12482,85,-0.3697,50,-1.2633
ENSG00000166197,NOLC1,13,-2.9443,204,1.93129,58,-0.7540,59,-0.7182,59,-0.7196,54,-0.8582,68,-0.4942,57,-0.8527
ENSG00000107862,GBF1,4,-4.3516,204,2.50950,0,-6.8205,66,-0.3160,31,-1.4624,48,-0.8248,56,-0.5746,39,-1.2132
ENSG00000059915,PSD,457,-0.3276,204,-1.7737,377,-0.6234,679,0.30098,942,0.84309,881,0.72976,811,0.59199,716,0.43795
