"sample_id","spot_name","ManualAnnotation"
"Br1039","Br1039_cgkimnim-1","off_tissue"
"Br1039","Br1039_cgkjjmdg-1","off_tissue"
"Br1039","Br1039_ejalocmk-1","off_tissue"
"Br5634","Br5634_aakecogg-1","off_tissue"
"Br5634","Br5634_aakidaji-1","off_tissue"
"Br5634","Br5634_aakijfpe-1","off_tissue"
"Br5634","Br5634_acahppap-1","off_tissue"
"Br5634","Br5634_acanlpjn-1","off_tissue"
"Br5634","Br5634_acapakhk-1","off_tissue"
"Br5634","Br5634_acbdbock-1","off_tissue"
"Br5634","Br5634_acbfkppk-1","off_tissue"
"Br5634","Br5634_accpekek-1","off_tissue"
"Br5634","Br5634_afnggcgj-1","off_tissue"
"Br5634","Br5634_ahjehhgk-1","off_tissue"
"Br5634","Br5634_annelfbn-1","off_tissue"
"Br5634","Br5634_dbgicmmp-1","off_tissue"
"Br5634","Br5634_kfeagafd-1","off_tissue"
"Br5634","Br5634_kfedeoaf-1","off_tissue"
"Br5634","Br5634_kfedjobc-1","off_tissue"
"Br5634","Br5634_kfeganic-1","off_tissue"
"Br5634","Br5634_kfegdghf-1","off_tissue"
"Br5634","Br5634_kfehgikg-1","off_tissue"
"Br5634","Br5634_kfehndgi-1","off_tissue"
"Br5634","Br5634_kfemodkd-1","off_tissue"
"Br5634","Br5634_kffbhaan-1","off_tissue"
"Br5634","Br5634_kifcakdh-1","off_tissue"
"Br5634","Br5634_kifcfooo-1","off_tissue"
"Br5634","Br5634_kifkbomk-1","off_tissue"
"Br5634","Br5634_kifnhken-1","off_tissue"
"Br5634","Br5634_kigbcbbe-1","off_tissue"
"Br5634","Br5634_kigphald-1","off_tissue"
"Br5634","Br5634_kigplefl-1","off_tissue"
"Br5634","Br5634_kihbebfk-1","off_tissue"
"Br5634","Br5634_kihfdeop-1","off_tissue"
"Br5634","Br5634_kihfmoha-1","off_tissue"
"Br5634","Br5634_kiidenbg-1","off_tissue"
"Br5634","Br5634_kiiedpjn-1","off_tissue"
"Br5634","Br5634_kiiikokl-1","off_tissue"
"Br5634","Br5634_kiilinih-1","off_tissue"
"Br5634","Br5634_kiilkeec-1","off_tissue"
"Br5634","Br5634_kiimenhl-1","off_tissue"
"Br5634","Br5634_kiiocglc-1","off_tissue"
"Br5634","Br5634_kiiojbmk-1","off_tissue"
"Br5634","Br5634_kiipenld-1","off_tissue"
"Br5634","Br5634_kijbpepi-1","off_tissue"
"Br5634","Br5634_kijcdkel-1","off_tissue"
"Br5634","Br5634_kijchipb-1","off_tissue"
"Br5634","Br5634_kijegken-1","off_tissue"
