"sample_id","spot_name","ManualAnnotation"
"Br6538","Br6538_ckcbbjha-1","off_tissue"
"Br6538","Br6538_ckcblnal-1","off_tissue"
"Br6538","Br6538_ckcnmcem-1","off_tissue"
"Br6538","Br6538_ckcpmmap-1","off_tissue"
"Br6538","Br6538_ckdbomab-1","off_tissue"
"Br6538","Br6538_ckdiopog-1","off_tissue"
"Br6538","Br6538_ckdloicf-1","off_tissue"
"Br6538","Br6538_ckdnaoen-1","off_tissue"
"Br6538","Br6538_ckdnbjle-1","off_tissue"
"Br6538","Br6538_ckdoplnn-1","off_tissue"
"Br6538","Br6538_ckdplboi-1","off_tissue"
"Br6538","Br6538_ckebfapd-1","off_tissue"
"Br6538","Br6538_ckeeecpp-1","off_tissue"
"Br6538","Br6538_ckeflkei-1","off_tissue"
"Br6538","Br6538_ckegohhm-1","off_tissue"
"Br6538","Br6538_ckeiikfe-1","off_tissue"
"Br6538","Br6538_ckelmcbh-1","off_tissue"
"Br6538","Br6538_ckenajjb-1","off_tissue"
"Br6538","Br6538_ckenmbkc-1","off_tissue"
"Br6538","Br6538_ckeoldjd-1","off_tissue"
"Br6538","Br6538_ckepkccl-1","off_tissue"
"Br6538","Br6538_ckfaloff-1","off_tissue"
"Br6538","Br6538_ckfbidgl-1","off_tissue"
"Br6538","Br6538_ckfgffmc-1","off_tissue"
"Br6538","Br6538_ckfjfclk-1","off_tissue"
"Br6538","Br6538_ckfjilbp-1","off_tissue"
"Br6538","Br6538_ckfomhmi-1","off_tissue"
"Br6538","Br6538_ckfookne-1","off_tissue"
"Br6538","Br6538_ckgakjeg-1","off_tissue"
"Br6538","Br6538_ckgflnkp-1","off_tissue"
"Br6538","Br6538_ckgfloil-1","off_tissue"
"Br6538","Br6538_ckgfmbif-1","off_tissue"
"Br6538","Br6538_ckggkjmp-1","off_tissue"
"Br6538","Br6538_ckgkibln-1","off_tissue"
"Br6538","Br6538_ckglkclk-1","off_tissue"
"Br6538","Br6538_ckgogaji-1","off_tissue"
"Br6538","Br6538_ckhcddei-1","off_tissue"
"Br6538","Br6538_ckhdfmam-1","off_tissue"
"Br6538","Br6538_ckhdnapi-1","off_tissue"
"Br6538","Br6538_ckkfnkaf-1","off_tissue"
"Br6538","Br6538_ckkhlfpc-1","off_tissue"
"Br6538","Br6538_ckkhmigp-1","off_tissue"
"Br6538","Br6538_ckkkpbnd-1","off_tissue"
"Br6538","Br6538_ckklfkag-1","off_tissue"
"Br6538","Br6538_cklackjc-1","off_tissue"
"Br6538","Br6538_cklbilfp-1","off_tissue"
"Br6538","Br6538_cklcfkbm-1","off_tissue"
"Br6538","Br6538_ckldldne-1","off_tissue"
"Br6538","Br6538_cklfohnj-1","off_tissue"
"Br6538","Br6538_dgjjfmhm-1","off_tissue"
"Br6538","Br6538_dgjjhmam-1","off_tissue"
"Br6538","Br6538_dgjlobbj-1","off_tissue"
"Br6538","Br6538_dgjmealn-1","off_tissue"
"Br6538","Br6538_dgjmobbi-1","off_tissue"
"Br6538","Br6538_dgjojmil-1","off_tissue"
"Br6538","Br6538_dgkddggb-1","off_tissue"
"Br6538","Br6538_dgkeikfd-1","off_tissue"
"Br6538","Br6538_dgkeofhh-1","off_tissue"
"Br6538","Br6538_dgkghfhn-1","off_tissue"
"Br6538","Br6538_dgkgkkhn-1","off_tissue"
"Br6538","Br6538_dgkjdjco-1","off_tissue"
"Br6538","Br6538_dgknbdcp-1","off_tissue"
"Br6538","Br6538_dgknkaip-1","off_tissue"
"Br6538","Br6538_dgknmgkg-1","off_tissue"
"Br6538","Br6538_dglalleg-1","off_tissue"
"Br6538","Br6538_dglcdnmp-1","off_tissue"
"Br6538","Br6538_dglcipml-1","off_tissue"
"Br6538","Br6538_dglgpfhc-1","off_tissue"
"Br6538","Br6538_dglhgfkj-1","off_tissue"
"Br6538","Br6538_dglhohij-1","off_tissue"
"Br6538","Br6538_dglipidj-1","off_tissue"
"Br6538","Br6538_dglnpdlk-1","off_tissue"
"Br6538","Br6538_dglokmfn-1","off_tissue"
"Br6538","Br6538_dglppbha-1","off_tissue"
"Br6538","Br6538_dgmbnbcc-1","off_tissue"
"Br6538","Br6538_dgmckock-1","off_tissue"
"Br6538","Br6538_dgmeadfe-1","off_tissue"
"Br6538","Br6538_dgmffloa-1","off_tissue"
"Br6538","Br6538_dgmfjoic-1","off_tissue"
"Br6538","Br6538_dgmfkbjl-1","off_tissue"
"Br6538","Br6538_dgmgkbdc-1","off_tissue"
"Br6538","Br6538_dgmicdcj-1","off_tissue"
"Br6538","Br6538_dgminjed-1","off_tissue"
"Br6538","Br6538_dgmjijgk-1","off_tissue"
"Br6538","Br6538_dgmnjjeg-1","off_tissue"
"Br6538","Br6538_dgnapaha-1","off_tissue"
"Br6538","Br6538_dgnbegak-1","off_tissue"
"Br6538","Br6538_dgnbfloi-1","off_tissue"
"Br6538","Br6538_dgnddlhm-1","off_tissue"
"Br6538","Br6538_dgnfbhkb-1","off_tissue"
"Br6538","Br6538_dgnfenjj-1","off_tissue"
"Br6538","Br6538_dgnfmipk-1","off_tissue"
"Br6538","Br6538_dgnhkdpd-1","off_tissue"
"Br6538","Br6538_dgnilfbn-1","off_tissue"
"Br6538","Br6538_dgoampib-1","off_tissue"
"Br6538","Br6538_dgobmncm-1","off_tissue"
"Br6538","Br6538_dgocabof-1","off_tissue"
"Br6538","Br6538_dgoemnal-1","off_tissue"
"Br6538","Br6538_dhcjjcmf-1","off_tissue"
"Br6538","Br6538_dhcjldba-1","off_tissue"
"Br6538","Br6538_dhclahjb-1","off_tissue"
"Br6538","Br6538_dhclbmpk-1","off_tissue"
"Br6538","Br6538_dhcmkgin-1","off_tissue"
"Br6538","Br6538_dhdhjdll-1","off_tissue"
"Br6538","Br6538_dhomfemd-1","off_tissue"
"Br6538","Br6538_dhpleejg-1","off_tissue"
"Br6538","Br6538_dhpnbnhk-1","off_tissue"
"Br6538","Br6538_dhpoeolp-1","off_tissue"
"Br6538","Br6538_diacchnf-1","off_tissue"
"Br6538","Br6538_diamigln-1","off_tissue"
"Br6538","Br6538_diankodc-1","off_tissue"
"Br6538","Br6538_dianncnb-1","off_tissue"
"Br6538","Br6538_diannngh-1","off_tissue"
"Br6538","Br6538_diaocbhb-1","off_tissue"
"Br6538","Br6538_didamdef-1","off_tissue"
"Br6538","Br6538_didbnlfn-1","off_tissue"
"Br6538","Br6538_didefbpe-1","off_tissue"
