Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9to11,Feature log2 fold change topic 9to11
ENSG00000178878,APOLD1,3,-5.6713,0,-10.190,81,-1.3610,734,2.61825,0,-8.9001,315,1.35546
ENSG00000273079,GRIN2B,3,-3.5441,333,4.90744,26,-0.7820,19,-1.1312,0,-6.7803,2,-4.4629
ENSG00000023734,STRAP,3,-4.3178,234,2.16378,48,-0.6503,1,-5.3344,90,0.50278,63,-0.1639
ENSG00000008394,MGST1,465,2.88804,100,0.01630,148,0.87799,1,-5.8646,11,-3.4179,19,-2.7529
ENSG00000048540,LMO3,509,2.85144,294,1.67651,89,-0.3982,44,-1.4088,17,-2.8795,20,-2.7889
ENSG00000084453,SLCO1A2,3,-4.8452,0,-9.3661,16,-3.0181,60,-0.7802,234,1.76360,169,1.22470
ENSG00000111716,LDHB,1052,1.50583,476,0.15569,572,0.59020,404,-0.1068,235,-1.0154,212,-1.2802
ENSG00000111726,CMAS,3,-3.5036,184,2.89392,24,-0.9078,1,-4.5228,51,0.50059,22,-1.0339
ENSG00000205707,ETFRF1,3,-4.4246,76,0.05390,24,-1.9485,1,-5.4406,258,2.95687,48,-0.7982
ENSG00000123095,BHLHE41,3,-4.7432,63,-0.5960,36,-1.6166,35,-1.4611,289,2.57808,74,-0.4112
ENSG00000064115,TM7SF3,3,-3.5882,70,0.85747,37,-0.1878,1,-4.6070,68,0.94729,43,0.09961
ENSG00000110841,PPFIBP1,3,-3.9573,42,-0.3839,45,-0.3195,119,1.34842,34,-0.7666,73,0.66502
ENSG00000087448,KLHL42,3,-3.4947,72,1.01341,29,-0.5490,38,-0.0160,70,1.14768,28,-0.5911
ENSG00000123106,CCDC91,121,1.28219,68,0.30221,33,-0.9643,8,-2.7716,110,1.30923,33,-0.9365
ENSG00000087470,DNM1L,14,-2.0707,150,1.63847,33,-1.0087,2,-4.6713,98,1.02779,56,-0.0454
ENSG00000139116,KIF21A,141,0.59282,323,2.09857,74,-0.5289,60,-0.7565,61,-0.7848,69,-0.6519
ENSG00000018236,CNTN1,10,-3.9957,680,2.78644,165,0.17194,153,0.02119,79,-1.0799,56,-1.7347
ENSG00000139168,ZCRB1,4,-5.4372,112,-0.7305,82,-1.3814,38,-2.3323,310,1.04130,317,1.30959
ENSG00000151239,TWF1,3,-4.0078,44,-0.3419,48,-0.2719,11,-2.4219,116,1.47101,57,0.08234
ENSG00000184613,NELL2,465,3.09551,448,2.99921,17,-2.7524,1,-5.7501,2,-5.5785,12,-3.3427
ENSG00000139218,SCAF11,324,2.59824,37,-1.1453,35,-1.4200,4,-4.1743,118,0.77016,50,-0.8087
ENSG00000111371,SLC38A1,200,1.77212,209,1.86089,30,-1.5002,32,-1.2105,73,0.05626,34,-1.2921
ENSG00000134294,SLC38A2,129,-0.0532,91,-0.6012,52,-1.6340,92,-0.5799,324,1.82827,117,-0.2583
ENSG00000079337,RAPGEF3,3,-3.6318,11,-2.0047,39,-0.1664,17,-1.3711,100,1.73089,40,-0.1278
ENSG00000211584,SLC48A1,3,-5.2704,75,-0.8704,72,-1.0966,31,-2.2038,399,2.43716,111,-0.3368
ENSG00000152556,PFKM,217,2.19018,98,0.72135,97,0.94512,1,-5.2070,24,-1.5283,11,-2.7852
ENSG00000177981,ASB8,79,1.13971,88,1.33747,35,-0.2290,1,-4.5401,34,-0.2534,31,-0.4626
ENSG00000167535,CACNB3,3,-3.2989,224,3.89618,32,-0.0696,1,-4.3190,0,-6.5370,15,-1.4445
ENSG00000134287,ARF3,15,-3.5590,784,2.81795,141,-0.3816,33,-2.4682,120,-0.6070,132,-0.5010
ENSG00000181418,DDN,3,-4.9965,360,2.08283,168,0.94069,206,1.04225,19,-2.7115,31,-2.1647
ENSG00000123416,TUBA1B,109,-3.0222,3457,2.64024,490,-0.9392,501,-0.7618,771,-0.1024,639,-0.4699
ENSG00000167552,TUBA1A,624,-0.7892,939,-0.1581,336,-1.9532,524,-1.0540,3314,2.63835,564,-1.1062
ENSG00000135519,KCNH3,3,-3.5983,170,2.54544,47,0.23278,128,1.94069,0,-5.6913,5,-3.3424
ENSG00000139644,TMBIM6,617,0.31638,372,-0.4816,423,-0.3476,425,-0.2765,938,1.18914,339,-0.7505
ENSG00000135472,FAIM2,800,1.43463,1119,2.08199,183,-1.1283,57,-2.7008,436,0.44315,120,-1.8175
ENSG00000178449,COX14,503,2.49228,99,-0.3843,66,-1.1800,167,0.44848,90,-0.5847,82,-0.7957
ENSG00000066084,DIP2B,3,-4.6087,83,-0.0102,18,-2.5487,2,-5.3386,255,2.46230,90,0.14012
ENSG00000185432,METTL7A,1535,3.73263,28,-3.2194,240,-0.0326,47,-2.4739,85,-1.7197,62,-2.3269
ENSG00000110911,SLC11A2,3,-3.6644,42,-0.0703,29,-0.7136,1,-4.6828,131,2.42465,27,-0.8602
ENSG00000050426,LETMD1,220,2.25894,157,1.58237,31,-1.2252,46,-0.4416,45,-0.5200,23,-1.6785
ENSG00000183283,DAZAP2,583,1.67978,108,-1.0878,139,-0.8317,218,0.00043,350,0.88796,125,-1.0199
ENSG00000196876,SCN8A,3,-3.7883,388,4.81468,39,-0.3630,1,-4.8061,0,-7.0231,4,-3.9325
ENSG00000161835,GRASP,3,-4.2451,104,0.76857,54,-0.3496,221,2.15018,37,-0.9307,50,-0.4964
ENSG00000123358,NR4A1,55,-1.1454,1,-6.0459,85,-0.6015,558,2.93114,34,-1.9861,116,-0.0106
ENSG00000063046,EIF4B,444,1.64432,195,0.22829,73,-1.4827,137,-0.3307,195,0.25486,159,-0.1283
ENSG00000111077,TNS2,3,-4.0172,5,-3.5857,31,-1.0330,197,2.23912,25,-1.3024,87,0.99295
ENSG00000167778,SPRYD3,3,-4.5302,400,3.07235,51,-0.8058,70,-0.2047,30,-1.5805,62,-0.4686
ENSG00000123349,PFDN5,428,-0.9931,250,-1.7997,278,-1.8672,638,-0.3840,1026,0.41767,1586,1.59399
ENSG00000197111,PCBP2,1359,2.12526,415,0.03465,224,-1.0786,368,-0.1558,455,0.20024,248,-0.9055
ENSG00000135390,ATP5MC2,829,1.28948,152,-1.4220,160,-1.5404,318,-0.2957,600,0.83769,413,0.14990
ENSG00000094916,CBX5,399,2.26368,142,0.38380,64,-1.0202,2,-5.6921,139,0.40415,71,-0.8225
ENSG00000135486,HNRNPA1,922,1.24348,337,-0.4083,194,-1.4468,142,-1.7188,508,0.26900,605,0.68956
ENSG00000111481,COPZ1,3,-3.6715,129,1.86784,40,-0.1487,1,-4.6901,75,1.02799,25,-1.0166
ENSG00000161642,ZNF385A,3,-3.5708,39,-0.0486,87,1.87184,1,-4.5898,36,-0.2325,24,-0.9581
ENSG00000135447,PPP1R1A,3,-3.9300,113,1.27724,38,-0.5842,1,-4.9456,48,-0.1600,82,1.00360
ENSG00000135441,BLOC1S1,665,1.51633,221,-0.3250,168,-0.8857,226,-0.2892,411,0.76944,184,-0.7284
ENSG00000135404,CD63,948,1.53383,180,-1.1621,276,-0.6192,429,0.17779,452,0.29803,309,-0.4087
ENSG00000135414,GDF11,3,-3.1287,0,-7.6606,37,0.45688,1,-4.1499,40,0.53304,44,0.82693
ENSG00000205323,SARNP,130,1.51281,123,1.40713,36,-0.7140,13,-2.1227,63,0.29675,28,-1.1399
ENSG00000111540,RAB5B,3,-5.1973,187,0.64222,68,-1.1174,53,-1.3174,298,1.75933,114,-0.1930
ENSG00000197728,RPS26,301,-2.8172,454,-2.2151,787,-1.6067,1694,-0.2286,2374,0.34649,3997,1.74171
ENSG00000065361,ERBB3,3,-4.7268,9,-3.4424,18,-2.6947,1,-5.7421,321,2.99813,97,0.12891
ENSG00000170515,PA2G4,3,-4.5474,63,-0.3650,61,-0.5274,288,2.26718,132,0.93711,27,-1.8572
ENSG00000229117,RPL41,5576,0.82408,942,-1.9379,1869,-1.0733,3090,-0.1367,3093,-0.1498,5223,0.96509
ENSG00000196465,MYL6B,415,1.85131,166,0.24705,106,-0.5582,96,-0.6033,89,-0.7807,130,-0.1738
ENSG00000092841,MYL6,979,0.66351,438,-0.6173,284,-1.4689,1406,1.28987,645,-0.0133,729,0.23255
ENSG00000139613,SMARCC2,3,-4.3288,118,0.88128,52,-0.5168,34,-1.0602,150,1.55158,48,-0.6617
ENSG00000139579,NABP2,3,-3.5803,66,0.77485,43,0.07801,1,-4.5992,74,1.12592,35,-0.3174
ENSG00000062485,CS,64,0.49178,64,0.49494,59,0.45291,21,-1.2447,26,-0.9816,47,-0.0026
ENSG00000257727,CNPY2,3,-4.7976,94,-0.0290,45,-1.3360,153,0.77040,232,1.82101,67,-0.6555
ENSG00000170581,STAT2,3,-4.3028,57,-0.2699,27,-1.5923,162,1.46313,111,0.93222,73,0.15032
ENSG00000076108,BAZ2A,3,-3.2234,49,0.67524,34,0.14743,1,-4.2438,53,0.94140,30,-0.1401
ENSG00000110955,ATP5F1B,691,1.30346,961,1.92529,286,-0.2003,75,-2.1835,318,0.00868,88,-2.1794
ENSG00000110958,PTGES3,276,0.01017,508,1.01416,130,-1.3344,73,-1.9984,648,1.75805,158,-1.0043
ENSG00000196531,NACA,1740,1.16073,353,-1.3750,255,-2.0969,1035,0.28672,773,-0.1952,1359,0.99840
ENSG00000123384,LRP1,3,-5.5456,292,0.98572,223,0.70160,198,0.33573,152,-0.0957,100,-0.8773
ENSG00000185633,NDUFA4L2,3,-5.1889,4,-4.8345,75,-0.9324,312,1.54719,3,-5.3471,275,1.98778
ENSG00000179912,R3HDM2,3,-3.6138,143,2.14602,23,-1.0726,31,-0.4466,60,0.64928,32,-0.5229
ENSG00000175203,DCTN2,3,-4.3865,135,1.04359,66,-0.1519,57,-0.3620,159,1.58939,26,-1.7699
ENSG00000155980,KIF5A,3,-6.3261,401,0.60802,263,-0.0925,170,-0.7527,123,-1.3283,474,1.23577
ENSG00000178498,DTX3,333,2.98356,81,0.27444,35,-1.2005,55,-0.3429,38,-0.9625,33,-1.2678
ENSG00000135506,OS9,3,-4.2880,107,0.76133,61,-0.1945,96,0.57559,91,0.54758,56,-0.3422
ENSG00000135439,AGAP2,3,-4.0082,274,3.02116,62,0.23129,1,-5.0253,0,-7.2419,48,-0.2831
ENSG00000175215,CTDSP2,3,-4.3227,33,-1.1360,50,-0.5893,64,-0.1189,154,1.62996,65,-0.0927
ENSG00000111530,CAND1,146,1.75491,109,1.22082,46,-0.2458,27,-1.0180,22,-1.3953,37,-0.6449
ENSG00000127314,RAP1B,3,-4.1802,30,-1.1110,36,-1.0028,172,1.74254,105,0.99260,54,-0.2852
ENSG00000166226,CCT2,3,-3.5136,64,0.80918,57,0.79397,34,-0.2039,39,-0.0064,27,-0.7034
ENSG00000127328,RAB3IP,13,-1.7808,29,-0.6151,30,-0.6672,59,0.49539,60,0.57589,56,0.50307
ENSG00000135643,KCNMB4,112,0.30493,79,-0.2544,32,-1.8107,21,-2.2213,228,1.85907,84,-0.1792
ENSG00000080371,RAB21,3,-4.5972,109,0.43757,42,-1.2141,46,-0.9181,130,0.82983,123,0.85441
ENSG00000253719,ATXN7L3B,244,1.55812,275,1.79061,47,-1.3005,1,-5.8373,135,0.60612,46,-1.3422
ENSG00000187109,NAP1L1,1072,1.45347,233,-1.0239,154,-1.8726,460,0.02534,469,0.06149,606,0.61389
ENSG00000091039,OSBPL8,3,-3.9098,115,1.34091,26,-1.2395,81,0.74006,102,1.32601,29,-1.0503
ENSG00000067715,SYT1,3,-6.2198,1929,4.43556,243,-0.0993,16,-4.0526,11,-4.7045,38,-3.1329
ENSG00000058272,PPP1R12A,3,-4.7448,182,1.12903,88,-0.0811,263,1.80528,44,-1.2250,70,-0.5023
ENSG00000139220,PPFIA2,3,-3.5381,136,2.15900,17,-1.5052,1,-4.5572,67,0.98350,37,-0.1198
ENSG00000070961,ATP2B1,3,-5.2993,966,4.20135,115,-0.3109,9,-3.9530,37,-2.0833,30,-2.5226
ENSG00000011465,DCN,3,-5.5773,1,-7.0684,101,-0.8825,983,3.57253,0,-8.8069,171,0.08333
ENSG00000173598,NUDT4,291,2.08257,287,2.05374,42,-1.3336,110,0.34303,21,-2.2559,40,-1.4248
ENSG00000177889,UBE2N,3,-4.5613,284,2.21619,64,-0.4500,66,-0.3209,85,0.09412,58,-0.6094
ENSG00000184752,NDUFA12,3,-4.6204,75,-0.1898,77,-0.1773,1,-5.6253,130,0.80908,119,0.73349
ENSG00000111142,METAP2,218,1.43009,52,-0.8932,63,-0.7365,32,-1.6060,148,0.87399,79,-0.3142
ENSG00000139343,SNRPF,3,-3.9560,39,-0.4859,37,-0.6831,55,0.06186,112,1.47407,51,-0.0835
ENSG00000059758,CDK17,3,-3.8764,139,1.73703,23,-1.3811,1,-4.8941,107,1.49270,42,-0.3341
ENSG00000075415,SLC25A3,423,1.13424,299,0.54645,150,-0.6613,222,0.06503,268,0.41473,139,-0.7954
ENSG00000185046,ANKS1B,3,-5.9906,379,0.90509,70,-1.9523,64,-1.8708,582,2.07752,194,-0.2340
ENSG00000111666,CHPT1,3,-3.3034,16,-1.1382,81,2.31797,21,-0.7599,20,-0.8627,16,-1.3235
ENSG00000111670,GNPTAB,3,-3.8980,209,2.55199,32,-0.8568,123,1.47873,21,-1.4648,30,-0.9808
ENSG00000120860,WASHC3,3,-3.9153,60,0.22969,45,-0.2714,14,-1.9156,127,1.84971,34,-0.7641
ENSG00000139352,ASCL1,3,-3.7388,21,-1.2129,42,-0.1520,69,0.67413,36,-0.4046,70,0.93468
ENSG00000166598,HSP90B1,1258,2.12008,375,-0.0090,154,-1.5785,576,0.68909,485,0.45921,169,-1.4295
ENSG00000120837,NFYB,3,-3.7991,7,-2.7448,25,-1.1581,17,-1.5726,101,1.48203,73,0.94216
ENSG00000074590,NUAK1,3,-3.9043,225,2.71153,20,-1.6699,2,-4.5132,80,0.82228,39,-0.5339
ENSG00000136003,ISCU,252,1.70408,128,0.51894,70,-0.5218,145,0.71949,84,-0.1710,39,-1.5204
ENSG00000139438,FAM222A,3,-4.0489,0,-8.5732,6,-3.5108,1,-5.0658,195,2.88986,70,0.43669
ENSG00000139433,GLTP,3,-5.0708,35,-1.7948,24,-2.5986,88,-0.4308,406,2.98360,86,-0.5466
ENSG00000174456,C12orf76,3,-4.5917,140,0.86113,35,-1.5125,35,-1.3103,186,1.62850,85,0.05218
ENSG00000174437,ATP2A2,126,0.14012,347,1.91661,85,-0.5652,75,-0.6649,127,0.17083,69,-0.9237
ENSG00000111229,ARPC3,31,-1.9419,131,0.26184,81,-0.5974,151,0.49343,226,1.39339,72,-0.8026
ENSG00000111237,VPS29,3,-3.9232,90,0.89773,41,-0.4415,155,1.88171,28,-1.0259,48,-0.1519
ENSG00000186298,PPP1CC,3,-4.2650,96,0.60933,68,0.07230,59,-0.1650,154,1.71449,18,-2.1873
ENSG00000204842,ATXN2,3,-4.0212,102,0.99376,46,-0.3467,22,-1.4183,108,1.28043,43,-0.4666
ENSG00000111275,ALDH2,295,0.56476,196,-0.0926,365,1.29042,290,0.53571,104,-1.1547,68,-1.9295
ENSG00000089248,ERP29,225,1.71649,61,-0.4599,56,-0.7107,9,-3.2211,139,0.99216,55,-0.7597
ENSG00000173064,HECTD4,183,2.19560,128,1.49968,27,-1.2168,1,-4.9563,45,-0.2699,32,-0.8968
ENSG00000089009,RPL6,1444,0.82325,210,-2.1573,339,-1.6583,926,0.09505,984,0.21485,1344,0.94947
ENSG00000179295,PTPN11,127,-0.0036,120,-0.0983,78,-0.9080,66,-1.0156,170,0.52547,172,0.63380
ENSG00000089169,RPH3A,3,-4.7039,477,3.21969,51,-1.0159,58,-0.6662,12,-3.0652,89,-0.0030
ENSG00000186815,TPCN1,3,-3.1645,56,0.98404,44,0.79153,1,-4.1853,34,0.17949,25,-0.3800
ENSG00000151176,PLBD2,3,-4.1043,160,1.70097,39,-0.7482,176,1.89011,47,-0.3708,32,-1.0954
ENSG00000135108,FBXO21,80,0.22598,191,1.73690,47,-0.6926,49,-0.5446,95,0.58519,36,-1.1707
ENSG00000176871,WSB2,107,0.13669,236,1.47139,98,-0.0046,1,-5.8600,130,0.50298,61,-0.8668
ENSG00000089220,PEBP1,1486,0.92747,1398,0.82284,656,-0.4816,421,-1.0747,1215,0.67046,532,-0.8562
ENSG00000135090,TAOK3,80,0.34062,89,0.50653,35,-1.0884,143,1.32219,50,-0.4381,65,-0.0026
ENSG00000152137,HSPB8,1048,4.17976,38,-2.0549,84,-1.0298,1,-6.4383,80,-1.0080,41,-2.1834
ENSG00000089157,RPLP0,421,-0.0918,213,-1.1404,224,-1.2432,500,0.17949,593,0.51899,640,0.77470
ENSG00000111775,COX6A1,902,-0.1997,945,-0.1270,919,-0.2109,485,-1.1505,1199,0.28338,1259,0.42791
ENSG00000111786,SRSF9,108,0.15665,79,-0.3434,65,-0.7579,97,-0.0179,181,1.17816,79,-0.4053
ENSG00000088986,DYNLL1,2524,2.65848,642,0.12877,284,-1.3165,184,-1.7826,736,0.39245,281,-1.3339
ENSG00000022840,RNF10,3,-3.9949,85,0.72105,36,-0.7508,114,1.22623,71,0.47054,49,-0.2087
ENSG00000157782,CABP1,3,-3.3577,278,4.63110,29,-0.3378,1,-4.3774,0,-6.5953,5,-3.0977
ENSG00000110917,MLEC,239,2.36922,93,0.61633,33,-1.1916,81,0.38059,54,-0.2915,27,-1.5072
ENSG00000157837,SPPL3,3,-4.6215,234,1.74573,51,-0.9138,38,-1.2238,170,1.37270,53,-0.8472
ENSG00000089053,ANAPC5,287,1.97680,86,-0.1046,21,-2.4984,18,-2.3976,183,1.34644,64,-0.6716
ENSG00000130779,CLIP1,3,-3.1716,61,1.13334,47,0.91189,32,0.07813,9,-1.9829,28,-0.1952
ENSG00000111011,RSRC2,118,0.64393,72,-0.1499,48,-0.9097,289,2.29423,70,-0.2257,37,-1.3658
ENSG00000139726,DENR,3,-3.8002,124,1.61181,29,-0.8788,73,0.69667,89,1.20862,19,-1.5922
ENSG00000130787,HIP1R,3,-4.5071,33,-1.3128,57,-0.5959,1,-5.5229,188,1.80781,91,0.31691
ENSG00000182196,ARL6IP4,3,-5.7573,152,-0.3112,142,-0.5135,167,-0.1646,179,-0.0625,312,1.17308
ENSG00000111328,CDK2AP1,1250,2.29609,135,-1.4309,219,-0.8398,68,-2.4443,402,0.27523,293,-0.3146
ENSG00000188026,RILPL1,3,-3.6742,44,0.02288,27,-0.8871,1,-4.6927,86,1.30714,60,0.66437
ENSG00000086598,TMED2,3,-4.2654,144,1.29607,40,-0.9248,82,0.35689,108,0.93450,53,-0.4017
ENSG00000119242,CCDC92,3,-5.3176,706,3.13353,100,-0.5849,54,-1.4068,75,-0.9957,97,-0.6444
ENSG00000179195,ZNF664,545,2.43515,48,-1.6371,47,-1.8936,29,-2.3671,175,0.39501,145,0.05985
ENSG00000196498,NCOR2,3,-4.3594,170,1.48674,41,-0.9873,154,1.30951,79,0.19732,56,-0.4490
ENSG00000073060,SCARB1,3,-4.2210,55,-0.2457,41,-0.7972,147,1.39432,71,0.19717,77,0.38164
ENSG00000150991,UBC,1728,1.37566,1043,0.50704,673,-0.2396,819,0.11388,793,0.07031,396,-1.1840
ENSG00000184992,BRI3BP,226,2.22379,162,1.56875,33,-1.2138,2,-5.0342,72,0.20035,25,-1.6427
ENSG00000132341,RAN,585,2.14148,248,0.57750,110,-0.8331,202,0.24403,130,-0.4949,94,-1.1099
ENSG00000198598,MMP17,3,-3.2716,191,3.43749,28,-0.2993,1,-4.2919,21,-0.7282,13,-1.5600
ENSG00000182870,GALNT9,3,-3.0983,198,3.94496,38,0.52641,1,-4.1195,0,-6.3380,2,-3.9949
ENSG00000090615,GOLGA3,60,0.27691,147,1.83953,24,-1.3430,1,-4.8956,65,0.45709,48,-0.0754
ENSG00000196199,MPHOSPH8,3,-4.8072,200,1.22081,72,-0.5544,94,-0.0321,142,0.71892,87,-0.1921
ENSG00000121742,GJB6,3,-3.3922,0,-6.7549,130,6.93000,1,-4.4117,0,-6.6295,0,-6.5000
ENSG00000165475,CRYL1,3,-3.5528,2,-4.4497,46,0.25205,24,-0.8106,86,1.51288,35,-0.2776
ENSG00000172458,IL17D,3,-3.6564,38,-0.2009,98,2.10226,1,-4.6749,10,-2.2310,39,-0.1999
ENSG00000150459,SAP18,821,1.56683,511,0.73048,125,-1.6867,253,-0.3952,289,-0.2102,351,0.14437
ENSG00000173141,MRPL57,14,-2.5730,126,0.76054,62,-0.4461,66,-0.2747,170,1.52045,45,-1.0086
ENSG00000180776,ZDHHC20,3,-4.4288,54,-0.4922,9,-3.3378,1,-5.4449,251,2.83818,75,0.03221
ENSG00000165566,AMER2,3,-6.0896,147,-0.7200,104,-1.4302,10,-4.6260,730,2.55827,213,-0.1836
ENSG00000139505,MTMR6,3,-3.4984,240,3.65969,12,-2.0023,1,-4.5174,28,-0.5347,30,-0.4960
ENSG00000132932,ATP8A2,3,-3.4109,244,3.91415,36,-0.0309,1,-4.4303,0,-6.6480,15,-1.5409
ENSG00000132970,WASF3,288,1.52987,138,0.27233,108,-0.1449,78,-0.6206,60,-1.0906,111,-0.0987
ENSG00000152484,USP12,3,-3.8022,75,0.73862,25,-1.1502,78,0.78586,97,1.39347,33,-0.6798
ENSG00000122026,RPL21,670,-1.8309,576,-2.0556,815,-1.7582,2107,-0.0890,2901,0.48020,4307,1.56991
ENSG00000122034,GTF3A,3,-4.1305,150,1.54364,43,-0.6289,39,-0.6525,79,0.48645,61,0.02517
ENSG00000122033,MTIF3,3,-3.6551,42,-0.0534,50,0.31843,29,-0.5976,66,0.77986,39,-0.1896
ENSG00000102755,FLT1,3,-4.1496,0,-8.6733,45,-0.5666,79,0.41043,9,-2.8754,145,2.27907
ENSG00000132963,POMP,3,-5.4319,111,-0.4515,101,-0.7122,158,0.10271,241,0.91494,191,0.52859
ENSG00000122042,UBL3,266,0.62569,308,0.87215,115,-0.8425,5,-5.3055,353,1.30606,120,-0.7578
ENSG00000189403,HMGB1,666,0.53047,474,-0.0184,240,-1.2473,459,-0.0679,674,0.62793,536,0.22550
ENSG00000120694,HSPH1,524,3.12330,298,1.85161,36,-1.7817,1,-5.9069,55,-1.0261,26,-2.2993
ENSG00000073910,FRY,3,-3.5171,254,3.81136,24,-0.9159,11,-1.8789,16,-1.4842,20,-1.1861
ENSG00000244754,N4BP2L2,3,-4.1804,33,-0.9666,40,-0.8220,128,1.20286,99,0.86664,67,0.16066
ENSG00000083642,PDS5B,3,-3.5455,170,2.62482,29,-0.5963,5,-3.0692,49,0.37504,26,-0.8142
ENSG00000133083,DCLK1,3,-4.7423,512,3.34138,53,-1.0125,31,-1.6452,85,-0.1337,46,-1.2431
ENSG00000133104,SPART,81,-0.0595,86,0.03561,48,-1.0114,10,-3.1668,196,1.72736,70,-0.3469
ENSG00000120686,UFM1,41,-0.5391,124,1.25995,27,-1.3474,1,-5.0987,62,0.11374,89,0.93279
ENSG00000183722,LHFPL6,3,-4.0831,55,-0.0785,57,-0.0404,207,2.25012,10,-2.7165,61,0.09055
ENSG00000165572,KBTBD6,3,-3.5143,121,1.95038,41,0.08360,10,-1.9540,56,0.63821,21,-1.1325
ENSG00000102760,RGCC,3,-5.7174,109,-0.7804,187,0.06496,192,0.09929,414,1.67875,98,-1.1001
ENSG00000023516,AKAP11,3,-4.6909,329,2.34052,37,-1.5535,159,0.95387,110,0.38126,52,-0.9781
ENSG00000120675,DNAJC15,3,-4.4100,18,-2.0804,46,-0.8469,127,0.90095,124,1.00386,89,0.41991
ENSG00000151778,SERP2,3,-3.7187,84,1.01328,38,-0.3133,78,0.88124,56,0.39211,35,-0.4846
ENSG00000102804,TSC22D1,110,-1.8510,679,0.98419,330,-0.2397,476,0.39067,164,-1.3566,508,0.65392
ENSG00000133112,TPT1,6877,1.56434,707,-2.0562,688,-2.3500,2614,-0.0736,2643,-0.0626,4194,0.93484
ENSG00000123200,ZC3H13,360,1.41246,144,-0.1164,62,-1.6155,204,0.44291,96,-0.8148,208,0.61279
ENSG00000139684,ESD,277,2.49030,45,-0.6575,51,-0.5943,38,-0.9102,94,0.54474,22,-1.9885
ENSG00000136143,SUCLA2,164,1.93679,111,1.20310,22,-1.5257,9,-2.5667,65,0.33724,36,-0.7245
ENSG00000136156,ITM2B,1421,0.84971,708,-0.2785,580,-0.7048,620,-0.4854,1489,1.08206,612,-0.6076
ENSG00000102531,FNDC3A,3,-3.6421,50,0.25962,40,-0.1235,23,-0.9647,74,1.03243,42,-0.0358
ENSG00000165416,SUGT1,287,1.65801,141,0.42218,35,-1.9243,226,1.22186,102,-0.1141,76,-0.6528
ENSG00000118946,PCDH17,3,-4.2761,277,2.59850,66,-0.0091,1,-5.2925,26,-1.4932,66,-0.0163
ENSG00000184226,PCDH9,3,-6.2882,482,0.96353,129,-1.3153,39,-2.8860,540,1.37340,321,0.36623
ENSG00000188243,COMMD6,756,1.75713,144,-0.9837,114,-1.5314,249,-0.1392,241,-0.2116,339,0.45917
ENSG00000005812,FBXL3,3,-4.1162,78,0.42771,40,-0.7361,63,0.09244,130,1.55526,44,-0.5801
ENSG00000005810,MYCBP2,228,1.89391,197,1.61595,44,-0.9837,196,1.60135,16,-2.4438,17,-2.4791
ENSG00000139737,SLAIN1,15,-3.8977,90,-1.3510,39,-2.8526,57,-2.0191,812,3.25845,160,-0.5668
ENSG00000136160,EDNRB,3,-4.3970,35,-1.1054,231,4.10754,25,-1.6076,0,-7.6293,13,-2.7749
ENSG00000139746,RBM26,3,-4.8530,153,0.70698,59,-0.9337,37,-1.4817,193,1.29113,111,0.22887
ENSG00000102471,NDFIP2,3,-4.3552,291,2.58094,35,-1.2416,98,0.53714,85,0.34884,35,-1.2448
ENSG00000178235,SLITRK1,3,-3.2208,237,4.31421,14,-1.4809,1,-4.2415,9,-2.0480,17,-1.0962
ENSG00000134873,CLDN10,3,-3.6701,60,0.51315,125,3.22335,1,-4.6797,0,-6.9055,13,-2.0377
ENSG00000139793,MBNL2,137,-0.1928,116,-0.4484,35,-2.4776,63,-1.3835,491,2.60298,100,-0.8041
ENSG00000125249,RAP2A,3,-4.2712,120,0.97204,45,-0.7317,1,-5.2874,107,0.89734,85,0.53045
ENSG00000065150,IPO5,3,-4.1730,212,2.17031,45,-0.5925,1,-5.1886,103,0.96988,40,-0.7830
ENSG00000152767,FARP1,3,-3.6600,153,2.22307,57,0.57017,17,-1.4441,9,-2.3826,38,-0.2486
ENSG00000088387,DOCK9,3,-4.6061,134,0.77136,43,-1.1870,111,0.45681,153,1.16545,78,-0.1289
ENSG00000125304,TM9SF2,161,1.12962,106,0.42382,48,-0.9540,83,0.02416,153,1.21874,32,-1.6487
ENSG00000134884,ARGLU1,101,0.06951,117,0.30577,70,-0.6063,119,0.33288,137,0.63519,81,-0.3369
ENSG00000185950,IRS2,3,-4.3108,130,1.06059,83,0.41154,1,-5.3267,97,0.64340,57,-0.3326
ENSG00000102606,ARHGEF7,3,-4.1853,286,2.82325,41,-0.7597,36,-0.8300,74,0.31396,29,-1.3393
ENSG00000126217,MCF2L,3,-3.6562,76,0.92799,39,-0.1866,1,-4.6746,64,0.71069,50,0.28657
ENSG00000185896,LAMP1,380,0.72850,167,-0.5811,110,-1.4123,217,-0.1749,499,1.42542,193,-0.4399
ENSG00000183087,GAS6,438,3.14802,98,0.24323,55,-0.7872,41,-1.1144,54,-0.7621,26,-1.9992
ENSG00000169062,UPF3A,3,-4.2209,74,0.22934,40,-0.8482,2,-4.7168,115,1.12100,91,0.75587
ENSG00000129538,RNASE1,92,-2.1338,38,-3.4216,70,-2.8038,240,-0.6979,1173,2.55574,404,0.14411
