Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to4,Feature log2 fold change topic 2to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to9,Feature log2 fold change topic 7to9
ENSG00000186501,TMEM222,36,-1.5313,144,0.93379,86,-0.2109,48,-1.1261,94,-0.0981
ENSG00000158195,WASF2,69,0.52809,27,-1.1717,44,-0.1805,100,1.18802,51,0.07276
ENSG00000126705,AHDC1,188,1.40634,99,0.38686,46,-0.9401,35,-1.3327,62,-0.6053
ENSG00000126709,IFI6,443,1.18287,156,-0.7089,202,-0.1547,515,1.46943,124,-1.1237
ENSG00000117758,STX12,56,-0.8017,91,-0.0573,93,-0.0066,64,-0.6075,119,0.54653
ENSG00000126698,DNAJC8,56,-1.1037,107,-0.1112,88,-0.3956,99,-0.2136,151,0.67861
ENSG00000130770,ATP5IF1,272,0.41159,269,0.54772,140,-0.6528,150,-0.5519,180,-0.3414
ENSG00000198492,YTHDF2,17,-2.0721,78,0.41611,57,-0.2116,54,-0.3086,75,0.30505
ENSG00000116350,SRSF4,123,1.11203,73,0.27008,45,-0.5536,60,-0.1087,44,-0.7531
ENSG00000162512,SDC3,118,-1.1453,243,-0.0202,199,-0.3369,226,-0.1296,312,0.55624
ENSG00000134644,PUM1,77,-1.2207,259,1.04503,128,-0.4472,143,-0.2708,134,-0.4833
ENSG00000121766,ZCCHC17,2,-5.8127,160,1.06134,91,-0.2109,44,-1.3288,107,0.05768
ENSG00000121769,FABP3,31,-1.2648,126,1.51209,54,-0.4253,23,-1.7296,51,-0.6530
ENSG00000162517,PEF1,3,-4.5963,106,0.63060,56,-0.5901,98,0.30886,85,0.09277
ENSG00000121753,ADGRB2,93,-1.8364,416,0.73134,238,-0.4014,180,-0.8352,331,0.17413
ENSG00000184007,PTP4A2,203,0.06694,163,-0.3750,418,1.31838,217,0.17182,143,-0.6246
ENSG00000121774,KHDRBS1,186,0.37940,181,0.47206,79,-0.9725,167,0.20663,117,-0.4742
ENSG00000025800,KPNA6,25,-0.9256,39,-0.3330,33,-0.4948,16,-1.5749,73,1.18703
ENSG00000084623,EIF3I,151,0.33522,138,0.25727,70,-0.8866,168,0.51382,101,-0.3989
ENSG00000175130,MARCKSL1,11,-4.3279,105,-1.2341,227,0.20892,244,0.33459,333,1.32525
ENSG00000160058,BSDC1,98,0.25412,90,0.14672,84,-0.0010,98,0.25201,69,-0.4104
ENSG00000162521,RBBP4,87,-0.0385,74,-0.3831,57,-0.7016,145,0.81837,97,0.18479
ENSG00000134684,YARS,139,0.79758,99,0.29752,39,-1.2314,57,-0.6583,82,-0.1077
ENSG00000121905,HPCA,10,-4.2934,311,1.35424,114,-0.7679,51,-1.9646,185,-0.0010
ENSG00000121900,TMEM54,13,-1.6330,30,-0.5106,52,0.48872,65,0.86447,42,0.21269
ENSG00000134686,PHC2,244,1.60762,93,-0.1023,62,-0.7182,131,0.48450,55,-1.1209
ENSG00000116544,DLGAP3,53,-1.4950,175,0.53975,104,-0.4495,80,-0.8585,161,0.34419
ENSG00000116560,SFPQ,272,0.89484,139,-0.2941,100,-0.7443,222,0.54221,143,-0.2339
ENSG00000146463,ZMYM4,79,0.68643,55,0.12522,43,-0.2943,21,-1.3977,54,0.05490
ENSG00000142687,KIAA0319L,160,1.14506,99,0.42299,47,-0.8625,55,-0.6223,59,-0.6418
ENSG00000020129,NCDN,187,-1.6693,974,1.52338,246,-1.2561,326,-0.8260,424,-0.5325
ENSG00000126067,PSMB2,77,-0.7492,155,0.52587,88,-0.5400,129,0.07584,117,-0.1098
ENSG00000142686,C1orf216,52,-0.8157,146,1.34390,41,-1.1777,19,-2.2965,78,-0.2416
ENSG00000092847,AGO1,71,0.47864,63,0.39039,61,0.21831,37,-0.5467,40,-0.5852
ENSG00000054116,TRAPPC3,150,1.21248,91,0.46517,28,-1.4886,19,-2.0610,65,-0.2548
ENSG00000116871,MAP7D1,276,0.32563,273,0.42780,128,-0.8912,214,-0.0867,200,-0.2638
ENSG00000054118,THRAP3,1,-5.8998,114,1.00822,64,-0.2518,120,0.78328,51,-0.7889
ENSG00000116898,MRPS15,1,-4.9782,41,0.09231,38,-0.0689,54,0.50536,47,0.36178
ENSG00000163875,MEAF6,1,-5.8084,158,1.36479,55,-0.8307,55,-0.8303,85,-0.1980
ENSG00000197982,C1orf122,155,-0.7518,207,-0.3824,257,0.04900,272,0.14020,313,0.52297
ENSG00000116954,RRAGC,86,0.58429,62,0.06337,33,-0.9288,16,-2.0354,74,0.46177
ENSG00000174574,AKIRIN1,26,-2.0011,144,0.94933,51,-0.9950,156,0.78853,70,-0.6478
ENSG00000168653,NDUFS5,213,-1.0218,460,0.26612,395,-0.0533,457,0.18472,410,0.00818
ENSG00000127603,MACF1,802,1.71405,171,-1.1285,266,-0.2246,270,-0.2026,301,-0.0319
ENSG00000090621,PABPC4,200,1.12158,103,-0.0005,78,-0.4511,146,0.56590,66,-0.8853
ENSG00000116983,HPCAL4,68,-2.8813,638,0.82372,358,-0.3746,200,-1.2748,512,0.27392
ENSG00000168389,MFSD2A,64,0.08096,39,-0.8608,41,-0.6063,231,2.53398,31,-1.2720
ENSG00000131236,CAP1,292,1.03081,171,0.15891,110,-0.5811,103,-0.6863,138,-0.2979
ENSG00000131238,PPT1,157,0.09689,148,0.00108,76,-1.0346,172,0.24873,161,0.18092
ENSG00000084073,ZMPSTE24,73,0.36850,57,-0.0669,37,-0.7187,81,0.54322,55,-0.1323
ENSG00000084070,SMAP2,200,0.78053,166,0.65349,70,-0.9085,41,-1.7057,107,-0.3365
ENSG00000117016,RIMS3,14,-2.8009,119,0.58372,101,0.14986,64,-0.5870,98,0.14108
ENSG00000066136,NFYC,1,-5.1550,71,1.13911,32,-0.5160,46,0.03734,37,-0.3745
ENSG00000198815,FOXJ3,152,0.96443,121,0.81463,42,-1.1080,60,-0.5671,52,-0.9697
ENSG00000065978,YBX1,400,2.41769,59,-1.2015,116,0.07316,124,0.19037,60,-1.1883
ENSG00000117394,SLC2A1,690,1.77601,33,-3.4731,132,-1.0365,1266,3.29026,38,-3.2606
ENSG00000142949,PTPRF,59,-1.7181,243,0.71964,131,-0.5009,97,-0.9714,200,0.23672
ENSG00000126091,ST3GAL3,3,-4.1967,94,1.19615,56,-0.0685,71,0.32757,38,-0.8497
ENSG00000117408,IPO13,136,0.59380,86,-0.2216,90,-0.0922,99,0.06770,92,-0.0848
ENSG00000117410,ATP6V0B,104,-1.7218,453,0.85877,238,-0.4598,168,-0.9940,329,0.07877
ENSG00000117411,B4GALT2,39,-1.5644,93,-0.2869,146,0.51817,126,0.26868,124,0.33062
ENSG00000117419,ERI3,89,-1.0409,210,0.43843,106,-0.7727,147,-0.2583,195,0.26941
ENSG00000187147,RNF220,158,0.67976,126,0.41526,74,-0.5608,69,-0.6529,88,-0.3527
ENSG00000142937,RPS8,851,0.60513,373,-0.9109,730,0.34479,1085,1.03248,514,-0.2948
ENSG00000126088,UROD,15,-2.2619,47,-0.6905,48,-0.5052,97,0.61891,99,0.97737
ENSG00000117450,PRDX1,346,-0.2344,292,-0.6403,272,-0.6165,510,0.39838,534,0.67695
ENSG00000085998,POMGNT1,19,-2.0145,98,0.68593,77,0.08956,105,0.60182,54,-0.6053
ENSG00000132128,LRRC41,32,-1.2004,92,0.65602,43,-0.7408,12,-2.6493,88,0.52612
ENSG00000173660,UQCRH,144,-1.1098,370,0.53453,250,-0.2562,271,-0.1281,289,-0.0357
ENSG00000123472,ATPAF1,7,-4.2902,107,-0.3414,139,0.14751,126,-0.0121,182,0.87754
ENSG00000159658,EFCAB14,62,-0.8116,83,-0.4494,130,0.37951,189,1.02302,100,-0.0672
ENSG00000162368,CMPK1,106,-0.0990,95,-0.3593,140,0.35348,110,-0.0362,125,0.22397
ENSG00000162374,ELAVL4,26,-2.8935,312,1.51241,122,-0.5905,89,-1.0755,139,-0.4870
ENSG00000123091,RNF11,174,-1.4381,615,0.80392,371,-0.2722,403,-0.1417,388,-0.2620
ENSG00000085832,EPS15,29,-2.5042,179,0.39543,107,-0.5444,111,-0.4858,190,0.53914
ENSG00000078618,NRDC,83,0.03548,117,0.88455,59,-0.5107,58,-0.5386,60,-0.6116
ENSG00000169213,RAB3B,26,-2.6634,258,1.35403,138,-0.1722,35,-2.2516,135,-0.2626
ENSG00000134717,BTF3L4,1,-5.6729,87,0.60345,47,-0.5450,86,0.40766,69,0.07317
ENSG00000162378,ZYG11B,77,-1.2934,283,1.20951,107,-0.7810,100,-0.8939,150,-0.3312
ENSG00000116171,SCP2,104,-0.3485,116,-0.2226,89,-0.5856,118,-0.1432,168,0.60560
ENSG00000157193,LRP8,46,-0.2776,44,-0.4286,56,0.03482,80,0.61659,59,0.17809
ENSG00000116209,TMEM59,4,-5.2696,140,-0.1836,105,-0.5909,287,1.07458,186,0.45147
ENSG00000116221,MRPL37,56,0.04417,53,-0.0773,51,-0.1014,76,0.54489,50,-0.1834
ENSG00000157216,SSBP3,134,-0.6216,267,0.70784,201,0.02455,55,-1.9697,197,-0.0113
ENSG00000116133,DHCR24,133,-0.4407,311,1.53883,81,-1.1909,54,-1.8018,124,-0.6880
ENSG00000162407,PLPP3,32,-3.4115,51,-3.0749,112,-1.5559,473,0.72544,663,2.36486
ENSG00000162409,PRKAA2,119,0.97407,96,0.87361,22,-1.7034,37,-0.9239,45,-0.7762
ENSG00000177606,JUN,117,-1.1079,170,-0.6762,119,-1.0816,217,-0.1473,393,1.28761
ENSG00000162599,NFIA,598,1.59998,72,-2.1780,252,0.06726,238,-0.0205,290,0.41622
ENSG00000162604,TM2D1,6,-3.5311,42,-0.8000,26,-1.3346,90,0.60320,105,1.34445
ENSG00000116641,DOCK7,87,0.71605,32,-1.0602,42,-0.4708,115,1.22777,55,-0.0409
ENSG00000079739,PGM1,1,-5.2791,23,-1.4335,31,-0.7011,79,0.81061,87,1.52138
ENSG00000158966,CACHD1,17,-1.5398,35,-0.6022,29,-0.7544,42,-0.1595,76,1.23936
ENSG00000162434,JAK1,182,1.22468,84,-0.1205,25,-1.9134,130,0.62549,71,-0.4710
ENSG00000162433,AK4,34,-1.8537,115,0.02866,71,-0.7441,111,-0.0390,154,0.71574
ENSG00000116675,DNAJC6,272,-0.5128,557,0.96503,213,-0.8975,103,-1.9821,375,-0.0089
ENSG00000213625,LEPROT,228,1.78255,33,-1.6982,31,-1.5220,211,1.62748,62,-0.6201
ENSG00000184588,PDE4B,134,0.51014,91,-0.1682,91,-0.1230,124,0.38036,88,-0.2358
ENSG00000118473,SGIP1,166,0.48632,147,0.39006,57,-1.1951,78,-0.7188,124,-0.0035
ENSG00000142864,SERBP1,418,1.62625,110,-0.8199,111,-0.6409,105,-0.7322,178,0.14892
ENSG00000116729,WLS,114,-0.2674,65,-1.3743,55,-1.3837,138,0.03243,237,1.49636
ENSG00000033122,LRRC7,115,0.22127,159,1.14624,36,-1.5944,65,-0.6965,71,-0.6936
ENSG00000116754,SRSF11,368,1.33514,162,-0.1015,133,-0.3933,123,-0.5116,140,-0.3995
ENSG00000132485,ZRANB2,120,0.15202,146,0.68943,64,-0.8463,89,-0.3285,90,-0.3904
ENSG00000172260,NEGR1,134,-0.0578,201,0.90015,124,-0.1747,50,-1.5854,112,-0.4320
ENSG00000178965,ERICH3,47,-0.2104,93,1.41573,25,-1.1890,16,-1.8785,40,-0.6151
ENSG00000117069,ST6GALNAC5,44,-0.4275,95,1.24372,5,-3.6137,4,-3.8798,62,0.13409
ENSG00000154027,AK5,214,-0.0081,375,1.47351,126,-0.8403,60,-1.9525,136,-0.8978
ENSG00000077254,USP33,104,0.06210,89,-0.2429,72,-0.5189,108,0.12219,117,0.33986
ENSG00000180488,MIGA1,83,0.12304,101,0.63827,68,-0.1973,33,-1.2942,68,-0.2517
ENSG00000162613,FUBP1,68,0.07927,81,0.51772,41,-0.7223,67,0.05698,54,-0.3579
ENSG00000162616,DNAJB4,149,1.22907,61,-0.3488,43,-0.8196,77,0.09820,67,-0.1725
ENSG00000137941,TTLL7,278,1.13690,161,0.25759,143,-0.0025,128,-0.1835,86,-0.9984
ENSG00000142875,PRKACB,245,-0.4436,452,0.80298,266,-0.3139,247,-0.4281,265,-0.4091
ENSG00000174021,GNG5,1,-5.8260,21,-2.1920,17,-2.1936,273,2.55161,96,0.70848
ENSG00000117155,SSX2IP,249,1.20528,166,0.69319,50,-1.3943,32,-2.0699,94,-0.5473
ENSG00000162642,C1orf52,53,-0.7730,125,0.88631,58,-0.6176,27,-1.7642,88,0.04760
ENSG00000153904,DDAH1,212,-1.0074,254,-0.9067,322,-0.3565,273,-0.6190,685,1.38728
ENSG00000097033,SH3GLB1,99,0.75805,34,-1.1815,33,-1.0040,86,0.51474,82,0.62081
ENSG00000183291,SELENOF,100,-0.0695,89,-0.3290,66,-0.7175,147,0.56090,120,0.30910
ENSG00000153936,HS2ST1,98,0.50936,81,0.25351,40,-0.9008,22,-1.8234,82,0.28537
ENSG00000143013,LMO4,70,-3.3487,1014,1.13850,503,-0.3963,331,-1.0441,619,-0.0874
ENSG00000197147,LRRC8B,3,-5.1019,187,1.26973,44,-1.4806,64,-0.8941,118,0.06794
ENSG00000162664,ZNF326,72,0.27296,74,0.45001,48,-0.3682,37,-0.7691,56,-0.1791
ENSG00000122482,ZNF644,271,2.57843,44,-0.9182,30,-1.2961,68,-0.0414,43,-0.9414
ENSG00000189195,BTBD8,67,-1.0477,202,1.08965,56,-1.3207,157,0.30433,96,-0.6152
ENSG00000122406,RPL5,459,0.71939,268,-0.2287,322,0.12048,492,0.83786,204,-0.7596
ENSG00000117505,DR1,66,0.10740,54,-0.2683,50,-0.3243,49,-0.3569,75,0.46458
ENSG00000117528,ABCD3,1,-5.3747,49,-0.2848,77,0.52315,86,0.71486,64,0.31502
ENSG00000117525,F3,351,1.96664,14,-3.5484,17,-2.8983,146,0.33952,170,0.87149
ENSG00000117519,CNN3,217,-0.0643,119,-1.2194,104,-1.1995,327,0.61727,341,1.02272
ENSG00000152078,TLCD4,9,-2.6343,60,0.37114,22,-1.2603,50,-0.0303,65,0.58691
ENSG00000117569,PTBP2,13,-2.5914,99,0.73462,51,-0.5607,85,0.25796,69,-0.1048
ENSG00000117600,PLPPR4,182,-0.3107,370,1.33885,69,-1.7814,112,-1.0547,171,-0.5229
ENSG00000162688,AGL,39,-0.2653,37,-0.4354,44,-0.0608,43,-0.0774,58,0.55171
ENSG00000156875,MFSD14A,65,0.22295,78,0.75863,27,-1.1556,48,-0.2650,45,-0.4564
ENSG00000170989,S1PR1,109,-0.0086,45,-1.6346,53,-1.1154,251,1.44532,145,0.66546
ENSG00000134186,PRPF38B,93,1.12267,41,-0.3273,45,-0.1185,61,0.40229,37,-0.5386
ENSG00000116266,STXBP3,166,1.73166,52,-0.3727,33,-0.9874,46,-0.4833,54,-0.3150
ENSG00000085433,WDR47,86,-0.3411,168,1.14476,47,-1.2769,84,-0.3758,79,-0.5988
ENSG00000197780,TAF13,5,-3.9117,56,-0.5534,89,0.32748,137,1.07613,86,0.37572
ENSG00000215717,TMEM167B,100,0.62371,80,0.33623,47,-0.5799,71,0.06367,53,-0.5178
ENSG00000031698,SARS,114,-0.5039,185,0.38069,122,-0.3895,152,-0.0487,155,-0.0232
ENSG00000143126,CELSR2,58,-1.2228,200,1.14409,65,-1.0412,112,-0.1995,102,-0.4437
ENSG00000134243,SORT1,755,1.18266,437,0.31896,199,-1.0146,381,0.00677,256,-0.7842
ENSG00000181754,AMIGO1,1,-5.4868,94,0.69418,32,-1.1995,60,-0.2538,85,0.43613
ENSG00000116337,AMPD2,193,0.84251,108,-0.1683,87,-0.4717,70,-0.8174,127,0.17027
ENSG00000134201,GSTM5,15,-1.9414,15,-2.2302,38,-0.5243,89,0.88801,95,1.61117
ENSG00000134202,GSTM3,116,-1.2385,194,-0.5607,166,-0.6851,290,0.20636,383,0.99045
ENSG00000168710,AHCYL1,193,-0.7386,120,-1.7436,287,-0.1096,360,0.25634,523,1.38701
ENSG00000143093,STRIP1,81,0.72473,76,0.89241,38,-0.5175,38,-0.5231,29,-1.1192
ENSG00000197106,SLC6A17,200,-0.1787,362,1.22301,127,-0.8859,125,-0.9162,159,-0.6907
ENSG00000116396,KCNC4,31,-1.2319,107,1.11053,73,0.10443,28,-1.3856,55,-0.4628
ENSG00000134248,LAMTOR5,30,-1.8183,74,-0.5624,71,-0.4985,137,0.55875,139,0.86172
ENSG00000177301,KCNA2,12,-3.2124,130,0.47287,81,-0.4255,39,-1.5224,142,0.71161
ENSG00000116459,ATP5PB,132,-0.0568,107,-0.5096,89,-0.6798,157,0.22584,178,0.61034
ENSG00000116473,RAP1A,121,0.98910,55,-0.4198,69,0.02456,86,0.38851,56,-0.3933
ENSG00000197852,INKA2,69,-0.1192,114,1.04661,55,-0.4672,23,-1.7788,60,-0.4301
ENSG00000171385,KCND3,37,-2.1534,234,1.04434,90,-0.8371,168,0.14529,128,-0.3759
