Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to4,Feature log2 fold change topic 3to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7to8,Feature log2 fold change topic 7to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000198563,DDX39B,159,0.70779,92,-0.1758,78,-0.4805,111,0.11731,131,0.39025,84,-0.3696,87,-0.2703,128,0.34591
ENSG00000213760,ATP6V1G2,267,-0.2725,338,0.10169,510,0.91880,258,-0.3305,289,-0.1493,359,0.22420,187,-0.8259,98,-1.7946
ENSG00000204498,NFKBIL1,10,-0.6531,20,0.37584,10,-0.7480,19,0.34606,15,-0.0291,18,0.27964,16,0.03081,19,0.31889
ENSG00000204482,LST1,10,-0.7565,0,-5.6786,8,-1.1018,5,-1.6085,9,-0.8258,10,-0.7696,54,2.14262,46,1.81186
ENSG00000204472,AIF1,9,-2.1035,10,-1.9467,7,-2.5883,37,-0.0530,21,-0.8985,26,-0.6726,84,1.31615,156,2.59453
ENSG00000204469,PRRC2A,119,0.01535,106,-0.1629,91,-0.4438,108,-0.1337,138,0.26555,136,0.26415,138,0.26003,112,-0.0758
ENSG00000204463,BAG6,130,0.15146,131,0.15692,118,-0.0042,110,-0.1143,121,0.04000,125,0.09390,105,-0.1857,101,-0.2552
ENSG00000204435,CSNK2B,202,0.48828,148,-0.0216,163,0.15210,144,-0.0660,86,-0.8600,161,0.13114,123,-0.3165,148,-0.0225
ENSG00000204427,ABHD16A,56,-0.1958,135,1.28048,67,0.09479,47,-0.4663,53,-0.2728,57,-0.1945,53,-0.2847,42,-0.6349
ENSG00000213722,DDAH2,11,-1.2074,14,-0.9024,13,-1.0696,12,-1.1116,20,-0.3617,22,-0.1750,53,1.26540,68,1.74213
ENSG00000204394,VARS,23,-0.8994,64,0.71901,68,0.96695,24,-0.8485,43,0.06604,30,-0.5423,30,-0.4946,32,-0.3737
ENSG00000204392,LSM2,38,-0.0932,44,0.15494,38,-0.0957,38,-0.0934,28,-0.5632,36,-0.1936,43,0.11541,63,0.72229
ENSG00000204389,HSPA1A,101,-0.1205,73,-0.6203,65,-0.8629,67,-0.7461,79,-0.5021,73,-0.6864,83,-0.4295,407,2.42360
ENSG00000204388,HSPA1B,21,-1.7131,31,-1.0973,103,0.91489,44,-0.5904,46,-0.5107,61,-0.0837,48,-0.4445,122,1.07878
ENSG00000204387,SNHG32,29,-1.3162,50,-0.5065,32,-1.2684,68,-0.0085,69,0.01505,69,0.02103,98,0.58199,169,1.54909
ENSG00000204386,NEU1,54,0.18473,83,0.90270,63,0.50096,36,-0.4483,39,-0.3204,47,-0.0106,32,-0.6133,14,-1.7963
ENSG00000204371,EHMT2,49,0.00624,52,0.09159,40,-0.3618,56,0.21204,51,0.08009,51,0.07878,50,0.03553,49,0.01013
ENSG00000204356,NELFE,100,0.49887,72,-0.0350,71,-0.0723,72,-0.0234,69,-0.0911,64,-0.2403,72,-0.0241,80,0.12681
ENSG00000204351,SKIV2L,30,0.09582,29,0.01424,36,0.42299,20,-0.5306,19,-0.5948,31,0.14774,34,0.28011,19,-0.6479
ENSG00000204344,STK19,12,-1.0955,31,0.40445,32,0.53125,8,-1.6484,21,-0.1926,32,0.54989,27,0.20853,12,-1.0066
ENSG00000213676,ATF6B,30,0.87193,10,-0.7902,27,0.81117,4,-2.0886,11,-0.7077,20,0.22162,11,-0.6953,15,-0.2278
ENSG00000204314,PRRT1,243,0.34204,300,0.69250,279,0.65843,133,-0.6160,173,-0.2027,202,0.04632,118,-0.8053,40,-2.3896
ENSG00000221988,PPT2,23,0.22987,31,0.73367,17,-0.2854,16,-0.3618,29,0.62784,14,-0.5422,7,-1.5122,30,0.64957
ENSG00000204310,AGPAT1,118,-0.2188,131,-0.0478,177,0.50187,158,0.25320,117,-0.2257,135,0.00274,104,-0.4077,99,-0.4958
ENSG00000204308,RNF5,47,-0.6298,57,-0.3420,90,0.45877,44,-0.7177,107,0.68276,66,-0.1027,60,-0.2488,76,0.11913
ENSG00000204287,HLA-DRA,54,-0.7551,14,-2.7437,29,-1.7918,29,-1.7159,58,-0.6551,43,-1.2003,185,1.24680,399,2.87562
ENSG00000196126,HLA-DRB1,54,-0.7674,37,-1.3432,56,-0.7800,56,-0.6976,47,-0.9679,52,-0.9006,128,0.62053,342,2.51138
ENSG00000179344,HLA-DQB1,13,-1.5033,5,-2.9154,34,-0.0818,18,-1.0555,20,-0.9087,14,-1.5362,45,0.35919,161,2.85689
ENSG00000204256,BRD2,90,0.20857,68,-0.2391,95,0.31849,58,-0.5011,76,-0.0703,71,-0.1977,92,0.23673,79,-0.0114
ENSG00000231389,HLA-DPA1,26,-1.2112,15,-1.9487,25,-1.3328,32,-0.8665,18,-1.7481,26,-1.2752,95,0.84935,277,3.08952
ENSG00000223865,HLA-DPB1,52,0.04291,14,-1.8887,36,-0.6035,28,-0.9074,31,-0.7883,16,-1.8375,76,0.64701,203,2.56645
ENSG00000204231,RXRB,85,0.15471,113,0.60967,89,0.25214,95,0.33007,83,0.10543,49,-0.7680,68,-0.2036,54,-0.5576
ENSG00000112473,SLC39A7,28,0.50239,25,0.33904,25,0.35166,26,0.34511,9,-1.2276,10,-1.1586,21,0.06102,26,0.36747
ENSG00000204227,RING1,35,-0.5701,86,0.86476,42,-0.3229,85,0.83602,44,-0.2243,32,-0.7677,34,-0.6142,75,0.63828
ENSG00000223501,VPS52,13,-1.2096,45,0.69009,31,0.07341,21,-0.5439,37,0.34538,23,-0.4525,40,0.47692,33,0.16785
ENSG00000231500,RPS18,720,-0.3789,538,-0.8293,706,-0.4530,856,-0.1054,632,-0.5800,684,-0.5074,1556,0.88362,2063,1.38995
ENSG00000227057,WDR46,20,-0.5491,58,1.15135,28,-0.0267,28,-0.0227,18,-0.7634,24,-0.2962,26,-0.1741,33,0.23444
ENSG00000204220,PFDN6,57,-0.3764,82,0.20856,97,0.56433,74,0.04761,52,-0.5123,79,0.18027,69,-0.0569,32,-1.2393
ENSG00000237441,RGL2,9,-1.7888,15,-1.0461,22,-0.5873,42,0.51081,28,-0.1227,59,1.30435,30,-0.0574,21,-0.6149
ENSG00000231925,TAPBP,80,-0.4541,116,0.12008,105,-0.0326,99,-0.1219,80,-0.4664,120,0.19647,124,0.23008,124,0.23688
ENSG00000236104,ZBTB22,13,-0.6650,37,1.01978,15,-0.5230,28,0.55126,31,0.73615,15,-0.4805,17,-0.2616,14,-0.5732
ENSG00000204209,DAXX,22,-0.1709,33,0.48806,23,-0.0888,25,-0.0084,23,-0.0774,27,0.15348,18,-0.4736,24,-0.0223
ENSG00000112511,PHF1,49,-0.0372,53,0.07091,42,-0.3072,46,-0.1331,31,-0.7375,70,0.61166,44,-0.2015,56,0.16394
ENSG00000112514,CUTA,273,0.05739,284,0.12174,298,0.22847,176,-0.6333,275,0.06874,288,0.16168,230,-0.2134,223,-0.2626
ENSG00000197283,SYNGAP1,62,-0.2824,114,0.72051,64,-0.2463,99,0.47726,123,0.84987,72,-0.0360,41,-0.9045,25,-1.6322
ENSG00000137288,UQCC2,82,-0.5482,140,0.29573,112,-0.0678,130,0.17793,148,0.38034,100,-0.2736,135,0.23102,107,-0.1324
ENSG00000161904,LEMD2,7,-1.3546,20,0.18762,18,0.03935,13,-0.4476,14,-0.3915,14,-0.3775,24,0.46816,35,1.11150
ENSG00000124493,GRM4,0,-4.1029,46,1.99129,12,-0.3470,6,-1.3419,20,0.46761,19,0.43770,8,-0.8681,5,-1.5159
ENSG00000137309,HMGA1,71,0.20555,57,-0.1558,54,-0.2434,67,0.11465,89,0.57753,69,0.17811,49,-0.3921,46,-0.4919
ENSG00000186577,SMIM29,261,0.36848,243,0.25625,268,0.47880,193,-0.1150,148,-0.5274,200,-0.0708,157,-0.4413,138,-0.6414
ENSG00000272325,NUDT3,101,-0.7464,115,-0.5476,125,-0.4645,247,0.68172,212,0.41996,183,0.21254,208,0.39330,133,-0.3303
ENSG00000124614,RPS10,457,-0.3114,394,-0.5394,390,-0.6150,626,0.19189,515,-0.1213,539,-0.0558,762,0.51530,946,0.88485
ENSG00000124507,PACSIN1,218,-0.0573,213,-0.0898,253,0.21262,305,0.49204,235,0.06908,244,0.14711,212,-0.1008,77,-1.6534
ENSG00000196821,ILRUN,40,-0.2507,53,0.21417,33,-0.5708,50,0.10638,56,0.31313,40,-0.2644,71,0.69569,48,0.05407
ENSG00000124562,SNRPC,142,0.92278,71,-0.2075,97,0.32134,38,-1.1676,73,-0.1647,77,-0.0980,75,-0.1368,67,-0.3192
ENSG00000064995,TAF11,29,-0.1075,45,0.60763,31,0.01307,20,-0.7111,21,-0.6228,36,0.27902,41,0.45058,20,-0.6803
ENSG00000064999,ANKS1A,25,-0.3779,36,0.15476,23,-0.5995,26,-0.3667,29,-0.1656,53,0.96121,14,-1.2485,42,0.40181
ENSG00000065029,ZNF76,22,0.30013,22,0.26338,12,-0.7179,10,-0.8536,22,0.25396,20,0.13963,15,-0.2933,29,0.73484
ENSG00000112033,PPARD,28,0.47869,9,-1.2571,18,-0.1964,36,0.90051,17,-0.3026,18,-0.2633,13,-0.6939,31,0.68237
ENSG00000198755,RPL10A,249,-0.8588,263,-0.7737,328,-0.4761,455,0.08812,392,-0.1499,434,0.01311,579,0.48009,848,1.13909
ENSG00000096063,SRPK1,33,0.99066,31,0.86758,22,0.35125,18,0.00351,10,-0.8466,13,-0.5629,9,-1.1173,10,-0.8807
ENSG00000112062,MAPK14,118,1.83527,36,-0.1947,36,-0.2549,59,0.59533,49,0.29752,17,-1.4128,25,-0.7779,18,-1.2785
ENSG00000096070,BRPF3,52,0.73501,30,-0.1531,25,-0.4881,79,1.49651,29,-0.1958,26,-0.3832,24,-0.5086,13,-1.3628
ENSG00000112078,KCTD20,21,-0.3047,17,-0.6304,36,0.63836,11,-1.3429,19,-0.4671,38,0.73557,21,-0.2885,20,-0.4195
ENSG00000112081,SRSF3,127,-0.0725,128,-0.0595,157,0.30949,142,0.11452,71,-0.9619,109,-0.3366,119,-0.1717,206,0.72515
ENSG00000124772,CPNE5,180,1.09451,48,-1.0416,76,-0.3575,241,1.63450,112,0.28377,60,-0.7620,49,-1.0034,34,-1.5269
ENSG00000137168,PPIL1,41,0.38637,39,0.29683,30,-0.1461,32,-0.0105,32,-0.0163,44,0.60761,23,-0.5301,7,-2.2275
ENSG00000198663,C6orf89,85,0.17216,60,-0.3887,95,0.38868,111,0.60747,86,0.18613,54,-0.6128,53,-0.5769,74,-0.0474
ENSG00000137409,MTCH1,984,0.38379,691,-0.1865,1015,0.50082,775,-0.0036,884,0.20892,731,-0.1075,553,-0.5354,388,-1.0782
ENSG00000065491,TBC1D22B,14,-0.4491,21,0.14664,24,0.45242,34,0.96155,21,0.14181,16,-0.3120,13,-0.5540,6,-1.6041
ENSG00000112130,RNF8,49,0.28022,68,0.82137,40,-0.0345,25,-0.7746,59,0.57699,39,-0.0742,23,-0.8633,28,-0.6029
ENSG00000137200,CMTR1,23,-0.3585,47,0.76566,36,0.37369,16,-0.9024,49,0.82598,19,-0.7029,27,-0.1198,20,-0.5588
ENSG00000198937,CCDC167,23,-0.6270,41,0.24800,33,-0.1246,39,0.15427,6,-2.5886,30,-0.2604,54,0.68331,63,0.95793
ENSG00000156639,ZFAND3,79,0.39363,75,0.31406,50,-0.3595,65,0.07718,48,-0.3841,48,-0.4352,63,0.03133,91,0.63087
ENSG00000183826,BTBD9,73,0.75483,30,-0.6465,43,-0.1213,44,-0.0508,54,0.27145,52,0.23491,55,0.30213,12,-2.0565
ENSG00000124767,GLO1,148,0.21439,155,0.28664,148,0.25112,86,-0.6380,121,-0.1045,159,0.38094,90,-0.5608,79,-0.7693
ENSG00000146122,DAAM2,6,-2.9093,24,-0.8430,5,-3.2731,38,-0.1562,7,-2.5754,8,-2.6052,104,1.56790,213,3.20264
ENSG00000156564,LRFN2,12,-0.6380,17,-0.1280,23,0.45070,48,1.66223,28,0.72888,8,-1.2348,8,-1.1889,5,-1.9359
ENSG00000124596,OARD1,21,-0.5777,27,-0.2347,33,0.11548,39,0.36845,36,0.24567,22,-0.5537,43,0.54007,32,0.07609
ENSG00000137166,FOXP4,36,0.78918,4,-2.5664,29,0.50711,43,1.07304,22,-0.0032,9,-1.4567,23,0.04589,18,-0.3015
ENSG00000137218,FRS3,12,-0.3886,24,0.66427,14,-0.1905,18,0.13233,20,0.32387,15,-0.1259,15,-0.1396,13,-0.2831
ENSG00000214736,TOMM6,123,-0.5231,143,-0.2908,193,0.21299,174,0.01912,131,-0.4281,224,0.49623,151,-0.2061,162,-0.0943
ENSG00000112576,CCND3,143,0.83808,73,-0.2714,73,-0.2879,108,0.37328,86,-0.0083,71,-0.3322,72,-0.2725,90,0.07578
ENSG00000048544,MRPS10,40,-0.0650,57,0.47962,53,0.42762,38,-0.1741,53,0.37732,39,-0.1166,24,-0.8398,24,-0.8889
ENSG00000024048,UBR2,24,-0.2543,32,0.22900,30,0.13774,29,0.04837,31,0.16481,21,-0.4875,22,-0.3863,39,0.55530
ENSG00000124659,TBCC,86,1.35517,48,0.35485,45,0.29603,34,-0.1726,31,-0.3107,27,-0.6156,23,-0.7723,17,-1.2013
ENSG00000146223,RPL7L1,112,0.32667,93,0.03629,93,0.03237,92,0.00545,91,0.00499,109,0.32098,61,-0.6214,60,-0.6575
ENSG00000221821,C6orf226,8,-1.2034,22,0.43549,10,-0.8668,11,-0.7054,26,0.64360,18,0.06631,28,0.81525,21,0.29666
ENSG00000137161,CNPY3,24,-0.6279,39,0.10561,24,-0.6626,47,0.43852,22,-0.7616,15,-1.4685,65,0.98607,85,1.46018
ENSG00000124587,PEX6,29,-0.4076,36,-0.0583,43,0.22653,30,-0.3337,46,0.30821,38,0.03960,47,0.35471,26,-0.5797
ENSG00000112640,PPP2R5D,42,-0.3079,93,1.01986,56,0.17876,41,-0.3208,43,-0.2551,52,0.04713,37,-0.4940,34,-0.6082
ENSG00000124733,MEA1,131,-0.0020,132,0.01018,134,0.04516,128,-0.0388,82,-0.7250,159,0.35856,111,-0.2593,139,0.09626
ENSG00000124702,KLHDC3,378,0.47381,361,0.39815,355,0.42403,265,-0.1033,232,-0.3123,303,0.12432,187,-0.6501,88,-1.7822
ENSG00000124541,RRP36,14,-1.1178,39,0.46875,24,-0.3270,21,-0.5219,36,0.34783,43,0.75969,21,-0.5152,25,-0.2287
ENSG00000044090,CUL7,9,-0.9487,22,0.44514,19,0.22936,14,-0.2834,30,0.93457,14,-0.2553,15,-0.1342,10,-0.7102
ENSG00000137171,KLC4,3,-2.7262,40,0.87637,23,0.02397,31,0.44968,26,0.16351,30,0.48310,12,-0.9667,13,-0.8991
ENSG00000112651,MRPL2,27,-1.0208,46,-0.2130,62,0.29993,53,0.03148,62,0.26872,54,0.05390,59,0.18895,45,-0.2258
ENSG00000112658,SRF,30,-0.0994,20,-0.7382,30,-0.0964,33,0.06491,51,0.76693,35,0.17259,27,-0.2611,28,-0.2350
ENSG00000112659,CUL9,22,-0.5548,40,0.34717,33,0.03090,39,0.30993,33,0.03824,33,0.02853,40,0.35935,16,-1.0484
ENSG00000112667,DNPH1,82,0.37523,62,-0.0852,46,-0.6084,48,-0.4796,71,0.15068,64,-0.0204,90,0.52132,78,0.28832
ENSG00000146216,TTBK1,55,1.17702,15,-0.9183,23,-0.2844,17,-0.7344,67,1.54635,24,-0.2050,14,-1.0436,10,-1.5569
ENSG00000204052,LRRC73,68,0.51987,61,0.33592,54,0.17388,83,0.85043,33,-0.6056,44,-0.1868,34,-0.5586,17,-1.6396
ENSG00000171453,POLR1C,15,-0.5928,14,-0.6603,45,1.39801,7,-1.7460,31,0.56090,23,0.03833,13,-0.7997,7,-1.7792
ENSG00000137207,YIPF3,117,0.12042,94,-0.2175,134,0.39778,61,-0.8899,116,0.11314,119,0.17768,79,-0.4924,108,-0.0038
ENSG00000124571,XPO5,4,-2.1839,19,0.10857,14,-0.4676,20,0.13193,8,-1.2725,38,1.49339,17,-0.1141,10,-0.8693
ENSG00000096080,MRPS18A,52,-0.3044,68,0.11993,72,0.22723,59,-0.0966,78,0.34271,63,0.00129,57,-0.1652,48,-0.4464
ENSG00000112715,VEGFA,3,-2.7874,21,-0.2502,13,-1.0363,34,0.52930,15,-0.7187,28,0.20733,61,1.54112,30,0.29957
ENSG00000180992,MRPL14,54,-0.2930,72,0.14689,64,-0.0230,68,0.06501,72,0.15532,65,-0.0093,67,0.04848,61,-0.1059
ENSG00000137216,TMEM63B,73,-0.1774,113,0.52059,111,0.57204,111,0.48855,80,-0.0418,72,-0.2432,33,-1.3933,45,-0.9367
ENSG00000112759,SLC29A1,33,0.07385,78,1.55862,28,-0.1984,31,-0.0259,30,-0.0679,21,-0.7086,24,-0.3952,20,-0.6768
ENSG00000096384,HSP90AB1,1872,0.10169,2184,0.35282,2527,0.69065,1818,0.05450,1756,-0.0014,1642,-0.1212,834,-1.1562,773,-1.2725
ENSG00000157593,SLC35B2,13,-1.0757,32,0.32321,24,-0.1551,9,-1.5905,21,-0.3107,25,-0.0526,32,0.35664,54,1.24062
ENSG00000146232,NFKBIE,7,-1.4562,44,1.41131,32,1.03269,3,-2.6321,26,0.50967,12,-0.7529,11,-0.8246,10,-1.0132
ENSG00000178233,TMEM151B,121,-0.5301,172,0.02358,232,0.58134,123,-0.5124,175,0.04964,210,0.39360,178,0.07731,46,-1.9855
ENSG00000096401,CDC5L,45,0.27805,72,1.08587,41,0.13926,33,-0.2086,23,-0.7864,25,-0.7235,46,0.33722,27,-0.5243
ENSG00000001561,ENPP4,38,-0.4122,88,0.93030,54,0.13781,57,0.20214,38,-0.4220,26,-1.0725,26,-1.0007,92,1.01833
ENSG00000112796,ENPP5,99,1.15392,75,0.67138,67,0.54038,29,-0.8135,43,-0.2272,40,-0.3629,20,-1.3656,17,-1.6351
ENSG00000172348,RCAN2,146,-0.1638,409,1.60335,34,-2.4812,216,0.47057,151,-0.1100,189,0.28917,82,-1.0421,166,0.04054
ENSG00000146072,TNFRSF21,59,0.21109,82,0.75243,57,0.17160,83,0.77401,27,-1.0192,45,-0.2448,21,-1.3901,42,-0.3121
ENSG00000146085,MMUT,29,-0.3466,46,0.40502,38,0.08172,34,-0.0644,27,-0.4462,38,0.11875,34,-0.0886,37,0.04153
ENSG00000170915,PAQR8,118,0.42033,41,-1.2059,32,-1.6826,100,0.15553,89,-0.0336,62,-0.6449,163,0.97260,207,1.40580
ENSG00000096092,TMEM14A,176,0.03546,262,0.68848,293,1.04307,109,-0.7123,119,-0.5801,156,-0.1800,86,-1.0849,73,-1.3179
ENSG00000170899,GSTA4,95,0.28913,95,0.28590,90,0.23414,84,0.09150,94,0.27780,74,-0.1287,44,-0.9073,53,-0.6223
ENSG00000112146,FBXO9,101,-0.1748,119,0.08200,155,0.58864,146,0.41646,94,-0.2957,117,0.05587,67,-0.8079,61,-0.9657
ENSG00000012660,ELOVL5,13,-1.8397,70,0.72821,30,-0.6976,33,-0.4821,18,-1.3792,31,-0.6021,96,1.29863,94,1.25994
ENSG00000001084,GCLC,8,-1.9306,26,-0.1745,36,0.40825,38,0.44689,26,-0.1199,21,-0.5380,39,0.51560,36,0.35837
ENSG00000146151,HMGCLL1,17,-0.4850,27,0.26406,28,0.36915,51,1.34512,5,-2.2264,24,0.08200,17,-0.4692,8,-1.5011
ENSG00000151914,DST,135,-0.1685,117,-0.3893,144,-0.0695,125,-0.2880,161,0.11471,129,-0.2666,126,-0.2806,290,1.10398
ENSG00000151917,BEND6,36,-0.4166,77,0.79024,51,0.12820,58,0.31202,21,-1.2138,57,0.33560,39,-0.2990,27,-0.8570
ENSG00000112200,ZNF451,24,-0.2396,36,0.45018,24,-0.2097,43,0.72338,31,0.21651,27,-0.0035,23,-0.2777,14,-1.0322
ENSG00000112210,RAB23,23,0.15074,18,-0.2062,31,0.73863,39,1.00916,16,-0.4157,15,-0.5956,8,-1.4355,14,-0.6314
ENSG00000118482,PHF3,36,0.16871,28,-0.2174,28,-0.2672,41,0.35876,19,-0.7934,26,-0.3640,33,0.03921,59,0.97898
ENSG00000230910,AL391807.1,69,0.97002,33,-0.2201,34,-0.2109,31,-0.3386,58,0.66173,32,-0.3398,36,-0.1028,26,-0.6166
ENSG00000135298,ADGRB3,205,1.43660,98,0.16568,99,0.19497,116,0.43678,49,-0.9194,72,-0.3710,40,-1.2372,37,-1.3331
ENSG00000168216,LMBRD1,111,0.24493,147,0.70509,79,-0.3449,135,0.56540,86,-0.1683,66,-0.6508,90,-0.0938,99,0.04727
ENSG00000112305,SMAP1,76,-0.0574,98,0.34772,114,0.70508,103,0.44387,53,-0.6244,78,-0.0239,54,-0.5973,20,-2.0688
ENSG00000112309,B3GAT2,19,-0.8309,24,-0.4763,26,-0.3314,95,1.89960,9,-1.8450,17,-1.0841,49,0.69803,39,0.29852
ENSG00000119900,OGFRL1,49,-0.9156,87,-0.0230,58,-0.7261,183,1.22949,43,-1.1013,73,-0.3372,112,0.38221,147,0.85039
ENSG00000079841,RIMS1,23,-1.6282,65,-0.0925,58,-0.2855,126,1.01167,56,-0.3248,106,0.83541,52,-0.4435,35,-1.0119
ENSG00000185760,KCNQ5,69,0.63211,74,0.75204,39,-0.3006,33,-0.5492,118,1.59048,40,-0.2547,10,-2.3211,4,-3.3934
ENSG00000135314,KHDC1,24,0.21340,39,1.02218,19,-0.1381,24,0.18891,20,-0.0786,16,-0.4457,17,-0.3303,15,-0.5020
ENSG00000156508,EEF1A1,1591,-0.3587,1381,-0.5793,1152,-0.9366,1839,-0.1302,2265,0.20495,1587,-0.4024,2610,0.43768,4788,1.50669
ENSG00000119899,SLC17A5,51,1.19458,33,0.46286,22,-0.2216,17,-0.6288,11,-1.2124,35,0.59744,14,-0.8998,11,-1.2556
ENSG00000112695,COX7A2,724,-0.1756,773,-0.0698,845,0.08172,643,-0.3622,929,0.22470,1037,0.46500,781,-0.0546,467,-0.8564
ENSG00000112697,TMEM30A,374,0.63963,281,0.16650,275,0.14896,384,0.68326,307,0.31375,170,-0.6899,124,-1.1075,174,-0.5939
ENSG00000112701,SENP6,23,-1.0606,72,0.75996,32,-0.5853,42,-0.1143,27,-0.8282,57,0.40802,44,-0.0646,69,0.68015
ENSG00000196586,MYO6,9,-2.1234,39,0.07235,19,-1.1058,32,-0.2398,48,0.39861,26,-0.6234,54,0.61673,100,1.71665
ENSG00000146247,PHIP,20,-0.8408,32,-0.1455,21,-0.8133,50,0.60067,36,0.05756,35,-0.0041,32,-0.1393,65,1.04721
ENSG00000118418,HMGN3,59,-0.7847,81,-0.3001,101,0.04931,94,-0.0713,104,0.10230,82,-0.3012,146,0.65725,129,0.44195
ENSG00000198478,SH3BGRL2,61,-0.0517,90,0.58138,82,0.49522,37,-0.8153,53,-0.2656,72,0.23339,42,-0.6340,39,-0.7465
ENSG00000118402,ELOVL4,67,0.10520,80,0.38488,100,0.89709,82,0.44510,47,-0.4386,52,-0.3367,28,-1.2259,19,-1.7905
ENSG00000005700,IBTK,16,-0.4713,21,-0.0560,20,-0.1333,18,-0.2935,24,0.14001,22,-0.0060,31,0.53914,25,0.19849
ENSG00000083097,DOP1A,44,0.74512,35,0.32749,20,-0.6102,43,0.66918,48,0.86471,20,-0.6041,15,-0.9156,18,-0.6858
ENSG00000013375,PGM3,24,0.34754,23,0.23813,20,0.04576,21,0.14670,24,0.35867,11,-1.0127,17,-0.1876,24,0.31957
ENSG00000013392,RWDD2A,12,-1.1199,33,0.39911,26,0.04688,27,0.07903,55,1.28335,25,-0.0598,14,-0.8648,12,-1.0946
ENSG00000065833,ME1,75,1.22917,30,-0.3003,40,0.19028,51,0.55062,35,-0.0694,23,-0.7574,26,-0.5127,18,-1.0229
ENSG00000065609,SNAP91,304,-0.1298,458,0.53872,515,0.86103,302,-0.1391,313,-0.0803,322,-0.0444,176,-0.9738,69,-2.3621
ENSG00000203877,RIPPLY2,27,-0.2231,58,1.06366,40,0.47815,26,-0.2805,23,-0.4606,35,0.21261,21,-0.5568,4,-3.0820
ENSG00000135324,MRAP2,19,-1.1477,121,1.96429,31,-0.4144,77,1.10884,5,-3.0124,45,0.23520,14,-1.5924,8,-2.3005
ENSG00000135317,SNX14,79,0.50204,104,0.96505,62,0.12257,53,-0.1445,32,-0.9296,59,0.03349,35,-0.7642,35,-0.7930
ENSG00000135316,SYNCRIP,75,0.51365,48,-0.2098,56,0.02364,59,0.11055,58,0.09698,38,-0.6489,64,0.23978,58,0.09344
ENSG00000203875,SNHG5,14,-1.5519,21,-0.9998,22,-0.9634,37,-0.0841,14,-1.5742,41,0.07645,74,1.04194,108,1.74652
ENSG00000188994,ZNF292,27,0.07703,31,0.29544,11,-1.3518,34,0.40905,45,0.87841,20,-0.4870,21,-0.3073,40,0.71156
ENSG00000111850,SMIM8,28,0.04155,30,0.13715,42,0.80162,16,-0.8188,35,0.36500,30,0.12733,18,-0.6581,5,-2.4253
ENSG00000164414,SLC35A1,23,-0.5345,56,0.88008,34,0.06351,26,-0.3764,39,0.29786,38,0.27946,23,-0.5562,16,-1.0848
ENSG00000135336,ORC3,15,-1.2027,41,0.31708,58,1.08037,21,-0.6969,24,-0.5329,31,-0.1030,18,-0.9305,36,0.11142
ENSG00000135334,AKIRIN2,58,-0.5852,93,0.15856,78,-0.1195,108,0.41116,120,0.57999,108,0.47733,53,-0.7120,34,-1.3862
ENSG00000118432,CNR1,22,-2.6931,7,-4.2600,16,-3.2901,9,-3.9897,1117,5.47113,25,-2.6698,62,-1.1883,40,-1.8520
ENSG00000111880,RNGTT,43,1.31685,27,0.51193,17,-0.2769,10,-0.9280,18,-0.1007,18,-0.1696,15,-0.3515,12,-0.6911
ENSG00000146278,PNRC1,45,-0.3054,60,0.13515,51,-0.1130,41,-0.4547,32,-0.8066,49,-0.1901,75,0.50409,94,0.88652
ENSG00000198833,UBE2J1,32,0.03056,57,0.98912,25,-0.3854,38,0.28767,33,0.08099,32,0.03106,16,-0.9932,24,-0.4379
ENSG00000025039,RRAGD,45,0.30919,30,-0.3393,36,-0.0488,48,0.40947,54,0.61204,36,-0.0577,34,-0.1549,17,-1.2229
ENSG00000135299,ANKRD6,94,1.42916,27,-0.6402,40,-0.0282,68,0.85568,51,0.37386,23,-0.9251,27,-0.6063,11,-1.9137
ENSG00000083099,LYRM2,44,0.17481,41,0.04585,38,-0.0489,46,0.23176,70,0.95506,28,-0.5791,23,-0.8517,38,-0.0481
ENSG00000112159,MDN1,46,0.56725,29,-0.1748,34,0.05752,42,0.41759,56,0.89578,16,-1.1438,19,-0.7993,33,0.00597
ENSG00000135341,MAP3K7,86,1.24438,46,0.18059,37,-0.1645,26,-0.6774,47,0.23215,40,-0.0448,13,-1.7731,37,-0.1602
ENSG00000135333,EPHA7,42,0.72500,58,1.28736,46,1.02053,22,-0.3455,20,-0.4696,13,-1.1652,10,-1.4989,0,-5.6653
ENSG00000172461,FUT9,49,-0.4065,126,1.16302,25,-1.5415,194,1.98181,52,-0.3048,37,-0.9120,58,-0.1276,30,-1.1649
ENSG00000014123,UFL1,14,-0.6401,21,-0.0181,18,-0.2541,25,0.28415,7,-1.5930,29,0.56123,26,0.31237,24,0.23798
ENSG00000123545,NDUFAF4,97,0.57671,135,1.13751,83,0.36445,42,-0.7391,26,-1.4485,79,0.27013,34,-1.0755,23,-1.6291
ENSG00000186231,KLHL32,20,0.03488,53,1.69357,9,-1.3042,14,-0.5428,3,-2.5783,9,-1.3307,14,-0.5591,59,1.89105
ENSG00000184486,POU3F2,3,-2.9021,96,2.35680,11,-1.4206,12,-1.1837,16,-0.7186,25,-0.1008,35,0.46920,27,0.07829
