Feature ID,Feature Name,Feature count topic 1to3,Feature log2 fold change topic 1to3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to9,Feature log2 fold change topic 6to9
ENSG00000162601,MYSM1,30,1.05435,12,-0.7659,14,-0.4946,15,-0.6310
ENSG00000177606,JUN,114,1.62403,23,-1.5523,25,-1.3818,43,-0.8535
ENSG00000134709,HOOK1,29,0.89696,6,-1.8814,11,-0.9116,19,-0.1275
ENSG00000162599,NFIA,18,-1.9605,137,1.60145,80,0.61756,56,0.03378
ENSG00000162604,TM2D1,69,0.35126,72,0.32449,41,-0.5790,53,-0.2750
ENSG00000162607,USP1,23,0.39678,38,1.13498,11,-0.8065,14,-0.7593
ENSG00000079739,PGM1,22,-0.3821,18,-0.6171,25,-0.1306,33,0.58171
ENSG00000158966,CACHD1,21,0.48713,23,0.46418,9,-1.0175,15,-0.3677
ENSG00000162434,JAK1,99,1.04826,45,-0.5651,35,-0.9556,52,-0.5509
ENSG00000162433,AK4,47,-0.2076,79,0.69679,40,-0.4033,52,-0.0083
ENSG00000116675,DNAJC6,510,0.77964,324,-0.2070,193,-1.0124,316,-0.3717
ENSG00000213625,LEPROT,12,-0.7769,27,0.67966,16,-0.2153,21,0.38019
ENSG00000184588,PDE4B,57,0.63860,38,-0.2273,37,-0.2463,36,-0.4428
ENSG00000118473,SGIP1,107,0.80621,62,-0.3271,54,-0.5427,62,-0.4838
ENSG00000142864,SERBP1,92,0.17430,66,-0.4179,85,-0.0016,85,-0.0098
ENSG00000116729,WLS,54,-0.2334,85,0.57833,43,-0.5081,62,0.11113
ENSG00000033122,LRRC7,98,1.03277,47,-0.4934,32,-1.0800,52,-0.5273
ENSG00000066557,LRRC40,31,1.11009,17,-0.2272,9,-1.1721,14,-0.6874
ENSG00000116754,SRSF11,88,0.27790,96,0.34377,65,-0.2948,69,-0.3040
ENSG00000118454,ANKRD13C,34,0.27669,33,0.13264,19,-0.7273,29,-0.0726
ENSG00000132485,ZRANB2,93,0.42929,85,0.16621,54,-0.5607,69,-0.2841
ENSG00000172260,NEGR1,161,0.82081,107,-0.0995,62,-0.9456,94,-0.4732
ENSG00000178965,ERICH3,55,1.02432,28,-0.4196,23,-0.6762,27,-0.6493
ENSG00000117054,ACADM,34,1.07613,13,-0.7664,21,-0.0326,15,-0.8360
ENSG00000137955,RABGGTB,27,-0.3060,45,0.61169,21,-0.5959,33,0.17917
ENSG00000117069,ST6GALNAC5,101,2.07328,4,-3.5724,15,-1.7677,30,-1.0669
ENSG00000142892,PIGK,32,0.14417,76,1.60305,14,-1.2094,22,-0.7814
ENSG00000154027,AK5,509,0.61081,348,-0.1916,173,-1.2762,370,-0.1478
ENSG00000036549,AC118549.1,20,0.29140,24,0.51385,12,-0.5675,15,-0.3164
ENSG00000077254,USP33,99,0.56193,34,-1.2570,47,-0.7995,80,0.08262
ENSG00000180488,MIGA1,76,0.32043,81,0.34341,49,-0.4625,59,-0.2896
ENSG00000162613,FUBP1,57,0.91553,38,-0.0607,25,-0.6725,29,-0.6679
ENSG00000162616,DNAJB4,41,0.33421,30,-0.2544,21,-0.7887,36,0.03850
ENSG00000117114,ADGRL2,41,0.90649,7,-2.1359,9,-1.6598,29,0.03527
ENSG00000137941,TTLL7,101,0.74803,103,0.55157,64,-0.2298,48,-0.9531
ENSG00000142875,PRKACB,430,0.88382,199,-0.6442,164,-0.9423,258,-0.3538
ENSG00000117133,RPF1,17,-0.3020,36,1.00053,9,-1.1407,20,0.07757
ENSG00000174021,GNG5,24,-0.8953,51,0.46785,37,-0.0638,46,0.51804
ENSG00000117155,SSX2IP,104,0.79521,23,-1.8004,41,-0.9413,74,-0.0279
ENSG00000162642,C1orf52,86,0.74976,43,-0.5848,37,-0.8447,57,-0.2554
ENSG00000153904,DDAH1,145,-0.8286,427,1.13418,236,0.11223,221,0.00900
ENSG00000117174,ZNHIT6,25,0.05511,31,0.35070,19,-0.3824,24,-0.0662
ENSG00000122417,ODF2L,39,1.45716,9,-1.3778,19,-0.2329,14,-1.0448
ENSG00000097033,SH3GLB1,28,0.06748,51,1.07952,33,0.34462,19,-0.8307
ENSG00000183291,SELENOF,77,0.43298,70,0.15831,68,0.11065,51,-0.5353
ENSG00000153936,HS2ST1,42,0.19044,44,0.22758,21,-0.9355,38,0.01898
ENSG00000143013,LMO4,626,0.34590,292,-0.9590,334,-0.7525,583,0.21776
ENSG00000137947,GTF2B,32,0.61559,10,-1.4073,13,-0.9260,25,0.08764
ENSG00000137944,KYAT3,31,0.35860,31,0.27715,16,-0.8120,24,-0.1952
ENSG00000197147,LRRC8B,149,1.48431,45,-0.9951,16,-2.4835,64,-0.6609
ENSG00000171492,LRRC8D,56,1.06286,28,-0.4214,30,-0.2965,25,-0.8231
ENSG00000162664,ZNF326,26,0.42692,31,0.59925,15,-0.5257,17,-0.5149
ENSG00000233593,LINC02609,61,1.43852,11,-1.7881,23,-0.6497,25,-0.7930
ENSG00000122482,ZNF644,19,0.14241,28,0.75678,12,-0.5666,15,-0.3102
ENSG00000172031,EPHX4,32,1.56962,0,-4.4522,5,-1.7867,14,-0.4961
ENSG00000189195,BTBD8,105,1.02779,44,-0.6917,21,-1.7866,60,-0.3331
ENSG00000067208,EVI5,16,-0.2514,29,0.76473,14,-0.4316,18,-0.0012
ENSG00000122406,RPL5,367,-0.1347,496,0.39435,462,0.27308,365,-0.1748
ENSG00000154511,DIPK1A,48,0.76260,28,-0.3329,22,-0.7296,30,-0.3802
ENSG00000117500,TMED5,19,0.00738,41,1.26439,22,0.23736,13,-0.8583
ENSG00000117505,DR1,53,0.11448,48,-0.0874,20,-1.4286,57,0.31712
ENSG00000137942,FNBP1L,19,0.04937,42,1.37231,5,-1.9693,16,-0.3623
ENSG00000067334,DNTTIP2,34,0.22275,32,0.07280,33,0.11861,27,-0.2881
ENSG00000023909,GCLM,21,0.47982,16,-0.1322,13,-0.4423,15,-0.2476
ENSG00000117528,ABCD3,36,0.60007,40,0.58728,25,-0.1617,19,-0.8307
ENSG00000117525,F3,11,-1.4305,69,1.90679,32,0.51640,20,-0.4290
ENSG00000117519,CNN3,46,-0.9652,127,0.88400,101,0.47737,78,0.09318
ENSG00000152078,TLCD4,42,1.28741,30,0.30411,10,-1.4265,15,-1.0967
ENSG00000228971,LINC02607,142,0.80416,69,-0.5961,52,-1.0527,91,-0.2589
ENSG00000117569,PTBP2,78,0.78819,57,0.03863,58,0.06692,39,-0.8521
ENSG00000117598,PLPPR5,44,0.92988,24,-0.3095,13,-1.2267,25,-0.4469
ENSG00000117600,PLPPR4,254,1.71911,40,-1.8836,40,-1.8838,95,-0.8163
ENSG00000162688,AGL,14,-0.3929,40,1.46150,7,-1.2564,16,-0.1531
ENSG00000156875,MFSD14A,55,1.12392,37,0.10693,20,-0.9073,23,-0.9182
ENSG00000137992,DBT,27,0.09118,22,-0.2739,18,-0.5526,28,0.20792
ENSG00000137996,RTCA,69,0.77471,40,-0.3618,18,-1.5634,46,-0.2047
ENSG00000181656,GPR88,52,2.37852,0,-8.2086,2,-3.4281,14,-1.1433
ENSG00000162694,EXTL2,45,0.92395,16,-1.0136,12,-1.4530,28,-0.1959
ENSG00000170989,S1PR1,12,-1.2455,49,1.27972,26,0.16437,25,0.14942
ENSG00000118733,OLFM3,77,2.34135,7,-2.4620,5,-2.8298,19,-1.3133
ENSG00000162631,NTNG1,60,1.49936,3,-3.5763,8,-2.0723,29,-0.4144
ENSG00000162636,FAM102B,82,0.32111,60,-0.2610,59,-0.2980,68,-0.0918
ENSG00000162639,HENMT1,27,0.37115,20,-0.1933,18,-0.3805,22,-0.1370
ENSG00000134186,PRPF38B,24,0.84290,14,-0.3158,15,-0.1911,13,-0.6526
ENSG00000116266,STXBP3,29,0.41600,49,1.22881,16,-0.6559,16,-0.9021
ENSG00000121940,CLCC1,30,0.83446,22,0.05536,18,-0.2659,15,-0.7686
ENSG00000085433,WDR47,135,0.53296,95,-0.1933,49,-1.2168,104,-0.0808
ENSG00000197780,TAF13,90,0.19641,90,0.13423,81,-0.0339,75,-0.2251
ENSG00000215717,TMEM167B,56,0.60314,52,0.30883,16,-1.5278,38,-0.3069
ENSG00000116299,KIAA1324,38,0.92427,19,-0.5048,13,-1.1071,22,-0.4008
ENSG00000031698,SARS,243,0.52616,255,0.46077,118,-0.7800,159,-0.4661
ENSG00000143126,CELSR2,156,0.37853,187,0.57269,72,-0.9416,115,-0.3344
ENSG00000134222,PSRC1,37,0.71509,41,0.67097,18,-0.6514,19,-0.8357
ENSG00000134243,SORT1,301,0.91612,232,0.19044,143,-0.5856,145,-0.8135
ENSG00000143106,PSMA5,81,0.73975,35,-0.8300,33,-0.9270,56,-0.1579
ENSG00000174151,CYB561D1,33,0.79529,29,0.35584,7,-1.7623,19,-0.4958
ENSG00000181754,AMIGO1,59,0.77067,46,0.14269,20,-1.1385,35,-0.4790
ENSG00000116337,AMPD2,79,-0.3159,121,0.45887,82,-0.1695,96,0.13000
ENSG00000168765,GSTM4,26,0.30375,28,0.38817,12,-0.9835,21,-0.1537
ENSG00000134201,GSTM5,15,-0.9235,42,0.91162,35,0.62380,24,-0.0289
ENSG00000134202,GSTM3,84,-0.0253,109,0.40437,84,-0.0281,81,-0.1472
ENSG00000168710,AHCYL1,96,-0.4149,194,0.83889,140,0.27338,110,-0.1835
ENSG00000143093,STRIP1,51,0.16379,46,-0.0488,30,-0.7025,49,0.10127
ENSG00000197106,SLC6A17,254,0.86174,147,-0.3018,74,-1.3585,154,-0.3514
ENSG00000116396,KCNC4,61,-0.1074,61,-0.0856,48,-0.4594,71,0.28905
ENSG00000134248,LAMTOR5,135,0.07585,134,0.04683,118,-0.1607,129,-0.0262
ENSG00000177301,KCNA2,87,0.32528,36,-1.1589,35,-1.1691,86,0.37481
ENSG00000259834,AL365361.1,21,0.35037,14,-0.3315,6,-1.7265,20,0.22927
ENSG00000134255,CEPT1,27,0.92744,21,0.22457,12,-0.6000,13,-0.8395
ENSG00000116455,WDR77,39,1.18567,10,-1.3778,15,-0.7937,19,-0.5413
ENSG00000116459,ATP5PB,218,0.73272,116,-0.5047,98,-0.7723,143,-0.2809
ENSG00000116473,RAP1A,29,-0.2385,64,1.15940,53,0.82193,22,-0.8791
ENSG00000197852,INKA2,54,0.40961,62,0.54564,24,-0.9365,39,-0.3520
ENSG00000171385,KCND3,64,0.35134,72,0.44888,27,-1.0787,50,-0.2096
ENSG00000116489,CAPZA1,46,0.04967,37,-0.2817,28,-0.7148,50,0.29290
ENSG00000155366,RHOC,33,-1.4034,171,1.56628,103,0.64536,64,-0.2191
ENSG00000155380,SLC16A1,13,-0.2514,24,0.73240,28,1.04366,11,-0.7170
ENSG00000081019,RSBN1,20,0.02115,28,0.55115,18,-0.1393,18,-0.2230
ENSG00000134262,AP4B1,24,0.76774,29,0.88025,9,-1.0201,11,-0.9345
ENSG00000163349,HIPK1,50,0.09034,53,0.13956,49,0.03010,45,-0.1532
ENSG00000197323,TRIM33,43,0.92627,17,-0.8595,25,-0.2502,23,-0.5507
ENSG00000116752,BCAS2,111,0.65879,73,-0.2354,54,-0.7060,74,-0.3131
ENSG00000213281,NRAS,47,1.12581,21,-0.5348,17,-0.8868,22,-0.6642
ENSG00000009307,CSDE1,240,0.17640,284,0.40793,180,-0.3347,203,-0.2238
ENSG00000163399,ATP1A1,764,1.35907,227,-1.0818,129,-1.9282,357,-0.5677
ENSG00000198162,MAN1A2,108,-0.3329,182,0.59714,150,0.27517,122,-0.1116
ENSG00000092621,PHGDH,15,-2.0973,152,2.08698,76,0.75334,41,-0.4182
ENSG00000265808,SEC22B,59,0.07573,59,0.06655,48,-0.2465,57,-0.0035
ENSG00000226067,LINC00623,17,-0.4264,36,0.91113,24,0.20630,19,-0.1884
ENSG00000171943,SRGAP2C,22,0.14863,19,-0.1220,19,-0.0940,20,-0.0521
ENSG00000232527,LINC02802,24,-0.3615,28,0.00034,23,-0.3226,33,0.42495
ENSG00000265491,RNF115,61,0.91504,31,-0.4807,34,-0.3208,32,-0.6251
ENSG00000131788,PIAS3,24,0.65635,14,-0.4400,10,-0.8702,17,-0.1978
ENSG00000198483,ANKRD35,13,-0.9615,30,0.50527,14,-0.7070,29,0.75147
ENSG00000131779,PEX11B,64,0.83878,40,-0.1941,24,-0.9935,37,-0.4437
ENSG00000265241,RBM8A,61,-0.0691,98,0.73259,64,0.01727,56,-0.3055
ENSG00000271601,LIX1L,9,-1.2870,37,1.20388,22,0.31197,19,0.16045
ENSG00000272031,ANKRD34A,62,0.80465,22,-1.0817,24,-0.9615,41,-0.1572
ENSG00000121851,POLR3GL,17,0.00731,18,0.06099,18,0.04926,17,-0.0514
ENSG00000265972,TXNIP,11,-0.9243,59,2.22019,37,1.24512,7,-1.7250
ENSG00000178104,PDE4DIP,122,0.18307,107,-0.0731,83,-0.4667,113,0.02515
ENSG00000159164,SV2A,426,0.96444,166,-0.8653,97,-1.6720,261,-0.2377
ENSG00000143368,SF3B4,29,0.66139,19,-0.2751,16,-0.4928,19,-0.3647
ENSG00000136631,VPS45,53,0.91650,22,-0.7823,28,-0.4105,29,-0.5034
ENSG00000023902,PLEKHO1,55,0.09026,44,-0.2763,46,-0.2154,54,0.10148
ENSG00000143401,ANP32E,33,-0.2544,50,0.49302,34,-0.1442,38,0.05241
ENSG00000117362,APH1A,44,0.47383,69,1.11875,37,0.04816,21,-1.1703
ENSG00000266472,MRPS21,228,0.13256,202,-0.0971,174,-0.3322,218,0.03820
ENSG00000163125,RPRD2,45,0.78567,20,-0.7820,17,-0.9995,30,-0.2003
ENSG00000143384,MCL1,25,0.13763,27,0.21586,23,-0.0348,21,-0.2054
ENSG00000143420,ENSA,285,0.15779,210,-0.3705,202,-0.4357,280,0.14383
ENSG00000143418,CERS2,18,-0.3732,62,1.87834,32,0.64130,12,-1.3137
ENSG00000143363,PRUNE1,30,1.05494,15,-0.4055,13,-0.5516,14,-0.7281
ENSG00000197622,CDC42SE1,20,0.02068,22,0.17193,14,-0.5470,21,0.09770
ENSG00000213190,MLLT11,444,0.27635,275,-0.5685,252,-0.7029,419,0.17051
ENSG00000143434,SEMA6C,20,0.14430,34,1.02121,11,-0.7583,15,-0.4279
ENSG00000163156,SCNM1,17,0.19250,11,-0.5173,21,0.45938,15,-0.2067
ENSG00000163159,VPS72,28,0.35188,42,0.92226,32,0.43215,15,-1.0793
ENSG00000143398,PIP5K1A,22,0.80012,14,-0.1446,9,-0.7507,12,-0.4841
ENSG00000159352,PSMD4,127,-0.1269,182,0.49363,139,0.03995,129,-0.1295
ENSG00000143393,PI4KB,61,0.18424,76,0.51918,42,-0.4671,51,-0.2458
ENSG00000143416,SELENBP1,10,-1.7456,67,1.64992,32,0.33591,27,0.04536
ENSG00000159377,PSMB4,252,0.39075,263,0.35469,125,-0.8298,191,-0.2599
ENSG00000143442,POGZ,39,0.66569,43,0.62924,25,-0.2502,20,-0.8966
ENSG00000143376,SNX27,48,0.39200,23,-0.8652,38,-0.0755,39,-0.0636
ENSG00000159409,CELF3,99,0.11210,94,0.00735,59,-0.7329,99,0.13479
ENSG00000143436,MRPL9,35,0.08073,14,-1.3689,20,-0.8040,41,0.55990
ENSG00000197747,S100A10,20,-0.5328,38,0.62647,19,-0.5110,29,0.32638
ENSG00000197956,S100A6,170,0.02192,224,0.47048,161,-0.0697,155,-0.2077
ENSG00000188643,S100A16,21,-1.1979,98,1.55855,66,0.82635,33,-0.4427
ENSG00000189171,S100A13,93,-1.2103,245,0.56520,235,0.49379,202,0.41752
ENSG00000160678,S100A1,58,-1.2371,140,0.37854,169,0.69760,129,0.41815
ENSG00000160679,CHTOP,50,0.29148,66,0.65456,36,-0.3345,36,-0.4721
ENSG00000143553,SNAPIN,26,-0.1971,32,0.17488,20,-0.5709,32,0.29332
ENSG00000143621,ILF2,89,0.75931,47,-0.5178,47,-0.4936,55,-0.3857
ENSG00000143624,INTS3,77,0.80007,46,-0.2845,32,-0.8298,46,-0.4100
ENSG00000143614,GATAD2B,43,0.37240,61,0.85722,23,-0.6985,29,-0.5653
ENSG00000198837,DENND4B,34,-0.3941,51,0.34834,50,0.32557,42,0.04211
ENSG00000143543,JTB,148,-0.0186,136,-0.1410,132,-0.1939,157,0.14394
ENSG00000177954,RPS27,312,-1.3405,1090,0.92424,1215,1.11954,611,-0.0858
ENSG00000143549,TPM3,208,-0.2068,321,0.56244,211,-0.1320,226,-0.0287
ENSG00000143612,C1orf43,114,0.29217,58,-0.8500,103,0.04414,99,-0.0187
ENSG00000143569,UBAP2L,88,0.69368,43,-0.6750,49,-0.4812,59,-0.2745
ENSG00000143575,HAX1,98,0.64938,67,-0.1533,49,-0.6543,64,-0.3486
ENSG00000160714,UBE2Q1,100,0.54392,48,-0.7824,58,-0.5056,77,-0.0863
ENSG00000160716,CHRNB2,67,0.79184,54,0.19052,21,-1.2921,39,-0.4918
ENSG00000160710,ADAR,166,0.46266,132,-0.0440,110,-0.3345,120,-0.3007
ENSG00000143603,KCNN3,27,0.17930,37,0.63919,25,0.00680,20,-0.4833
ENSG00000163344,PMVK,84,-0.3252,161,0.82844,109,0.16548,91,-0.2022
ENSG00000163346,PBXIP1,32,-1.0131,135,1.62026,78,0.63041,43,-0.4973
ENSG00000163348,PYGO2,28,0.28854,37,0.64063,20,-0.3164,21,-0.4674
ENSG00000160688,FLAD1,32,0.30071,46,0.80571,28,0.01706,21,-0.7177
ENSG00000143537,ADAM15,29,0.31409,47,1.07092,30,0.27484,15,-1.0598
ENSG00000143590,EFNA3,51,0.80617,52,0.58610,14,-1.4462,27,-0.6888
ENSG00000179085,DPM3,40,-0.4591,81,0.79615,42,-0.3072,53,0.10912
ENSG00000163463,KRTCAP2,85,0.06201,124,0.67396,83,-0.0023,71,-0.3854
ENSG00000163462,TRIM46,22,0.33108,5,-2.0501,12,-0.6467,22,0.38337
ENSG00000173171,MTX1,33,0.16878,31,0.01071,15,-1.0682,32,0.16061
ENSG00000177628,GBA,126,0.53747,118,0.27897,62,-0.7474,85,-0.3936
ENSG00000160767,FAM189B,29,0.24618,7,-1.9739,23,-0.1564,28,0.29913
ENSG00000116521,SCAMP3,73,0.93058,63,0.38713,28,-0.8945,34,-0.8424
ENSG00000176444,CLK2,17,0.11404,34,1.23097,7,-1.2159,13,-0.4399
ENSG00000160752,FDPS,98,0.10010,90,-0.0629,39,-1.3325,104,0.30408
ENSG00000160753,RUSC1,110,0.44363,66,-0.4918,36,-1.4189,95,0.14245
ENSG00000116539,ASH1L,55,-0.1757,73,0.32779,47,-0.4016,64,0.15506
ENSG00000125459,MSTO1,23,0.73162,11,-0.6377,7,-1.3287,16,-0.1165
ENSG00000163374,YY1AP1,57,0.29799,70,0.56744,41,-0.3243,42,-0.4320
ENSG00000132676,DAP3,38,0.77745,14,-1.0040,23,-0.2693,24,-0.3486
ENSG00000132718,SYT11,557,1.07965,311,-0.2411,193,-0.9866,269,-0.6918
ENSG00000116584,ARHGEF2,94,0.87990,75,0.24130,40,-0.7445,47,-0.7480
ENSG00000163479,SSR2,87,0.63263,71,0.10909,42,-0.7099,56,-0.4241
ENSG00000160803,UBQLN4,39,-0.3452,65,0.56713,52,0.19597,46,-0.0490
ENSG00000116586,LAMTOR2,81,0.04464,70,-0.1942,68,-0.2519,83,0.12695
ENSG00000160789,LMNA,16,-0.5553,46,1.30458,20,-0.0880,20,-0.2331
ENSG00000196189,SEMA4A,27,-0.6084,82,1.40899,27,-0.4706,34,-0.1373
ENSG00000160785,SLC25A44,67,0.18287,45,-0.4833,37,-0.8096,68,0.26010
ENSG00000160783,PMF1,15,-0.7188,30,0.51866,23,0.04348,25,0.32765
ENSG00000160781,PAQR6,65,-1.8959,584,2.12852,618,2.25949,63,-2.1388
ENSG00000198952,SMG5,47,0.26227,78,1.04405,42,-0.0130,29,-0.8325
ENSG00000198715,GLMP,23,0.41651,37,1.13813,22,0.22172,11,-1.2113
ENSG00000163468,CCT3,136,1.12031,65,-0.4553,45,-1.0406,66,-0.6457
ENSG00000125462,C1orf61,483,-0.7305,810,0.24947,868,0.36486,784,0.32434
ENSG00000116604,MEF2D,109,0.72948,72,-0.1729,36,-1.2376,71,-0.2835
ENSG00000163382,NAXE,100,-0.2166,149,0.48594,85,-0.4315,117,0.12168
ENSG00000160818,GPATCH4,18,-0.5378,36,0.67788,24,-0.0223,25,0.13459
ENSG00000132702,HAPLN2,62,0.53072,94,1.10418,52,0.10943,27,-1.2632
ENSG00000132692,BCAN,92,-1.0446,322,1.23839,227,0.60983,147,-0.1618
ENSG00000143314,MRPL24,74,0.49792,41,-0.5817,51,-0.2451,55,-0.1814
ENSG00000143321,HDGF,35,-0.4180,72,0.84964,54,0.35822,39,-0.2285
ENSG00000143294,PRCC,70,0.39423,52,-0.2191,34,-0.8703,59,-0.0114
ENSG00000132694,ARHGEF11,21,0.02258,26,0.33964,14,-0.5881,21,0.03145
ENSG00000162706,CADM3,265,1.18765,109,-0.6689,65,-1.4394,131,-0.5674
ENSG00000158716,DUSP23,26,-0.0281,34,0.41037,28,0.10142,25,-0.2014
ENSG00000158710,TAGLN2,22,-0.2676,81,2.08368,23,-0.1919,15,-1.1753
ENSG00000177807,KCNJ10,19,-1.6962,140,1.96617,78,0.85268,37,-0.5456
ENSG00000162728,KCNJ9,105,1.05398,43,-0.7477,35,-1.0565,56,-0.4789
ENSG00000162729,IGSF8,180,0.86113,156,0.34379,92,-0.5017,87,-0.8594
ENSG00000018625,ATP1A2,125,-1.1755,453,1.16544,233,0.02299,251,0.24737
ENSG00000162734,PEA15,810,0.16124,829,0.15697,691,-0.1402,707,-0.1603
ENSG00000132716,DCAF8,69,0.43162,54,-0.0900,44,-0.3921,52,-0.2319
ENSG00000162735,PEX19,59,0.17200,40,-0.4861,50,-0.1318,56,0.06349
ENSG00000122218,COPA,124,0.94176,55,-0.6600,33,-1.4317,74,-0.3082
ENSG00000162736,NCSTN,33,0.25799,50,0.86282,24,-0.3442,23,-0.5650
ENSG00000215845,TSTD1,56,-0.3958,65,-0.0768,75,0.15377,76,0.30222
ENSG00000162755,KLHDC9,26,0.90120,11,-0.6523,9,-0.9397,15,-0.3705
ENSG00000143256,PFDN2,156,-0.0635,182,0.20251,125,-0.4019,168,0.11499
ENSG00000158793,NIT1,39,0.83388,23,-0.3023,11,-1.3660,24,-0.3205
ENSG00000158796,DEDD,26,0.39928,26,0.28112,23,0.07089,17,-0.5414
ENSG00000143222,UFC1,95,-0.1104,116,0.24794,104,0.06247,99,-0.0333
ENSG00000143224,PPOX,34,0.90801,21,-0.1893,11,-1.1551,19,-0.4831
ENSG00000158850,B4GALT3,37,0.70362,33,0.27479,18,-0.6858,22,-0.5856
ENSG00000158864,NDUFS2,193,0.61185,155,0.06915,84,-0.8976,129,-0.3352
ENSG00000158882,TOMM40L,40,0.85253,27,-0.0577,10,-1.5070,23,-0.4077
ENSG00000248485,PCP4L1,12,-0.5317,8,-1.0787,8,-1.0832,22,1.09868
ENSG00000143252,SDHC,85,-0.0069,97,0.20010,77,-0.1722,85,-0.0124
ENSG00000118217,ATF6,36,1.05253,11,-1.1579,21,-0.1908,18,-0.6404
ENSG00000198929,NOS1AP,43,0.21831,42,0.14722,10,-1.9936,42,0.20764
ENSG00000152332,UHMK1,162,0.52218,115,-0.1816,91,-0.5569,117,-0.2362
ENSG00000117143,UAP1,41,0.60824,32,0.05614,9,-1.9071,29,-0.1425
ENSG00000117152,RGS4,532,0.81683,248,-0.6732,164,-1.3040,350,-0.1982
ENSG00000143248,RGS5,41,-0.3412,15,-1.7832,30,-0.7495,67,0.98408
ENSG00000185630,PBX1,43,-0.6886,113,1.06316,35,-0.8284,67,0.26635
ENSG00000143198,MGST3,410,-0.0084,243,-0.8322,285,-0.5838,487,0.46854
ENSG00000143149,ALDH9A1,27,-0.0209,49,0.98908,25,-0.1122,22,-0.4617
ENSG00000143183,TMCO1,50,0.37093,61,0.59698,31,-0.4722,35,-0.4728
ENSG00000143179,UCK2,26,0.59670,13,-0.6675,13,-0.6112,19,-0.1387
ENSG00000143157,POGK,31,0.20246,28,0.00122,28,0.00558,26,-0.1906
ENSG00000152382,TADA1,28,0.51251,30,0.50291,7,-1.7606,20,-0.2773
ENSG00000143195,ILDR2,35,0.29627,24,-0.4045,17,-0.9031,32,0.15233
ENSG00000143162,CREG1,38,0.54123,45,0.65145,15,-1.0247,24,-0.5279
ENSG00000197965,MPZL1,23,0.34046,36,1.00572,24,0.33673,12,-1.0739
ENSG00000143158,MPC2,173,0.51251,82,-0.8175,93,-0.6300,138,-0.0100
ENSG00000143164,DCAF6,94,1.23169,26,-1.2341,34,-0.8486,45,-0.6056
ENSG00000143155,TIPRL,92,0.75128,39,-0.8594,43,-0.7048,62,-0.2192
ENSG00000143153,ATP1B1,1774,1.36944,601,-0.8785,290,-1.9778,807,-0.6227
ENSG00000143156,NME7,37,1.30803,14,-0.6410,5,-2.2089,17,-0.5947
ENSG00000075945,KIFAP3,293,1.18703,150,-0.3167,70,-1.4976,138,-0.6735
ENSG00000117523,PRRC2C,90,0.41194,93,0.35067,53,-0.5408,65,-0.3604
ENSG00000117533,VAMP4,49,0.59831,29,-0.4234,29,-0.3983,33,-0.2794
ENSG00000010165,EEF1AKNMT,27,1.25204,11,-0.5818,14,-0.1844,10,-1.0387
ENSG00000197959,DNM3,180,0.90686,92,-0.4733,47,-1.5067,109,-0.3149
ENSG00000117592,PRDX6,87,-0.5649,190,0.84935,125,0.14703,114,-0.0143
ENSG00000234741,GAS5,125,-0.5253,245,0.68613,271,0.86271,142,-0.3262
ENSG00000152061,RABGAP1L,80,0.03270,95,0.30401,67,-0.2558,77,-0.0661
ENSG00000116161,CACYBP,180,0.39256,131,-0.2237,109,-0.5118,145,-0.1056
ENSG00000120333,MRPS14,19,-0.3038,18,-0.2574,24,0.16340,24,0.28876
ENSG00000116147,TNR,91,0.22578,106,0.40778,88,0.10962,69,-0.4462
ENSG00000143207,COP1,19,0.32870,13,-0.4192,7,-1.3180,18,0.21248
ENSG00000152092,ASTN1,106,0.68905,84,0.10507,36,-1.2334,68,-0.3557
ENSG00000198797,BRINP2,68,1.01392,42,-0.1065,14,-1.7903,36,-0.5163
ENSG00000075391,RASAL2,54,1.12844,13,-1.4170,9,-1.9448,31,-0.2534
ENSG00000116199,FAM20B,82,0.58275,48,-0.4357,32,-1.0612,61,-0.0806
ENSG00000186283,TOR3A,18,0.15890,26,0.74330,4,-1.9586,17,-0.0402
ENSG00000143322,ABL2,24,-0.3481,29,0.03979,17,-0.8053,35,0.53789
ENSG00000169905,TOR1AIP2,53,0.08333,76,0.64445,33,-0.6830,48,-0.1554
ENSG00000143337,TOR1AIP1,21,-0.3583,20,-0.3392,24,-0.0778,30,0.45819
ENSG00000135837,CEP350,16,0.09990,31,1.17032,15,-0.0522,11,-0.7393
ENSG00000116260,QSOX1,79,1.19832,57,0.23393,27,-0.9040,30,-1.0772
ENSG00000230124,ACBD6,32,0.17681,34,0.22845,27,-0.1481,27,-0.2044
ENSG00000143324,XPR1,32,0.52633,22,-0.2347,8,-1.6839,26,0.02002
ENSG00000135823,STX6,44,0.63651,51,0.70931,39,0.23419,20,-1.1514
ENSG00000162783,IER5,34,0.36109,29,-0.0255,15,-0.9894,29,-0.0240
ENSG00000198216,CACNA1E,141,0.92106,67,-0.5777,28,-1.8837,87,-0.2412
ENSG00000135821,GLUL,316,-0.9714,998,1.11854,498,-0.0687,557,0.18823
ENSG00000135829,DHX9,75,0.82393,56,0.08860,31,-0.8345,41,-0.5861
ENSG00000157064,NMNAT2,161,0.95439,74,-0.6229,62,-0.8775,91,-0.4512
ENSG00000116698,SMG7,47,0.18119,50,0.25189,35,-0.3379,41,-0.1517
