Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to5,Feature log2 fold change topic 3to5,Feature count topic 6,Feature log2 fold change topic 6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000170846,AC093323.1,40,-0.6363,22,-1.5606,60,0.01886,48,-0.3473,105,0.95513,71,0.32919
ENSG00000178988,MRFAP1L1,79,-0.4625,75,-0.5421,135,0.58377,96,-0.1435,84,-0.3564,104,-0.0287
ENSG00000170871,KIAA0232,38,-1.2683,95,0.15164,104,0.42401,66,-0.4358,113,0.45157,76,-0.2228
ENSG00000132405,TBC1D14,1,-5.2309,62,0.18543,58,0.08089,61,0.14682,82,0.63834,61,0.15918
ENSG00000109519,GRPEL1,58,0.77861,5,-3.0206,35,-0.0857,20,-0.9012,50,0.51847,45,0.39720
ENSG00000163995,ABLIM2,24,-1.4369,45,-0.5038,84,0.69875,31,-1.0567,64,0.04195,72,0.26949
ENSG00000071127,WDR1,442,2.76180,43,-1.4216,80,-0.5820,52,-1.1322,97,-0.1464,43,-1.5164
ENSG00000038219,BOD1L1,104,-0.3794,232,0.95820,125,-0.1053,86,-0.6653,121,-0.1401,133,0.02044
ENSG00000137449,CPEB2,70,0.21160,62,0.00682,69,0.25423,32,-1.0291,56,-0.1355,63,0.05210
ENSG00000118564,FBXL5,124,0.70551,15,-2.5635,111,0.74505,60,-0.4886,121,0.66054,39,-1.2499
ENSG00000237765,FAM200B,10,-2.5503,34,-0.7000,52,-0.0275,103,1.11763,40,-0.4484,67,0.45386
ENSG00000169762,TAPT1,36,-0.2524,20,-1.1706,48,0.28358,57,0.51083,49,0.24434,37,-0.2480
ENSG00000169744,LDB2,16,-2.6246,82,-0.1760,149,1.25475,26,-1.9348,145,0.77052,53,-0.9471
ENSG00000151552,QDPR,69,-1.5493,120,-0.7111,238,0.54919,202,0.11929,96,-1.0506,245,0.50952
ENSG00000002549,LAP3,63,0.76906,65,0.84228,25,-0.8688,38,-0.0588,62,0.74695,26,-0.7430
ENSG00000118579,MED28,111,1.33862,34,-0.6376,57,0.26099,54,0.08181,20,-1.4485,34,-0.6936
ENSG00000145147,SLIT2,0,-5.2340,15,-1.1082,40,0.65413,6,-2.3739,29,-0.0918,51,1.05810
ENSG00000185774,KCNIP4,0,-7.1495,94,-0.2836,155,0.77913,60,-0.9774,180,0.79716,104,-0.1387
ENSG00000109606,DHX15,90,0.70786,87,0.65156,51,-0.2880,38,-0.6753,67,0.22937,46,-0.4258
ENSG00000168214,RBPJ,142,1.32152,70,0.10701,59,-0.2196,64,-0.0563,26,-1.4029,56,-0.2802
ENSG00000169851,PCDH7,15,-4.0993,75,-1.7720,418,1.49414,100,-1.3506,341,0.59783,179,-0.5127
ENSG00000047365,ARAP2,16,-1.4903,82,1.07617,35,-0.4729,59,0.48702,38,-0.2088,47,0.12300
ENSG00000035928,RFC1,136,1.58043,88,0.77669,41,-0.6148,69,0.35657,12,-2.3400,36,-0.7721
ENSG00000163682,RPL9,2403,1.53914,1191,0.28407,695,-0.7334,1242,0.35400,819,-0.3227,638,-0.7923
ENSG00000163683,SMIM14,134,0.80217,27,-1.7107,68,-0.4043,52,-0.7475,149,0.99584,90,0.15404
ENSG00000078140,UBE2K,90,-0.7048,95,-0.6114,177,0.53861,93,-0.6449,159,0.20485,147,0.08418
ENSG00000121892,PDS5A,90,0.74953,76,0.47820,60,0.11427,46,-0.3395,47,-0.3085,37,-0.7491
ENSG00000163697,APBB2,132,1.37570,37,-0.7404,61,0.06409,74,0.35922,34,-0.8931,38,-0.8002
ENSG00000154277,UCHL1,345,-2.4997,343,-2.5074,2777,1.12124,1076,-0.7917,1552,-0.2172,2170,0.38293
ENSG00000064042,LIMCH1,137,-0.4596,149,-0.3183,244,0.68738,167,-0.1450,144,-0.3780,156,-0.2825
ENSG00000109133,TMEM33,86,-0.1547,66,-0.5764,145,1.03850,44,-1.1972,75,-0.3811,75,-0.4220
ENSG00000014824,SLC30A9,78,-0.4836,67,-0.7247,144,0.73694,71,-0.6328,95,-0.1716,104,-0.0305
ENSG00000124406,ATP8A1,6,-4.7524,148,-0.1750,236,0.87509,104,-0.7286,279,0.88881,118,-0.5931
ENSG00000163285,GABRG1,2,-4.3186,85,1.05980,39,-0.3016,92,1.18990,98,1.32248,7,-2.8382
ENSG00000260878,AC104072.1,12,-2.3548,13,-2.1774,123,2.35605,31,-0.9241,37,-0.6567,24,-1.4462
ENSG00000151834,GABRA2,22,-1.9884,38,-1.1935,89,0.16248,92,0.17457,192,1.46723,66,-0.3964
ENSG00000109158,GABRA4,0,-6.7071,0,-6.5919,122,0.96362,60,-0.4956,142,0.92105,86,0.07219
ENSG00000163288,GABRB1,0,-6.2087,0,-6.4112,100,1.41245,21,-1.5455,108,1.05325,47,-0.3918
ENSG00000260918,AC107398.3,34,-1.9752,35,-1.9097,170,0.79165,110,-0.1636,213,0.94075,98,-0.3887
ENSG00000109180,OCIAD1,168,-0.7070,144,-0.9404,370,0.82672,236,-0.1711,266,0.02506,218,-0.3323
ENSG00000145247,OCIAD2,36,-0.4049,26,-0.9113,49,0.10971,48,0.02341,51,0.14328,57,0.34997
ENSG00000109184,DCUN1D4,17,-2.0205,66,0.07209,64,0.05164,67,0.09640,64,0.03602,80,0.45298
ENSG00000163069,SGCB,83,0.00247,186,1.40225,78,-0.1417,48,-0.8694,96,0.24147,50,-0.8634
ENSG00000109189,USP46,10,-3.5242,145,0.49643,116,0.16043,82,-0.4247,126,0.25863,129,0.33991
ENSG00000226950,DANCR,35,-0.5207,34,-0.5449,38,-0.5145,72,0.66656,98,1.20034,42,-0.2569
ENSG00000072201,LNX1,35,-0.6688,20,-1.5497,67,0.48710,34,-0.7091,75,0.55345,60,0.20748
ENSG00000134853,PDGFRA,115,1.73766,68,0.75672,16,-1.7671,61,0.57317,16,-1.5358,40,-0.1463
ENSG00000157404,KIT,18,-1.0732,4,-3.3072,25,-0.7719,39,0.09866,105,1.90104,44,0.36245
ENSG00000134851,TMEM165,54,0.55164,58,0.67492,39,0.03198,44,0.19720,18,-1.2119,28,-0.5428
ENSG00000134852,CLOCK,49,0.02277,51,0.09765,43,-0.2371,41,-0.2822,41,-0.2635,62,0.47307
ENSG00000090989,EXOC1,62,0.65577,30,-0.5465,44,0.08813,60,0.57683,47,0.18324,24,-0.9588
ENSG00000128050,PAICS,76,0.76093,53,0.15820,47,-0.0580,61,0.37462,39,-0.3488,32,-0.7007
ENSG00000174780,SRP72,99,0.31533,20,-2.1365,106,0.60348,96,0.25836,60,-0.4961,71,-0.2422
ENSG00000171476,HOPX,43,-3.8136,149,-2.0061,662,0.41679,372,-0.6249,1420,1.68166,495,-0.1970
ENSG00000047315,POLR2B,39,-0.7781,43,-0.6318,81,0.53607,83,0.43658,75,0.26401,46,-0.5645
ENSG00000163453,IGFBP7,4153,5.59038,232,-1.3124,30,-4.6853,116,-2.3453,123,-2.2594,62,-3.4218
ENSG00000150471,ADGRL3,34,-1.8074,56,-1.0740,174,1.08520,90,-0.3473,176,0.75721,66,-0.9246
ENSG00000145242,EPHA5,1,-4.8897,40,-0.3258,65,0.68671,30,-0.7455,13,-1.9451,79,0.96708
ENSG00000083896,YTHDC1,244,2.04466,72,-0.1565,56,-0.6853,43,-0.9706,70,-0.1979,58,-0.5475
ENSG00000018189,RUFY3,98,-1.2882,128,-0.8873,306,0.73674,143,-0.7110,239,0.09996,247,0.17913
ENSG00000132463,GRSF1,104,-0.3812,19,-2.9352,182,0.76406,84,-0.7123,150,0.20410,143,0.14751
ENSG00000173542,MOB1B,50,-0.6710,55,-0.5140,108,0.83642,54,-0.5377,69,-0.1454,66,-0.2453
ENSG00000156136,DCK,10,-2.3255,45,0.00844,58,0.58861,43,-0.0631,75,0.85159,29,-0.7656
ENSG00000080493,SLC4A4,0,-6.3322,75,0.12739,27,-1.7254,163,1.49169,235,2.26333,35,-1.1822
ENSG00000132466,ANKRD17,87,-0.1329,150,0.77393,92,-0.0687,75,-0.3599,101,0.11233,81,-0.2756
ENSG00000169116,PARM1,37,-1.0360,25,-1.6596,111,1.03592,39,-0.9775,52,-0.5216,85,0.28689
ENSG00000163743,RCHY1,26,-0.9773,28,-0.8786,71,0.90099,14,-1.8412,32,-0.6533,63,0.49072
ENSG00000138757,G3BP2,49,-2.8297,100,-1.7807,528,1.30863,214,-0.6250,361,0.20744,276,-0.2544
ENSG00000138768,USO1,24,-1.5124,82,0.42249,85,0.69440,55,-0.2332,50,-0.3613,52,-0.3559
ENSG00000138760,SCARB2,299,1.58399,68,-0.9055,119,-0.0346,115,-0.0813,86,-0.5549,83,-0.6642
ENSG00000138758,SEPTIN11,181,0.31510,116,-0.3963,154,0.07804,137,-0.1382,142,-0.0828,151,0.02852
ENSG00000118816,CCNI,465,1.00297,188,-0.5027,167,-0.8534,212,-0.3112,154,-0.8073,398,0.87394
ENSG00000138764,CCNG2,47,-0.1850,41,-0.4265,40,-0.5844,26,-1.1062,167,2.09230,39,-0.5508
ENSG00000169288,MRPL1,50,-0.1537,58,0.06425,64,0.34184,67,0.31288,57,0.05433,36,-0.7383
ENSG00000152784,PRDM8,19,-1.6576,17,-1.8122,85,1.02254,24,-1.2863,32,-0.8617,79,0.65642
ENSG00000138668,HNRNPD,253,1.26930,105,-0.2258,95,-0.5009,78,-0.7034,153,0.38430,109,-0.1993
ENSG00000152795,HNRNPDL,346,-0.0287,193,-0.9413,476,0.71223,276,-0.3905,354,0.00743,286,-0.3729
ENSG00000145293,ENOPH1,52,-1.2136,77,-0.6230,172,1.00487,59,-1.0389,118,0.04899,104,-0.1828
ENSG00000249242,TMEM150C,14,-1.6723,11,-2.0604,68,1.14880,51,0.26538,13,-1.8057,47,0.16224
ENSG00000145284,SCD5,230,-0.8763,275,-0.5944,414,0.07118,481,0.29972,669,0.86399,355,-0.2224
ENSG00000138674,SEC31A,255,2.16465,20,-2.0751,76,-0.0704,50,-0.6966,56,-0.5429,49,-0.8255
ENSG00000138663,COPS4,30,-1.3811,35,-1.1512,113,1.03654,75,0.01374,66,-0.1886,61,-0.3443
ENSG00000163319,MRPS18C,117,0.65743,58,-0.4936,70,-0.2623,59,-0.4756,111,0.56738,79,-0.0119
ENSG00000163624,CDS1,0,-6.1661,27,-1.1618,108,1.80497,32,-0.9033,29,-1.0531,48,-0.2854
ENSG00000163625,WDFY3,65,-0.3925,85,0.02419,91,0.19317,74,-0.1911,88,0.08324,83,-0.0107
ENSG00000109339,MAPK10,91,-1.6815,161,-0.8181,347,0.57377,150,-0.9354,332,0.33187,332,0.38939
ENSG00000170502,NUDT9,1,-4.8153,37,-0.3284,74,1.25168,42,-0.1208,57,0.38856,24,-1.0972
ENSG00000152583,SPARCL1,2795,0.47217,2475,0.26852,1786,-0.3389,3174,0.68975,3130,0.66577,990,-1.2878
ENSG00000118785,SPP1,98,0.27073,302,2.43464,22,-2.3446,161,1.13487,14,-2.7007,53,-0.7896
ENSG00000163644,PPM1K,125,-0.6065,151,-0.3130,191,0.08313,194,0.09040,265,0.60928,173,-0.1141
ENSG00000145337,PYURF,274,1.80351,51,-1.0606,62,-0.9347,71,-0.5474,156,0.74809,81,-0.3799
ENSG00000138641,HERC3,12,-1.7600,48,0.38661,58,1.04674,30,-0.3883,38,-0.0064,20,-1.0946
ENSG00000177432,NAP1L5,37,-2.5214,70,-1.5813,270,0.79442,145,-0.4583,239,0.34323,222,0.25223
ENSG00000138640,FAM13A,28,-0.2193,9,-1.9019,51,1.17086,28,-0.2315,30,-0.1112,20,-0.7977
ENSG00000145335,SNCA,40,-3.2532,41,-3.1961,553,1.20552,238,-0.5839,292,-0.2647,413,0.34921
ENSG00000163110,PDLIM5,262,2.38941,127,0.92718,22,-2.1547,75,0.03621,66,-0.1756,32,-1.3949
ENSG00000138698,RAP1GDS1,65,-1.0774,66,-1.0565,196,1.03331,85,-0.6537,119,-0.1343,119,-0.1411
ENSG00000168785,TSPAN5,50,-1.4642,98,-0.4483,207,1.17607,55,-1.3395,174,0.48308,85,-0.7354
ENSG00000151247,EIF4E,89,-0.4798,75,-0.7379,146,0.45509,90,-0.4566,122,0.03183,132,0.18015
ENSG00000197894,ADH5,108,0.37834,56,-0.6721,91,0.12774,81,-0.0867,114,0.47101,70,-0.3684
ENSG00000109270,LAMTOR3,10,-2.5732,88,0.69076,49,-0.3516,62,0.10752,46,-0.3832,85,0.74543
ENSG00000164031,DNAJB14,26,-2.2013,69,-0.7297,151,0.75404,101,-0.1394,88,-0.3633,127,0.26430
ENSG00000164032,H2AFZ,156,0.02719,93,-0.7849,170,0.23275,71,-1.1898,273,0.97916,138,-0.1959
ENSG00000138814,PPP3CA,164,-2.0064,233,-1.4801,924,1.04839,319,-1.0089,650,0.11554,656,0.15076
ENSG00000109332,UBE2D3,303,0.44408,82,-1.6035,293,0.54659,140,-0.7942,238,0.04646,220,-0.0909
ENSG00000145354,CISD2,17,-1.8924,29,-1.1151,79,0.66831,59,0.00399,64,0.11585,64,0.13977
ENSG00000138777,PPA2,39,-0.0148,32,-0.3340,47,0.35529,54,0.51481,37,-0.0986,27,-0.6558
ENSG00000164022,AIMP1,126,1.59084,85,0.85040,28,-1.1327,30,-0.8245,68,0.47258,33,-0.7745
ENSG00000138801,PAPSS1,29,-1.4230,46,-0.7165,101,0.77813,67,-0.1406,51,-0.5596,80,0.16897
ENSG00000109475,RPL34,3335,1.33887,2055,0.47538,892,-1.0652,2098,0.51032,1038,-0.6288,1339,-0.2573
ENSG00000164089,ETNPPL,29,-1.9677,63,-0.7907,70,-0.7930,246,1.50398,299,1.90331,45,-1.4054
ENSG00000123739,PLA2G12A,51,-0.0161,35,-0.5873,68,0.64457,43,-0.3007,21,-1.3796,55,0.11658
ENSG00000138660,AP1AR,5,-3.5111,35,-0.5857,68,0.67034,14,-1.9940,58,0.19830,72,0.67519
ENSG00000174720,LARP7,64,0.26244,108,1.17997,39,-0.6417,51,-0.1101,64,0.27841,42,-0.4723
ENSG00000145362,ANK2,241,-1.3859,464,-0.3799,626,0.13547,478,-0.3326,636,0.12666,799,0.59741
ENSG00000145349,CAMK2D,60,-2.2580,171,-0.6930,456,1.43506,157,-0.8209,185,-0.5641,219,-0.3424
ENSG00000269893,SNHG8,225,1.18849,100,-0.1803,82,-0.6341,173,0.72559,74,-0.6636,96,-0.2768
ENSG00000164096,C4orf3,287,0.57243,170,-0.2896,205,0.01168,143,-0.5543,182,-0.1807,218,0.12510
ENSG00000164112,TMEM155,1,-4.5662,27,-0.4849,51,0.78176,18,-1.0973,47,0.41798,42,0.23926
ENSG00000138686,BBS7,27,-0.3158,28,-0.2266,42,0.58966,19,-0.8756,31,-0.0668,31,-0.0828
ENSG00000138688,KIAA1109,81,-0.9632,311,1.24744,144,-0.0990,110,-0.4953,160,0.10165,131,-0.2573
ENSG00000164070,HSPA4L,29,-1.3557,48,-0.5804,95,0.72460,65,-0.1189,59,-0.2781,71,0.04115
ENSG00000164040,PGRMC2,175,1.03880,17,-2.5523,150,1.15083,73,-0.4085,31,-1.7372,54,-0.9806
ENSG00000077684,JADE1,88,1.05494,23,-1.0833,52,0.23987,9,-2.4257,45,-0.0534,50,0.11776
ENSG00000138650,PCDH10,11,-2.8633,76,-0.0386,80,0.06469,73,-0.0972,98,0.38412,100,0.49004
ENSG00000151012,SLC7A11,298,2.46671,175,1.33230,24,-2.1847,96,0.27315,68,-0.2841,10,-3.2804
ENSG00000109390,NDUFC1,413,1.09529,109,-1.0738,179,-0.4053,146,-0.6356,340,0.74638,207,-0.0928
ENSG00000164134,NAA15,0,-5.6550,57,0.61437,61,1.05655,21,-0.9878,15,-1.4304,40,0.01057
ENSG00000145391,SETD7,50,-0.0903,106,1.18595,63,0.37181,32,-0.8099,25,-1.1841,39,-0.5638
ENSG00000153130,SCOC,122,-1.5644,182,-0.9504,446,0.67853,211,-0.7295,398,0.28718,378,0.23563
ENSG00000109436,TBC1D9,11,-2.8202,93,0.47150,95,0.72317,36,-1.0150,43,-0.7631,81,0.26718
ENSG00000170153,RNF150,63,0.16788,47,-0.2869,72,0.56080,34,-0.7901,13,-2.1602,68,0.33442
ENSG00000153147,SMARCA5,122,-0.2137,364,1.70268,91,-0.8544,191,0.51996,153,0.14605,77,-1.0218
ENSG00000164163,ABCE1,16,-1.8243,85,0.77725,60,0.26081,39,-0.4961,100,1.07960,30,-1.0072
ENSG00000170390,DCLK2,52,-1.0011,98,0.00228,127,0.61478,69,-0.5619,120,0.32855,80,-0.3552
ENSG00000145425,RPS3A,1552,1.02269,1184,0.54730,531,-0.9290,1086,0.40099,827,-0.0477,711,-0.3274
ENSG00000059691,GATB,6,-2.8223,9,-2.3439,61,0.81567,29,-0.6077,108,1.61009,27,-0.8296
ENSG00000109670,FBXW7,77,-2.0501,120,-1.3906,370,0.52718,151,-1.0443,282,-0.0708,454,0.86907
ENSG00000109654,TRIM2,53,-2.3802,328,0.41480,323,0.54446,219,-0.2417,250,-0.0293,238,-0.1278
ENSG00000145428,RNF175,0,-5.3621,7,-2.1682,45,0.76679,22,-0.5601,41,0.40242,42,0.51765
ENSG00000164114,MAP9,0,-7.2226,106,-0.2744,153,0.44273,92,-0.5067,169,0.48012,155,0.38372
ENSG00000164116,GUCY1A1,96,0.95209,95,0.93388,56,0.04192,37,-0.6160,45,-0.2919,25,-1.2899
ENSG00000061918,GUCY1B1,60,-2.0102,142,-0.7030,342,1.08144,149,-0.6276,153,-0.5838,232,0.08569
ENSG00000109738,GLRB,13,-3.1427,39,-1.5222,169,1.17718,73,-0.5947,122,0.22567,100,-0.1066
ENSG00000120251,GRIA2,110,-2.1018,191,-1.2735,759,1.49793,263,-0.7841,378,-0.2162,335,-0.4570
ENSG00000171497,PPID,23,-1.0428,12,-1.9346,64,0.83481,32,-0.5102,74,0.82758,36,-0.4049
ENSG00000052795,FNIP2,74,0.23760,56,-0.2023,76,0.38900,41,-0.6997,52,-0.3291,62,-0.0530
ENSG00000109756,RAPGEF2,98,-0.0074,71,-0.5261,103,0.08769,70,-0.5460,160,0.80212,91,-0.1502
ENSG00000109466,KLHL2,21,-2.4739,62,-0.8514,157,0.93378,45,-1.3586,166,0.73286,99,-0.1374
ENSG00000052802,MSMO1,71,-0.4553,27,-1.9243,161,1.36500,56,-0.8262,82,-0.2418,68,-0.5829
ENSG00000109472,CPE,1212,-0.4613,1216,-0.4562,1667,0.06419,2691,0.85817,2524,0.74593,961,-0.9105
ENSG00000196104,SPOCK3,42,-1.2633,66,-0.5768,165,1.45241,73,-0.4199,62,-0.6698,58,-0.8463
ENSG00000154447,SH3RF1,0,-5.3003,9,-1.8069,38,0.45582,26,-0.2765,54,0.94667,37,0.35665
ENSG00000109572,CLCN3,62,-0.9151,45,-1.3941,166,0.95614,136,0.31558,84,-0.4475,91,-0.3661
ENSG00000056050,HPF1,53,0.10491,65,0.46427,50,0.04080,43,-0.2026,58,0.25728,37,-0.5131
ENSG00000198948,MFAP3L,58,0.40278,33,-0.4713,32,-0.7061,61,0.50783,71,0.74948,44,-0.0497
ENSG00000164106,SCRG1,23,-2.0884,104,0.19320,55,-1.0089,208,1.42288,145,0.75809,92,-0.0030
ENSG00000150625,GPM6A,476,-2.2937,909,-1.3270,3086,0.90253,1959,-0.1349,2531,0.28337,2015,-0.1013
ENSG00000150627,WDR17,29,-1.1423,87,0.57428,59,-0.1027,41,-0.6439,68,0.15582,76,0.41231
ENSG00000129128,SPCS3,144,0.67887,84,-0.2080,125,0.61013,51,-0.9801,110,0.22568,50,-1.1275
ENSG00000218336,TENM3,13,-2.0454,28,-0.9243,84,1.30143,40,-0.3755,34,-0.6451,44,-0.2393
ENSG00000129187,DCTD,105,1.30511,54,0.14943,38,-0.5342,30,-0.7559,38,-0.4104,51,0.07000
ENSG00000173320,STOX2,1,-6.5754,52,-0.9220,135,0.85943,65,-0.5950,134,0.57620,97,0.04471
ENSG00000151729,SLC25A4,242,-0.3753,91,-1.8645,459,0.99768,182,-0.8215,391,0.40558,236,-0.4679
ENSG00000154556,SORBS2,257,1.02452,82,-0.8574,202,0.86657,80,-0.8826,88,-0.7406,78,-1.0300
ENSG00000109536,FRG1,98,1.17243,30,-0.7590,44,-0.2218,55,0.18613,61,0.35281,33,-0.7046
ENSG00000073578,SDHA,171,0.82885,60,-0.8597,120,0.31353,95,-0.1534,98,-0.0941,77,-0.5344
ENSG00000249915,PDCD6,167,0.43087,25,-2.4889,176,0.74604,126,-0.0301,106,-0.3007,102,-0.4126
ENSG00000180104,EXOC3,79,0.73803,35,-0.6052,52,0.04603,11,-2.2634,75,0.64814,51,-0.0026
ENSG00000171368,TPPP,39,-2.8879,205,-0.4207,363,0.73757,230,-0.2377,209,-0.3858,312,0.29969
ENSG00000028310,BRD9,63,0.96706,11,-1.7475,26,-0.5802,10,-1.8932,28,-0.3693,63,1.20035
ENSG00000049656,CLPTM1L,69,0.14888,5,-3.6565,109,1.42675,36,-0.8568,23,-1.5617,54,-0.2858
ENSG00000153395,LPCAT1,46,0.16757,11,-1.9427,75,1.55770,25,-0.7735,24,-0.8580,22,-1.1045
ENSG00000171421,MRPL36,34,-0.1789,1,-5.2957,46,0.41489,44,0.25460,47,0.34359,39,0.07016
ENSG00000145494,NDUFS6,287,0.50820,101,-1.1561,217,0.05574,190,-0.1740,215,0.02683,230,0.15434
ENSG00000164151,ICE1,44,-0.4913,72,0.30396,75,0.51021,43,-0.5145,33,-0.9480,61,0.04294
ENSG00000133398,MED10,12,-2.1397,16,-1.7901,60,0.32780,45,-0.2323,55,0.10365,79,0.83353
ENSG00000215218,UBE2QL1,1,-6.8086,61,-0.9376,168,1.00730,84,-0.4571,163,0.62589,96,-0.2733
ENSG00000145545,SRD5A1,41,0.04985,20,-1.0601,55,0.73535,25,-0.7540,23,-0.8250,43,0.14195
ENSG00000078295,ADCY2,9,-3.6531,101,-0.1221,144,0.65031,113,0.05178,168,0.71945,79,-0.5630
ENSG00000247516,MIR4458HG,17,-1.3636,74,0.97039,31,-0.6253,60,0.58575,55,0.44877,39,-0.1177
ENSG00000150753,CCT5,52,-1.1188,57,-0.9887,164,1.04772,73,-0.6091,81,-0.4431,105,-0.0345
ENSG00000145495,MARCH6,218,-0.1641,175,-0.5173,343,0.84391,128,-1.0006,160,-0.6565,233,-0.0689
ENSG00000164236,ANKRD33B,0,-5.5925,24,-0.7376,56,0.92752,25,-0.6436,34,-0.1675,45,0.34305
ENSG00000169862,CTNND2,114,-1.2883,221,-0.2731,275,0.10655,282,0.12140,240,-0.1362,336,0.48613
ENSG00000038382,TRIO,140,0.44226,33,-1.8149,147,0.75824,58,-0.9453,120,0.19059,85,-0.4147
ENSG00000154122,ANKH,100,-0.1101,71,-0.6420,121,0.26143,102,-0.0743,115,0.10732,107,0.00239
ENSG00000154153,RETREG1,0,-5.7405,53,0.39111,35,-0.3726,26,-0.7417,26,-0.7740,84,1.46276
ENSG00000145555,MYO10,61,-0.2961,126,0.90252,45,-0.9491,144,1.14248,102,0.53706,47,-0.7795
ENSG00000176788,BASP1,133,-2.9214,267,-1.8894,1230,0.71197,531,-0.8508,892,-0.0335,1341,0.76753
ENSG00000145526,CDH18,9,-2.5035,28,-0.9167,90,1.51372,25,-1.0966,36,-0.5373,44,-0.2499
ENSG00000133401,PDZD2,111,0.24987,107,0.19062,86,-0.1972,85,-0.1728,156,0.83324,68,-0.5838
ENSG00000113384,GOLPH3,106,1.21548,68,0.44023,43,-0.3803,35,-0.6385,28,-0.9644,51,-0.0357
ENSG00000150712,MTMR12,85,1.10217,16,-1.5423,57,0.58693,21,-1.1565,45,0.03351,30,-0.6743
ENSG00000056097,ZFR,29,-2.5510,194,0.34777,187,0.38990,200,0.39902,177,0.19400,127,-0.3857
ENSG00000113387,SUB1,203,-1.2451,309,-0.5970,583,0.60106,357,-0.3704,551,0.33028,443,-0.0329
ENSG00000168724,DNAJC21,18,-1.3905,58,0.42432,37,-0.3568,47,0.09364,29,-0.6656,68,0.84604
ENSG00000164187,LMBRD2,2,-6.2956,79,-1.0958,256,1.20092,87,-0.9546,137,-0.2381,181,0.23763
ENSG00000152620,NADK2,46,-0.3862,69,0.25911,60,0.06633,75,0.40768,87,0.65455,35,-0.9059
ENSG00000079215,SLC1A3,323,-0.7816,565,0.10749,314,-1.0203,1027,1.13621,1560,1.96172,173,-1.8640
ENSG00000164190,NIPBL,74,0.19961,219,2.23029,41,-0.9294,66,0.00784,38,-0.8640,35,-1.0546
ENSG00000197603,CPLANE1,40,-0.3081,61,0.37226,44,-0.1967,43,-0.2003,63,0.41418,49,0.01807
ENSG00000113594,LIFR,249,1.85292,104,0.26656,41,-1.4426,114,0.41368,127,0.60174,40,-1.3520
ENSG00000113638,TTC33,48,-0.2277,19,-1.6297,66,0.38259,14,-2.0246,76,0.51173,72,0.50888
ENSG00000145592,RPL37,3217,1.55289,1882,0.57559,704,-1.2237,1808,0.50660,956,-0.5273,1005,-0.5040
ENSG00000182836,PLCXD3,24,-0.7521,57,0.62305,52,0.64669,37,-0.1120,9,-2.1567,35,-0.1975
ENSG00000083720,OXCT1,79,-0.8683,47,-1.6660,170,0.48163,85,-0.7655,123,-0.1902,199,0.71762
ENSG00000250722,SELENOP,932,4.13422,144,-0.0695,31,-2.7179,99,-0.6627,20,-3.0437,32,-2.5084
ENSG00000112972,HMGCS1,84,-1.1965,122,-0.6299,286,1.14861,114,-0.7342,153,-0.2698,150,-0.3416
ENSG00000172239,PAIP1,90,0.29781,68,-0.1728,70,-0.1583,70,-0.1209,84,0.18022,78,0.06767
ENSG00000112992,NNT,12,-2.8678,40,-1.1634,107,0.56637,61,-0.5091,93,0.17460,113,0.58849
ENSG00000112996,MRPS30,53,0.21059,26,-0.8913,55,0.36777,23,-1.0876,50,0.10126,51,0.18014
ENSG00000164588,HCN1,0,-6.3844,26,-1.4614,114,1.41926,35,-1.0122,55,-0.2937,69,0.08077
ENSG00000164172,MOCS2,157,0.69095,103,-0.0194,114,0.20160,79,-0.4264,102,-0.0337,76,-0.5497
ENSG00000164258,NDUFS4,96,0.11239,40,-1.2456,94,0.11872,59,-0.6522,171,1.10935,77,-0.2571
ENSG00000067248,DHX29,9,-1.8657,58,0.99124,27,-0.3580,41,0.39069,26,-0.3697,38,0.28457
ENSG00000039123,MTREX,87,0.72901,111,1.17382,48,-0.3197,38,-0.6179,50,-0.1668,37,-0.7309
ENSG00000067113,PLPP1,311,2.80461,32,-1.2680,64,-0.3103,49,-0.6557,29,-1.4414,26,-1.7242
ENSG00000134352,IL6ST,511,1.99613,190,0.17703,101,-1.0098,166,-0.0458,159,-0.1084,101,-0.9019
ENSG00000062194,GPBP1,72,-0.7797,147,0.36831,122,0.09057,103,-0.2153,96,-0.3154,136,0.27791
ENSG00000145632,PLK2,0,-6.6246,8,-3.4408,139,1.54540,28,-1.5874,66,-0.2686,91,0.29845
ENSG00000152932,RAB3C,106,-1.0840,100,-1.1673,337,1.17605,154,-0.5005,204,-0.0599,164,-0.4510
ENSG00000113448,PDE4D,1,-4.8852,46,0.21755,54,0.66551,18,-1.2170,41,0.03299,48,0.31461
ENSG00000164182,NDUFAF2,4,-3.3048,51,0.31175,39,-0.1755,56,0.47319,39,-0.1108,56,0.54855
ENSG00000068796,KIF2A,21,-1.0798,57,0.48517,50,0.36170,45,0.10511,32,-0.4587,38,-0.1728
ENSG00000153006,SREK1IP1,28,-0.5344,25,-0.6900,41,0.10244,25,-0.6999,73,1.06442,38,-0.0130
ENSG00000153015,CWC27,36,-0.4126,23,-1.1064,70,1.00364,64,0.53205,29,-0.7563,28,-0.8518
ENSG00000113595,TRIM23,46,-0.7312,27,-1.5263,120,1.24086,51,-0.5879,65,-0.2012,57,-0.4607
