"top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl","rank"
1,"enrichment","OPC.1","P3H2",6.89859613233734,1.90378112013203e-10,2.28187205059025e-06,2704,1.6296538994455,"ENSG00000090530",1
2,"enrichment","OPC.1","CLIC4",3.93468204832199,0.000133285259469847,0.615223872241047,150,0.556597670860391,"ENSG00000169504",2
3,"enrichment","OPC.1","DKK2",3.16842988003964,0.00189976714237553,0.615223872241047,3055,0.824201587741416,"ENSG00000155011",3
4,"enrichment","OPC.1","NRBF2",3.13345422798037,0.00212358039976023,0.615223872241047,6214,0.614707993833629,"ENSG00000148572",4
5,"enrichment","OPC.1","ENSG00000249112",3.10005986237825,0.00235986776180129,0.615223872241047,3597,0.708381234683936,"ENSG00000249112",5
6,"enrichment","OPC.1","LINC02119",3.06027198379823,0.00267309649867694,0.615223872241047,3339,0.773216780477855,"ENSG00000248461",6
7,"enrichment","OPC.1","LINC02246",3.01142319240678,0.00311010184696945,0.615223872241047,11183,0.659964893275377,"ENSG00000281903",7
8,"enrichment","OPC.1","ENSG00000258394",2.98021371474729,0.00342284196928457,0.615223872241047,8154,0.764429786739242,"ENSG00000258394",8
9,"enrichment","OPC.1","FHDC1",2.96869624589778,0.00354538941312622,0.615223872241047,3171,0.625972731343869,"ENSG00000137460",9
10,"enrichment","OPC.1","KIF5C-AS1",2.89678482144796,0.00440633776959155,0.615223872241047,1634,0.68772943319793,"ENSG00000231079",10
11,"enrichment","OPC.1","AFDN-DT",2.89516001398782,0.00442783698226702,0.615223872241047,4466,0.601159667932879,"ENSG00000198221",11
12,"enrichment","OPC.1","SLC27A6",2.88998690296063,0.00449692868329332,0.615223872241047,3613,0.703279681599503,"ENSG00000113396",12
13,"enrichment","OPC.1","ENSG00000251567",2.83199013008115,0.00534203446784424,0.615223872241047,3116,0.77052869477236,"ENSG00000251567",13
14,"enrichment","OPC.1","ENSG00000285095",2.82759733757039,0.00541161238619203,0.615223872241047,10064,0.693469176809951,"ENSG00000285095",14
15,"enrichment","OPC.1","SLC66A3",2.79818568867634,0.00589918488087707,0.615223872241047,1148,0.580092208355857,"ENSG00000162976",15
16,"enrichment","OPC.1","DDOST",2.78092275817729,0.00620368434960174,0.615223872241047,123,0.617058236995384,"ENSG00000244038",16
17,"enrichment","OPC.1","CHODL",2.74271417336638,0.00692913694048236,0.615223872241047,11191,0.712932586916692,"ENSG00000154645",17
18,"enrichment","OPC.1","SLC8A2",2.72917331105253,0.00720418557248158,0.615223872241047,10701,0.55226992942613,"ENSG00000118160",18
19,"enrichment","OPC.1","ENSG00000260832",2.72044318269783,0.00738673167889351,0.615223872241047,9311,0.609587373541872,"ENSG00000260832",19
20,"enrichment","OPC.1","MYBL1",2.71284154380436,0.00754908757889278,0.615223872241047,5298,0.610576222125155,"ENSG00000185697",20
21,"enrichment","OPC.1","ERG28",2.70413336962131,0.00773904822206545,0.615223872241047,8332,0.536447817323535,"ENSG00000133935",21
22,"enrichment","OPC.1","ENSG00000234915",2.67281643356909,0.00845852694562508,0.615223872241047,963,0.603648614288713,"ENSG00000234915",22
23,"enrichment","OPC.1","ENSG00000249679",2.67129309269088,0.00849501984949801,0.615223872241047,3243,0.564790962723921,"ENSG00000249679",23
24,"enrichment","OPC.1","TMEM240",2.66911051829184,0.00854755337147156,0.615223872241047,20,0.560084561740044,"ENSG00000205090",24
25,"enrichment","OPC.1","GCLM",2.66830070771244,0.00856711971161142,0.615223872241047,494,0.500936707350399,"ENSG00000023909",25
