Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7to9,Feature log2 fold change topic 7to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000101654,RNMT,0,-7.5964,27,-1.4231,86,0.48287,77,0.19309,48,-0.5677,92,0.51013
ENSG00000175322,ZNF519,0,-5.3379,5,-1.4343,16,0.21454,18,0.50243,9,-0.7100,19,0.53489
ENSG00000067900,ROCK1,98,1.91642,64,1.12998,27,-0.3084,19,-0.9177,29,-0.1613,12,-1.5060
ENSG00000167088,SNRPD1,59,0.08972,63,0.20205,37,-0.8149,68,0.40663,70,0.35353,62,0.18540
ENSG00000101752,MIB1,0,-7.0437,48,0.04120,49,0.08763,48,0.01587,54,0.21080,62,0.49207
ENSG00000134508,CABLES1,0,-6.1180,5,-2.3365,20,-0.4202,41,1.05380,54,1.27112,18,-0.5513
ENSG00000101782,RIOK3,0,-6.2137,45,0.85523,18,-0.7616,40,0.86939,3,-2.8719,38,0.65143
ENSG00000141458,NPC1,1,-5.0372,168,3.19112,19,-0.8818,33,0.14550,0,-8.2675,11,-1.6350
ENSG00000141447,OSBPL1A,4,-4.0081,149,1.28790,42,-0.9592,97,0.72672,52,-0.4160,77,0.21931
ENSG00000154059,IMPACT,69,1.97236,22,0.00921,14,-0.8606,15,-0.6854,21,-0.0508,24,0.18237
ENSG00000141380,SS18,41,0.47462,51,0.82498,24,-0.4722,37,0.39757,24,-0.3551,20,-0.6545
ENSG00000134504,KCTD1,0,-7.5878,5,-3.8057,60,-0.2827,47,-0.6764,265,2.36489,87,0.41288
ENSG00000171885,AQP4,89,-1.7638,354,0.34510,170,-1.0015,646,1.97101,203,-0.5234,76,-2.0992
ENSG00000170558,CDH2,0,-7.5004,26,-1.3933,68,0.09296,89,0.64751,80,0.32738,67,0.06299
ENSG00000118276,B4GALT6,14,-2.5460,1,-6.2029,90,0.27503,107,0.60336,61,-0.4141,99,0.37939
ENSG00000153339,TRAPPC8,0,-6.0150,38,0.79193,23,-0.0299,27,0.29539,13,-0.8390,27,0.27809
ENSG00000134758,RNF138,6,-1.5357,27,0.72750,16,-0.0971,25,0.76305,0,-7.4310,16,-0.0876
ENSG00000141441,GAREM1,2,-3.3369,26,0.43569,26,0.68824,14,-0.5548,0,-4.9635,29,0.71806
ENSG00000101746,NOL4,0,-7.1559,3,-3.8271,40,-0.4953,41,-0.3955,187,2.26077,69,0.54208
ENSG00000134769,DTNA,78,-0.7682,165,0.39485,117,-0.1980,170,0.55458,117,-0.1533,104,-0.3605
ENSG00000166974,MAPRE2,163,-0.9546,207,-0.5969,275,-0.2104,270,-0.2215,374,0.33019,496,0.90059
ENSG00000186812,ZNF397,16,0.14550,51,2.06432,15,-0.0216,8,-1.1062,3,-2.3109,14,-0.1682
ENSG00000172466,ZNF24,23,-0.5629,102,1.87902,34,0.00550,30,-0.2155,8,-2.0603,23,-0.6524
ENSG00000141429,GALNT1,55,0.56762,27,-0.5262,31,-0.4607,49,0.47695,33,-0.2485,39,0.00765
ENSG00000141425,RPRD1A,125,-0.4675,89,-0.9878,162,-0.0915,160,-0.1056,220,0.42158,233,0.57899
ENSG00000141424,SLC39A6,0,-7.0204,76,0.79412,38,-0.4265,67,0.74141,16,-1.5619,57,0.36003
ENSG00000134759,ELP2,42,0.18285,31,-0.2502,28,-0.5732,40,0.13666,10,-1.8990,65,1.04387
ENSG00000134775,FHOD3,0,-6.2532,10,-1.5005,26,-0.0988,31,0.27036,37,0.47752,41,0.73917
ENSG00000134779,TPGS2,21,-2.3556,72,-0.5107,102,0.02862,119,0.33149,34,-1.6349,158,0.81948
ENSG00000101489,CELF4,17,-4.2550,30,-3.4439,452,0.99288,289,-0.0854,289,-0.0675,307,0.02749
ENSG00000078142,PIK3C3,7,-2.6594,31,-0.4623,44,0.09438,54,0.48359,28,-0.6480,51,0.35015
ENSG00000132872,SYT4,6,-5.6276,25,-3.6382,350,0.36356,326,0.17510,109,-1.5241,528,1.06757
ENSG00000152217,SETBP1,45,1.30996,7,-1.4725,24,0.37988,16,-0.3916,11,-0.9047,17,-0.2819
ENSG00000141469,SLC14A1,5,-1.5891,37,1.45542,16,0.18017,25,1.02180,0,-7.2729,0,-5.2424
ENSG00000152223,EPG5,5,-1.8038,22,0.44548,18,0.19239,11,-0.6990,17,-0.0185,25,0.72273
ENSG00000152234,ATP5F1A,372,-0.1197,144,-1.5558,317,-0.4884,516,0.50221,528,0.43554,482,0.32055
ENSG00000152242,C18orf25,10,-1.3044,15,-0.7717,24,-0.0882,21,-0.3219,26,0.04976,45,1.08257
ENSG00000141622,RNF165,26,-0.0793,4,-2.8517,33,0.41871,22,-0.4129,26,-0.0785,37,0.56424
ENSG00000101638,ST8SIA5,0,-6.3764,5,-2.4383,30,0.00090,34,0.28624,12,-1.2930,58,1.26194
ENSG00000078043,PIAS2,31,-0.4037,28,-0.5671,46,0.26186,41,-0.0028,42,0.03214,41,0.01786
ENSG00000167220,HDHD2,46,-0.1562,56,0.15760,47,-0.1635,63,0.43191,35,-0.5629,47,-0.1169
ENSG00000134049,IER3IP1,0,-6.4996,25,-0.3780,26,-0.4269,52,1.00764,19,-0.8297,41,0.43294
ENSG00000175387,SMAD2,0,-6.9689,56,0.34707,52,0.32555,37,-0.3407,41,-0.1254,61,0.53868
ENSG00000134030,CTIF,0,-7.6855,36,-1.0925,84,0.27716,85,0.28104,39,-0.9814,111,0.72994
ENSG00000101665,SMAD7,40,1.06600,41,1.11827,16,-0.5489,16,-0.4498,18,-0.1911,19,-0.1732
ENSG00000141627,DYM,1,-3.8021,25,0.26497,17,-0.3909,33,0.89479,9,-1.2420,25,0.31610
ENSG00000177576,C18orf32,114,-0.8550,267,0.47345,147,-0.6078,260,0.55278,293,0.62562,168,-0.2775
ENSG00000265681,RPL17,2902,2.25095,1562,1.09443,465,-1.0584,643,-0.4065,598,-0.4536,377,-1.2289
ENSG00000167315,ACAA2,29,-0.0076,45,0.68322,25,-0.3284,47,1.01419,21,-0.4880,7,-2.2015
ENSG00000141644,MBD1,46,-0.0996,43,-0.1993,40,-0.4230,38,-0.4731,63,0.39908,82,0.93141
ENSG00000154832,CXXC1,0,-5.7290,23,0.31965,22,0.34771,18,-0.1000,4,-2.1080,28,0.73441
ENSG00000141639,MAPK4,26,-0.3324,11,-1.5480,16,-1.3306,55,1.17335,68,1.23479,25,-0.4042
ENSG00000134042,MRO,0,-6.0370,22,-0.0562,19,-0.4391,45,1.48481,24,0.04500,11,-1.1938
ENSG00000082212,ME2,0,-6.8332,30,-0.4763,42,0.08331,50,0.39889,31,-0.4252,55,0.51987
ENSG00000141646,SMAD4,79,1.36002,38,0.15884,28,-0.4020,31,-0.2064,6,-2.5698,43,0.36596
ENSG00000176624,MEX3C,0,-6.0365,29,0.37301,19,-0.3667,20,-0.2755,30,0.39509,41,1.03835
ENSG00000187323,DCC,0,-6.9181,3,-3.8719,26,-1.0107,58,0.58325,21,-1.1016,110,1.85956
ENSG00000134046,MBD2,70,1.64774,20,-0.3875,18,-0.6694,34,0.53085,16,-0.7316,15,-0.8938
ENSG00000041353,RAB27B,0,-7.0924,3,-3.8452,46,-0.1414,38,-0.4568,89,0.97204,98,1.32879
ENSG00000196628,TCF4,51,-2.5516,115,-1.3624,268,-0.0990,531,1.42977,47,-2.6742,244,-0.2362
ENSG00000091164,TXNL1,53,-1.2899,71,-0.8409,114,-0.1547,127,0.06149,161,0.43156,176,0.64808
ENSG00000091157,WDR7,0,-8.3741,40,-1.6304,112,-0.1354,125,0.09557,101,-0.2581,233,1.26829
ENSG00000177511,ST8SIA3,0,-8.3103,16,-3.6006,203,0.25508,144,-0.4310,294,0.78217,310,0.99587
ENSG00000066926,FECH,0,-6.2110,34,0.39604,29,0.24439,27,0.06817,4,-2.8304,39,0.72438
ENSG00000134440,NARS,75,-0.5606,61,-0.8849,83,-0.5433,135,0.43244,202,1.01166,113,0.07898
ENSG00000049759,NEDD4L,0,-8.2914,25,-2.2325,117,0.08450,139,0.41440,196,0.89450,123,0.15467
ENSG00000074657,ZNF532,56,0.56841,71,0.95456,29,-0.5739,51,0.53806,19,-1.1117,26,-0.6440
ENSG00000166562,SEC11C,76,-0.6944,179,0.65567,64,-1.1853,149,0.44900,156,0.42794,157,0.49260
ENSG00000074695,LMAN1,63,0.97898,51,0.62800,24,-0.7517,47,0.62412,0,-6.2298,32,-0.1215
ENSG00000101542,CDH20,0,-6.6810,32,-0.2129,22,-0.9970,65,1.25453,46,0.37542,39,0.11047
ENSG00000176641,RNF152,44,1.39507,13,-0.5224,22,0.31583,24,0.43116,0,-7.5925,6,-1.8272
ENSG00000134444,RELCH,0,-6.8729,19,-1.1772,45,0.15142,42,-0.0127,45,0.12685,67,0.84928
ENSG00000141664,ZCCHC2,0,-5.6390,10,-0.8375,18,0.05827,15,-0.2508,20,0.16940,31,1.07066
ENSG00000081913,PHLPP1,0,-7.4293,232,2.31589,38,-0.9520,70,0.24013,65,0.08120,41,-0.6611
ENSG00000171791,BCL2,0,-5.5163,15,-0.1510,13,-0.3605,19,0.29150,44,1.65001,12,-0.4165
ENSG00000119537,KDSR,90,0.76435,139,1.49902,35,-0.9040,64,0.26311,43,-0.4289,34,-0.8166
ENSG00000119541,VPS4B,52,-0.1403,126,1.29991,36,-0.9005,59,0.06701,36,-0.7158,75,0.48249
ENSG00000171451,DSEL,0,-6.5549,70,1.21071,23,-0.7351,19,-1.0191,92,1.69773,45,0.53961
ENSG00000166479,TMX3,24,-0.8021,25,-0.7457,41,-0.0122,31,-0.4950,45,0.14569,70,0.99433
ENSG00000206052,DOK6,8,-3.3031,16,-2.3552,85,0.23747,70,-0.1497,179,1.41051,81,0.10362
ENSG00000141668,CBLN2,0,-6.4637,0,-8.6860,17,-1.1224,33,0.10419,98,1.92314,55,1.04292
ENSG00000166342,NETO1,0,-6.7419,1,-4.5626,27,-0.6758,38,-0.0210,93,1.46843,71,1.15866
ENSG00000263958,AC091138.1,0,-6.1580,14,-0.9371,22,-0.2447,42,1.08406,40,0.73453,17,-0.6767
ENSG00000075336,TIMM21,0,-6.1533,36,0.54026,20,-0.4321,38,0.82977,33,0.39853,20,-0.3887
ENSG00000166347,CYB5A,185,2.59848,38,-0.1907,25,-1.0122,28,-0.7894,43,0.00667,33,-0.4573
ENSG00000133313,CNDP2,106,-0.0706,265,1.44759,79,-0.6677,101,-0.1662,67,-0.7765,135,0.34735
ENSG00000150656,CNDP1,0,-7.2317,587,6.66007,11,-2.6707,1,-5.4116,0,-9.0803,5,-3.5530
ENSG00000215421,ZNF407,52,1.81336,2,-3.1194,15,-0.3283,14,-0.4082,3,-2.6708,26,0.72053
ENSG00000180011,ZADH2,0,-6.5769,22,-0.6297,30,-0.2450,52,0.87113,28,-0.3148,41,0.32162
ENSG00000179981,TSHZ1,0,-6.0041,15,-0.5957,19,-0.3195,41,1.30288,17,-0.4680,19,-0.2631
ENSG00000101493,ZNF516,9,-0.8052,2,-3.0873,11,-0.6646,31,1.49992,9,-0.7926,15,-0.0168
ENSG00000130856,ZNF236,0,-5.2585,11,-0.3263,16,0.45534,15,0.15789,0,-7.1089,20,0.74901
ENSG00000197971,MBP,170,-4.4009,31033,5.27311,1801,-1.1803,264,-4.0342,75,-5.5889,291,-3.7532
ENSG00000263146,LINC01896,0,-5.8249,8,-1.3502,19,-0.0689,35,1.22390,28,0.53196,10,-1.0654
ENSG00000166377,ATP9B,22,-0.2914,18,-0.6185,15,-1.1187,30,0.22017,73,1.66048,30,0.18147
ENSG00000122490,SLC66A2,1,-5.3502,18,-1.8306,67,0.17179,66,0.12005,36,-0.8211,110,1.08367
ENSG00000226742,HSBP1L1,0,-5.3574,15,0.04916,13,-0.1267,24,1.07936,13,-0.1485,9,-0.7145
ENSG00000141759,TXNL4A,115,-0.3123,145,0.04514,96,-0.7661,163,0.29167,275,1.09272,141,-0.0002
ENSG00000101544,ADNP2,39,0.47233,37,0.38129,22,-0.5335,32,0.16299,31,0.10830,29,-0.0240
ENSG00000141934,PLPP2,26,0.42866,185,5.04335,5,-2.3898,3,-3.0797,0,-7.6835,1,-3.6531
ENSG00000105556,MIER2,67,2.02881,13,-0.6609,14,-0.6784,21,0.09836,0,-6.7002,21,0.06604
ENSG00000183186,C2CD4C,31,0.02069,4,-3.0119,26,-0.2797,20,-0.7563,28,-0.1027,68,1.55312
ENSG00000129946,SHC2,91,0.59157,28,-1.2139,65,0.08927,60,-0.0968,27,-1.2609,83,0.49934
ENSG00000141933,TPGS1,0,-6.5458,48,0.58606,29,-0.2632,41,0.42722,33,0.00180,38,0.24815
ENSG00000099804,CDC34,79,0.03446,54,-0.5647,72,-0.1685,68,-0.2429,83,0.09531,112,0.66475
ENSG00000172270,BSG,923,0.98757,211,-1.3254,484,-0.0862,437,-0.2652,454,-0.1610,604,0.31972
ENSG00000099822,HCN2,76,-0.1322,74,-0.1750,91,0.22201,88,0.11875,39,-1.1486,87,0.08875
ENSG00000099821,POLRMT,17,-1.1731,40,0.11715,37,-0.0040,40,0.17178,42,0.21986,38,0.03502
ENSG00000070423,RNF126,37,-0.1708,45,0.11632,37,-0.2381,29,-0.6367,57,0.49335,62,0.72054
ENSG00000099864,PALM,103,-0.8254,65,-1.5049,236,0.69308,185,0.10386,143,-0.3200,149,-0.2787
ENSG00000011304,PTBP1,128,2.74443,30,0.13883,22,-0.5061,22,-0.4468,1,-4.5300,11,-1.4177
ENSG00000129951,PLPPR3,24,-1.3780,8,-3.0269,79,0.58654,58,-0.0947,22,-1.5015,94,0.79289
ENSG00000175221,MED16,15,-1.9394,34,-0.7306,64,0.32595,61,0.19232,40,-0.4995,68,0.35238
ENSG00000198858,R3HDM4,69,0.44893,47,-0.1614,40,-0.5617,60,0.25692,69,0.43970,52,0.00128
ENSG00000065268,WDR18,41,0.16496,10,-1.8817,35,-0.0846,43,0.28086,15,-1.3915,54,0.66907
ENSG00000182087,TMEM259,13,-2.3698,89,0.56417,60,-0.0797,79,0.45365,45,-0.5123,64,0.03150
ENSG00000099817,POLR2E,130,0.32554,64,-0.7672,78,-0.6247,117,0.20144,132,0.35720,140,0.50243
ENSG00000167468,GPX4,511,0.34503,236,-0.8541,343,-0.3788,456,0.20361,591,0.58191,429,0.07194
ENSG00000118046,STK11,78,0.54441,37,-0.6172,49,-0.2557,67,0.39762,32,-0.8459,59,0.12004
ENSG00000099625,CBARP,0,-6.8949,2,-4.0204,48,0.25336,44,0.07980,30,-0.5277,77,1.10229
ENSG00000099624,ATP5F1D,234,-0.1672,235,-0.1594,241,-0.1689,253,-0.0529,226,-0.2224,354,0.55025
ENSG00000167470,MIDN,103,1.57298,39,-0.0463,44,0.21617,28,-0.6418,12,-1.7526,33,-0.3395
ENSG00000099622,CIRBP,455,0.90706,413,0.74616,162,-0.9336,288,0.19751,395,0.66934,174,-0.6689
ENSG00000228300,FAM174C,40,1.00689,30,0.51221,18,-0.3503,17,-0.4494,42,1.08091,12,-0.9890
ENSG00000160953,PWWP3A,0,-7.1054,73,0.63087,45,-0.2074,54,0.18044,104,1.23077,36,-0.5020
ENSG00000115286,NDUFS7,73,-0.8810,334,1.58518,85,-0.8319,130,0.01297,192,0.62702,112,-0.2431
ENSG00000130005,GAMT,13,-2.9098,178,1.07587,84,-0.1908,123,0.58340,50,-0.9378,80,-0.2469
ENSG00000071626,DAZAP1,68,0.58837,58,0.34310,56,0.39584,44,-0.1069,5,-3.2724,37,-0.3718
ENSG00000115268,RPS15,2500,1.58130,2309,1.43636,660,-0.7758,825,-0.3121,896,-0.1306,434,-1.3162
ENSG00000115266,APC2,15,-2.9699,98,-0.1949,118,0.13095,133,0.36113,77,-0.5657,135,0.35330
ENSG00000119559,C19orf25,0,-6.9476,42,-0.0585,49,0.22237,42,-0.0849,23,-0.9829,71,0.86838
ENSG00000115255,REEP6,0,-6.1225,15,-0.7184,26,0.09851,38,0.88376,13,-0.9785,26,0.06211
ENSG00000071655,MBD3,0,-7.1277,71,0.55585,62,0.49711,54,0.13105,36,-0.5147,42,-0.2910
ENSG00000127540,UQCR11,557,0.29963,651,0.55210,322,-0.7210,575,0.44031,850,0.99705,232,-1.1250
ENSG00000079313,REXO1,1,-5.1141,26,-0.4412,40,0.27461,43,0.41324,15,-1.2200,45,0.43434
ENSG00000129911,KLF16,8,-3.1991,20,-1.9018,92,0.55616,74,0.05658,69,-0.0697,89,0.37206
ENSG00000129968,ABHD17A,291,1.02483,210,0.48124,173,0.24728,130,-0.3266,58,-1.4914,109,-0.5863
ENSG00000227500,SCAMP4,15,-1.4051,82,1.25411,30,-0.4488,44,0.27758,16,-1.2637,45,0.28789
ENSG00000133275,CSNK1G2,79,0.65776,25,-1.1240,64,0.45920,52,0.00445,10,-2.3667,50,-0.0783
ENSG00000133243,BTBD2,33,-2.2707,44,-1.8405,190,0.56095,179,0.35903,106,-0.5308,156,0.07055
ENSG00000099875,MKNK2,123,2.54407,6,-2.2489,21,-0.6514,30,0.05553,4,-2.9880,22,-0.4898
ENSG00000172081,MOB3A,0,-5.4325,20,0.47318,16,0.10380,24,0.99168,0,-5.5437,12,-0.3483
ENSG00000065000,AP3D1,167,0.39202,58,-1.2349,135,0.07956,110,-0.3061,138,0.09470,164,0.40783
ENSG00000104886,PLEKHJ1,14,-2.0193,39,-0.5259,56,0.04846,65,0.33283,23,-1.2897,81,0.70835
ENSG00000104897,SF3A2,0,-5.7024,46,1.51139,12,-0.8040,29,0.97964,16,-0.1878,11,-0.8594
ENSG00000104904,OAZ1,445,-0.4059,284,-1.0883,494,-0.3227,589,0.03968,964,0.83062,744,0.45206
ENSG00000130332,LSM7,154,0.96588,70,-0.2908,65,-0.5246,102,0.37149,55,-0.6742,85,0.00259
ENSG00000005206,SPPL2B,0,-5.1102,37,0.54629,33,0.52355,33,0.47928,8,-1.6905,18,-0.5891
ENSG00000099800,TIMM13,127,0.53929,118,0.41708,69,-0.5464,98,0.14814,93,0.03768,90,-0.0181
ENSG00000176619,LMNB2,0,-5.5212,18,0.17583,21,0.62949,14,-0.2343,2,-2.5818,23,0.60303
ENSG00000176533,GNG7,19,-2.1353,130,0.78956,83,0.07254,105,0.55173,69,-0.2216,47,-0.8678
ENSG00000176490,DIRAS1,15,-3.1839,18,-2.9546,143,0.19887,177,0.61538,106,-0.3244,164,0.39428
ENSG00000141873,SLC39A3,14,-1.7834,29,-0.7154,43,-0.1640,55,0.34118,42,-0.1330,66,0.65731
ENSG00000104969,SGTA,36,-1.1487,137,0.95028,77,0.03765,66,-0.2505,58,-0.4257,87,0.22802
ENSG00000172009,THOP1,3,-4.0560,30,-0.9753,66,0.35133,53,-0.1212,58,0.04066,82,0.66548
ENSG00000104964,TLE5,341,-0.6833,346,-0.6616,642,0.43208,589,0.20341,366,-0.5779,492,-0.1305
ENSG00000088256,GNA11,150,1.72733,46,-0.2336,59,0.19060,33,-0.8852,27,-1.0565,45,-0.3114
ENSG00000125912,NCLN,0,-6.4662,23,-0.4563,33,0.11472,35,0.20855,19,-0.7480,49,0.78412
ENSG00000161082,CELF5,0,-8.1857,8,-4.7221,242,0.50609,169,-0.2643,239,0.33077,304,0.82167
ENSG00000141905,NFIC,132,0.53511,194,1.18098,102,0.18525,87,-0.1547,39,-1.3317,48,-1.1069
ENSG00000129932,DOHH,0,-6.6416,113,1.95563,32,-0.2251,26,-0.5528,24,-0.6214,42,0.30242
ENSG00000105325,FZR1,37,-0.4656,38,-0.4175,54,0.17208,60,0.35778,30,-0.8112,50,-0.0110
ENSG00000161091,MFSD12,0,-7.1672,64,0.34006,53,0.04968,44,-0.2802,26,-1.0145,92,1.07688
ENSG00000064961,HMG20B,137,3.31802,49,1.17254,9,-1.6665,16,-0.7401,1,-4.0107,6,-2.0399
ENSG00000105298,CACTIN,3,-2.2372,4,-1.7659,15,0.38873,17,0.55898,0,-6.2820,18,0.56976
ENSG00000186111,PIP5K1C,64,-0.4116,9,-3.2225,70,-0.3394,88,0.10254,101,0.30335,139,0.95011
ENSG00000183617,MRPL54,83,1.27117,44,0.20941,23,-0.9501,53,0.66621,31,-0.3092,24,-0.7687
ENSG00000007264,MATK,0,-7.1252,11,-2.2503,71,0.84219,50,0.00269,25,-1.0410,65,0.45578
ENSG00000105278,ZFR2,0,-5.8634,3,-2.8445,29,0.78659,22,0.10600,23,0.16702,20,-0.0047
ENSG00000167654,ATCAY,25,-2.8821,40,-2.1842,207,0.41248,178,0.05925,173,0.00551,235,0.55603
ENSG00000167657,DAPK3,36,-0.0405,25,-0.6150,39,0.09374,30,-0.3934,26,-0.5378,57,0.76378
ENSG00000167658,EEF2,987,1.19984,454,-0.0753,473,-0.0141,419,-0.2382,421,-0.1936,350,-0.5160
ENSG00000105229,PIAS4,12,-0.8512,67,1.96462,19,-0.2348,13,-0.9016,1,-3.9875,30,0.61782
ENSG00000178951,ZBTB7A,131,-0.2582,61,-1.4173,239,1.08658,158,0.04365,37,-2.1280,97,-0.7641
ENSG00000126934,MAP2K2,97,-1.0022,85,-1.1941,206,0.21908,218,0.30284,168,-0.1672,206,0.17510
ENSG00000089847,ANKRD24,0,-5.7216,2,-2.8293,30,1.17883,18,-0.0659,0,-7.5713,24,0.43377
ENSG00000105255,FSD1,121,0.50364,12,-2.9860,100,0.28198,78,-0.2197,43,-1.0841,123,0.60091
ENSG00000008382,MPND,0,-5.6877,28,0.65777,29,1.15685,9,-1.2132,0,-7.5375,24,0.49148
ENSG00000141985,SH3GL1,0,-7.2327,36,-0.6084,54,0.02350,51,-0.1093,81,0.65257,79,0.69873
ENSG00000167671,UBXN6,160,0.28564,69,-1.0166,114,-0.3274,136,0.03591,166,0.33653,173,0.45046
ENSG00000167674,HDGFL2,0,-6.6985,23,-0.7530,33,-0.2545,45,0.38456,23,-0.7412,67,1.08452
ENSG00000167680,SEMA6B,68,-1.0972,6,-4.5009,188,0.71848,121,-0.2498,100,-0.5123,188,0.53773
ENSG00000185361,TNFAIP8L1,0,-6.5456,8,-2.1458,53,1.14581,23,-0.6727,13,-1.4504,50,0.72551
ENSG00000074842,MYDGF,119,1.41966,51,0.02009,27,-1.1709,59,0.32709,43,-0.2323,52,0.05037
ENSG00000142002,DPP9,43,1.07291,34,0.68781,19,-0.2514,19,-0.2728,7,-1.6812,23,0.05612
ENSG00000141965,FEM1A,36,-0.1506,31,-0.3526,35,-0.2303,38,-0.0787,51,0.41622,50,0.41832
ENSG00000127663,KDM4B,57,1.22076,16,-0.8069,23,-0.3371,37,0.66443,3,-3.2101,22,-0.3357
ENSG00000130254,SAFB2,17,-1.5962,51,0.07660,45,-0.1629,60,0.41327,67,0.50956,45,-0.1515
ENSG00000160633,SAFB,120,0.46799,97,0.13458,69,-0.5228,82,-0.1712,38,-1.3140,148,0.92858
ENSG00000130255,RPL36,2719,1.62943,1596,0.70263,883,-0.3254,883,-0.2934,727,-0.5426,581,-0.9500
ENSG00000174917,MICOS13,187,0.17954,134,-0.3424,121,-0.6477,196,0.32040,233,0.53824,187,0.20455
ENSG00000167733,HSD11B1L,99,-0.1589,29,-2.0102,121,0.21287,124,0.23889,66,-0.7701,134,0.34731
ENSG00000196365,LONP1,70,0.38957,31,-0.8748,48,-0.2584,59,0.13552,73,0.45810,57,0.06010
ENSG00000174886,NDUFA11,174,-0.1925,255,0.41615,131,-0.8019,237,0.37202,375,1.05545,159,-0.3582
ENSG00000031823,RANBP3,82,0.77752,46,-0.1338,51,0.03082,42,-0.3541,53,0.07103,48,-0.1077
ENSG00000130382,MLLT1,69,-0.1409,49,-0.6629,76,-0.0047,84,0.18980,102,0.45942,69,-0.1765
ENSG00000125656,CLPP,113,1.24604,47,-0.1859,29,-1.1425,71,0.59691,71,0.47075,37,-0.5954
ENSG00000125652,ALKBH7,101,1.39271,68,0.72169,29,-0.7877,54,0.42618,35,-0.3409,20,-1.2812
ENSG00000125651,GTF2F1,0,-6.8489,38,-0.1110,46,0.24288,43,0.08725,21,-1.0374,61,0.70538
ENSG00000088247,KHSRP,56,-0.1663,53,-0.2526,68,0.19657,70,0.20753,10,-2.6835,74,0.30397
ENSG00000125648,SLC25A23,24,-3.3969,82,-1.6051,296,0.51468,252,0.11571,284,0.28358,257,0.14185
ENSG00000104833,TUBB4A,145,-2.3669,959,0.50065,695,-0.0184,549,-0.4545,735,0.07426,1074,0.77678
ENSG00000125730,C3,4,-2.3490,84,2.28144,22,-0.0505,25,0.17084,5,-2.1294,7,-1.7218
ENSG00000125734,GPR108,85,2.21604,33,0.53124,21,-0.2692,21,-0.1882,1,-3.9834,8,-1.6062
ENSG00000171105,INSR,67,0.63492,75,0.80732,52,0.31683,34,-0.5217,26,-0.8624,32,-0.5632
ENSG00000104880,ARHGEF18,15,-0.1108,32,1.11770,12,-0.5753,24,0.83530,0,-7.3380,13,-0.3848
ENSG00000198816,ZNF358,100,0.59706,68,-0.0284,77,0.23734,74,0.15159,28,-1.3324,50,-0.5338
ENSG00000090674,MCOLN1,44,0.91428,26,0.06976,21,-0.2826,22,-0.2375,12,-1.1105,32,0.44944
ENSG00000032444,PNPLA6,105,0.29705,59,-0.6059,71,-0.4085,100,0.27302,102,0.24602,97,0.18360
ENSG00000076826,CAMSAP3,0,-6.5060,5,-2.7702,38,0.36216,28,-0.2672,35,0.12979,56,1.01084
ENSG00000076924,XAB2,48,1.23654,31,0.50037,14,-0.8652,21,-0.1398,9,-1.4330,31,0.57410
ENSG00000229833,PET100,192,0.85833,139,0.32513,61,-1.1938,131,0.28778,207,0.97985,92,-0.3499
ENSG00000181029,TRAPPC5,108,-0.7094,100,-0.8161,140,-0.4052,193,0.23647,284,0.82130,209,0.35580
ENSG00000142459,EVI5L,0,-7.3803,91,0.67880,75,0.51114,66,0.18855,30,-1.0617,50,-0.3054
ENSG00000183248,PRR36,0,-7.8753,6,-3.8544,88,0.08243,100,0.34689,118,0.53925,118,0.60141
ENSG00000076984,MAP2K7,0,-6.3311,51,0.91987,31,0.17363,29,0.03656,7,-2.0329,37,0.45366
ENSG00000260001,TGFBR3L,25,-1.5796,4,-4.0354,61,-0.3607,71,-0.0418,179,1.50016,103,0.62366
ENSG00000178531,CTXN1,162,-1.3685,77,-2.4655,366,-0.1770,317,-0.4245,1023,1.58069,551,0.58218
ENSG00000104980,TIMM44,31,-0.0006,18,-0.7967,30,-0.1017,36,0.30890,15,-1.0921,40,0.46188
ENSG00000066044,ELAVL1,109,1.17175,31,-0.8015,53,0.01184,58,0.16519,24,-1.2067,43,-0.3540
ENSG00000090661,CERS4,0,-6.2746,91,2.04036,27,-0.0163,24,-0.2642,15,-0.8815,22,-0.4007
ENSG00000167775,CD320,235,2.97754,29,-0.7026,30,-0.8539,39,-0.3441,5,-3.2715,26,-0.9158
ENSG00000267855,NDUFA7,105,-0.2782,73,-0.8350,95,-0.5764,175,0.67138,169,0.47033,130,0.05506
ENSG00000233927,RPS28,4736,2.28301,2443,1.04806,870,-0.7811,952,-0.5535,769,-0.7935,577,-1.3079
ENSG00000167772,ANGPTL4,32,1.01983,16,-0.1182,9,-1.0926,35,1.64605,5,-1.6368,4,-2.3333
ENSG00000185236,RAB11B,114,-0.3201,187,0.46030,146,0.08664,170,0.38935,53,-1.4858,117,-0.3114
ENSG00000099785,MARCH2,0,-6.8213,41,0.03497,55,0.73651,42,0.06110,14,-1.5805,42,0.05471
ENSG00000099783,HNRNPM,165,0.79775,144,0.57276,75,-0.5922,105,0.08283,87,-0.2220,98,-0.0475
ENSG00000133250,ZNF414,0,-5.6439,31,0.89036,13,-0.5319,27,0.91686,0,-4.4796,22,0.38171
