Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3to6,Feature log2 fold change topic 3to6,Feature count topic 7,Feature log2 fold change topic 7,Feature count topic 8to9,Feature log2 fold change topic 8to9
ENSG00000187730,GABRD,30,-2.5289,68,-1.3158,244,1.42220,162,0.03438,97,-0.8653
ENSG00000067606,PRKCZ,51,-2.1051,33,-2.7229,275,0.94078,174,-0.2373,228,0.23534
ENSG00000162585,FAAP20,30,-0.7398,91,1.08608,44,-0.2046,40,-0.2861,47,-0.0362
ENSG00000157933,SKI,30,-0.9433,71,0.41556,58,0.15063,65,0.27612,48,-0.2451
ENSG00000157916,RER1,30,-1.0518,50,-0.2646,77,0.79281,34,-0.8559,54,-0.1620
ENSG00000157870,PRXL2B,30,-1.2997,75,0.12071,86,0.63075,50,-0.5132,62,-0.2090
ENSG00000158109,TPRG1L,30,-2.7610,136,-0.4915,274,1.23653,153,-0.3093,130,-0.6367
ENSG00000130764,LRRC47,595,3.03156,49,-1.5017,92,-0.8105,45,-1.6236,58,-1.3621
ENSG00000196581,AJAP1,30,-0.8267,14,-1.9027,73,1.12755,36,-0.5523,43,-0.3110
ENSG00000069424,KCNAB2,88,-1.6620,73,-1.9333,320,0.62679,412,0.79478,231,-0.1974
ENSG00000116254,CHD5,30,-2.6700,39,-2.2938,265,1.36657,153,-0.2159,146,-0.3299
ENSG00000116251,RPL22,30,-4.0710,1057,1.46792,362,-0.5544,411,-0.1690,582,0.46602
ENSG00000116237,ICMT,30,-0.7540,53,0.13692,68,1.02997,21,-1.2951,31,-0.7948
ENSG00000097021,ACOT7,34,-3.0241,70,-1.9655,409,1.65258,243,-0.0712,151,-0.9096
ENSG00000162408,NOL9,30,-0.7298,31,-0.6653,59,0.59395,49,0.06118,42,-0.2429
ENSG00000007923,DNAJC11,30,-0.4529,46,0.24800,50,0.66666,16,-1.4083,33,-0.3546
ENSG00000171735,CAMTA1,30,-2.7593,200,0.12181,230,0.61650,155,-0.2859,182,-0.0330
ENSG00000116288,PARK7,32,-3.1690,151,-0.8815,310,0.45070,402,0.70487,275,0.07383
ENSG00000142599,RERE,30,-1.8515,114,0.21234,113,0.31946,157,0.75432,75,-0.5182
ENSG00000074800,ENO1,482,-0.2065,452,-0.3113,625,0.35921,583,0.10087,459,-0.3216
ENSG00000171603,CLSTN1,30,-4.3851,220,-1.4979,936,1.68458,415,-0.5286,395,-0.6735
ENSG00000178585,CTNNBIP1,30,-0.5874,49,0.18866,48,0.28105,30,-0.5676,45,0.04619
ENSG00000162441,LZIC,30,-0.4778,71,0.93512,37,-0.2201,44,0.13141,36,-0.2184
ENSG00000130939,UBE4B,30,-0.6288,33,-0.4613,56,0.63392,41,-0.1198,37,-0.3323
ENSG00000054523,KIF1B,373,0.02406,218,-0.8240,426,0.40745,266,-0.5121,374,0.03034
ENSG00000142657,PGD,30,-0.5382,20,-1.1692,56,0.86707,40,-0.0871,32,-0.4858
ENSG00000241563,CORT,11787,8.11390,2,-9.4839,61,-5.2687,13,-6.7580,38,-5.4686
ENSG00000120948,TARDBP,426,2.57010,69,-0.7452,83,-0.6642,40,-1.5509,64,-0.9584
ENSG00000116649,SRM,30,-1.6119,51,-0.8030,117,0.96205,99,0.23404,60,-0.6223
ENSG00000198793,MTOR,30,-0.4254,11,-1.9504,51,0.79639,29,-0.4494,38,-0.0340
ENSG00000116661,FBXO2,30,-2.9387,159,-0.4427,193,-0.2167,254,0.31362,338,0.96193
ENSG00000132879,FBXO44,313,1.09723,75,-1.2239,208,0.67436,109,-0.6531,77,-1.3027
ENSG00000011021,CLCN6,30,-1.0227,5,-3.4941,85,1.25545,25,-1.3166,59,0.03905
ENSG00000116688,MFN2,30,-1.8657,64,-0.7308,139,0.96556,68,-0.6221,97,-0.0870
ENSG00000048707,VPS13D,374,2.50851,47,-1.1697,78,-0.5894,34,-1.6388,65,-0.7408
ENSG00000162496,DHRS3,30,-0.4642,109,1.78113,24,-1.1017,15,-1.5044,55,0.60322
ENSG00000116731,PRDM2,30,-1.5597,111,0.48388,101,0.57430,64,-0.3940,67,-0.3799
ENSG00000189337,KAZN,30,-0.6260,60,0.49276,55,0.58089,32,-0.5143,30,-0.6921
ENSG00000142634,EFHD2,30,-0.9445,24,-1.2715,64,0.44801,23,-1.3422,79,0.72627
ENSG00000116786,PLEKHM2,30,-1.3993,55,-0.4638,77,0.10091,91,0.33082,91,0.40173
ENSG00000065526,SPEN,30,-0.9164,111,1.24178,52,-0.1109,20,-1.4945,59,0.15774
ENSG00000159363,ATP13A2,278,1.03237,26,-2.6490,190,0.65523,58,-1.4861,120,-0.4134
ENSG00000117118,SDHB,30,-1.4251,96,0.39351,80,0.16392,94,0.36931,69,-0.1673
ENSG00000117115,PADI2,30,-0.3297,69,1.05872,13,-2.0419,52,0.57191,64,1.12295
ENSG00000117154,IGSF21,104,0.81519,18,-1.9225,86,0.86263,32,-1.0763,40,-0.8210
ENSG00000127463,EMC1,30,-0.5634,44,0.03901,64,1.30589,9,-2.3362,23,-1.0690
ENSG00000053372,MRTO4,30,-0.3309,0,-6.5563,51,1.02272,52,0.58110,22,-0.9143
ENSG00000053371,AKR7A2,30,-0.3148,46,0.37068,34,-0.1435,23,-0.7496,46,0.44704
ENSG00000077549,CAPZB,46,-2.2638,222,0.13635,249,0.56070,265,0.43236,154,-0.4984
ENSG00000173436,MICOS10,30,-3.0968,304,0.43223,230,-0.0439,262,0.18501,295,0.44418
ENSG00000158747,NBL1,30,-2.6325,294,0.92198,192,0.32703,155,-0.1561,143,-0.3128
ENSG00000162545,CAMK2N1,797,-1.0213,428,-1.9560,1646,0.20153,3113,1.22835,1409,-0.1470
ENSG00000158828,PINK1,612,0.57565,296,-0.6053,470,0.22460,301,-0.5756,402,-0.1346
ENSG00000189410,SH2D5,30,-0.7494,7,-2.7911,74,1.37580,35,-0.4924,34,-0.6224
ENSG00000127483,HP1BP3,96,-1.0357,261,0.56296,197,0.15174,159,-0.2435,184,-0.0135
ENSG00000075151,EIF4G3,30,-2.1853,121,-0.0666,161,0.71258,107,-0.2609,116,-0.1491
ENSG00000076864,RAP1GAP,266,0.93449,19,-3.1184,214,1.02184,64,-1.3601,88,-0.9662
ENSG00000090686,USP48,30,-0.8261,70,0.53857,49,-0.0739,98,1.12297,31,-0.8766
ENSG00000070831,CDC42,30,-2.8634,218,0.14441,283,1.09174,128,-0.7003,143,-0.5852
ENSG00000004487,KDM1A,423,3.30556,44,-1.0215,52,-1.0942,30,-1.5835,29,-1.7834
ENSG00000169641,LUZP1,63,0.06567,66,0.12363,74,0.54332,43,-0.5677,41,-0.7134
ENSG00000125944,HNRNPR,30,-1.8272,119,0.30729,108,0.25195,154,0.74034,76,-0.4660
ENSG00000142676,RPL11,1473,1.28252,1640,1.48806,342,-1.5312,502,-0.5334,666,-0.0960
ENSG00000057757,PITHD1,32,-2.5502,95,-0.9052,239,1.06091,186,0.15105,129,-0.4870
ENSG00000011009,LYPLA2,30,-0.3846,32,-0.2605,56,1.19926,21,-0.9129,18,-1.2332
ENSG00000189266,PNRC2,30,-1.2646,119,0.95246,67,-0.0269,85,0.36230,54,-0.4048
ENSG00000188529,SRSF10,30,-0.9373,93,0.89780,50,-0.1996,60,0.16594,53,-0.0503
ENSG00000001461,NIPAL3,41,-0.3692,25,-1.1057,66,0.69334,28,-0.9700,54,0.08748
ENSG00000133226,SRRM1,30,-0.9147,130,1.54532,52,-0.0696,43,-0.3515,36,-0.7095
ENSG00000117614,SYF2,30,-1.0598,140,1.50792,46,-0.5718,64,0.12800,56,-0.0946
ENSG00000117616,RSRP1,30,-1.2740,91,0.48042,88,0.74197,68,-0.0114,36,-1.0706
ENSG00000183726,TMEM50A,30,-1.6777,150,0.86779,114,0.70636,76,-0.2728,47,-1.1131
ENSG00000117643,MAN1C1,30,-0.4791,51,0.38073,56,0.96721,21,-1.0160,20,-1.2158
ENSG00000162430,SELENON,68,0.63446,90,1.12748,36,-0.5797,27,-0.8486,44,-0.1091
ENSG00000117640,MTFR1L,30,-1.3031,55,-0.3830,83,0.50936,65,-0.1030,71,0.04480
ENSG00000117632,STMN1,30,-5.2216,306,-1.8404,1521,1.33483,974,-0.0603,851,-0.3105
ENSG00000158008,EXTL1,30,-0.7061,5,-3.1873,65,0.96887,33,-0.5606,48,0.03877
ENSG00000142669,SH3BGRL3,30,-2.7559,220,0.28312,195,0.12972,217,0.25834,211,0.24538
ENSG00000198830,HMGN2,30,-2.5349,368,1.46210,121,-0.6416,140,-0.2050,205,0.48689
ENSG00000117713,ARID1A,30,-1.2736,120,0.95195,83,0.56100,26,-1.4769,53,-0.4618
ENSG00000090273,NUDC,30,-2.4483,125,-0.2978,168,0.30277,256,0.89738,135,-0.1947
ENSG00000253368,TRNP1,30,-1.1216,24,-1.4767,78,0.67549,73,0.28436,58,-0.1075
ENSG00000142784,WDTC1,112,1.13250,51,-0.1967,48,-0.4250,75,0.41866,44,-0.4800
ENSG00000186501,TMEM222,30,-1.4165,82,0.15311,100,0.86177,54,-0.5228,54,-0.5771
ENSG00000126705,AHDC1,30,-0.8573,78,0.68279,60,0.39831,78,0.66999,20,-1.5444
ENSG00000126709,IFI6,30,-2.3723,519,2.43168,125,-0.3250,48,-1.6774,94,-0.7372
ENSG00000117758,STX12,30,-1.7847,97,0.02316,120,0.64062,69,-0.5242,94,-0.0412
ENSG00000117751,PPP1R8,30,-0.2917,33,-0.1191,36,0.00258,55,0.69663,31,-0.2772
ENSG00000117748,RPA2,30,-0.6532,56,0.33051,57,0.66509,32,-0.5489,31,-0.6655
ENSG00000126698,DNAJC8,30,-2.0924,122,0.04755,149,0.67734,122,0.05986,96,-0.3748
ENSG00000130770,ATP5IF1,417,-0.0823,239,-0.9562,448,0.05759,778,0.97321,360,-0.3558
ENSG00000198492,YTHDF2,30,-1.4412,30,-1.4519,115,1.35307,71,-0.1154,47,-0.8429
ENSG00000116350,SRSF4,30,-0.6888,82,0.95634,47,0.02446,34,-0.4774,42,-0.1763
ENSG00000162512,SDC3,30,-1.9615,75,-0.5786,146,0.91777,88,-0.3355,97,-0.1951
ENSG00000134644,PUM1,132,-0.2576,56,-1.5654,217,1.03504,122,-0.3823,109,-0.6261
ENSG00000121766,ZCCHC17,30,-1.9313,100,-0.0974,120,0.32951,117,0.15521,115,0.14557
ENSG00000121769,FABP3,613,2.53383,25,-2.8037,158,-0.0674,48,-1.8660,70,-1.4210
ENSG00000162517,PEF1,30,-1.2363,27,-1.4137,94,1.05270,80,0.30373,44,-0.7277
ENSG00000084636,COL16A1,30,-0.5501,69,0.81218,33,-0.5985,58,0.51387,47,0.17760
ENSG00000121753,ADGRB2,429,0.77250,39,-2.9209,345,0.70378,216,-0.3642,187,-0.6558
ENSG00000184007,PTP4A2,30,-2.3981,163,0.19081,147,0.03804,96,-0.6611,214,0.77095
ENSG00000121774,KHDRBS1,30,-2.1753,107,-0.2591,160,0.69010,143,0.20539,107,-0.2932
ENSG00000025800,KPNA6,30,-0.8256,28,-0.9181,68,0.89130,39,-0.4279,43,-0.2878
ENSG00000084623,EIF3I,30,-1.5935,30,-1.5958,120,1.10722,78,-0.1232,70,-0.3343
ENSG00000175130,MARCKSL1,30,-1.8326,133,0.48495,73,-0.7117,78,-0.3749,179,1.22914
ENSG00000160058,BSDC1,30,-1.1047,60,-0.0236,72,0.44383,70,0.21944,51,-0.3089
ENSG00000176261,ZBTB8OS,30,-0.3394,33,-0.1605,26,-0.8035,66,0.96799,50,0.57631
ENSG00000162521,RBBP4,58,-0.5700,101,0.31834,97,0.41813,95,0.20653,54,-0.7551
ENSG00000162522,KIAA1522,219,2.65124,23,-1.3722,36,-0.9378,41,-0.4818,34,-0.8436
ENSG00000134684,YARS,30,-1.5370,13,-2.6910,128,1.54412,52,-0.7089,62,-0.4935
ENSG00000121905,HPCA,30,-2.4478,17,-3.2981,218,1.17160,148,-0.0274,144,-0.0808
ENSG00000134686,PHC2,30,-0.7234,28,-0.8255,59,0.64144,36,-0.4287,48,0.01162
ENSG00000163866,SMIM12,30,-0.6488,11,-2.1493,68,1.33131,22,-1.0916,36,-0.4272
ENSG00000116544,DLGAP3,30,-1.2822,58,-0.2752,74,0.18600,117,0.89930,59,-0.2661
ENSG00000116560,SFPQ,231,0.44813,265,0.67800,152,-0.3691,180,0.03124,152,-0.2668
ENSG00000146463,ZMYM4,30,-0.9248,102,1.07826,59,0.21329,30,-0.9044,45,-0.3259
ENSG00000142687,KIAA0319L,30,-0.9574,52,-0.1105,76,0.97558,36,-0.6746,38,-0.6753
ENSG00000020129,NCDN,1266,0.99559,138,-2.4885,869,0.60000,760,0.12300,351,-1.1965
ENSG00000126067,PSMB2,30,-2.0390,86,-0.4431,179,1.53974,73,-0.6932,59,-1.1339
ENSG00000142686,C1orf216,355,1.69505,18,-3.0594,138,0.01856,167,0.33314,69,-1.1590
ENSG00000092847,AGO1,30,-0.3648,36,-0.0581,48,0.70898,18,-1.1084,31,-0.3524
ENSG00000054116,TRAPPC3,278,2.37535,27,-1.6412,66,-0.3919,49,-0.7193,41,-1.0844
ENSG00000116871,MAP7D1,30,-2.7594,99,-0.9836,221,0.48662,343,1.04282,158,-0.2928
ENSG00000054118,THRAP3,30,-1.4510,146,1.06212,78,0.00268,93,0.28459,60,-0.4572
ENSG00000181817,LSM10,30,-0.4771,35,-0.2197,43,0.14404,69,0.90529,29,-0.5662
ENSG00000116898,MRPS15,30,-0.8114,46,-0.1245,50,-0.0279,119,1.49981,29,-0.9377
ENSG00000163875,MEAF6,559,2.27051,37,-2.2758,158,-0.1034,93,-0.8929,80,-1.2275
ENSG00000197982,C1orf122,30,-2.6210,174,0.04649,151,-0.2857,198,0.25454,259,0.84885
ENSG00000116954,RRAGC,30,-0.6409,52,0.24168,59,0.81403,12,-1.9774,37,-0.3627
ENSG00000174574,AKIRIN1,51,-1.0706,56,-0.9344,123,0.53393,160,0.75694,78,-0.4662
ENSG00000168653,NDUFS5,1066,0.74407,425,-0.7526,641,-0.1645,845,0.34701,629,-0.1555
ENSG00000127603,MACF1,304,0.42209,396,0.87914,191,-0.5046,86,-1.5589,284,0.36035
ENSG00000090621,PABPC4,30,-1.0751,94,0.74801,50,-0.4172,56,-0.1022,79,0.52643
ENSG00000116983,HPCAL4,709,0.66775,88,-2.5583,536,0.32934,614,0.42299,361,-0.4932
ENSG00000131236,CAP1,30,-2.2912,220,0.81694,157,0.42313,159,0.26537,89,-0.7353
ENSG00000131238,PPT1,30,-2.0718,154,0.46509,141,0.54790,128,0.15170,85,-0.5534
ENSG00000084073,ZMPSTE24,30,-0.4763,43,0.11585,50,0.62670,23,-0.8890,33,-0.3567
ENSG00000084070,SMAP2,57,-1.3859,130,-0.1149,176,0.67475,184,0.46107,90,-0.7732
ENSG00000117016,RIMS3,30,-2.0103,17,-2.8546,143,0.73074,137,0.33831,124,0.19205
ENSG00000066136,NFYC,30,-0.4724,54,0.48551,57,1.09215,24,-0.8298,13,-1.8737
ENSG00000198815,FOXJ3,332,2.28540,58,-0.8059,98,0.01367,40,-1.3865,27,-2.1064
ENSG00000177181,RIMKLA,405,3.37126,35,-1.2533,44,-1.2714,31,-1.4594,33,-1.4646
ENSG00000127125,PPCS,30,-0.8241,11,-2.2427,68,0.87393,54,0.10902,44,-0.2379
ENSG00000065978,YBX1,175,0.71183,316,1.82062,64,-1.2577,62,-0.9537,109,-0.0828
ENSG00000117394,SLC2A1,30,-2.2737,830,4.14891,44,-2.1969,64,-1.1388,50,-1.6520
ENSG00000117395,EBNA1BP2,30,-1.3256,61,-0.2233,76,0.20887,130,1.03346,54,-0.4636
ENSG00000142949,PTPRF,30,-2.4104,32,-2.3261,220,1.31810,169,0.23744,104,-0.6044
ENSG00000126091,ST3GAL3,30,-0.5168,8,-2.5203,54,0.78562,46,0.17207,36,-0.2361
ENSG00000117408,IPO13,325,2.55974,34,-1.4161,63,-0.6934,37,-1.2981,58,-0.6768
ENSG00000117410,ATP6V0B,342,-0.0796,153,-1.3283,522,1.17725,245,-0.6124,206,-0.9711
ENSG00000117411,B4GALT2,30,-1.3795,32,-1.2782,83,0.34356,94,0.40844,85,0.29159
ENSG00000178028,DMAP1,30,-0.7751,40,-0.3281,58,0.46608,43,-0.1971,48,-0.0345
ENSG00000117419,ERI3,128,-0.3154,96,-0.7661,197,0.67960,124,-0.3598,133,-0.2861
ENSG00000187147,RNF220,357,1.70321,70,-1.0446,118,-0.3701,146,0.10914,94,-0.6674
ENSG00000142937,RPS8,30,-4.5649,1938,2.01207,407,-1.0272,606,-0.0937,788,0.39297
ENSG00000126088,UROD,254,1.81691,30,-1.7371,92,0.00133,52,-0.8828,62,-0.6957
ENSG00000117450,PRDX1,30,-3.3973,378,0.45290,303,0.13883,276,-0.0655,346,0.35155
ENSG00000117448,AKR1A1,30,-0.3837,21,-0.9163,39,0.04577,37,-0.0524,50,0.51971
ENSG00000085998,POMGNT1,30,-1.1829,70,0.13388,89,0.98635,67,0.07713,28,-1.4021
ENSG00000132128,LRRC41,30,-0.7102,24,-1.0360,72,1.41268,26,-0.9240,27,-0.9446
ENSG00000173660,UQCRH,307,-0.5311,249,-0.8560,472,0.26407,577,0.49397,416,-0.0514
ENSG00000123472,ATPAF1,289,1.14219,148,0.00011,115,-0.5934,161,0.13927,137,-0.1467
ENSG00000159658,EFCAB14,30,-1.4330,200,1.72571,59,-0.5925,63,-0.2913,76,0.01432
ENSG00000162368,CMPK1,414,1.94796,76,-0.9744,122,-0.3649,103,-0.4967,95,-0.6920
ENSG00000162374,ELAVL4,485,1.47216,15,-3.9034,254,0.55837,106,-1.0657,129,-0.8479
ENSG00000185104,FAF1,309,2.93905,57,-0.3231,44,-1.0384,42,-0.8101,23,-1.8621
ENSG00000123091,RNF11,344,-0.5076,275,-0.8550,615,0.77289,365,-0.4158,408,-0.2718
ENSG00000085832,EPS15,30,-2.5603,118,-0.5097,209,0.73961,143,-0.2034,167,0.05381
ENSG00000078618,NRDC,82,0.04481,52,-0.6736,97,0.55655,35,-1.2945,81,0.01527
ENSG00000169213,RAB3B,1246,3.30171,35,-2.9501,170,-0.8852,20,-3.8035,136,-1.0549
ENSG00000134717,BTF3L4,30,-1.3125,53,-0.4321,83,0.48414,110,0.76175,52,-0.5389
ENSG00000157077,ZFYVE9,30,-0.3765,8,-2.3399,46,0.55470,40,0.07613,40,0.07550
ENSG00000162378,ZYG11B,148,0.00156,101,-0.5975,188,0.69254,124,-0.2846,103,-0.6334
ENSG00000116171,SCP2,30,-1.8776,210,1.24471,94,-0.2045,94,-0.1314,104,0.03460
ENSG00000162384,CZIB,30,-0.5020,43,0.06952,38,-0.2145,58,0.56280,44,0.13627
ENSG00000162385,MAGOH,30,-0.3269,33,-0.1648,49,0.84780,36,-0.0284,18,-1.2125
ENSG00000157193,LRP8,761,3.88539,50,-1.4872,53,-1.8332,39,-1.8256,53,-1.5107
ENSG00000116209,TMEM59,345,1.01514,250,0.45491,180,-0.1385,122,-0.6984,136,-0.5887
ENSG00000116221,MRPL37,30,-0.9000,0,-6.5559,76,1.09359,44,-0.3158,51,-0.0694
ENSG00000157216,SSBP3,36,-2.4844,119,-0.6787,251,0.96504,157,-0.2417,165,-0.1883
ENSG00000116133,DHCR24,35,-2.3846,49,-1.8688,273,1.75438,110,-0.6477,105,-0.8117
ENSG00000162402,USP24,30,-0.3644,53,0.57524,35,-0.1952,21,-0.8771,47,0.44084
ENSG00000162407,PLPP3,30,-1.6410,131,0.68043,26,-2.3715,139,0.78136,190,1.71399
ENSG00000162409,PRKAA2,30,-0.9226,37,-0.5826,71,0.80240,47,-0.2254,44,-0.3607
ENSG00000162601,MYSM1,30,-0.6028,40,-0.1556,55,0.62708,16,-1.4933,45,0.04669
ENSG00000177606,JUN,30,-2.3214,286,1.25556,164,0.48781,170,0.33938,50,-1.7068
ENSG00000134709,HOOK1,30,-0.2480,20,-0.8752,40,0.34639,48,0.51651,29,-0.3314
ENSG00000162599,NFIA,30,-1.6781,251,1.85144,30,-2.1691,65,-0.5111,169,1.34112
ENSG00000162604,TM2D1,30,-0.8820,29,-0.9104,65,0.58790,40,-0.4168,57,0.16450
ENSG00000116641,DOCK7,30,-0.3011,49,0.48845,27,-0.6457,22,-0.7759,58,0.92902
ENSG00000162434,JAK1,30,-1.5510,156,1.09540,91,0.28176,44,-0.9870,72,-0.2295
ENSG00000162433,AK4,30,-1.2639,53,-0.4019,63,-0.1837,75,0.16442,100,0.77230
ENSG00000116675,DNAJC6,721,0.81719,90,-2.4400,579,0.78916,308,-0.5817,279,-0.8158
ENSG00000184588,PDE4B,30,-1.2495,28,-1.3470,94,1.01806,27,-1.4178,73,0.14581
ENSG00000118473,SGIP1,260,1.12990,76,-0.9000,132,-0.0398,151,0.18820,97,-0.5836
ENSG00000142864,SERBP1,30,-2.2309,215,0.85250,124,-0.1069,87,-0.6352,169,0.51004
ENSG00000116729,WLS,30,-1.4448,122,0.77639,89,0.43596,69,-0.1621,55,-0.5901
ENSG00000033122,LRRC7,30,-1.7593,33,-1.6339,129,0.96027,79,-0.2823,95,0.01169
ENSG00000116754,SRSF11,30,-2.4002,221,0.69765,175,0.52967,137,-0.0977,110,-0.5030
ENSG00000118454,ANKRD13C,37,-0.4006,16,-1.6535,59,0.65802,47,-0.0208,44,-0.1248
ENSG00000132485,ZRANB2,913,2.95379,109,-0.9972,144,-0.8301,83,-1.4068,87,-1.4661
ENSG00000172260,NEGR1,30,-2.6082,102,-0.7883,234,1.03423,220,0.44717,110,-0.7428
ENSG00000178965,ERICH3,30,-1.0814,21,-1.6290,88,1.20282,52,-0.2135,43,-0.5850
ENSG00000117054,ACADM,30,-0.6850,60,0.43409,43,-0.1563,44,-0.0839,54,0.29849
ENSG00000137955,RABGGTB,210,2.11749,79,0.29904,42,-1.0088,54,-0.3105,41,-0.8234
ENSG00000117069,ST6GALNAC5,30,-1.3401,31,-1.2787,118,1.79246,57,-0.3422,25,-1.7286
ENSG00000154027,AK5,30,-2.9950,59,-2.0036,347,1.58935,143,-0.6629,171,-0.4331
ENSG00000077254,USP33,315,1.46444,92,-0.6150,145,0.17518,36,-2.0371,100,-0.5433
ENSG00000180488,MIGA1,30,-1.5234,21,-2.0257,109,0.91000,68,-0.2596,85,0.09241
ENSG00000162613,FUBP1,30,-0.9526,49,-0.1984,69,0.63527,56,0.02946,43,-0.4410
ENSG00000162616,DNAJB4,30,-0.7907,46,-0.1051,62,0.61869,58,0.25903,33,-0.7278
ENSG00000117114,ADGRL2,122,1.15799,68,0.14476,66,0.17254,44,-0.5303,29,-1.2583
ENSG00000137941,TTLL7,30,-2.3852,146,0.02502,186,0.74981,106,-0.4809,135,-0.1216
ENSG00000142875,PRKACB,32,-3.7229,200,-1.0075,525,0.99075,405,0.10322,342,-0.1940
ENSG00000174021,GNG5,30,-0.8036,140,1.84629,21,-1.8080,61,0.32494,68,0.59678
ENSG00000117155,SSX2IP,233,0.90050,43,-1.7748,165,0.51903,159,0.24440,69,-1.1726
ENSG00000162642,C1orf52,1013,3.64077,43,-2.2137,113,-1.0834,59,-1.7500,45,-2.3058
ENSG00000153904,DDAH1,37,-2.8104,82,-1.6263,251,0.17968,412,0.95279,289,0.39716
ENSG00000122417,ODF2L,30,-0.7425,53,0.14995,53,0.23907,64,0.46422,38,-0.4201
ENSG00000097033,SH3GLB1,30,-0.6767,104,1.41648,29,-1.0317,51,0.17692,57,0.38872
ENSG00000183291,SELENOF,292,1.54671,163,0.48567,103,-0.4018,67,-0.9172,79,-0.7604
ENSG00000153936,HS2ST1,345,2.88558,44,-0.9331,53,-0.9074,36,-1.2348,39,-1.2244
ENSG00000143013,LMO4,30,-4.3994,135,-2.2093,876,1.40171,638,0.17561,426,-0.5294
ENSG00000197147,LRRC8B,30,-2.1811,17,-3.0216,204,1.70750,136,0.13614,64,-1.1504
ENSG00000162664,ZNF326,30,-0.6508,82,1.01322,43,-0.1278,31,-0.5730,46,0.01972
ENSG00000122482,ZNF644,30,-0.4783,71,0.93443,39,-0.0902,11,-1.9356,48,0.32923
ENSG00000189195,BTBD8,1403,3.28804,69,-2.1583,172,-1.1119,143,-1.0665,123,-1.4187
ENSG00000067208,EVI5,30,-0.6158,96,1.33254,34,-0.6175,23,-0.9912,57,0.46805
ENSG00000122406,RPL5,30,-3.6855,791,1.42101,290,-0.4599,397,0.20273,388,0.19221
ENSG00000154511,DIPK1A,30,-0.2321,11,-1.6635,45,0.76393,13,-1.4501,38,0.19230
ENSG00000117505,DR1,30,-0.7024,52,0.17827,55,0.47258,41,-0.2162,38,-0.3654
ENSG00000067334,DNTTIP2,30,-0.5842,55,0.39481,43,-0.0270,31,-0.5150,51,0.31056
ENSG00000117528,ABCD3,30,-0.3835,26,-0.5865,41,0.21717,21,-0.9218,50,0.52931
ENSG00000117525,F3,30,-0.7614,124,1.65510,15,-2.3470,67,0.52161,79,0.98246
ENSG00000117519,CNN3,30,-2.0006,261,1.49422,75,-0.9052,98,-0.2024,156,0.66641
ENSG00000152078,TLCD4,30,-0.8215,39,-0.4146,57,0.31057,58,0.20877,51,0.01438
ENSG00000228971,LINC02607,30,-0.9265,36,-0.6384,82,1.34838,24,-1.2695,35,-0.7649
ENSG00000117569,PTBP2,369,2.61220,38,-1.4220,71,-0.6606,51,-0.9584,53,-0.9897
ENSG00000117598,PLPPR5,30,-0.5441,0,-6.7528,61,1.17202,46,0.13968,29,-0.6321
ENSG00000117600,PLPPR4,178,-0.5090,49,-2.4407,382,1.50006,197,-0.3489,125,-1.1529
