Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to3,Feature log2 fold change topic 2to3,Feature count topic 4to11,Feature log2 fold change topic 4to11
ENSG00000228794,LINC01128,11,-1.4448,37,0.39759,30,0.07992
ENSG00000188976,NOC2L,32,-0.7919,80,0.76578,49,-0.3857
ENSG00000188290,HES4,239,1.56713,67,-0.5824,84,-0.5712
ENSG00000187608,ISG15,221,1.13788,107,-0.0711,98,-0.5533
ENSG00000188157,AGRN,34,-0.0673,50,0.59624,33,-0.4490
ENSG00000078808,SDF4,86,-0.1797,125,0.47627,90,-0.3093
ENSG00000176022,B3GALT6,29,-0.3677,42,0.24575,37,-0.0558
ENSG00000160087,UBE2J2,35,-0.6290,67,0.42430,52,-0.1263
ENSG00000131584,ACAP3,62,-0.6507,113,0.31242,94,-0.0248
ENSG00000127054,INTS11,56,-0.0333,69,0.31643,55,-0.2320
ENSG00000224051,CPTP,21,-0.7384,39,0.20345,35,0.09177
ENSG00000107404,DVL1,75,-0.0606,70,-0.1939,81,0.16868
ENSG00000175756,AURKAIP1,171,0.09608,126,-0.4249,169,0.25915
ENSG00000221978,CCNL2,71,0.64258,57,0.33003,42,-0.5433
ENSG00000242485,MRPL20,199,0.12659,152,-0.3288,190,0.17953
ENSG00000235098,ANKRD65,26,0.10703,21,-0.2595,25,0.14087
ENSG00000179403,VWA1,35,-0.1761,37,-0.1333,41,0.17163
ENSG00000197785,ATAD3A,8,-1.0086,27,0.95448,14,-0.5115
ENSG00000205090,TMEM240,31,-0.6496,62,0.52287,45,-0.2059
ENSG00000160075,SSU72,175,-0.2106,219,0.15285,199,-0.0356
ENSG00000228594,FNDC10,31,-0.3509,43,0.21262,38,-0.0344
ENSG00000272106,AL691432.2,15,-0.9757,26,-0.1386,30,0.44190
ENSG00000197530,MIB2,29,-0.6691,48,0.09321,47,0.16381
ENSG00000189339,SLC35E2B,21,-0.6207,36,0.21798,32,0.04602
ENSG00000215790,SLC35E2A,2,-3.3299,21,-0.3077,29,0.95530
ENSG00000008130,NADK,48,0.62625,35,0.12618,30,-0.3862
ENSG00000078369,GNB1,291,-0.6774,524,0.27742,450,0.01233
ENSG00000187730,GABRD,56,-1.2746,150,0.28240,132,0.15107
ENSG00000067606,PRKCZ,78,-1.4220,229,0.26086,206,0.19891
ENSG00000162585,FAAP20,46,0.05376,37,-0.3479,47,0.22680
ENSG00000157933,SKI,36,-0.3333,31,-0.6179,49,0.58480
ENSG00000157916,RER1,83,0.14222,79,0.06367,75,-0.1082
ENSG00000157911,PEX10,16,-0.9689,28,-0.1026,32,0.41029
ENSG00000149527,PLCH2,5,-2.6413,34,0.25467,31,0.36642
ENSG00000157881,PANK4,18,-0.1130,21,0.12701,19,-0.0518
ENSG00000197921,HES5,8,-1.7821,20,-0.4103,29,0.85718
ENSG00000157870,PRXL2B,49,-0.6039,99,0.56085,69,-0.2513
ENSG00000177133,PRDM16-DT,25,-0.0016,11,-1.2896,29,0.83063
ENSG00000158109,TPRG1L,154,-0.4016,253,0.43876,191,-0.2053
ENSG00000116213,WRAP73,13,-0.2205,16,0.16046,15,-0.0380
ENSG00000130764,LRRC47,36,-0.9142,99,0.78068,60,-0.3716
ENSG00000116198,CEP104,24,0.24932,19,-0.1802,21,0.01843
ENSG00000196581,AJAP1,10,-2.1240,44,0.13857,44,0.41959
ENSG00000069424,KCNAB2,161,-0.8291,261,-0.0919,293,0.36251
ENSG00000116254,CHD5,78,-1.1895,190,0.20917,175,0.19784
ENSG00000116251,RPL22,1237,0.92494,398,-0.9547,715,0.07582
ENSG00000116237,ICMT,26,-0.5689,46,0.32499,38,-0.0589
ENSG00000158292,GPR153,2,-3.3430,21,-0.0937,25,0.75211
ENSG00000097021,ACOT7,133,-0.7973,292,0.49757,216,-0.1458
ENSG00000215788,TNFRSF25,16,-0.5509,23,0.04583,23,0.16616
ENSG00000171680,PLEKHG5,25,-0.5493,45,0.39697,35,-0.1256
ENSG00000162408,NOL9,22,-1.0185,53,0.35669,43,0.03046
ENSG00000162413,KLHL21,18,-1.1535,36,-0.0804,41,0.43892
ENSG00000116273,PHF13,15,-0.5447,31,0.72699,19,-0.4132
ENSG00000041988,THAP3,9,-1.1997,22,0.14548,21,0.25566
ENSG00000007923,DNAJC11,17,-1.1142,50,0.56390,35,-0.1332
ENSG00000171735,CAMTA1,195,-0.1206,216,0.04559,211,0.01406
ENSG00000049245,VAMP3,79,1.33377,23,-0.7457,33,-0.3165
ENSG00000049246,PER3,26,-0.5532,31,-0.3043,40,0.44209
ENSG00000116288,PARK7,356,-0.0113,290,-0.3666,376,0.26960
ENSG00000116285,ERRFI1,81,2.06980,24,-0.0651,18,-1.2468
ENSG00000162426,SLC45A1,20,-0.4822,49,1.07271,23,-0.7413
ENSG00000142599,RERE,66,-0.9680,120,-0.0639,133,0.37794
ENSG00000074800,ENO1,481,-0.4574,632,-0.0339,668,0.19906
ENSG00000171612,SLC25A33,16,-1.2582,33,-0.2115,41,0.57471
ENSG00000188807,TMEM201,1,-3.6016,22,0.59216,16,0.10067
ENSG00000171603,CLSTN1,406,-0.6835,961,0.78598,576,-0.4299
ENSG00000178585,CTNNBIP1,32,-0.0876,45,0.48443,32,-0.3485
ENSG00000162441,LZIC,46,0.42101,34,-0.0852,34,-0.1321
ENSG00000130939,UBE4B,23,-0.8824,65,0.86282,37,-0.4534
ENSG00000054523,KIF1B,139,-1.1859,373,0.39481,302,0.03302
ENSG00000142657,PGD,46,-0.1078,68,0.59836,45,-0.4365
ENSG00000241563,CORT,25,-2.4395,38,-1.9381,162,2.25350
ENSG00000160049,DFFA,33,-0.0257,30,-0.1613,34,0.13008
ENSG00000142655,PEX14,16,-1.0060,38,0.29893,32,0.07810
ENSG00000120948,TARDBP,85,0.28436,86,0.32251,66,-0.3673
ENSG00000116649,SRM,69,-0.9385,127,-0.0078,134,0.32331
ENSG00000171824,EXOSC10,30,0.30696,30,0.33642,23,-0.3880
ENSG00000198793,MTOR,38,-0.3179,51,0.15484,46,0.00094
ENSG00000116661,FBXO2,201,-0.3041,206,-0.2953,259,0.34251
ENSG00000132879,FBXO44,98,-0.7326,204,0.46486,154,-0.1336
ENSG00000116670,MAD2L2,15,-0.8461,31,0.31986,26,0.02104
ENSG00000177000,MTHFR,22,0.41398,15,-0.1714,17,-0.0694
ENSG00000011021,CLCN6,32,-1.1919,96,0.60363,67,-0.1537
ENSG00000116685,KIAA2013,49,0.40012,48,0.43720,34,-0.5084
ENSG00000083444,PLOD1,34,0.59763,22,-0.0904,23,-0.2207
ENSG00000116688,MFN2,55,-0.8032,116,0.39819,92,-0.0576
ENSG00000116691,MIIP,30,1.08818,21,0.54891,12,-0.9533
ENSG00000048707,VPS13D,43,-0.1350,54,0.24419,46,-0.1360
ENSG00000162496,DHRS3,70,1.62335,14,-1.0259,24,-0.4188
ENSG00000116731,PRDM2,48,-0.4648,97,0.75769,58,-0.4624
ENSG00000189337,KAZN,32,-0.1176,61,1.08263,28,-0.8565
ENSG00000142634,EFHD2,36,-1.0214,170,1.80689,50,-1.3248
ENSG00000116138,DNAJC16,14,-0.9384,36,0.54744,25,-0.1563
ENSG00000197312,DDI2,13,-0.4870,33,1.16524,14,-0.8253
ENSG00000116786,PLEKHM2,90,-0.0427,74,-0.3872,98,0.29805
ENSG00000065526,SPEN,47,0.23634,48,0.27915,38,-0.3127
ENSG00000116809,ZBTB17,19,0.01429,17,-0.2071,19,0.14574
ENSG00000037637,FBXO42,9,-1.0218,24,0.64339,16,-0.2241
