Feature ID,Feature Name,Feature count topic 1to2,Feature log2 fold change topic 1to2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4to5,Feature log2 fold change topic 4to5,Feature count topic 6to8,Feature log2 fold change topic 6to8
ENSG00000127603,MACF1,131,0.44275,94,-0.1709,109,0.06892,88,-0.3735
ENSG00000090621,PABPC4,56,0.06196,57,0.10186,68,0.46985,42,-0.5332
ENSG00000116983,HPCAL4,260,-0.2948,319,0.07547,287,-0.1144,341,0.27178
ENSG00000084072,PPIE,33,-0.1610,38,0.09581,36,-0.0111,37,0.08766
ENSG00000168389,MFSD2A,28,0.34841,21,-0.1301,20,-0.3074,23,-0.0037
ENSG00000131236,CAP1,113,-0.2243,93,-0.5048,112,-0.2277,157,0.53444
ENSG00000131238,PPT1,115,-0.1102,123,0.01856,92,-0.5170,146,0.43998
ENSG00000117000,RLF,7,-0.3975,3,-1.4099,12,0.55188,10,0.26407
ENSG00000259943,AL050341.2,17,-0.0989,17,-0.0722,14,-0.3810,21,0.38448
ENSG00000084073,ZMPSTE24,33,-0.2360,37,-0.0103,38,0.05233,40,0.14191
ENSG00000049089,COL9A2,28,1.65832,10,-0.4085,9,-0.6027,7,-1.1733
ENSG00000084070,SMAP2,93,-0.7880,146,0.01578,148,0.05052,175,0.47873
ENSG00000117016,RIMS3,56,-0.8937,93,0.01588,160,1.17897,72,-0.5438
ENSG00000066136,NFYC,33,-0.4476,27,-0.7271,53,0.42951,47,0.23756
ENSG00000179862,CITED4,19,-0.5619,34,0.45173,25,-0.0693,29,0.21940
ENSG00000171793,CTPS1,7,-1.2594,12,-0.3612,14,-0.1580,22,1.01288
ENSG00000010803,SCMH1,11,-0.4658,9,-0.6020,12,-0.2146,18,0.71619
ENSG00000127124,HIVEP3,17,-0.3592,22,0.11238,34,1.07877,13,-0.8727
ENSG00000198815,FOXJ3,38,-0.5788,44,-0.2767,72,0.64296,52,-0.0324
ENSG00000177181,RIMKLA,13,-0.8773,22,0.08319,27,0.49828,22,0.12094
ENSG00000127125,PPCS,55,-0.1207,72,0.35317,57,-0.0301,57,-0.0622
ENSG00000171960,PPIH,16,-0.3984,22,0.14222,14,-0.7371,27,0.70992
ENSG00000065978,YBX1,140,0.97561,74,-0.2765,57,-0.8009,80,-0.2331
ENSG00000164008,C1orf50,29,0.12516,41,0.70320,22,-0.3382,24,-0.2455
ENSG00000177868,SVBP,40,-0.4521,71,0.56552,40,-0.4467,58,0.34829
ENSG00000117394,SLC2A1,126,1.29683,31,-1.2900,49,-0.6498,59,-0.3548
ENSG00000117395,EBNA1BP2,66,-0.5675,102,0.19298,60,-0.7522,123,0.79926
ENSG00000066322,ELOVL1,59,2.34757,13,-0.9395,17,-0.5467,7,-2.1967
ENSG00000159479,MED8,15,-0.7523,17,-0.4779,28,0.34917,28,0.41085
ENSG00000198198,SZT2,9,-0.3543,9,-0.1721,14,0.61494,10,-0.2026
ENSG00000178922,HYI,42,0.67467,24,-0.3519,24,-0.4316,28,-0.1315
ENSG00000142949,PTPRF,104,-0.4875,129,-0.0753,122,-0.1891,167,0.51893
ENSG00000066135,KDM4A,14,-0.4471,12,-0.6858,22,0.39243,20,0.25711
ENSG00000126091,ST3GAL3,27,-0.8149,60,0.58231,40,-0.0807,48,0.29998
ENSG00000117408,IPO13,70,0.09359,57,-0.2546,50,-0.5218,78,0.40240
ENSG00000132768,DPH2,12,-0.2857,14,-0.0341,13,-0.1701,17,0.35565
ENSG00000117410,ATP6V0B,259,-0.9157,379,-0.2101,367,-0.3023,607,0.89371
ENSG00000117411,B4GALT2,73,-0.0998,80,0.06766,87,0.25145,71,-0.1659
ENSG00000159214,CCDC24,23,-0.2245,26,0.00435,23,-0.2127,29,0.32636
ENSG00000178028,DMAP1,49,-0.3359,62,0.08510,65,0.20027,60,0.04643
ENSG00000117419,ERI3,179,-0.1745,199,0.02796,197,0.01603,205,0.10838
ENSG00000187147,RNF220,99,-0.2136,121,0.13890,126,0.24413,106,-0.1071
ENSG00000126106,TMEM53,13,-0.2171,9,-0.6909,14,0.00354,17,0.42056
ENSG00000142937,RPS8,2017,0.83320,1288,-0.0804,1156,-0.2957,1064,-0.5212
ENSG00000117425,PTCH2,6,-0.9204,7,-0.4665,18,1.31642,8,-0.4651
ENSG00000070785,EIF2B3,19,-0.5538,24,-0.0708,20,-0.4722,34,0.74554
ENSG00000126107,HECTD3,8,-1.0767,17,0.29258,28,1.42836,9,-0.9124
ENSG00000126088,UROD,61,-0.5452,90,0.16065,96,0.30390,84,0.06017
ENSG00000132763,MMACHC,7,-0.5613,15,0.70216,11,0.23035,9,-0.1813
ENSG00000117450,PRDX1,576,0.50125,462,0.04944,406,-0.1880,388,-0.3222
ENSG00000117448,AKR1A1,49,0.23011,24,-0.9315,30,-0.6519,55,0.58811
ENSG00000132780,NASP,32,0.29671,21,-0.4143,27,-0.0072,26,-0.0705
ENSG00000159592,GPBP1L1,43,0.41958,31,-0.1874,32,-0.1594,32,-0.1540
ENSG00000159596,TMEM69,21,0.18473,13,-0.5524,21,0.18272,18,-0.0807
ENSG00000086015,MAST2,29,0.24150,19,-0.4559,24,-0.1340,27,0.09168
ENSG00000117461,PIK3R3,18,-0.3567,13,-0.8096,32,0.79154,21,-0.1420
ENSG00000085998,POMGNT1,53,-0.3726,68,0.09037,58,-0.2202,76,0.39354
ENSG00000132128,LRRC41,46,-0.2207,55,0.08164,58,0.23244,50,-0.0627
ENSG00000173660,UQCRH,689,-0.3282,1173,0.60596,835,0.03334,782,-0.1103
ENSG00000117481,NSUN4,10,-0.1426,5,-1.1181,11,0.11344,12,0.39663
ENSG00000117480,FAAH,42,0.26209,33,-0.1711,21,-0.9593,45,0.47940
ENSG00000079277,MKNK1,20,-0.7438,53,0.94684,22,-0.5950,36,0.37317
ENSG00000123472,ATPAF1,158,0.30252,177,0.45529,129,-0.0864,110,-0.4448
ENSG00000159658,EFCAB14,83,1.02063,42,-0.3270,46,-0.2112,37,-0.6923
ENSG00000186377,CYP4X1,10,-1.5262,31,0.31430,23,-0.2404,36,0.88351
ENSG00000162368,CMPK1,104,0.17410,100,0.08348,103,0.15327,82,-0.3188
ENSG00000162373,BEND5,17,-0.7384,14,-0.9535,40,0.96429,25,-0.0264
ENSG00000162374,ELAVL4,69,-1.0101,54,-1.2819,277,1.97612,76,-0.9646
ENSG00000185104,FAF1,23,-0.4352,33,0.16291,29,-0.0342,33,0.26400
ENSG00000123091,RNF11,299,-0.7914,562,0.32217,687,0.81936,392,-0.3730
ENSG00000085832,EPS15,135,-0.2629,138,-0.1885,235,0.86536,121,-0.5311
ENSG00000117859,OSBPL9,19,0.24056,18,0.18174,23,0.64302,10,-0.9604
ENSG00000078618,NRDC,56,-0.4806,62,-0.2407,79,0.16312,82,0.31575
ENSG00000169213,RAB3B,88,0.39019,112,0.74985,104,0.75698,27,-1.8589
ENSG00000117862,TXNDC12,40,0.05156,29,-0.4677,36,-0.1508,43,0.26356
ENSG00000134717,BTF3L4,87,0.05506,65,-0.4082,76,-0.1900,94,0.26818
ENSG00000157077,ZFYVE9,16,-0.6992,23,-0.0552,30,0.45661,25,0.12150
ENSG00000134748,PRPF38A,35,0.92840,19,-0.2582,17,-0.5202,19,-0.3732
ENSG00000134744,TUT4,27,0.39123,16,-0.5493,19,-0.2657,23,0.09045
ENSG00000162377,COA7,17,0.05849,14,-0.1957,17,0.06847,16,-0.0159
ENSG00000162378,ZYG11B,99,-0.5108,79,-0.7939,212,1.03505,114,-0.2948
ENSG00000121310,ECHDC2,25,1.47360,6,-1.0112,8,-0.6885,9,-0.6133
ENSG00000116171,SCP2,113,0.35568,67,-0.5561,89,-0.1278,96,0.02267
ENSG00000162384,CZIB,87,0.31706,74,-0.0131,67,-0.2085,71,-0.1013
ENSG00000162385,MAGOH,39,-0.3301,73,0.77503,41,-0.2505,47,0.00074
ENSG00000157193,LRP8,31,-0.5939,110,1.69272,49,0.23260,25,-1.0742
ENSG00000058804,NDC1,11,-0.1325,17,0.65183,13,0.26792,9,-0.5053
ENSG00000058799,YIPF1,14,-0.3660,6,-1.4382,19,0.23025,21,0.52501
ENSG00000081870,HSPB11,49,-0.2470,55,-0.0542,49,-0.2527,66,0.39585
ENSG00000116209,TMEM59,214,0.14250,116,-0.8621,195,-0.0341,219,0.22721
ENSG00000116221,MRPL37,49,-0.5239,71,0.15527,69,0.11519,71,0.20759
ENSG00000157216,SSBP3,150,-0.3507,128,-0.5566,348,1.45720,109,-1.0359
ENSG00000243725,TTC4,12,-0.4271,6,-1.3149,18,0.30519,19,0.47846
ENSG00000116133,DHCR24,87,-0.5451,69,-0.8392,155,0.57386,127,0.20277
ENSG00000162402,USP24,21,-0.3128,24,-0.1025,20,-0.4456,32,0.58888
ENSG00000162407,PLPP3,356,2.22439,91,-0.7481,95,-0.7761,58,-1.7694
ENSG00000162409,PRKAA2,25,-0.8306,40,0.05313,45,0.24826,45,0.32708
ENSG00000173406,DAB1,15,-0.3953,18,-0.0650,11,-0.9873,27,0.93190
ENSG00000162601,MYSM1,10,-1.4360,19,-0.2911,26,0.26994,30,0.73168
ENSG00000177606,JUN,80,-0.7310,91,-0.4403,69,-0.9788,190,1.27907
ENSG00000172456,FGGY,24,0.85345,12,-0.4193,9,-1.0496,16,0.08497
ENSG00000134709,HOOK1,13,-1.3117,52,1.10325,27,-0.0086,29,0.13936
ENSG00000134716,CYP2J2,25,1.09042,10,-0.6652,12,-0.3641,12,-0.5093
ENSG00000162599,NFIA,123,1.61379,46,-0.4378,52,-0.2819,30,-1.4076
ENSG00000162604,TM2D1,76,-0.0081,61,-0.3502,53,-0.6758,97,0.60790
ENSG00000132849,PATJ,15,0.83843,8,-0.2654,5,-1.1618,10,0.09566
ENSG00000162607,USP1,17,-0.2240,9,-1.1815,28,0.71373,19,-0.0601
ENSG00000116641,DOCK7,39,0.70720,15,-0.8820,30,0.17356,22,-0.4688
ENSG00000125703,ATG4C,20,0.41439,14,-0.2508,18,0.24523,13,-0.4716
ENSG00000203965,EFCAB7,9,-0.4822,4,-1.4706,13,0.16898,16,0.65461
ENSG00000079739,PGM1,64,0.71364,32,-0.5595,31,-0.6573,46,0.05343
ENSG00000158966,CACHD1,24,-0.1481,21,-0.3130,25,-0.0921,30,0.31511
ENSG00000162437,RAVER2,17,-0.0033,9,-0.8948,18,0.10597,19,0.24205
ENSG00000162434,JAK1,54,-0.0122,35,-0.6988,57,0.07850,60,0.21402
ENSG00000162433,AK4,82,0.18421,86,0.24060,76,0.03721,65,-0.3107
ENSG00000116675,DNAJC6,229,-0.8473,256,-0.5752,591,1.01730,345,-0.1351
ENSG00000213625,LEPROT,54,1.56458,15,-0.9179,22,-0.3471,16,-1.0423
ENSG00000184588,PDE4B,46,-0.0297,34,-0.5061,51,0.19755,48,0.06684
ENSG00000118473,SGIP1,59,-0.8421,81,-0.2649,92,-0.0576,125,0.70454
ENSG00000198160,MIER1,21,-0.1685,25,0.16517,28,0.44280,19,-0.3413
ENSG00000142864,SERBP1,117,0.09467,99,-0.2033,108,-0.0658,115,0.06468
ENSG00000116717,GADD45A,28,-0.0052,36,0.43382,46,1.08936,13,-1.5103
ENSG00000172380,GNG12,29,2.38766,11,0.01264,5,-1.3982,3,-2.0552
ENSG00000162595,DIRAS3,22,0.97238,23,0.88146,16,0.32111,3,-2.3974
ENSG00000116729,WLS,128,1.07290,85,0.15851,62,-0.4180,52,-0.8431
ENSG00000033122,LRRC7,39,-0.9440,54,-0.3020,67,0.04089,87,0.69733
ENSG00000066557,LRRC40,15,-0.8980,15,-0.8180,27,0.13643,35,0.76678
ENSG00000116754,SRSF11,94,-0.0759,71,-0.5178,125,0.49600,91,-0.1609
ENSG00000118454,ANKRD13C,26,-0.2072,23,-0.3760,28,-0.0450,34,0.34568
ENSG00000197568,HHLA3,20,0.11820,31,0.82902,12,-0.7585,19,-0.0474
ENSG00000050628,PTGER3,9,-1.8720,20,-0.5007,19,-0.7198,49,1.67155
ENSG00000132485,ZRANB2,70,-0.2944,48,-0.8612,95,0.28623,93,0.29715
ENSG00000172260,NEGR1,121,-0.7965,160,-0.2636,285,0.87015,178,-0.1305
ENSG00000178965,ERICH3,34,-1.1097,41,-0.7130,72,0.25136,85,0.74837
ENSG00000116791,CRYZ,14,-0.2018,9,-0.8966,27,1.24699,11,-0.7545
ENSG00000162623,TYW3,17,-0.4479,16,-0.4810,26,0.27911,25,0.28779
ENSG00000117054,ACADM,47,-0.0521,63,0.44064,45,-0.1549,47,-0.0687
ENSG00000137955,RABGGTB,48,-0.0233,51,0.07775,53,0.16957,45,-0.1604
ENSG00000117069,ST6GALNAC5,16,-2.2097,38,-0.7228,54,-0.1975,101,1.49185
ENSG00000142892,PIGK,31,-0.0807,17,-0.9443,30,-0.0861,39,0.46066
ENSG00000154027,AK5,224,-0.9583,216,-0.9100,484,0.47594,475,0.54136
ENSG00000036549,AC118549.1,17,-0.3637,19,-0.1215,26,0.47179,20,-0.0803
ENSG00000077254,USP33,56,-0.8776,88,-0.0481,111,0.38848,102,0.27876
ENSG00000180488,MIGA1,45,-0.5604,37,-0.8130,91,0.80037,61,-0.0114
ENSG00000162613,FUBP1,51,-0.2903,64,0.09612,61,0.03783,64,0.14232
ENSG00000162616,DNAJB4,32,-0.0049,24,-0.4736,28,-0.2293,37,0.36544
ENSG00000117114,ADGRL2,13,-1.9712,46,0.10664,60,0.65806,51,0.41039
ENSG00000137941,TTLL7,66,-0.5907,61,-0.6384,119,0.53626,100,0.20496
ENSG00000142875,PRKACB,229,-0.8948,305,-0.3480,318,-0.3194,540,0.94660
ENSG00000117133,RPF1,23,-0.1111,25,0.03858,21,-0.2933,28,0.28536
ENSG00000174021,GNG5,145,1.42468,93,0.32943,55,-0.6061,40,-1.3001
ENSG00000117155,SSX2IP,50,-0.9187,54,-0.6964,92,0.16236,112,0.72197
ENSG00000162642,C1orf52,48,-0.7731,63,-0.2351,92,0.45930,81,0.23739
ENSG00000153904,DDAH1,295,0.32484,208,-0.3016,300,0.36322,201,-0.4750
ENSG00000117174,ZNHIT6,20,0.11554,13,-0.6289,25,0.54176,16,-0.3280
ENSG00000122417,ODF2L,27,-0.5514,43,0.25928,47,0.46385,35,-0.1324
ENSG00000097033,SH3GLB1,50,0.55565,25,-0.6572,40,0.11998,32,-0.3359
ENSG00000183291,SELENOF,108,-0.1689,185,0.76734,102,-0.2632,113,-0.1034
ENSG00000153936,HS2ST1,45,-0.0003,48,0.12894,49,0.16511,41,-0.2015
ENSG00000143013,LMO4,348,-0.9816,324,-0.9850,1335,1.89278,378,-0.9648
ENSG00000065243,PKN2,18,0.54640,9,-0.6386,13,-0.0497,13,-0.1883
ENSG00000137947,GTF2B,15,-1.3977,48,0.59611,30,-0.2108,44,0.65904
ENSG00000137944,KYAT3,22,-0.6498,24,-0.4589,29,-0.1875,43,0.76119
ENSG00000213516,RBMXL1,16,0.34157,7,-1.0371,16,0.36928,12,-0.2393
ENSG00000197147,LRRC8B,46,-1.3136,75,-0.4384,72,-0.5793,159,1.34599
ENSG00000231999,LRRC8C-DT,13,0.54259,17,0.82039,6,-1.0029,9,-0.2905
ENSG00000171488,LRRC8C,12,0.08804,16,0.52774,10,-0.2761,11,-0.1450
ENSG00000171492,LRRC8D,22,-0.0749,14,-0.7629,33,0.75714,20,-0.3398
ENSG00000162664,ZNF326,29,0.32609,21,-0.2560,23,-0.1373,24,-0.0564
ENSG00000233593,LINC02609,31,-0.3348,25,-0.6352,30,-0.3724,50,0.74836
ENSG00000122482,ZNF644,21,-0.0111,16,-0.4604,28,0.54068,19,-0.2792
ENSG00000069702,TGFBR3,17,1.19913,8,-0.2500,5,-1.1340,8,-0.3019
ENSG00000172031,EPHX4,8,-2.0555,17,-0.8708,21,-0.5492,52,1.74416
ENSG00000189195,BTBD8,41,-1.1438,77,-0.0135,90,0.27271,95,0.49320
ENSG00000122484,RPAP2,14,-0.2875,12,-0.4966,25,0.86778,14,-0.3816
ENSG00000067208,EVI5,26,0.22775,17,-0.5007,29,0.48006,19,-0.4162
ENSG00000122406,RPL5,849,0.51366,793,0.31245,523,-0.4257,576,-0.2973
ENSG00000154511,DIPK1A,22,-0.6206,23,-0.4858,40,0.46012,35,0.24090
ENSG00000143033,MTF2,12,-0.5767,8,-1.1953,21,0.49791,19,0.38057
ENSG00000117500,TMED5,32,0.36959,28,0.10068,19,-0.5463,27,0.03258
ENSG00000117505,DR1,49,-0.3100,38,-0.6700,67,0.28046,64,0.25666
ENSG00000137942,FNBP1L,25,-0.1254,15,-0.8667,41,0.87560,22,-0.3918
ENSG00000067334,DNTTIP2,28,-0.3008,25,-0.4424,36,0.15928,37,0.27507
ENSG00000023909,GCLM,21,-0.2361,17,-0.5503,33,0.61324,23,-0.1381
ENSG00000117528,ABCD3,42,0.53552,22,-0.5670,30,-0.1379,30,-0.1321
ENSG00000117525,F3,167,2.12619,38,-0.9747,35,-1.2283,40,-1.1315
ENSG00000117519,CNN3,216,1.61667,63,-0.8424,86,-0.3925,62,-1.1040
ENSG00000172339,ALG14,17,0.16633,11,-0.6062,13,-0.3952,19,0.38768
ENSG00000152078,TLCD4,34,-0.2434,26,-0.6222,46,0.37483,40,0.11324
ENSG00000122481,RWDD3,24,0.24037,13,-0.7554,21,0.03806,22,0.05806
ENSG00000228971,LINC02607,43,-0.7014,28,-1.2619,89,0.70934,71,0.27667
ENSG00000117569,PTBP2,55,-0.2068,40,-0.7024,69,0.22748,68,0.23865
ENSG00000225206,MIR137HG,8,-0.8375,12,-0.0761,13,0.07155,15,0.52905
ENSG00000162627,SNX7,21,0.15480,8,-1.3783,17,-0.2234,24,0.47751
ENSG00000117598,PLPPR5,21,-0.8978,39,0.16403,29,-0.3644,48,0.76360
ENSG00000117600,PLPPR4,77,-1.6110,79,-1.4214,132,-0.7159,356,1.83960
ENSG00000099260,PALMD,7,-0.5284,8,-0.3268,1,-3.0577,18,1.76869
ENSG00000162688,AGL,22,0.25909,11,-0.7979,23,0.34220,18,-0.2079
ENSG00000117620,SLC35A3,16,0.35648,8,-0.8345,16,0.31738,12,-0.2635
ENSG00000156875,MFSD14A,28,-0.7928,30,-0.5764,53,0.41061,52,0.41345
ENSG00000137992,DBT,24,0.00702,23,0.00377,26,0.23794,21,-0.2095
ENSG00000137996,RTCA,30,-0.8638,34,-0.5779,54,0.22067,62,0.61045
ENSG00000181656,GPR88,8,-1.6787,7,-1.6354,9,-1.4095,43,2.32385
ENSG00000162694,EXTL2,20,-0.5669,25,-0.1370,39,0.70821,26,-0.1640
ENSG00000117543,DPH5,11,-0.5882,7,-1.1871,15,0.00250,21,0.78983
ENSG00000170989,S1PR1,134,1.73263,48,-0.4510,40,-0.8222,37,-1.0789
ENSG00000118733,OLFM3,17,-1.6023,16,-1.5188,51,0.28182,66,1.11547
ENSG00000185946,RNPC3,16,0.00685,22,0.48854,13,-0.3847,16,0.02307
ENSG00000198890,PRMT6,14,-0.4439,17,0.01233,19,0.22071,18,0.13686
ENSG00000162631,NTNG1,7,-1.3233,3,-2.2227,14,-0.2358,26,1.51808
ENSG00000162636,FAM102B,34,-0.7132,35,-0.5926,88,1.16594,43,-0.3730
ENSG00000162639,HENMT1,13,-0.8150,12,-0.8974,33,0.93043,22,0.03683
ENSG00000134186,PRPF38B,24,-0.0228,34,0.55345,23,-0.0861,22,-0.2156
ENSG00000116266,STXBP3,35,0.17509,23,-0.5600,24,-0.5359,39,0.45503
ENSG00000121957,GPSM2,20,1.15039,9,-0.3849,9,-0.4149,9,-0.6534
ENSG00000121940,CLCC1,24,0.01759,9,-1.5157,17,-0.5744,33,0.83639
ENSG00000085433,WDR47,60,-1.2327,85,-0.5508,157,0.53951,148,0.50887
ENSG00000197780,TAF13,55,0.01282,61,0.16942,71,0.52819,41,-0.5881
ENSG00000215717,TMEM167B,35,-0.4147,48,0.14072,49,0.19860,46,0.07472
ENSG00000179902,C1orf194,17,0.66126,7,-0.7745,14,0.34466,9,-0.6231
ENSG00000116299,KIAA1324,17,-0.8551,25,-0.1882,29,0.05151,35,0.59973
ENSG00000031698,SARS,156,-0.4390,179,-0.1620,180,-0.1702,242,0.51080
ENSG00000143126,CELSR2,99,-0.5499,143,0.11424,110,-0.3698,170,0.59583
ENSG00000134222,PSRC1,29,-0.7812,40,-0.1623,28,-0.8422,68,1.12929
ENSG00000134243,SORT1,128,-0.4715,107,-0.6997,143,-0.2770,225,0.79244
ENSG00000143106,PSMA5,59,-0.5031,57,-0.4809,53,-0.6965,113,1.00403
ENSG00000174151,CYB561D1,11,-0.5402,20,0.42559,13,-0.3052,18,0.38951
ENSG00000181754,AMIGO1,25,-0.6125,16,-1.1807,35,-0.0231,48,0.82194
ENSG00000065135,GNAI3,25,0.54486,21,0.15207,21,0.15546,13,-0.7342
ENSG00000116337,AMPD2,72,-0.3714,133,0.68877,71,-0.4116,96,0.19740
ENSG00000168765,GSTM4,46,0.35145,32,-0.2762,29,-0.5228,42,0.19864
ENSG00000134201,GSTM5,82,1.97706,13,-1.4959,25,-0.6652,20,-1.1695
ENSG00000134202,GSTM3,345,0.68772,222,-0.1749,157,-0.8199,250,0.02763
ENSG00000168710,AHCYL1,417,1.49556,115,-0.9855,156,-0.5869,153,-0.7230
ENSG00000143093,STRIP1,30,-0.7767,44,-0.0782,61,0.57896,47,0.06448
ENSG00000197106,SLC6A17,82,-0.9532,133,-0.0857,245,1.20937,112,-0.4908
ENSG00000116396,KCNC4,62,0.00814,49,-0.3689,65,0.08780,64,0.07799
ENSG00000134248,LAMTOR5,241,0.01687,259,0.13072,208,-0.2675,253,0.12603
ENSG00000177301,KCNA2,46,-0.4045,48,-0.2928,93,1.00699,45,-0.5322
ENSG00000259834,AL365361.1,15,-0.7767,25,0.12640,31,0.59135,23,-0.0437
ENSG00000121931,LRIF1,17,-0.4408,14,-0.7318,20,-0.1821,30,0.71716
ENSG00000156171,DRAM2,16,0.40724,5,-1.2527,12,-0.1618,14,0.19597
ENSG00000134255,CEPT1,20,-0.3564,26,0.07447,28,0.26256,25,0.01241
ENSG00000116455,WDR77,12,-0.8020,18,-0.1167,20,0.00321,25,0.57910
ENSG00000116459,ATP5PB,174,-0.2391,148,-0.4648,166,-0.3260,251,0.59795
ENSG00000116473,RAP1A,71,0.90352,35,-0.4130,35,-0.4910,40,-0.3021
ENSG00000197852,INKA2,23,-0.7770,36,0.04838,41,0.29860,39,0.25750
ENSG00000064703,DDX20,7,-0.6024,13,0.40734,12,0.30203,10,-0.0343
ENSG00000171385,KCND3,54,-0.8220,93,0.14562,111,0.53261,86,0.02813
ENSG00000231437,LINC01750,10,-1.3005,19,-0.2020,14,-0.8036,36,1.38222
ENSG00000143079,CTTNBP2NL,12,0.17783,16,0.63367,7,-0.6255,11,-0.0489
ENSG00000007341,ST7L,8,-0.1337,7,-0.4831,10,0.13985,10,0.18581
ENSG00000116489,CAPZA1,42,-0.5287,56,-0.0061,73,0.51281,55,-0.0590
ENSG00000155366,RHOC,157,1.33536,88,0.04241,69,-0.3892,48,-1.1570
ENSG00000155367,PPM1J,11,-0.0182,10,-0.1142,13,0.37993,9,-0.2636
ENSG00000155380,SLC16A1,42,1.12471,18,-0.5077,30,0.35777,12,-1.3692
ENSG00000198799,LRIG2,12,0.22205,5,-1.2479,16,0.78370,8,-0.4943
ENSG00000081026,MAGI3,21,-0.1513,18,-0.3691,32,0.69976,19,-0.3617
ENSG00000116793,PHTF1,15,-0.6353,21,-0.0280,27,0.40688,23,0.11545
ENSG00000081019,RSBN1,19,-0.5140,13,-1.0566,37,0.74763,27,0.07734
ENSG00000134262,AP4B1,15,-0.4815,20,0.02333,26,0.52109,19,-0.1123
ENSG00000163349,HIPK1,59,-0.1503,59,-0.1235,62,-0.0420,70,0.20306
ENSG00000197323,TRIM33,36,-0.2812,26,-0.7409,50,0.38100,45,0.17191
ENSG00000116752,BCAS2,81,-0.3193,120,0.37798,100,0.07947,95,-0.0177
ENSG00000213281,NRAS,28,0.01097,18,-0.6891,34,0.38055,27,-0.0646
ENSG00000009307,CSDE1,191,-0.2346,237,0.15073,255,0.33145,200,-0.1760
ENSG00000052723,SIKE1,22,0.75466,24,0.79554,12,-0.3924,9,-0.9352
ENSG00000163399,ATP1A1,189,-1.4089,174,-1.4003,336,-0.4371,726,1.56439
ENSG00000143061,IGSF3,7,-1.3733,9,-0.8464,14,-0.1699,24,1.22535
ENSG00000134247,PTGFRN,8,-1.4840,15,-0.4758,39,1.38637,18,-0.2539
ENSG00000198162,MAN1A2,160,0.45114,202,0.79049,90,-0.6274,106,-0.4083
ENSG00000065183,WDR3,10,-0.6703,20,0.60265,12,-0.3140,16,0.37217
ENSG00000260941,LINC00622,7,-1.0999,9,-0.7646,20,0.69268,17,0.37573
ENSG00000092621,PHGDH,168,1.95960,42,-0.9048,47,-0.8164,40,-1.2148
ENSG00000134250,NOTCH2,58,1.88293,21,-0.3723,13,-1.1708,15,-1.0873
ENSG00000265808,SEC22B,50,-0.2663,74,0.42391,55,-0.0952,59,0.05722
ENSG00000226067,LINC00623,40,0.55870,26,-0.2380,28,-0.1630,27,-0.2636
ENSG00000171943,SRGAP2C,27,0.41080,26,0.28306,18,-0.3207,20,-0.2575
ENSG00000232527,LINC02802,34,0.00500,41,0.29513,27,-0.4733,37,0.19154
ENSG00000196369,SRGAP2B,11,-0.0526,10,-0.1580,16,0.67864,9,-0.5173
ENSG00000265491,RNF115,40,0.04187,31,-0.3730,32,-0.3924,46,0.40457
ENSG00000186141,POLR3C,12,-0.3850,12,-0.2946,16,0.12805,17,0.30281
ENSG00000131788,PIAS3,19,-0.0735,14,-0.4858,21,0.18978,20,0.10016
ENSG00000198483,ANKRD35,34,0.90237,27,0.32157,15,-0.6562,17,-0.5544
ENSG00000131779,PEX11B,25,-0.7986,31,-0.3611,38,-0.0443,51,0.70705
ENSG00000265241,RBM8A,97,0.06512,104,0.18384,80,-0.2850,96,0.07350
ENSG00000271601,LIX1L,23,0.82497,18,0.18745,11,-0.6757,13,-0.3759
ENSG00000272031,ANKRD34A,29,-0.6685,49,0.25435,32,-0.5031,55,0.68292
ENSG00000121851,POLR3GL,37,0.31693,36,0.19661,28,-0.1985,29,-0.2146
ENSG00000265972,TXNIP,91,3.42759,7,-2.0519,11,-1.5833,6,-2.6982
ENSG00000131791,PRKAB2,10,-0.6588,16,0.15485,18,0.41516,15,0.03523
ENSG00000116128,BCL9,10,-0.0322,9,-0.2942,9,-0.2807,12,0.35689
ENSG00000227733,AC239809.3,13,0.42071,7,-0.5668,8,-0.4238,11,0.17890
ENSG00000178104,PDE4DIP,183,0.06305,156,-0.2128,134,-0.5223,210,0.41017
ENSG00000274265,AC245297.3,14,0.71601,17,0.84519,11,0.15089,4,-1.5319
ENSG00000178096,BOLA1,26,0.21760,37,0.74196,16,-0.6853,22,-0.1174
ENSG00000159164,SV2A,147,-1.2184,317,0.11963,423,0.74562,300,0.04185
ENSG00000143368,SF3B4,21,-0.0943,31,0.54194,15,-0.7656,26,0.30648
ENSG00000264522,OTUD7B,18,1.44231,8,-0.1777,10,0.16637,3,-1.8781
ENSG00000285184,AC244033.2,11,0.14350,16,0.73329,9,-0.3138,9,-0.3009
ENSG00000136631,VPS45,37,-0.3252,42,-0.0704,40,-0.1672,51,0.39606
ENSG00000023902,PLEKHO1,68,0.37361,61,0.12667,46,-0.3797,54,-0.0960
ENSG00000143401,ANP32E,80,0.71708,40,-0.5573,62,0.19801,42,-0.6190
ENSG00000117362,APH1A,44,0.39248,31,-0.2162,37,0.07222,31,-0.3068
ENSG00000118292,C1orf54,40,1.44340,21,0.02685,14,-0.7072,12,-1.0233
ENSG00000266472,MRPS21,316,0.00389,382,0.32253,285,-0.1907,312,-0.0192
