Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2,Feature log2 fold change topic 2,Feature count topic 3,Feature log2 fold change topic 3,Feature count topic 4,Feature log2 fold change topic 4,Feature count topic 5to8,Feature log2 fold change topic 5to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11to12,Feature log2 fold change topic 11to12
ENSG00000122085,MTERF4,20,-0.3773,23,-0.1448,32,0.34502,22,-0.2154,31,0.43392,16,-0.7183,16,-0.6761,26,0.06634
ENSG00000115685,PPP1R7,105,-0.6199,104,-0.6328,186,0.27053,158,0.00774,203,0.59567,96,-0.7571,103,-0.6538,160,0.03583
ENSG00000115677,HDLBP,158,0.30322,157,0.28747,126,-0.0622,122,-0.1065,149,0.30105,106,-0.3283,101,-0.4009,100,-0.4438
ENSG00000168385,SEPTIN2,73,-0.4099,124,0.42374,55,-0.8249,90,-0.0847,64,-0.7960,156,0.80400,172,0.96462,107,0.21362
ENSG00000115694,STK25,151,0.42211,129,0.17118,95,-0.3120,120,0.05969,136,0.36804,55,-1.1300,76,-0.6462,109,-0.1050
ENSG00000176720,BOK,27,0.76373,44,1.60526,0,-5.7228,5,-1.6007,8,-1.4307,47,1.72311,37,1.30728,4,-1.9930
ENSG00000176946,THAP4,25,-0.7207,38,-0.1046,41,0.01647,57,0.55921,46,0.32468,61,0.65326,24,-0.7987,26,-0.7299
ENSG00000168397,ATG4B,50,-0.0364,50,-0.0410,55,0.12076,56,0.13436,64,0.52360,42,-0.3094,37,-0.5119,34,-0.6907
ENSG00000168393,DTYMK,8,-0.2174,10,0.26314,8,-0.1576,4,-1.0131,6,-0.8171,10,0.25849,14,0.69895,14,0.83475
ENSG00000168395,ING5,29,0.57491,25,0.36494,17,-0.2146,17,-0.2775,18,-0.2275,21,0.07085,16,-0.3802,22,0.15190
ENSG00000180902,D2HGDH,15,-0.1903,9,-0.9494,16,-0.1462,30,0.87184,24,0.74129,1,-3.2899,10,-0.8386,15,-0.1824
ENSG00000188011,RTP5,13,-1.7179,4,-3.2932,126,1.86447,34,-0.3010,60,0.87748,9,-2.3167,13,-1.6894,31,-0.5202
ENSG00000224318,CHL1-AS2,6,-1.3823,19,0.39408,12,-0.3112,19,0.42573,16,0.22460,14,-0.0311,14,-0.0400,13,-0.1717
ENSG00000134121,CHL1,249,-0.1253,258,-0.0680,247,-0.1400,446,0.81351,378,0.81136,144,-0.9633,87,-1.7063,146,-1.0109
ENSG00000144619,CNTN4,30,-0.0342,19,-0.7608,29,-0.1053,41,0.43485,45,0.87533,16,-1.0268,14,-1.1403,22,-0.5599
ENSG00000072756,TRNT1,17,0.52462,8,-0.5146,15,0.37571,6,-0.9185,16,0.63184,12,-0.0200,8,-0.6151,7,-0.8759
ENSG00000113851,CRBN,84,0.44751,63,-0.0236,56,-0.1825,53,-0.2686,63,-0.0276,82,0.39767,54,-0.2536,60,-0.1094
ENSG00000144455,SUMF1,20,0.60840,23,0.79431,9,-0.5595,9,-0.6725,14,0.04097,23,0.81357,9,-0.6105,8,-0.9068
ENSG00000175928,LRRN1,10,-1.1635,14,-0.7420,25,0.16588,11,-0.9882,34,1.03052,19,-0.2258,17,-0.4286,18,-0.3902
ENSG00000150995,ITPR1,147,0.34853,55,-1.1531,146,0.33783,144,0.32281,152,0.59644,63,-0.9527,57,-1.1048,96,-0.3467
ENSG00000134107,BHLHE40,38,-0.4490,30,-0.7996,75,0.59082,44,-0.2511,57,0.23088,95,0.99346,32,-0.7384,37,-0.5278
ENSG00000134108,ARL8B,209,0.51811,137,-0.1543,126,-0.2894,160,0.09076,193,0.56856,109,-0.5092,90,-0.7988,105,-0.6037
ENSG00000134109,EDEM1,13,0.34414,14,0.50700,10,-0.0078,13,0.40791,10,0.05512,1,-2.6355,8,-0.2924,10,-0.0050
ENSG00000196277,GRM7,25,0.23512,14,-0.5949,20,-0.1360,34,0.72677,32,0.94419,9,-1.2963,5,-2.2256,12,-0.9418
ENSG00000196220,SRGAP3,69,0.40795,67,0.36408,50,-0.0903,68,0.38170,54,0.02341,33,-0.7147,49,-0.1243,44,-0.3377
ENSG00000206573,THUMPD3-AS1,12,-0.3901,25,0.75470,25,0.77754,14,-0.1746,15,-0.0051,1,-3.3454,18,0.21512,14,-0.1147
ENSG00000134077,THUMPD3,31,0.74019,24,0.29054,21,0.07825,24,0.29565,15,-0.4773,19,-0.0520,19,-0.0818,18,-0.1117
ENSG00000168137,SETD5,47,0.83485,35,0.38770,29,0.06047,30,0.11815,22,-0.4599,37,0.45653,29,0.07858,19,-0.6553
ENSG00000156959,LHFPL4,33,0.06804,34,0.12230,31,-0.0331,38,0.28078,38,0.40972,28,-0.2081,15,-1.1612,25,-0.4108
ENSG00000163719,MTMR14,16,0.28506,17,0.34848,12,-0.1855,16,0.24445,15,0.27862,14,0.04548,11,-0.2486,7,-1.0000
ENSG00000114026,OGG1,14,0.06823,14,0.00974,14,0.06217,10,-0.4908,13,-0.1787,15,0.11897,12,-0.2578,18,0.45170
ENSG00000134072,CAMK1,40,-1.2851,45,-1.0905,178,1.05375,114,0.31546,135,0.90371,58,-0.7232,34,-1.4977,53,-0.9131
ENSG00000171148,TADA3,89,0.43371,89,0.44161,38,-0.8643,41,-0.7504,58,-0.3170,100,0.62653,64,-0.0863,78,0.26308
ENSG00000241553,ARPC4,144,0.16162,106,-0.3194,137,0.08496,116,-0.1853,168,0.59378,112,-0.2348,89,-0.5871,93,-0.5665
ENSG00000156990,RPUSD3,37,-0.1373,24,-0.7674,48,0.28509,40,-0.0331,58,0.85055,24,-0.8160,24,-0.8095,29,-0.5648
ENSG00000171135,JAGN1,29,0.13987,43,0.79267,28,0.10965,20,-0.4446,31,0.35353,13,-1.0788,18,-0.5519,21,-0.4016
ENSG00000163703,CRELD1,44,-0.1840,50,-0.0048,48,-0.0721,44,-0.2008,73,0.91435,31,-0.7466,14,-1.8961,39,-0.4264
ENSG00000163704,PRRT3,37,0.04358,19,-0.9370,50,0.51878,41,0.20222,50,0.78966,18,-1.0614,20,-0.8972,23,-0.7364
ENSG00000125037,EMC3,65,-0.4834,96,0.12759,78,-0.1912,70,-0.3568,113,0.56406,87,-0.0304,60,-0.5916,77,-0.2389
ENSG00000254999,BRK1,155,-0.4388,192,-0.1128,259,0.36318,159,-0.4054,254,0.48644,189,-0.1339,125,-0.7647,187,-0.1642
ENSG00000157014,TATDN2,29,0.17576,23,-0.1701,38,0.56805,36,0.51552,26,0.01405,26,-0.0328,22,-0.2861,17,-0.6673
ENSG00000157020,SEC13,23,-0.7494,45,0.28841,32,-0.2118,31,-0.2568,46,0.51030,37,-0.0089,20,-0.9471,36,-0.0549
ENSG00000157087,ATP2B2,212,0.21274,114,-0.7455,209,0.18898,241,0.41592,270,0.90920,82,-1.2442,69,-1.4986,110,-0.8675
ENSG00000132164,SLC6A11,16,0.28402,14,0.09149,18,0.51178,9,-0.6162,11,-0.3239,8,-0.7810,20,0.65024,14,0.14173
ENSG00000157103,SLC6A1,105,-0.5382,541,2.24747,88,-0.8097,98,-0.6518,91,-0.9627,98,-0.6495,123,-0.2937,186,0.38934
ENSG00000196639,HRH1,8,-0.7361,12,-0.1012,9,-0.6015,8,-0.6457,19,0.94168,20,0.69881,8,-0.6760,6,-1.0811
ENSG00000197548,ATG7,23,0.09007,31,0.59113,21,-0.0226,29,0.45815,23,0.20196,13,-0.7827,18,-0.2964,14,-0.6375
ENSG00000144560,VGLL4,34,0.14597,30,-0.0766,55,0.90836,16,-1.0412,29,-0.1290,31,-0.0149,25,-0.3515,33,0.11834
ENSG00000144559,TAMM41,15,0.29913,11,-0.2135,24,1.02223,20,0.74631,12,-0.0169,7,-0.8167,10,-0.3633,7,-0.9689
ENSG00000157152,SYN2,1227,1.08842,487,-0.4023,705,0.17620,571,-0.1572,804,0.56192,344,-0.9306,279,-1.2462,371,-0.8799
ENSG00000075975,MKRN2,20,0.04148,18,-0.0688,14,-0.5236,29,0.62348,22,0.31790,15,-0.3866,10,-1.0060,18,-0.0695
ENSG00000132155,RAF1,34,0.28730,30,0.09601,27,-0.0701,28,-0.0197,28,-0.0380,44,0.67662,28,-0.0423,19,-0.6349
ENSG00000144712,CAND2,23,0.72640,14,-0.0716,24,0.78819,24,0.78872,15,0.09154,4,-1.9014,7,-1.1481,9,-0.7319
ENSG00000144713,RPL32,670,-1.1164,1401,0.01491,1355,-0.0374,1272,-0.1361,1093,-0.4896,2344,0.84884,1713,0.33448,1763,0.42543
ENSG00000144711,IQSEC1,217,0.73787,175,0.39080,97,-0.5416,178,0.41181,140,0.04240,99,-0.5052,104,-0.4346,109,-0.3944
ENSG00000163517,HDAC11,50,0.29754,65,0.73182,39,-0.0933,20,-1.1028,39,-0.0878,40,-0.0466,42,0.03838,40,-0.0387
ENSG00000163520,FBLN2,9,-1.1995,12,-0.6880,9,-1.1814,17,-0.2056,27,0.69200,47,1.40566,7,-1.4345,14,-0.5062
ENSG00000163528,CHCHD4,15,0.03266,26,0.89022,18,0.25780,20,0.41965,15,0.03736,5,-1.6610,7,-1.1985,14,-0.0799
ENSG00000170876,TMEM43,20,-0.1476,23,0.04569,34,0.69230,15,-0.5666,29,0.61446,20,-0.1557,13,-0.8017,12,-0.9491
ENSG00000154767,XPC,19,0.12165,18,0.07971,19,0.15356,16,-0.0803,20,0.35973,14,-0.2866,15,-0.1955,12,-0.5857
ENSG00000170860,LSM3,66,-0.7902,98,-0.1977,104,-0.0966,146,0.43329,130,0.35456,84,-0.4372,83,-0.4444,115,0.06886
ENSG00000154781,CCDC174,19,0.91635,17,0.78440,12,0.21778,11,0.01540,6,-0.9180,9,-0.1777,17,0.71236,8,-0.4837
ENSG00000225733,FGD5-AS1,93,-0.1746,146,0.53363,77,-0.4735,85,-0.3221,101,-0.0725,131,0.36423,112,0.10768,103,-0.0310
ENSG00000177463,NR2C2,23,-0.5047,46,0.53290,35,0.09698,28,-0.2446,44,0.69687,10,-1.7494,21,-0.6899,27,-0.3413
ENSG00000131368,MRPS25,46,-0.4209,67,0.16246,73,0.31340,62,0.03695,72,0.41598,57,-0.0826,34,-0.8821,47,-0.4075
ENSG00000131381,RBSN,65,0.57192,48,0.09993,41,-0.1568,40,-0.2082,50,0.23562,29,-0.6853,46,0.02855,37,-0.3590
ENSG00000131370,SH3BP5,115,0.76524,78,0.14902,47,-0.6435,71,-0.0136,95,0.68187,54,-0.4331,34,-1.1398,38,-1.0302
ENSG00000206562,METTL6,11,-0.2049,10,-0.2969,13,-0.0090,11,-0.2663,11,-0.2494,13,0.00732,13,0.04453,18,0.65388
ENSG00000144597,EAF1,24,0.34587,16,-0.2922,12,-0.7238,17,-0.2150,26,0.65989,18,-0.1256,11,-0.8615,16,-0.3379
ENSG00000206560,ANKRD28,41,0.89868,37,0.72688,30,0.40568,13,-0.9121,22,-0.0753,12,-0.9336,16,-0.5433,20,-0.2408
ENSG00000154813,DPH3,12,-0.6304,26,0.61854,15,-0.2920,12,-0.6333,18,0.00511,29,0.79197,14,-0.3879,17,-0.0438
ENSG00000131378,RFTN1,22,-0.6920,4,-3.0705,56,0.77984,44,0.37218,57,1.31362,13,-1.4948,12,-1.5701,16,-1.1890
ENSG00000154822,PLCL2,53,1.29412,24,0.02230,26,0.13751,11,-1.1337,31,0.59033,10,-1.3449,11,-1.2080,14,-0.8384
ENSG00000131374,TBC1D5,29,-0.5117,74,0.96019,26,-0.6976,55,0.46175,34,-0.3833,37,-0.1818,38,-0.1270,49,0.29730
ENSG00000182568,SATB1,189,1.23878,268,1.88117,18,-2.3557,85,-0.0713,67,-0.5602,67,-0.4300,50,-0.8786,59,-0.6673
ENSG00000144566,RAB5A,125,0.38827,106,0.13027,67,-0.5891,120,0.32130,87,-0.2441,138,0.54457,104,0.09811,83,-0.2780
ENSG00000114166,KAT2B,25,-0.2957,40,0.45873,24,-0.3435,19,-0.6764,15,-1.3003,59,1.08631,58,1.05784,38,0.40715
ENSG00000151789,ZNF385D,32,0.32520,139,3.07313,6,-2.2054,20,-0.4434,11,-1.6265,29,0.14634,22,-0.3007,13,-1.1477
ENSG00000182247,UBE2E2,63,-0.5851,64,-0.5763,97,0.07801,122,0.44503,139,0.99832,64,-0.5581,38,-1.3269,52,-0.9320
ENSG00000170142,UBE2E1,35,-0.8366,64,0.11350,44,-0.4816,58,-0.0416,62,0.08067,71,0.27197,59,-0.0175,69,0.25375
ENSG00000197885,NKIRAS1,68,0.10259,61,-0.0503,44,-0.5435,67,0.09768,88,0.79086,31,-1.1046,37,-0.8052,49,-0.4311
ENSG00000174748,RPL15,632,-0.4779,870,0.01856,750,-0.2121,855,-0.0073,913,0.13405,985,0.21615,769,-0.1745,899,0.07826
ENSG00000174738,NR1D2,48,0.08050,37,-0.2981,43,-0.0818,56,0.32504,59,0.60966,30,-0.6299,33,-0.5104,31,-0.6381
ENSG00000151090,THRB,144,0.34191,102,-0.1971,41,-1.5853,217,1.02056,159,0.74539,64,-0.9092,48,-1.3326,70,-0.8305
ENSG00000077097,TOP2B,101,0.18025,83,-0.1276,70,-0.4054,123,0.48654,106,0.35806,83,-0.1393,76,-0.2704,63,-0.6123
ENSG00000151092,NGLY1,14,-0.1160,22,0.59834,7,-1.1048,13,-0.2459,19,0.55433,17,0.15026,11,-0.5416,10,-0.6071
ENSG00000179796,LRRC3B,22,-0.0239,31,0.51850,18,-0.3273,14,-0.7602,14,-0.8424,18,-0.3499,33,0.60753,38,0.94447
ENSG00000033867,SLC4A7,43,0.62369,55,1.02917,32,0.12639,15,-1.0237,15,-1.1898,37,0.36411,37,0.37891,34,0.29764
ENSG00000187118,CMC1,14,-1.5343,41,0.10268,34,-0.2228,61,0.72389,43,0.20564,46,0.27698,25,-0.6505,37,-0.0905
ENSG00000163512,AZI2,48,0.08560,103,1.36303,27,-0.7785,24,-0.9442,41,-0.1899,52,0.23191,41,-0.1545,41,-0.1767
ENSG00000144642,RBMS3,6,-0.7041,33,2.07637,5,-0.8534,8,-0.2759,2,-2.6437,20,1.17902,7,-0.4923,15,0.71207
ENSG00000163527,STT3B,119,1.28288,81,0.62727,57,0.07655,63,0.23721,43,-0.4655,53,-0.0295,36,-0.6264,35,-0.7205
ENSG00000144645,OSBPL10,15,0.47537,12,0.09425,13,0.24476,15,0.49130,13,0.39128,2,-2.4155,8,-0.5463,8,-0.5888
ENSG00000152642,GPD1L,46,0.19632,45,0.17475,48,0.29176,36,-0.1756,54,0.67331,28,-0.5717,17,-1.2992,24,-0.8307
ENSG00000091317,CMTM6,12,-0.6743,20,0.10750,17,-0.1554,4,-2.0963,11,-0.9872,73,2.36506,23,0.32800,15,-0.3232
ENSG00000144635,DYNC1LI1,57,-0.0308,84,0.57477,46,-0.3657,62,0.10255,70,0.42011,55,-0.0846,30,-1.0329,42,-0.5273
ENSG00000182973,CNOT10,11,0.11295,9,-0.1086,15,0.58677,9,-0.0951,11,0.23110,8,-0.2849,5,-0.9553,9,-0.1792
ENSG00000170266,GLB1,9,-1.0279,31,0.81655,12,-0.6812,26,0.49971,21,0.19169,32,0.83228,9,-1.0907,12,-0.7237
ENSG00000170275,CRTAP,36,-0.0311,40,0.13679,23,-0.6676,22,-0.7663,26,-0.6646,109,1.86235,42,0.21358,30,-0.3091
ENSG00000153558,FBXL2,40,-0.0469,28,-0.5775,28,-0.5903,43,0.07507,71,1.43304,18,-1.2384,14,-1.6375,19,-1.2535
ENSG00000153560,UBP1,51,0.29671,36,-0.2638,46,0.13913,44,0.07094,51,0.41137,32,-0.4495,30,-0.5204,33,-0.4258
ENSG00000163539,CLASP2,212,0.49378,240,0.69922,156,0.00884,162,0.06827,159,0.05256,126,-0.3225,95,-0.7660,118,-0.4581
ENSG00000170248,PDCD6IP,67,0.80274,31,-0.4471,29,-0.5485,46,0.19020,44,0.15083,77,1.03330,24,-0.8147,21,-1.1037
ENSG00000172995,ARPP21,70,-1.4451,46,-2.0541,416,1.38591,233,0.40725,274,1.03588,32,-2.5616,67,-1.5004,102,-0.9435
ENSG00000178567,EPM2AIP1,113,0.77581,89,0.39759,52,-0.4544,55,-0.3532,76,0.19524,71,0.03809,44,-0.7060,53,-0.4527
ENSG00000076242,MLH1,20,0.05325,32,0.81959,14,-0.5114,28,0.58251,23,0.36767,13,-0.6434,10,-0.9407,12,-0.7942
ENSG00000093167,LRRFIP2,23,-0.2631,38,0.55918,28,0.05075,30,0.15142,28,0.09405,28,0.03991,28,0.04353,18,-0.6281
ENSG00000144674,GOLGA4,92,0.37640,102,0.53662,53,-0.4945,46,-0.6945,51,-0.7234,195,1.65860,90,0.34242,46,-0.7641
ENSG00000144677,CTDSPL,12,-0.5993,23,0.42537,24,0.51927,10,-0.8067,16,-0.1079,28,0.73538,16,-0.1307,15,-0.2394
ENSG00000060971,ACAA1,45,0.02043,44,-0.0315,35,-0.3742,38,-0.2600,47,0.11297,47,0.10189,47,0.07515,45,0.04005
ENSG00000172939,OXSR1,13,-0.2274,28,0.96977,19,0.37525,9,-0.7249,12,-0.3737,26,0.85348,14,-0.0738,11,-0.5502
ENSG00000114742,WDR48,53,0.43178,54,0.47755,31,-0.3703,32,-0.3391,44,0.23647,37,-0.1240,32,-0.3449,31,-0.4057
ENSG00000114745,GORASP1,26,0.14788,21,-0.1875,23,-0.0439,13,-0.9057,32,0.71962,16,-0.6119,18,-0.4145,19,-0.3491
ENSG00000144655,CSRNP1,12,-0.5760,24,0.43141,41,1.31773,8,-1.2017,8,-1.5662,45,1.50133,25,0.48941,16,-0.2007
ENSG00000144659,SLC25A38,25,0.00367,15,-0.8114,27,0.10971,36,0.56761,33,0.65618,11,-1.2024,7,-1.8354,23,-0.1180
ENSG00000168028,RPSA,260,-0.6598,484,0.31097,315,-0.3658,435,0.13948,305,-0.5445,609,0.68525,500,0.36409,477,0.31966
ENSG00000168314,MOBP,59,-0.3672,120,0.75500,1,-5.7778,13,-2.6046,14,-2.9139,315,2.55701,300,2.45114,18,-2.1908
ENSG00000170011,MYRIP,85,1.29786,56,0.60751,1,-4.4277,24,-0.7451,38,0.00115,33,-0.2303,44,0.21562,32,-0.3079
ENSG00000114784,EIF1B,123,-0.5084,228,0.45304,168,-0.0298,199,0.23414,209,0.45060,110,-0.6808,100,-0.8274,146,-0.2664
ENSG00000168032,ENTPD3,15,-0.4650,23,0.21389,18,-0.1535,25,0.34220,27,0.71790,4,-2.2670,6,-1.6966,20,0.00190
ENSG00000188846,RPL14,271,-1.1306,488,-0.2368,617,0.13182,674,0.27199,508,-0.2330,813,0.57527,534,-0.0940,691,0.34697
ENSG00000168036,CTNNB1,186,0.01214,191,0.05531,182,-0.0169,192,0.06499,204,0.22508,197,0.10933,132,-0.5126,157,-0.2688
ENSG00000182606,TRAK1,66,0.39082,57,0.13822,40,-0.4072,87,0.83506,48,-0.1636,51,-0.0167,40,-0.4139,45,-0.2506
ENSG00000187094,CCK,662,-1.4165,374,-2.2596,1484,-0.1897,3958,1.43033,2500,0.98413,538,-1.7257,506,-1.8162,1294,-0.4377
ENSG00000281160,AC018358.1,3,-2.1079,2,-2.8294,18,0.27194,36,1.44350,22,0.93741,14,-0.1470,2,-2.9417,8,-0.9664
ENSG00000114812,VIPR1,20,0.21535,5,-1.7239,22,0.38841,18,0.06054,28,1.15695,4,-2.1976,4,-2.0026,12,-0.6076
ENSG00000093183,SEC22C,37,0.17458,31,-0.1054,30,-0.1417,30,-0.1385,36,0.21845,28,-0.2238,29,-0.1859,32,-0.0426
ENSG00000008324,SS18L2,31,-0.3661,33,-0.2716,63,0.75990,35,-0.1724,44,0.25483,42,0.10859,23,-0.7845,34,-0.2617
ENSG00000114857,NKTR,43,0.44728,45,0.50200,23,-0.5264,18,-0.8783,29,-0.2266,58,0.91486,61,1.00900,13,-1.4365
ENSG00000114853,ZBTB47,25,-0.0936,42,0.73457,20,-0.4148,14,-0.9750,24,-0.2338,32,0.29573,38,0.56949,26,-0.0229
ENSG00000010282,HHATL,17,-1.0552,26,-0.4367,32,-0.1287,22,-0.7126,25,-0.6259,33,-0.1055,49,0.55503,69,1.26994
ENSG00000181061,HIGD1A,356,0.60840,347,0.56491,150,-0.7429,320,0.43535,231,-0.1138,178,-0.4837,239,-0.0306,204,-0.2978
ENSG00000144647,POMGNT2,27,-0.7369,41,-0.0939,46,0.09784,37,-0.2394,73,1.31196,12,-1.8769,20,-1.1436,24,-0.9793
ENSG00000163788,SNRK,26,-0.2859,54,0.85243,21,-0.6026,52,0.80288,29,-0.1890,31,-0.0310,11,-1.5332,34,0.12650
ENSG00000160746,ANO10,12,-0.5295,17,0.03493,5,-1.8118,6,-1.5385,25,0.88316,16,-0.0956,14,-0.3064,18,0.06802
ENSG00000011198,ABHD5,11,-0.2577,24,0.98210,6,-1.1213,9,-0.5530,9,-0.5911,26,1.12499,13,0.03807,14,0.12067
ENSG00000179152,TCAIM,22,0.47381,14,-0.2426,16,0.00316,12,-0.4771,14,-0.2814,22,0.46656,10,-0.7958,22,0.48673
ENSG00000185219,ZNF445,21,0.74846,18,0.50065,20,0.72248,14,0.12756,10,-0.5424,10,-0.4132,14,0.11404,9,-0.5023
ENSG00000163807,KIAA1143,36,0.26398,46,0.67233,20,-0.6357,34,0.19133,33,0.16449,29,-0.0766,22,-0.5017,23,-0.4605
ENSG00000169964,TMEM42,35,0.18681,29,-0.0905,16,-0.9966,37,0.29759,43,0.82195,18,-0.8259,20,-0.6662,20,-0.6748
ENSG00000163812,ZDHHC3,39,0.49188,20,-0.5037,23,-0.3073,40,0.53242,35,0.43672,14,-1.0312,19,-0.6335,24,-0.2946
ENSG00000075914,EXOSC7,29,-0.2313,32,-0.0424,40,0.29022,52,0.70100,39,0.32979,15,-1.1739,19,-0.8095,29,-0.2465
ENSG00000249992,TMEM158,75,-0.3502,24,-2.0344,103,0.14692,118,0.36148,156,1.29465,30,-1.7058,21,-2.2355,67,-0.5695
ENSG00000011376,LARS2,14,0.28020,24,1.13877,6,-1.0964,7,-0.8786,13,0.19282,11,-0.1191,10,-0.3068,10,-0.3390
ENSG00000211456,SACM1L,106,1.29033,67,0.52552,53,0.14386,53,0.15934,44,-0.1733,28,-0.8324,24,-1.0585,35,-0.5341
ENSG00000163818,LZTFL1,24,-0.5789,33,-0.1041,43,0.32111,29,-0.3131,47,0.69774,32,-0.1160,19,-0.9146,26,-0.5084
ENSG00000163827,LRRC2,52,1.07163,19,-0.4951,17,-0.7312,20,-0.4612,38,0.81893,7,-1.9300,19,-0.5538,18,-0.6242
ENSG00000181585,TMIE,10,-0.7967,18,0.06680,17,-0.0140,12,-0.5725,28,1.15353,15,-0.2717,10,-0.7662,8,-1.2863
ENSG00000160799,CCDC12,33,-0.3610,41,-0.0068,33,-0.3339,40,-0.0412,54,0.63511,39,-0.0817,24,-0.8269,34,-0.3269
ENSG00000181555,SETD2,39,0.64550,28,0.11838,31,0.28464,16,-0.6684,25,-0.0740,30,0.24370,16,-0.7308,25,-0.0625
ENSG00000088727,KIF9,21,0.14767,22,0.25184,5,-1.8592,17,-0.1012,16,-0.2921,28,0.62172,17,-0.1078,25,0.47741
ENSG00000114648,KLHL18,40,1.07003,16,-0.4209,13,-0.7050,19,-0.1306,24,0.34854,23,0.13040,14,-0.5688,13,-0.7031
ENSG00000076201,PTPN23,30,0.10700,28,-0.0126,25,-0.1972,43,0.65675,27,-0.1073,33,0.23408,19,-0.6175,27,-0.0725
ENSG00000114650,SCAP,40,0.57084,38,0.51509,24,-0.2452,35,0.36488,29,0.10309,24,-0.1981,14,-1.0394,21,-0.4875
ENSG00000163832,ELP6,30,0.17819,25,-0.0725,19,-0.4851,38,0.55762,31,0.36635,17,-0.6234,17,-0.6821,23,-0.2160
ENSG00000114646,CSPG5,156,0.35797,200,0.76959,71,-0.8645,96,-0.3947,107,-0.3047,108,-0.2170,120,-0.0527,155,0.39273
ENSG00000173473,SMARCC1,37,0.51563,46,0.89164,15,-0.8653,14,-0.9233,15,-1.0523,38,0.55988,52,1.08742,28,0.06534
ENSG00000132153,DHX30,65,-0.4811,120,0.47195,108,0.30752,70,-0.3642,120,0.69288,57,-0.6882,51,-0.8435,59,-0.6770
ENSG00000047849,MAP4,270,0.02624,252,-0.0808,170,-0.6894,215,-0.3311,323,0.44590,290,0.13822,199,-0.4440,249,-0.1069
ENSG00000164050,PLXNB1,27,-0.2998,76,1.36029,18,-0.9259,16,-1.1266,11,-2.0240,56,0.84695,60,0.94589,51,0.79274
ENSG00000232112,TMA7,352,-0.8486,606,-0.0108,805,0.44134,469,-0.4098,620,0.03543,644,0.08365,533,-0.2105,717,0.28311
ENSG00000164054,SHISA5,150,0.83659,88,-0.0151,54,-0.7564,101,0.20022,90,0.02505,106,0.28010,65,-0.4869,72,-0.3624
ENSG00000010256,UQCRC1,186,-0.0493,219,0.20827,218,0.19697,204,0.09066,222,0.32471,139,-0.4986,113,-0.8170,170,-0.2151
ENSG00000008300,CELSR3,23,0.89133,9,-0.5732,17,0.37521,12,-0.1098,15,0.37463,7,-1.0032,7,-0.8891,10,-0.4017
ENSG00000213672,NCKIPSD,65,0.18720,45,-0.3961,57,-0.0175,65,0.18192,81,0.79942,40,-0.5868,24,-1.3515,38,-0.7103
ENSG00000068745,IP6K2,50,-0.1319,58,0.08308,57,0.07077,50,-0.1520,71,0.60444,33,-0.7629,33,-0.7740,46,-0.3022
ENSG00000114302,PRKAR2A,55,0.77922,44,0.40781,21,-0.7210,27,-0.3749,36,0.13496,38,0.19485,30,-0.2007,24,-0.5849
ENSG00000177479,ARIH2,28,0.38352,19,-0.2522,28,0.38335,20,-0.1628,23,0.02238,20,-0.2011,23,0.05358,19,-0.2302
ENSG00000178467,P4HTM,60,-0.8766,71,-0.6302,149,0.52631,99,-0.1137,164,1.06103,76,-0.5154,36,-1.6449,67,-0.7626
ENSG00000178252,WDR6,64,0.71852,51,0.33338,44,0.09950,35,-0.2572,33,-0.4216,48,0.24335,48,0.23662,35,-0.2739
ENSG00000178149,DALRD3,14,-0.4939,18,-0.0664,18,-0.0599,19,-0.0157,23,0.40222,20,0.05632,10,-0.9232,19,0.00125
ENSG00000178057,NDUFAF3,72,-0.9333,100,-0.4339,102,-0.4081,110,-0.2794,191,0.88897,128,-0.0508,90,-0.5936,110,-0.3037
ENSG00000178035,IMPDH2,70,0.40208,69,0.37015,48,-0.1881,47,-0.2268,58,0.16201,55,0.02483,46,-0.2477,41,-0.4577
ENSG00000198218,QRICH1,43,-0.1692,69,0.57580,51,0.09614,53,0.13816,59,0.44085,50,0.05621,15,-1.7037,31,-0.7159
ENSG00000172053,QARS,30,0.10549,23,-0.2991,19,-0.6164,34,0.30454,33,0.37624,34,0.28877,16,-0.8123,24,-0.2678
ENSG00000172046,USP19,22,0.26313,36,1.09415,9,-1.0164,19,0.03590,24,0.63958,9,-1.1044,7,-1.4004,11,-0.8622
ENSG00000172037,LAMB2,3,-1.9287,8,-0.6676,11,-0.2229,2,-2.3505,1,-3.4797,93,4.02700,11,-0.2321,9,-0.5398
ENSG00000185909,KLHDC8B,27,-0.3055,19,-0.8029,27,-0.3089,46,0.50921,42,0.56437,40,0.30060,8,-2.0848,30,-0.1550
ENSG00000114316,USP4,38,0.62087,20,-0.4161,16,-0.7511,32,0.31765,26,0.04046,23,-0.2063,21,-0.3134,28,0.13183
ENSG00000067560,RHOA,223,-0.0120,258,0.21516,175,-0.3914,258,0.21776,189,-0.3595,390,0.89359,250,0.16927,194,-0.2523
ENSG00000145022,TCTA,32,-0.0874,31,-0.1298,19,-0.8697,28,-0.2742,43,0.55774,50,0.62132,28,-0.2580,22,-0.6962
ENSG00000145029,NICN1,53,0.53364,26,-0.5973,42,0.16736,51,0.46930,43,0.28692,36,-0.0750,20,-0.9314,27,-0.5694
