Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to8,Feature log2 fold change topic 6to8,Feature count topic 9,Feature log2 fold change topic 9,Feature count topic 10,Feature log2 fold change topic 10
ENSG00000115350,POLE4,86,-0.2291,123,0.41436,95,-0.0110,95,-0.0105,106,0.16437
ENSG00000115364,MRPL19,30,0.15445,19,-0.6233,23,-0.3686,18,-0.6739,55,1.10097
ENSG00000176204,LRRTM4,40,0.47006,45,0.51773,36,0.16864,11,-1.5952,7,-2.2990
ENSG00000066032,CTNNA2,153,0.37767,78,-0.8161,151,0.27739,147,0.17463,30,-2.2256
ENSG00000162951,LRRTM1,134,1.08179,25,-1.9577,96,0.09674,61,-0.6268,5,-4.3170
ENSG00000163541,SUCLG1,125,0.66671,82,-0.2754,76,-0.4823,77,-0.3630,85,-0.2127
ENSG00000034510,TMSB10,4671,0.50411,3837,-0.0029,3445,-0.2211,2863,-0.4653,2725,-0.5424
ENSG00000176407,KCMF1,59,0.06463,72,0.36676,58,0.03912,57,-0.0062,33,-0.8372
ENSG00000152291,TGOLN2,133,0.30207,135,0.21970,114,-0.0646,69,-0.8190,99,-0.2698
ENSG00000042445,RETSAT,25,-0.2235,23,-0.2821,22,-0.3882,31,0.18044,54,1.11809
ENSG00000168906,MAT2A,99,0.14405,91,-0.0469,77,-0.3731,86,-0.1262,129,0.52307
ENSG00000115486,GGCX,47,0.18691,33,-0.4352,51,0.33060,31,-0.5457,31,-0.5252
ENSG00000168899,VAMP5,16,-1.3637,17,-0.9611,17,-1.1260,45,0.57913,138,2.78543
ENSG00000168894,RNF181,84,-0.2711,69,-0.4738,104,0.22343,95,0.02101,127,0.49334
ENSG00000168883,USP39,32,0.52089,22,-0.2573,15,-1.0291,36,0.53580,30,0.20828
ENSG00000115525,ST3GAL5,77,-0.0905,88,0.14396,80,-0.0076,55,-0.5867,111,0.52488
ENSG00000068654,POLR1A,19,0.16875,26,0.67883,15,-0.2582,11,-0.6994,16,-0.1198
ENSG00000132300,PTCD3,36,-0.6083,60,0.38358,44,-0.1269,48,0.03854,88,1.02927
ENSG00000132305,IMMT,90,0.17174,101,0.29614,100,0.35918,55,-0.6698,26,-1.7933
ENSG00000132313,MRPL35,50,0.29839,35,-0.3925,52,0.33826,33,-0.4693,20,-1.2124
ENSG00000068615,REEP1,143,0.57125,115,0.00332,124,0.16232,60,-1.0110,29,-2.0705
ENSG00000115548,KDM3A,26,0.31181,14,-0.7215,26,0.28995,19,-0.2331,12,-0.9644
ENSG00000115561,CHMP3,115,0.02618,104,-0.1515,122,0.13737,108,-0.0929,103,-0.1682
ENSG00000239305,RNF103,62,0.28496,68,0.32256,62,0.23188,19,-1.6434,33,-0.7828
ENSG00000153561,RMND5A,59,0.25157,31,-0.8613,56,0.11093,39,-0.5002,59,0.16327
ENSG00000222041,CYTOR,42,0.73259,11,-1.5891,35,0.20891,18,-0.8920,16,-1.0457
ENSG00000172005,MAL,36,-1.7650,67,-0.4616,22,-2.4156,145,0.79814,473,3.31483
ENSG00000144029,MRPS5,60,0.10227,56,-0.0323,63,0.19821,30,-0.9934,58,0.03795
ENSG00000115041,KCNIP3,73,0.46367,81,0.47091,48,-0.4656,56,-0.1316,35,-0.8350
ENSG00000115042,FAHD2A,22,-0.7638,52,0.85657,33,0.15809,31,0.01893,39,0.37416
ENSG00000158050,DUSP2,34,1.27484,17,-0.4341,14,-0.8014,19,-0.2100,4,-2.3253
ENSG00000084090,STARD7,154,-0.1141,141,-0.2227,194,0.39036,136,-0.2794,143,-0.1975
ENSG00000135956,TMEM127,77,0.13238,74,0.03329,77,0.12581,49,-0.6018,65,-0.1883
ENSG00000144021,CIAO1,92,0.13534,110,0.37851,78,-0.2162,76,-0.2104,82,-0.0995
ENSG00000144028,SNRNP200,67,-0.1349,49,-0.5795,86,0.40570,64,-0.1618,71,0.00839
ENSG00000213337,ANKRD39,50,0.51782,38,-0.0900,47,0.29012,23,-0.8421,6,-2.8764
ENSG00000168758,SEMA4C,21,-0.1402,25,0.20911,11,-1.2972,15,-0.5499,64,1.87980
ENSG00000144199,FAHD2B,39,0.24502,17,-1.0983,31,-0.2195,31,-0.1825,53,0.67963
ENSG00000135940,COX5B,797,-0.2064,710,-0.3225,1034,0.36981,939,0.12237,765,-0.2055
ENSG00000115073,ACTR1B,139,0.48740,118,0.04102,111,-0.0636,71,-0.7597,71,-0.7515
ENSG00000075568,TMEM131,42,0.50018,46,0.47010,27,-0.5151,14,-1.3406,38,0.13257
ENSG00000040933,INPP4A,93,0.42926,72,-0.1321,89,0.26079,45,-0.8587,29,-1.4960
ENSG00000183513,COA5,68,0.03848,71,0.09800,60,-0.2259,82,0.32725,65,-0.0524
ENSG00000115446,UNC50,56,0.59195,36,-0.3318,33,-0.5696,44,-0.0235,42,-0.0808
ENSG00000071073,MGAT4A,46,0.51182,71,1.05609,23,-0.9328,15,-1.3584,38,0.00206
ENSG00000196872,KIAA1211L,90,0.34426,92,0.24694,91,0.30355,42,-0.9560,19,-2.1156
ENSG00000185414,MRPL30,43,0.30686,66,0.93379,29,-0.4925,22,-0.8212,30,-0.3476
ENSG00000115514,TXNDC9,45,0.65634,30,-0.2406,31,-0.2410,18,-1.0242,29,-0.2816
ENSG00000158417,EIF5B,45,-0.9358,145,1.21634,61,-0.2763,50,-0.5431,144,1.20699
ENSG00000144218,AFF3,30,-0.0536,97,2.05542,15,-1.2348,27,-0.2027,15,-1.0519
ENSG00000170500,LONRF2,245,0.78920,208,0.20133,165,-0.2114,77,-1.3430,72,-1.4424
ENSG00000115526,CHST10,42,0.24813,26,-0.5866,34,-0.2052,45,0.28509,37,-0.0165
ENSG00000115539,PDCL3,18,-0.2797,8,-1.3323,25,0.44362,21,0.05460,27,0.44714
ENSG00000170485,NPAS2,45,0.05232,111,1.58176,33,-0.5706,32,-0.5132,20,-1.2203
ENSG00000071082,RPL31,726,-0.5323,823,-0.1773,898,-0.0491,1298,0.56312,1483,0.78947
ENSG00000158435,CNOT11,29,0.86622,22,0.04653,14,-0.8106,16,-0.4098,16,-0.4558
ENSG00000163162,RNF149,29,0.28142,28,0.13410,20,-0.5408,18,-0.5617,38,0.62359
ENSG00000175874,CREG2,345,0.62407,402,0.64003,262,-0.0785,104,-1.4859,51,-2.5376
ENSG00000071054,MAP4K4,47,-1.2756,84,-0.0752,55,-0.8919,103,0.25912,339,2.48630
ENSG00000233639,PANTR1,12,-1.3697,21,-0.2367,37,0.90759,40,0.80737,25,0.00483
ENSG00000198914,POU3F3,10,-2.2287,32,-0.0940,48,0.72618,45,0.42833,82,1.47733
ENSG00000135972,MRPS9,39,0.22777,35,-0.0367,40,0.22238,25,-0.5605,21,-0.7879
ENSG00000135966,TGFBRAP1,28,0.38120,36,0.64278,22,-0.2353,20,-0.3099,9,-1.4816
ENSG00000115641,FHL2,63,1.21969,38,-0.1099,27,-0.7692,16,-1.3920,23,-0.8822
ENSG00000071051,NCK2,80,0.68719,31,-1.0523,65,0.08806,32,-1.0245,41,-0.6371
ENSG00000115652,UXS1,47,0.75729,32,-0.1615,30,-0.3124,13,-1.5429,30,-0.2305
ENSG00000144057,ST6GAL2,32,0.16173,99,2.13785,12,-1.5617,14,-1.1382,21,-0.5711
ENSG00000135968,GCC2,58,-0.1718,108,0.91887,65,0.08553,39,-0.7395,49,-0.3608
ENSG00000153201,RANBP2,112,0.87381,51,-0.7354,69,-0.3416,50,-0.7672,60,-0.4851
ENSG00000175701,MTLN,163,-0.0874,107,-0.7148,220,0.57002,171,0.00991,104,-0.7596
ENSG00000172965,MIR4435-2HG,18,0.03481,15,-0.2779,26,0.78938,10,-0.8313,4,-2.0603
ENSG00000153107,ANAPC1,36,0.55900,14,-1.0968,28,-0.0884,27,-0.1349,22,-0.4351
ENSG00000188177,ZC3H6,30,-0.5149,52,0.53092,34,-0.1600,35,-0.0989,65,0.90596
ENSG00000114999,TTL,66,-0.3534,42,-0.9205,108,0.77630,78,0.02206,59,-0.4141
ENSG00000125611,CHCHD5,49,-0.4178,33,-0.8784,77,0.59676,72,0.32990,55,-0.0937
ENSG00000144136,SLC20A1,78,0.81658,30,-1.0317,51,-0.2479,34,-0.8416,49,-0.2614
ENSG00000189223,PAX8-AS1,23,0.32603,24,0.25194,19,-0.0885,16,-0.3900,12,-0.7378
ENSG00000136682,CBWD2,25,0.58553,26,0.38172,15,-0.6320,13,-0.6416,18,-0.1622
ENSG00000115084,SLC35F5,17,-0.3581,22,0.10088,17,-0.3467,18,-0.2058,43,1.27099
ENSG00000115091,ACTR3,88,-0.0687,98,0.12313,104,0.29057,65,-0.5209,79,-0.2100
ENSG00000175497,DPP10,132,1.05930,136,0.67350,61,-0.7568,35,-1.4708,24,-1.9938
ENSG00000235026,DPP10-AS1,34,0.85147,16,-0.7060,23,-0.1198,6,-2.1701,21,-0.2912
ENSG00000088205,DDX18,38,-0.2514,20,-1.1617,56,0.60657,30,-0.5290,54,0.39299
ENSG00000125629,INSIG2,58,0.96275,43,0.07417,35,-0.2649,20,-1.0852,7,-2.6400
ENSG00000155368,DBI,166,-1.0755,223,-0.3394,216,-0.4871,659,1.48846,574,1.23336
ENSG00000144120,TMEM177,21,0.28622,19,0.06753,17,-0.1190,16,-0.1677,13,-0.4688
ENSG00000088179,PTPN4,66,0.41110,39,-0.5418,72,0.54542,27,-1.0942,14,-2.1204
ENSG00000226479,TMEM185B,22,0.41525,17,-0.1737,6,-1.9518,24,0.40865,40,1.27090
ENSG00000144118,RALB,63,-0.0892,104,0.77199,62,-0.0833,46,-0.5567,63,-0.0482
ENSG00000074054,CLASP1,104,0.68512,76,-0.0832,69,-0.3038,59,-0.4779,45,-0.9019
ENSG00000155438,NIFK,31,0.53501,28,0.17891,21,-0.3293,21,-0.3188,15,-0.7795
ENSG00000211460,TSN,89,0.60736,72,0.03843,56,-0.4401,39,-0.8925,68,-0.0459
ENSG00000136717,BIN1,254,0.05889,222,-0.1769,206,-0.3704,166,-0.6261,458,1.02625
ENSG00000163161,ERCC3,36,0.59884,7,-2.0193,32,0.23201,20,-0.5235,18,-0.6920
ENSG00000169967,MAP3K2,31,0.24137,15,-0.9784,28,-0.0096,25,-0.1410,32,0.23643
ENSG00000163166,IWS1,22,-0.2034,12,-1.1154,17,-0.6952,21,-0.2436,72,1.87442
ENSG00000136709,WDR33,49,0.31387,40,-0.1386,48,0.21727,32,-0.4470,20,-1.1637
ENSG00000144231,POLR2D,19,-0.3357,31,0.55687,24,0.15254,18,-0.3656,25,0.18003
ENSG00000136715,SAP130,26,0.29940,15,-0.6276,24,0.07921,16,-0.5008,22,-0.0361
ENSG00000136731,UGGT1,26,0.58425,17,-0.3031,16,-0.4891,11,-1.0102,28,0.44421
ENSG00000136720,HS6ST1,113,0.29594,49,-1.1237,128,0.51974,57,-0.8844,64,-0.6994
ENSG00000136699,SMPD4,44,-0.1110,90,1.12122,34,-0.6110,17,-1.5307,78,0.85696
ENSG00000152082,MZT2B,517,-0.2500,624,0.12752,626,0.17419,664,0.22918,526,-0.1441
ENSG00000136710,CCDC115,67,0.34848,43,-0.4620,64,0.18711,32,-0.9157,48,-0.3013
ENSG00000136718,IMP4,54,-0.2936,68,0.14872,74,0.39915,70,0.21200,39,-0.7264
ENSG00000072135,PTPN18,19,-0.0426,19,-0.0670,14,-0.5795,37,1.02391,20,0.06326
ENSG00000136002,ARHGEF4,179,-0.1678,198,0.04906,238,0.46415,210,0.14004,84,-1.2772
ENSG00000152102,FAM168B,165,0.00806,246,0.66046,176,0.13885,86,-1.0079,126,-0.4273
ENSG00000115762,PLEKHB2,280,0.35374,240,-0.0269,256,0.10348,136,-0.9070,171,-0.5522
ENSG00000173272,MZT2A,206,-0.3655,302,0.35780,293,0.41159,268,0.16379,147,-0.7848
ENSG00000150551,LYPD1,8,-2.0278,22,-0.1499,37,0.98909,47,1.13258,27,0.19597
ENSG00000152127,MGAT5,40,-0.3736,52,0.14484,52,0.22453,46,-0.0505,57,0.29965
ENSG00000152128,TMEM163,74,1.44345,46,-0.0088,29,-0.8698,18,-1.4525,12,-1.9988
ENSG00000082258,CCNT2,35,0.14756,29,-0.2102,35,0.13653,20,-0.8152,36,0.12326
ENSG00000115839,RAB3GAP1,118,0.58132,122,0.41354,75,-0.4559,54,-0.8527,71,-0.4402
ENSG00000048991,R3HDM1,112,0.45577,70,-0.4686,110,0.33641,69,-0.4862,22,-2.2111
ENSG00000144224,UBXN4,37,-0.6921,44,-0.2311,58,0.24565,56,0.13163,91,0.94271
ENSG00000076003,MCM6,33,0.83143,21,-0.2004,19,-0.5292,14,-0.8006,20,-0.3479
ENSG00000115866,DARS,61,0.19180,40,-0.5574,49,-0.2814,53,-0.1208,82,0.59965
ENSG00000150540,HNMT,16,-0.2166,28,0.80345,6,-1.6786,20,0.24211,42,1.49747
ENSG00000168702,LRP1B,19,-0.0679,66,2.12478,11,-1.1151,19,-0.0863,5,-2.1201
ENSG00000121964,GTDC1,23,-0.3692,44,0.79566,30,0.16794,18,-0.6073,29,0.07713
ENSG00000169554,ZEB2,33,-1.6665,93,0.30576,55,-0.6403,100,0.43583,276,2.33592
ENSG00000121989,ACVR2A,34,0.55852,62,1.38494,20,-0.6201,12,-1.2692,4,-2.6353
ENSG00000115947,ORC4,85,0.65027,54,-0.3150,64,-0.0749,43,-0.6742,35,-1.0069
ENSG00000135999,EPC2,30,0.78426,21,-0.0550,21,-0.1087,6,-1.8593,12,-0.9391
ENSG00000168280,KIF5C,324,-0.1582,403,0.24446,398,0.29755,263,-0.4370,308,-0.1885
ENSG00000168288,MMADHC,74,0.51702,43,-0.5431,54,-0.2357,49,-0.3513,57,-0.0994
ENSG00000080345,RIF1,41,0.20407,41,0.12691,32,-0.3252,25,-0.6229,51,0.49330
ENSG00000162980,ARL5A,39,0.21431,24,-0.5943,32,-0.1994,33,-0.1178,46,0.43573
ENSG00000182389,CACNB4,128,0.71103,102,0.06273,99,0.02633,39,-1.4175,29,-1.8250
ENSG00000115145,STAM2,25,0.43605,20,-0.1151,12,-1.1111,23,0.12590,34,0.76745
ENSG00000157827,FMNL2,37,-1.2898,81,0.24026,47,-0.7513,131,1.06213,194,1.79653
ENSG00000196504,PRPF40A,25,-0.3887,24,-0.3243,28,-0.1107,36,0.30001,53,0.94918
ENSG00000162989,KCNJ3,88,0.17113,176,1.27926,80,-0.0560,33,-1.4216,22,-1.9961
ENSG00000153234,NR4A2,50,-0.3889,265,2.83135,17,-2.1834,21,-1.5898,59,-0.0124
ENSG00000115159,GPD2,36,-0.6133,114,1.50172,50,0.11684,50,0.07466,16,-1.6102
ENSG00000136541,ERMN,12,-3.3657,44,-0.9563,7,-3.9920,75,-0.1273,624,4.88509
ENSG00000115170,ACVR1,30,1.05158,11,-0.8734,11,-1.1560,8,-1.3600,33,0.77626
ENSG00000144283,PKP4,41,-1.3075,104,0.45122,85,0.16290,57,-0.5003,204,1.65241
ENSG00000123636,BAZ2B,24,-0.2585,25,-0.1156,13,-1.2858,42,0.71331,66,1.55049
ENSG00000136536,MARCH7,38,0.22816,45,0.40230,29,-0.3415,30,-0.2438,33,-0.0828
ENSG00000136560,TANK,41,0.56670,16,-1.0681,28,-0.3538,28,-0.2664,39,0.25600
ENSG00000115233,PSMD14,124,0.68176,70,-0.4977,78,-0.4063,75,-0.3892,84,-0.2084
ENSG00000136535,TBR1,71,-0.4256,401,2.98150,32,-1.7239,47,-0.9228,26,-1.8102
ENSG00000144290,SLC4A10,155,1.12955,123,0.26181,74,-0.6577,36,-1.6281,42,-1.3833
ENSG00000115271,GCA,46,0.29045,52,0.36842,32,-0.4732,29,-0.5316,49,0.26990
ENSG00000115290,GRB14,27,0.85872,5,-2.0820,22,0.18114,16,-0.3020,3,-2.6451
ENSG00000153253,SCN3A,49,0.44287,77,1.04257,33,-0.4487,23,-0.8897,17,-1.3129
ENSG00000136531,SCN2A,312,0.67382,415,0.89428,205,-0.3327,91,-1.5005,52,-2.3205
ENSG00000178662,CSRNP3,129,0.63108,148,0.61590,97,-0.0962,44,-1.2962,17,-2.6807
ENSG00000144285,SCN1A,85,1.00888,18,-1.7789,69,0.30575,26,-1.2529,2,-4.5070
ENSG00000198648,STK39,90,0.20002,73,-0.2064,77,-0.1456,76,-0.1521,90,0.12895
ENSG00000172292,CERS6,123,1.02682,56,-0.6404,83,-0.0369,38,-1.2404,15,-2.6062
ENSG00000163093,BBS5,19,0.24087,9,-0.8842,21,0.47517,11,-0.7095,11,-0.6621
ENSG00000138398,PPIG,52,-0.3428,66,0.15170,50,-0.3744,57,-0.1042,124,1.20086
ENSG00000213160,KLHL23,36,0.36505,21,-0.5888,30,-0.0492,24,-0.4172,31,-0.0072
ENSG00000138385,SSB,136,0.65203,84,-0.3791,104,-0.0420,62,-0.8359,61,-0.8739
ENSG00000138382,METTL5,79,0.36569,77,0.20178,69,0.01613,49,-0.5231,34,-1.0632
ENSG00000144357,UBR3,134,0.79369,78,-0.4025,100,-0.0095,40,-1.4155,48,-1.1478
ENSG00000128683,GAD1,130,-0.8317,54,-1.9112,391,1.89800,105,-0.9289,54,-1.9115
ENSG00000115806,GORASP2,51,0.34492,51,0.20366,41,-0.1767,31,-0.5407,37,-0.3114
ENSG00000198586,TLK1,81,0.34357,99,0.54988,61,-0.3038,46,-0.6856,56,-0.3634
ENSG00000071967,CYBRD1,2,-3.6111,18,-0.1466,25,0.49291,40,1.15438,57,1.82556
ENSG00000077380,DYNC1I2,116,-0.0688,112,-0.1119,85,-0.6663,107,-0.1760,259,1.31012
ENSG00000115840,SLC25A12,77,0.51110,75,0.28131,69,0.18042,26,-1.3372,15,-2.1272
ENSG00000144355,DLX1,16,-1.1067,12,-1.2609,54,1.74982,23,-0.2493,12,-1.2910
ENSG00000091428,RAPGEF4,85,-1.1144,304,1.25026,150,0.06889,203,0.54953,153,0.08634
ENSG00000172845,SP3,22,-0.0277,31,0.52135,17,-0.4813,18,-0.3304,34,0.67857
ENSG00000138430,OLA1,229,0.92606,158,-0.0584,145,-0.2455,64,-1.4478,65,-1.4112
ENSG00000138433,CIR1,38,-0.0086,35,-0.1708,38,-0.0484,32,-0.3133,53,0.50913
ENSG00000163328,GPR155,86,0.10388,172,1.25131,69,-0.3372,50,-0.7550,48,-0.8426
ENSG00000138435,CHRNA1,37,2.79160,0,-7.8480,5,-2.2018,16,-0.1593,0,-5.8867
ENSG00000128656,CHN1,1984,0.73387,2357,0.73585,1310,-0.2842,643,-1.3196,228,-2.8539
ENSG00000115966,ATF2,81,0.53158,47,-0.5251,69,0.09121,35,-0.9629,46,-0.5573
ENSG00000154518,ATP5MC3,512,0.47628,337,-0.3716,437,0.05252,340,-0.3574,222,-1.0115
ENSG00000144320,LNPK,63,0.46731,32,-0.7648,54,0.06579,45,-0.2541,34,-0.6977
ENSG00000128654,MTX2,111,0.75983,77,-0.1429,76,-0.2009,39,-1.1896,50,-0.7926
ENSG00000170144,HNRNPA3,181,0.07032,178,0.01514,166,-0.1120,160,-0.1483,197,0.18627
ENSG00000116044,NFE2L2,24,-1.0693,36,-0.1848,42,0.05243,48,0.27658,100,1.53485
ENSG00000018510,AGPS,30,0.48674,25,0.02468,19,-0.4740,25,0.01174,19,-0.3747
ENSG00000079156,OSBPL6,43,0.09192,48,0.23784,57,0.71004,19,-1.1928,4,-3.4194
ENSG00000180228,PRKRA,74,0.45912,36,-0.8455,66,0.14256,48,-0.3978,40,-0.6852
ENSG00000116095,PLEKHA3,51,0.28584,82,0.98235,38,-0.3559,36,-0.3589,18,-1.3762
ENSG00000187231,SESTD1,27,-0.4192,39,0.26600,32,-0.0424,26,-0.3671,59,0.94576
ENSG00000144331,ZNF385B,52,1.11110,30,-0.2423,26,-0.5801,24,-0.6037,11,-1.7018
ENSG00000170035,UBE2E3,219,0.99216,112,-0.5003,126,-0.3859,106,-0.5746,62,-1.3900
ENSG00000138434,ITPRID2,20,-1.1310,40,0.25750,34,0.00148,45,0.44125,76,1.32778
ENSG00000115252,PDE1A,125,0.76952,225,1.49022,48,-1.2528,24,-2.0743,49,-1.0172
ENSG00000077232,DNAJC10,75,0.71888,63,0.15806,40,-0.6822,30,-0.9783,58,0.03709
ENSG00000061676,NCKAP1,412,0.57315,416,0.37205,318,-0.0854,152,-1.2078,141,-1.3160
ENSG00000065548,ZC3H15,168,0.50165,152,0.15773,145,0.09550,83,-0.7907,41,-1.8589
ENSG00000138448,ITGAV,38,-0.9962,67,0.17152,67,0.21862,72,0.28125,113,1.04564
ENSG00000144369,FAM171B,124,-0.2089,346,1.61930,129,-0.1043,80,-0.8213,48,-1.5930
ENSG00000204262,COL5A2,42,1.88544,0,-7.0924,16,-0.6939,10,-1.2734,8,-1.6340
ENSG00000138381,ASNSD1,33,0.35785,23,-0.3305,30,0.09961,23,-0.3714,18,-0.6933
ENSG00000128699,ORMDL1,77,0.59192,56,-0.1554,54,-0.2522,40,-0.6843,48,-0.3773
ENSG00000198130,HIBCH,29,-0.1360,40,0.44480,33,0.13749,20,-0.6285,32,0.05665
ENSG00000151689,INPP1,54,0.67261,31,-0.4529,32,-0.4950,35,-0.2943,39,-0.1076
ENSG00000151690,MFSD6,162,0.80014,151,0.36848,88,-0.6045,64,-0.9801,77,-0.6972
ENSG00000138386,NAB1,19,-0.4165,36,0.71148,14,-0.9816,36,0.70512,43,0.99475
ENSG00000115419,GLS,356,0.93534,252,-0.0173,230,-0.2013,116,-1.2082,59,-2.2234
ENSG00000115415,STAT1,74,0.53398,45,-0.4493,58,-0.0796,41,-0.5945,46,-0.4235
ENSG00000138378,STAT4,25,1.93306,2,-2.5922,7,-1.1467,8,-0.7570,5,-1.4123
ENSG00000128641,MYO1B,27,0.36540,3,-3.0361,32,0.66970,5,-2.1483,22,-0.0857
ENSG00000144339,TMEFF2,119,0.40684,93,-0.1366,96,-0.1157,56,-0.9246,102,0.00508
ENSG00000196950,SLC39A10,269,0.91177,113,-0.8423,205,0.12163,73,-1.4912,56,-1.8833
ENSG00000138411,HECW2,23,-0.1411,67,1.72087,19,-0.5064,15,-0.8079,16,-0.7074
ENSG00000119041,GTF3C3,24,0.29428,12,-0.8415,25,0.35415,11,-1.0026,18,-0.2519
ENSG00000197121,PGAP1,94,0.56488,105,0.53911,68,-0.2161,45,-0.7841,26,-1.6430
ENSG00000115524,SF3B1,96,-0.0759,120,0.32303,100,0.02845,83,-0.2745,101,0.03548
ENSG00000115520,COQ10B,57,0.75550,17,-1.3913,48,0.23197,21,-1.0961,19,-1.2165
ENSG00000144381,HSPD1,209,0.56023,168,-0.0040,135,-0.4329,143,-0.2619,132,-0.3779
ENSG00000115541,HSPE1,243,-0.0785,184,-0.4914,299,0.37337,267,0.09736,192,-0.4230
ENSG00000115540,MOB4,98,0.59380,112,0.58610,69,-0.2451,49,-0.7088,20,-2.0407
ENSG00000162944,RFTN2,2,-3.4276,17,-0.1255,10,-1.0851,49,1.71088,77,2.67133
ENSG00000115896,PLCL1,31,0.03867,13,-1.2393,26,-0.3192,19,-0.7313,71,1.42835
ENSG00000119042,SATB2,52,0.54976,61,0.59149,42,-0.0157,17,-1.3900,10,-2.1570
ENSG00000178074,C2orf69,54,0.28827,97,1.19141,37,-0.4851,27,-0.8691,27,-0.8759
ENSG00000162972,MAIP1,29,1.32982,10,-0.8938,12,-0.7529,18,0.01815,2,-3.0307
ENSG00000196141,SPATS2L,76,0.31314,28,-1.3516,79,0.33860,40,-0.8170,64,-0.0913
ENSG00000082153,BZW1,143,0.25816,144,0.18645,128,-0.0062,101,-0.3818,85,-0.6418
ENSG00000013441,CLK1,39,-0.5244,42,-0.2557,39,-0.4870,48,-0.0563,133,1.71630
ENSG00000196290,NIF3L1,25,0.82085,23,0.32156,18,-0.0717,5,-1.9681,3,-2.4436
ENSG00000155744,FAM126B,74,0.30467,65,-0.0207,75,0.27316,26,-1.4143,45,-0.5956
ENSG00000119013,NDUFB3,202,0.08053,136,-0.5675,213,0.19003,186,-0.0743,181,-0.1164
ENSG00000003402,CFLAR,12,-0.9883,15,-0.4073,17,-0.2844,16,-0.3830,67,2.16377
ENSG00000115993,TRAK2,49,-0.1442,67,0.40384,42,-0.4384,50,-0.0695,83,0.77281
ENSG00000082146,STRADB,19,0.07046,12,-0.7413,20,0.07554,12,-0.6264,28,0.64065
ENSG00000155755,TMEM237,33,0.28928,18,-0.7726,29,-0.0375,31,0.09810,26,-0.1832
ENSG00000003393,ALS2,44,0.79100,29,-0.1847,29,-0.2412,12,-1.4658,23,-0.5500
ENSG00000116030,SUMO1,214,0.85885,159,0.02584,123,-0.4638,103,-0.6479,74,-1.1470
ENSG00000055044,NOP58,32,-0.3185,49,0.44998,49,0.59696,24,-0.7020,23,-0.7333
ENSG00000204217,BMPR2,159,0.51729,179,0.51743,107,-0.3901,98,-0.4532,69,-0.9890
ENSG00000163596,ICA1L,39,0.14306,50,0.49948,45,0.40474,17,-1.1828,11,-1.7685
ENSG00000138442,WDR12,28,0.35534,24,-0.0188,31,0.51708,14,-0.8533,0,-5.3148
ENSG00000138443,ABI2,222,0.16788,309,0.65770,208,0.01221,137,-0.6437,112,-0.9481
ENSG00000173166,RAPH1,46,0.89727,30,-0.1557,31,-0.1211,10,-1.7350,13,-1.3988
ENSG00000118257,NRP2,22,0.43525,10,-1.0180,14,-0.4998,26,0.48750,20,0.10193
ENSG00000023228,NDUFS1,148,0.37209,92,-0.5213,138,0.16591,102,-0.3512,77,-0.7957
ENSG00000114942,EEF1B2,285,-0.5453,323,-0.1878,337,-0.1529,460,0.38399,700,1.10317
ENSG00000204186,ZDBF2,41,0.86164,45,0.66981,20,-0.7252,18,-0.7975,10,-1.5717
ENSG00000114948,ADAM23,127,0.82994,130,0.53955,71,-0.5257,61,-0.6606,22,-2.2044
ENSG00000118246,FASTKD2,24,-0.4439,40,0.48540,37,0.49088,22,-0.4695,25,-0.2339
ENSG00000118263,KLF7,22,0.00812,38,0.86136,19,-0.3176,15,-0.5991,24,0.10090
ENSG00000118260,CREB1,26,0.36320,37,0.83102,17,-0.5282,12,-0.9570,20,-0.1663
ENSG00000144401,METTL21A,17,-0.1059,6,-1.5191,26,0.78046,14,-0.3640,14,-0.4197
ENSG00000178385,PLEKHM3,47,1.28566,15,-1.0500,22,-0.6565,14,-1.1646,21,-0.5844
ENSG00000188674,C2orf80,131,0.93205,45,-1.1378,104,0.22502,48,-1.0389,6,-3.9714
ENSG00000115020,PIKFYVE,27,-0.1414,25,-0.2425,34,0.36301,14,-1.0949,39,0.46109
ENSG00000078018,MAP2,475,-0.9149,1200,0.83106,1066,0.87229,726,-0.0014,248,-1.6492
ENSG00000144406,UNC80,89,0.53330,90,0.34225,64,-0.2556,60,-0.2906,27,-1.4897
ENSG00000197713,RPE,31,0.42915,29,0.15386,20,-0.4775,17,-0.6291,30,0.21975
ENSG00000115365,LANCL1,206,0.11653,177,-0.1684,211,0.14935,124,-0.7165,206,0.07811
ENSG00000178568,ERBB4,19,-1.5669,14,-1.6743,96,2.34824,26,-0.7188,14,-1.6729
ENSG00000144451,SPAG16,30,-0.6268,42,0.11440,42,0.12129,49,0.33977,59,0.66578
ENSG00000138363,ATIC,58,0.81382,32,-0.4417,29,-0.7205,34,-0.3424,42,-0.0351
ENSG00000115414,FN1,17,-1.9304,27,-0.8710,25,-1.1662,46,-0.0444,257,3.37955
ENSG00000079246,XRCC5,126,0.45092,64,-0.7737,105,-0.0093,87,-0.3016,85,-0.3370
ENSG00000260804,LINC01963,38,0.00093,63,0.81147,41,0.16714,18,-1.1415,24,-0.7043
ENSG00000144583,MARCH4,26,0.54344,7,-1.6935,25,0.37073,20,-0.0723,4,-2.3147
