Feature ID,Feature Name,Feature count topic 1to4,Feature log2 fold change topic 1to4,Feature count topic 5,Feature log2 fold change topic 5,Feature count topic 6to11,Feature log2 fold change topic 6to11
ENSG00000055163,CYFIP2,384,0.40582,149,-1.1975,313,-0.1050
ENSG00000155858,LSM11,23,0.08345,12,-0.8673,23,0.14894
ENSG00000113282,CLINT1,31,0.72469,20,-0.1744,18,-0.6524
ENSG00000145860,RNF145,112,0.81064,20,-2.0838,71,-0.3994
ENSG00000164332,UBLCP1,80,0.88290,30,-0.9886,45,-0.6171
ENSG00000170214,ADRA1B,10,-0.5985,4,-1.8460,17,0.95220
ENSG00000113312,TTC1,116,0.51714,94,0.01113,78,-0.5026
ENSG00000170234,PWWP2A,21,1.00390,8,-0.8763,10,-0.7623
ENSG00000170231,FABP6,29,-0.0203,45,0.68277,27,-0.2555
ENSG00000164609,SLU7,102,0.37200,64,-0.4753,81,-0.2181
ENSG00000164611,PTTG1,40,0.89555,6,-2.3284,24,-0.4641
ENSG00000145864,GABRB2,333,0.77836,56,-2.2155,217,-0.3557
ENSG00000022355,GABRA1,396,0.97590,66,-2.1499,224,-0.5595
ENSG00000113327,GABRG2,178,0.94730,38,-1.7916,101,-0.5659
ENSG00000113328,CCNG1,17,0.43089,19,0.46360,11,-0.5894
ENSG00000170584,NUDCD2,39,0.23897,57,0.78124,29,-0.5491
ENSG00000038274,MAT2B,78,0.97976,30,-0.9026,41,-0.7323
ENSG00000145934,TENM2,35,0.09527,9,-1.9933,37,0.30061
ENSG00000113645,WWC1,29,-0.1927,32,-0.0024,33,0.17844
ENSG00000113643,RARS,35,0.59843,28,0.02576,22,-0.5890
ENSG00000188573,FBLL1,71,0.64566,31,-0.8866,48,-0.3977
ENSG00000120137,PANK3,54,0.54485,17,-1.4048,40,-0.2112
ENSG00000184347,SLIT3,28,-0.1332,15,-1.0354,34,0.38796
ENSG00000182132,KCNIP1,52,1.15284,26,-0.4077,22,-1.0288
ENSG00000181163,NPM1,201,0.53016,203,0.36254,129,-0.6463
ENSG00000072803,FBXW11,93,0.23848,68,-0.3227,80,-0.1285
ENSG00000168246,UBTD2,12,0.18206,7,-0.6400,11,0.00545
ENSG00000214357,NEURL1B,31,0.07856,19,-0.6781,31,0.11332
ENSG00000120129,DUSP1,26,0.40031,72,2.05847,11,-1.6542
ENSG00000113719,ERGIC1,44,0.25292,27,-0.6039,39,-0.0712
ENSG00000037241,RPL26L1,61,0.43856,49,-0.0766,45,-0.3961
ENSG00000113732,ATP6V0E1,42,-0.1936,113,1.50832,37,-0.5796
ENSG00000164463,CREBRF,24,0.38749,18,-0.1846,19,-0.3128
ENSG00000113734,BNIP1,16,0.62372,8,-0.6208,10,-0.4321
ENSG00000145919,BOD1,42,0.64201,31,-0.0695,26,-0.6014
ENSG00000113742,CPEB4,46,-0.2184,49,-0.0371,54,0.21348
ENSG00000170091,NSG2,516,0.51748,125,-1.8332,400,-0.1315
ENSG00000164466,SFXN1,56,0.40232,38,-0.3367,43,-0.2840
ENSG00000113749,HRH2,14,0.26385,4,-1.7307,13,0.10736
ENSG00000145920,CPLX2,252,-0.6770,240,-0.5848,431,0.78611
ENSG00000051596,THOC3,18,-0.3466,8,-1.5156,26,0.66925
ENSG00000122203,KIAA1191,107,0.29320,90,-0.0773,87,-0.2538
ENSG00000175414,ARL10,22,0.09650,9,-1.2145,23,0.19929
ENSG00000048162,NOP16,30,0.75111,17,-0.4029,17,-0.6142
ENSG00000146066,HIGD2A,130,-0.1919,171,0.30060,145,0.06673
ENSG00000175416,CLTB,280,0.43181,140,-0.7911,219,-0.2048
ENSG00000113194,FAF2,26,0.76256,16,-0.3289,15,-0.6460
ENSG00000146083,RNF44,41,0.29482,36,0.01922,32,-0.2868
ENSG00000169258,GPRIN1,68,0.34062,24,-1.3291,58,-0.0206
ENSG00000074317,SNCB,538,0.44697,182,-1.3759,430,-0.1185
ENSG00000048140,TSPAN17,25,-0.0767,17,-0.6446,29,0.25286
ENSG00000113763,UNC5A,55,0.39862,22,-1.1381,45,-0.1076
ENSG00000113761,ZNF346,14,0.58887,14,0.36278,9,-0.7059
ENSG00000165671,NSD1,19,0.54972,14,-0.1073,12,-0.4967
ENSG00000169228,RAB24,21,0.47746,9,-0.8820,16,-0.2315
ENSG00000169230,PRELID1,135,0.17946,125,-0.0010,118,-0.1691
ENSG00000169223,LMAN2,56,0.35735,51,0.10304,42,-0.3763
ENSG00000169220,RGS14,42,0.27866,20,-0.9658,37,-0.0206
ENSG00000131187,F12,34,0.43528,25,-0.2288,25,-0.3467
ENSG00000198055,GRK6,30,0.53307,15,-0.7631,22,-0.3106
ENSG00000131188,PRR7,72,0.51695,20,-1.6182,55,-0.1556
ENSG00000113758,DBN1,63,0.29357,30,-0.9287,55,-0.0422
ENSG00000196923,PDLIM7,19,0.41363,13,-0.3303,15,-0.2969
ENSG00000183258,DDX41,54,0.41910,29,-0.7136,42,-0.2087
ENSG00000146067,FAM193B,19,0.09509,17,-0.1256,18,-0.0490
ENSG00000184840,TMED9,107,0.56685,48,-0.8678,76,-0.3228
ENSG00000027847,B4GALT7,34,0.21183,21,-0.5685,30,-0.0399
ENSG00000204677,FAM153CP,14,-0.2518,11,-0.5668,18,0.39733
ENSG00000145916,RMND5B,40,0.57552,15,-1.0871,29,-0.2911
ENSG00000145912,NHP2,235,0.07237,192,-0.2671,228,0.01458
ENSG00000197451,HNRNPAB,50,0.29148,42,-0.0737,40,-0.2533
ENSG00000113240,CLK4,14,0.30433,13,0.03316,11,-0.3007
ENSG00000176783,RUFY1,14,0.32303,10,-0.3065,11,-0.2149
ENSG00000169045,HNRNPH1,111,0.23122,99,-0.0290,94,-0.2095
ENSG00000127022,CANX,268,0.59742,224,0.09955,169,-0.6136
ENSG00000213316,LTC4S,12,-0.4625,38,1.54287,13,-0.3713
ENSG00000161013,MGAT4B,66,0.24027,36,-0.7702,60,-0.0221
ENSG00000161011,SQSTM1,234,0.42542,236,0.30262,164,-0.5175
ENSG00000161010,MRNIP,19,0.46035,22,0.54260,12,-0.6537
ENSG00000197226,TBC1D9B,84,0.50481,79,0.24286,55,-0.5734
ENSG00000113269,RNF130,88,0.49149,147,1.17705,49,-1.0302
ENSG00000146090,RASGEF1C,14,0.60931,12,0.07670,9,-0.6176
ENSG00000050748,MAPK9,180,0.73171,46,-1.6451,119,-0.3662
ENSG00000131446,MGAT1,22,-0.2139,32,0.43511,25,0.03141
ENSG00000278970,HEIH,22,0.22890,32,0.79013,16,-0.5438
ENSG00000250222,AC008443.5,24,-0.5498,43,0.48636,35,0.30019
ENSG00000146063,TRIM41,23,-0.0155,21,-0.1640,23,0.06680
ENSG00000204628,RACK1,264,-0.1866,469,0.79863,273,-0.1615
ENSG00000112679,DUSP22,21,-0.5625,18,-0.5816,33,0.68355
ENSG00000112685,EXOC2,22,0.91681,8,-0.9112,12,-0.6664
ENSG00000112699,GMDS,25,0.88631,9,-0.9626,14,-0.6255
ENSG00000124535,WRNIP1,60,0.46433,21,-1.2630,47,-0.1523
ENSG00000124570,SERPINB6,15,-0.7362,73,2.07848,18,-0.5663
ENSG00000244041,LINC01011,14,0.04263,17,0.28117,13,-0.1409
ENSG00000124588,NQO2,48,0.08727,29,-0.7401,48,0.11870
ENSG00000137274,BPHL,22,0.46020,15,-0.2713,16,-0.3591
ENSG00000137267,TUBB2A,2421,0.99737,722,-1.2719,1294,-0.6852
ENSG00000137285,TUBB2B,269,-0.2599,334,0.15627,320,0.18301
ENSG00000180822,PSMG4,29,0.29805,28,0.16909,22,-0.3422
ENSG00000137266,SLC22A23,25,0.53639,18,-0.1631,17,-0.4663
ENSG00000145945,FAM50B,34,0.52560,28,0.04919,23,-0.5239
ENSG00000112739,PRPF4B,47,0.59183,55,0.65279,27,-0.8394
ENSG00000198721,ECI2,26,-0.0286,26,-0.0354,27,0.03839
ENSG00000153046,CDYL,9,-0.8266,22,0.70741,16,0.41846
ENSG00000124787,RPP40,19,1.20134,4,-1.6361,9,-0.8421
ENSG00000214113,LYRM4,32,-0.2744,38,0.07540,39,0.22527
ENSG00000145982,FARS2,13,0.24605,9,-0.4062,11,-0.1134
ENSG00000124785,NRN1,229,0.15502,87,-1.3859,226,0.16892
ENSG00000216863,LY86-AS1,13,-0.0784,2,-2.3699,15,0.50402
ENSG00000124783,SSR1,64,0.27105,74,0.42361,49,-0.4154
ENSG00000124784,RIOK1,19,0.68074,8,-0.9351,12,-0.4234
ENSG00000239264,TXNDC5,33,0.80237,24,0.03282,18,-0.7997
ENSG00000124802,EEF1E1,94,1.01921,39,-0.7501,47,-0.8046
ENSG00000111845,PAK1IP1,27,1.25904,11,-0.7038,11,-1.0648
ENSG00000111843,TMEM14C,132,0.87137,133,0.55430,62,-1.0876
ENSG00000137210,TMEM14B,151,0.68950,89,-0.3858,94,-0.5565
ENSG00000224531,SMIM13,100,0.31343,49,-0.9031,86,-0.0665
ENSG00000205269,TMEM170B,37,-0.2069,28,-0.5845,46,0.36017
ENSG00000095951,HIVEP1,20,1.45411,1,-3.5144,8,-0.9626
ENSG00000112137,PHACTR1,125,-0.3615,130,-0.1969,166,0.39390
ENSG00000145979,TBC1D7,39,1.09686,17,-0.6381,18,-0.9106
ENSG00000145990,GFOD1,66,0.05938,35,-0.9192,68,0.18230
ENSG00000124523,SIRT5,29,0.41487,24,-0.0707,22,-0.3747
ENSG00000225921,NOL7,85,0.12292,89,0.17006,76,-0.1747
ENSG00000010017,RANBP9,67,0.51789,39,-0.5028,48,-0.3549
ENSG00000050393,MCUR1,34,-0.2976,37,-0.0796,42,0.29904
ENSG00000112149,CD83,34,1.06762,10,-1.1861,17,-0.7707
ENSG00000047579,DTNBP1,43,-0.5350,39,-0.5404,66,0.64813
ENSG00000007944,MYLIP,21,0.50412,8,-1.1348,16,-0.2122
ENSG00000124788,ATXN1,44,-0.2132,42,-0.1930,52,0.25849
ENSG00000112186,CAP2,299,0.65425,56,-2.1260,212,-0.2393
ENSG00000137414,FAM8A1,40,0.50492,21,-0.6456,29,-0.3084
ENSG00000124789,NUP153,18,0.55202,7,-0.9403,13,-0.2941
ENSG00000137364,TPMT,20,-0.3862,15,-0.7227,28,0.55864
ENSG00000165097,KDM1B,11,-0.0386,5,-1.0791,12,0.30603
ENSG00000124795,DEK,54,0.36593,99,1.24346,33,-0.9420
ENSG00000172201,ID4,21,-1.4041,116,1.66639,46,0.21146
ENSG00000112242,E2F3,17,0.24736,3,-2.0830,16,0.15997
ENSG00000124766,SOX4,14,-0.3092,16,0.03385,17,0.27106
ENSG00000272168,CASC15,25,0.05694,18,-0.4963,25,0.09066
ENSG00000152954,NRSN1,143,0.01462,61,-1.2860,155,0.28967
ENSG00000124532,MRS2,18,0.08907,16,-0.1600,17,-0.0327
ENSG00000112294,ALDH5A1,64,0.13099,37,-0.7573,62,0.08049
ENSG00000137261,KIAA0319,32,0.60243,16,-0.6193,21,-0.4112
ENSG00000111802,TDP2,44,0.22541,27,-0.6019,39,-0.0451
ENSG00000112304,ACOT13,54,0.21089,58,0.24012,45,-0.2845
ENSG00000112308,C6orf62,128,-0.0058,126,-0.0312,129,0.01576
ENSG00000111913,RIPOR2,68,0.86790,13,-1.9182,41,-0.4726
ENSG00000079691,CARMIL1,9,-0.3854,13,0.27532,12,0.24848
ENSG00000197061,HIST1H4C,16,-0.8425,59,1.45334,25,-0.0121
ENSG00000112763,BTN2A1,29,1.69333,8,-1.1205,9,-1.4366
ENSG00000228223,HCG11,18,0.05915,13,-0.4177,18,0.06838
ENSG00000182952,HMGN4,22,-0.1632,12,-1.0048,26,0.41062
ENSG00000146109,ABT1,14,0.53451,12,0.09020,9,-0.5471
ENSG00000096654,ZNF184,12,0.02248,3,-1.7959,13,0.35058
ENSG00000269293,ZSCAN16-AS1,65,-0.2662,101,0.51804,74,0.04191
ENSG00000204713,TRIM27,50,0.39998,29,-0.5772,40,-0.2208
ENSG00000204681,GABBR1,348,0.55665,189,-0.5914,244,-0.3721
ENSG00000204655,MOG,8,-0.8445,97,4.26416,2,-3.4188
ENSG00000206503,HLA-A,154,0.14451,332,1.39765,107,-0.8218
ENSG00000204619,PPP1R11,76,-0.2160,67,-0.3515,92,0.30743
ENSG00000231074,HCG18,40,0.21465,25,-0.6168,37,-0.0313
ENSG00000241370,RPP21,74,0.30859,63,-0.0407,59,-0.2804
ENSG00000204592,HLA-E,28,-0.9890,161,2.22468,38,-0.5063
ENSG00000204590,GNL1,90,0.54450,60,-0.2837,62,-0.4391
ENSG00000204576,PRR3,27,0.83034,4,-2.4004,17,-0.3933
ENSG00000204574,ABCF1,42,0.43425,29,-0.2994,31,-0.3256
ENSG00000204569,PPP1R10,22,0.05050,20,-0.1298,22,-0.0056
ENSG00000204568,MRPS18B,43,-0.1786,48,0.04703,49,0.14871
ENSG00000137343,ATAT1,51,0.25590,30,-0.6495,44,-0.0637
ENSG00000204564,C6orf136,61,0.41499,34,-0.6022,47,-0.2297
ENSG00000204560,DHX16,15,0.90461,18,0.91640,6,-1.3215
ENSG00000196230,TUBB,694,0.80015,300,-0.8090,415,-0.5685
ENSG00000137312,FLOT1,251,0.53346,139,-0.5739,179,-0.3532
ENSG00000204580,DDR1,37,-0.5256,128,1.70368,41,-0.4355
ENSG00000137411,VARS2,13,-0.1051,17,0.31493,14,-0.0176
ENSG00000204525,HLA-C,127,0.61869,194,1.10988,64,-1.1237
ENSG00000234745,HLA-B,138,0.33349,246,1.20189,86,-0.8819
ENSG00000198563,DDX39B,86,0.21311,103,0.44536,69,-0.3687
ENSG00000213760,ATP6V1G2,356,0.38228,157,-1.0134,293,-0.1132
ENSG00000204498,NFKBIL1,14,0.17850,20,0.70347,11,-0.4523
ENSG00000204482,LST1,10,-0.2965,31,1.67498,9,-0.6083
ENSG00000204472,AIF1,23,-1.3018,116,1.57274,49,0.21785
ENSG00000204469,PRRC2A,76,-0.4094,97,0.09180,102,0.33924
ENSG00000204463,BAG6,100,0.56014,66,-0.2904,68,-0.4528
ENSG00000204438,GPANK1,15,0.44240,11,-0.2336,11,-0.3523
ENSG00000204435,CSNK2B,152,0.24923,152,0.16457,124,-0.2933
ENSG00000204427,ABHD16A,69,1.12903,29,-0.6756,32,-0.9352
ENSG00000213722,DDAH2,22,-0.0402,66,1.83636,16,-0.9713
ENSG00000204394,VARS,31,0.22165,26,-0.1366,27,-0.1663
ENSG00000204392,LSM2,33,-0.0361,56,0.83327,30,-0.3154
ENSG00000204389,HSPA1A,90,0.63733,117,0.84819,48,-0.9885
ENSG00000204388,HSPA1B,63,1.07323,44,0.10174,27,-1.1109
ENSG00000204387,SNHG32,66,0.15128,112,0.98292,50,-0.5715
ENSG00000204386,NEU1,52,0.95252,13,-1.4908,29,-0.6079
ENSG00000204371,EHMT2,43,0.12417,24,-0.8376,42,0.10382
ENSG00000204356,NELFE,63,-0.0123,56,-0.1859,64,0.07051
ENSG00000204351,SKIV2L,25,0.25710,16,-0.5483,22,-0.0884
ENSG00000204348,DXO,18,0.63927,5,-1.4536,13,-0.2984
ENSG00000204344,STK19,20,0.38381,20,0.21465,15,-0.4427
ENSG00000213676,ATF6B,18,1.20594,14,0.28108,7,-1.3305
ENSG00000204314,PRRT1,196,0.29893,76,-1.2478,173,0.00781
ENSG00000221988,PPT2,17,0.42676,9,-0.6735,13,-0.2250
ENSG00000204310,AGPAT1,132,0.32734,85,-0.4799,109,-0.1734
ENSG00000204308,RNF5,80,0.17146,80,0.12700,69,-0.2053
ENSG00000204304,PBX2,17,0.71008,5,-1.2970,11,-0.3915
ENSG00000204287,HLA-DRA,21,-0.6590,121,2.60158,19,-1.1146
ENSG00000196126,HLA-DRB1,48,-0.0633,148,1.88729,34,-0.9912
ENSG00000179344,HLA-DQB1,10,-0.0753,29,1.70585,8,-0.8336
ENSG00000204256,BRD2,58,0.05624,43,-0.4075,58,0.06843
ENSG00000231389,HLA-DPA1,9,-1.1555,95,3.32812,9,-1.5214
ENSG00000223865,HLA-DPB1,14,-0.2626,58,2.28603,10,-1.1591
ENSG00000204231,RXRB,77,0.91612,44,-0.3314,40,-0.8028
ENSG00000112473,SLC39A7,31,0.87161,19,-0.2113,16,-0.7919
ENSG00000204227,RING1,45,0.36915,37,-0.0674,34,-0.3309
ENSG00000223501,VPS52,27,0.27265,19,-0.3477,23,-0.1547
ENSG00000231500,RPS18,661,-0.6280,1965,1.32548,865,-0.0916
ENSG00000227057,WDR46,30,0.73789,14,-0.6633,18,-0.5371
ENSG00000204220,PFDN6,83,0.38029,55,-0.3806,65,-0.2507
ENSG00000237441,RGL2,14,-0.1288,20,0.44965,15,-0.0514
ENSG00000231925,TAPBP,89,0.20544,74,-0.1519,77,-0.1461
ENSG00000236104,ZBTB22,18,0.10103,12,-0.5948,18,0.07265
ENSG00000204209,DAXX,24,0.14224,19,-0.2684,22,-0.0514
ENSG00000112511,PHF1,48,0.87255,30,-0.1872,25,-0.8002
ENSG00000112514,CUTA,227,0.09722,200,-0.1311,214,-0.0493
ENSG00000197283,SYNGAP1,72,-0.1310,20,-2.0122,89,0.52295
ENSG00000137288,UQCC2,97,0.07806,102,0.13479,90,-0.1196
ENSG00000161904,LEMD2,16,0.44881,12,-0.1610,12,-0.3801
ENSG00000124493,GRM4,17,0.72846,4,-1.8155,11,-0.3436
ENSG00000137309,HMGA1,61,0.01797,50,-0.3196,62,0.08075
ENSG00000186577,SMIM29,212,0.71918,81,-1.0393,136,-0.4428
ENSG00000272325,NUDT3,123,-0.3606,129,-0.1809,162,0.38811
ENSG00000124614,RPS10,453,-0.2916,907,0.91877,497,-0.1316
ENSG00000124507,PACSIN1,185,-0.1692,139,-0.5692,220,0.32137
ENSG00000196821,ILRUN,41,0.28168,37,0.00693,33,-0.2700
ENSG00000272288,AL451165.2,12,0.19040,24,1.23811,8,-0.7616
ENSG00000124562,SNRPC,79,0.05316,64,-0.2808,78,0.03664
ENSG00000064995,TAF11,42,0.98783,19,-0.6018,21,-0.8063
ENSG00000064999,ANKS1A,30,0.67575,12,-0.9132,20,-0.4226
ENSG00000112033,PPARD,14,0.14785,17,0.35106,12,-0.2675
ENSG00000198755,RPL10A,412,-0.2826,815,0.90552,450,-0.1324
ENSG00000096063,SRPK1,27,0.79112,11,-0.8793,16,-0.5452
ENSG00000112062,MAPK14,38,0.89101,17,-0.6949,21,-0.6854
ENSG00000096070,BRPF3,28,0.58328,17,-0.3436,18,-0.4612
ENSG00000112078,KCTD20,23,0.14933,18,-0.2580,21,-0.0611
ENSG00000112081,SRSF3,116,0.13959,92,-0.2664,108,-0.0494
ENSG00000124772,CPNE5,96,0.39010,38,-1.1453,79,-0.0980
ENSG00000137168,PPIL1,42,0.75134,18,-0.8112,26,-0.5188
ENSG00000198663,C6orf89,66,0.42175,33,-0.7956,52,-0.1940
ENSG00000137409,MTCH1,810,0.50095,310,-1.1586,616,-0.2051
ENSG00000065491,TBC1D22B,15,0.21841,9,-0.6228,14,-0.0335
ENSG00000112130,RNF8,35,0.23794,10,-1.6404,32,0.12202
ENSG00000137200,CMTR1,24,0.20395,19,-0.2686,21,-0.1104
ENSG00000198937,CCDC167,36,-0.0543,43,0.25426,36,-0.0406
ENSG00000156639,ZFAND3,54,0.23807,67,0.51768,42,-0.4239
ENSG00000183826,BTBD9,28,-0.1879,15,-1.0730,35,0.44669
ENSG00000124767,GLO1,137,0.46070,101,-0.1785,99,-0.3866
ENSG00000112167,SAYSD1,11,-0.2441,13,0.02044,13,0.21721
ENSG00000146122,DAAM2,16,-0.7866,125,3.13153,12,-1.5962
ENSG00000156564,LRFN2,23,0.62358,6,-1.6485,16,-0.2578
ENSG00000124596,OARD1,27,0.30436,30,0.41938,20,-0.4460
ENSG00000095970,TREM2,7,-1.1085,37,1.83553,12,-0.1042
ENSG00000137166,FOXP4,16,-0.0048,17,0.15448,15,-0.0491
ENSG00000214736,TOMM6,160,0.13945,138,-0.1386,146,-0.0871
ENSG00000112576,CCND3,86,0.99191,56,-0.0666,41,-0.9637
ENSG00000048544,MRPS10,50,0.50479,21,-1.0450,38,-0.2283
ENSG00000024048,UBR2,24,0.68569,15,-0.2936,15,-0.5779
ENSG00000124659,TBCC,43,0.73337,13,-1.3468,28,-0.4074
ENSG00000146223,RPL7L1,85,0.00739,59,-0.5653,89,0.15462
ENSG00000221821,C6orf226,19,0.23356,27,0.70334,14,-0.5053
ENSG00000137161,CNPY3,33,0.23214,48,0.76130,25,-0.5324
ENSG00000124587,PEX6,24,0.66623,16,-0.1856,14,-0.5897
ENSG00000112640,PPP2R5D,67,1.11335,27,-0.7698,31,-0.8976
ENSG00000124733,MEA1,128,0.21089,123,0.07949,109,-0.2264
ENSG00000124702,KLHDC3,275,0.50099,132,-0.8122,205,-0.2687
ENSG00000124541,RRP36,37,0.36729,30,-0.0715,28,-0.3278
ENSG00000044090,CUL7,17,0.31591,8,-0.8477,14,-0.0798
ENSG00000137171,KLC4,22,0.71595,7,-1.1429,14,-0.4218
ENSG00000112651,MRPL2,60,0.60235,55,0.24455,37,-0.6723
ENSG00000112658,SRF,20,-0.0282,19,-0.0638,20,0.04729
ENSG00000112659,CUL9,15,-0.2550,18,0.10893,18,0.19593
ENSG00000112667,DNPH1,67,-0.1244,97,0.50827,69,-0.0806
ENSG00000146216,TTBK1,17,0.04327,15,-0.2119,17,0.02599
ENSG00000171467,ZNF318,17,1.50077,8,-0.3236,5,-1.4301
ENSG00000171462,DLK2,18,1.28478,2,-2.1210,8,-0.8748
ENSG00000204052,LRRC73,59,0.37882,15,-1.7748,50,-0.0007
ENSG00000171453,POLR1C,22,1.22077,9,-0.6297,9,-1.0423
ENSG00000137207,YIPF3,107,0.47384,86,-0.0311,76,-0.4456
ENSG00000124571,XPO5,19,0.34686,4,-1.9848,17,0.05264
ENSG00000124688,MAD2L1BP,16,0.24433,6,-1.3305,15,0.07379
ENSG00000096080,MRPS18A,48,0.42256,38,-0.0989,35,-0.3733
ENSG00000112715,VEGFA,7,-0.9310,20,0.81279,14,0.44318
ENSG00000180992,MRPL14,88,0.51478,59,-0.3066,62,-0.4032
ENSG00000137216,TMEM63B,88,0.72848,26,-1.3839,57,-0.3972
ENSG00000112759,SLC29A1,38,1.22442,8,-1.5478,17,-0.8771
ENSG00000096384,HSP90AB1,1932,0.69642,688,-1.1602,1276,-0.3994
ENSG00000157593,SLC35B2,25,0.71628,37,1.08079,12,-1.2123
ENSG00000146232,NFKBIE,14,0.37588,10,-0.2848,11,-0.2725
ENSG00000178233,TMEM151B,114,0.10999,70,-0.6765,112,0.08290
ENSG00000096401,CDC5L,59,1.22417,33,-0.2274,24,-1.1588
ENSG00000001561,ENPP4,43,0.61978,32,-0.0763,27,-0.5768
ENSG00000112796,ENPP5,47,0.84735,14,-1.3093,28,-0.5275
ENSG00000172348,RCAN2,211,1.39453,98,-0.4085,77,-1.2875
ENSG00000153291,SLC25A27,19,0.05092,12,-0.6045,19,0.12270
ENSG00000146072,TNFRSF21,50,0.45831,29,-0.5299,37,-0.2894
ENSG00000146085,MMUT,37,0.47141,32,0.05482,26,-0.4719
ENSG00000170915,PAQR8,40,-0.6754,118,1.26053,55,-0.0130
ENSG00000096092,TMEM14A,238,1.30095,77,-1.0009,99,-1.0451
ENSG00000170899,GSTA4,90,0.90717,33,-0.9835,50,-0.6427
ENSG00000112146,FBXO9,131,0.65584,40,-1.4065,90,-0.3214
ENSG00000012660,ELOVL5,53,0.45380,86,1.12620,30,-0.9583
ENSG00000001084,GCLC,25,0.31030,30,0.50273,19,-0.4874
ENSG00000146151,HMGCLL1,26,0.86052,15,-0.3658,14,-0.7359
ENSG00000151914,DST,105,0.07428,153,0.66651,91,-0.3358
ENSG00000151917,BEND6,50,0.28390,42,-0.1036,41,-0.2365
ENSG00000112200,ZNF451,22,-0.1983,19,-0.4112,27,0.30757
ENSG00000112210,RAB23,17,-0.0121,17,0.05739,17,-0.0081
ENSG00000118482,PHF3,33,0.22457,50,0.83012,24,-0.5601
ENSG00000230910,AL391807.1,21,-0.0060,34,0.71820,19,-0.2858
ENSG00000135298,ADGRB3,85,0.62372,40,-0.7841,58,-0.3964
ENSG00000168216,LMBRD1,93,0.60141,89,0.31270,57,-0.6982
ENSG00000082269,FAM135A,14,0.21667,6,-1.0119,13,0.04809
ENSG00000154079,SDHAF4,18,-0.1306,14,-0.4237,20,0.24817
ENSG00000112305,SMAP1,91,0.34949,69,-0.2109,72,-0.2679
ENSG00000112309,B3GAT2,39,0.45950,61,1.03288,23,-0.9075
ENSG00000119900,OGFRL1,71,0.14405,130,1.10372,53,-0.6340
ENSG00000079841,RIMS1,70,-0.1448,58,-0.3880,80,0.25174
ENSG00000185760,KCNQ5,37,0.10955,6,-2.4867,38,0.32846
ENSG00000135314,KHDC1,28,0.50158,20,-0.1934,20,-0.4226
ENSG00000135297,MTO1,15,0.44449,9,-0.3793,11,-0.3140
ENSG00000156508,EEF1A1,1515,-0.2896,3323,1.08192,1606,-0.2241
ENSG00000119899,SLC17A5,26,1.32400,7,-1.0962,10,-1.0511
ENSG00000112695,COX7A2,753,0.05105,655,-0.1851,739,0.01070
ENSG00000112697,TMEM30A,199,0.39180,98,-0.8420,160,-0.1552
ENSG00000118407,FILIP1,35,0.53827,15,-0.8833,25,-0.2914
ENSG00000112701,SENP6,46,0.49973,38,0.02970,32,-0.4915
ENSG00000196586,MYO6,20,-0.7684,51,0.94742,31,0.24504
ENSG00000146247,PHIP,28,0.13864,25,-0.0851,26,-0.1030
ENSG00000118418,HMGN3,71,-0.1919,121,0.71406,75,-0.1150
ENSG00000198478,SH3BGRL2,37,0.07908,19,-0.9505,38,0.16944
ENSG00000118402,ELOVL4,86,1.00001,19,-1.7205,47,-0.6272
ENSG00000083123,BCKDHB,15,-0.0298,10,-0.6225,16,0.20347
ENSG00000005700,IBTK,17,-0.0416,23,0.46353,16,-0.1369
ENSG00000083097,DOP1A,37,0.93567,6,-2.0470,21,-0.5283
ENSG00000013375,PGM3,15,0.26410,27,1.12744,10,-0.7658
ENSG00000013392,RWDD2A,28,0.98514,7,-1.5501,15,-0.6331
ENSG00000065833,ME1,30,-0.0242,22,-0.4715,32,0.16113
ENSG00000065609,SNAP91,338,0.64846,87,-1.6638,237,-0.2808
ENSG00000203877,RIPPLY2,41,0.62560,14,-1.2047,28,-0.3214
ENSG00000135324,MRAP2,64,1.31541,11,-1.8403,28,-0.9345
ENSG00000135318,NT5E,10,-0.8565,18,0.30914,18,0.62930
ENSG00000135317,SNX14,63,0.78098,31,-0.6081,37,-0.5933
ENSG00000135316,SYNCRIP,42,-0.0398,57,0.45928,41,-0.1368
ENSG00000203875,SNHG5,31,-0.1970,90,1.66110,26,-0.6868
ENSG00000188994,ZNF292,22,0.10701,27,0.40700,19,-0.2517
ENSG00000111850,SMIM8,26,0.53424,11,-0.9663,19,-0.2716
ENSG00000164414,SLC35A1,26,0.45076,20,-0.1299,19,-0.3915
ENSG00000146282,RARS2,16,0.28920,10,-0.5209,14,-0.1262
ENSG00000135336,ORC3,35,0.44042,24,-0.2908,26,-0.3341
ENSG00000135334,AKIRIN2,108,0.41407,67,-0.4787,84,-0.2585
ENSG00000118432,CNR1,169,1.64490,34,-1.5759,57,-1.3085
ENSG00000111880,RNGTT,18,0.58013,6,-1.1114,12,-0.2915
ENSG00000146278,PNRC1,43,0.05354,91,1.29241,33,-0.6638
ENSG00000154548,SRSF12,14,0.50750,8,-0.5426,10,-0.3350
ENSG00000198833,UBE2J1,33,0.52401,26,-0.0312,22,-0.4954
ENSG00000025039,RRAGD,30,0.16525,22,-0.4106,28,-0.0345
ENSG00000135299,ANKRD6,33,0.10317,15,-1.1035,34,0.17418
ENSG00000083099,LYRM2,50,0.48070,43,0.08348,35,-0.4911
