SpX,cell_type_anno,n_cell,expected_n,std_resid,RoE,log2_RoE,enrichment,prop_SpX,prop_cell_type,n_donor,mean_log2_RoE,p_value,padj,sig_by_donor
L5~SpX1,OPC.3,1,1.9592760330687875,-0.7492254317610804,0.6099355988633115,-0.7132711736961872,depleted,0.08333333333333333,2.0261782226364633e-5,16,-0.14887965827396016,0.40167816646977295,0.4239936201625381,FALSE
Vasc~SpX3,OPC.3,0,1.4643160788543035,-1.2914728858140825,0.2545415197597055,-1.9740270929446957,depleted,0,0,16,-0.12078803045459519,0.036031686218233556,0.045809801809055306,TRUE
L1a~SpX6,OPC.4,238,126.55548020206498,10.320423037849023,1.877132726748167,0.908530662662959,enriched,0.13789107763615296,0.010738133910846418,16,0.7642551673275414,2.1362304687500008e-4,4.5378311820652186e-4,TRUE
Inhib~SpX5,OPC.4,151,96.6809867705001,5.70219575399251,1.5589469199132353,0.6405718070083551,enriched,0.08748551564310544,0.008918025041341838,16,0.3116104005940209,0.11666870117187501,0.1375886062095905,FALSE
L1b~SpX7,OPC.4,221,146.1406316680947,6.4910552187841875,1.5104954028112851,0.5950217932340407,enriched,0.12804171494785632,0.008634836289755412,16,0.35792037678934135,0.05065917968750001,0.061876569475446445,FALSE
WM~SpX2,OPC.4,382,327.6087654120862,3.348117293196486,1.1657719644264957,0.22128561189583132,neutral,0.2213209733487833,0.006657952069716776,16,0.21007553903390555,0.12973022460937503,0.1509106694435587,FALSE
L5~SpX1,OPC.4,256,281.8092027563939,-1.685576887472787,0.9085782450433796,-0.13831733290430454,neutral,0.14831981460023175,0.005187016249949346,16,-0.24582720308620667,0.013092041015625003,0.018127441406250003,TRUE
WMtz~SpX8,OPC.4,235,271.43421144042424,-2.4158738221763087,0.8660182871164547,-0.2075306052082648,neutral,0.1361529548088065,0.004943517680964301,16,-0.2943799172660487,0.028991699218750007,0.03727504185267858,TRUE
L6~SpX9,OPC.4,126,148.06488707452388,-1.9019318424043206,0.8514797977569519,-0.23195579401656077,neutral,0.07300115874855156,0.004859049014692839,16,-0.3738509192756079,0.05065917968750001,0.061876569475446445,FALSE
L2.3~SpX4,OPC.4,81,117.08837200070134,-3.464241517833464,0.6930957424898604,-0.528873438521103,neutral,0.04692931633835458,0.0039500633960791965,16,-0.7064758773610174,4.2724609375000016e-4,8.697509765625003e-4,TRUE
Vasc~SpX3,OPC.4,36,210.61746267521065,-12.877845083621686,0.17288953522595465,-2.5320775476800144,depleted,0.02085747392815759,9.759800466301577e-4,16,-2.28624393629033,6.103515625000003e-5,1.546223958333334e-4,TRUE
L6~SpX9,OPC.5,1128,689.7112932092537,17.69115990210564,1.6350065713252084,0.7092964341326782,enriched,0.14029850746268657,0.0435000578458216,16,0.7590587233326516,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L5~SpX1,OPC.5,2138,1312.7149421560875,25.239500004693156,1.6284462895989649,0.7034961366775823,enriched,0.26592039800995027,0.04331969039996758,16,0.7229984635654192,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Inhib~SpX5,OPC.5,700,450.35639260418355,12.271947455740706,1.5537098097996447,0.6357170732068618,enriched,0.08706467661691543,0.041341837939995275,16,0.6713566079992062,2.1362304687500008e-4,4.5378311820652186e-4,TRUE
L1b~SpX7,OPC.5,878,680.7477859857946,8.009286314390465,1.2895454753350473,0.3668626501209526,neutral,0.10920398009950248,0.0343049152145034,16,0.33234053074150943,0.004180908203125002,0.0062888888758397855,TRUE
L2.3~SpX4,OPC.5,662,545.4174454725601,5.240554304686213,1.2135534511569293,0.27923765362358616,neutral,0.08233830845771144,0.03228323417536331,16,0.30439938357894347,0.018249511718750003,0.024669300426136367,TRUE
WMtz~SpX8,OPC.5,1463,1264.3864773934015,6.16703587310983,1.1570208284745749,0.21041483580798484,neutral,0.18196517412935323,0.03077602709468414,16,0.16992622619523925,0.05065917968750001,0.061876569475446445,FALSE
L1a~SpX6,OPC.5,300,589.5168370942076,-12.554961777337196,0.5093074995621173,-0.9733911337850086,depleted,0.03731343283582089,0.01353546291283162,16,-1.117501965009427,6.103515625000003e-5,1.546223958333334e-4,TRUE
WM~SpX2,OPC.5,638,1526.057053252128,-25.59855214627958,0.4182614718786698,-1.2575229845209348,depleted,0.07935323383084578,0.011119825708061002,16,-1.411163464101814,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,OPC.5,133,981.0917728323833,-29.28877180020216,0.13600358488619532,-2.878283415254592,depleted,0.01654228855721393,0.003605704061161416,16,-2.8743401175764944,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Oligo.1,5982,1885.5535779859003,106.57369973258768,3.171967153970598,1.665377831871312,enriched,0.6021743507147171,0.10426143790849673,16,1.6609922558341317,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Oligo.1,962,728.3905795639129,9.14324065016712,1.3204999858495263,0.40108428604509044,neutral,0.0968391383128649,0.04340371774048006,16,0.734572445794589,0.002136230468750001,0.003430003851232396,TRUE
WMtz~SpX8,Oligo.1,1336,1562.2407047793595,-6.340253680934572,0.8552282511823982,-0.2256185837752279,neutral,0.1344876182806523,0.028104423922418326,16,-0.04500481379460734,0.7819519042968751,0.8006812912261415,FALSE
L6~SpX9,Oligo.1,631,852.1880580523291,-8.057975309990349,0.7405990901789375,-0.4332353177180047,neutral,0.06351922689752365,0.024333808954533184,16,-0.3664148535599007,0.028991699218750007,0.03727504185267858,TRUE
L5~SpX1,Oligo.1,545,1621.9540093754445,-29.7263886715422,0.3362190834672642,-1.5725264820258453,depleted,0.054862089792631366,0.011042671313368724,16,-1.3047689640971785,9.155273437500004e-5,2.1895828780594417e-4,TRUE
L1b~SpX7,Oligo.1,180,841.1129982565775,-24.227904756079575,0.214469121049592,-2.2211581493327555,depleted,0.018119589289309443,0.007032898335547394,16,-1.8819712468790666,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Inhib~SpX5,Oligo.1,116,556.4478114589501,-19.541402186374828,0.2091757927817742,-2.257212191937346,depleted,0.01167706865311053,0.006850933144342074,16,-1.9274503223255648,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Oligo.1,141,1212.2096606115542,-33.388816090649634,0.11668085494482111,-3.09936023257416,depleted,0.01419367827662573,0.003822588515968118,16,-2.5632534748130555,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Oligo.1,41,673.9025999159717,-25.677265248845785,0.06153594307787479,-4.022426856508876,depleted,0.004127239782564928,0.0019994148054228032,16,-3.6968013767179158,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Oligo.2,7020,1771.8585313567928,140.70474558532635,3.961105992829566,1.985903305959443,enriched,0.7520085698982325,0.1223529411764706,16,1.9334221169808332,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Oligo.2,822,684.4701087406006,5.547117259415906,1.2007823253955776,0.26397464685154187,neutral,0.08805570433851098,0.037087168381158636,16,0.7679576718079371,0.005157470703125002,0.007570193049222105,TRUE
WMtz~SpX8,Oligo.2,694,1468.0407669735575,-22.35425355679311,0.47291843414824664,-1.0803367163906004,depleted,0.0743438671665774,0.014599154342932873,16,-0.7361525124342807,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Oligo.2,265,800.8028510085054,-20.11544872684715,0.33133539917628707,-1.5936357487341561,depleted,0.028387787895018748,0.010219428483282557,16,-1.1941248398823123,2.1362304687500008e-4,4.5378311820652186e-4,TRUE
L5~SpX1,Oligo.2,265,1524.1534807247608,-35.81657990314878,0.17413792927806235,-2.5216976218147025,depleted,0.028387787895018748,0.0053693722899866275,16,-2.240865735450306,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Inhib~SpX5,Oligo.2,68,522.8951399204046,-20.798547765372053,0.13087626302838262,-2.9337246348583723,depleted,0.007284413497589716,0.004016064257028112,16,-2.4306457045976413,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1b~SpX7,Oligo.2,99,790.3955947981831,-26.111223257161345,0.12580674447351034,-2.9907188280146384,depleted,0.01060524906266738,0.0038680940845510665,16,-2.3722537446351044,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Oligo.2,89,1139.1158830087436,-33.730611520501895,0.07853523396296269,-3.6705161413837697,depleted,0.00953401178361007,0.0024128395597245566,16,-2.8696735519648042,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Oligo.2,13,633.2676434684513,-25.932922522883096,0.021301182127440095,-5.552922693498637,depleted,0.0013926084627745045,6.339607919633279e-4,16,-4.57874040024008,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WMtz~SpX8,Oligo.3,13947,8264.904392961469,74.90609865288,1.687455245611117,0.7548492397687376,enriched,0.26537912662924557,0.29339251530386856,16,0.8017244655441796,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Oligo.3,7128,4508.429976941832,44.891800073226094,1.5809737646080908,0.6608134271625401,enriched,0.13562934069070498,0.2748833442597663,16,0.7564468342104869,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Oligo.3,15214,9975.364233042983,64.11117240329615,1.5251310206894277,0.6089331867931539,enriched,0.2894872038816478,0.2651677559912854,16,0.6067625811375708,0.0033569335937500013,0.005102539062500002,TRUE
L5~SpX1,Oligo.3,7632,8580.81265982751,-12.31964565907564,0.8894326896782033,-0.16904266527107642,neutral,0.14521929407287604,0.15463792195161485,16,-0.08756952063864087,0.12973022460937503,0.1509106694435587,FALSE
L1a~SpX6,Oligo.3,2892,3853.4897230704087,-17.70219810814234,0.7505209426701829,-0.41403576526009944,neutral,0.055028065835791076,0.13048186247969681,16,-0.4388868704755375,0.0013122558593750004,0.0021999583524816182,TRUE
L1b~SpX7,Oligo.3,2286,4449.838295085005,-37.30248082413718,0.5137811663722806,-0.9607740884152974,depleted,0.0434972885548473,0.08931780886145191,16,-0.877937355113785,6.103515625000003e-5,1.546223958333334e-4,TRUE
Inhib~SpX5,Oligo.3,1234,2943.8408225513517,-35.685328579192955,0.4192789063496637,-1.254017843930871,depleted,0.023480163638093427,0.07287975431136309,16,-1.158115209402758,9.155273437500004e-5,2.1895828780594417e-4,TRUE
Vasc~SpX3,Oligo.3,1470,6413.094293682327,-72.47666245503005,0.2292786123762938,-2.124826311524533,depleted,0.02797069736466559,0.039852518570731445,16,-2.0400298709463978,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Oligo.3,752,3565.225602837114,-53.6894803360289,0.2110369904518912,-2.244432198967919,depleted,0.014308819332128247,0.03667219350434019,16,-2.1586406190171368,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Oligo.4,14671,5522.276605387738,143.87423648132747,2.6565441712212725,1.4095507011686284,enriched,0.5042620471574896,0.2557037037037037,16,1.4769631701696553,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Oligo.4,2591,2133.2590619923976,10.829522922457679,1.2145232543641487,0.28039011338642095,neutral,0.08905616278270434,0.11690128135715575,16,0.4085830215729741,0.006286621093750002,0.009033716025472692,TRUE
WMtz~SpX8,Oligo.4,5247,4575.380618567615,11.377291393534538,1.1467737988415052,0.19758084778555657,neutral,0.18034646318828623,0.11037717988093484,16,0.3467582820815364,0.009185791015625003,0.012928150318287042,TRUE
L6~SpX9,Oligo.4,2221,2495.8284035609486,-6.052093694171748,0.8899069516779472,-0.1682735985505779,neutral,0.07633876400632433,0.08565037985422853,16,-0.09022528446547057,0.5618896484375001,0.5805627183251512,FALSE
L5~SpX1,Oligo.4,2271,4750.264742175275,-41.36639454215112,0.4781335476022599,-1.0645144608782866,depleted,0.07805733140853784,0.046014507436074076,16,-0.9878021901684276,6.103515625000003e-5,1.546223958333334e-4,TRUE
L1b~SpX7,Oligo.4,859,2463.3925479441177,-35.54107575819509,0.3488382643622874,-1.5193697956614904,depleted,0.029524987970028185,0.033562553723528954,16,-1.398172191526664,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Inhib~SpX5,Oligo.4,522,1629.6851848788701,-29.70690346690577,0.32051573333297345,-1.6415329179361888,depleted,0.017941843679109094,0.030829199149539334,16,-1.5086894144457068,6.103515625000003e-5,1.546223958333334e-4,TRUE
Vasc~SpX3,Oligo.4,544,3550.234333182259,-56.64076897046657,0.1533485608629033,-2.7051134675435646,depleted,0.018698013336083043,0.014748142926855718,16,-2.435876805099687,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Oligo.4,168,1973.678502310779,-44.282495411897344,0.08535195768912004,-3.5504319455317375,depleted,0.005774386471437409,0.008192724080756851,16,-3.3664454435710685,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Oligo.5,1103,390.81485978185714,40.16036034629081,2.819979799936957,1.4956848283562838,enriched,0.5356969402622632,0.019224400871459695,16,1.1491051714036364,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Oligo.5,192,176.6312876514743,1.2135667481121455,1.0867645267659622,0.1200393802289662,neutral,0.0932491500728509,0.00740426516524623,16,0.08029594118280804,0.8208923339843751,0.8380453081273322,FALSE
WMtz~SpX8,Oligo.5,295,323.80245733246437,-1.7495540390306885,0.9111864351279428,-0.13418182514524005,neutral,0.14327343370568238,0.006205692408019017,16,0.20773745596771606,0.37545776367187506,0.4037941986659788,FALSE
L5~SpX1,Oligo.5,244,336.17911267405276,-5.5149229236620725,0.7262107769563548,-0.4615397550189703,neutral,0.11850412821758136,0.00494387486323297,16,-0.20173050526313346,0.32250976562500006,0.3523908621206071,FALSE
L1a~SpX6,Oligo.5,72,150.9720357682803,-6.699541189811261,0.4786362025985406,-1.0629985727829974,depleted,0.034968431277319086,0.0032485110990795887,16,-1.0374599177340726,3.051757812500001e-4,6.287356457078316e-4,TRUE
Inhib~SpX5,Oligo.5,41,115.33380750895695,-7.148411995659274,0.3582719146721563,-1.4808731413507357,depleted,0.0199125789218067,0.002421450507914009,16,-1.1095949459992924,6.103515625000003e-5,1.546223958333334e-4,TRUE
L1b~SpX7,Oligo.5,51,174.33578250556604,-9.796956612772583,0.2945621271684499,-1.7633561446855845,depleted,0.02476930548810102,0.001992654528405095,16,-1.4858985950086079,6.103515625000003e-5,1.546223958333334e-4,TRUE
L2.3~SpX4,Oligo.5,25,139.67842291393052,-10.084526903732593,0.18191102075429247,-2.458695146147931,depleted,0.012141816415735794,0.0012191553691602458,16,-1.913369812203946,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Oligo.5,36,251.25223386341756,-14.542401671016137,0.1449838177793578,-2.7860362105940015,depleted,0.017484215638659543,9.759800466301577e-4,16,-2.263489474793106,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Vasc.Endo,10726,3311.3067596491983,144.13766793297881,3.2388665095714098,1.6954890084393637,enriched,0.39526827830188677,0.29078783278208536,16,1.7930344967961231,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1b~SpX7,Vasc.Endo,2542,2297.6084478246917,5.585783708623575,1.106344655930681,0.14580089365870977,neutral,0.09367629716981132,0.09932015316089708,16,0.16643215182721458,0.09344482421875001,0.1117417128769668,FALSE
WMtz~SpX8,Vasc.Endo,4231,4267.4616232024055,-0.6372790654599121,0.9914568999392626,-0.012378037103335758,neutral,0.15591833726415094,0.08900435450280834,16,0.06227786080589112,0.34838867187500006,0.37705356259889244,FALSE
L5~SpX1,Vasc.Endo,3705,4430.576202779552,-12.490671551699768,0.8362528267231315,-0.257988912490452,neutral,0.1365344929245283,0.07506990314868096,16,-0.269701982144509,0.03863525390625001,0.04840020819024726,TRUE
Inhib~SpX5,Vasc.Endo,1075,1520.0088395158116,-12.3136744695649,0.7073290020086174,-0.49954667877548176,neutral,0.039615271226415096,0.0634892511221356,16,-0.5652843749859707,1.5258789062500005e-4,3.4107881433823544e-4,TRUE
L2.3~SpX4,Vasc.Endo,1160,1840.8517164606208,-17.22749720071302,0.6302435268752843,-0.6660186994043161,depleted,0.04274764150943396,0.056568809129035405,16,-0.7869676220755318,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Vasc.Endo,1241,2327.861399567949,-24.69426959366243,0.5332076026644201,-0.9072307438527101,depleted,0.04573260613207547,0.047857776406617564,16,-0.9587845546615952,1.5258789062500005e-4,3.4107881433823544e-4,TRUE
L1a~SpX6,Vasc.Endo,892,1989.6926481826392,-26.794664141819766,0.44844904879685576,-1.1569840143665748,depleted,0.03287146226415094,0.04024544306081935,16,-1.1044926072519643,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Vasc.Endo,1564,5150.632362817132,-58.1952301627137,0.30371962702670324,-1.7191879532599694,depleted,0.05763561320754717,0.02725925925925926,16,-1.484474965733222,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Vasc.PC,13423,2441.3809824698374,245.4584225591154,5.497196667801073,2.458696094181178,enriched,0.6709151796871096,0.36390500460879466,16,2.4331690266482875,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1b~SpX7,Vasc.PC,1046,1693.9951435594269,-17.029305613977872,0.6175880786543538,-0.6952831904553308,depleted,0.05228170140450842,0.0408689536610143,16,-0.4885185587072889,0.024963378906250007,0.032710634428879316,TRUE
WMtz~SpX8,Vasc.PC,1772,3146.3408275136544,-27.61947155201267,0.563263316181285,-0.8281185790824699,depleted,0.08856900084970261,0.03727622693901592,16,-0.6329461070794553,5.798339843750002e-4,0.0011596679687500004,TRUE
Inhib~SpX5,Vasc.PC,491,1120.6816351780972,-20.033983915426347,0.43837678443772077,-1.1897566968248185,depleted,0.024541410506322785,0.0289983463264824,16,-1.0390791860344437,3.051757812500001e-4,6.287356457078316e-4,TRUE
L5~SpX1,Vasc.PC,1390,3266.6029661339358,-37.14517593374948,0.42560642086080985,-1.232408178836387,depleted,0.06947568351077123,0.02816387729464684,16,-1.0599715780629306,7.629394531250003e-4,0.0013732910156250007,TRUE
L2.3~SpX4,Vasc.PC,456,1357.2346805434715,-26.220128153451075,0.3362218013148733,-1.572514819959019,depleted,0.022792022792022793,0.022237393933482882,16,-1.4674120026022155,9.155273437500004e-5,2.1895828780594417e-4,TRUE
L1a~SpX6,Vasc.PC,443,1466.973054694504,-28.739774348862195,0.3022201999424971,-1.7263280036006048,depleted,0.022142250212425652,0.019987366901281358,16,-1.5943868181260379,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Vasc.PC,440,1716.3002292584003,-33.34280485962588,0.25658197878403194,-1.9625082496036474,depleted,0.02199230269405708,0.016968107670355944,16,-1.83018612090558,9.155273437500004e-5,2.1895828780594417e-4,TRUE
WM~SpX2,Vasc.PC,546,3797.4904806486725,-60.661099436599464,0.1438918825058933,-2.796942888485449,depleted,0.02729044834307992,0.009516339869281045,16,-2.3884594678498976,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Vasc.VLMC,4625,619.4057013553704,173.22717041980007,7.461618742797079,2.8994886464146736,enriched,0.911150512214342,0.12538632543512443,16,2.915526908605315,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Vasc.VLMC,111,372.18749565798487,-14.18354176145663,0.29917826945909526,-1.7409227046956717,depleted,0.02186761229314421,0.005008121277747699,16,-1.2922617991164087,0.0010070800781250004,0.001766263521634616,TRUE
WMtz~SpX8,Vasc.VLMC,125,798.2619103543415,-26.178360664233544,0.15711815795563727,-2.670078174097713,depleted,0.02462568951930654,0.00262953068136399,16,-2.2238406314028003,6.103515625000003e-5,1.546223958333334e-4,TRUE
L1b~SpX7,Vasc.VLMC,48,429.7855424955091,-19.412530543977113,0.11271584845429984,-3.1492377144356674,depleted,0.009456264775413711,0.0018754395561459717,16,-2.6241987656207644,2.1362304687500008e-4,4.5378311820652186e-4,TRUE
WM~SpX2,Vasc.VLMC,83,963.4658709338062,-31.78174961288568,0.08662132396773806,-3.5291339662598857,depleted,0.016351457840819542,0.0014466230936819172,16,-2.9103409342301916,9.155273437500004e-5,2.1895828780594417e-4,TRUE
Inhib~SpX5,Vasc.VLMC,18,284.32948368890993,-16.394683077648203,0.06495114115435344,-3.9445013165532403,depleted,0.0035460992907801418,0.0010630758327427356,16,-3.1341608109985013,6.103515625000003e-5,1.546223958333334e-4,TRUE
L5~SpX1,Vasc.VLMC,38,828.7737619880971,-30.28445463446615,0.0464261643919618,-4.428918095630338,depleted,0.007486209613869189,7.699477246018559e-4,16,-3.8546744337481615,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Vasc.VLMC,16,435.44459257837957,-21.201245181158278,0.037848846575688225,-4.723606854289999,depleted,0.0031520882584712374,6.170220971038526e-4,16,-3.5860175279814492,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Vasc.VLMC,12,344.3456409476014,-18.707871859218365,0.03624810209475535,-4.785950730375842,depleted,0.002364066193853428,5.85194577196918e-4,16,-3.6292411362333508,6.103515625000003e-5,1.546223958333334e-4,TRUE
L2.3~SpX4,Excit.L2,6908,777.355535779859,232.1894253650341,8.881469221754276,3.150798354909615,enriched,0.6028449253861593,0.33687701160635913,16,3.2321324405926175,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L5~SpX1,Excit.L2,2991,1870.9453385779364,28.86081763209933,1.5984971285739848,0.6767161525664827,enriched,0.26101754079762635,0.06060299063905661,16,0.5693946713986826,0.015502929687500003,0.021293180534638557,TRUE
Inhib~SpX5,Excit.L2,487,641.8698884143457,-6.414350250088937,0.7589085490967931,-0.39800204813142,neutral,0.042499345492625885,0.02876210725253957,16,-0.624929948047519,0.0033569335937500013,0.005102539062500002,TRUE
L1b~SpX7,Excit.L2,385,970.2349352750274,-20.02141755953749,0.3971217950354085,-1.3323465531470342,depleted,0.033598045204642636,0.015042588106587481,16,-1.5549299700520807,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Excit.L2,246,983.0101627966217,-25.064679254126716,0.25063289564703084,-1.9963523136184995,depleted,0.021467841871018415,0.009486714742971733,16,-2.513536957585648,6.103515625000003e-5,1.546223958333334e-4,TRUE
WMtz~SpX8,Excit.L2,315,1802.0652542849487,-38.90364866039268,0.17502833767044637,-2.5143395767901646,depleted,0.02748930971288943,0.006626417317037255,16,-2.452181787293111,3.0517578125000014e-5,8.920522836538465e-5,TRUE
Vasc~SpX3,Excit.L2,108,1398.2998289659554,-37.54409130058178,0.07756649504325949,-3.6884225769646855,depleted,0.009424906187276377,0.0029279401398904733,16,-3.48425639846493,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Excit.L2,9,840.2081388386226,-30.36994489248497,0.011299997658073777,-6.467533716132996,depleted,7.854088489396981e-4,4.060638873849486e-4,16,-5.60792903176403,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Excit.L2,10,2175.0109170666833,-52.580810060234,0.004826452451986549,-7.694821118457677,depleted,8.726764988218868e-4,1.7429193899782134e-4,16,-6.687625595172739,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L2.3~SpX4,Excit.L2_5.1,1094,332.88102051416075,43.562850193854,3.2830303246177444,1.715028075824261,enriched,0.22294681067862238,0.05335023895445236,16,1.847180410214971,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L5~SpX1,Excit.L2_5.1,1792,801.1806245223784,38.582585945121686,2.2359278061234518,1.1608736070410655,enriched,0.3651925820256776,0.03630911374964542,16,1.151140952386655,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Excit.L2_5.1,817,420.94692982311045,20.354924137930904,1.9397460086922944,0.9558677575725045,enriched,0.16649684124719788,0.03150669083336547,16,0.7435873602219754,0.0016784667968750007,0.0027205480783471575,TRUE
Inhib~SpX5,Excit.L2_5.1,231,274.8630371279513,-2.745439093040758,0.8407083333135604,-0.250322721357327,neutral,0.047075606276747506,0.01364280652019844,16,-0.35472431526295134,0.09344482421875001,0.1117417128769668,FALSE
WMtz~SpX8,Excit.L2_5.1,608,771.684632409132,-6.47136125596572,0.7880239705127856,-0.34368857990882057,neutral,0.12390462604442633,0.012790037234154448,16,-0.4803499505657223,0.005157470703125002,0.007570193049222105,TRUE
L1b~SpX7,Excit.L2_5.1,209,415.4762917701858,-10.674860314304532,0.5036344718312512,-0.9895510615564763,depleted,0.04259221520277155,0.008165976400718918,16,-1.0936900102103675,6.103515625000003e-5,1.546223958333334e-4,TRUE
Vasc~SpX3,Excit.L2_5.1,74,598.7832499115055,-23.0758842190321,0.12431517151697666,-3.007925720165151,depleted,0.015080497248828205,0.002006181206961991,16,-2.6265413853136845,3.0517578125000014e-5,8.920522836538465e-5,TRUE
WM~SpX2,Excit.L2_5.1,68,931.3883035209194,-31.688433581902984,0.07350666355741237,-3.765981150091333,depleted,0.013857754228652945,0.0011851851851851852,16,-3.901286739729788,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L1a~SpX6,Excit.L2_5.1,14,359.79591040065634,-19.093322075461003,0.04024469770937923,-4.635057470952026,depleted,0.0028530670470756064,6.316549359321422e-4,16,-4.239973442000483,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L5~SpX1,Excit.L2_5.2,2617,539.9438201132067,98.25865049005662,4.843241614737519,2.2759729764453738,enriched,0.79135167825824,0.05302508408639624,16,1.9798763217613407,7.265138800579516e-4,0.0013430689025936185,TRUE
L2.3~SpX4,Excit.L2_5.2,159,224.3402353454921,-4.543286657291159,0.7093926038411695,-0.4953438061384941,neutral,0.04807983066223163,0.007753828147859163,16,-0.4208933824233594,0.1055137152897013,0.1252975369065203,FALSE
WMtz~SpX8,Excit.L2_5.2,306,520.0654329278581,-10.281583113974087,0.5887828515161435,-0.7641924418227619,depleted,0.09253099485938918,0.006437091107979048,16,-0.7626418511848946,0.001332047360777073,0.0022114572688629076,TRUE
L1b~SpX7,Excit.L2_5.2,118,280.0040955541073,-10.175217772398282,0.42245372484104127,-1.2431347762113003,depleted,0.035681886906561835,0.004610455575525514,16,-1.0498382760222063,7.265138800579516e-4,0.0013430689025936185,TRUE
Inhib~SpX5,Excit.L2_5.2,48,185.23987442065112,-10.435641135847852,0.26111786793911834,-1.9372269122072678,depleted,0.01451466586029634,0.002834868887313962,16,-1.5400491163236465,0.0028655948078218263,0.004454697383068475,TRUE
Vasc~SpX3,Excit.L2_5.2,39,403.54110606426514,-19.473795432372597,0.09776233013706603,-3.354577517986258,depleted,0.011793166011490778,0.001057311717182671,16,-2.8116408754572926,7.265138800579516e-4,0.0013430689025936185,TRUE
L6~SpX9,Excit.L2_5.2,12,283.69095107500027,-16.96355956079462,0.04398451095193791,-4.506860618454515,depleted,0.003628666465074085,4.627665728278894e-4,16,-3.569935420651923,7.265138800579516e-4,0.0013430689025936185,TRUE
L1a~SpX6,Excit.L2_5.2,5,242.4791268993215,-15.929890825129766,0.022635689205842472,-5.465256955699967,depleted,0.0015119443604475356,2.2559104854719364e-4,16,-3.599699220193271,7.265138800579516e-4,0.0013430689025936185,TRUE
WM~SpX2,Excit.L2_5.2,3,627.695357600098,-27.854065942067944,0.005571515226363803,-7.487714549146883,depleted,9.071666162685213e-4,5.22875816993464e-5,16,-4.763910869524527,7.265138800579516e-4,0.0013430689025936185,TRUE
L5~SpX1,Excit.L5.1,2582,612.6003063395076,87.53173772376906,4.21219818893701,2.0745733184789894,enriched,0.6881663113006397,0.052315921708473476,16,1.7892780656493459,3.0517578125000014e-5,8.920522836538465e-5,TRUE
L6~SpX9,Excit.L5.1,477,321.8652701643184,9.100389491432246,1.4812389676983664,0.5668044088253248,neutral,0.1271321961620469,0.018394971269908602,16,1.0027877399940202,0.005157470703125002,0.007570193049222105,TRUE
