xSpD,cell_type_anno,n_cell,expected_n,std_resid,RoE,log2_RoE,enrichment,prop_xSpD,prop_cell_type,n_donor,mean_log2_RoE,p_value,padj,sig_by_donor
xVasc_adj,OPC.1,1,1.2694398221510592,-0.24546506613103403,0.8477259193683634,-0.23833019646976514,neutral,0.04,6.515082415792559e-5,16,-0.12163937616410252,0.021097971724778376,0.027388050251420375,TRUE
xVasc_im,OPC.1,0,0.9933703631413363,-1.0171335213477684,0.33481312629523424,-1.5785720052612948,depleted,0,0,16,-0.21775919314103534,0.0016616944579835099,0.002740621566772462,TRUE
xWMd,OPC.1,1,4.3832849784470636,-1.7795777095364829,0.3071702771024877,-1.7028894724202148,depleted,0.04,1.8868280533594974e-5,16,-0.31040509703494135,0.021097971724778376,0.027388050251420375,TRUE
xVasc_mural,OPC.1,0,1.607620774185438,-1.310818527265013,0.23723432892866697,-2.0756153051061514,depleted,0,0,16,-0.26990493706577856,0.0016616944579835099,0.002740621566772462,TRUE
xWMuf,OPC.1,0,3.4650108012796124,-2.005709037976757,0.1261030612674843,-2.987324796050643,depleted,0,0,16,-0.3947222109060948,0.0016616944579835099,0.002740621566772462,TRUE
xL1_inhib,OPC.2,829,396.1749906543293,22.62791406076014,2.0911325884994936,1.0642845390706552,enriched,0.11112600536193029,0.05164143773749455,16,0.9715876355768241,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,OPC.2,824,526.5551361490543,13.614624949191485,1.564352462295001,0.6455656010829515,enriched,0.11045576407506702,0.0386201724784402,16,0.33612273619382477,0.015502929687500003,0.020572141617063496,TRUE
xLD_glia,OPC.2,1474,1138.1794302614471,10.949051863924812,1.2949210821007338,0.37286417672941874,neutral,0.19758713136729222,0.031960797068453346,16,0.31959841363386465,0.0016784667968750007,0.002740621566772462,TRUE
xL5,OPC.2,903,749.6303084236748,5.980512737957824,1.2044573987399823,0.2683833668321151,neutral,0.1210455764075067,0.029728395061728394,16,0.2172749213702289,0.013092041015625003,0.017653139175907263,TRUE
xGL,OPC.2,669,607.2807571812796,2.646001144523158,1.1015485306000101,0.13953305683056305,neutral,0.08967828418230563,0.02718738570325517,16,0.07894595075630646,0.32250976562500006,0.35290335610274876,FALSE
xL6,OPC.2,541,545.3113183515891,-0.19417673246569683,0.9921010829078999,-0.011440973891684756,neutral,0.0725201072386059,0.024484069514844317,16,-0.1790669255367891,0.37545776367187506,0.4065837958933777,FALSE
xWMuf,OPC.2,1012,1033.9592231018364,-0.7450564770288044,0.9787722680493954,-0.030954869353179915,neutral,0.135656836461126,0.0241550506014894,16,-0.08885031678522408,0.25222778320312506,0.27965839092548084,FALSE
xVasc_adj,OPC.2,328,378.80084292987607,-2.712737140411095,0.866067149923872,-0.20744920722586035,neutral,0.04396782841823056,0.021369470323799596,16,-0.19109236567266746,0.05065917968750001,0.06155679392260175,FALSE
xWMd,OPC.2,815,1307.9722375686038,-15.198814815096924,0.6232459326117288,-0.6821265323651887,depleted,0.10924932975871314,0.015377648634879903,16,-0.6647124484571614,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xVasc_im,OPC.2,43,296.42171636137476,-15.209659139856782,0.14650326198120658,-2.7709953074294744,depleted,0.005764075067024129,0.00358005161934893,16,-2.4924332447510777,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xVasc_mural,OPC.2,22,479.7140390169347,-21.875706075174868,0.046854107068715956,-4.415680674697772,depleted,0.0029490616621983914,0.0011318036835065335,16,-3.893027477062445,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,OPC.3,5,2.1039767896545905,2.198621431074238,2.112154003004596,1.078715029426934,enriched,0.4166666666666667,9.434140266797486e-5,16,-0.007368363226612615,1,1,FALSE
xVasc_adj,OPC.3,1,0.6093311146325083,0.5136966997267285,1.3521661659124289,0.4352724534006976,neutral,0.08333333333333333,6.515082415792559e-5,16,0.02165709725659529,0.40167816646977295,0.4272302126828629,FALSE
xL1_inhib,OPC.3,1,0.6372788053420846,0.4669455748279793,1.3189377951599228,0.39937652461180545,neutral,0.08333333333333333,6.229365227683299e-5,16,0.01972043029622398,0.40167816646977295,0.4272302126828629,FALSE
xL2,OPC.3,1,0.8470055809368167,0.1724391820283234,1.1135811322747295,0.1552066725095155,neutral,0.08333333333333333,4.6869141357330336e-5,16,0.01049062412353057,0.40167816646977295,0.4272302126828629,FALSE
xL6,OPC.3,1,0.8771763834073819,0.1362166308738308,1.0891851022660806,0.1232491546318477,neutral,0.08333333333333333,4.525706010137581e-5,16,-0.049673633206797185,0.40167816646977295,0.4272302126828629,FALSE
xGL,OPC.3,1,0.9768591268331575,0.02442926145293719,1.01566897799959,0.02243028241261435,neutral,0.08333333333333333,4.063884260576259e-5,16,-0.04621880046286246,0.40167816646977295,0.4272302126828629,FALSE
xL5,OPC.3,1,1.2058396382150265,-0.19764646111902257,0.8793323630171854,-0.18551952810031153,neutral,0.08333333333333333,3.292181069958848e-5,16,-0.0794570352579823,0.40167816646977295,0.4272302126828629,FALSE
xWMuf,OPC.3,1,1.663205184614214,-0.554091251748142,0.6934154978310622,-0.5282080137631746,neutral,0.08333333333333333,2.3868627076570556e-5,16,-0.1255509361864992,0.2945073936801101,0.3248129038477204,FALSE
xVasc_im,OPC.3,0,0.47681777430784145,-0.7046756208713765,0.5118661977197257,-0.9661613571501526,depleted,0,0,16,-0.04168496002835763,0.036031686218233556,0.044825133450064364,TRUE
xVasc_mural,OPC.3,0,0.7716579716090102,-0.908142186019207,0.39318748528533765,-1.3467106918358074,depleted,0,0,16,-0.05945003793456012,0.036031686218233556,0.044825133450064364,TRUE
xLD_glia,OPC.3,0,1.830851630447368,-1.4698855728691764,0.2145138684370199,-2.2208571731367233,depleted,0,0,16,-0.20512972731295842,0.036031686218233556,0.044825133450064364,TRUE
xL1_inhib,OPC.4,170,91.6619348350365,8.432788989473503,1.8500045632199804,0.8875288292965696,enriched,0.0984936268829664,0.010589920887061609,16,0.6508933658677754,0.005157470703125002,0.007537841796875002,TRUE
xGL,OPC.4,260,140.50490440950247,10.548379306014436,1.847453470437193,0.8855380294242844,enriched,0.15063731170336037,0.010566099077498272,16,0.7049739816600048,7.629394531250003e-4,0.001404884103111234,TRUE
xWMd,OPC.4,364,302.62199491198527,3.896424353423128,1.2024861478819329,0.2660202748708711,neutral,0.21089223638470453,0.00686805411422857,16,0.33207141244003363,0.021392822265625003,0.02759938181182485,TRUE
xLD_glia,OPC.4,307,263.3374928460131,2.931190925322657,1.165490153362965,0.2209368159172913,neutral,0.17786790266512167,0.006656692469481125,16,-0.02003490284834635,0.40374755859375006,0.4272569101068039,FALSE
xWMuf,OPC.4,226,239.22434572034444,-0.923873768936576,0.9448351994428985,-0.08186538214661086,neutral,0.13093858632676708,0.005394309719304945,16,-0.13482941364020212,0.32250976562500006,0.35290335610274876,FALSE
xL6,OPC.4,103,126.16720314676176,-2.1484582646547357,0.8171018024301104,-0.2914122604436273,neutral,0.059675550405561995,0.004661477190441709,16,-0.5053106385216908,0.018249511718750003,0.023988351881878932,TRUE
xL5,OPC.4,133,173.439934629928,-3.246949538320886,0.7675063250083002,-0.3817494551270099,neutral,0.07705677867902665,0.004378600823045267,16,-0.6779160510716497,0.004180908203125002,0.00619723272661791,TRUE
xL2,OPC.4,88,121.8276360580788,-3.188137739072976,0.7234669356152841,-0.4670010116671889,neutral,0.05098493626882966,0.004124484439445069,16,-0.7022571302972598,0.002685546875000001,0.004236070165094342,TRUE
xVasc_adj,OPC.4,49,87.64212532130912,-4.248777791317781,0.5615929933565256,-0.8324031587335852,depleted,0.028389339513325607,0.0031923903837383543,16,-1.1995852839644723,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xVasc_im,OPC.4,17,68.58228987127787,-6.374446636785642,0.25332107596039494,-1.9809609826271868,depleted,0.009849362688296639,0.0014153692448588794,16,-1.6175605865592428,5.798339843750002e-4,0.0011486758553021332,TRUE
xVasc_mural,OPC.4,9,110.99013824976264,-10.036730096730961,0.08520933016261845,-3.5528447799531047,depleted,0.005214368482039398,4.630105977981274e-4,16,-2.6810049296608836,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL6,OPC.5,995,587.7081768829458,17.687310215049518,1.6924280197453048,0.7590944761844524,enriched,0.12375621890547264,0.045030774800868936,16,0.779900440150002,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xL5,OPC.5,1270,807.9125576040677,17.37368918304273,1.5715985458779163,0.6522327380557825,enriched,0.15796019900497513,0.041810699588477364,16,0.7194233442234345,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xLD_glia,OPC.5,1912,1226.6705923997367,21.544558189939384,1.558463030197048,0.6401239318102518,enriched,0.23781094527363184,0.041457967432077886,16,0.6025059715078456,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL1_inhib,OPC.5,562,426.9767995791967,6.806276329214159,1.3158608854415457,0.3960069735014579,neutral,0.0699004975124378,0.03500903257958014,16,0.4005624136261028,0.04431152343750001,0.05431735131048388,FALSE
xL2,OPC.5,730,567.4937392276671,7.171967471459291,1.2861057253787722,0.3630092454730713,neutral,0.09079601990049752,0.03421447319085114,16,0.390803486875945,0.0033569335937500013,0.005139920301053115,TRUE
xWMuf,OPC.5,1262,1114.3474736915234,4.830389051439175,1.1324419077881247,0.17943704453589576,neutral,0.15696517412935324,0.03012220737063204,16,0.16005126258808455,0.12973022460937503,0.14979898863734464,FALSE
xVasc_adj,OPC.5,338,408.2518468037806,-3.6171252414592607,0.8281308149354866,-0.2720694151435044,neutral,0.04203980099502488,0.02202097856537885,16,-0.2382759960648074,0.015502929687500003,0.020572141617063496,TRUE
xGL,OPC.5,427,654.4956149782155,-9.403975176011434,0.6526761251893545,-0.6155608282235235,depleted,0.05310945273631841,0.017352785792660624,16,-0.7502957534920178,3.051757812500001e-4,6.575436936211342e-4,TRUE
xWMd,OPC.5,492,1409.6644490685758,-27.279736710644247,0.3492500469184994,-1.517667785439934,depleted,0.06119402985074627,0.009283194022528727,16,-1.7349735758675888,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,OPC.5,26,319.46790878625376,-16.982642854272154,0.08282080568805616,-3.593862952334872,depleted,0.003233830845771144,0.0021646823744900508,16,-3.3209765755778338,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,OPC.5,26,517.0108409780369,-22.627049813227128,0.051206656753157095,-4.287524820164421,depleted,0.003233830845771144,0.0013375861714168124,16,-3.9317086215411945,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Oligo.1,5727,1741.7421190357252,106.92541039203894,3.2874305685882432,1.7169604246220633,enriched,0.5765049325548621,0.10805864261589841,16,1.705093173682812,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMuf,Oligo.1,1642,1376.856691996467,7.8287086144525615,1.1925015571813937,0.2539911501187598,neutral,0.16529092007247836,0.039192285659728855,16,0.3807087559947832,0.0013122558593750004,0.002229768086255082,TRUE
xGL,Oligo.1,829,808.6765471633822,0.7582355932768823,1.0251162158713854,0.035787475152234356,neutral,0.08345077511576404,0.033689600520177186,16,0.4027302107262532,0.015502929687500003,0.020572141617063496,TRUE
xL6,Oligo.1,451,726.155849397411,-10.78457613351384,0.6213395245829403,-0.6865462651271333,depleted,0.045399637608214215,0.020410934105720493,16,-0.5575111823003579,0.006286621093750002,0.008788654238085286,TRUE
xVasc_adj,Oligo.1,225,504.42460772994485,-12.984902107929678,0.4466013273027228,-1.1629405560193844,depleted,0.022649486611636804,0.01465893543553326,16,-0.9850151556487816,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL5,Oligo.1,374,998.2342471690062,-21.1828164044161,0.37497462519338937,-1.415135124202261,depleted,0.0376484799677874,0.012312757201646091,16,-1.0732224439796731,0.0010070800781250004,0.0017837265790519076,TRUE
xLD_glia,Oligo.1,417,1515.640008072013,-31.17179878292581,0.2753703469186269,-1.8605548827519909,depleted,0.04197704852023354,0.009041826579067196,16,-1.591076103119627,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL1_inhib,Oligo.1,126,527.5606376890224,-18.26924264088463,0.23955582175866796,-2.0615662201759797,depleted,0.01268371250251661,0.007849000186880957,16,-1.8026689033188508,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Oligo.1,78,394.7256474978414,-16.542308700760618,0.19862071324819258,-2.33191201209047,depleted,0.007851822025367425,0.006494047123470153,16,-1.6125601627871844,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,Oligo.1,39,701.1794534188614,-26.376194946529196,0.056293510957945665,-4.150887559624471,depleted,0.003925911012683712,0.001827896512935883,16,-3.7090505753038543,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Oligo.1,26,638.8041908303256,-25.487474713654322,0.041451315946454084,-4.592438286382112,depleted,0.0026172740084558083,0.0013375861714168124,16,-3.957863860907777,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Oligo.2,6915,1636.7186109521335,145.94105581031243,4.223931950039495,2.078586592241021,enriched,0.7407605784681307,0.13047415988980923,16,2.0495374060378,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xGL,Oligo.2,667,759.9149957489605,-3.572341204871352,0.877810148052847,-0.18801914610597226,neutral,0.07145152651312266,0.027106108018043647,16,0.3683100573033067,0.14385986328125003,0.16520171113066623,FALSE
xWMuf,Oligo.2,899,1293.8350331978074,-12.013943546036517,0.69495144373685,-0.5250159146443918,neutral,0.09630423138725228,0.02145789574183693,16,-0.23999088796478768,0.057678222656250014,0.06947981864643374,FALSE
xL6,Oligo.2,183,682.3701282589925,-20.170066917134736,0.2687187393419029,-1.895831162397651,depleted,0.019603642206748796,0.008282041998551775,16,-1.4886348733304238,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xVasc_adj,Oligo.2,125,474.0088295912055,-16.713634188879045,0.26448401415021006,-1.9187475687793516,depleted,0.01339046598821639,0.0081438530197407,16,-1.4506529363462894,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL5,Oligo.2,158,938.0427518947727,-27.278153228278565,0.16887882803421903,-2.565939622903293,depleted,0.016925549009105516,0.0052016460905349796,16,-2.2028343303787246,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL1_inhib,Oligo.2,80,495.74980398903,-19.492247180809237,0.16221668875818743,-2.6240058440736673,depleted,0.00856989823245849,0.004983492182146639,16,-2.2881159754220874,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xLD_glia,Oligo.2,226,1424.2499975188484,-35.03598558113607,0.15897525909418614,-2.653125834782954,depleted,0.024209962506695232,0.004900366443331382,16,-2.3136623641690623,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Oligo.2,38,370.92449359697497,-17.91921929839356,0.10365498415884106,-3.27013860604869,depleted,0.0040707016604177824,0.0031637665473316125,16,-2.468396081879453,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Oligo.2,25,600.2855970808425,-24.657499364779795,0.042444426304328806,-4.558281074654892,depleted,0.002678093197643278,0.0012861405494392427,16,-3.460627635190962,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,Oligo.2,19,658.8997581704319,-26.26690100345963,0.029572349334953694,-5.079607328824048,depleted,0.0020353508302088912,8.905136857892764e-4,16,-4.367990417123667,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMuf,Oligo.3,13936,7284.145706450002,92.38999372071498,1.9131335361526622,0.9359375768839963,enriched,0.2651698220911426,0.3326331869390873,16,0.9804628955515922,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL6,Oligo.3,5814,3841.6670691645795,36.36447386562839,1.5133386693838573,0.5977348837642346,enriched,0.11062696223004471,0.263124547429399,16,0.7235588928194833,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Oligo.3,13325,9214.541681691417,51.8785102888459,1.4460596555385423,0.532127070251922,neutral,0.25354390638378843,0.251419838110153,16,0.5187807243282244,0.005157470703125002,0.007537841796875002,TRUE
xLD_glia,Oligo.3,7360,8018.367286513453,-8.787138033021256,0.9178977200906256,-0.12359468954768035,neutral,0.1400437636761488,0.15958715496866802,16,-0.05922111591585269,0.14385986328125003,0.16520171113066623,FALSE
xL5,Oligo.3,4411,5281.075182199226,-13.888829393619746,0.8352621799019946,-0.2596989796065688,neutral,0.08393111977927885,0.14521810699588478,16,-0.15323587520274842,0.08325195312500001,0.09886169433593751,FALSE
xVasc_adj,Oligo.3,2114,2668.6163941259565,-12.123820125678424,0.7922097382689921,-0.33604565915097684,neutral,0.04022452668632861,0.1377288422698547,16,-0.3189992012352299,4.2724609375000016e-4,8.841033029084162e-4,TRUE
xGL,Oligo.3,2928,4278.235950893049,-23.6967666544226,0.6844311108725392,-0.5470227557476122,neutral,0.055713062505946154,0.11899053114967285,16,-0.5679384253067604,3.051757812500001e-4,6.575436936211342e-4,TRUE
xL1_inhib,Oligo.3,992,2791.0156345627715,-38.50145106693341,0.3555416232355986,-1.4919096289373464,depleted,0.01887546379982875,0.06179530305861833,16,-1.4487757241592583,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Oligo.3,595,2088.2631773957173,-36.68782753144425,0.28509694466295266,-1.8104755166540285,depleted,0.011321472742840833,0.04953792357006078,16,-1.6079874035618573,5.798339843750002e-4,0.0011486758553021332,TRUE
xL2,Oligo.3,805,3709.5315255112,-54.42335226714226,0.21711405805076314,-2.2034749519674812,depleted,0.015317286652078774,0.037729658792650916,16,-2.120789814414397,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Oligo.3,275,3379.540391492628,-60.74005031358495,0.08150790170833995,-3.6169162629113853,depleted,0.005232613452573495,0.01414754604383167,16,-3.51591111307053,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Oligo.4,13780,5101.091726517555,140.7567938571292,2.7012157653405238,1.4336088827769873,enriched,0.4736371760500447,0.2600049057529387,16,1.4852366699848252,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMuf,Oligo.4,5761,4032.440970097162,30.851298286515348,1.4286100497675258,0.5146121753282054,neutral,0.19801333608304117,0.13750716058812298,16,0.6656140892901181,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xGL,Oligo.4,2326,2368.3949530069904,-0.9560940216460762,0.9821034896658564,-0.026053037596942722,neutral,0.07994775555097271,0.09452594790100378,16,0.13613638419862265,0.5281677246093751,0.5451212565104168,FALSE
xL6,Oligo.4,1714,2126.7141415711976,-9.778076984418146,0.8059837354849664,-0.3111773690025261,neutral,0.05891249054787929,0.07757060101375815,16,-0.24782744636948423,0.10458374023437501,0.12384136945600215,FALSE
xVasc_adj,Oligo.4,864,1477.3232874265166,-17.22833293517852,0.5849819848930933,-0.7735358987478844,depleted,0.029696844710249536,0.05629031207244772,16,-0.6370050858642274,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xLD_glia,Oligo.4,2243,4438.899778019644,-37.661597687808644,0.5053611101005179,-0.9846134484596166,depleted,0.07709493366329827,0.04863505279819597,16,-0.9136299893415162,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xL5,Oligo.4,1381,2923.5582028523318,-31.641527515491365,0.47245981583143176,-1.0817364660109188,depleted,0.04746683164913728,0.045465020576131686,16,-0.9805539770200355,4.2724609375000016e-4,8.841033029084162e-4,TRUE
xL1_inhib,Oligo.4,521,1545.082463551884,-28.16333681103167,0.33741324859596766,-1.5674114724520285,depleted,0.017907472331064826,0.03245499283622999,16,-1.4621309532394806,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xVasc_im,Oligo.4,227,1156.0446938093617,-29.331161871723168,0.19670662207672523,-2.3458825685040674,depleted,0.007802296006049357,0.018899342269586214,16,-2.1112652517261257,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL2,Oligo.4,183,2053.565030981312,-45.03902965696872,0.08933504890657452,-3.4846298894190304,depleted,0.006289956692101464,0.00857705286839145,16,-3.315737580303561,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Oligo.4,94,1870.8847521660452,-44.67289657736511,0.05049736559551445,-4.307648064116696,depleted,0.003230906716161408,0.004835888465891553,16,-3.9071067688296988,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Oligo.5,1051,361.0073508249002,40.126463925256324,2.9086545476894186,1.5403519619831259,enriched,0.5104419621175328,0.01983056284080832,16,1.173311279693647,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMuf,Oligo.5,320,285.3782895933889,2.2157456601329826,1.1211064696653052,0.164923295060542,neutral,0.15541525012141816,0.007637960664502578,16,0.35120344076855115,0.004180908203125002,0.00619723272661791,TRUE
xL6,Oligo.5,155,150.5088477863166,0.3815434785042629,1.0297409872303545,0.042281499126805976,neutral,0.07527926177756192,0.007014844315713252,16,0.05604867430443999,0.8208923339843751,0.8308304978340648,FALSE
xL5,Oligo.5,166,206.90198459039496,-3.0084473870567527,0.8027888466391793,-0.3169075217968502,neutral,0.08062166100048568,0.005465020576131688,16,-0.11880717253481882,0.7057189941406251,0.7194891208555642,FALSE
xVasc_adj,Oligo.5,60,104.55106375236123,-4.487392291817364,0.5759103986097441,-0.796083723387683,depleted,0.029140359397765905,0.003909049449475536,16,-0.4518874422172057,0.08325195312500001,0.09886169433593751,FALSE
xLD_glia,Oligo.5,162,314.14362559092757,-9.356687925811412,0.5164573084702133,-0.9532789973049868,depleted,0.07867897037396794,0.003512652052299486,16,-0.6455554173299941,0.009185791015625003,0.012547910603043305,TRUE
xGL,Oligo.5,63,167.6127451791226,-8.459665701912511,0.37772269991987417,-1.4046006071702917,depleted,0.0305973773676542,0.002560247084163043,16,-1.1479568941166862,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xL1_inhib,Oligo.5,37,109.34642168327936,-7.13425114278853,0.3413857222233775,-1.5505253731012876,depleted,0.017969888295288974,0.0023048651342428205,16,-1.3522040099543224,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Oligo.5,21,81.81398310832046,-6.884592937245507,0.26119499006271196,-1.9368008698291974,depleted,0.010199125789218067,0.0017483973024727333,16,-1.2458331456095977,0.0016784667968750007,0.002740621566772462,TRUE
xL2,Oligo.5,22,145.33204092907545,-10.648153197519372,0.15428708160878543,-2.6963108241593123,depleted,0.010684798445847498,0.0010311211098612673,16,-2.181261926436616,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xVasc_mural,Oligo.5,2,132.40364696191267,-11.75592341177548,0.01881062000289914,-5.732308788528359,depleted,9.713453132588635e-4,1.0289124395513942e-4,16,-3.1271651644061906,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Vasc.Endo,7021,1744.9758931318418,136.85781944760325,4.022685175789845,2.008158833887122,enriched,0.25873378537735847,0.36119971190451694,16,2.1146285450208695,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_adj,Vasc.Endo,3791,1377.9007605556455,69.93699635631029,2.750651413215713,1.4597733202103198,enriched,0.1397037146226415,0.24698677438269595,16,1.4861391819224459,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Vasc.Endo,1836,1078.2439269681322,24.683121315137058,1.702442956190337,0.7676064586191027,enriched,0.06765919811320754,0.15285987844475898,16,0.9646989307476652,5.798339843750002e-4,0.0011486758553021332,TRUE
xLD_glia,Vasc.Endo,4878,4140.165820318315,13.05638618668282,1.1781921583869726,0.23657485609834336,neutral,0.17976120283018868,0.1057698562414623,16,0.258009895438779,0.03353881835937501,0.04209977800065691,TRUE
xWMuf,Vasc.Endo,2384,3761.061324140943,-25.358321468171873,0.6339123025050155,-0.6576448278544699,depleted,0.08785377358490566,0.056902806950544206,16,-0.550890804003658,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xL2,Vasc.Endo,1213,1915.3619536917881,-17.448382967712416,0.6333963664039755,-0.6588195037858656,depleted,0.04470076650943396,0.056852268466441695,16,-0.7827995267788956,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL1_inhib,Vasc.Endo,879,1441.0998051469007,-15.949262540544199,0.6100860980002546,-0.7129152384530921,depleted,0.03239239386792453,0.0547561203513362,16,-0.7321677293555677,6.103515625000003e-5,1.5945434570312507e-4,TRUE
xL6,Vasc.Endo,1122,1983.588195011893,-21.0611380351042,0.5657510602714269,-0.8217607116446048,depleted,0.04134728773584906,0.05077842143374366,16,-0.8167335719393972,3.051757812500001e-4,6.575436936211342e-4,TRUE
xL5,Vasc.Endo,1454,2726.805368550247,-26.937412243069677,0.5333102837593754,-0.906952947279716,depleted,0.05358195754716981,0.047868312757201645,16,-0.9350174970888968,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xGL,Vasc.Endo,1158,2209.0041054787134,-24.455066575576883,0.5243257965112484,-0.9314645675657649,depleted,0.04267393867924528,0.04705977973747308,16,-0.9033712919230342,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xWMd,Vasc.Endo,1400,4757.792847005581,-56.18704080511766,0.29432824860313966,-1.7645020811041967,depleted,0.05159198113207547,0.02641559274703296,16,-1.5140518804343857,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_mural,Vasc.PC,9226,1286.5467531651223,236.79945780352335,7.168737248518805,2.841719014918866,enriched,0.46113860148947866,0.47463730836505813,16,2.8095827035159244,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_im,Vasc.PC,3123,794.9744342147486,87.19381112311507,3.926587537767142,1.9732760603240882,enriched,0.1560953666216824,0.2600116559820165,16,1.874477150228991,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xVasc_adj,Vasc.PC,1982,1015.9073008710496,32.19421624620803,1.9504975990442215,0.9638422224849427,enriched,0.09906532713550258,0.12912893348100854,16,1.0913481599615684,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xLD_glia,Vasc.PC,1811,3052.4873808633747,-25.26002582505126,0.5933532550297387,-0.7530368205686073,depleted,0.09051831858849403,0.039267980658730675,16,-0.5568257037821335,0.028991699218750007,0.03672281901041667,TRUE
xL1_inhib,Vasc.PC,430,1062.5030882065905,-20.63559927784347,0.40498471243983253,-1.3040606454172914,depleted,0.02149247763282851,0.026786270479038185,16,-1.1523437090132087,4.2724609375000016e-4,8.841033029084162e-4,TRUE
xL2,Vasc.PC,495,1412.1700548169076,-26.1981929597958,0.35075423189615246,-1.511467584630893,depleted,0.024741340530814216,0.023200224971878514,16,-1.3855922188300926,1.5258789062500005e-4,3.4663988196331535e-4,TRUE
xWMuf,Vasc.PC,955,2772.9788440480484,-38.493137435493374,0.34451317414968774,-1.5373689423873498,depleted,0.04773329334732843,0.02279453885812488,16,-1.3687266271116165,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xGL,Vasc.PC,559,1628.6683792125818,-28.61810401398677,0.34342674897141107,-1.5419256819145732,depleted,0.02794022092267706,0.022717113016621288,16,-1.4043959273520243,3.0517578125000014e-5,9.047055075354614e-5,TRUE
xL6,Vasc.PC,405,1462.4723252359574,-29.722023156643843,0.27717544139777106,-1.8511286589967586,depleted,0.020242914979757085,0.018329109341057206,16,-1.759364101196123,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xL5,Vasc.PC,531,2010.436136814003,-36.00123174569589,0.2643047634730331,-1.9197256684814932,depleted,0.026540710751237068,0.01748148148148148,16,-1.7584410210804031,9.155273437500004e-5,2.2249443586482568e-4,TRUE
xWMd,Vasc.PC,490,3507.855302551616,-58.06413172259265,0.13980910076104916,-2.8384698200431577,depleted,0.02449142800019993,0.009245457461461538,16,-2.4318172582557396,3.0517578125000014e-5,9.047055075354614e-5,TRUE
