"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Oligo.01","PDE4B-AS1",5.48246633365568,1.26055703704758e-07,8.05848902643779e-05,566,1.31862414025788,"ENSG00000227466"
"2",2,"enrichment","Oligo.01","TMEM229A",4.90864851305564,1.90439148070904e-06,0.000414019329985277,6542,1.24502780217627,"ENSG00000234224"
"3",3,"enrichment","Oligo.01","LRP6",4.82303235727985,2.8038647411884e-06,0.000553226744366334,9595,0.662081907462162,"ENSG00000070018"
"4",4,"enrichment","Oligo.01","FCHSD2",4.81485231258358,2.90868818510415e-06,0.000560075426413034,9150,0.766921122533165,"ENSG00000137478"
"5",5,"enrichment","Oligo.01","ANKRD28",4.77745031137888,3.43820900589865e-06,0.000610549514803024,2765,0.534906217517196,"ENSG00000206560"
"6",6,"enrichment","Oligo.01","PTK2",4.71033128079378,4.63073836760359e-06,0.000762973820526192,7283,0.632239037212339,"ENSG00000169398"
"7",7,"enrichment","Oligo.01","DMRT2",4.68975596048729,5.0702202555644e-06,0.000810322601244302,7354,1.3021254921967,"ENSG00000173253"
"8",8,"enrichment","Oligo.01","CDC42BPA",4.64239488467461,6.240058570753e-06,0.000932723900420706,1388,0.540595870148315,"ENSG00000143776"
"9",9,"enrichment","Oligo.01","PPM1B",4.6374829338462,6.37531204340356e-06,0.000934772817226383,1736,0.710070180287265,"ENSG00000138032"
"10",10,"enrichment","Oligo.01","ARHGAP5",4.61548902618169,7.01636916514617e-06,0.000954646136368023,10745,0.536810608329473,"ENSG00000100852"
"11",1,"enrichment","Oligo.02","CPXM2",8.74553809748816,9.29580266290359e-16,1.29147110609652e-11,8592,2.65511409875917,"ENSG00000121898"
"12",2,"enrichment","Oligo.02","MTX2",8.65893243279119,1.61615705931237e-15,1.29147110609652e-11,2310,0.875690460343494,"ENSG00000128654"
"13",3,"enrichment","Oligo.02","ENSG00000289605",7.7988120007216,3.42228523494054e-13,6.07721806942441e-10,10023,2.52281122543492,"ENSG00000289605"
"14",4,"enrichment","Oligo.02","PTCSC3",7.56474653601203,1.40136982354815e-12,1.86639104332888e-09,10765,2.54476589003225,"ENSG00000259104"
"15",5,"enrichment","Oligo.02","KANK4",7.35063490715573,4.98908070179513e-12,4.69032281035822e-09,544,2.38032680722412,"ENSG00000132854"
"16",6,"enrichment","Oligo.02","ACTN2",7.19070296988397,1.27160425295926e-11,1.01613895853974e-08,1454,1.63639079228894,"ENSG00000077522"
"17",7,"enrichment","Oligo.02","MBOAT1",7.14048055725051,1.70189577238488e-11,1.1825955754024e-08,5205,2.24261233922773,"ENSG00000172197"
"18",8,"enrichment","Oligo.02","ENSG00000289098",7.13209264950233,1.78659380414824e-11,1.18972259074572e-08,10766,1.89369238677508,"ENSG00000289098"
"19",9,"enrichment","Oligo.02","LINC01549",7.00880062907349,3.63460287968251e-11,2.07457940082449e-08,14903,1.81155168036075,"ENSG00000232560"
"20",10,"enrichment","Oligo.02","ENSG00000260042",6.89157844669595,7.09353391986158e-11,3.6570599712009e-08,12091,2.13566178400907,"ENSG00000260042"
"21",1,"enrichment","Oligo.03","LINC01094",7.50042501667102,2.05770660006061e-12,3.28862668821686e-08,3929,1.98735413541493,"ENSG00000251442"
"22",2,"enrichment","Oligo.03","FBLN1",7.26047085716384,8.47131785308953e-12,6.76943009640385e-08,15360,2.1979143918013,"ENSG00000077942"
"23",3,"enrichment","Oligo.03","SLC16A12",6.95346588992039,4.99013042730127e-11,2.6584088163043e-07,8382,2.26910819876109,"ENSG00000152779"
"24",4,"enrichment","Oligo.03","PHYHD1",6.80170043803409,1.17980937262515e-10,4.71392834832378e-07,7876,1.5812632536907,"ENSG00000175287"
"25",5,"enrichment","Oligo.03","C7",6.59775287578714,3.68428985025466e-10,1.1776464077354e-06,4439,1.79464454384355,"ENSG00000112936"
"26",6,"enrichment","Oligo.03","SLC6A20",6.55974219282776,4.54495123177765e-10,1.21062350977117e-06,2900,2.0199910007875,"ENSG00000163817"
"27",7,"enrichment","Oligo.03","PAMR1",6.32749665621586,1.61293453828912e-09,3.68255997013383e-06,8854,1.91508087775834,"ENSG00000149090"
"28",8,"enrichment","Oligo.03","CEMIP",6.21974691524992,2.87507689806373e-09,5.2193321110456e-06,11576,2.49970314713081,"ENSG00000103888"
"29",9,"enrichment","Oligo.03","MLC1",6.2156131629204,2.93918089096548e-09,5.2193321110456e-06,15382,1.56922523547223,"ENSG00000100427"
"30",10,"enrichment","Oligo.03","ALDH1A1",6.18971055269403,3.37399708400043e-09,5.39232213964949e-06,7562,1.54209774549013,"ENSG00000165092"
"31",1,"enrichment","Oligo.04","SLC6A12",4.24045834265822,3.41285875849664e-05,0.0484566134990836,9470,1.35385861259586,"ENSG00000111181"
"32",2,"enrichment","Oligo.04","LINC01554",4.20274457446494,3.97925164250645e-05,0.0484566134990836,4664,1.15702519379203,"ENSG00000236882"
"33",3,"enrichment","Oligo.04","ENSG00000268518",4.11798630462621,5.59803884955344e-05,0.052881193978527,14319,1.37235235832158,"ENSG00000268518"
"34",4,"enrichment","Oligo.04","LRP6",4.09010688328893,6.25602985044241e-05,0.0555465939276503,9595,0.570004270745955,"ENSG00000070018"
"35",5,"enrichment","Oligo.04","FCHSD2",4.06183976948312,6.99811547097092e-05,0.0588652007668723,9150,0.657032126735109,"ENSG00000137478"
"36",6,"enrichment","Oligo.04","LINC00463",4.02983946265601,7.93936788322475e-05,0.0599981347907173,10351,1.20293085893768,"ENSG00000234056"
"37",7,"enrichment","Oligo.04","ADA",3.95687010262436,0.000105567792822603,0.0686835319374589,14739,1.23155005385541,"ENSG00000196839"
"38",8,"enrichment","Oligo.04","CDKN2A",3.93243649064408,0.000116033998392654,0.0686835319374589,7420,1.15895689583626,"ENSG00000147889"
"39",9,"enrichment","Oligo.04","LAMA2",3.91141583795606,0.000125820254723083,0.0718164039637253,5742,1.58599006513864,"ENSG00000196569"
"40",10,"enrichment","Oligo.04","LINC01978",3.8451301565239,0.000162070243983411,0.0809439574794646,13164,1.06870276740701,"ENSG00000262188"
"41",1,"enrichment","Oligo.05","ARHGEF3",9.65683954760966,2.42495460750318e-18,3.87556245371159e-14,3032,5.21868943199153,"ENSG00000163947"
"42",2,"enrichment","Oligo.05","RHOH",8.52622107049466,3.75598329102569e-15,2.17667642423083e-11,3810,2.22239135967237,"ENSG00000168421"
"43",3,"enrichment","Oligo.05","ADGRF5",8.51050053011088,4.14879562044996e-15,2.17667642423083e-11,5473,2.82131206134283,"ENSG00000069122"
"44",4,"enrichment","Oligo.05","FLI1",8.4368096063562,6.60610584169358e-15,2.17667642423083e-11,9444,3.19618687110104,"ENSG00000151702"
"45",5,"enrichment","Oligo.05","SKAP1",8.43198942268394,6.80977482239655e-15,2.17667642423083e-11,12890,2.96616250063876,"ENSG00000141293"
"46",6,"enrichment","Oligo.05","ATP10A",8.294279987464,1.61599724421615e-14,4.30447799284376e-11,11186,3.72621636258822,"ENSG00000206190"
"47",7,"enrichment","Oligo.05","SLFN12L",8.15444688101231,3.86024867532893e-14,8.53536399539783e-11,12706,2.55892833404533,"ENSG00000205045"
"48",8,"enrichment","Oligo.05","PRKCH",8.13808035717666,4.27248854731465e-14,8.53536399539783e-11,10890,3.18764406031638,"ENSG00000027075"
"49",9,"enrichment","Oligo.05","GPR174",7.93021457730304,1.5368801178852e-13,2.63988617818965e-10,15683,1.55811891878691,"ENSG00000147138"
"50",10,"enrichment","Oligo.05","ABCB1",7.91842826201572,1.65178712188065e-13,2.63988617818965e-10,6317,3.5207420910678,"ENSG00000085563"
