"","top","model_type","test","gene","stat","pval","fdr","gene_index","logFC","ensembl"
"1",1,"enrichment","Oligo.01","ENSG00000289098",8.08068432059492,5.38983490354488e-14,5.64364712900272e-11,15442,2.08280419207219,"ENSG00000289098"
"2",2,"enrichment","Oligo.01","PTCSC3",7.90349819442026,1.61445403513185e-13,1.6169810066651e-10,15441,2.63432879523512,"ENSG00000259104"
"3",3,"enrichment","Oligo.01","CPXM2",7.68322519026614,6.20628084172884e-13,5.27237946056689e-10,12283,2.43185626673495,"ENSG00000121898"
"4",4,"enrichment","Oligo.01","ENSG00000289605",7.39759863740107,3.45233862625254e-12,2.40994159376829e-09,14375,2.47139770519593,"ENSG00000289605"
"5",5,"enrichment","Oligo.01","HOXD1",7.31398243309965,5.66744299543454e-12,3.43566360112711e-09,3381,1.89398702202632,"ENSG00000128645"
"6",6,"enrichment","Oligo.01","LINC01549",7.12286950684328,1.73891873551731e-11,9.10402999804016e-09,21515,1.84463466079902,"ENSG00000232560"
"7",7,"enrichment","Oligo.01","SLC4A8-AS1",6.99707391181236,3.60376612213151e-11,1.59646839210426e-08,14047,1.2232704511924,"ENSG00000271065"
"8",8,"enrichment","Oligo.01","TRIP12",6.9826760472935,3.9153570619948e-11,1.70177670339835e-08,3737,0.7121252914385,"ENSG00000153827"
"9",9,"enrichment","Oligo.01","KANK4",6.95684481330145,4.54231836515855e-11,1.90248810654168e-08,804,2.36205621104693,"ENSG00000132854"
"10",10,"enrichment","Oligo.01","KCTD8",6.90496824459137,6.11509527238702e-11,2.47135674902996e-08,5473,1.19532016439559,"ENSG00000183783"
"11",1,"enrichment","Oligo.02","ENSG00000248015",5.57588870703362,7.6772940439122e-08,0.000442135363988904,19535,1.15433366209587,"ENSG00000248015"
"12",2,"enrichment","Oligo.02","ANK3",5.14507970970066,6.21896674571731e-07,0.00137328010924868,11786,0.885635830047299,"ENSG00000151150"
"13",3,"enrichment","Oligo.02","NFASC",5.067185264873,8.96370183705677e-07,0.00137328010924868,1860,0.861426837588264,"ENSG00000163531"
"14",4,"enrichment","Oligo.02","MAPT",5.06540622496184,9.03843857194183e-07,0.00137328010924868,18552,0.509076026025006,"ENSG00000186868"
"15",5,"enrichment","Oligo.02","NCAM2",5.04992680488605,9.71473955687234e-07,0.00137328010924868,21526,0.792178450871812,"ENSG00000154654"
"16",6,"enrichment","Oligo.02","EXOC6B",5.04797126456667,9.80359230274939e-07,0.00137328010924868,2749,0.808807768628731,"ENSG00000144036"
"17",7,"enrichment","Oligo.02","FCHSD2",5.0254450882206,1.08856412120237e-06,0.00137328010924868,13109,0.882815201170363,"ENSG00000137478"
"18",8,"enrichment","Oligo.02","PLXDC2",5.01512801927384,1.14190592025317e-06,0.00137328010924868,11583,0.967778738992176,"ENSG00000120594"
"19",9,"enrichment","Oligo.02","ENSG00000286408",4.98935162455982,1.28648480844107e-06,0.00137328010924868,6874,0.691105046870409,"ENSG00000286408"
"20",10,"enrichment","Oligo.02","TYMS",4.97619277972144,1.36697851639111e-06,0.00137328010924868,19094,1.56552536630855,"ENSG00000176890"
"21",1,"enrichment","Oligo.03","IL7R",6.18528976489699,3.28802546378494e-09,7.57429545837499e-05,6342,1.55312349124525,"ENSG00000168685"
"22",2,"enrichment","Oligo.03","SKAP1",5.86866415452449,1.73624232854449e-08,0.000140113705847521,18597,2.21572681898149,"ENSG00000141293"
"23",3,"enrichment","Oligo.03","IKZF3",5.83720338177912,2.04198166112345e-08,0.000140113705847521,18399,1.68684636403498,"ENSG00000161405"
"24",4,"enrichment","Oligo.03","SLFN12L",5.79433158517318,2.5447030223379e-08,0.000140113705847521,18331,1.9199798606688,"ENSG00000205045"
"25",5,"enrichment","Oligo.03","EBF1",5.7425295092335,3.31515821626389e-08,0.000140113705847521,7169,2.69391170255119,"ENSG00000164330"
"26",6,"enrichment","Oligo.03","LINC02147",5.71471834877452,3.81845531257535e-08,0.000140113705847521,6780,2.15234518582734,"ENSG00000249797"
"27",7,"enrichment","Oligo.03","CD3E",5.67003889861539,4.78719854290961e-08,0.000140113705847521,13404,0.855380876330284,"ENSG00000198851"
"28",8,"enrichment","Oligo.03","RHOH",5.65211339026718,5.23999164304054e-08,0.000140113705847521,5451,1.61430635335055,"ENSG00000168421"
"29",9,"enrichment","Oligo.03","PTGDR",5.63717482938551,5.64904857901397e-08,0.000140113705847521,15527,1.21566920657554,"ENSG00000168229"
"30",10,"enrichment","Oligo.03","CCL5",5.62246012172727,6.08238000727212e-08,0.000140113705847521,18340,1.13331957790907,"ENSG00000271503"
"31",1,"enrichment","Oligo.04","FBLN1",6.54104194891517,4.74641439882653e-10,5.4669201045684e-06,22197,2.31640171892052,"ENSG00000077942"
"32",2,"enrichment","Oligo.04","C7",5.70392223670285,4.03380783191162e-08,0.000279732387315869,6376,1.7096707702952,"ENSG00000112936"
"33",3,"enrichment","Oligo.04","SLC6A20",5.66718129443696,4.85730834026513e-08,0.000279732387315869,4171,2.03464732852409,"ENSG00000163817"
"34",4,"enrichment","Oligo.04","C1R",5.4621703787949,1.34912209272396e-07,0.000621567530559785,13665,1.28517780040862,"ENSG00000159403"
"35",5,"enrichment","Oligo.04","CEMIP",5.35639806045822,2.26224157517746e-07,0.00065168444499836,16619,2.4110672203991,"ENSG00000103888"
"36",6,"enrichment","Oligo.04","TBX18",5.34179145341955,2.42828633352031e-07,0.00065168444499836,8043,1.8877721140214,"ENSG00000112837"
"37",7,"enrichment","Oligo.04","LHCGR",5.33083288906317,2.56058828051931e-07,0.00065168444499836,2594,1.31771243971593,"ENSG00000138039"
"38",8,"enrichment","Oligo.04","SLC16A12",5.31409505832591,2.77630083517767e-07,0.00065168444499836,11992,2.04741476540224,"ENSG00000152779"
"39",9,"enrichment","Oligo.04","RANBP3L",5.31019977164021,2.82898265757232e-07,0.00065168444499836,6346,1.92096169407155,"ENSG00000164188"
"40",10,"enrichment","Oligo.04","FMO2",5.2707768052769,3.41993128843262e-07,0.000713568704398032,1633,1.3144741520729,"ENSG00000094963"
"41",1,"enrichment","Oligo.05","CLDN5",11.9944216318033,1.75505765398838e-25,3.25251650941798e-21,21792,4.0358765318419,"ENSG00000184113"
"42",2,"enrichment","Oligo.05","SOX18",11.9274839835414,2.82385527818891e-25,3.25251650941798e-21,21473,2.53400735453203,"ENSG00000203883"
"43",3,"enrichment","Oligo.05","CD34",11.6339101698586,2.26109654412831e-24,1.73622066635133e-20,1901,2.60002419411419,"ENSG00000174059"
"44",4,"enrichment","Oligo.05","MECOM",11.5808716362648,3.28924778998991e-24,1.89427780225519e-20,4949,4.5788142058906,"ENSG00000085276"
"45",5,"enrichment","Oligo.05","CAVIN2",11.0702486077602,1.19168462966477e-22,5.49032942579153e-19,3478,2.99272382595473,"ENSG00000168497"
"46",6,"enrichment","Oligo.05","MATN3",10.7659131094081,9.94246261095653e-22,3.81724281176658e-18,2349,1.57988685822802,"ENSG00000132031"
"47",7,"enrichment","Oligo.05","TNFSF10",10.7243542660793,1.32676806852715e-21,4.13241961400128e-18,4980,2.33269868512367,"ENSG00000121858"
"48",8,"enrichment","Oligo.05","ERG",10.7130393945316,1.43511707379798e-21,4.13241961400128e-18,21645,3.4376754183669,"ENSG00000157554"
"49",9,"enrichment","Oligo.05","ANXA3",10.6830338225153,1.76705061968087e-21,4.52286423055207e-18,5635,2.58534814643497,"ENSG00000138772"
"50",10,"enrichment","Oligo.05","LINC01644",10.650073969028,2.22038591894446e-21,5.11488100288045e-18,22218,1.94076281843779,"ENSG00000218357"
"51",1,"enrichment","Oligo.06","IRAG1",7.65478203662745,7.37641288185604e-13,2.79019781849648e-11,12510,3.11057961653004,"ENSG00000072952"
"52",2,"enrichment","Oligo.06","ADGRV1",7.13249200422171,1.64451362017386e-11,4.03010805897076e-10,6656,2.7684646794068,"ENSG00000164199"
"53",3,"enrichment","Oligo.06","NFATC4",6.78649583657541,1.20016041435288e-10,2.20038508287414e-09,15370,2.42688334016766,"ENSG00000100968"
"54",4,"enrichment","Oligo.06","GLIS3",6.64598745715026,2.64550463625259e-10,4.29011164333433e-09,10596,2.80334047413856,"ENSG00000107249"
"55",5,"enrichment","Oligo.06","ID4",6.62705089290761,2.94062583615564e-10,4.7074535623128e-09,7494,2.63600782454621,"ENSG00000172201"
"56",6,"enrichment","Oligo.06","FGD6",6.37903372322521,1.15492479976481e-09,1.50499155076086e-08,14402,2.49884690851469,"ENSG00000180263"
"57",7,"enrichment","Oligo.06","CLU",6.29599134694763,1.81265275067932e-09,2.21658974411271e-08,9839,1.23223919109201,"ENSG00000120885"
"58",8,"enrichment","Oligo.06","ENSG00000287704",6.15710277364954,3.82014004441034e-09,4.23672079892966e-08,16277,3.10319767244484,"ENSG00000287704"
"59",9,"enrichment","Oligo.06","OBI1-AS1",6.03218563199189,7.40114546283905e-09,7.56736737159168e-08,15106,2.65631148876592,"ENSG00000234377"
"60",10,"enrichment","Oligo.06","ADORA2B",5.99124032376776,9.17508689444922e-09,9.12595223122676e-08,18100,2.06826994882464,"ENSG00000170425"
"61",1,"enrichment","Oligo.07","LRRC4C",14.8825025656924,1.70505350468322e-34,3.92776125338827e-30,12677,2.8500111494525,"ENSG00000148948"
"62",2,"enrichment","Oligo.07","XYLT1",14.7767698530141,3.65177696519692e-34,4.20611670851382e-30,17106,3.56211021503488,"ENSG00000103489"
"63",3,"enrichment","Oligo.07","BEST3",14.6713630202147,7.80442500126717e-34,5.99275781097302e-30,14269,5.23334659769521,"ENSG00000127325"
"64",4,"enrichment","Oligo.07","OPHN1",14.1303585605105,3.85513362241712e-32,2.17273386916772e-28,22583,2.88650451386955,"ENSG00000079482"
"65",5,"enrichment","Oligo.07","ENSG00000289079",14.1024028459881,4.7159530065283e-32,2.17273386916772e-28,11070,4.36905534154479,"ENSG00000289079"
"66",6,"enrichment","Oligo.07","CACNG5",13.7888602341577,4.51967362174335e-31,1.73525335917466e-27,18800,4.94350621881329,"ENSG00000075429"
"67",7,"enrichment","Oligo.07","SPSB4",13.7015997087713,8.47573892312239e-31,2.78924459761496e-27,4792,4.68531587538323,"ENSG00000175093"
"68",8,"enrichment","Oligo.07","LINC01965",13.4136882702313,6.73990734402821e-30,1.94075631971292e-26,2981,4.78427209696729,"ENSG00000256637"
"69",9,"enrichment","Oligo.07","HAS2",13.0037139180024,1.28498336072281e-28,3.08586085871072e-25,10367,4.16311394520606,"ENSG00000170961"
"70",10,"enrichment","Oligo.07","LHFPL3",12.9979197208893,1.33958189733926e-28,3.08586085871072e-25,9276,5.04617978630633,"ENSG00000187416"
"71",1,"enrichment","Oligo.08","ENSG00000291247",13.852196132522,2.84366996221716e-31,6.55067812496345e-27,13091,3.37963063361645,"ENSG00000291247"
"72",2,"enrichment","Oligo.08","ENSG00000256443",13.73396016896,6.66790633078389e-31,7.68009451179688e-27,12826,3.04574066097013,"ENSG00000256443"
