Feature ID,Feature Name,Feature count topic 1,Feature log2 fold change topic 1,Feature count topic 2to5,Feature log2 fold change topic 2to5,Feature count topic 6to9,Feature log2 fold change topic 6to9,Feature count topic 10,Feature log2 fold change topic 10,Feature count topic 11,Feature log2 fold change topic 11
ENSG00000116016,EPAS1,38,-0.4719,39,-0.5948,40,-0.5355,162,1.99479,51,-0.0069
ENSG00000119729,RHOQ,64,0.59933,37,-0.4089,35,-0.5241,100,1.35078,39,-0.2022
ENSG00000151665,PIGF,27,0.62015,21,0.29748,15,-0.3508,17,-0.1035,12,-0.6566
ENSG00000119878,CRIPT,100,0.89746,47,-0.4359,58,0.00793,68,0.26763,47,-0.3308
ENSG00000171150,SOCS5,14,-1.2240,37,0.36007,34,0.17651,30,-0.0883,20,-0.7134
ENSG00000180398,MCFD2,35,-1.4154,79,-0.2415,113,0.58806,94,0.09181,77,-0.2087
ENSG00000143933,CALM2,1726,-0.3884,2471,0.26171,2470,0.26039,1409,-0.7012,1415,-0.6946
ENSG00000095002,MSH2,15,-0.8676,29,0.23264,32,0.46935,15,-0.8230,15,-0.8917
ENSG00000184261,KCNK12,3,-2.8186,34,0.79200,23,-0.2184,20,-0.3095,23,-0.1128
ENSG00000116062,MSH6,30,0.87202,15,-0.2752,19,0.20605,13,-0.4523,11,-0.6692
ENSG00000138081,FBXO11,38,-1.2045,94,0.24055,101,0.43248,56,-0.6238,55,-0.6722
ENSG00000170802,FOXN2,54,2.70026,8,-0.7118,6,-1.3180,15,0.36815,6,-1.0301
ENSG00000162869,PPP1R21,35,-0.0116,38,0.16076,38,0.17809,18,-0.9863,31,-0.2161
ENSG00000179915,NRXN1,48,-2.4511,289,0.41314,279,0.32088,181,-0.4591,176,-0.5096
ENSG00000115239,ASB3,44,0.27763,31,-0.3508,40,0.15040,54,0.59906,25,-0.5768
ENSG00000068912,ERLEC1,55,-1.0552,115,0.11332,140,0.61072,68,-0.7397,59,-0.9380
ENSG00000068878,PSME4,33,1.51226,12,-0.2702,12,-0.1422,10,-0.4969,7,-0.9489
ENSG00000170634,ACYP2,165,0.31463,137,0.02287,133,-0.0403,123,-0.1519,123,-0.1569
ENSG00000115306,SPTBN1,453,0.12267,407,-0.0667,404,-0.0873,456,0.13389,463,0.15512
ENSG00000214595,EML6,6,-1.0056,12,-0.1337,18,0.84736,7,-0.8425,7,-0.9157
ENSG00000115310,RTN4,901,-0.4650,1363,0.27466,1396,0.33447,719,-0.8115,680,-0.8949
ENSG00000143947,RPS27A,2823,1.41543,1083,-0.2592,909,-0.6178,1283,0.08197,1330,0.13945
ENSG00000085760,MTIF2,12,-0.5657,16,-0.2677,22,0.54430,17,-0.0321,14,-0.3828
ENSG00000115355,CCDC88A,485,2.03412,92,-1.0032,135,-0.2498,179,0.26213,93,-0.7549
ENSG00000163001,CFAP36,51,-1.4851,160,0.39021,150,0.22733,98,-0.5104,106,-0.3905
ENSG00000275052,PPP4R3B,58,0.42282,33,-0.6199,48,0.19832,65,0.60971,40,-0.1562
ENSG00000138035,PNPT1,37,1.26779,14,-0.4750,19,0.22046,10,-0.7443,11,-0.6842
ENSG00000115380,EFEMP1,81,1.09951,15,-1.8378,30,-0.6940,169,2.52477,27,-0.6627
ENSG00000055813,CCDC85A,6,-2.8729,52,0.63142,39,-0.0710,34,-0.2504,38,-0.0675
ENSG00000115392,FANCL,29,0.40400,20,-0.2703,27,0.43320,21,-0.1151,10,-1.2030
ENSG00000119866,BCL11A,17,-2.4944,65,-0.7426,161,1.56035,46,-1.0796,56,-0.7748
ENSG00000115421,PAPOLG,12,-0.1993,13,-0.1368,18,0.62356,9,-0.6782,7,-0.8993
ENSG00000162928,PEX13,14,0.19168,14,0.28156,9,-0.5933,22,0.91226,7,-0.7941
ENSG00000162929,KIAA1841,10,-0.6220,16,0.10031,17,0.33206,12,-0.3881,11,-0.4153
ENSG00000237651,C2orf74,47,0.13917,46,0.15594,43,-0.0381,34,-0.3815,40,-0.1444
ENSG00000115464,USP34,62,0.31837,44,-0.2966,54,0.14934,66,0.42208,36,-0.5112
ENSG00000082898,XPO1,73,0.07389,68,-0.0717,79,0.27994,72,0.04776,38,-0.9484
ENSG00000170264,FAM161A,22,0.47849,17,0.05282,16,-0.0454,15,-0.0960,11,-0.5575
ENSG00000115484,CCT4,105,-0.6046,155,-0.0006,193,0.53276,120,-0.4017,88,-0.8712
ENSG00000173163,COMMD1,51,0.60807,34,-0.0369,35,-0.0002,26,-0.4279,29,-0.2572
ENSG00000170340,B3GNT2,7,-1.2215,23,0.98545,14,-0.2162,5,-1.5609,11,-0.5110
ENSG00000186889,TMEM17,2,-2.6968,15,-0.1129,26,1.25753,4,-1.9923,6,-1.3722
ENSG00000115504,EHBP1,27,-0.8676,48,0.02353,58,0.45420,35,-0.4628,39,-0.3263
ENSG00000143951,WDPCP,20,1.03619,8,-0.5253,11,0.16968,9,-0.2586,9,-0.2567
ENSG00000014641,MDH1,125,-2.7769,934,0.38612,1008,0.58387,419,-0.9872,425,-0.9651
ENSG00000169764,UGP2,61,-1.8511,199,-0.0815,265,0.61578,174,-0.2686,179,-0.2239
ENSG00000197329,PELI1,27,0.67133,15,-0.4031,22,0.52868,10,-0.8460,11,-0.7443
ENSG00000119862,LGALSL,5,-2.4323,30,0.37165,29,0.32206,19,-0.4946,21,-0.3280
ENSG00000119844,AFTPH,30,-0.6402,49,0.15144,55,0.41611,29,-0.7169,31,-0.6101
ENSG00000179833,SERTAD2,22,1.29178,9,-0.2305,9,-0.1278,11,0.18675,3,-1.6818
ENSG00000237638,LINC02245,6,-1.3164,16,0.30130,15,0.27766,9,-0.6199,12,-0.2437
ENSG00000115902,SLC1A4,41,-1.2039,78,-0.2988,88,-0.0602,195,1.29015,90,-0.0039
ENSG00000011523,CEP68,19,-1.3383,47,0.11259,58,0.59297,33,-0.5040,25,-0.8873
ENSG00000138069,RAB1A,105,-1.0477,208,0.00516,259,0.53592,185,-0.1808,126,-0.7746
ENSG00000138071,ACTR2,108,-0.8033,190,0.09731,218,0.43737,128,-0.5521,133,-0.4930
ENSG00000198369,SPRED2,8,-2.2037,43,0.39400,43,0.37089,22,-0.7693,28,-0.4201
ENSG00000197223,C1D,44,-0.6692,75,0.20718,77,0.27094,51,-0.4606,51,-0.4658
ENSG00000243667,WDR92,7,-0.4155,9,-0.0609,11,0.55505,7,-0.3482,4,-1.0162
ENSG00000115946,PNO1,12,0.08310,12,0.10461,10,-0.1925,9,-0.3441,14,0.40962
ENSG00000221823,PPP3R1,25,-2.7525,187,0.34973,204,0.57576,79,-1.1017,105,-0.6593
ENSG00000119865,CNRIP1,53,-1.7793,155,-0.2182,237,0.83226,143,-0.2785,116,-0.6018
ENSG00000169604,ANTXR1,31,1.63251,7,-1.0562,8,-0.7496,27,1.35619,12,-0.0107
ENSG00000198380,GFPT1,18,-0.9516,34,-0.0128,45,0.69674,22,-0.6395,18,-0.9847
ENSG00000169599,NFU1,30,-0.6961,48,-0.0004,53,0.25937,45,-0.0807,45,-0.0923
ENSG00000115977,AAK1,58,-1.5819,179,0.19906,205,0.53999,97,-0.8052,115,-0.5576
ENSG00000196975,ANXA4,25,1.65825,4,-1.5069,11,0.48087,9,0.00086,6,-0.6980
ENSG00000087338,GMCL1,13,-0.1439,12,-0.4310,18,0.62372,13,-0.0830,10,-0.5279
ENSG00000124380,SNRNP27,91,0.37503,71,-0.0338,73,0.04539,55,-0.4057,68,-0.0906
ENSG00000059728,MXD1,18,0.78818,11,0.12085,10,-0.0463,5,-1.1475,8,-0.4081
ENSG00000169564,PCBP1,255,0.04653,246,-0.0153,276,0.25876,232,-0.0995,146,-0.8152
ENSG00000115998,C2orf42,14,0.63804,11,0.48745,8,-0.1764,5,-0.9813,3,-1.3999
ENSG00000116001,TIA1,45,0.71570,27,-0.1658,31,0.16264,27,-0.1129,15,-1.0288
ENSG00000116005,PCYOX1,46,-0.6513,73,0.08131,81,0.32048,75,0.09971,39,-0.9212
ENSG00000143977,SNRPG,116,1.02368,65,0.11794,44,-0.7033,71,0.22443,57,-0.1269
ENSG00000035141,FAM136A,12,-1.2383,26,-0.1473,37,0.69998,16,-0.8067,25,-0.1341
ENSG00000075340,ADD2,11,-3.4899,139,0.35727,155,0.63101,33,-1.9371,97,-0.3315
ENSG00000144043,TEX261,22,0.36315,15,-0.2842,15,-0.3739,27,0.68228,24,0.47941
ENSG00000124357,NAGK,60,0.29165,47,-0.1656,55,0.19404,52,0.05472,35,-0.5470
ENSG00000124383,MPHOSPH10,40,0.16572,29,-0.4544,50,0.80770,20,-0.9020,21,-0.8091
ENSG00000124374,PAIP2B,152,3.96161,6,-2.2097,11,-1.2842,13,-0.7917,9,-1.4067
ENSG00000075292,ZNF638,99,0.48444,69,-0.1437,82,0.25280,68,-0.1137,37,-1.0299
ENSG00000003137,CYP26B1,6,-1.8299,20,-0.0933,31,1.01478,8,-1.4285,12,-0.8620
ENSG00000144036,EXOC6B,77,0.89212,37,-0.3831,47,0.11131,41,-0.1207,36,-0.3468
ENSG00000135638,EMX1,0,-4.7065,18,0.49908,17,0.36492,5,-1.5919,15,0.04240
ENSG00000144040,SFXN5,48,-1.2450,114,0.08779,64,-1.0863,245,1.35287,200,0.99498
ENSG00000135631,RAB11FIP5,13,-1.7345,38,-0.1133,56,0.81037,26,-0.6950,29,-0.4900
ENSG00000272702,AC010913.1,6,-1.0766,14,0.27176,11,-0.3249,8,-0.6676,24,1.07487
ENSG00000135632,SMYD5,13,-0.7413,24,0.24037,25,0.41519,13,-0.7176,12,-0.9024
ENSG00000135617,PRADC1,25,0.09237,26,0.27917,19,-0.4776,23,0.00809,29,0.33246
ENSG00000135624,CCT7,113,-0.6042,163,-0.0543,211,0.56468,142,-0.2626,89,-0.9777
ENSG00000163013,FBXO41,16,-2.4015,72,-0.2145,95,0.42662,82,0.05880,107,0.48428
ENSG00000135625,EGR4,0,-8.4194,24,1.32311,14,-0.0435,3,-2.1732,5,-1.5553
ENSG00000144034,TPRKB,27,0.06073,22,-0.3549,29,0.28923,31,0.27277,22,-0.2458
ENSG00000144048,DUSP11,8,-0.2544,9,-0.3457,11,0.20157,17,0.78914,7,-0.4416
ENSG00000124356,STAMBP,67,1.53275,24,-0.2814,22,-0.3968,26,-0.0672,19,-0.5006
ENSG00000114956,DGUOK,36,-0.8114,65,0.13268,72,0.39017,37,-0.7692,52,-0.2556
ENSG00000187605,TET3,14,0.83848,10,0.42245,7,-0.4694,9,0.01399,3,-1.6557
ENSG00000163170,BOLA3,51,-0.4718,88,0.56286,57,-0.4148,64,-0.1341,70,0.00982
ENSG00000225439,BOLA3-AS1,12,-0.4324,12,-0.5846,22,0.76743,16,-0.0370,13,-0.3400
ENSG00000114978,MOB1A,29,0.69009,14,-0.6051,17,-0.2452,40,1.24579,15,-0.3872
ENSG00000204843,DCTN1,177,-0.7806,299,0.05008,363,0.53024,201,-0.5821,188,-0.6854
ENSG00000005448,WDR54,9,-1.8017,28,-0.2432,47,1.07241,11,-1.5422,23,-0.4654
ENSG00000114993,RTKN,79,4.08646,2,-2.4737,3,-2.1799,18,0.81549,1,-2.6555
ENSG00000115274,INO80B,19,-0.8714,33,-0.1059,45,0.68312,21,-0.7535,25,-0.4804
ENSG00000239779,WBP1,99,0.85164,49,-0.3807,49,-0.3784,79,0.46828,75,0.38113
ENSG00000115275,MOGS,17,0.09436,14,-0.2539,21,0.68409,5,-1.5991,12,-0.4325
ENSG00000115289,PCGF1,8,-0.5110,12,0.00921,13,0.29418,7,-0.7587,13,0.17610
ENSG00000115307,AUP1,58,0.52006,39,-0.1486,39,-0.1649,59,0.56409,31,-0.4541
ENSG00000115317,HTRA2,16,-0.7129,26,0.03327,28,0.15464,30,0.24708,22,-0.2285
ENSG00000135622,SEMA4F,6,-2.1513,30,0.44337,32,0.58376,9,-1.4543,12,-1.1131
ENSG00000115350,POLE4,69,0.06198,53,-0.4825,81,0.47847,54,-0.3162,71,0.11334
ENSG00000115364,MRPL19,48,0.72384,31,0.01227,28,-0.1651,35,0.23482,16,-0.9327
ENSG00000005436,GCFC2,15,0.81333,9,0.07876,9,-0.0226,5,-0.8248,6,-0.6292
ENSG00000176204,LRRTM4,4,-2.9447,55,1.59316,22,-0.6988,12,-1.4355,20,-0.6931
ENSG00000066032,CTNNA2,34,-1.9142,132,0.21212,115,-0.0987,168,0.53599,134,0.17240
ENSG00000162951,LRRTM1,4,-3.3145,60,0.69479,46,0.02891,39,-0.2288,31,-0.5817
ENSG00000163541,SUCLG1,95,0.08436,88,-0.0552,101,0.26877,84,-0.1048,56,-0.7396
ENSG00000186854,TRABD2A,0,-8.4693,10,-0.8189,30,2.10131,3,-2.2027,4,-2.0565
ENSG00000034510,TMSB10,725,-1.9016,1955,-0.5479,3759,1.03977,1937,-0.4184,2313,-0.1416
ENSG00000176407,KCMF1,27,-0.8601,52,0.17217,53,0.20352,48,-0.0167,37,-0.4256
ENSG00000152291,TGOLN2,126,-0.2740,136,-0.2086,198,0.68753,105,-0.5565,82,-0.9313
ENSG00000042445,RETSAT,46,1.01471,19,-0.5470,23,-0.0970,32,0.42088,23,-0.1157
ENSG00000042493,CAPG,31,1.39637,6,-1.3763,7,-1.2059,44,2.09433,16,0.35560
ENSG00000168906,MAT2A,91,0.76487,58,0.07382,50,-0.2671,61,0.12759,36,-0.6800
ENSG00000115486,GGCX,27,0.05868,22,-0.3868,31,0.41690,31,0.28274,17,-0.6386
ENSG00000168899,VAMP5,66,2.18051,11,-1.1177,11,-1.0841,35,1.02145,20,0.12951
ENSG00000168894,RNF181,126,0.75834,76,-0.0956,73,-0.1811,87,0.14946,62,-0.3676
ENSG00000168883,USP39,11,-0.5794,21,0.55359,15,-0.2044,18,0.14389,9,-0.9220
ENSG00000115525,ST3GAL5,69,-0.0394,81,0.33035,73,0.07215,45,-0.6859,46,-0.6623
ENSG00000068654,POLR1A,13,0.04266,11,-0.3005,15,0.39356,16,0.36790,6,-1.0323
ENSG00000132300,PTCD3,68,0.58332,41,-0.3041,51,0.15458,59,0.33162,27,-0.8442
ENSG00000132305,IMMT,30,-1.2999,61,-0.3003,101,0.96032,43,-0.7552,47,-0.6071
ENSG00000132313,MRPL35,20,-1.3026,49,0.13329,57,0.48910,34,-0.4867,32,-0.5463
ENSG00000068615,REEP1,14,-2.7670,83,-0.2144,136,1.04806,66,-0.5037,48,-0.9863
ENSG00000115548,KDM3A,21,0.12834,19,0.04849,19,-0.0156,25,0.45694,10,-0.9821
ENSG00000115561,CHMP3,99,-0.5085,153,0.24889,139,0.02422,99,-0.5133,147,0.10162
ENSG00000239305,RNF103,50,0.05894,48,-0.0107,59,0.46670,27,-0.9205,28,-0.8569
ENSG00000153561,RMND5A,57,0.25951,47,-0.0698,52,0.13058,38,-0.3781,45,-0.1190
ENSG00000222041,CYTOR,0,-4.6271,22,0.70943,16,-0.0518,6,-1.5245,22,0.50098
ENSG00000172086,KRCC1,53,2.10494,8,-1.3416,16,0.09436,14,-0.1251,9,-0.8564
ENSG00000144115,THNSL2,22,1.24220,8,-0.4478,9,-0.2229,13,0.42462,7,-0.4909
ENSG00000172071,EIF2AK3,16,0.80764,11,0.22039,10,0.03143,3,-1.6962,5,-0.8447
ENSG00000172005,MAL,842,4.31187,18,-3.1971,54,-1.4560,104,-0.1545,27,-2.1914
ENSG00000144029,MRPS5,50,0.22051,37,-0.3387,52,0.43329,37,-0.2606,34,-0.3694
ENSG00000144026,ZNF514,18,0.73785,9,-0.4602,11,-0.0254,13,0.23560,12,0.13135
ENSG00000115041,KCNIP3,14,-1.3812,30,-0.3636,51,0.90543,26,-0.5263,29,-0.3323
ENSG00000115042,FAHD2A,36,0.50095,27,0.02575,27,0.05523,18,-0.6049,22,-0.3230
ENSG00000174501,ANKRD36C,82,2.64656,13,-0.8120,12,-0.9539,14,-0.4332,15,-0.3522
ENSG00000158050,DUSP2,0,-8.3771,14,-0.0162,22,1.06490,6,-1.2199,8,-0.8377
ENSG00000084090,STARD7,160,0.32414,131,0.00334,133,0.04052,108,-0.2965,114,-0.2190
ENSG00000135956,TMEM127,21,-1.2075,55,0.38533,51,0.21438,33,-0.5443,35,-0.4485
ENSG00000144021,CIAO1,75,-0.1030,79,-0.0093,92,0.33885,65,-0.3204,52,-0.6729
ENSG00000144028,SNRNP200,49,-0.0930,54,0.07712,50,-0.0953,74,0.55286,36,-0.6029
ENSG00000114982,KANSL3,17,0.03900,20,0.42775,15,-0.1507,8,-1.0977,16,-0.0555
ENSG00000114988,LMAN2L,12,0.09772,8,-0.5797,13,0.39778,19,0.84169,5,-1.0765
ENSG00000158158,CNNM4,5,-0.7878,11,0.40135,10,0.23104,4,-1.0399,7,-0.4702
ENSG00000168763,CNNM3,23,0.92285,7,-1.0711,14,0.15155,25,1.06813,9,-0.5196
ENSG00000213337,ANKRD39,19,-0.9269,41,0.34571,37,0.14268,23,-0.6787,32,-0.1298
ENSG00000168758,SEMA4C,45,1.31076,13,-0.8166,25,0.51650,16,-0.4079,8,-1.4037
ENSG00000144199,FAHD2B,41,0.57364,27,-0.0766,28,-0.0036,32,0.19810,16,-0.8359
ENSG00000135940,COX5B,588,-0.2334,692,0.03371,676,-0.0210,683,0.00161,760,0.17245
ENSG00000115073,ACTR1B,31,-1.4670,80,-0.0623,111,0.73156,52,-0.7127,61,-0.4774
ENSG00000075568,TMEM131,25,-0.5707,34,-0.1490,44,0.49845,37,0.04609,22,-0.7377
ENSG00000040933,INPP4A,16,-2.0924,81,0.49234,78,0.37195,30,-1.2199,47,-0.5202
ENSG00000183513,COA5,52,-0.1183,53,-0.1193,56,0.00150,72,0.40053,56,-0.0080
ENSG00000115446,UNC50,48,0.30229,36,-0.2157,45,0.29912,42,0.07193,23,-0.8516
ENSG00000071073,MGAT4A,25,-0.3068,33,0.13666,36,0.34011,11,-1.5866,30,-0.0619
ENSG00000196872,KIAA1211L,2,-5.0663,100,0.56619,92,0.34202,35,-1.2537,68,-0.2330
ENSG00000158411,MITD1,27,0.88246,16,0.09204,13,-0.4119,18,0.27689,9,-0.7183
ENSG00000185414,MRPL30,30,-0.0854,32,-0.0336,34,0.12848,31,-0.0367,29,-0.1570
ENSG00000115514,TXNDC9,16,-0.7897,25,-0.1426,36,0.73967,12,-1.1811,22,-0.3293
ENSG00000158417,EIF5B,304,1.31874,108,-0.5277,140,0.02413,127,-0.1268,99,-0.5226
ENSG00000135945,REV1,22,0.28822,15,-0.3699,22,0.43016,16,-0.1469,13,-0.4839
ENSG00000144218,AFF3,4,-3.2146,23,-0.7976,54,1.17402,39,0.21058,28,-0.3021
ENSG00000170500,LONRF2,18,-3.1271,167,0.26576,182,0.47747,129,-0.2200,97,-0.6658
ENSG00000115526,CHST10,22,-0.4952,32,0.15587,29,-0.0349,37,0.34636,24,-0.3251
ENSG00000115539,PDCL3,30,0.52456,23,0.17595,19,-0.2519,15,-0.5693,22,0.06241
ENSG00000170485,NPAS2,3,-3.2922,34,0.20386,37,0.41220,27,-0.2151,28,-0.1684
ENSG00000071082,RPL31,1686,0.75294,929,-0.2943,965,-0.2135,1166,0.14751,1264,0.27737
ENSG00000158435,CNOT11,12,-0.3893,16,0.08660,18,0.31300,13,-0.2953,10,-0.6244
ENSG00000163162,RNF149,25,-0.1926,28,0.01669,36,0.56023,18,-0.6978,11,-1.3451
ENSG00000175874,CREG2,23,-3.8445,404,0.68712,368,0.43792,98,-1.7418,164,-0.9706
ENSG00000071054,MAP4K4,559,3.22978,49,-1.4685,62,-1.0559,95,-0.1592,54,-1.0187
ENSG00000233639,PANTR1,38,0.67390,24,-0.0965,17,-0.7717,43,0.88314,30,0.27047
ENSG00000198914,POU3F3,123,1.42450,36,-0.7823,35,-0.8410,132,1.54646,41,-0.3861
ENSG00000135972,MRPS9,24,-0.3256,30,-0.0251,37,0.49938,22,-0.5034,18,-0.8154
ENSG00000135966,TGFBRAP1,10,-0.7603,16,-0.0326,20,0.47931,14,-0.2576,12,-0.5186
ENSG00000135974,C2orf49,22,0.18009,17,-0.3374,22,0.27573,28,0.53828,11,-0.8927
ENSG00000115641,FHL2,0,-9.4783,36,0.30673,44,0.79595,12,-1.4514,18,-0.8533
ENSG00000071051,NCK2,18,-1.2627,45,0.20003,51,0.48848,28,-0.6135,26,-0.7158
ENSG00000115652,UXS1,16,-0.9123,28,-0.1104,38,0.63768,25,-0.2726,18,-0.7436
ENSG00000144057,ST6GAL2,9,-1.4084,19,-0.3798,33,0.86117,25,0.15437,12,-0.9544
ENSG00000135968,GCC2,59,-0.7026,78,-0.3817,128,0.80551,64,-0.5768,76,-0.3081
ENSG00000169756,LIMS1,44,1.95086,4,-2.2843,12,-0.2737,33,1.42155,13,-0.1255
ENSG00000153201,RANBP2,36,-1.0164,76,0.21021,87,0.53745,34,-1.0879,43,-0.7364
ENSG00000172985,SH3RF3,4,-1.4725,11,0.03062,10,-0.1584,21,1.13482,9,-0.2415
ENSG00000282033,AC074387.1,0,-4.2620,8,-0.0961,11,0.53285,10,0.28662,8,-0.1033
ENSG00000175701,MTLN,59,-1.0361,135,0.37176,119,0.05610,86,-0.4624,112,-0.0502
ENSG00000175772,LINC01106,1,-4.4190,26,0.29155,31,0.77717,8,-1.5186,14,-0.7727
ENSG00000153107,ANAPC1,13,-0.5911,17,-0.3198,25,0.57531,19,-0.0747,17,-0.2590
ENSG00000153208,MERTK,1,-2.5699,8,-0.2221,3,-1.7260,38,2.60420,13,0.56940
ENSG00000144161,ZC3H8,15,-0.4742,27,0.67873,18,-0.2381,15,-0.4411,13,-0.6436
ENSG00000188177,ZC3H6,135,1.11961,47,-0.7832,54,-0.5071,129,1.04724,86,0.36639
ENSG00000114999,TTL,70,0.69262,47,0.04868,43,-0.1515,42,-0.1165,33,-0.5187
ENSG00000125611,CHCHD5,45,0.23490,39,0.02746,32,-0.3978,56,0.57565,40,0.06068
ENSG00000144136,SLC20A1,20,-1.4991,67,0.49312,58,0.14455,48,-0.2069,32,-0.8311
ENSG00000144134,RABL2A,7,-1.0171,12,-0.1998,19,0.91290,6,-1.1456,9,-0.6691
ENSG00000115084,SLC35F5,26,0.53453,13,-0.6516,19,0.08492,39,1.24260,7,-1.3383
ENSG00000115091,ACTR3,66,-0.4226,85,-0.0574,105,0.44984,71,-0.3113,60,-0.5690
ENSG00000175497,DPP10,17,-1.8968,55,-0.2429,93,1.10385,35,-0.8729,30,-1.0773
ENSG00000235026,DPP10-AS1,0,-4.9427,32,1.68552,11,-0.8720,8,-1.1019,13,-0.4853
ENSG00000088205,DDX18,86,0.91104,37,-0.5949,53,0.15327,61,0.32985,36,-0.4770
ENSG00000125633,CCDC93,13,0.67712,7,-0.3263,9,-0.0331,11,0.39656,7,-0.3145
ENSG00000125629,INSIG2,12,-1.6376,38,0.15585,47,0.68875,18,-1.0610,21,-0.7896
ENSG00000144119,C1QL2,3,-2.1333,21,1.50731,5,-1.6630,15,0.27671,13,0.11697
ENSG00000155368,DBI,791,1.67078,195,-0.8676,212,-0.7082,537,0.97234,317,0.10131
ENSG00000144120,TMEM177,3,-2.0054,14,0.08171,19,0.79819,9,-0.6886,6,-1.1886
ENSG00000088179,PTPN4,21,-1.0916,48,0.19735,51,0.32109,41,-0.1150,28,-0.6922
ENSG00000115109,EPB41L5,14,0.24230,10,-0.4127,13,0.07992,21,0.87329,8,-0.5845
ENSG00000226479,TMEM185B,16,0.46556,8,-0.8012,14,0.34114,21,0.91673,7,-0.8370
ENSG00000144118,RALB,20,-1.4838,65,0.45429,53,-0.0520,44,-0.3052,57,0.08936
ENSG00000074054,CLASP1,30,-1.0165,56,-0.0585,73,0.56902,56,-0.0313,32,-0.9056
ENSG00000236859,NIFK-AS1,39,2.42547,7,-0.7477,4,-1.4446,16,0.76591,8,-0.2454
ENSG00000155438,NIFK,44,0.90205,28,0.25961,21,-0.3469,16,-0.6697,18,-0.4733
ENSG00000211460,TSN,64,0.02922,61,-0.0574,71,0.28128,57,-0.1537,42,-0.6320
ENSG00000136717,BIN1,593,2.14772,132,-0.6041,151,-0.3179,113,-0.6828,90,-1.0272
ENSG00000163161,ERCC3,13,-0.9185,28,0.27045,29,0.39128,15,-0.7995,16,-0.6733
ENSG00000169967,MAP3K2,28,0.51055,18,-0.2573,23,0.25079,13,-0.6907,20,-0.0374
ENSG00000236682,MAP3K2-DT,9,0.17692,8,-0.0711,9,0.16954,8,-0.1556,7,-0.3549
ENSG00000163166,IWS1,57,1.20482,25,-0.2478,26,-0.1079,26,-0.1011,17,-0.7531
ENSG00000136709,WDR33,38,0.00444,36,-0.0720,39,0.10495,46,0.33649,26,-0.5500
ENSG00000144231,POLR2D,26,0.40785,19,-0.1658,20,0.02254,18,-0.2009,22,0.12134
ENSG00000144233,AMMECR1L,7,-0.5740,12,0.44515,11,0.17134,6,-0.7329,5,-0.8899
ENSG00000136715,SAP130,8,-1.1988,17,-0.2254,22,0.39297,21,0.18397,20,0.14023
ENSG00000136731,UGGT1,28,0.80884,16,-0.2146,18,0.10314,15,-0.2179,11,-0.6104
ENSG00000136720,HS6ST1,35,-1.0799,111,1.19702,48,-0.8278,39,-0.9259,74,0.05632
ENSG00000136699,SMPD4,33,0.26155,29,0.02866,29,0.07831,26,-0.1034,19,-0.5661
ENSG00000152082,MZT2B,462,-0.0255,515,0.21582,400,-0.3442,516,0.15289,522,0.17081
ENSG00000136710,CCDC115,52,-0.1542,59,0.06348,67,0.34983,44,-0.4146,33,-0.8514
ENSG00000136718,IMP4,45,-0.3643,59,0.07542,60,0.13645,43,-0.4246,61,0.10277
ENSG00000072135,PTPN18,18,0.23415,12,-0.5274,14,-0.1272,26,0.88707,19,0.32470
ENSG00000178171,AMER3,3,-2.0091,15,0.29846,15,0.43831,8,-0.7340,10,-0.4114
ENSG00000136002,ARHGEF4,55,-1.0555,113,0.06754,117,0.13802,122,0.15908,113,0.03723
ENSG00000152102,FAM168B,69,-0.8699,124,0.04887,147,0.46882,84,-0.5751,96,-0.3638
ENSG00000115762,PLEKHB2,93,-1.2840,227,0.12950,260,0.46683,125,-0.8344,192,-0.1717
ENSG00000173272,MZT2A,167,-0.3754,234,0.22792,189,-0.2533,220,0.05568,255,0.29545
ENSG00000287151,C2orf27A,4,-1.0967,10,0.29506,10,0.34001,6,-0.4120,5,-0.8212
ENSG00000150551,LYPD1,18,-0.2990,12,-1.1845,25,0.24165,47,1.21881,33,0.60371
ENSG00000152127,MGAT5,24,-0.5817,42,0.40379,36,0.01982,34,-0.0757,20,-0.8269
ENSG00000152128,TMEM163,7,-1.5886,24,0.18742,28,0.55513,13,-0.8197,15,-0.5579
ENSG00000082258,CCNT2,25,0.11907,25,0.20948,27,0.30789,11,-1.1004,11,-1.0749
ENSG00000115839,RAB3GAP1,36,-1.3346,81,-0.1796,124,0.88557,46,-0.9960,63,-0.5192
ENSG00000048991,R3HDM1,19,-2.2085,106,0.63466,83,0.01663,42,-1.0385,87,0.08642
ENSG00000144224,UBXN4,170,1.08909,69,-0.5175,85,-0.0624,132,0.66131,47,-0.9552
ENSG00000076003,MCM6,5,-1.6163,12,-0.4462,21,0.85893,18,0.27376,9,-0.7493
ENSG00000115866,DARS,65,0.09630,49,-0.4794,63,0.04497,127,1.20577,37,-0.7975
ENSG00000150540,HNMT,24,0.52581,12,-0.6784,18,0.16104,24,0.55916,17,0.03226
ENSG00000144228,SPOPL,23,0.71044,15,0.00779,16,0.22115,7,-1.1167,8,-0.9073
ENSG00000144227,NXPH2,0,-8.0617,18,1.10620,8,-0.7522,12,0.09956,12,0.11872
ENSG00000168702,LRP1B,11,-1.2351,10,-1.7819,51,2.08945,14,-0.8772,16,-0.7393
ENSG00000121964,GTDC1,34,-0.5298,51,0.14208,54,0.28899,35,-0.4916,37,-0.3882
